context	cell_state	disease_filter	gene	ensembl_id	token_id	n_nonremission_cells	n_remission_cells	random_mean_shift_to_remission_cosine	random_sd_shift_to_remission_cosine	random_mean_projection_to_remission	n_nonremission_cells_with_token	mean_shift_to_remission_cosine	mean_projection_to_remission	mean_embedding_delta_norm	cosine_shift_z_vs_random	projection_minus_random	interpretation	support_flag	strong_support_flag	opposing_flag	strong_opposing_flag
GSE282122_DC_post_nonremission_to_remission	DC	CD_UC	NCF1	ENSG00000158517	10077	36	36	8.421474032931858e-06	0.0005079410297269541	0.0025045702822454686	2	0.0004883408546447754	0.07581344991922379	0.457550048828125	0.9448328694175901	0.07330887963697831	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	False	False	False	False
GSE282122_DC_post_nonremission_to_remission	DC	CD_UC	NCF2	ENSG00000116701	4564	36	36	8.421474032931858e-06	0.0005079410297269541	0.0025045702822454686	5	-5.0985814596060663e-05	0.021310510113835335	0.41154685616493225	-0.11695705830443973	0.018805939831589867	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	False	False	False	False
GSE282122_DC_post_nonremission_to_remission	DC	CD_UC	CYBB	ENSG00000165168	11347	36	36	8.421474032931858e-06	0.0005079410297269541	0.0025045702822454686	0						token_not_detected_in_selected_nonremission_cells	False	False	False	False
GSE282122_DC_post_nonremission_to_remission	DC	CD_UC	CYBA	ENSG00000051523	693	36	36	8.421474032931858e-06	0.0005079410297269541	0.0025045702822454686	26	-0.0002441979304421693	0.09141506254673004	1.0489577054977417	-0.49734002510271286	0.08891049226448457	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	False	False	False	False
GSE282122_DC_post_nonremission_to_remission	DC	CD_UC	LYN	ENSG00000254087	18639	36	36	8.421474032931858e-06	0.0005079410297269541	0.0025045702822454686	3	0.0004455049929674715	0.029506944119930267	0.4421260356903076	0.8605005174901813	0.0270023738376848	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	True	True	False	False
GSE282122_DC_post_nonremission_to_remission	DC	CD_UC	SYK	ENSG00000165025	11314	36	36	8.421474032931858e-06	0.0005079410297269541	0.0025045702822454686	1	0.00036638975143432617	-0.01879146695137024	0.44271764159202576	0.704743772311171	-0.021296037233615707	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	False	False	False	False
GSE282122_DC_post_nonremission_to_remission	DC	CD_UC	BTK	ENSG00000010671	271	36	36	8.421474032931858e-06	0.0005079410297269541	0.0025045702822454686	1	0.0001487135887145996	0.018697725608944893	0.25992724299430847	0.2761976419921863	0.016193155326699425	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	False	False	False	False
GSE282122_DC_post_nonremission_to_remission	DC	CD_UC	CD274	ENSG00000120217	4975	36	36	8.421474032931858e-06	0.0005079410297269541	0.0025045702822454686	5	7.188320068962639e-06	0.0015333258779719472	0.33892250061035156	-0.0024277502540641497	-0.0009712444042735214	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	False	False	True	False
GSE282122_DC_post_nonremission_to_remission	DC	CD_UC	CD80	ENSG00000121594	5128	36	36	8.421474032931858e-06	0.0005079410297269541	0.0025045702822454686	5	9.747743752086535e-05	0.04206746816635132	0.4175489544868469	0.17532736730444068	0.03956289788410585	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	True	False	False	False
GSE282122_DC_post_nonremission_to_remission	DC	CD_UC	IL7R	ENSG00000168685	12195	36	36	8.421474032931858e-06	0.0005079410297269541	0.0025045702822454686	3	0.0005406339769251645	0.11326148360967636	0.6197813153266907	1.0477840374075034	0.11075691332743089	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	True	True	False	False
GSE282122_Mono_macro_post_nonremission_to_remission	Mono_macro	CD_UC	LILRB1	ENSG00000104972	2995	36	36	-4.23888365427653e-05	0.0004978232946714987	-0.0013540920678577902	2	-0.0003312230110168457	-0.025397323071956635	0.43160784244537354	-0.5801941724415989	-0.024043231004098845	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	False	False	False	False
GSE282122_Mono_macro_post_nonremission_to_remission	Mono_macro	CD_UC	LILRB2	ENSG00000131042	6299	36	36	-4.23888365427653e-05	0.0004978232946714987	-0.0013540920678577902	5	-5.050897743785754e-05	0.0022538795601576567	0.41781672835350037	-0.01631129154060684	0.0036079716280154467	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	False	False	False	False
GSE282122_Mono_macro_post_nonremission_to_remission	Mono_macro	CD_UC	LILRB3	ENSG00000204577	17190	36	36	-4.23888365427653e-05	0.0004978232946714987	-0.0013540920678577902	2	-0.0001804828643798828	-0.01892099529504776	0.2890130877494812	-0.2773956729530754	-0.01756690322718997	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	False	False	False	False
GSE282122_Mono_macro_post_nonremission_to_remission	Mono_macro	CD_UC	LILRB4	ENSG00000186818	15576	36	36	-4.23888365427653e-05	0.0004978232946714987	-0.0013540920678577902	3	-0.00020245711493771523	-0.0034920263569802046	0.40889135003089905	-0.32153633650384933	-0.0021379342891224146	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	False	False	True	False
GSE282122_Mono_macro_post_nonremission_to_remission	Mono_macro	CD_UC	LAIR1	ENSG00000167613	11926	36	36	-4.23888365427653e-05	0.0004978232946714987	-0.0013540920678577902	2	-0.00010466575622558594	-0.010429410263895988	0.25624167919158936	-0.1250984442660837	-0.009075318196038198	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	False	False	False	False
GSE282122_Mono_macro_post_nonremission_to_remission	Mono_macro	CD_UC	SIGLEC10	ENSG00000142512	8126	36	36	-4.23888365427653e-05	0.0004978232946714987	-0.0013540920678577902	3	0.00028534731245599687	0.04129675403237343	0.4825831651687622	0.658338315034107	0.04265084610023122	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	True	True	False	False
GSE282122_Mono_macro_post_nonremission_to_remission	Mono_macro	CD_UC	CD300A	ENSG00000167851	12003	36	36	-4.23888365427653e-05	0.0004978232946714987	-0.0013540920678577902	2	7.075071334838867e-05	0.01246047206223011	0.3134479224681854	0.2272684928611305	0.0138145641300879	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	False	False	False	False
GSE282122_Mono_macro_post_nonremission_to_remission	Mono_macro	CD_UC	CD300LF	ENSG00000186074	15420	36	36	-4.23888365427653e-05	0.0004978232946714987	-0.0013540920678577902	2	-0.00027507543563842773	0.0015434501692652702	0.32528024911880493	-0.467408017234723	0.0028975422371230602	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	False	False	False	False
GSE282122_Mono_macro_post_nonremission_to_remission	Mono_macro	CD_UC	INPP5D	ENSG00000168918	12248	36	36	-4.23888365427653e-05	0.0004978232946714987	-0.0013540920678577902	0						token_not_detected_in_selected_nonremission_cells	False	False	False	False
GSE282122_Mono_macro_post_nonremission_to_remission	Mono_macro	CD_UC	PTPN6	ENSG00000111679	3897	36	36	-4.23888365427653e-05	0.0004978232946714987	-0.0013540920678577902	2	-0.00028020143508911133	-0.013474712148308754	0.30443263053894043	-0.4777048424446926	-0.012120620080450964	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	False	False	False	False
GSE282122_Mono_macro_post_nonremission_to_remission	Mono_macro	CD_UC	PTPN11	ENSG00000179295	14197	36	36	-4.23888365427653e-05	0.0004978232946714987	-0.0013540920678577902	1	0.00024050474166870117	-0.02818344347178936	0.23539963364601135	0.5682610300470993	-0.02682935140393157	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	False	False	False	False
GSE282122_Mono_macro_post_nonremission_to_remission	Mono_macro	CD_UC	SH2D1B	ENSG00000198574	16784	36	36	-4.23888365427653e-05	0.0004978232946714987	-0.0013540920678577902	0						token_not_detected_in_selected_nonremission_cells	False	False	False	False
GSE282122_Mono_macro_post_nonremission_to_remission	Mono_macro	CD_UC	MERTK	ENSG00000153208	9495	36	36	-4.23888365427653e-05	0.0004978232946714987	-0.0013540920678577902	1	0.0010695457458496094	0.07013633102178574	0.3939445912837982	2.2335929119711304	0.07149042308964353	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	False	False	False	False
GSE282122_Mono_macro_post_nonremission_to_remission	Mono_macro	CD_UC	AXL	ENSG00000167601	11922	36	36	-4.23888365427653e-05	0.0004978232946714987	-0.0013540920678577902	2	5.263090133666992e-05	-0.017435405403375626	0.43016496300697327	0.19087041304914507	-0.016081313335517836	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	False	False	False	False
GSE282122_Mono_macro_post_nonremission_to_remission	Mono_macro	CD_UC	TYRO3	ENSG00000092445	1965	36	36	-4.23888365427653e-05	0.0004978232946714987	-0.0013540920678577902	0						token_not_detected_in_selected_nonremission_cells	False	False	False	False
GSE282122_Mono_macro_post_nonremission_to_remission	Mono_macro	CD_UC	GAS6	ENSG00000183087	14794	36	36	-4.23888365427653e-05	0.0004978232946714987	-0.0013540920678577902	2	0.0008301436901092529	-0.06903892010450363	0.40997546911239624	1.752695255507842	-0.06768482803664584	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	False	False	False	False
GSE282122_Mono_macro_post_nonremission_to_remission	Mono_macro	CD_UC	PROS1	ENSG00000184500	15083	36	36	-4.23888365427653e-05	0.0004978232946714987	-0.0013540920678577902	0						token_not_detected_in_selected_nonremission_cells	False	False	False	False
GSE282122_Mono_macro_post_nonremission_to_remission	Mono_macro	CD_UC	FCGR2A	ENSG00000143226	8233	36	36	-4.23888365427653e-05	0.0004978232946714987	-0.0013540920678577902	7	0.0003400019195396453	0.032305825501680374	0.4071471691131592	0.7681254778058163	0.033659917569538164	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	True	True	False	False
GSE282122_Mono_macro_post_nonremission_to_remission	Mono_macro	CD_UC	FCGR2B	ENSG00000072694	1197	36	36	-4.23888365427653e-05	0.0004978232946714987	-0.0013540920678577902	3	-0.000230650111916475	-0.01661796309053898	0.45737800002098083	-0.3781688751586819	-0.015263871022681189	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	False	False	True	False
GSE282122_Mono_macro_post_nonremission_to_remission	Mono_macro	CD_UC	NCF1	ENSG00000158517	10077	36	36	-4.23888365427653e-05	0.0004978232946714987	-0.0013540920678577902	3	0.00011132160580018535	-0.00949788186699152	0.44545483589172363	0.30876506581392577	-0.00814378979913373	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	False	False	False	False
GSE282122_Mono_macro_post_nonremission_to_remission	Mono_macro	CD_UC	NCF2	ENSG00000116701	4564	36	36	-4.23888365427653e-05	0.0004978232946714987	-0.0013540920678577902	3	-2.3285547285922803e-05	-0.00754506653174758	0.3560273349285126	0.03837363470395311	-0.0061909744638897896	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	False	False	False	False
GSE282122_Mono_macro_post_nonremission_to_remission	Mono_macro	CD_UC	CYBB	ENSG00000165168	11347	36	36	-4.23888365427653e-05	0.0004978232946714987	-0.0013540920678577902	2	7.075071334838867e-05	0.03333241492509842	0.4962430000305176	0.2272684928611305	0.03468650699295621	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	False	False	False	False
GSE282122_Mono_macro_post_nonremission_to_remission	Mono_macro	CD_UC	CYBA	ENSG00000051523	693	36	36	-4.23888365427653e-05	0.0004978232946714987	-0.0013540920678577902	28	-0.00056883052457124	0.004681871738284826	1.030779480934143	-1.0574870514564019	0.006035963806142616	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	False	False	False	False
GSE282122_Mono_macro_post_nonremission_to_remission	Mono_macro	CD_UC	LYN	ENSG00000254087	18639	36	36	-4.23888365427653e-05	0.0004978232946714987	-0.0013540920678577902	8	-6.799399852752686e-05	-0.010338581167161465	0.43687301874160767	-0.051434238330807264	-0.008984489099303675	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	False	False	True	False
GSE282122_Mono_macro_post_nonremission_to_remission	Mono_macro	CD_UC	SYK	ENSG00000165025	11314	36	36	-4.23888365427653e-05	0.0004978232946714987	-0.0013540920678577902	2	-2.4497509002685547e-05	0.006142249330878258	0.31563466787338257	0.03593911279681236	0.007496341398736048	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	False	False	False	False
GSE282122_Mono_macro_post_nonremission_to_remission	Mono_macro	CD_UC	BTK	ENSG00000010671	271	36	36	-4.23888365427653e-05	0.0004978232946714987	-0.0013540920678577902	0						token_not_detected_in_selected_nonremission_cells	False	False	False	False
GSE282122_Mono_macro_post_nonremission_to_remission	Mono_macro	CD_UC	CD274	ENSG00000120217	4975	36	36	-4.23888365427653e-05	0.0004978232946714987	-0.0013540920678577902	3	0.00012185176456114277	0.0019234446808695793	0.3974677324295044	0.32991746843081415	0.0032775367487273693	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	True	False	False	False
GSE282122_Mono_macro_post_nonremission_to_remission	Mono_macro	CD_UC	CD80	ENSG00000121594	5128	36	36	-4.23888365427653e-05	0.0004978232946714987	-0.0013540920678577902	1	-0.00021010637283325195	-0.009986822493374348	0.24119162559509277	-0.3369017442246437	-0.008632730425516558	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	False	False	False	False
GSE282122_Mono_macro_post_nonremission_to_remission	Mono_macro	CD_UC	IL7R	ENSG00000168685	12195	36	36	-4.23888365427653e-05	0.0004978232946714987	-0.0013540920678577902	1	-0.0006519556045532227	-0.002240218222141266	0.6704650521278381	-1.2244641312188806	-0.0008861261542834756	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	False	False	False	False
GSE282122_DC_post_nonremission_to_remission_CD_only	DC	CD	LILRB1	ENSG00000104972	2995	36	36	-0.00010020732879638672	0.00047201150505315993	0.006112935695435024	2	0.00030934810638427734	0.025555822998285294	0.38796466588974	0.8676810433562169	0.01944288730285027	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	False	False	False	False
GSE282122_DC_post_nonremission_to_remission_CD_only	DC	CD	LILRB2	ENSG00000131042	6299	36	36	-0.00010020732879638672	0.00047201150505315993	0.006112935695435024	1	-0.0005009174346923828	0.07592326402664185	0.4107115566730499	-0.8489413957205693	0.06981032833120682	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	False	False	False	False
GSE282122_DC_post_nonremission_to_remission_CD_only	DC	CD	LILRB3	ENSG00000204577	17190	36	36	-0.00010020732879638672	0.00047201150505315993	0.006112935695435024	3	-0.0001506805419921875	-0.022702546790242195	0.3499124348163605	-0.10693216723629707	-0.028815482485677217	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	False	False	True	False
GSE282122_DC_post_nonremission_to_remission_CD_only	DC	CD	LILRB4	ENSG00000186818	15576	36	36	-0.00010020732879638672	0.00047201150505315993	0.006112935695435024	2	0.0006001591682434082	0.10144957900047302	0.4746929407119751	1.4837911566602953	0.095336643305038	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	False	False	False	False
GSE282122_DC_post_nonremission_to_remission_CD_only	DC	CD	LAIR1	ENSG00000167613	11926	36	36	-0.00010020732879638672	0.00047201150505315993	0.006112935695435024	1	-0.000321805477142334	0.028870543465018272	0.28875061869621277	-0.46947615889360567	0.02275760776958325	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	False	False	False	False
GSE282122_DC_post_nonremission_to_remission_CD_only	DC	CD	SIGLEC10	ENSG00000142512	8126	36	36	-0.00010020732879638672	0.00047201150505315993	0.006112935695435024	2	7.69197940826416e-05	0.10675379633903503	0.4765455424785614	0.3752601811243552	0.1006408606436	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	False	False	False	False
GSE282122_DC_post_nonremission_to_remission_CD_only	DC	CD	CD300A	ENSG00000167851	12003	36	36	-0.00010020732879638672	0.00047201150505315993	0.006112935695435024	0						token_not_detected_in_selected_nonremission_cells	False	False	False	False
GSE282122_DC_post_nonremission_to_remission_CD_only	DC	CD	CD300LF	ENSG00000186074	15420	36	36	-0.00010020732879638672	0.00047201150505315993	0.006112935695435024	2	0.00013068318367004395	0.013009851798415184	0.4082307517528534	0.48916289114695793	0.00689691610298016	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	False	False	False	False
GSE282122_DC_post_nonremission_to_remission_CD_only	DC	CD	INPP5D	ENSG00000168918	12248	36	36	-0.00010020732879638672	0.00047201150505315993	0.006112935695435024	3	0.00010844071948667988	0.013592652045190334	0.2452688217163086	0.44204017497320913	0.007479716349755311	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	True	False	False	False
GSE282122_DC_post_nonremission_to_remission_CD_only	DC	CD	PTPN6	ENSG00000111679	3897	36	36	-0.00010020732879638672	0.00047201150505315993	0.006112935695435024	2	-0.000349581241607666	0.008961678482592106	0.3517717719078064	-0.5283216831403161	0.002848742787157082	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	False	False	False	False
GSE282122_DC_post_nonremission_to_remission_CD_only	DC	CD	PTPN11	ENSG00000179295	14197	36	36	-0.00010020732879638672	0.00047201150505315993	0.006112935695435024	1	2.3126602172851562e-05	-0.01603802666068077	0.2588779628276825	0.2612943321272389	-0.022150962356115793	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	False	False	False	False
GSE282122_DC_post_nonremission_to_remission_CD_only	DC	CD	SH2D1B	ENSG00000198574	16784	36	36	-0.00010020732879638672	0.00047201150505315993	0.006112935695435024	0						token_not_detected_in_selected_nonremission_cells	False	False	False	False
GSE282122_DC_post_nonremission_to_remission_CD_only	DC	CD	MERTK	ENSG00000153208	9495	36	36	-0.00010020732879638672	0.00047201150505315993	0.006112935695435024	0						token_not_detected_in_selected_nonremission_cells	False	False	False	False
GSE282122_DC_post_nonremission_to_remission_CD_only	DC	CD	AXL	ENSG00000167601	11922	36	36	-0.00010020732879638672	0.00047201150505315993	0.006112935695435024	2	0.0003026425838470459	0.03349011391401291	0.35766685009002686	0.8534747740906484	0.027377178218577887	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	False	False	False	False
GSE282122_DC_post_nonremission_to_remission_CD_only	DC	CD	TYRO3	ENSG00000092445	1965	36	36	-0.00010020732879638672	0.00047201150505315993	0.006112935695435024	0						token_not_detected_in_selected_nonremission_cells	False	False	False	False
GSE282122_DC_post_nonremission_to_remission_CD_only	DC	CD	GAS6	ENSG00000183087	14794	36	36	-0.00010020732879638672	0.00047201150505315993	0.006112935695435024	2	0.00019946694374084473	0.023172527551651	0.3073860704898834	0.6348876443244341	0.01705959185621598	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	False	False	False	False
GSE282122_DC_post_nonremission_to_remission_CD_only	DC	CD	PROS1	ENSG00000184500	15083	36	36	-0.00010020732879638672	0.00047201150505315993	0.006112935695435024	0						token_not_detected_in_selected_nonremission_cells	False	False	False	False
GSE282122_DC_post_nonremission_to_remission_CD_only	DC	CD	FCGR2A	ENSG00000143226	8233	36	36	-0.00010020732879638672	0.00047201150505315993	0.006112935695435024	2	0.0003517270088195801	0.014571397565305233	0.3530914783477783	0.9574646651146099	0.00845846186987021	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	False	False	False	False
GSE282122_DC_post_nonremission_to_remission_CD_only	DC	CD	FCGR2B	ENSG00000072694	1197	36	36	-0.00010020732879638672	0.00047201150505315993	0.006112935695435024	0						token_not_detected_in_selected_nonremission_cells	False	False	False	False
GSE282122_DC_post_nonremission_to_remission_CD_only	DC	CD	NCF1	ENSG00000158517	10077	36	36	-0.00010020732879638672	0.00047201150505315993	0.006112935695435024	6	0.0003395974636077881	0.04136895015835762	0.428499698638916	0.9317671024875593	0.0352560144629226	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	True	True	False	False
GSE282122_DC_post_nonremission_to_remission_CD_only	DC	CD	NCF2	ENSG00000116701	4564	36	36	-0.00010020732879638672	0.00047201150505315993	0.006112935695435024	5	-2.2602082026423886e-05	0.025357404723763466	0.3857615888118744	0.1644138880920341	0.019244469028328444	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	True	False	False	False
GSE282122_DC_post_nonremission_to_remission_CD_only	DC	CD	CYBB	ENSG00000165168	11347	36	36	-0.00010020732879638672	0.00047201150505315993	0.006112935695435024	3	0.00033680596970953047	0.03321472927927971	0.41338038444519043	0.9258530646550637	0.027101793583844687	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	True	True	False	False
GSE282122_DC_post_nonremission_to_remission_CD_only	DC	CD	CYBA	ENSG00000051523	693	36	36	-0.00010020732879638672	0.00047201150505315993	0.006112935695435024	21	-0.0003780779370572418	0.017119208350777626	0.9988000988960266	-0.5886945663105396	0.011006272655342602	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	False	False	False	False
GSE282122_DC_post_nonremission_to_remission_CD_only	DC	CD	LYN	ENSG00000254087	18639	36	36	-0.00010020732879638672	0.00047201150505315993	0.006112935695435024	11	0.00010583075345493853	0.01597548834979534	0.4205300509929657	0.4365107207039802	0.009862552654360318	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	True	False	False	False
GSE282122_DC_post_nonremission_to_remission_CD_only	DC	CD	SYK	ENSG00000165025	11314	36	36	-0.00010020732879638672	0.00047201150505315993	0.006112935695435024	0						token_not_detected_in_selected_nonremission_cells	False	False	False	False
GSE282122_DC_post_nonremission_to_remission_CD_only	DC	CD	BTK	ENSG00000010671	271	36	36	-0.00010020732879638672	0.00047201150505315993	0.006112935695435024	6	2.3484230041503906e-05	-0.0015062367310747504	0.28149035573005676	0.26205199982140254	-0.007619172426509774	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	False	False	False	False
