analysis	dataset_path	disease_name	compartment	role	donor_id	disease	group	n_cells	cell_types	module	module_class	mean_score	high_fraction
t1d_beta_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	HPAP038	normal	control	1074	type B pancreatic cell	osm_ligand_inflammatory_myeloid	target	-0.06917165306828407	0.11824953445065177
t1d_beta_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	HPAP038	normal	control	1074	type B pancreatic cell	osmr_receptor_core	target	-0.06682076014692001	0.15363128491620112
t1d_beta_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	HPAP038	normal	control	1074	type B pancreatic cell	osmr_signal_response	target	-0.08890564155053239	0.055865921787709494
t1d_beta_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	HPAP038	normal	control	1074	type B pancreatic cell	c1q_phagocytic_myeloid	target	-0.09124393466043494	0.09404096834264432
t1d_beta_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	HPAP038	normal	control	1074	type B pancreatic cell	complement_effector	target	0.008425167086576568	0.2430167597765363
t1d_beta_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	HPAP038	normal	control	1074	type B pancreatic cell	ifn_apc	covariate	-0.003939168482148313	0.21508379888268156
t1d_beta_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	HPAP038	normal	control	1074	type B pancreatic cell	hla_ii_apc	covariate	-0.02884253729371306	0.14338919925512103
t1d_beta_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	HPAP038	normal	control	1074	type B pancreatic cell	lysosomal_apc	covariate	0.1064797042202707	0.3221601489757914
t1d_beta_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	HPAP038	normal	control	1074	type B pancreatic cell	lipid_loader_repair	covariate	-0.10868815556285955	0.08752327746741155
t1d_beta_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	HPAP038	normal	control	1074	type B pancreatic cell	hif_nampt_metabolic	covariate	-0.08786648297298962	0.14711359404096835
t1d_beta_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	HPAP038	normal	control	1074	type B pancreatic cell	inflammatory_nfkb	covariate	-0.06917165306828407	0.11824953445065177
t1d_beta_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	HPAP039	normal	control	104	type B pancreatic cell	osm_ligand_inflammatory_myeloid	target	-0.05754708547836552	0.20192307692307693
t1d_beta_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	HPAP039	normal	control	104	type B pancreatic cell	osmr_receptor_core	target	-0.06528326293517418	0.14423076923076922
t1d_beta_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	HPAP039	normal	control	104	type B pancreatic cell	osmr_signal_response	target	-0.04955073497497116	0.1346153846153846
t1d_beta_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	HPAP039	normal	control	104	type B pancreatic cell	c1q_phagocytic_myeloid	target	-0.09972397736781426	0.11538461538461539
t1d_beta_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	HPAP039	normal	control	104	type B pancreatic cell	complement_effector	target	0.06278512059014638	0.375
t1d_beta_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	HPAP039	normal	control	104	type B pancreatic cell	ifn_apc	covariate	-0.14798378724953912	0.07692307692307693
t1d_beta_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	HPAP039	normal	control	104	type B pancreatic cell	hla_ii_apc	covariate	-0.08250904975362189	0.028846153846153848
t1d_beta_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	HPAP039	normal	control	104	type B pancreatic cell	lysosomal_apc	covariate	-0.13979974347859708	0.08653846153846154
t1d_beta_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	HPAP039	normal	control	104	type B pancreatic cell	lipid_loader_repair	covariate	-0.10552579150338136	0.18269230769230768
t1d_beta_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	HPAP039	normal	control	104	type B pancreatic cell	hif_nampt_metabolic	covariate	-0.1942580877981689	0.10576923076923077
t1d_beta_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	HPAP039	normal	control	104	type B pancreatic cell	inflammatory_nfkb	covariate	-0.05754708547836552	0.20192307692307693
t1d_beta_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	HPAP040	normal	control	332	type B pancreatic cell	osm_ligand_inflammatory_myeloid	target	-0.07000353918442706	0.14457831325301204
t1d_beta_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	HPAP040	normal	control	332	type B pancreatic cell	osmr_receptor_core	target	0.010190983952717314	0.2620481927710843
t1d_beta_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	HPAP040	normal	control	332	type B pancreatic cell	osmr_signal_response	target	-0.012609184025631956	0.18072289156626506
t1d_beta_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	HPAP040	normal	control	332	type B pancreatic cell	c1q_phagocytic_myeloid	target	-0.03417441322571977	0.17771084337349397
t1d_beta_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	HPAP040	normal	control	332	type B pancreatic cell	complement_effector	target	0.012465354237981943	0.2710843373493976
t1d_beta_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	HPAP040	normal	control	332	type B pancreatic cell	ifn_apc	covariate	-0.12608740107011152	0.06927710843373494
t1d_beta_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	HPAP040	normal	control	332	type B pancreatic cell	hla_ii_apc	covariate	-0.07009895775248212	0.08734939759036145
t1d_beta_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	HPAP040	normal	control	332	type B pancreatic cell	lysosomal_apc	covariate	0.047816305027419646	0.2469879518072289
t1d_beta_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	HPAP040	normal	control	332	type B pancreatic cell	lipid_loader_repair	covariate	-0.03645788337637945	0.16566265060240964
t1d_beta_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	HPAP040	normal	control	332	type B pancreatic cell	hif_nampt_metabolic	covariate	-0.02398189042702304	0.24096385542168675
t1d_beta_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	HPAP040	normal	control	332	type B pancreatic cell	inflammatory_nfkb	covariate	-0.07000353918442706	0.14457831325301204
t1d_beta_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	HPAP042	normal	control	104	type B pancreatic cell	osm_ligand_inflammatory_myeloid	target	0.0027644621692953595	0.33653846153846156
t1d_beta_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	HPAP042	normal	control	104	type B pancreatic cell	osmr_receptor_core	target	-0.05326302894928822	0.17307692307692307
t1d_beta_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	HPAP042	normal	control	104	type B pancreatic cell	osmr_signal_response	target	-0.10304665013841327	0.11538461538461539
t1d_beta_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	HPAP042	normal	control	104	type B pancreatic cell	c1q_phagocytic_myeloid	target	-0.059712188133320125	0.1346153846153846
t1d_beta_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	HPAP042	normal	control	104	type B pancreatic cell	complement_effector	target	-0.024099070906263405	0.20192307692307693
t1d_beta_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	HPAP042	normal	control	104	type B pancreatic cell	ifn_apc	covariate	-0.10035530581465897	0.14423076923076922
t1d_beta_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	HPAP042	normal	control	104	type B pancreatic cell	hla_ii_apc	covariate	-0.09508465999305084	0.038461538461538464
t1d_beta_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	HPAP042	normal	control	104	type B pancreatic cell	lysosomal_apc	covariate	-0.11572869305415266	0.10576923076923077
t1d_beta_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	HPAP042	normal	control	104	type B pancreatic cell	lipid_loader_repair	covariate	-0.14682542253690023	0.09615384615384616
t1d_beta_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	HPAP042	normal	control	104	type B pancreatic cell	hif_nampt_metabolic	covariate	-0.06501154124846387	0.23076923076923078
t1d_beta_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	HPAP042	normal	control	104	type B pancreatic cell	inflammatory_nfkb	covariate	0.0027644621692953647	0.33653846153846156
t1d_beta_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	HPAP043	normal	control	281	type B pancreatic cell	osm_ligand_inflammatory_myeloid	target	0.023258705967482116	0.3096085409252669
t1d_beta_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	HPAP043	normal	control	281	type B pancreatic cell	osmr_receptor_core	target	-0.06322568838444408	0.10676156583629894
t1d_beta_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	HPAP043	normal	control	281	type B pancreatic cell	osmr_signal_response	target	-0.12750239784877343	0.07829181494661921
t1d_beta_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	HPAP043	normal	control	281	type B pancreatic cell	c1q_phagocytic_myeloid	target	-0.10825519453790694	0.10676156583629894
t1d_beta_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	HPAP043	normal	control	281	type B pancreatic cell	complement_effector	target	0.05113090110787342	0.39501779359430605
t1d_beta_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	HPAP043	normal	control	281	type B pancreatic cell	ifn_apc	covariate	-0.09951830079687124	0.10320284697508897
t1d_beta_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	HPAP043	normal	control	281	type B pancreatic cell	hla_ii_apc	covariate	-0.06743518535513186	0.11387900355871886
t1d_beta_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	HPAP043	normal	control	281	type B pancreatic cell	lysosomal_apc	covariate	-0.07931339015018829	0.06761565836298933
t1d_beta_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	HPAP043	normal	control	281	type B pancreatic cell	lipid_loader_repair	covariate	-0.13201596972801524	0.0498220640569395
t1d_beta_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	HPAP043	normal	control	281	type B pancreatic cell	hif_nampt_metabolic	covariate	0.08845803702438387	0.33807829181494664
t1d_beta_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	HPAP043	normal	control	281	type B pancreatic cell	inflammatory_nfkb	covariate	0.02325870596748212	0.3096085409252669
t1d_beta_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	HPAP044	normal	control	133	type B pancreatic cell	osm_ligand_inflammatory_myeloid	target	0.00213050486020181	0.3007518796992481
t1d_beta_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	HPAP044	normal	control	133	type B pancreatic cell	osmr_receptor_core	target	-0.005304676531500348	0.3007518796992481
t1d_beta_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	HPAP044	normal	control	133	type B pancreatic cell	osmr_signal_response	target	0.02932338724895397	0.2932330827067669
t1d_beta_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	HPAP044	normal	control	133	type B pancreatic cell	c1q_phagocytic_myeloid	target	-0.1097099730351252	0.10526315789473684
t1d_beta_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	HPAP044	normal	control	133	type B pancreatic cell	complement_effector	target	-0.0017982032452870237	0.2631578947368421
t1d_beta_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	HPAP044	normal	control	133	type B pancreatic cell	ifn_apc	covariate	-0.10919987096983291	0.11278195488721804
t1d_beta_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	HPAP044	normal	control	133	type B pancreatic cell	hla_ii_apc	covariate	-0.0156358703749279	0.13533834586466165
t1d_beta_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	HPAP044	normal	control	133	type B pancreatic cell	lysosomal_apc	covariate	-0.006347081794281778	0.20300751879699247
t1d_beta_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	HPAP044	normal	control	133	type B pancreatic cell	lipid_loader_repair	covariate	-0.13399596556392668	0.06015037593984962
t1d_beta_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	HPAP044	normal	control	133	type B pancreatic cell	hif_nampt_metabolic	covariate	-0.041453765187742436	0.22556390977443608
t1d_beta_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	HPAP044	normal	control	133	type B pancreatic cell	inflammatory_nfkb	covariate	0.0021305048602018118	0.3007518796992481
t1d_beta_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	HPAP045	normal	control	1066	type B pancreatic cell	osm_ligand_inflammatory_myeloid	target	0.045356035456505045	0.2045028142589118
t1d_beta_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	HPAP045	normal	control	1066	type B pancreatic cell	osmr_receptor_core	target	-0.021972531460695114	0.1801125703564728
t1d_beta_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	HPAP045	normal	control	1066	type B pancreatic cell	osmr_signal_response	target	-0.010149067849074522	0.25140712945590993
t1d_beta_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	HPAP045	normal	control	1066	type B pancreatic cell	c1q_phagocytic_myeloid	target	-0.14841397173248325	0.04409005628517824
t1d_beta_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	HPAP045	normal	control	1066	type B pancreatic cell	complement_effector	target	-0.062874574951161	0.175422138836773
t1d_beta_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	HPAP045	normal	control	1066	type B pancreatic cell	ifn_apc	covariate	-0.11894027707807574	0.08724202626641651
t1d_beta_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	HPAP045	normal	control	1066	type B pancreatic cell	hla_ii_apc	covariate	-0.0899897430347959	0.04221388367729831
t1d_beta_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	HPAP045	normal	control	1066	type B pancreatic cell	lysosomal_apc	covariate	-0.2805093951862446	0.15947467166979362
t1d_beta_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	HPAP045	normal	control	1066	type B pancreatic cell	lipid_loader_repair	covariate	-0.07926091570251244	0.20825515947467166
t1d_beta_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	HPAP045	normal	control	1066	type B pancreatic cell	hif_nampt_metabolic	covariate	-0.06333290111280672	0.2870544090056285
t1d_beta_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	HPAP045	normal	control	1066	type B pancreatic cell	inflammatory_nfkb	covariate	0.045356035456505045	0.2045028142589118
t1d_beta_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	HPAP047	normal	control	141	type B pancreatic cell	osm_ligand_inflammatory_myeloid	target	-0.020886524358612147	0.1702127659574468
t1d_beta_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	HPAP047	normal	control	141	type B pancreatic cell	osmr_receptor_core	target	-0.12667949554166308	0.14184397163120568
t1d_beta_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	HPAP047	normal	control	141	type B pancreatic cell	osmr_signal_response	target	-0.024677731750069026	0.2553191489361702
t1d_beta_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	HPAP047	normal	control	141	type B pancreatic cell	c1q_phagocytic_myeloid	target	-0.15125562175852905	0.0851063829787234
t1d_beta_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	HPAP047	normal	control	141	type B pancreatic cell	complement_effector	target	-0.0004681673413325887	0.3404255319148936
t1d_beta_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	HPAP047	normal	control	141	type B pancreatic cell	ifn_apc	covariate	-0.08465753215315339	0.11347517730496454
t1d_beta_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	HPAP047	normal	control	141	type B pancreatic cell	hla_ii_apc	covariate	-0.03447837584731031	0.05673758865248227
t1d_beta_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	HPAP047	normal	control	141	type B pancreatic cell	lysosomal_apc	covariate	-0.3426359420307988	0.09219858156028368
t1d_beta_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	HPAP047	normal	control	141	type B pancreatic cell	lipid_loader_repair	covariate	-0.17043709456804787	0.09929078014184398
t1d_beta_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	HPAP047	normal	control	141	type B pancreatic cell	hif_nampt_metabolic	covariate	-0.14516039954163068	0.14184397163120568
t1d_beta_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	HPAP047	normal	control	141	type B pancreatic cell	inflammatory_nfkb	covariate	-0.02088652435861215	0.1702127659574468
t1d_beta_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	HPAP049	normal	control	959	type B pancreatic cell	osm_ligand_inflammatory_myeloid	target	-0.05021189346633322	0.21689259645464026
t1d_beta_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	HPAP049	normal	control	959	type B pancreatic cell	osmr_receptor_core	target	-0.009248666240588756	0.2794577685088634
t1d_beta_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	HPAP049	normal	control	959	type B pancreatic cell	osmr_signal_response	target	-0.054521628889718066	0.12721584984358708
t1d_beta_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	HPAP049	normal	control	959	type B pancreatic cell	c1q_phagocytic_myeloid	target	-0.10042030884010626	0.09697601668404589
t1d_beta_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	HPAP049	normal	control	959	type B pancreatic cell	complement_effector	target	-0.04777178472711068	0.17205422314911367
t1d_beta_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	HPAP049	normal	control	959	type B pancreatic cell	ifn_apc	covariate	-0.092702469362807	0.13660062565172054
t1d_beta_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	HPAP049	normal	control	959	type B pancreatic cell	hla_ii_apc	covariate	-0.09188449608659609	0.043795620437956206
t1d_beta_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	HPAP049	normal	control	959	type B pancreatic cell	lysosomal_apc	covariate	-0.06361823376737656	0.1397288842544317
t1d_beta_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	HPAP049	normal	control	959	type B pancreatic cell	lipid_loader_repair	covariate	-0.11627638174860347	0.08446298227320125
t1d_beta_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	HPAP049	normal	control	959	type B pancreatic cell	hif_nampt_metabolic	covariate	-0.05019102576945872	0.16684045881126172
t1d_beta_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	HPAP049	normal	control	959	type B pancreatic cell	inflammatory_nfkb	covariate	-0.05021189346633322	0.21689259645464026
t1d_beta_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	HPAP050	normal	control	377	type B pancreatic cell	osm_ligand_inflammatory_myeloid	target	-0.03543556749643553	0.20689655172413793
t1d_beta_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	HPAP050	normal	control	377	type B pancreatic cell	osmr_receptor_core	target	-0.05179621595325111	0.17506631299734748
t1d_beta_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	HPAP050	normal	control	377	type B pancreatic cell	osmr_signal_response	target	-0.15974555452727648	0.0610079575596817
t1d_beta_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	HPAP050	normal	control	377	type B pancreatic cell	c1q_phagocytic_myeloid	target	-0.08377755142377147	0.17506631299734748
t1d_beta_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	HPAP050	normal	control	377	type B pancreatic cell	complement_effector	target	0.08304188179215855	0.4376657824933687
t1d_beta_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	HPAP050	normal	control	377	type B pancreatic cell	ifn_apc	covariate	-0.12309538328760793	0.09018567639257294
t1d_beta_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	HPAP050	normal	control	377	type B pancreatic cell	hla_ii_apc	covariate	-0.07830801975067231	0.08222811671087533
t1d_beta_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	HPAP050	normal	control	377	type B pancreatic cell	lysosomal_apc	covariate	-0.07478087573121613	0.11405835543766578
t1d_beta_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	HPAP050	normal	control	377	type B pancreatic cell	lipid_loader_repair	covariate	-0.05967933001632251	0.17771883289124668
t1d_beta_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	HPAP050	normal	control	377	type B pancreatic cell	hif_nampt_metabolic	covariate	-0.07218107665568774	0.14854111405835543
t1d_beta_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	HPAP050	normal	control	377	type B pancreatic cell	inflammatory_nfkb	covariate	-0.035435567496435526	0.20689655172413793
t1d_ductal_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic ductal cell	tissue_resident	HPAP019	normal	control	25	pancreatic ductal cell	osm_ligand_inflammatory_myeloid	target	0.24034112660875034	0.64
