seed	n_requested	effect_pattern	method	method_alpha	empirical_p_threshold	n_simulated_cohorts	n_valid_fits	valid_fit_rate	detection_count	detection_probability	detection_probability_ci_low	detection_probability_ci_high	positive_call_probability	negative_call_probability	median_events
54121	180	u_shaped_crossing	primary_linear	0.05	0.04902015633005547	3000	3000	1.0	311	0.10366666666666667	0.09326080066579004	0.11508623342381835	0.057	0.04666666666666667	48.0
54121	180	u_shaped_crossing	threshold_diagnostic	0.016666666666666666	0.015589887786997162	3000	3000	1.0	313	0.10433333333333333	0.0938957600933863	0.11578290219792164			48.0
54121	180	u_shaped_crossing	saturation_diagnostic	0.016666666666666666	0.017068759903292974	3000	3000	1.0	92	0.030666666666666665	0.025072069611626467	0.03746167639187949			48.0
54121	180	u_shaped_crossing	linear_quadratic_diagnostic	0.016666666666666666	0.010885085111793601	3000	3000	1.0	1927	0.6423333333333333	0.6250096244564204	0.6592929966064368			48.0
54121	180	u_shaped_crossing	diagnostic_any	0.05	0.019397857422447904	3000	3000	1.0	2108	0.7026666666666667	0.6860596364249615	0.7187553368917065			48.0
54121	180	inverted_u	primary_linear	0.05	0.04902015633005547	3000	3000	1.0	71	0.023666666666666666	0.018805828331833658	0.029745821553826875	0.012333333333333333	0.011333333333333334	49.0
54121	180	inverted_u	threshold_diagnostic	0.016666666666666666	0.015589887786997162	3000	3000	1.0	95	0.03166666666666667	0.02597487167043385	0.03855631663562147			49.0
54121	180	inverted_u	saturation_diagnostic	0.016666666666666666	0.017068759903292974	3000	3000	1.0	35	0.011666666666666667	0.008400690168042686	0.016181652087025673			49.0
54121	180	inverted_u	linear_quadratic_diagnostic	0.016666666666666666	0.010885085111793601	3000	3000	1.0	93	0.031	0.02537281666935177	0.03782674343500397			49.0
54121	180	inverted_u	diagnostic_any	0.05	0.019397857422447904	3000	3000	1.0	290	0.09666666666666666	0.0866023950440781	0.10776254292768483			49.0
54121	320	null	primary_linear	0.05	0.047191082045312485	3000	3000	1.0	141	0.047	0.03998876360822058	0.055169873336924746	0.024666666666666667	0.022333333333333334	86.0
54121	320	null	threshold_diagnostic	0.016666666666666666	0.01868941059722215	3000	3000	1.0	57	0.019	0.014694268417491864	0.024535984056271713			86.0
54121	320	null	saturation_diagnostic	0.016666666666666666	0.015980847408615502	3000	3000	1.0	43	0.014333333333333333	0.01065870981448653	0.019250145247380092			86.0
54121	320	null	linear_quadratic_diagnostic	0.016666666666666666	0.013926230472763578	3000	3000	1.0	46	0.015333333333333332	0.011515523944774946	0.020390773419641017			86.0
54121	320	null	diagnostic_any	0.05	0.020709513406383884	3000	3000	1.0	153	0.051	0.04368593909682877	0.05946246705851394			86.0
54121	320	linear	primary_linear	0.05	0.047191082045312485	3000	3000	1.0	2845	0.9483333333333334	0.9398234365957681	0.9556965290471897	0.9483333333333334	0.0	86.0
54121	320	linear	threshold_diagnostic	0.016666666666666666	0.01868941059722215	3000	3000	1.0	2129	0.7096666666666667	0.6931638267120552	0.7256332427224581			86.0
54121	320	linear	saturation_diagnostic	0.016666666666666666	0.015980847408615502	3000	3000	1.0	2516	0.8386666666666667	0.8250721779219543	0.851394948541425			86.0
54121	320	linear	linear_quadratic_diagnostic	0.016666666666666666	0.013926230472763578	3000	3000	1.0	2449	0.8163333333333334	0.8020757924506695	0.8297817892557743			86.0
54121	320	linear	diagnostic_any	0.05	0.020709513406383884	3000	3000	1.0	2733	0.911	0.9002781174647728	0.9206706688830094			86.0
54121	320	high_threshold	primary_linear	0.05	0.047191082045312485	3000	3000	1.0	1476	0.492	0.47413201947876454	0.5098884421008407	0.492	0.0	86.0
54121	320	high_threshold	threshold_diagnostic	0.016666666666666666	0.01868941059722215	3000	3000	1.0	1066	0.35533333333333333	0.3384016203848736	0.37263505984632067			86.0
54121	320	high_threshold	saturation_diagnostic	0.016666666666666666	0.015980847408615502	3000	3000	1.0	945	0.315	0.29862335261740114	0.3318498214109694			86.0
54121	320	high_threshold	linear_quadratic_diagnostic	0.016666666666666666	0.013926230472763578	3000	3000	1.0	889	0.29633333333333334	0.28026182253186926	0.3129257618489135			86.0
54121	320	high_threshold	diagnostic_any	0.05	0.020709513406383884	3000	3000	1.0	1563	0.521	0.5031084043163935	0.538837884037143			86.0
54121	320	monotone_saturation	primary_linear	0.05	0.047191082045312485	3000	3000	1.0	2743	0.9143333333333333	0.9037809748298287	0.9238259525264512	0.9143333333333333	0.0	87.0
54121	320	monotone_saturation	threshold_diagnostic	0.016666666666666666	0.01868941059722215	3000	3000	1.0	1874	0.6246666666666667	0.6071907124820409	0.6418237612357779			87.0
54121	320	monotone_saturation	saturation_diagnostic	0.016666666666666666	0.015980847408615502	3000	3000	1.0	2487	0.829	0.8151083516122147	0.8420501659265208			87.0
54121	320	monotone_saturation	linear_quadratic_diagnostic	0.016666666666666666	0.013926230472763578	3000	3000	1.0	2126	0.7086666666666667	0.6921486583793715	0.7246509687525926			87.0
54121	320	monotone_saturation	diagnostic_any	0.05	0.020709513406383884	3000	3000	1.0	2649	0.883	0.8710054608810285	0.8940149409953719			87.0
54121	320	u_shaped_crossing	primary_linear	0.05	0.047191082045312485	3000	3000	1.0	314	0.10466666666666667	0.09421329180776727	0.11613118458439045	0.052	0.05266666666666667	86.0
54121	320	u_shaped_crossing	threshold_diagnostic	0.016666666666666666	0.01868941059722215	3000	3000	1.0	523	0.17433333333333334	0.16117584758214723	0.1883237758876151			86.0
54121	320	u_shaped_crossing	saturation_diagnostic	0.016666666666666666	0.015980847408615502	3000	3000	1.0	90	0.03	0.02447115109496187	0.03673096670684454			86.0
54121	320	u_shaped_crossing	linear_quadratic_diagnostic	0.016666666666666666	0.013926230472763578	3000	3000	1.0	2713	0.9043333333333333	0.8932850413124759	0.9143474630183105			86.0
54121	320	u_shaped_crossing	diagnostic_any	0.05	0.020709513406383884	3000	3000	1.0	2770	0.9233333333333333	0.9132619292829565	0.9323219787962675			86.0
54121	320	inverted_u	primary_linear	0.05	0.047191082045312485	3000	3000	1.0	75	0.025	0.019991321290431362	0.031223584998628307	0.014	0.011	86.0
54121	320	inverted_u	threshold_diagnostic	0.016666666666666666	0.01868941059722215	3000	3000	1.0	187	0.06233333333333333	0.0542293667315876	0.07155671885264772			86.0
54121	320	inverted_u	saturation_diagnostic	0.016666666666666666	0.015980847408615502	3000	3000	1.0	39	0.013	0.009524410987561932	0.017721187670905556			86.0
54121	320	inverted_u	linear_quadratic_diagnostic	0.016666666666666666	0.013926230472763578	3000	3000	1.0	586	0.19533333333333333	0.18153990352891367	0.20990600829438497			86.0
54121	320	inverted_u	diagnostic_any	0.05	0.020709513406383884	3000	3000	1.0	851	0.2836666666666667	0.26782071721695594	0.3000659313315351			86.0
54133	180	null	primary_linear	0.05	0.04902015633005547	3000	3000	1.0	154	0.051333333333333335	0.043994659229371014	0.05981956102682148	0.026	0.025333333333333333	49.0
54133	180	null	threshold_diagnostic	0.016666666666666666	0.015589887786997162	3000	3000	1.0	45	0.015	0.011229377297908946	0.02001110596565724			49.0
54133	180	null	saturation_diagnostic	0.016666666666666666	0.017068759903292974	3000	3000	1.0	40	0.013333333333333334	0.009807054350147202	0.01810435840917007			49.0
54133	180	null	linear_quadratic_diagnostic	0.016666666666666666	0.010885085111793601	3000	3000	1.0	46	0.015333333333333332	0.011515523944774946	0.020390773419641017			49.0
54133	180	null	diagnostic_any	0.05	0.019397857422447904	3000	3000	1.0	145	0.04833333333333333	0.041219579683999655	0.056602313664544796			49.0
54133	180	linear	primary_linear	0.05	0.04902015633005547	3000	3000	1.0	2350	0.7833333333333333	0.7682339531934986	0.7977080325288167	0.7833333333333333	0.0	49.0
54133	180	linear	threshold_diagnostic	0.016666666666666666	0.015589887786997162	3000	3000	1.0	1285	0.42833333333333334	0.41072887520617823	0.4461210931111185			49.0
54133	180	linear	saturation_diagnostic	0.016666666666666666	0.017068759903292974	3000	3000	1.0	1714	0.5713333333333334	0.5535442797557891	0.5889399378260644			49.0
54133	180	linear	linear_quadratic_diagnostic	0.016666666666666666	0.010885085111793601	3000	3000	1.0	1449	0.483	0.46515156788590395	0.5008919129707571			49.0
54133	180	linear	diagnostic_any	0.05	0.019397857422447904	3000	3000	1.0	2039	0.6796666666666666	0.6627490724287515	0.6961247279292813			49.0
54133	180	high_threshold	primary_linear	0.05	0.04902015633005547	3000	3000	1.0	955	0.31833333333333336	0.3019055075921837	0.3352258074446848	0.318	0.0003333333333333333	48.0
54133	180	high_threshold	threshold_diagnostic	0.016666666666666666	0.015589887786997162	3000	3000	1.0	553	0.18433333333333332	0.17086461548018977	0.198609431015066			48.0
54133	180	high_threshold	saturation_diagnostic	0.016666666666666666	0.017068759903292974	3000	3000	1.0	532	0.17733333333333334	0.16408081208567882	0.19141113829173156			48.0
54133	180	high_threshold	linear_quadratic_diagnostic	0.016666666666666666	0.010885085111793601	3000	3000	1.0	467	0.15566666666666668	0.14313478417443903	0.16907924964773546			48.0
54133	180	high_threshold	diagnostic_any	0.05	0.019397857422447904	3000	3000	1.0	961	0.32033333333333336	0.3038752720707186	0.3372509275712485			48.0
54133	180	monotone_saturation	primary_linear	0.05	0.04902015633005547	3000	3000	1.0	2078	0.6926666666666667	0.6759187159146588	0.7089218343765157	0.6926666666666667	0.0	49.0
54133	180	monotone_saturation	threshold_diagnostic	0.016666666666666666	0.015589887786997162	3000	3000	1.0	1092	0.364	0.346966691090612	0.38138115576267667			49.0
54133	180	monotone_saturation	saturation_diagnostic	0.016666666666666666	0.017068759903292974	3000	3000	1.0	1643	0.5476666666666666	0.5298065450038388	0.5654048714176799			49.0
54133	180	monotone_saturation	linear_quadratic_diagnostic	0.016666666666666666	0.010885085111793601	3000	3000	1.0	1121	0.37366666666666665	0.35652713787678664	0.39112931790114563			49.0
54133	180	monotone_saturation	diagnostic_any	0.05	0.019397857422447904	3000	3000	1.0	1905	0.635	0.6176100684853215	0.6520446423588405			49.0
54133	180	u_shaped_crossing	primary_linear	0.05	0.04902015633005547	3000	3000	1.0	312	0.104	0.09357826299717588	0.11543458519328227	0.052333333333333336	0.051666666666666666	49.0
54133	180	u_shaped_crossing	threshold_diagnostic	0.016666666666666666	0.015589887786997162	3000	3000	1.0	312	0.104	0.09357826299717588	0.11543458519328227			49.0
54133	180	u_shaped_crossing	saturation_diagnostic	0.016666666666666666	0.017068759903292974	3000	3000	1.0	80	0.02666666666666667	0.02147891981997193	0.03306505697333666			49.0
54133	180	u_shaped_crossing	linear_quadratic_diagnostic	0.016666666666666666	0.010885085111793601	3000	3000	1.0	1886	0.6286666666666667	0.6112230076640143	0.6457812352640019			49.0
54133	180	u_shaped_crossing	diagnostic_any	0.05	0.019397857422447904	3000	3000	1.0	2081	0.6936666666666667	0.6769323948583793	0.7099055977353445			49.0
54133	180	inverted_u	primary_linear	0.05	0.04902015633005547	3000	3000	1.0	85	0.028333333333333332	0.022972359462877675	0.03490068783467981	0.012666666666666666	0.015666666666666666	48.0
54133	180	inverted_u	threshold_diagnostic	0.016666666666666666	0.015589887786997162	3000	3000	1.0	89	0.029666666666666668	0.024170985762442646	0.03636531793851398			48.0
54133	180	inverted_u	saturation_diagnostic	0.016666666666666666	0.017068759903292974	3000	3000	1.0	46	0.015333333333333332	0.011515523944774946	0.020390773419641017			48.0
54133	180	inverted_u	linear_quadratic_diagnostic	0.016666666666666666	0.010885085111793601	3000	3000	1.0	97	0.03233333333333333	0.026577655785116974	0.03928516072263791			48.0
54133	180	inverted_u	diagnostic_any	0.05	0.019397857422447904	3000	3000	1.0	289	0.09633333333333334	0.08628573714307874	0.10741338672783443			48.0
54133	320	null	primary_linear	0.05	0.047191082045312485	3000	3000	1.0	134	0.04466666666666667	0.03783887191533797	0.052659066323858875	0.022333333333333334	0.022333333333333334	86.0
54133	320	null	threshold_diagnostic	0.016666666666666666	0.01868941059722215	3000	3000	1.0	53	0.017666666666666667	0.013532252704955044	0.023034743365409404			86.0
54133	320	null	saturation_diagnostic	0.016666666666666666	0.015980847408615502	3000	3000	1.0	48	0.016	0.012089359129497938	0.0211485664366176			86.0
54133	320	null	linear_quadratic_diagnostic	0.016666666666666666	0.013926230472763578	3000	3000	1.0	52	0.017333333333333333	0.013242778833405518	0.022658403136109142			86.0
54133	320	null	diagnostic_any	0.05	0.020709513406383884	3000	3000	1.0	145	0.04833333333333333	0.041219579683999655	0.056602313664544796			86.0
54133	320	linear	primary_linear	0.05	0.047191082045312485	3000	3000	1.0	2852	0.9506666666666667	0.942324406712057	0.9578562576368491	0.9506666666666667	0.0	87.0
54133	320	linear	threshold_diagnostic	0.016666666666666666	0.01868941059722215	3000	3000	1.0	2077	0.6923333333333334	0.6755808431402144	0.7085938930501103			87.0
54133	320	linear	saturation_diagnostic	0.016666666666666666	0.015980847408615502	3000	3000	1.0	2521	0.8403333333333334	0.8267917380589669	0.8530044589086614			87.0
54133	320	linear	linear_quadratic_diagnostic	0.016666666666666666	0.013926230472763578	3000	3000	1.0	2441	0.8136666666666666	0.7993353053405496	0.8271957635590959			87.0
54133	320	linear	diagnostic_any	0.05	0.020709513406383884	3000	3000	1.0	2730	0.91	0.8992281049732107	0.919723239072022			87.0
54133	320	high_threshold	primary_linear	0.05	0.047191082045312485	3000	3000	1.0	1470	0.49	0.47213586313627737	0.5078897138382291	0.49	0.0	86.0
54133	320	high_threshold	threshold_diagnostic	0.016666666666666666	0.01868941059722215	3000	3000	1.0	1075	0.35833333333333334	0.3413657654076742	0.3756632417311681			86.0
54133	320	high_threshold	saturation_diagnostic	0.016666666666666666	0.015980847408615502	3000	3000	1.0	938	0.31266666666666665	0.29632643239652434	0.3294860429258978			86.0
54133	320	high_threshold	linear_quadratic_diagnostic	0.016666666666666666	0.013926230472763578	3000	3000	1.0	909	0.303	0.28681585059119286	0.31968801580658557			86.0
54133	320	high_threshold	diagnostic_any	0.05	0.020709513406383884	3000	3000	1.0	1533	0.511	0.4931097574991359	0.5288621078289069			86.0
54133	320	monotone_saturation	primary_linear	0.05	0.047191082045312485	3000	3000	1.0	2699	0.8996666666666666	0.8883992294487808	0.9099118774701085	0.8996666666666666	0.0	86.0
54133	320	monotone_saturation	threshold_diagnostic	0.016666666666666666	0.01868941059722215	3000	3000	1.0	1770	0.59	0.5722960789287374	0.607473728300704			86.0
54133	320	monotone_saturation	saturation_diagnostic	0.016666666666666666	0.015980847408615502	3000	3000	1.0	2459	0.8196666666666667	0.8055029395981136	0.833012783116828			86.0
54133	320	monotone_saturation	linear_quadratic_diagnostic	0.016666666666666666	0.013926230472763578	3000	3000	1.0	2081	0.6936666666666667	0.6769323948583793	0.7099055977353445			86.0
54133	320	monotone_saturation	diagnostic_any	0.05	0.020709513406383884	3000	3000	1.0	2615	0.8716666666666667	0.8592212773903121	0.8831614450571956			86.0
54133	320	u_shaped_crossing	primary_linear	0.05	0.047191082045312485	3000	3000	1.0	319	0.10633333333333334	0.0958014645991679	0.11787208229723874	0.050666666666666665	0.05566666666666667	86.0
54133	320	u_shaped_crossing	threshold_diagnostic	0.016666666666666666	0.01868941059722215	3000	3000	1.0	556	0.18533333333333332	0.17183434995932456	0.19963713883848055			86.0
54133	320	u_shaped_crossing	saturation_diagnostic	0.016666666666666666	0.015980847408615502	3000	3000	1.0	88	0.029333333333333333	0.023871020606005804	0.03599946899410103			86.0
54133	320	u_shaped_crossing	linear_quadratic_diagnostic	0.016666666666666666	0.013926230472763578	3000	3000	1.0	2656	0.8853333333333333	0.8734357581311705	0.8962453424511783			86.0
54133	320	u_shaped_crossing	diagnostic_any	0.05	0.020709513406383884	3000	3000	1.0	2724	0.908	0.8971292127936218	0.9178272466465124			86.0
54133	320	inverted_u	primary_linear	0.05	0.047191082045312485	3000	3000	1.0	74	0.024666666666666667	0.01969455109224335	0.030854541095966533	0.012333333333333333	0.012333333333333333	86.0
54133	320	inverted_u	threshold_diagnostic	0.016666666666666666	0.01868941059722215	3000	3000	1.0	196	0.06533333333333333	0.0570347299761277	0.07474368251575565			86.0
54133	320	inverted_u	saturation_diagnostic	0.016666666666666666	0.015980847408615502	3000	3000	1.0	33	0.011	0.007843338161892114	0.015407375891476676			86.0
54133	320	inverted_u	linear_quadratic_diagnostic	0.016666666666666666	0.013926230472763578	3000	3000	1.0	559	0.18633333333333332	0.1728042364409041	0.20066469465945036			86.0
54133	320	inverted_u	diagnostic_any	0.05	0.020709513406383884	3000	3000	1.0	830	0.27666666666666667	0.26095203804170264	0.292952514388943			86.0
54139	180	null	primary_linear	0.05	0.04902015633005547	3000	3000	1.0	143	0.04766666666666667	0.040603968243672725	0.05588629690317218	0.023666666666666666	0.024	49.0
54139	180	null	threshold_diagnostic	0.016666666666666666	0.015589887786997162	3000	3000	1.0	49	0.01633333333333333	0.012377016667028243	0.02152672299993707			49.0
54139	180	null	saturation_diagnostic	0.016666666666666666	0.017068759903292974	3000	3000	1.0	44	0.014666666666666666	0.010943766686006835	0.019630902476709566			49.0
54139	180	null	linear_quadratic_diagnostic	0.016666666666666666	0.010885085111793601	3000	3000	1.0	50	0.016666666666666666	0.012665148121147283	0.02190440564666782			49.0
54139	180	null	diagnostic_any	0.05	0.019397857422447904	3000	3000	1.0	140	0.04666666666666667	0.03968131639113648	0.05481150645315906			49.0
54139	180	linear	primary_linear	0.05	0.04902015633005547	3000	3000	1.0	2352	0.784	0.7689161660885792	0.7983574478354357	0.784	0.0	48.0
54139	180	linear	threshold_diagnostic	0.016666666666666666	0.015589887786997162	3000	3000	1.0	1284	0.428	0.4103976964258356	0.44578645779061127			48.0
54139	180	linear	saturation_diagnostic	0.016666666666666666	0.017068759903292974	3000	3000	1.0	1728	0.576	0.5582298055595508	0.5935758094341995			48.0
54139	180	linear	linear_quadratic_diagnostic	0.016666666666666666	0.010885085111793601	3000	3000	1.0	1453	0.48433333333333334	0.4664816396585599	0.5022250976015004			48.0
54139	180	linear	diagnostic_any	0.05	0.019397857422447904	3000	3000	1.0	2072	0.6906666666666667	0.6738916304096654	0.7069540352764103			48.0
54139	180	high_threshold	primary_linear	0.05	0.04902015633005547	3000	3000	1.0	962	0.32066666666666666	0.30420360036793187	0.33758841337488504	0.32033333333333336	0.0003333333333333333	48.0
54139	180	high_threshold	threshold_diagnostic	0.016666666666666666	0.015589887786997162	3000	3000	1.0	613	0.20433333333333334	0.1902871695773539	0.21913572296888886			48.0
54139	180	high_threshold	saturation_diagnostic	0.016666666666666666	0.017068759903292974	3000	3000	1.0	544	0.18133333333333335	0.1679563336717037	0.19552538591590407			48.0
54139	180	high_threshold	linear_quadratic_diagnostic	0.016666666666666666	0.010885085111793601	3000	3000	1.0	497	0.16566666666666666	0.15279209164405017	0.1793963652036178			48.0
54139	180	high_threshold	diagnostic_any	0.05	0.019397857422447904	3000	3000	1.0	996	0.332	0.315372515572502	0.3490571775992075			48.0
54139	180	monotone_saturation	primary_linear	0.05	0.04902015633005547	3000	3000	1.0	2035	0.6783333333333333	0.6613991877116769	0.6948113562429568	0.6783333333333333	0.0	49.0
54139	180	monotone_saturation	threshold_diagnostic	0.016666666666666666	0.015589887786997162	3000	3000	1.0	1082	0.3606666666666667	0.3436717155646396	0.37801799028015126			49.0
54139	180	monotone_saturation	saturation_diagnostic	0.016666666666666666	0.017068759903292974	3000	3000	1.0	1631	0.5436666666666666	0.5257985576226825	0.561423089588639			49.0
54139	180	monotone_saturation	linear_quadratic_diagnostic	0.016666666666666666	0.010885085111793601	3000	3000	1.0	1049	0.3496666666666667	0.33280468267681246	0.36691315783993556			49.0
54139	180	monotone_saturation	diagnostic_any	0.05	0.019397857422447904	3000	3000	1.0	1888	0.6293333333333333	0.611895179761846	0.6464406913678696			49.0
54139	180	u_shaped_crossing	primary_linear	0.05	0.04902015633005547	3000	3000	1.0	322	0.10733333333333334	0.09675477455236149	0.1189162146465945	0.052333333333333336	0.055	49.0
54139	180	u_shaped_crossing	threshold_diagnostic	0.016666666666666666	0.015589887786997162	3000	3000	1.0	306	0.102	0.09167401569627516	0.11334394788908429			49.0
54139	180	u_shaped_crossing	saturation_diagnostic	0.016666666666666666	0.017068759903292974	3000	3000	1.0	97	0.03233333333333333	0.026577655785116974	0.03928516072263791			49.0
54139	180	u_shaped_crossing	linear_quadratic_diagnostic	0.016666666666666666	0.010885085111793601	3000	3000	1.0	1922	0.6406666666666667	0.6233275264489967	0.6576460241096117			49.0
54139	180	u_shaped_crossing	diagnostic_any	0.05	0.019397857422447904	3000	3000	1.0	2102	0.7006666666666667	0.6840307130927283	0.7167893756188408			49.0
54139	180	inverted_u	primary_linear	0.05	0.04902015633005547	3000	3000	1.0	74	0.024666666666666667	0.01969455109224335	0.030854541095966533	0.011	0.013666666666666667	49.0
54139	180	inverted_u	threshold_diagnostic	0.016666666666666666	0.015589887786997162	3000	3000	1.0	98	0.03266666666666666	0.02687931450264561	0.03964931610595905			49.0
54139	180	inverted_u	saturation_diagnostic	0.016666666666666666	0.017068759903292974	3000	3000	1.0	45	0.015	0.011229377297908946	0.02001110596565724			49.0
54139	180	inverted_u	linear_quadratic_diagnostic	0.016666666666666666	0.010885085111793601	3000	3000	1.0	95	0.03166666666666667	0.02597487167043385	0.03855631663562147			49.0
54139	180	inverted_u	diagnostic_any	0.05	0.019397857422447904	3000	3000	1.0	297	0.099	0.08882006331037884	0.11020557336733258			49.0
54139	320	null	primary_linear	0.05	0.047191082045312485	3000	3000	1.0	129	0.043	0.0363065587076942	0.05086230902725372	0.02266666666666667	0.02033333333333333	86.0
54139	320	null	threshold_diagnostic	0.016666666666666666	0.01868941059722215	3000	3000	1.0	43	0.014333333333333333	0.01065870981448653	0.019250145247380092			86.0
54139	320	null	saturation_diagnostic	0.016666666666666666	0.015980847408615502	3000	3000	1.0	32	0.010666666666666666	0.007565902880806795	0.015018997071712215			86.0
54139	320	null	linear_quadratic_diagnostic	0.016666666666666666	0.013926230472763578	3000	3000	1.0	47	0.015666666666666666	0.011802189856305195	0.020769921608960556			86.0
54139	320	null	diagnostic_any	0.05	0.020709513406383884	3000	3000	1.0	115	0.03833333333333333	0.03203229760214456	0.045815172720906405			86.0
54139	320	linear	primary_linear	0.05	0.047191082045312485	3000	3000	1.0	2858	0.9526666666666667	0.9444718635239991	0.9597036854300057	0.9526666666666667	0.0	86.0
54139	320	linear	threshold_diagnostic	0.016666666666666666	0.01868941059722215	3000	3000	1.0	2096	0.6986666666666667	0.6820021614652768	0.7148230426411936			86.0
54139	320	linear	saturation_diagnostic	0.016666666666666666	0.015980847408615502	3000	3000	1.0	2515	0.8383333333333334	0.8247283257977349	0.8510729865647946			86.0
54139	320	linear	linear_quadratic_diagnostic	0.016666666666666666	0.013926230472763578	3000	3000	1.0	2445	0.815	0.800705413499945	0.8284889118030996			86.0
54139	320	linear	diagnostic_any	0.05	0.020709513406383884	3000	3000	1.0	2735	0.9116666666666666	0.9009783394438072	0.9213020751056743			86.0
54139	320	high_threshold	primary_linear	0.05	0.047191082045312485	3000	3000	1.0	1444	0.48133333333333334	0.46348915706056826	0.49922525329184386	0.48133333333333334	0.0	86.0
54139	320	high_threshold	threshold_diagnostic	0.016666666666666666	0.01868941059722215	3000	3000	1.0	1033	0.3443333333333333	0.3275393910204166	0.3615254238827348			86.0
54139	320	high_threshold	saturation_diagnostic	0.016666666666666666	0.015980847408615502	3000	3000	1.0	916	0.30533333333333335	0.28911073002927573	0.32205383507445123			86.0
54139	320	high_threshold	linear_quadratic_diagnostic	0.016666666666666666	0.013926230472763578	3000	3000	1.0	865	0.28833333333333333	0.2724024959236405	0.3048055500367475			86.0
54139	320	high_threshold	diagnostic_any	0.05	0.020709513406383884	3000	3000	1.0	1486	0.49533333333333335	0.4774595818760994	0.5132190207120036			86.0
54139	320	monotone_saturation	primary_linear	0.05	0.047191082045312485	3000	3000	1.0	2735	0.9116666666666666	0.9009783394438072	0.9213020751056743	0.9116666666666666	0.0	86.0
54139	320	monotone_saturation	threshold_diagnostic	0.016666666666666666	0.01868941059722215	3000	3000	1.0	1845	0.615	0.5974511785821288	0.6322546862110463			86.0
54139	320	monotone_saturation	saturation_diagnostic	0.016666666666666666	0.015980847408615502	3000	3000	1.0	2505	0.835	0.8212908883322253	0.8478522830218062			86.0
54139	320	monotone_saturation	linear_quadratic_diagnostic	0.016666666666666666	0.013926230472763578	3000	3000	1.0	2079	0.693	0.676256598786403	0.709249765605621			86.0
