n_requested	effect_pattern	method	method_alpha	empirical_p_threshold	n_simulated_cohorts	n_valid_fits	valid_fit_rate	detection_count	detection_probability	detection_probability_ci_low	detection_probability_ci_high	minimum_seed_probability	maximum_seed_probability	median_events_across_seeds
180	monotone_saturation	saturation_diagnostic	0.016666666666666666	0.017068759903292974	9000	9000	1.0	4889	0.5432222222222223	0.5329147117336694	0.5534928514779003	0.5383333333333333	0.5476666666666666	49.0
180	monotone_saturation	threshold_diagnostic	0.016666666666666666	0.015589887786997162	9000	9000	1.0	3251	0.3612222222222222	0.3513593213824923	0.3712035412106944	0.359	0.364	49.0
180	null	diagnostic_any	0.05	0.019397857422447904	9000	9000	1.0	403	0.04477777777777778	0.04069571777432886	0.04924827585600387	0.03933333333333333	0.04833333333333333	49.0
180	null	linear_quadratic_diagnostic	0.016666666666666666	0.010885085111793601	9000	9000	1.0	134	0.014888888888888889	0.012585769681731116	0.01760595015962418	0.012666666666666666	0.016666666666666666	49.0
180	null	primary_linear	0.05	0.04902015633005547	9000	9000	1.0	438	0.048666666666666664	0.04441062440066246	0.05330782864459298	0.047	0.051333333333333335	49.0
180	null	saturation_diagnostic	0.016666666666666666	0.017068759903292974	9000	9000	1.0	128	0.014222222222222223	0.011974987956044897	0.016883967414180794	0.013333333333333334	0.014666666666666666	49.0
180	null	threshold_diagnostic	0.016666666666666666	0.015589887786997162	9000	9000	1.0	141	0.015666666666666666	0.01329995928616766	0.01844665243817217	0.015	0.01633333333333333	49.0
180	u_shaped_crossing	diagnostic_any	0.05	0.019397857422447904	9000	9000	1.0	6291	0.699	0.6894402233028445	0.7083899713293433	0.6936666666666667	0.7026666666666667	49.0
180	u_shaped_crossing	linear_quadratic_diagnostic	0.016666666666666666	0.010885085111793601	9000	9000	1.0	5735	0.6372222222222222	0.6272323445519556	0.6470950090888887	0.6286666666666667	0.6423333333333333	49.0
180	u_shaped_crossing	primary_linear	0.05	0.04902015633005547	9000	9000	1.0	945	0.105	0.09883429145552883	0.11150275940017848	0.10366666666666667	0.10733333333333334	49.0
180	u_shaped_crossing	saturation_diagnostic	0.016666666666666666	0.017068759903292974	9000	9000	1.0	269	0.02988888888888889	0.026566523900760433	0.03361239654101104	0.02666666666666667	0.03233333333333333	49.0
180	u_shaped_crossing	threshold_diagnostic	0.016666666666666666	0.015589887786997162	9000	9000	1.0	931	0.10344444444444445	0.09732098621346971	0.10990628087626853	0.102	0.10433333333333333	49.0
320	high_threshold	diagnostic_any	0.05	0.020709513406383884	9000	9000	1.0	4582	0.5091111111111111	0.49878122459447727	0.5194332231776272	0.49533333333333335	0.521	86.0
320	high_threshold	linear_quadratic_diagnostic	0.016666666666666666	0.013926230472763578	9000	9000	1.0	2663	0.29588888888888887	0.2865475803537359	0.3054043640687492	0.28833333333333333	0.303	86.0
320	high_threshold	primary_linear	0.05	0.047191082045312485	9000	9000	1.0	4390	0.48777777777777775	0.477458363698266	0.49810762099769124	0.48133333333333334	0.492	86.0
320	high_threshold	saturation_diagnostic	0.016666666666666666	0.015980847408615502	9000	9000	1.0	2799	0.311	0.30151884139038	0.3206424310443763	0.30533333333333335	0.315	86.0
320	high_threshold	threshold_diagnostic	0.016666666666666666	0.01868941059722215	9000	9000	1.0	3174	0.3526666666666667	0.3428601618173286	0.36259889006302815	0.3443333333333333	0.35833333333333334	86.0
320	inverted_u	diagnostic_any	0.05	0.020709513406383884	9000	9000	1.0	2513	0.2792222222222222	0.27004956293646754	0.28858326970777737	0.27666666666666667	0.2836666666666667	86.0
320	inverted_u	linear_quadratic_diagnostic	0.016666666666666666	0.013926230472763578	9000	9000	1.0	1723	0.19144444444444444	0.18344839242984204	0.19970378484900445	0.18633333333333332	0.19533333333333333	86.0
320	inverted_u	primary_linear	0.05	0.047191082045312485	9000	9000	1.0	245	0.02722222222222222	0.024056619250098204	0.030791243307154836	0.024666666666666667	0.032	86.0
320	inverted_u	saturation_diagnostic	0.016666666666666666	0.015980847408615502	9000	9000	1.0	121	0.013444444444444445	0.011264145228650942	0.016039918258590205	0.011	0.01633333333333333	86.0
320	inverted_u	threshold_diagnostic	0.016666666666666666	0.01868941059722215	9000	9000	1.0	564	0.06266666666666666	0.05784367769908896	0.06786282923988823	0.060333333333333336	0.06533333333333333	86.0
320	linear	diagnostic_any	0.05	0.020709513406383884	9000	9000	1.0	8198	0.9108888888888889	0.9048261591591066	0.9166010098804417	0.91	0.9116666666666666	86.0
320	linear	linear_quadratic_diagnostic	0.016666666666666666	0.013926230472763578	9000	9000	1.0	7335	0.815	0.8068440284832397	0.8228871841255001	0.8136666666666666	0.8163333333333334	86.0
320	linear	primary_linear	0.05	0.047191082045312485	9000	9000	1.0	8555	0.9505555555555556	0.9458812284058068	0.9548454266659533	0.9483333333333334	0.9526666666666667	86.0
320	linear	saturation_diagnostic	0.016666666666666666	0.015980847408615502	9000	9000	1.0	7552	0.8391111111111111	0.8313756604563745	0.8465572005248863	0.8383333333333334	0.8403333333333334	86.0
320	linear	threshold_diagnostic	0.016666666666666666	0.01868941059722215	9000	9000	1.0	6302	0.7002222222222222	0.6906729115036412	0.7096006846589511	0.6923333333333334	0.7096666666666667	86.0
320	monotone_saturation	diagnostic_any	0.05	0.020709513406383884	9000	9000	1.0	7927	0.8807777777777778	0.8739199617224018	0.8873106787044593	0.8716666666666667	0.8876666666666667	86.0
320	monotone_saturation	linear_quadratic_diagnostic	0.016666666666666666	0.013926230472763578	9000	9000	1.0	6286	0.6984444444444444	0.6888799369096507	0.7078396206632626	0.693	0.7086666666666667	86.0
320	monotone_saturation	primary_linear	0.05	0.047191082045312485	9000	9000	1.0	8177	0.9085555555555556	0.9024249732347992	0.9143375201557956	0.8996666666666666	0.9143333333333333	86.0
320	monotone_saturation	saturation_diagnostic	0.016666666666666666	0.015980847408615502	9000	9000	1.0	7451	0.8278888888888889	0.8199507930525014	0.8355471993314108	0.8196666666666667	0.835	86.0
320	monotone_saturation	threshold_diagnostic	0.016666666666666666	0.01868941059722215	9000	9000	1.0	5489	0.6098888888888889	0.5997666957051476	0.6199173146193829	0.59	0.6246666666666667	86.0
320	null	diagnostic_any	0.05	0.020709513406383884	9000	9000	1.0	413	0.04588888888888889	0.04175626707808068	0.050409000670801396	0.03833333333333333	0.051	86.0
320	null	linear_quadratic_diagnostic	0.016666666666666666	0.013926230472763578	9000	9000	1.0	145	0.01611111111111111	0.013708800582107075	0.018926320789652496	0.015333333333333332	0.017333333333333333	86.0
320	null	primary_linear	0.05	0.047191082045312485	9000	9000	1.0	404	0.04488888888888889	0.04080174080140238	0.04936438024078528	0.043	0.047	86.0
320	null	saturation_diagnostic	0.016666666666666666	0.015980847408615502	9000	9000	1.0	123	0.013666666666666667	0.011467044158764258	0.016281274152186758	0.010666666666666666	0.016	86.0
320	null	threshold_diagnostic	0.016666666666666666	0.01868941059722215	9000	9000	1.0	153	0.017	0.014527981985782309	0.019884158680816746	0.014333333333333333	0.019	86.0
320	u_shaped_crossing	diagnostic_any	0.05	0.020709513406383884	9000	9000	1.0	8214	0.9126666666666666	0.9066564465450637	0.9183247610841636	0.9066666666666666	0.9233333333333333	86.0
320	u_shaped_crossing	linear_quadratic_diagnostic	0.016666666666666666	0.013926230472763578	9000	9000	1.0	8018	0.8908888888888888	0.8842800390171885	0.8971641958884715	0.883	0.9043333333333333	86.0
320	u_shaped_crossing	primary_linear	0.05	0.047191082045312485	9000	9000	1.0	945	0.105	0.09883429145552883	0.11150275940017848	0.104	0.10633333333333334	86.0
320	u_shaped_crossing	saturation_diagnostic	0.016666666666666666	0.015980847408615502	9000	9000	1.0	252	0.028	0.02478784999930663	0.03161490444093095	0.024666666666666667	0.03	86.0
320	u_shaped_crossing	threshold_diagnostic	0.016666666666666666	0.01868941059722215	9000	9000	1.0	1621	0.1801111111111111	0.17230895053319945	0.1881862307364437	0.17433333333333334	0.18533333333333332	86.0
