sample	module	module_score	n_present	present_genes	donor	sirna	time	stimulation	plate
S86	tls_lymphoid_niche	4.936417011990103	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA7	STAT3	6	TNF (1) + IL17 (1)	2
S87	tls_lymphoid_niche	4.793847230782778	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA7	STAT3	16	TNF (1)	2
S88	tls_lymphoid_niche	3.456691607386669	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA7	STAT3	16	TNF (1) + IL17 (1)	2
S89	tls_lymphoid_niche	1.8515362447679782	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA7	STAT4	0	None	2
S90	tls_lymphoid_niche	3.805563374778546	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA7	STAT4	0	None	2
S91	tls_lymphoid_niche	4.377674559663942	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA7	STAT4	1	TNF (1)	2
S92	tls_lymphoid_niche	4.56767957553563	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA7	STAT4	1	TNF (1) + IL17 (1)	2
S93	tls_lymphoid_niche	4.804540472735534	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA7	STAT4	6	TNF (1)	2
S94	tls_lymphoid_niche	4.169419827916885	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA7	STAT4	6	TNF (1) + IL17 (1)	2
S95	tls_lymphoid_niche	3.732893267911623	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA7	STAT4	16	TNF (1)	2
S96	tls_lymphoid_niche	4.570987580203867	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA7	STAT4	16	TNF (1) + IL17 (1)	2
S97	tls_lymphoid_niche	4.290240895647875	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA8	Ctrl	0	None	1
S98	tls_lymphoid_niche	4.444241058044678	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA8	Ctrl	0	None	1
S99	tls_lymphoid_niche	5.077638377162996	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA8	Ctrl	1	TNF (1)	1
S100	tls_lymphoid_niche	5.0074522827976775	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA8	Ctrl	1	TNF (1) + IL17 (1)	1
S101	tls_lymphoid_niche	5.398613640294348	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA8	Ctrl	6	TNF (1)	1
S102	tls_lymphoid_niche	5.45983154121843	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA8	Ctrl	6	TNF (1) + IL17 (1)	1
S103	tls_lymphoid_niche	5.100331155669162	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA8	Ctrl	16	TNF (1)	1
S104	tls_lymphoid_niche	3.370587550036011	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA8	Ctrl	16	TNF (1) + IL17 (1)	1
S105	tls_lymphoid_niche	4.491338743169933	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA8	CUX1	0	None	1
S106	tls_lymphoid_niche	4.548525401749754	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA8	CUX1	0	None	1
S107	tls_lymphoid_niche	4.8805710503400475	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA8	CUX1	1	TNF (1)	1
S108	tls_lymphoid_niche	4.992266278697173	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA8	CUX1	1	TNF (1) + IL17 (1)	1
S109	tls_lymphoid_niche	5.2452643727623425	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA8	CUX1	6	TNF (1)	1
S110	tls_lymphoid_niche	5.2743633082792805	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA8	CUX1	6	TNF (1) + IL17 (1)	1
S111	tls_lymphoid_niche	4.9800183394873985	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA8	CUX1	16	TNF (1)	1
S112	tls_lymphoid_niche	4.906541473891254	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA8	CUX1	16	TNF (1) + IL17 (1)	1
S113	tls_lymphoid_niche	4.322992849042299	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA8	LIFR	0	None	1
S114	tls_lymphoid_niche	4.354929504995794	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA8	LIFR	0	None	1
S115	tls_lymphoid_niche	4.875154007396389	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA8	LIFR	1	TNF (1)	1
S116	tls_lymphoid_niche	4.8061786425446344	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA8	LIFR	1	TNF (1) + IL17 (1)	1
S117	tls_lymphoid_niche	5.3567847281384795	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA8	LIFR	6	TNF (1)	1
S118	tls_lymphoid_niche	5.513281976350065	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA8	LIFR	6	TNF (1) + IL17 (1)	1
S119	tls_lymphoid_niche	4.896479116986899	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA8	LIFR	16	TNF (1)	1
S120	tls_lymphoid_niche	4.900996192276291	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA8	LIFR	16	TNF (1) + IL17 (1)	1
S121	tls_lymphoid_niche	4.6476503825990765	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA8	ELF3	0	None	1
S122	tls_lymphoid_niche	4.506143624861208	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA8	ELF3	0	None	1
S123	tls_lymphoid_niche	5.0286112202286315	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA8	ELF3	1	TNF (1)	1
S124	tls_lymphoid_niche	5.035166830571653	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA8	ELF3	1	TNF (1) + IL17 (1)	1
S125	tls_lymphoid_niche	5.18445710457731	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA8	ELF3	6	TNF (1)	1
S126	tls_lymphoid_niche	5.5654435494369014	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA8	ELF3	6	TNF (1) + IL17 (1)	1
S127	tls_lymphoid_niche	4.841020465260163	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA8	ELF3	16	TNF (1)	1
S128	tls_lymphoid_niche	4.919260198934366	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA8	ELF3	16	TNF (1) + IL17 (1)	1
S129	tls_lymphoid_niche	4.324405925616073	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA8	STAT3	0	None	1
S130	tls_lymphoid_niche	4.284272345296644	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA8	STAT3	0	None	1
S131	tls_lymphoid_niche	4.892341347808417	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA8	STAT3	1	TNF (1)	1
S132	tls_lymphoid_niche	4.844718185605117	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA8	STAT3	1	TNF (1) + IL17 (1)	1
S133	tls_lymphoid_niche	5.4380469027302984	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA8	STAT3	6	TNF (1)	1
S134	tls_lymphoid_niche	5.189966671145391	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA8	STAT3	6	TNF (1) + IL17 (1)	1
S135	tls_lymphoid_niche	4.922867798370122	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA8	STAT3	16	TNF (1)	1
S136	tls_lymphoid_niche	4.854928059657646	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA8	STAT3	16	TNF (1) + IL17 (1)	1
S137	tls_lymphoid_niche	4.363729868363079	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA8	STAT4	0	None	1
S138	tls_lymphoid_niche	4.365231110753965	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA8	STAT4	0	None	1
S139	tls_lymphoid_niche	4.82037826783674	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA8	STAT4	1	TNF (1)	1
S140	tls_lymphoid_niche	4.857016400500074	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA8	STAT4	1	TNF (1) + IL17 (1)	1
S141	tls_lymphoid_niche	5.473802671779023	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA8	STAT4	6	TNF (1)	1
S142	tls_lymphoid_niche	5.2014350542415855	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA8	STAT4	6	TNF (1) + IL17 (1)	1
S143	tls_lymphoid_niche	5.056926461265926	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA8	STAT4	16	TNF (1)	1
S144	tls_lymphoid_niche	4.9830501846674	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA8	STAT4	16	TNF (1) + IL17 (1)	1
S145	tls_lymphoid_niche	4.762159480515274	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA6	Ctrl	0	None	1
S146	tls_lymphoid_niche	4.445290211942371	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA6	Ctrl	0	None	1
S147	tls_lymphoid_niche	5.292690296375482	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA6	Ctrl	1	TNF (1)	1
S148	tls_lymphoid_niche	5.181799630375144	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA6	Ctrl	1	TNF (1) + IL17 (1)	1
S149	tls_lymphoid_niche	5.46100893224869	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA6	Ctrl	6	TNF (1)	1
S150	tls_lymphoid_niche	5.438473496591748	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA6	Ctrl	6	TNF (1) + IL17 (1)	1
S151	tls_lymphoid_niche	5.162844677106994	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA6	Ctrl	16	TNF (1)	1
S152	tls_lymphoid_niche	5.275764720450356	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA6	Ctrl	16	TNF (1) + IL17 (1)	1
S153	tls_lymphoid_niche	4.422658193131713	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA6	CUX1	0	None	1
S154	tls_lymphoid_niche	4.391303734185158	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA6	CUX1	0	None	1
S155	tls_lymphoid_niche	5.141262233364488	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA6	CUX1	1	TNF (1)	1
S156	tls_lymphoid_niche	4.998726311619213	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA6	CUX1	1	TNF (1) + IL17 (1)	1
S157	tls_lymphoid_niche	5.375303610481602	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA6	CUX1	6	TNF (1)	1
S158	tls_lymphoid_niche	5.328063859258684	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA6	CUX1	6	TNF (1) + IL17 (1)	1
S159	tls_lymphoid_niche	5.082438745495848	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA6	CUX1	16	TNF (1)	1
S160	tls_lymphoid_niche	4.957607824923994	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA6	CUX1	16	TNF (1) + IL17 (1)	1
S161	tls_lymphoid_niche	4.1310267119790485	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA6	LIFR	0	None	1
S162	tls_lymphoid_niche	4.237887450704304	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA6	LIFR	0	None	1
S163	tls_lymphoid_niche	4.97225638278289	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA6	LIFR	1	TNF (1)	1
S164	tls_lymphoid_niche	4.9648633470486185	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA6	LIFR	1	TNF (1) + IL17 (1)	1
S165	tls_lymphoid_niche	5.380377677592101	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA6	LIFR	6	TNF (1)	1
S166	tls_lymphoid_niche	5.4957742743940345	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA6	LIFR	6	TNF (1) + IL17 (1)	1
S167	tls_lymphoid_niche	5.346498229805028	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA6	LIFR	16	TNF (1)	1
S168	tls_lymphoid_niche	5.1060244927265135	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA6	LIFR	16	TNF (1) + IL17 (1)	1
S169	tls_lymphoid_niche	4.372756312009642	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA6	ELF3	0	None	1
S170	tls_lymphoid_niche	4.496413871910286	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA6	ELF3	0	None	1
S171	tls_lymphoid_niche	5.0695446378926965	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA6	ELF3	1	TNF (1)	1
S172	tls_lymphoid_niche	5.100080346894184	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA6	ELF3	1	TNF (1) + IL17 (1)	1
S173	tls_lymphoid_niche	5.61349820754541	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA6	ELF3	6	TNF (1)	1
S174	tls_lymphoid_niche	5.536832281180453	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA6	ELF3	6	TNF (1) + IL17 (1)	1
S175	tls_lymphoid_niche	5.206242084502083	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA6	ELF3	16	TNF (1)	1
S176	tls_lymphoid_niche	5.009744077478411	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA6	ELF3	16	TNF (1) + IL17 (1)	1
S177	tls_lymphoid_niche	4.229165235626147	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA6	STAT3	0	None	1
S178	tls_lymphoid_niche	4.2254334337512	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA6	STAT3	0	None	1
S179	tls_lymphoid_niche	5.0379469610369725	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA6	STAT3	1	TNF (1)	1
S180	tls_lymphoid_niche	4.896782506580618	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA6	STAT3	1	TNF (1) + IL17 (1)	1
S181	tls_lymphoid_niche	5.289735505250492	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA6	STAT3	6	TNF (1)	1
S182	tls_lymphoid_niche	5.307978921093425	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA6	STAT3	6	TNF (1) + IL17 (1)	1
S183	tls_lymphoid_niche	5.237600691399898	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA6	STAT3	16	TNF (1)	1
S184	tls_lymphoid_niche	5.109822490057461	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA6	STAT3	16	TNF (1) + IL17 (1)	1
S185	tls_lymphoid_niche	3.4239618541875254	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA6	STAT4	0	None	1
S186	tls_lymphoid_niche	4.315880833963534	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA6	STAT4	0	None	1
S187	tls_lymphoid_niche	5.298003135046934	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA6	STAT4	1	TNF (1)	1
S188	tls_lymphoid_niche	4.97046852184183	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA6	STAT4	1	TNF (1) + IL17 (1)	1
S189	tls_lymphoid_niche	5.503058966564269	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA6	STAT4	6	TNF (1)	1
S190	tls_lymphoid_niche	5.357606603835427	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA6	STAT4	6	TNF (1) + IL17 (1)	1
S191	tls_lymphoid_niche	5.096247477370164	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA6	STAT4	16	TNF (1)	1
S192	tls_lymphoid_niche	4.37230079168153	10	CXCL13;CCL19;CCL21;LTBR;TNFSF14;TNFRSF14;PDPN;CXCL12;ICAM1;VCAM1	RA6	STAT4	16	TNF (1) + IL17 (1)	1
