source	target	relation	evidence
source:scripts/v46_partial_label_return_classifier.py	stale_artifact:v46_operator_smoke_test_bundle	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:scripts/v46_partial_label_return_classifier.py	stale_artifact:v46_partial_label_return_classifier	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:scripts/v46_partial_label_return_classifier.py	stale_artifact:v46_returned_package_regression_suite	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:scripts/v46_receipt_manifest_schema_linter.py	stale_artifact:v46_operator_smoke_test_bundle	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:scripts/v46_receipt_manifest_schema_linter.py	stale_artifact:v46_receipt_manifest_schema_linter	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:scripts/v46_receipt_manifest_schema_linter.py	stale_artifact:v46_returned_package_preflight_dryrun	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:scripts/v46_receipt_manifest_schema_linter.py	stale_artifact:v46_returned_package_regression_suite	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:scripts/v46_result_report_safe_class_linter.py	stale_artifact:v46_operator_smoke_test_bundle	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:scripts/v46_result_report_safe_class_linter.py	stale_artifact:v46_result_report_safe_class_linter	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:scripts/v46_result_report_safe_class_linter.py	stale_artifact:v46_returned_package_regression_suite	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:scripts/v46_return_repair_request_templates.py	stale_artifact:v46_operator_smoke_test_bundle	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:scripts/v46_return_repair_request_templates.py	stale_artifact:v46_return_repair_request_templates	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:scripts/v46_return_repair_request_templates.py	stale_artifact:v46_returned_package_regression_suite	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:scripts/v46_returned_package_command_order_planner.py	stale_artifact:v46_aggregate_only_returned_package_composition_dryrun	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:scripts/v46_returned_package_command_order_planner.py	stale_artifact:v46_operator_smoke_test_bundle	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:scripts/v46_returned_package_command_order_planner.py	stale_artifact:v46_returned_package_command_order_planner	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:scripts/v46_returned_package_command_order_planner.py	stale_artifact:v46_returned_package_regression_suite	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:scripts/v46_returned_package_command_order_planner.py	stale_artifact:v46_returned_package_route_state_matrix	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:scripts/v46_returned_package_command_order_planner.py	stale_artifact:v46_unscoreable_return_composition_dryrun	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:scripts/v46_returned_package_dependency_graph.py	stale_artifact:v46_operator_smoke_test_bundle	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:scripts/v46_returned_package_dependency_graph.py	stale_artifact:v46_returned_package_dependency_graph	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:scripts/v46_returned_package_dependency_graph.py	stale_artifact:v46_returned_package_regression_suite	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:scripts/v46_returned_package_doc_crosslink_linter.py	stale_artifact:v46_operator_smoke_test_bundle	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:scripts/v46_returned_package_doc_crosslink_linter.py	stale_artifact:v46_returned_package_doc_crosslink_linter	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:scripts/v46_returned_package_doc_crosslink_linter.py	stale_artifact:v46_returned_package_regression_suite	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:scripts/v46_returned_package_handoff_bundle_manifest.py	stale_artifact:v46_operator_smoke_test_bundle	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:scripts/v46_returned_package_handoff_bundle_manifest.py	stale_artifact:v46_returned_package_handoff_bundle_manifest	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:scripts/v46_returned_package_handoff_bundle_manifest.py	stale_artifact:v46_returned_package_regression_suite	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:scripts/v46_returned_package_preflight_dryrun.py	stale_artifact:v46_operator_smoke_test_bundle	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:scripts/v46_returned_package_preflight_dryrun.py	stale_artifact:v46_returned_package_preflight_dryrun	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:scripts/v46_returned_package_preflight_dryrun.py	stale_artifact:v46_returned_package_regression_suite	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:scripts/v46_returned_package_regression_suite.py	stale_artifact:v46_returned_package_regression_suite	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:scripts/v46_returned_package_route_state_matrix.py	stale_artifact:v46_aggregate_only_returned_package_composition_dryrun	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:scripts/v46_returned_package_route_state_matrix.py	stale_artifact:v46_operator_smoke_test_bundle	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:scripts/v46_returned_package_route_state_matrix.py	stale_artifact:v46_returned_package_regression_suite	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:scripts/v46_returned_package_route_state_matrix.py	stale_artifact:v46_returned_package_route_state_matrix	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:scripts/v46_returned_package_route_state_matrix.py	stale_artifact:v46_unscoreable_return_composition_dryrun	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:scripts/v46_returned_package_safe_interpretation.py	stale_artifact:v46_aggregate_only_returned_package_composition_dryrun	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:scripts/v46_returned_package_safe_interpretation.py	stale_artifact:v46_operator_smoke_test_bundle	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:scripts/v46_returned_package_safe_interpretation.py	stale_artifact:v46_returned_package_regression_suite	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:scripts/v46_returned_package_safe_interpretation.py	stale_artifact:v46_safe_interpretation_classifier	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:scripts/v46_returned_package_state_transition_validator.py	stale_artifact:v46_operator_smoke_test_bundle	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:scripts/v46_returned_package_state_transition_validator.py	stale_artifact:v46_returned_package_preflight_dryrun	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:scripts/v46_returned_package_state_transition_validator.py	stale_artifact:v46_returned_package_regression_suite	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:scripts/v46_returned_package_state_transition_validator.py	stale_artifact:v46_returned_package_state_transition_validator	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:scripts/v46_returned_package_status_board_schema_linter.py	stale_artifact:v46_operator_smoke_test_bundle	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:scripts/v46_returned_package_status_board_schema_linter.py	stale_artifact:v46_returned_package_regression_suite	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:scripts/v46_returned_package_status_board_schema_linter.py	stale_artifact:v46_returned_package_status_board_schema_linter	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:scripts/v46_safe_wording_fixture_linter.py	stale_artifact:v46_operator_smoke_test_bundle	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:scripts/v46_safe_wording_fixture_linter.py	stale_artifact:v46_returned_package_regression_suite	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:scripts/v46_safe_wording_fixture_linter.py	stale_artifact:v46_safe_wording_fixture_linter	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:scripts/v46_small_n_conclusion_language_table.py	stale_artifact:v46_small_n_conclusion_language	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:scripts/v46_terms_governance_matrix.py	stale_artifact:v46_operator_smoke_test_bundle	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:scripts/v46_terms_governance_matrix.py	stale_artifact:v46_returned_package_regression_suite	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:scripts/v46_terms_governance_matrix.py	stale_artifact:v46_terms_governance_matrix	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:scripts/v46_unscoreable_return_composition_dryrun.py	stale_artifact:v46_operator_smoke_test_bundle	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:scripts/v46_unscoreable_return_composition_dryrun.py	stale_artifact:v46_returned_package_regression_suite	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:scripts/v46_unscoreable_return_composition_dryrun.py	stale_artifact:v46_unscoreable_return_composition_dryrun	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
stale_artifact:author_run_bundle_dryrun_manifest	output:analysis/v45_author_run_bundle_dryrun_manifest/live/author_run_bundle_dryrun_manifest.tsv	freshness_output_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
stale_artifact:author_run_bundle_dryrun_manifest	output:analysis/v45_author_run_bundle_dryrun_manifest/live/author_run_bundle_dryrun_summary.json	freshness_output_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
stale_artifact:cold_start_operator_sequence	output:analysis/v45_cold_start_operator_sequence/COLD_START_OPERATOR_SEQUENCE.md	freshness_output_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
stale_artifact:cold_start_operator_sequence	output:analysis/v45_cold_start_operator_sequence/cold_start_operator_sequence.tsv	freshness_output_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
stale_artifact:cold_start_operator_sequence	output:analysis/v45_cold_start_operator_sequence/cold_start_operator_sequence_summary.json	freshness_output_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
stale_artifact:collaborator_path_resolver	output:analysis/v45_collaborator_path_resolver/live_sources/collaborator_package_path_resolution.tsv	freshness_output_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
stale_artifact:collaborator_path_resolver	output:analysis/v45_collaborator_path_resolver/live_sources/collaborator_package_path_resolution_summary.json	freshness_output_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
stale_artifact:cross_route_readiness_linter	output:analysis/v45_cross_route_readiness_linter/live/cross_route_readiness_issues.tsv	freshness_output_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
stale_artifact:cross_route_readiness_linter	output:analysis/v45_cross_route_readiness_linter/live/cross_route_readiness_lint.tsv	freshness_output_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
stale_artifact:cross_route_readiness_linter	output:analysis/v45_cross_route_readiness_linter/live/cross_route_readiness_lint_summary.json	freshness_output_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
stale_artifact:current_action_card	output:analysis/v45_current_action_card/CURRENT_ACTION_CARD.md	freshness_output_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
stale_artifact:current_action_card	output:analysis/v45_current_action_card/current_action_card.tsv	freshness_output_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
stale_artifact:current_action_card	output:analysis/v45_current_action_card/current_action_card_summary.json	freshness_output_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
stale_artifact:external_blocker_board	output:analysis/v45_external_blocker_board/external_blocker_board.tsv	freshness_output_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
stale_artifact:external_blocker_board	output:analysis/v45_external_blocker_board/external_blocker_board_summary.json	freshness_output_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
stale_artifact:external_blocker_escalation_matrix	output:analysis/v45_external_blocker_escalation_matrix/external_blocker_escalation_matrix.tsv	freshness_output_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
stale_artifact:external_blocker_escalation_matrix	output:analysis/v45_external_blocker_escalation_matrix/external_blocker_escalation_summary.json	freshness_output_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
stale_artifact:followup_due_board	output:analysis/v45_followup_due_board/live_template/followup_due_board.tsv	freshness_output_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
stale_artifact:followup_due_board	output:analysis/v45_followup_due_board/live_template/followup_due_board_summary.json	freshness_output_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
stale_artifact:followup_escalation_packets	output:analysis/v45_followup_escalation_packets/live/followup_escalation_packet_index.tsv	freshness_output_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
stale_artifact:followup_escalation_packets	output:analysis/v45_followup_escalation_packets/live/followup_escalation_packet_summary.json	freshness_output_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
stale_artifact:followup_message_templates	output:analysis/v45_followup_message_templates/live_template/followup_message_template_index.tsv	freshness_output_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
stale_artifact:followup_message_templates	output:analysis/v45_followup_message_templates/live_template/followup_message_template_summary.json	freshness_output_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
stale_artifact:generated_checker_registry	output:analysis/v45_generated_checker_registry/generated_checker_registry.tsv	freshness_output_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
stale_artifact:generated_checker_registry	output:analysis/v45_generated_checker_registry/generated_checker_registry_summary.json	freshness_output_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
stale_artifact:generated_doc_freshness_linter	output:analysis/v45_generated_doc_freshness_linter/generated_doc_freshness_lint.tsv	freshness_output_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
stale_artifact:generated_doc_freshness_linter	output:analysis/v45_generated_doc_freshness_linter/generated_doc_freshness_summary.json	freshness_output_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
stale_artifact:no_score_before_gates_linter	output:analysis/v45_no_score_before_gates_linter/live/no_score_before_gates_lint.tsv	freshness_output_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
stale_artifact:no_score_before_gates_linter	output:analysis/v45_no_score_before_gates_linter/live/no_score_before_gates_summary.json	freshness_output_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
stale_artifact:no_score_before_gates_linter	output:analysis/v45_no_score_before_gates_linter/synthetic_bad/no_score_before_gates_lint.tsv	freshness_output_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
stale_artifact:no_score_before_gates_linter	output:analysis/v45_no_score_before_gates_linter/synthetic_bad/no_score_before_gates_summary.json	freshness_output_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
stale_artifact:opengwas_token_expiry_sentinel	output:analysis/v45_opengwas_token_expiry_sentinel/opengwas_token_expiry_sentinel.tsv	freshness_output_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
stale_artifact:opengwas_token_expiry_sentinel	output:analysis/v45_opengwas_token_expiry_sentinel/opengwas_token_expiry_sentinel_summary.json	freshness_output_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
stale_artifact:operational_handoff_index	output:docs/validation/V45_OPERATIONAL_HANDOFF_INDEX.md	freshness_output_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
stale_artifact:outbound_request_packet_integrity	output:analysis/v45_outbound_request_packet_integrity/live/outbound_request_packet_integrity_summary.json	freshness_output_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
stale_artifact:outbound_request_packet_integrity	output:analysis/v45_outbound_request_packet_integrity/live/outbound_request_packet_issues.tsv	freshness_output_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
stale_artifact:outbound_request_packet_integrity	output:analysis/v45_outbound_request_packet_integrity/live/outbound_request_packet_manifest.tsv	freshness_output_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
stale_artifact:readiness_status_dashboard	output:analysis/v45_readiness_status_dashboard/readiness_status_dashboard.tsv	freshness_output_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
stale_artifact:readiness_status_dashboard	output:analysis/v45_readiness_status_dashboard/readiness_status_dashboard_summary.json	freshness_output_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
stale_artifact:received_package_decision_tree	output:analysis/v45_received_package_decision_tree/live/received_package_decision_tree.tsv	freshness_output_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
stale_artifact:received_package_decision_tree	output:analysis/v45_received_package_decision_tree/live/received_package_decision_tree_issues.tsv	freshness_output_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
stale_artifact:received_package_decision_tree	output:analysis/v45_received_package_decision_tree/live/received_package_decision_tree_summary.json	freshness_output_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
stale_artifact:route_arrival_packets	output:analysis/v45_route_arrival_packets/route_arrival_packet_index.tsv	freshness_output_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
stale_artifact:route_arrival_packets	output:analysis/v45_route_arrival_packets/route_arrival_packet_summary.json	freshness_output_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
stale_artifact:route_packet_integrity_manifest	output:analysis/v45_route_packet_integrity_manifest/live/route_packet_integrity_manifest.tsv	freshness_output_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
stale_artifact:route_packet_integrity_manifest	output:analysis/v45_route_packet_integrity_manifest/live/route_packet_integrity_summary.json	freshness_output_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
stale_artifact:send_log_intake_template	output:analysis/v45_send_log_intake_template/request_sent_updater_dryrun/request_sent_update_summary.json	freshness_output_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
stale_artifact:send_log_intake_template	output:analysis/v45_send_log_intake_template/send_log_intake_template.tsv	freshness_output_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
stale_artifact:send_log_intake_template	output:analysis/v45_send_log_intake_template/send_log_intake_template_summary.json	freshness_output_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
stale_artifact:state_machine_transition_validator	output:analysis/v45_state_machine_validator/live/route_state_validation.tsv	freshness_output_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
stale_artifact:state_machine_transition_validator	output:analysis/v45_state_machine_validator/live/state_machine_validator_summary.json	freshness_output_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
stale_artifact:synthetic_received_package_dryrun	output:analysis/v45_synthetic_received_package_dryrun/received_package_decision_tree/received_package_decision_tree.tsv	freshness_output_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
stale_artifact:synthetic_received_package_dryrun	output:analysis/v45_synthetic_received_package_dryrun/received_status_updater/received_data_triage_status.proposed.tsv	freshness_output_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
stale_artifact:synthetic_received_package_dryrun	output:analysis/v45_synthetic_received_package_dryrun/state_machine_validator/route_state_validation.tsv	freshness_output_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
stale_artifact:synthetic_received_package_dryrun	output:analysis/v45_synthetic_received_package_dryrun/synthetic_received_package_dryrun_summary.json	freshness_output_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
stale_artifact:v46_aggregate_only_returned_package_composition_dryrun	output:analysis/v46_aggregate_only_returned_package_composition_dryrun/aggregate_only_composition_checks.tsv	freshness_output_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
stale_artifact:v46_aggregate_only_returned_package_composition_dryrun	output:analysis/v46_aggregate_only_returned_package_composition_dryrun/aggregate_only_composition_steps.tsv	freshness_output_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
stale_artifact:v46_aggregate_only_returned_package_composition_dryrun	output:analysis/v46_aggregate_only_returned_package_composition_dryrun/aggregate_only_composition_summary.json	freshness_output_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
stale_artifact:v46_analyzable_pair_confidence_envelope	output:analysis/v46_analyzable_pair_confidence_envelope/ANALYZABLE_PAIR_CONFIDENCE_ENVELOPE.md	freshness_output_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
stale_artifact:v46_analyzable_pair_confidence_envelope	output:analysis/v46_analyzable_pair_confidence_envelope/analyzable_pair_confidence_envelope.tsv	freshness_output_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
stale_artifact:v46_analyzable_pair_confidence_envelope	output:analysis/v46_analyzable_pair_confidence_envelope/analyzable_pair_confidence_envelope_lint.tsv	freshness_output_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
stale_artifact:v46_analyzable_pair_confidence_envelope	output:analysis/v46_analyzable_pair_confidence_envelope/analyzable_pair_confidence_envelope_summary.json	freshness_output_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
stale_artifact:v46_analyzable_pair_confidence_envelope	output:analysis/v46_analyzable_pair_confidence_envelope/partial_label_example_envelopes.tsv	freshness_output_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
stale_artifact:v46_analyzable_pair_confidence_envelope	output:analysis/v46_analyzable_pair_confidence_envelope/representative_power_cells.tsv	freshness_output_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
stale_artifact:v46_external_blocker_aging_audit	output:analysis/v46_external_blocker_aging_audit/external_blocker_aging_synthetic_summary.json	freshness_output_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
stale_artifact:v46_external_blocker_aging_audit	output:analysis/v46_external_blocker_aging_audit/live/external_blocker_aging_audit.tsv	freshness_output_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
stale_artifact:v46_external_blocker_aging_audit	output:analysis/v46_external_blocker_aging_audit/live/external_blocker_aging_audit_summary.json	freshness_output_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
stale_artifact:v46_first30_repair_template_coverage_linter	output:analysis/v46_first30_repair_template_coverage_linter/FIRST30_REPAIR_TEMPLATE_COVERAGE.md	freshness_output_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
stale_artifact:v46_first30_repair_template_coverage_linter	output:analysis/v46_first30_repair_template_coverage_linter/first30_repair_template_coverage.tsv	freshness_output_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
stale_artifact:v46_first30_repair_template_coverage_linter	output:analysis/v46_first30_repair_template_coverage_linter/first30_repair_template_coverage_lint.tsv	freshness_output_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
stale_artifact:v46_first30_repair_template_coverage_linter	output:analysis/v46_first30_repair_template_coverage_linter/first30_repair_template_coverage_summary.json	freshness_output_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
stale_artifact:v46_first30_repair_template_coverage_linter	output:analysis/v46_first30_repair_template_coverage_linter/repair_template_safe_class_coverage.tsv	freshness_output_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
stale_artifact:v46_first30_returned_package_decision_table	output:analysis/v46_first30_returned_package_decision_table/FIRST30_RETURNED_PACKAGE_DECISION_TABLE.md	freshness_output_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
stale_artifact:v46_first30_returned_package_decision_table	output:analysis/v46_first30_returned_package_decision_table/first30_returned_package_decision_lint.tsv	freshness_output_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
stale_artifact:v46_first30_returned_package_decision_table	output:analysis/v46_first30_returned_package_decision_table/first30_returned_package_decision_summary.json	freshness_output_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
stale_artifact:v46_first30_returned_package_decision_table	output:analysis/v46_first30_returned_package_decision_table/first30_returned_package_decision_table.tsv	freshness_output_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
stale_artifact:v46_first30_status_board_dryrun	output:analysis/v46_first30_returned_package_status_board_dryrun/FIRST30_STATUS_BOARD_DRYRUN.md	freshness_output_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
stale_artifact:v46_first30_status_board_dryrun	output:analysis/v46_first30_returned_package_status_board_dryrun/first30_status_board_dryrun.tsv	freshness_output_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
stale_artifact:v46_first30_status_board_dryrun	output:analysis/v46_first30_returned_package_status_board_dryrun/first30_status_board_dryrun_lint.tsv	freshness_output_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
stale_artifact:v46_first30_status_board_dryrun	output:analysis/v46_first30_returned_package_status_board_dryrun/first30_status_board_dryrun_summary.json	freshness_output_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
stale_artifact:v46_metric_format_adapter	output:analysis/v46_author_run_metric_format_adapter/metric_format_adapter_synthetic_checks.tsv	freshness_output_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
stale_artifact:v46_metric_format_adapter	output:analysis/v46_author_run_metric_format_adapter/metric_format_adapter_synthetic_summary.json	freshness_output_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
stale_artifact:v46_operator_smoke_test_bundle	output:analysis/v46_operator_smoke_test_bundle/operator_smoke_test_steps.tsv	freshness_output_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
stale_artifact:v46_operator_smoke_test_bundle	output:analysis/v46_operator_smoke_test_bundle/operator_smoke_test_summary.json	freshness_output_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
stale_artifact:v46_package_manifest_shape_classifier	output:analysis/v46_package_manifest_shape_classifier/package_manifest_shape_synthetic_cases.tsv	freshness_output_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
