analysis	gene	group	n_cells	mean_log_norm	detection_fraction
ibd_uc_epithelial	CCL2	case	933	0.002236805566189755	0.0021436227224008574
ibd_uc_epithelial	CCL2	control	6713	0.006310871107140968	0.005213764337851929
ibd_uc_epithelial	CCL3	case	933	0.009485657054237083	0.0053590568060021436
ibd_uc_epithelial	CCL3	control	6713	0.004624135716720569	0.0034261879934455535
ibd_uc_epithelial	CCL4	case	933	0.016020715912894407	0.00857449088960343
ibd_uc_epithelial	CCL4	control	6713	0.007520274048358113	0.005511693728586325
ibd_uc_epithelial	CD36	case	933	0.0	0.0
ibd_uc_epithelial	CD36	control	6713	0.0015943532246573498	0.0011917175629375838
ibd_uc_epithelial	CD44	case	933	0.25990130251456967	0.2165058949624866
ibd_uc_epithelial	CD44	control	6713	0.0881831362738214	0.07165201847162223
ibd_uc_epithelial	CD68	case	933	0.21998645423056815	0.18435155412647375
ibd_uc_epithelial	CD68	control	6713	0.10360292922529059	0.10099806345896023
ibd_uc_epithelial	CD74	case	933	0.8383171644569689	0.4415862808145766
ibd_uc_epithelial	CD74	control	6713	0.3469531514133716	0.19424996275882617
ibd_uc_epithelial	CIITA	case	933	0.023774266147039272	0.03751339764201501
ibd_uc_epithelial	CIITA	control	6713	0.01423494591228178	0.01102338745717265
ibd_uc_epithelial	CTSB	case	933	0.35877625906100363	0.2990353697749196
ibd_uc_epithelial	CTSB	control	6713	0.22826620176311152	0.19544168032176373
ibd_uc_epithelial	CTSD	case	933	1.1186437063419448	0.5755627009646302
ibd_uc_epithelial	CTSD	control	6713	0.9930978923789433	0.5172054223149114
ibd_uc_epithelial	CTSS	case	933	0.681501369867589	0.4415862808145766
ibd_uc_epithelial	CTSS	control	6713	0.5337440691230774	0.3613883509608223
ibd_uc_epithelial	CXCL10	case	933	0.007979846873619979	0.0053590568060021436
ibd_uc_epithelial	CXCL10	control	6713	0.004020139587816561	0.0023834351258751676
ibd_uc_epithelial	CXCL8	case	933	0.14198943021259383	0.08145766345123258
ibd_uc_epithelial	CXCL8	control	6713	0.023276311742184714	0.017726798748696558
ibd_uc_epithelial	CXCR4	case	933	0.020063946932127995	0.01714898177920686
ibd_uc_epithelial	CXCR4	control	6713	0.009881581501776874	0.006703411291523909
ibd_uc_epithelial	FABP5	case	933	0.2757423771114012	0.19506966773847803
ibd_uc_epithelial	FABP5	control	6713	0.47990456570071194	0.28988529718456724
ibd_uc_epithelial	GBP1	case	933	0.16596987167450755	0.16720257234726688
ibd_uc_epithelial	GBP1	control	6713	0.05636830901544826	0.04990317294801132
ibd_uc_epithelial	GPNMB	case	933	0.0015587493945764393	0.0021436227224008574
ibd_uc_epithelial	GPNMB	control	6713	0.00128137667901343	0.0008937881722031879
ibd_uc_epithelial	HIF1A	case	933	0.2951480294072517	0.2540192926045016
ibd_uc_epithelial	HIF1A	control	6713	0.09251414057955659	0.08952778191568599
ibd_uc_epithelial	HK2	case	933	0.808769591044877	0.4340836012861736
ibd_uc_epithelial	HK2	control	6713	0.16374095112722875	0.1468791896320572
ibd_uc_epithelial	HLA-DPA1	case	933	0.1019726087368201	0.09646302250803858
ibd_uc_epithelial	HLA-DPA1	control	6713	0.0578531439255658	0.03917771488157307
ibd_uc_epithelial	HLA-DPB1	case	933	0.10217780711803119	0.08896034297963558
ibd_uc_epithelial	HLA-DPB1	control	6713	0.04034921539279621	0.028750186205869208
ibd_uc_epithelial	HLA-DRA	case	933	0.4269815371638925	0.2861736334405145
ibd_uc_epithelial	HLA-DRA	control	6713	0.15764249539285485	0.08967674661105318
ibd_uc_epithelial	HLA-DRB1	case	933	0.32181177536333083	0.24008574490889603
ibd_uc_epithelial	HLA-DRB1	control	6713	0.12110343527602045	0.07716371220020855
ibd_uc_epithelial	IFI30	case	933	0.026141630949475584	0.02465166130760986
ibd_uc_epithelial	IFI30	control	6713	0.044625432074996536	0.03351705645761954
ibd_uc_epithelial	IL1B	case	933	0.057340713744635625	0.04180064308681672
ibd_uc_epithelial	IL1B	control	6713	0.0048189468743763345	0.004766870251750335
ibd_uc_epithelial	IRF1	case	933	0.5437233364538572	0.3858520900321543
ibd_uc_epithelial	IRF1	control	6713	0.3711424086705577	0.265604051839714
ibd_uc_epithelial	LAMP1	case	933	0.2427452270481505	0.2540192926045016
ibd_uc_epithelial	LAMP1	control	6713	0.23917129115897334	0.21510502011023389
ibd_uc_epithelial	LAMP2	case	933	0.09197693308441995	0.1339764201500536
ibd_uc_epithelial	LAMP2	control	6713	0.09192312952827406	0.10278563980336661
ibd_uc_epithelial	LAMP3	case	933	0.0	0.0
ibd_uc_epithelial	LAMP3	control	6713	0.001635841412594464	0.0010427528675703858
ibd_uc_epithelial	LDHA	case	933	0.7892539329050121	0.44480171489817794
ibd_uc_epithelial	LDHA	control	6713	0.5074532577456359	0.33502159988082825
ibd_uc_epithelial	LIPA	case	933	0.014656733040177753	0.03215434083601286
ibd_uc_epithelial	LIPA	control	6713	0.006455433472882063	0.009235811112766274
ibd_uc_epithelial	LPL	case	933	0.0040860355897655	0.0021436227224008574
ibd_uc_epithelial	LPL	control	6713	0.00023073644316441144	0.00014896469536719798
ibd_uc_epithelial	MERTK	case	933	0.0001979807237141465	0.0010718113612004287
ibd_uc_epithelial	MERTK	control	6713	0.005337055533265844	0.004915834947117533
ibd_uc_epithelial	MSR1	case	933	0.0	0.0
ibd_uc_epithelial	MSR1	control	6713	0.0001411888011808438	0.00014896469536719798
ibd_uc_epithelial	NAMPT	case	933	0.5618773499384266	0.37942122186495175
ibd_uc_epithelial	NAMPT	control	6713	0.19184755126878322	0.17473558766572322
ibd_uc_epithelial	NFKBIA	case	933	0.6773249712377188	0.40728831725616294
ibd_uc_epithelial	NFKBIA	control	6713	0.5484522845986884	0.34902428124534485
ibd_uc_epithelial	NLRC5	case	933	0.2604638373965051	0.22186495176848875
ibd_uc_epithelial	NLRC5	control	6713	0.3237250463917564	0.21733949054074184
ibd_uc_epithelial	OSM	case	933	0.005438055193751615	0.003215434083601286
ibd_uc_epithelial	OSM	control	6713	0.00027765888001630306	0.00029792939073439596
ibd_uc_epithelial	PFKFB3	case	933	0.08489152031529781	0.09646302250803858
ibd_uc_epithelial	PFKFB3	control	6713	0.023473460481800015	0.02353642186801728
ibd_uc_epithelial	PLIN2	case	933	0.08076050540340657	0.09753483386923902
ibd_uc_epithelial	PLIN2	control	6713	0.09307243963965385	0.09712498137941308
ibd_uc_epithelial	RFX5	case	933	0.02585951989415666	0.04180064308681672
ibd_uc_epithelial	RFX5	control	6713	0.015297850424587783	0.016684045881126174
ibd_uc_epithelial	SLC2A1	case	933	0.19102033414011121	0.18113612004287247
ibd_uc_epithelial	SLC2A1	control	6713	0.06525442859875637	0.07522717116043498
ibd_uc_epithelial	SPP1	case	933	0.0	0.0
ibd_uc_epithelial	SPP1	control	6713	0.0	0.0
ibd_uc_epithelial	STAT1	case	933	0.11536843689341741	0.14040728831725616
ibd_uc_epithelial	STAT1	control	6713	0.08061384670489402	0.07880232384924774
ibd_uc_epithelial	TAP1	case	933	0.23393294634425257	0.2315112540192926
ibd_uc_epithelial	TAP1	control	6713	0.1330897023075088	0.12691792045285266
ibd_uc_epithelial	TAP2	case	933	0.12997100145164758	0.1714898177920686
ibd_uc_epithelial	TAP2	control	6713	0.09146859328449429	0.09638015790257709
ibd_uc_epithelial	TNF	case	933	0.030333836974985158	0.020364415862808145
ibd_uc_epithelial	TNF	control	6713	0.008046420327580515	0.004468940861015939
ibd_uc_epithelial	TREM1	case	933	0.002880235572234839	0.004287245444801715
ibd_uc_epithelial	TREM1	control	6713	0.0	0.0
ibd_uc_epithelial	TREM2	case	933	0.0	0.0
ibd_uc_epithelial	TREM2	control	6713	0.0	0.0
psoriasis_skin_apc	ACSL1	case	563	0.5300504918391306	0.3996447602131439
psoriasis_skin_apc	ACSL1	control	523	0.28546593631490325	0.24282982791587
psoriasis_skin_apc	APOE	case	563	0.1837537401377101	0.14031971580817051
psoriasis_skin_apc	APOE	control	523	0.28899911735738126	0.22562141491395793
psoriasis_skin_apc	C1QA	case	563	1.5039036390721114	0.5719360568383659
psoriasis_skin_apc	C1QA	control	523	1.2672982138760998	0.5583173996175909
psoriasis_skin_apc	C1QB	case	563	1.3148971471055264	0.5150976909413855
psoriasis_skin_apc	C1QB	control	523	0.8198877195997519	0.4321223709369025
psoriasis_skin_apc	C1QC	case	563	1.0849589301585711	0.49733570159857904
psoriasis_skin_apc	C1QC	control	523	0.9407217066495388	0.4818355640535373
psoriasis_skin_apc	CCL2	case	563	0.31794349908530656	0.2113676731793961
psoriasis_skin_apc	CCL2	control	523	0.9428878503497481	0.42447418738049714
psoriasis_skin_apc	CD36	case	563	0.5706556892598253	0.3605683836589698
psoriasis_skin_apc	CD36	control	523	0.43273530268478777	0.28107074569789675
psoriasis_skin_apc	CD44	case	563	1.706353866663151	0.7619893428063943
psoriasis_skin_apc	CD44	control	523	1.9522592051501522	0.7743785850860421
psoriasis_skin_apc	CD68	case	563	0.06650379894585629	0.0674955595026643
psoriasis_skin_apc	CD68	control	523	0.07875560272897444	0.09751434034416825
psoriasis_skin_apc	CD74	case	563	4.106058800851863	0.9769094138543517
psoriasis_skin_apc	CD74	control	523	3.7617197017352013	0.9349904397705545
psoriasis_skin_apc	CIITA	case	563	0.7489554657149424	0.5399644760213144
psoriasis_skin_apc	CIITA	control	523	0.6871902436619355	0.51434034416826
psoriasis_skin_apc	CTSB	case	563	1.7725138034100505	0.7939609236234458
psoriasis_skin_apc	CTSB	control	523	1.7139033426824055	0.7743785850860421
psoriasis_skin_apc	CTSD	case	563	0.7354625878878034	0.5008880994671403
psoriasis_skin_apc	CTSD	control	523	0.5824019802746521	0.3938814531548757
psoriasis_skin_apc	CTSS	case	563	1.6207724761539353	0.8063943161634103
psoriasis_skin_apc	CTSS	control	523	1.395858771031629	0.8107074569789675
psoriasis_skin_apc	CXCL10	case	563	0.058931822187774006	0.03374777975133215
psoriasis_skin_apc	CXCL10	control	523	0.02194285918083809	0.009560229445506692
psoriasis_skin_apc	CXCL8	case	563	1.3428695001083888	0.4227353463587922
psoriasis_skin_apc	CXCL8	control	523	2.6085927353380844	0.6826003824091779
psoriasis_skin_apc	CXCR4	case	563	0.7786333983445284	0.46181172291296624
psoriasis_skin_apc	CXCR4	control	523	0.6395164434904291	0.4149139579349904
psoriasis_skin_apc	FABP5	case	563	0.02462285022011754	0.037300177619893425
psoriasis_skin_apc	FABP5	control	523	0.028194501548618873	0.04397705544933078
psoriasis_skin_apc	GBP1	case	563	0.2620005857853968	0.22380106571936056
psoriasis_skin_apc	GBP1	control	523	0.09743246071158589	0.08030592734225621
psoriasis_skin_apc	GPNMB	case	563	0.21022490550188117	0.14564831261101244
psoriasis_skin_apc	GPNMB	control	523	0.39097926250508896	0.23518164435946462
psoriasis_skin_apc	HIF1A	case	563	1.020229522316803	0.6394316163410302
psoriasis_skin_apc	HIF1A	control	523	0.850012185592688	0.5793499043977055
psoriasis_skin_apc	HK2	case	563	0.15956540849503562	0.15452930728241562
psoriasis_skin_apc	HK2	control	523	0.18745193671848306	0.18738049713193117
psoriasis_skin_apc	IFI30	case	563	0.08826375596708698	0.108348134991119
psoriasis_skin_apc	IFI30	control	523	0.056903173825516705	0.07265774378585087
psoriasis_skin_apc	IL1B	case	563	0.912086134298725	0.3339253996447602
psoriasis_skin_apc	IL1B	control	523	1.2034670280360966	0.45506692160611856
psoriasis_skin_apc	IRF1	case	563	0.3149919747091205	0.26465364120781526
psoriasis_skin_apc	IRF1	control	523	0.2567049121698934	0.26195028680688337
psoriasis_skin_apc	LAMP1	case	563	0.5814156938201721	0.44582593250444047
psoriasis_skin_apc	LAMP1	control	523	0.4486180444517936	0.34990439770554493
psoriasis_skin_apc	LAMP2	case	563	0.6257172396499038	0.5150976909413855
psoriasis_skin_apc	LAMP2	control	523	0.4826908759916811	0.43021032504780116
psoriasis_skin_apc	LAMP3	case	563	0.21522135846149407	0.14564831261101244
psoriasis_skin_apc	LAMP3	control	523	0.17634580800351696	0.15487571701720843
psoriasis_skin_apc	LDHA	case	563	1.1088803162248013	0.6714031971580817
psoriasis_skin_apc	LDHA	control	523	0.9097263438274065	0.5869980879541109
psoriasis_skin_apc	LIPA	case	563	0.2162421138517268	0.21314387211367672
psoriasis_skin_apc	LIPA	control	523	0.20067028551861552	0.1701720841300191
psoriasis_skin_apc	LPL	case	563	0.0033808139218925205	0.0053285968028419185
psoriasis_skin_apc	LPL	control	523	0.025145141539023846	0.02676864244741874
psoriasis_skin_apc	MERTK	case	563	0.2399004111384714	0.18294849023090587
psoriasis_skin_apc	MERTK	control	523	0.14110867144834682	0.11854684512428298
psoriasis_skin_apc	MSR1	case	563	0.3083862744539873	0.25754884547069273
psoriasis_skin_apc	MSR1	control	523	0.5826132938574242	0.4359464627151052
psoriasis_skin_apc	NAMPT	case	563	2.2217275045127574	0.7744227353463587
psoriasis_skin_apc	NAMPT	control	523	2.0813013232140114	0.8432122370936902
psoriasis_skin_apc	NFKBIA	case	563	2.0755548295260864	0.7584369449378331
psoriasis_skin_apc	NFKBIA	control	523	2.751152374656265	0.904397705544933
psoriasis_skin_apc	NLRC5	case	563	0.19671001541347516	0.17406749555950266
psoriasis_skin_apc	NLRC5	control	523	0.06587078755255811	0.07648183556405354
psoriasis_skin_apc	OSM	case	563	0.09486040269002353	0.09769094138543517
psoriasis_skin_apc	OSM	control	523	0.08839098368120643	0.07648183556405354
psoriasis_skin_apc	PFKFB3	case	563	0.8900377692163712	0.5506216696269982
psoriasis_skin_apc	PFKFB3	control	523	0.9767038871777727	0.6233269598470363
psoriasis_skin_apc	PLIN2	case	563	0.46174806203835006	0.35701598579040855
psoriasis_skin_apc	PLIN2	control	523	0.5626967698172612	0.4072657743785851
psoriasis_skin_apc	RFX5	case	563	0.07443087899823107	0.0941385435168739
psoriasis_skin_apc	RFX5	control	523	0.038920988827063185	0.055449330783938815
psoriasis_skin_apc	SLC2A1	case	563	0.12671137305678065	0.12788632326820604
psoriasis_skin_apc	SLC2A1	control	523	0.13017365280697962	0.11663479923518165
psoriasis_skin_apc	SPP1	case	563	0.03144484418443468	0.007104795737122558
psoriasis_skin_apc	SPP1	control	523	0.014886583144900484	0.01338432122370937
psoriasis_skin_apc	STAT1	case	563	0.4967938614263863	0.3925399644760213
psoriasis_skin_apc	STAT1	control	523	0.10082292399252463	0.1089866156787763
psoriasis_skin_apc	TREM1	case	563	0.126391344389936	0.13143872113676733
psoriasis_skin_apc	TREM1	control	523	0.09316249862258882	0.08986615678776291
psoriasis_skin_apc	TREM2	case	563	0.021994471777272533	0.021314387211367674
psoriasis_skin_apc	TREM2	control	523	0.019516261174883604	0.017208413001912046
psoriasis_keratinocyte	ACSL1	case	5018	0.38360626994314156	0.4631327222000797
psoriasis_keratinocyte	ACSL1	control	4565	0.35596187023880116	0.4615553121577218
psoriasis_keratinocyte	APOE	case	5018	0.32147431746763305	0.3469509764846552
psoriasis_keratinocyte	APOE	control	4565	1.576856448012728	0.7625410733844469
psoriasis_keratinocyte	C1QA	case	5018	0.008111553637747257	0.01096054204862495
psoriasis_keratinocyte	C1QA	control	4565	0.0029558535280929336	0.005695509309967141
psoriasis_keratinocyte	C1QB	case	5018	0.007972882029270276	0.011757672379434038
psoriasis_keratinocyte	C1QB	control	4565	0.0020681215568236766	0.0032858707557502738
psoriasis_keratinocyte	C1QC	case	5018	0.005829450224359139	0.005779194898365883
psoriasis_keratinocyte	C1QC	control	4565	0.0014074634473023738	0.0019715224534501644
psoriasis_keratinocyte	CCL2	case	5018	0.27812776402599426	0.2546831406935034
psoriasis_keratinocyte	CCL2	control	4565	0.3674023927830971	0.31894852135815993
psoriasis_keratinocyte	CD36	case	5018	0.30124105746338786	0.26205659625348743
psoriasis_keratinocyte	CD36	control	4565	0.03827256816563769	0.0696604600219058
psoriasis_keratinocyte	CD44	case	5018	1.6552947406899217	0.8754483858110801
psoriasis_keratinocyte	CD44	control	4565	1.7696283559445738	0.8784227820372399
psoriasis_keratinocyte	CD68	case	5018	0.005373465137030761	0.013551215623754484
psoriasis_keratinocyte	CD68	control	4565	0.0019289313634726218	0.003723986856516977
psoriasis_keratinocyte	CD74	case	5018	0.3310371196094839	0.33060980470306894
psoriasis_keratinocyte	CD74	control	4565	0.11656592550168286	0.16626506024096385
psoriasis_keratinocyte	CIITA	case	5018	0.02981341872161454	0.05958549222797927
psoriasis_keratinocyte	CIITA	control	4565	0.008250063634792684	0.018838992332968235
psoriasis_keratinocyte	CTSB	case	5018	0.7356276177976699	0.6612196094061379
psoriasis_keratinocyte	CTSB	control	4565	0.2490238214469304	0.3572836801752464
psoriasis_keratinocyte	CTSD	case	5018	0.5986193462277399	0.5617776006377042
psoriasis_keratinocyte	CTSD	control	4565	0.4917889049680898	0.5603504928806133
psoriasis_keratinocyte	CTSS	case	5018	0.058858840872863194	0.1110003985651654
psoriasis_keratinocyte	CTSS	control	4565	0.028473963007570248	0.05914567360350493
psoriasis_keratinocyte	CXCL10	case	5018	0.007976115790738758	0.009565563969709047
psoriasis_keratinocyte	CXCL10	control	4565	0.0008386659988045215	0.002190580503833516
psoriasis_keratinocyte	CXCL8	case	5018	0.08174789675835077	0.08469509764846553
psoriasis_keratinocyte	CXCL8	control	4565	0.061724593939347254	0.09704271631982475
psoriasis_keratinocyte	CXCR4	case	5018	0.06407033850724173	0.10442407333599044
psoriasis_keratinocyte	CXCR4	control	4565	0.014849346559305972	0.025848849945235487
psoriasis_keratinocyte	FABP5	case	5018	0.2852888410453825	0.3387803905938621
psoriasis_keratinocyte	FABP5	control	4565	0.016349216433323356	0.027820372398685653
psoriasis_keratinocyte	GBP1	case	5018	0.2939542932275951	0.3704663212435233
psoriasis_keratinocyte	GBP1	control	4565	0.08150545440967667	0.14698795180722893
psoriasis_keratinocyte	GPNMB	case	5018	0.5033432246290105	0.5434436030290952
psoriasis_keratinocyte	GPNMB	control	4565	1.1923367722619858	0.7866374589266155
psoriasis_keratinocyte	HIF1A	case	5018	0.633118926075164	0.6450777202072538
psoriasis_keratinocyte	HIF1A	control	4565	0.40937126150820563	0.5209200438116101
psoriasis_keratinocyte	HK2	case	5018	0.255642975295448	0.3818254284575528
psoriasis_keratinocyte	HK2	control	4565	0.11375335853021076	0.1936473165388828
psoriasis_keratinocyte	IFI30	case	5018	0.0052138878571276704	0.012953367875647668
psoriasis_keratinocyte	IFI30	control	4565	0.002053325545374687	0.004381161007667032
psoriasis_keratinocyte	IL1B	case	5018	0.00904399178147494	0.015942606616181746
psoriasis_keratinocyte	IL1B	control	4565	0.006842705782159717	0.011829134720700987
psoriasis_keratinocyte	IRF1	case	5018	0.13732572372995422	0.2164208848146672
psoriasis_keratinocyte	IRF1	control	4565	0.36808686146419817	0.424315443592552
psoriasis_keratinocyte	LAMP1	case	5018	0.6229546836147679	0.6110003985651654
psoriasis_keratinocyte	LAMP1	control	4565	0.7710268097754986	0.7086527929901424
psoriasis_keratinocyte	LAMP2	case	5018	0.4924848433475767	0.5827022718214429
psoriasis_keratinocyte	LAMP2	control	4565	0.565968770660818	0.6343921139101862
psoriasis_keratinocyte	LAMP3	case	5018	0.10375105024001045	0.178158628935831
psoriasis_keratinocyte	LAMP3	control	4565	0.0435136292613225	0.09069003285870755
psoriasis_keratinocyte	LDHA	case	5018	1.5153760420466718	0.8361897170187326
psoriasis_keratinocyte	LDHA	control	4565	1.7695343896586364	0.8683461117196057
psoriasis_keratinocyte	LIPA	case	5018	0.11039416496146878	0.22040653646871264
psoriasis_keratinocyte	LIPA	control	4565	0.05216781561090665	0.10427163198247535
psoriasis_keratinocyte	LPL	case	5018	0.003793467080399243	0.006974890394579514
psoriasis_keratinocyte	LPL	control	4565	0.004576147597977497	0.010295728368017525
psoriasis_keratinocyte	MERTK	case	5018	0.013511978328547147	0.03228377839776803
psoriasis_keratinocyte	MERTK	control	4565	0.017486879758779304	0.032420591456736036
psoriasis_keratinocyte	MSR1	case	5018	0.028425388170084265	0.06994818652849741
psoriasis_keratinocyte	MSR1	control	4565	0.03066094573087917	0.06089813800657174
psoriasis_keratinocyte	NAMPT	case	5018	1.0553002516361494	0.7014746911119968
psoriasis_keratinocyte	NAMPT	control	4565	1.0841312880215053	0.7253012048192771
psoriasis_keratinocyte	NFKBIA	case	5018	1.1983021706576447	0.730968513351933
psoriasis_keratinocyte	NFKBIA	control	4565	2.5484318435186775	0.8797371303395399
psoriasis_keratinocyte	NLRC5	case	5018	0.5043189617687583	0.5077720207253886
psoriasis_keratinocyte	NLRC5	control	4565	0.22723576145436872	0.347645125958379
psoriasis_keratinocyte	OSM	case	5018	0.001458908421343606	0.0023913909924272616
psoriasis_keratinocyte	OSM	control	4565	0.0026515365967196736	0.005257393209200438
psoriasis_keratinocyte	PFKFB3	case	5018	0.2587605578789173	0.36169788760462335
psoriasis_keratinocyte	PFKFB3	control	4565	0.26452757615028794	0.3778751369112815
psoriasis_keratinocyte	PLIN2	case	5018	0.2522981454480907	0.38142686329214825
psoriasis_keratinocyte	PLIN2	control	4565	0.26832091276019343	0.3699890470974808
psoriasis_keratinocyte	RFX5	case	5018	0.03539727534146183	0.08230370665603826
psoriasis_keratinocyte	RFX5	control	4565	0.02623167300438753	0.05783132530120482
psoriasis_keratinocyte	SLC2A1	case	5018	0.9886428498829939	0.7138302112395377
psoriasis_keratinocyte	SLC2A1	control	4565	0.59745398298629	0.6131434830230011
psoriasis_keratinocyte	SPP1	case	5018	0.000966339954686791	0.0017935432443204463
psoriasis_keratinocyte	SPP1	control	4565	0.00027538017796262736	0.0008762322015334064
psoriasis_keratinocyte	STAT1	case	5018	0.49980600930136415	0.533678756476684
psoriasis_keratinocyte	STAT1	control	4565	0.12970862250592685	0.2343921139101862
psoriasis_keratinocyte	TREM1	case	5018	0.0011940687367186316	0.002989238740534077
psoriasis_keratinocyte	TREM1	control	4565	0.00019423149222888241	0.0004381161007667032
psoriasis_keratinocyte	TREM2	case	5018	0.006910839335754293	0.015743324033479472
psoriasis_keratinocyte	TREM2	control	4565	0.0006059446276297302	0.001095290251916758
sjogren_gland_apc	ACSL1	case	893	0.12828780681514138	0.06270996640537514
sjogren_gland_apc	ACSL1	control	802	0.13875459091020442	0.07356608478802992
sjogren_gland_apc	APOE	case	893	1.0629244072263344	0.3729003359462486
sjogren_gland_apc	APOE	control	802	1.088385891601311	0.3778054862842893
sjogren_gland_apc	B2M	case	893	3.2866170455174126	0.9977603583426652
sjogren_gland_apc	B2M	control	802	3.073022435408376	0.9251870324189526
sjogren_gland_apc	C1QA	case	893	2.2134082276313216	0.7491601343784995
sjogren_gland_apc	C1QA	control	802	1.9237023807677687	0.6596009975062345
sjogren_gland_apc	C1QB	case	893	2.047217211559444	0.7110862262038073
sjogren_gland_apc	C1QB	control	802	1.7945764432741715	0.6271820448877805
sjogren_gland_apc	C1QC	case	893	1.9028719839969175	0.6752519596864501
sjogren_gland_apc	C1QC	control	802	1.640668901533407	0.5922693266832918
sjogren_gland_apc	CCL2	case	893	0.7093448636015618	0.2765957446808511
sjogren_gland_apc	CCL2	control	802	0.6019045375861312	0.23690773067331672
sjogren_gland_apc	CCL3	case	893	1.1035835417526525	0.40313549832026874
sjogren_gland_apc	CCL3	control	802	1.296235575688494	0.4389027431421446
sjogren_gland_apc	CCL4	case	893	1.0846277267566786	0.4053751399776036
sjogren_gland_apc	CCL4	control	802	1.112630512813059	0.3940149625935162
sjogren_gland_apc	CD36	case	893	0.21536708510619312	0.09630459126539753
sjogren_gland_apc	CD36	control	802	0.21932033176203278	0.10723192019950124
sjogren_gland_apc	CD44	case	893	0.9676221555380223	0.43673012318029114
sjogren_gland_apc	CD44	control	802	0.8049637867894467	0.371571072319202
sjogren_gland_apc	CD68	case	893	1.3145135731865505	0.5520716685330347
sjogren_gland_apc	CD68	control	802	1.1006437972355239	0.486284289276808
sjogren_gland_apc	CD74	case	893	3.2560268325961244	0.9899216125419933
sjogren_gland_apc	CD74	control	802	3.419624954936482	0.9850374064837906
sjogren_gland_apc	CIITA	case	893	0.3317601343872457	0.17469204927211646
sjogren_gland_apc	CIITA	control	802	0.3377791437664642	0.18079800498753118
sjogren_gland_apc	CTSB	case	893	1.5826297708520005	0.6349384098544233
sjogren_gland_apc	CTSB	control	802	1.5167685252728293	0.6034912718204489
sjogren_gland_apc	CTSD	case	893	1.4415875841595538	0.568868980963046
sjogren_gland_apc	CTSD	control	802	1.3483083290328985	0.5411471321695761
sjogren_gland_apc	CTSS	case	893	1.7566610391629303	0.696528555431131
sjogren_gland_apc	CTSS	control	802	1.3636476588547572	0.5685785536159601
sjogren_gland_apc	CXCL10	case	893	0.15520380454964186	0.06270996640537514
sjogren_gland_apc	CXCL10	control	802	0.06370695373362585	0.02369077306733167
sjogren_gland_apc	CXCL8	case	893	0.7797241798033445	0.2956326987681971
sjogren_gland_apc	CXCL8	control	802	0.6170753465509856	0.24064837905236908
sjogren_gland_apc	CXCR4	case	893	0.7791042717630874	0.3348264277715566
sjogren_gland_apc	CXCR4	control	802	0.6599986079867556	0.2855361596009975
sjogren_gland_apc	FABP5	case	893	0.5895960661421529	0.2698768197088466
sjogren_gland_apc	FABP5	control	802	0.5875507470117586	0.27680798004987534
sjogren_gland_apc	GBP1	case	893	0.22648241332437655	0.10862262038073908
sjogren_gland_apc	GBP1	control	802	0.17575005348888836	0.09725685785536159
sjogren_gland_apc	GPNMB	case	893	0.4693175561617336	0.20156774916013437
sjogren_gland_apc	GPNMB	control	802	0.4951709922807465	0.21321695760598502
sjogren_gland_apc	HIF1A	case	893	0.34504180370808535	0.1769316909294513
sjogren_gland_apc	HIF1A	control	802	0.3717786005567035	0.20448877805486285
sjogren_gland_apc	HK2	case	893	0.05101149994187484	0.029115341545352745
sjogren_gland_apc	HK2	control	802	0.06715866528823417	0.03740648379052369
sjogren_gland_apc	HLA-DPA1	case	893	3.0731059985681095	0.9720044792833147
sjogren_gland_apc	HLA-DPA1	control	802	2.91921895417514	0.8927680798004988
sjogren_gland_apc	HLA-DPB1	case	893	3.011818120302564	0.9596864501679732
sjogren_gland_apc	HLA-DPB1	control	802	2.966033238659819	0.9102244389027432
sjogren_gland_apc	HLA-DRA	case	893	3.2940592733817695	0.9921612541993281
sjogren_gland_apc	HLA-DRA	control	802	3.3540136831421803	0.9650872817955112
sjogren_gland_apc	HLA-DRB1	case	893	3.169420508333816	0.975363941769317
sjogren_gland_apc	HLA-DRB1	control	802	3.094636500912981	0.9301745635910225
sjogren_gland_apc	IFI30	case	893	0.5736536618891174	0.2721164613661814
sjogren_gland_apc	IFI30	control	802	0.5590490226855368	0.2805486284289277
sjogren_gland_apc	IL1B	case	893	1.0795706230720996	0.41209406494960804
sjogren_gland_apc	IL1B	control	802	0.9083486370689537	0.3541147132169576
sjogren_gland_apc	IRF1	case	893	0.6159568102609085	0.2799552071668533
sjogren_gland_apc	IRF1	control	802	0.4116589070686473	0.21321695760598502
sjogren_gland_apc	LAMP1	case	893	0.6767761938430851	0.3124300111982083
sjogren_gland_apc	LAMP1	control	802	0.6869799479644706	0.33665835411471323
sjogren_gland_apc	LAMP2	case	893	0.6354020513434623	0.2967525195968645
sjogren_gland_apc	LAMP2	control	802	0.5298999552297278	0.27680798004987534
sjogren_gland_apc	LAMP3	case	893	0.03758130530510465	0.01791713325867861
sjogren_gland_apc	LAMP3	control	802	0.019669187284005994	0.00997506234413965
sjogren_gland_apc	LDHA	case	893	0.8968225653237953	0.40313549832026874
sjogren_gland_apc	LDHA	control	802	0.7681486482836126	0.3653366583541147
sjogren_gland_apc	LIPA	case	893	0.4870236470041628	0.22732362821948487
sjogren_gland_apc	LIPA	control	802	0.6579279305437705	0.3117206982543641
sjogren_gland_apc	LPL	case	893	0.04320837650066663	0.023516237402015677
