analysis	dataset_path	disease_name	compartment	role	gene	n_case_donors	n_control_donors	mean_case_log2_cpm	mean_control_log2_cpm	delta_log2_cpm	hedges_g	welch_t	p	mean_case_detection_fraction	mean_control_detection_fraction	detected_donor_fraction	mean_log2_cpm	in_lipid_lysosomal_myeloid_neighborhood	fdr	positive_nominal	negative_nominal	positive_fdr10	negative_fdr10	positive_trend	negative_trend
t1d_beta_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	ABHD13	3	19	5.855250579187444	6.161500379516155	-0.3062498003287111	-0.7374566409554844	-0.7888984943399208	0.5064486014937607	0.2230393388337736	0.3266953871082172	1.0	6.119739043107696	False	0.8819046809187733	False	False	False	False	False	False
t1d_stellate_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	ABHD13	4	17	5.74488595428795	5.508878821806212	0.2360071324817383	0.1616949344320268	0.5395037133057643	0.5967005669304442	0.258267325075615	0.2398503279833396	0.9523809523809524	5.5538325613265425	False	0.8640665891151843	False	False	False	False	False	False
ibd_uc_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon stromal	tissue_resident	ABHD13	6	6	4.1968772301087025	4.352604536106697	-0.1557273059979946	-0.2448864256643678	-0.4595020422791762	0.6561232272702254	0.1020115149084817	0.1039070892823484	1.0	4.274740883107699	False	0.884899097736329	False	False	False	False	False	False
t1d_acinar_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic acinar cell	tissue_resident	ABHD13	5	18	5.42583606109266	5.543927735677583	-0.1180916745849227	-0.2499061884474279	-0.4445724852875717	0.6737438320065666	0.1531316343446315	0.1772373818768752	1.0	5.518255632506948	False	0.8632672538043484	False	False	False	False	False	False
ibd_uc_epithelial	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon epithelial	tissue_resident	ABHD13	6	6	3.5140924824165	3.180700535389374	0.3333919470271258	0.2304711762214523	0.4324534358036919	0.6820153349194963	0.0433620777954394	0.0239350587692417	0.9166666666666666	3.3473965089029374	False	0.8733647795501474	False	False	False	False	False	False
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	ABHD13	6	6	4.200288764165623	4.352604536106697	-0.1523157719410743	-0.2051969760050202	-0.3850292203335357	0.7096694639778919	0.1156330796103259	0.1039070892823484	1.0	4.27644665013616	False	0.9096674187360068	False	False	False	False	False	False
t1d_ductal_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic ductal cell	tissue_resident	ABHD13	5	19	6.293773743378383	6.283181259302707	0.0105924840756754	0.0214277213037639	0.0479249897735195	0.9631055371285266	0.3267407134785905	0.3134690789525032	1.0	6.285388026818471	False	0.984472801261625	False	False	False	False	False	False
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	ADM	6	6	5.440628717328821	2.9946025561465497	2.446026161182271	1.6151228759049503	3.030597788328648	0.0165039809203659	0.1001368045818747	0.0218340439376038	0.9166666666666666	4.217615636737686	False	0.2718898511008051	True	False	False	False	True	False
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	myeloid_apc	ADM	6	6	5.038092942014672	2.9946025561465497	2.0434903858681226	1.393061937626414	2.6139252252309033	0.0335931450198367	0.097436602117643	0.0218340439376038	0.9166666666666666	4.0163477490806105	False	0.3468836981187712	True	False	False	False	True	False
sjogren_gland_stromal	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	ADM	10	14	6.607174820255449	6.0702839531490485	0.5368908671064005	0.8175511769565793	2.193207287313083	0.0392119220057067	0.1251482130528702	0.1085602972013596	1.0	6.2939884811100475	False	0.8414957034907469	True	False	False	False	True	False
psoriasis_keratinocyte	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin keratinocyte	tissue_resident	ADM	3	3	7.112896801747518	5.94484322480438	1.1680535769431382	2.1499130765321883	3.2913687680256385	0.0626256010024201	0.386147348683956	0.2931803332579704	1.0	6.52887001327595	False	0.4168110033375143	False	False	False	False	True	False
t1d_ductal_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic ductal cell	tissue_resident	ADM	5	19	6.636348188149927	7.279930071775694	-0.6435818836257674	-0.8292674577422042	-1.9972351443599756	0.0809168838394804	0.3049845520567486	0.409202791922394	1.0	7.145850512686994	False	0.497509008243587	False	False	False	False	False	True
t1d_beta_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	ADM	3	19	5.50751277203549	6.017997613905064	-0.510484841869574	-0.5720946526026099	-1.6556278441411754	0.1486092842027321	0.1387849604938428	0.270609394268649	1.0	5.948386044559214	False	0.7679202395087612	False	False	False	False	False	False
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	ADM	6	6	6.837592365388178	6.067928770700914	0.7696635946872643	0.8098351500743014	1.519565261157511	0.178328454911832	0.2411591613762498	0.1952135515153853	1.0	6.4527605680445435	False	0.7022884613520824	False	False	False	False	False	False
ibd_crohn_epithelial	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon epithelial	tissue_resident	ADM	6	6	7.193508653542565	6.953714108546014	0.2397945449965517	0.7706495877645394	1.4460379275768758	0.1787753633679757	0.2393661861447825	0.1897788498940449	1.0	7.073611381044288	False	0.4688103762542652	False	False	False	False	False	False
ibd_uc_epithelial	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon epithelial	tissue_resident	ADM	6	6	7.27261595282922	6.953714108546014	0.3189018442832063	0.6788922602102287	1.2738655448451697	0.2400773993026084	0.2232437327460672	0.1897788498940449	1.0	7.113165030687617	False	0.5920504385955578	False	False	False	False	False	False
t1d_endothelial_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	ADM	5	17	7.583297380237698	7.280761323231776	0.3025360570059217	0.3817352694622981	1.16421326993966	0.2612771208677116	0.3354942818847658	0.292813937111358	1.0	7.349519518005848	False	0.6451948791949139	False	False	False	False	False	False
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	myeloid_apc	ADM	9	13	6.556275800897125	6.028575040059319	0.5277007608378055	0.3153962226492922	0.9014387146861572	0.3832441502645264	0.1218882578906843	0.1387627243616225	0.9545454545454546	6.244452624038423	False	0.9621803366179228	False	False	False	False	False	False
psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin APC	myeloid_apc	ADM	3	3	5.253036140970689	6.136923692293817	-0.8838875513231281	-0.7142789227529305	-1.0935118092309508	0.3876744567284653	0.1543494152046783	0.1972100192678227	1.0	5.694979916632254	False	0.785393428178418	False	False	False	False	False	False
t1d_stellate_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	ADM	4	17	6.607606301579924	5.83655012286412	0.7710561787158046	0.5509567711493071	0.7606974243018705	0.4941289139950374	0.3453406090733207	0.1854702876369496	1.0	5.983417966429036	False	0.8277816330942784	False	False	False	False	False	False
psoriasis_skin_stromal	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin stromal	tissue_resident	ADM	3	3	6.607838842154886	6.274883357791837	0.3329554843630493	0.469669158795402	0.719031116856838	0.5128969587441192	0.2856390846779026	0.2409055917649444	1.0	6.441361099973361	False	0.8243769646725152	False	False	False	False	False	False
ibd_uc_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon stromal	tissue_resident	ADM	6	6	6.4211060441976855	6.067928770700914	0.3531772734967715	0.2677974980396119	0.5024921121398043	0.6345748294542001	0.2272998593390082	0.1952135515153853	1.0	6.2445174074493	False	0.8756161785478556	False	False	False	False	False	False
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	ADM	11	14	5.6847909332655	5.709162437148955	-0.0243715038834553	-0.0293466477379536	-0.0754691811891605	0.9405303805783892	0.0840430415085405	0.1030337395548115	1.0	5.698438975440235	False	0.9818358322259356	False	False	False	False	False	False
t1d_acinar_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic acinar cell	tissue_resident	ADM	5	18	4.4262761934917965	4.405537444424414	0.020738749067382	0.0188026486026643	0.0552946187079461	0.9567075790591046	0.0664589208432435	0.0708221277572563	1.0	4.4100458681347146	False	0.9857907926455138	False	False	False	False	False	False
t1d_acinar_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic acinar cell	tissue_resident	APOC1	5	18	3.965559993960242	2.458223896480921	1.507336097479321	1.5643363957221428	3.585896438707997	0.0077478315751561	0.0544301410204796	0.021969648242629	0.9565217391304348	2.785905656802512	True	0.3852362537717995	True	False	False	False	True	False
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	APOC1	11	14	2.5843474442049894	1.4012479304705256	1.1830995137344638	1.1200010777361349	2.8486197472737738	0.0096728412594286	0.0135901777079404	0.006201796138206	0.96	1.9218117165136896	True	0.8441184433525579	True	False	False	False	True	False
ibd_uc_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon stromal	tissue_resident	APOC1	6	6	5.781542098878521	7.348591724551422	-1.567049625672901	-1.229199735438806	-2.3064560939660876	0.0467552080895481	0.2047916496914675	0.3941820518816121	1.0	6.565066911714972	True	0.3670598984936684	False	True	False	False	False	True
ibd_uc_epithelial	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon epithelial	tissue_resident	APOC1	6	6	2.20214853691132	0.920819859608394	1.281328677302926	1.2341409625104072	2.3157277550008137	0.0473486779815145	0.0148737381759453	0.0034067992260186	0.8333333333333334	1.5614841982598573	True	0.3353996556026541	True	False	False	False	True	False
t1d_endothelial_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	APOC1	5	17	3.242430949970717	1.7905289889676317	1.4519019610030852	0.9000777538234946	2.212991351581395	0.0536901515285093	0.0311654193114406	0.0191565156813228	0.7272727272727273	2.120506707377424	True	0.4287248802788974	False	False	False	False	True	False
psoriasis_keratinocyte	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin keratinocyte	tissue_resident	APOC1	3	3	2.6747035142397237	4.907190531147186	-2.232487016907462	-2.1564396671670045	-3.3013605285352168	0.0573774798562369	0.0507337309882928	0.1486891710563279	1.0	3.790947022693456	True	0.4142615609763708	False	False	False	False	False	True
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	APOC1	6	6	6.333237877368464	7.348591724551422	-1.0153538471829586	-0.936126695729825	-1.7565372492694304	0.1098155240494636	0.2246241523870964	0.3941820518816121	1.0	6.840914800959943	True	0.6567574006504245	False	False	False	False	False	False
sjogren_gland_stromal	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	APOC1	10	14	6.802903830100331	6.303884157158751	0.4990196729415803	0.5681408549554283	1.4020834519195589	0.1773902491060622	0.1227789419970521	0.0902021592387934	1.0	6.511809020884409	True	0.8628361900893239	False	False	False	False	False	False
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	myeloid_apc	APOC1	9	13	7.812889080207025	7.309443112260748	0.503445967946277	0.4510814196169783	1.2500961237620982	0.2289657386834974	0.2075746215949431	0.2018801713700067	1.0	7.515398280966045	True	0.947621350485318	False	False	False	False	False	False
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	APOC1	6	6	7.247593095047184	8.365599593610265	-1.1180064985630809	-0.6690380903994388	-1.2553752951682449	0.2501641969559147	0.1927576979508563	0.2265786009657369	1.0	7.8065963443287245	True	0.6389046337200806	False	False	False	False	False	False
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	myeloid_apc	APOC1	6	6	7.465302679355685	8.365599593610265	-0.9002969142545796	-0.6168471067246728	-1.157444740128078	0.2823168597137117	0.1285681768109903	0.2265786009657369	1.0	7.915451136482976	True	0.6675314730725103	False	False	False	False	False	False
t1d_beta_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	APOC1	3	19	2.633236765126434	1.0615411329476436	1.5716956321787905	1.2737245782925812	1.175507391103734	0.3548470286789346	0.0256075476665116	0.0103169881515361	0.6818181818181818	1.2758632646083878	True	0.8566977445690592	False	False	False	False	False	False
t1d_ductal_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic ductal cell	tissue_resident	APOC1	5	19	3.8946565736218792	3.240681912441417	0.6539746611804627	0.5627608400284464	0.9705322134564142	0.3745160225168549	0.0893228750841642	0.0478331772610325	0.9583333333333334	3.37692663352068	True	0.6841219560620866	False	False	False	False	False	False
psoriasis_skin_stromal	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin stromal	tissue_resident	APOC1	3	3	5.295152146311984	5.97600246619416	-0.6808503198821763	-0.5396168160589684	-0.8261161599811001	0.482918921254064	0.1317983819733406	0.16701779170018	1.0	5.635577306253071	True	0.8112039457300005	False	False	False	False	False	False
psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin APC	myeloid_apc	APOC1	3	3	4.009649305634985	4.679243563671904	-0.669594258036919	-0.4846490719645449	-0.7419643316415868	0.5347020600900351	0.0798489278752436	0.0655606936416185	1.0	4.344446434653445	True	0.8448691572388445	False	False	False	False	False	False
ibd_crohn_epithelial	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon epithelial	tissue_resident	APOC1	6	6	1.1449505157111932	0.920819859608394	0.2241306561027991	0.2721095647051666	0.5105832239026995	0.6207822763908758	0.0058480384024153	0.0034067992260186	0.8333333333333334	1.0328851876597938	True	0.8100753136850128	False	False	False	False	False	False
t1d_stellate_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	APOC1	4	17	4.380367975070604	4.645011702914452	-0.2646437278438478	-0.1985016676503027	-0.3088381166054058	0.7734944855628922	0.0946443268233829	0.1205651470907255	1.0	4.5946033738013385	True	0.9337538986759072	False	False	False	False	False	False
psoriasis_keratinocyte	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin keratinocyte	tissue_resident	APOE	3	3	6.688200374797115	9.93181757403028	-3.2436171992331646	-5.0597275820321315	-7.746094258415523	0.0016828228238945	0.3478507675398867	0.7489281995962894	1.0	8.310008974413696	True	0.3849693710143581	False	True	False	False	False	True
t1d_stellate_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	APOE	4	17	5.51082053219273	8.042034522591738	-2.5312139903990083	-1.8448689628986763	-2.042636924364272	0.1271830089323376	0.198772916240173	0.4915585810710285	1.0	7.559898524420497	True	0.5850802200258585	False	False	False	False	False	False
sjogren_gland_stromal	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	APOE	10	14	8.884374989152617	8.401418004600728	0.4829569845518886	0.6357392079862346	1.5631164522102334	0.1351640906300421	0.3346465266065261	0.2603742017356816	1.0	8.602650081497348	True	0.849377528750745	False	False	False	False	False	False
t1d_endothelial_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	APOE	5	17	3.5901957138699054	5.226591926147346	-1.636396212277441	-0.8262248387907541	-1.4470514357902686	0.2029046281205234	0.0534812341211028	0.1113529211890497	0.9090909090909092	4.854683696084291	True	0.6060308895149898	False	False	False	False	False	False
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	myeloid_apc	APOE	6	6	4.798283963861515	6.321018329599606	-1.5227343657380912	-0.6137517164920112	-1.1516365858798372	0.2833050099800545	0.0623875472091105	0.1264353082567079	1.0	5.559651146730562	True	0.6680538746364704	False	False	False	False	False	False
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	APOE	11	14	3.345249547995284	2.6467004255864275	0.6985491224088567	0.4210305094107086	1.056825514906344	0.3035238683995677	0.0178666161164702	0.0088415833607138	0.96	2.954062039446324	True	0.8441184433525579	False	False	False	False	False	False
ibd_uc_epithelial	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon epithelial	tissue_resident	APOE	6	6	1.667738258192686	0.7589910803812301	0.908747177811456	0.4946351748114667	0.928127691816188	0.3787079411603912	0.0083164977371259	0.0037386068235252	0.6666666666666666	1.2133646692869582	True	0.7037150028714052	False	False	False	False	False	False
ibd_crohn_epithelial	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon epithelial	tissue_resident	APOE	6	6	1.3162526792926688	0.7589910803812301	0.5572615989114387	0.4781639972666153	0.8972213657506707	0.3952961574897157	0.0060009359139453	0.0037386068235252	0.8333333333333334	1.0376218798369496	True	0.6572298491723934	False	False	False	False	False	False
psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin APC	myeloid_apc	APOE	3	3	6.455069096156058	7.075493226709388	-0.6204241305533298	-0.4987881124516489	-0.7636102282953103	0.5004717918404603	0.129422514619883	0.2324778420038535	1.0	6.765281161432722	True	0.8294311910153013	False	False	False	False	False	False
ibd_uc_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon stromal	tissue_resident	APOE	6	6	7.042546026182673	8.196812980755706	-1.1542669545730329	-0.3465971180126209	-0.6503508030010392	0.5302888324994504	0.3037170372107411	0.4382828644343801	1.0	7.619679503469189	True	0.823698173652764	False	False	False	False	False	False
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	APOE	6	6	8.900533542689567	8.196812980755706	0.7037205619338618	0.2860176386038081	0.5366801720828916	0.6078290636678411	0.4511439074301855	0.4382828644343801	1.0	8.548673261722636	True	0.8748455710406243	False	False	False	False	False	False
t1d_acinar_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic acinar cell	tissue_resident	APOE	5	18	2.3819417109128773	1.8854918367208728	0.4964498741920045	0.3648679577906537	0.5023392747077849	0.6389452503149488	0.0322356962915409	0.0105376629830427	0.8695652173913043	1.9934157224147868	True	0.8443043546008672	False	False	False	False	False	False
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	APOE	6	6	6.837472922118273	6.321018329599606	0.5164545925186674	0.256959745161042	0.4821562786287819	0.6408266291066776	0.1228881640780192	0.1264353082567079	1.0	6.579245625858938	True	0.8815681606026166	False	False	False	False	False	False
psoriasis_skin_stromal	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin stromal	tissue_resident	APOE	3	3	9.797620206759111	9.55089625844053	0.2467239483185821	0.3177503552120482	0.4864538974110146	0.6701049301328738	0.3907678361711216	0.4653235335698997	1.0	9.67425823259982	True	0.8937656529062014	False	False	False	False	False	False
t1d_ductal_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic ductal cell	tissue_resident	APOE	5	19	2.5198513584563584	2.94133083484637	-0.4214794763900116	-0.2401539777278833	-0.4327995075035249	0.681804691238913	0.0453280033239729	0.0468054321045889	0.8333333333333334	2.8535226105984504	True	0.8550974323167888	False	False	False	False	False	False
t1d_beta_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	APOE	3	19	2.740495373050597	2.530425638565545	0.2100697344850521	0.1398887870155222	0.1471650286744316	0.8954803441830226	0.0251850719588648	0.0326773281455383	0.9090909090909092	2.5590715114498703	True	0.970618794829972	False	False	False	False	False	False
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	myeloid_apc	APOE	9	13	9.0476710055065	9.04318854601168	0.0044824594948202	0.0052859279960995	0.013117300879555	0.9896695716766536	0.3644037825035702	0.4151718289496385	1.0	9.045022279441378	True	0.9990536262811311	False	False	False	False	False	False
ibd_uc_epithelial	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon epithelial	tissue_resident	BTN2A2	6	6	3.876773184324376	2.1323761036702957	1.74439708065408	1.8154094905797409	3.406413263745748	0.0102124579961972	0.0328519137199103	0.010798129081815	1.0	3.004574643997336	False	0.1912903007943069	True	False	False	False	True	False
ibd_crohn_epithelial	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon epithelial	tissue_resident	BTN2A2	6	6	2.9718157153145466	2.1323761036702957	0.8394396116442508	1.214078496283968	2.278082776602376	0.0467727595251759	0.0251181470213408	0.010798129081815	1.0	2.552095909492422	False	0.2825077814815533	True	False	False	False	True	False
ibd_uc_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon stromal	tissue_resident	BTN2A2	6	6	3.984481153788097	2.7643663028080443	1.2201148509800528	1.2436752656366905	2.3336178105494234	0.0469697660696588	0.1006778483501642	0.0358867137862812	1.0	3.3744237282980705	False	0.3670598984936684	True	False	False	False	True	False
psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin APC	myeloid_apc	BTN2A2	3	3	5.531397770381243	4.35713597050185	1.1742617998793934	2.1101083872657735	3.2304305317301663	0.0482990980476898	0.2455409356725146	0.1176416184971098	1.0	4.944266870441546	False	0.7297013371935511	True	False	False	False	True	False
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	BTN2A2	11	14	3.1883911439033152	3.8279472015389926	-0.6395560576356774	-0.7114649819798052	-1.6641122813382607	0.1211554546232187	0.0280393792461406	0.0421788671288752	0.96	3.546542536179294	False	0.8441184433525579	False	False	False	False	False	False
t1d_ductal_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic ductal cell	tissue_resident	BTN2A2	5	19	3.89889737578156	3.210237434814072	0.6886599409674878	0.6145025316556331	1.435642588204756	0.1911199249022082	0.0717538105060749	0.0513779673214405	0.9583333333333334	3.3537082558489657	False	0.5749469775492863	False	False	False	False	False	False
t1d_stellate_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	BTN2A2	4	17	1.746415516659891	2.590594870869487	-0.8441793542095961	-0.4497226296680835	-1.120924627321647	0.2985918298625501	0.0232041056047302	0.056143705864505	0.7619047619047619	2.4297988034009927	False	0.7247680498795128	False	False	False	False	False	False
