seed	n_requested	event_rate_target	odds_ratio_per_latent_sd	missing_rate	molecular_repeats	measurement_reliability_per_repeat	label_noise	alpha	n_simulated_cohorts	n_valid_fits	valid_fit_rate	median_usable_n	median_events	conclusive_count	conclusive_probability	conclusive_probability_ci_low	conclusive_probability_ci_high	median_fitted_log_odds_per_observed_sd
54701	40	0.3	1.5	0.0	1	0.7	0.0	0.05	500	498	0.996	40.0	12.0	74	0.148	0.1195614053892054	0.18180613029572734	0.35034277840706385
54701	40	0.3	1.5	0.0	2	0.7	0.0	0.05	500	497	0.994	40.0	12.0	76	0.152	0.12319239267380164	0.18611414828743875	0.39816885360016285
54701	40	0.3	1.5	0.2	1	0.7	0.0	0.05	500	485	0.97	32.0	9.0	55	0.11	0.0854914151566031	0.14045557040340767	0.3782925651952264
54701	40	0.3	1.5	0.2	2	0.7	0.0	0.05	500	489	0.978	32.0	9.0	49	0.098	0.07492391886460623	0.12720605086648182	0.3849734709276923
54701	40	0.3	2.0	0.0	1	0.7	0.0	0.05	500	498	0.996	40.0	12.0	145	0.29	0.2519474198773656	0.33125480311648636	0.6011327453170223
54701	40	0.3	2.0	0.0	2	0.7	0.0	0.05	500	499	0.998	40.0	12.0	146	0.292	0.2538524938356277	0.3333192317963781	0.6093817873534563
54701	40	0.3	2.0	0.2	1	0.7	0.0	0.05	500	492	0.984	32.0	10.0	101	0.202	0.16914122067557874	0.23940288623950645	0.5412167727869668
54701	40	0.3	2.0	0.2	2	0.7	0.0	0.05	500	496	0.992	32.0	9.0	137	0.274	0.2367406256658206	0.3147055762228011	0.6846017121482227
54701	60	0.15	1.0	0.0	1	0.7	0.0	0.05	500	476	0.952	60.0	9.0	22	0.044	0.02923395562860718	0.06571944287232845	-0.005335760149901742
54701	60	0.15	1.0	0.0	2	0.7	0.0	0.05	500	481	0.962	60.0	9.0	26	0.052	0.035730265115705276	0.07510114393784553	-0.0035033490036326647
54701	60	0.15	1.0	0.2	1	0.7	0.0	0.05	500	439	0.878	48.0	7.0	16	0.032	0.019791513626571118	0.051344869045441784	0.023661205232502435
54701	60	0.15	1.0	0.2	2	0.7	0.0	0.05	500	443	0.886	48.0	7.0	19	0.038	0.024460118055830385	0.05858477253064388	-0.010584880323439344
54701	60	0.15	1.25	0.0	1	0.7	0.0	0.05	500	481	0.962	60.0	9.0	31	0.062	0.044019209142681565	0.08665971310163822	0.13833552916559774
54701	60	0.15	1.25	0.0	2	0.7	0.0	0.05	500	478	0.956	60.0	9.0	37	0.074	0.054161184751011976	0.10033475332223055	0.21219332682962322
54701	60	0.15	1.25	0.2	1	0.7	0.0	0.05	500	422	0.844	48.0	7.0	19	0.038	0.024460118055830385	0.05858477253064388	0.194603723236018
54701	60	0.15	1.25	0.2	2	0.7	0.0	0.05	500	429	0.858	48.0	7.0	24	0.048	0.03246520694135317	0.07042719683589006	0.23326292234832263
54701	60	0.15	1.5	0.0	1	0.7	0.0	0.05	500	475	0.95	60.0	9.0	75	0.15	0.12137595769138819	0.18396108063169836	0.38701815451666416
54701	60	0.15	1.5	0.0	2	0.7	0.0	0.05	500	484	0.968	60.0	9.0	77	0.154	0.1250106802783401	0.18826536332105404	0.3706594393891497
54701	60	0.15	1.5	0.2	1	0.7	0.0	0.05	500	418	0.836	48.0	7.0	58	0.116	0.09081365651103794	0.1470418369634342	0.3705189335826796
54701	60	0.15	1.5	0.2	2	0.7	0.0	0.05	500	431	0.862	48.0	7.0	58	0.116	0.09081365651103794	0.1470418369634342	0.37878261229009563
54701	60	0.15	2.0	0.0	1	0.7	0.0	0.05	500	478	0.956	60.0	9.0	138	0.276	0.23863813294339814	0.31677757158337744	0.5897664303199692
54701	60	0.15	2.0	0.0	2	0.7	0.0	0.05	500	476	0.952	60.0	9.0	162	0.324	0.2844552822318157	0.3662284856106508	0.6517298399529368
54701	60	0.15	2.0	0.2	1	0.7	0.0	0.05	500	426	0.852	48.0	7.0	93	0.186	0.1543339917500702	0.22245409405978459	0.5892489678839867
54701	60	0.15	2.0	0.2	2	0.7	0.0	0.05	500	421	0.842	48.0	7.0	130	0.26	0.22348572318538285	0.3001739602361623	0.6775883388754557
54701	60	0.3	1.0	0.0	1	0.7	0.0	0.05	500	500	1.0	60.0	18.0	15	0.03	0.018263213197913384	0.04890366683594573	0.0008641236047151578
54701	60	0.3	1.0	0.0	2	0.7	0.0	0.05	500	500	1.0	60.0	18.0	16	0.032	0.019791513626571118	0.051344869045441784	0.018838522220807917
54701	60	0.3	1.0	0.2	1	0.7	0.0	0.05	500	500	1.0	48.0	14.0	27	0.054	0.03737435018105752	0.07742656151064709	0.01091573396245523
54701	60	0.3	1.0	0.2	2	0.7	0.0	0.05	500	500	1.0	48.0	14.0	23	0.046	0.030845108370816204	0.06807779276827323	0.03062579644461825
54701	60	0.3	1.25	0.0	1	0.7	0.0	0.05	500	500	1.0	60.0	17.5	42	0.084	0.06274413680383038	0.1115993144601811	0.18257115309362398
54701	60	0.3	1.25	0.0	2	0.7	0.0	0.05	500	500	1.0	60.0	18.0	45	0.09	0.0679425478891394	0.11830941128933344	0.18726126403546073
54701	60	0.3	1.25	0.2	1	0.7	0.0	0.05	500	500	1.0	48.0	14.0	20	0.04	0.026040797389777257	0.060973595834850805	0.17694904508761217
54701	60	0.3	1.25	0.2	2	0.7	0.0	0.05	500	500	1.0	48.0	14.0	39	0.078	0.05758139347616159	0.10485354987338852	0.22614221281463603
54701	60	0.3	1.5	0.0	1	0.7	0.0	0.05	500	500	1.0	60.0	18.0	97	0.194	0.1617264666432368	0.2309396297192332	0.37272287635713935
54701	60	0.3	1.5	0.0	2	0.7	0.0	0.05	500	500	1.0	60.0	18.0	100	0.2	0.16728549897175743	0.23728910530517394	0.3693871572867017
54701	60	0.3	1.5	0.2	1	0.7	0.0	0.05	500	500	1.0	48.0	14.0	87	0.174	0.14328947208106416	0.20968159789986787	0.361307956690154
54701	60	0.3	1.5	0.2	2	0.7	0.0	0.05	500	500	1.0	48.0	14.0	71	0.142	0.114129360445696	0.1753296673247754	0.3523026767659119
54701	60	0.3	2.0	0.0	1	0.7	0.0	0.05	500	500	1.0	60.0	18.0	221	0.442	0.3990759531428234	0.4858084703507167	0.5980405021501758
54701	60	0.3	2.0	0.0	2	0.7	0.0	0.05	500	500	1.0	60.0	18.0	241	0.482	0.4385065876245351	0.5257678886320809	0.6066798084345602
54701	60	0.3	2.0	0.2	1	0.7	0.0	0.05	500	499	0.998	48.0	14.0	184	0.368	0.3268845483787568	0.4111282775030931	0.6113807459633106
54701	60	0.3	2.0	0.2	2	0.7	0.0	0.05	500	500	1.0	48.0	14.0	202	0.404	0.36187922469306827	0.44758464867554987	0.6361227918612435
54701	80	0.15	1.0	0.0	1	0.7	0.0	0.05	500	497	0.994	80.0	12.0	18	0.036	0.02289106098029272	0.056184326968027755	0.006141903148970679
54701	80	0.15	1.0	0.0	2	0.7	0.0	0.05	500	499	0.998	80.0	12.0	18	0.036	0.02289106098029272	0.056184326968027755	0.011824540532375376
54701	80	0.15	1.0	0.2	1	0.7	0.0	0.05	500	487	0.974	64.0	9.0	19	0.038	0.024460118055830385	0.05858477253064388	-0.004696258418960655
54701	80	0.15	1.0	0.2	2	0.7	0.0	0.05	500	479	0.958	64.0	10.0	23	0.046	0.030845108370816204	0.06807779276827323	-0.005924330319861109
54701	80	0.15	1.25	0.0	1	0.7	0.0	0.05	500	499	0.998	80.0	12.0	35	0.07	0.0507597429450181	0.09579718985191686	0.1688468807118695
54701	80	0.15	1.25	0.0	2	0.7	0.0	0.05	500	495	0.99	80.0	12.0	50	0.1	0.07667756273730172	0.1294219096319401	0.17805700353048579
54701	80	0.15	1.25	0.2	1	0.7	0.0	0.05	500	485	0.97	64.0	10.0	42	0.084	0.06274413680383038	0.1115993144601811	0.17603334598527995
54701	80	0.15	1.25	0.2	2	0.7	0.0	0.05	500	488	0.976	64.0	9.0	44	0.088	0.06620598447492893	0.11607647206539012	0.23887600141702275
54701	80	0.15	1.5	0.0	1	0.7	0.0	0.05	500	497	0.994	80.0	12.0	73	0.146	0.11774876682646929	0.1796492662203097	0.32010754675059533
54701	80	0.15	1.5	0.0	2	0.7	0.0	0.05	500	499	0.998	80.0	12.0	88	0.176	0.1451264013297259	0.21181417128935995	0.38083297551130996
54701	80	0.15	1.5	0.2	1	0.7	0.0	0.05	500	487	0.974	64.0	10.0	77	0.154	0.1250106802783401	0.18826536332105404	0.3544985720489434
54701	80	0.15	1.5	0.2	2	0.7	0.0	0.05	500	484	0.968	64.0	9.0	84	0.168	0.13778823297684417	0.20327432908962656	0.39044440834176464
54701	80	0.15	2.0	0.0	1	0.7	0.0	0.05	500	498	0.996	80.0	12.0	185	0.37	0.32882226377423945	0.4131600647457642	0.5834461740150974
54701	80	0.15	2.0	0.0	2	0.7	0.0	0.05	500	499	0.998	80.0	12.0	211	0.422	0.37946637498097113	0.4657230221310311	0.6088971632951603
54701	80	0.15	2.0	0.2	1	0.7	0.0	0.05	500	480	0.96	64.0	10.0	149	0.298	0.2595732118784324	0.3395070216680347	0.5903857852952298
54701	80	0.15	2.0	0.2	2	0.7	0.0	0.05	500	487	0.974	64.0	9.0	174	0.348	0.30755030205694756	0.39076749744336436	0.6381367261298838
54701	80	0.3	1.0	0.0	1	0.7	0.0	0.05	500	500	1.0	80.0	24.0	16	0.032	0.019791513626571118	0.051344869045441784	-0.0006161862994391937
54701	80	0.3	1.0	0.0	2	0.7	0.0	0.05	500	500	1.0	80.0	24.0	17	0.034	0.02133451980853219	0.053771365501634506	0.0007571390296411578
54701	80	0.3	1.0	0.2	1	0.7	0.0	0.05	500	500	1.0	64.0	19.0	22	0.044	0.02923395562860718	0.06571944287232845	-0.017833471731851548
54701	80	0.3	1.0	0.2	2	0.7	0.0	0.05	500	500	1.0	64.0	19.0	19	0.038	0.024460118055830385	0.05858477253064388	0.030083057290162016
54701	80	0.3	1.25	0.0	1	0.7	0.0	0.05	500	500	1.0	80.0	24.0	51	0.102	0.07843435210316954	0.13163462290422606	0.1985359014659123
54701	80	0.3	1.25	0.0	2	0.7	0.0	0.05	500	500	1.0	80.0	24.0	59	0.118	0.09259300825150649	0.14923198786111944	0.21345882827441293
54701	80	0.3	1.25	0.2	1	0.7	0.0	0.05	500	500	1.0	64.0	19.0	45	0.09	0.0679425478891394	0.11830941128933344	0.18064984497093034
54701	80	0.3	1.25	0.2	2	0.7	0.0	0.05	500	500	1.0	64.0	19.0	51	0.102	0.07843435210316954	0.13163462290422606	0.1975891137932995
54701	80	0.3	1.5	0.0	1	0.7	0.0	0.05	500	500	1.0	80.0	24.0	128	0.256	0.21970770819171886	0.2960129699535187	0.3324743976033166
54701	80	0.3	1.5	0.0	2	0.7	0.0	0.05	500	500	1.0	80.0	24.0	154	0.308	0.26912574805455886	0.3498019986826773	0.38875376363971814
54701	80	0.3	1.5	0.2	1	0.7	0.0	0.05	500	500	1.0	64.0	19.0	100	0.2	0.16728549897175743	0.23728910530517394	0.35941335797849067
54701	80	0.3	1.5	0.2	2	0.7	0.0	0.05	500	500	1.0	64.0	19.0	146	0.292	0.2538524938356277	0.3333192317963781	0.3788358228703025
54701	80	0.3	2.0	0.0	1	0.7	0.0	0.05	500	500	1.0	80.0	24.0	311	0.622	0.5787204544668169	0.6634192064605645	0.6081400619984971
54701	80	0.3	2.0	0.0	2	0.7	0.0	0.05	500	500	1.0	80.0	24.0	314	0.628	0.5848089173303663	0.6692392515114762	0.6132285305565484
54701	80	0.3	2.0	0.2	1	0.7	0.0	0.05	500	500	1.0	64.0	19.0	229	0.458	0.4148146097748511	0.5018258348239194	0.5674208062108663
54701	80	0.3	2.0	0.2	2	0.7	0.0	0.05	500	500	1.0	64.0	19.0	269	0.538	0.494176845283715	0.581243704841207	0.6351346953571904
54701	120	0.15	1.0	0.0	1	0.7	0.0	0.05	500	500	1.0	120.0	18.0	28	0.056	0.03902562068315149	0.0797447936467069	0.000447552792558348
54701	120	0.15	1.0	0.0	2	0.7	0.0	0.05	500	500	1.0	120.0	17.0	28	0.056	0.03902562068315149	0.0797447936467069	-0.012809155480214968
54701	120	0.15	1.0	0.2	1	0.7	0.0	0.05	500	500	1.0	96.0	14.0	23	0.046	0.030845108370816204	0.06807779276827323	0.018177192121286205
54701	120	0.15	1.0	0.2	2	0.7	0.0	0.05	500	500	1.0	96.0	14.0	23	0.046	0.030845108370816204	0.06807779276827323	-0.021644325864955332
54701	120	0.15	1.25	0.0	1	0.7	0.0	0.05	500	500	1.0	120.0	18.0	41	0.082	0.06101908946846894	0.10935485915738875	0.17879353554433303
54701	120	0.15	1.25	0.0	2	0.7	0.0	0.05	500	500	1.0	120.0	18.0	50	0.1	0.07667756273730172	0.1294219096319401	0.2077176957052336
54701	120	0.15	1.25	0.2	1	0.7	0.0	0.05	500	500	1.0	96.0	14.0	39	0.078	0.05758139347616159	0.10485354987338852	0.16653008849790782
54701	120	0.15	1.25	0.2	2	0.7	0.0	0.05	500	500	1.0	96.0	14.0	28	0.056	0.03902562068315149	0.0797447936467069	0.15932304261929714
54701	120	0.15	1.5	0.0	1	0.7	0.0	0.05	500	500	1.0	120.0	18.0	128	0.256	0.21970770819171886	0.2960129699535187	0.33975840287730597
54701	120	0.15	1.5	0.0	2	0.7	0.0	0.05	500	500	1.0	120.0	18.0	140	0.28	0.2424360430412755	0.3209186667618076	0.36427670661574285
54701	120	0.15	1.5	0.2	1	0.7	0.0	0.05	500	500	1.0	96.0	14.0	120	0.24	0.204637860033381	0.2793267970066262	0.35576879863168637
54701	120	0.15	1.5	0.2	2	0.7	0.0	0.05	500	500	1.0	96.0	14.0	108	0.216	0.18216774485419415	0.25416288052796754	0.39823825148002
54701	120	0.15	2.0	0.0	1	0.7	0.0	0.05	500	500	1.0	120.0	18.0	280	0.56	0.5161968735863127	0.6028882055583011	0.5978454738874242
54701	120	0.15	2.0	0.0	2	0.7	0.0	0.05	500	500	1.0	120.0	18.0	317	0.634	0.5909042816385175	0.6750523951177865	0.6149321048242711
54701	120	0.15	2.0	0.2	1	0.7	0.0	0.05	500	500	1.0	96.0	14.0	244	0.488	0.4444452370209479	0.5317377471501294	0.5956744867654622
54701	120	0.15	2.0	0.2	2	0.7	0.0	0.05	500	500	1.0	96.0	14.0	270	0.54	0.4961751552930624	0.5832148974700135	0.6417805424256655
54701	120	0.3	1.0	0.0	1	0.7	0.0	0.05	500	500	1.0	120.0	36.0	19	0.038	0.024460118055830385	0.05858477253064388	-0.0057851449740155755
54701	120	0.3	1.0	0.0	2	0.7	0.0	0.05	500	500	1.0	120.0	36.0	21	0.042	0.027632310108451703	0.06335158575433016	-0.002243511319153271
54701	120	0.3	1.0	0.2	1	0.7	0.0	0.05	500	500	1.0	97.0	29.0	26	0.052	0.035730265115705276	0.07510114393784553	-0.008422954939401591
54701	120	0.3	1.0	0.2	2	0.7	0.0	0.05	500	500	1.0	96.0	29.0	23	0.046	0.030845108370816204	0.06807779276827323	0.008015314512427209
54701	120	0.3	1.25	0.0	1	0.7	0.0	0.05	500	500	1.0	120.0	36.0	69	0.138	0.1105180088988837	0.17100201359528017	0.18175310678315326
54701	120	0.3	1.25	0.0	2	0.7	0.0	0.05	500	500	1.0	120.0	36.0	75	0.15	0.12137595769138819	0.18396108063169836	0.1871508419479505
54701	120	0.3	1.25	0.2	1	0.7	0.0	0.05	500	500	1.0	97.0	29.0	62	0.124	0.09794609113930344	0.15578741288778383	0.19068742478238443
54701	120	0.3	1.25	0.2	2	0.7	0.0	0.05	500	500	1.0	97.0	29.0	63	0.126	0.09973528894537706	0.15796771771986404	0.19727899402394555
54701	120	0.3	1.5	0.0	1	0.7	0.0	0.05	500	500	1.0	120.0	36.0	174	0.348	0.30755030205694756	0.39076749744336436	0.3282389873061067
54701	120	0.3	1.5	0.0	2	0.7	0.0	0.05	500	500	1.0	120.0	36.0	195	0.39	0.3482413304011046	0.43343602450043706	0.3500730273998257
54701	120	0.3	1.5	0.2	1	0.7	0.0	0.05	500	500	1.0	96.0	28.0	146	0.292	0.2538524938356277	0.3333192317963781	0.3402211976439311
54701	120	0.3	1.5	0.2	2	0.7	0.0	0.05	500	500	1.0	96.0	29.0	165	0.33	0.2902178997291812	0.3723743760277467	0.3689246033484607
54701	120	0.3	2.0	0.0	1	0.7	0.0	0.05	500	500	1.0	120.0	36.0	373	0.746	0.7060690794081029	0.7821797450848135	0.5489336031000149
54701	120	0.3	2.0	0.0	2	0.7	0.0	0.05	500	500	1.0	120.0	36.0	393	0.786	0.7479418772435874	0.8196970000124048	0.6211736009157559
54701	120	0.3	2.0	0.2	1	0.7	0.0	0.05	500	500	1.0	96.0	29.0	318	0.636	0.5929376153133843	0.6769885640810736	0.5830486443377966
54701	120	0.3	2.0	0.2	2	0.7	0.0	0.05	500	500	1.0	97.0	29.0	364	0.728	0.6873673929547526	0.7651559077947796	0.61611179776021
54701	160	0.15	1.0	0.0	1	0.7	0.0	0.05	500	500	1.0	160.0	24.0	25	0.05	0.034093745243849435	0.0727681611715476	-0.020154345820748966
54701	160	0.15	1.0	0.0	2	0.7	0.0	0.05	500	500	1.0	160.0	23.0	24	0.048	0.03246520694135317	0.07042719683589006	0.02373068161677222
54701	160	0.15	1.0	0.2	1	0.7	0.0	0.05	500	500	1.0	128.0	19.0	30	0.06	0.0423483564809462	0.08436106312521979	-0.03249883956830665
54701	160	0.15	1.0	0.2	2	0.7	0.0	0.05	500	500	1.0	128.0	19.0	26	0.052	0.035730265115705276	0.07510114393784553	0.0036028379392351846
54701	160	0.15	1.25	0.0	1	0.7	0.0	0.05	500	500	1.0	160.0	24.0	57	0.114	0.08903690099400285	0.1448490898423155	0.1784360449535505
54701	160	0.15	1.25	0.0	2	0.7	0.0	0.05	500	500	1.0	160.0	24.0	70	0.14	0.11232266018786358	0.17316686494445405	0.21057154374087156
54701	160	0.15	1.25	0.2	1	0.7	0.0	0.05	500	500	1.0	129.0	19.0	57	0.114	0.08903690099400285	0.1448490898423155	0.18714988060394336
54701	160	0.15	1.25	0.2	2	0.7	0.0	0.05	500	500	1.0	128.0	19.0	75	0.15	0.12137595769138819	0.18396108063169836	0.2008771509791864
54701	160	0.15	1.5	0.0	1	0.7	0.0	0.05	500	500	1.0	160.0	24.0	156	0.312	0.27295294872528497	0.3539138032882587	0.3419736380297473
54701	160	0.15	1.5	0.0	2	0.7	0.0	0.05	500	500	1.0	160.0	24.0	169	0.338	0.29791302434501227	0.3805572619645308	0.36092074113966444
54701	160	0.15	1.5	0.2	1	0.7	0.0	0.05	500	500	1.0	128.0	19.0	128	0.256	0.21970770819171886	0.2960129699535187	0.3394170200726355
54701	160	0.15	1.5	0.2	2	0.7	0.0	0.05	500	500	1.0	128.0	19.0	150	0.3	0.2614819321406983	0.3415678040439227	0.3592176476421801
54701	160	0.15	2.0	0.0	1	0.7	0.0	0.05	500	500	1.0	160.0	24.0	349	0.698	0.6563723120570819	0.7366084491201434	0.5929642685116931
54701	160	0.15	2.0	0.0	2	0.7	0.0	0.05	500	500	1.0	160.0	24.0	390	0.78	0.7416313019131544	0.8140990674283763	0.6273792033841636
54701	160	0.15	2.0	0.2	1	0.7	0.0	0.05	500	500	1.0	128.0	19.0	298	0.596	0.5524153513244502	0.6381207753069317	0.5741503382916852
54701	160	0.15	2.0	0.2	2	0.7	0.0	0.05	500	500	1.0	128.0	19.0	322	0.644	0.601078749973113	0.68472543997396	0.617402005969004
54701	160	0.3	1.0	0.0	1	0.7	0.0	0.05	500	500	1.0	160.0	48.0	18	0.036	0.02289106098029272	0.056184326968027755	-0.004493114262736852
54701	160	0.3	1.0	0.0	2	0.7	0.0	0.05	500	500	1.0	160.0	48.0	30	0.06	0.0423483564809462	0.08436106312521979	0.012078453015209285
54701	160	0.3	1.0	0.2	1	0.7	0.0	0.05	500	500	1.0	128.0	38.0	20	0.04	0.026040797389777257	0.060973595834850805	-0.003439659522442613
54701	160	0.3	1.0	0.2	2	0.7	0.0	0.05	500	500	1.0	128.0	39.0	28	0.056	0.03902562068315149	0.0797447936467069	-0.002457926841933592
54701	160	0.3	1.25	0.0	1	0.7	0.0	0.05	500	500	1.0	160.0	48.0	91	0.182	0.1506464452041556	0.2182026353293916	0.18502394421485296
54701	160	0.3	1.25	0.0	2	0.7	0.0	0.05	500	500	1.0	160.0	48.0	104	0.208	0.17471631170962926	0.24573630311991723	0.19627267918444963
54701	160	0.3	1.25	0.2	1	0.7	0.0	0.05	500	500	1.0	128.0	38.0	79	0.158	0.1286526978644355	0.19256235101126623	0.20442827600365096
54701	160	0.3	1.25	0.2	2	0.7	0.0	0.05	500	500	1.0	128.0	38.0	87	0.174	0.14328947208106416	0.20968159789986787	0.21479441961789375
54701	160	0.3	1.5	0.0	1	0.7	0.0	0.05	500	500	1.0	160.0	48.0	222	0.444	0.4010408191814197	0.4878131069502743	0.32125462219897294
54701	160	0.3	1.5	0.0	2	0.7	0.0	0.05	500	500	1.0	160.0	48.0	281	0.562	0.5182029258694332	0.6048516559133346	0.3835306052245099
54701	160	0.3	1.5	0.2	1	0.7	0.0	0.05	500	500	1.0	128.0	38.0	186	0.372	0.3307607484885237	0.4151910826696337	0.34927754864682065
54701	160	0.3	1.5	0.2	2	0.7	0.0	0.05	500	500	1.0	128.0	39.0	220	0.44	0.397111794441699	0.4838031264136874	0.3713736616869937
54701	160	0.3	2.0	0.0	1	0.7	0.0	0.05	500	500	1.0	160.0	48.0	435	0.87	0.8376786384230859	0.8966793496353656	0.572064436012367
54701	160	0.3	2.0	0.0	2	0.7	0.0	0.05	500	500	1.0	160.0	48.0	453	0.906	0.8772354441374409	0.9285735914077787	0.6131823779682797
54701	160	0.3	2.0	0.2	1	0.7	0.0	0.05	500	500	1.0	128.0	38.0	410	0.82	0.7839253300173655	0.851195092087241	0.5671018693063283
54701	160	0.3	2.0	0.2	2	0.7	0.0	0.05	500	500	1.0	128.0	38.0	414	0.828	0.7924525525008731	0.8585458801563487	0.6268733826393926
54701	240	0.15	1.0	0.0	1	0.7	0.0	0.05	500	500	1.0	240.0	36.0	24	0.048	0.03246520694135317	0.07042719683589006	-0.011979913639617838
54701	240	0.15	1.0	0.0	2	0.7	0.0	0.05	500	500	1.0	240.0	36.0	30	0.06	0.0423483564809462	0.08436106312521979	0.0011504972293766176
54701	240	0.15	1.0	0.2	1	0.7	0.0	0.05	500	500	1.0	193.0	29.0	21	0.042	0.027632310108451703	0.06335158575433016	0.01283559104331275
54701	240	0.15	1.0	0.2	2	0.7	0.0	0.05	500	500	1.0	192.0	28.0	23	0.046	0.030845108370816204	0.06807779276827323	-0.0022544426857485853
54701	240	0.15	1.25	0.0	1	0.7	0.0	0.05	500	500	1.0	240.0	36.0	77	0.154	0.1250106802783401	0.18826536332105404	0.18600061007219254
54701	240	0.15	1.25	0.0	2	0.7	0.0	0.05	500	500	1.0	240.0	36.0	101	0.202	0.16914122067557874	0.23940288623950645	0.20184877540038082
54701	240	0.15	1.25	0.2	1	0.7	0.0	0.05	500	500	1.0	193.0	29.0	70	0.14	0.11232266018786358	0.17316686494445405	0.18076483327859855
54701	240	0.15	1.25	0.2	2	0.7	0.0	0.05	500	500	1.0	191.0	28.0	82	0.164	0.13412892031587176	0.1989946364742914	0.20564054176398958
54701	240	0.15	1.5	0.0	1	0.7	0.0	0.05	500	500	1.0	240.0	36.0	231	0.462	0.41875629515879303	0.505823154716285	0.3538462038178394
54701	240	0.15	1.5	0.0	2	0.7	0.0	0.05	500	500	1.0	240.0	36.0	251	0.502	0.45832636322986225	0.5456431394082917	0.36445443711079994
