gene	wave	channel	source_path	source_row_index	call_text	status	source_numeric_score	source_score_percentile	channel_points	blocker_text	evidence_text
DCLRE1B	wave55	external_genetics	results_v3/wave55_external_genetics_druggability_sweep/external_genetics_rank.tsv	179	do_not_promote	hard_no	11.0	0.315	-0.09869999999999998		DNA cross-link repair 1B; RA;T1D; 0.0; 0.0; 0.095580230957827; 2; 0
DDIT3	wave38	crispr_state_druggability	results_v3/wave38_crispr_state_druggability_rescue/crispr_state_druggability_rescue_rank.tsv	74	NO_GO_CRISPR_RESCUE; UNRESOLVED	hard_no	4.0	0.5896739130434783	0.18146739130434789	screen_direction_unresolved;insufficient_directional_cross_disease_state_support;no_ms_directional_anchor;no_chembl_target;no_chembl_activity;screen_wilcoxon_fdr_not_significant	unresolved; 0.0; 0.0; -0.0117596536574264; 0.920009505703422
DDIT4	wave60	circuit_coupling	results_v3/wave60_circuit_coupling_pivot/circuit_predictor_rank.tsv	245	PARK_CIRCUIT_COUPLING_NEEDS_MS_OR_PERTURBATION; UNRESOLVED	parked	3.3058411802193004	0.8659420289855072	1.0674456521739129		gene; 5; Crohn disease;Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis; Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis
DDX39A	wave25	causal_proxy	results_v3/wave25_causal_genetics_module_proxy/causal_proxy_candidate_matrix.tsv	71	NO_GO_CAUSAL_PROXY	hard_no	4.0	0.5388349514563107	0.1188106796116505	no_target_resolved_coloc_or_mr; Does not pass broad genetics, target-resolved causality, module-state, and perturbation gates.	0; 0; 0; 0; 4
DENND1B	wave55	external_genetics	results_v3/wave55_external_genetics_druggability_sweep/external_genetics_rank.tsv	21		unlabeled	21.0	0.915	1.1133		DENN domain containing 1B; AS;Crohn;PBC;Psoriasis;RA;UC; 0.0; 0.0; 0.0699120417253364; 1; 0
DENND2D	wave60	circuit_coupling	results_v3/wave60_circuit_coupling_pivot/circuit_predictor_rank.tsv	274	PARK_CIRCUIT_COUPLING_NEEDS_MS_OR_PERTURBATION; UNRESOLVED	parked	2.220722141491347	0.7210144927536232	0.9565760869565217		gene; 5; Crohn disease;Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis; Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis
DGKQ	wave38	crispr_state_druggability	results_v3/wave38_crispr_state_druggability_rescue/crispr_state_druggability_rescue_rank.tsv	143	NO_GO_CRISPR_RESCUE; KO_IMPAIRS_EFFEROCYTOSIS_POSITIVE_REGULATOR; NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	hard_no	1.0	0.20923913043478262	-0.20657608695652172	insufficient_directional_cross_disease_state_support;no_chembl_target;no_chembl_activity;prior_art_or_trial_crowded;screen_wilcoxon_fdr_not_significant	activate_or_restore; 1.0; 1.0; psoriasis; -0.4635379774411792; 0.920009505703422; 0.0
DNAH9	wave38	crispr_state_druggability	results_v3/wave38_crispr_state_druggability_rescue/crispr_state_druggability_rescue_rank.tsv	175	NO_GO_CRISPR_RESCUE; KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	hard_no	4.0	0.5896739130434783	0.18146739130434789	insufficient_directional_cross_disease_state_support;no_ms_directional_anchor;no_chembl_target;no_chembl_activity;prior_art_or_trial_crowded;screen_wilcoxon_fdr_not_significant	inhibit_or_reduce; 0.0; 0.0; -1.8230947503604025; 0.920009505703422
DNAJB1	wave38	crispr_state_druggability	results_v3/wave38_crispr_state_druggability_rescue/crispr_state_druggability_rescue_rank.tsv	132	NO_GO_CRISPR_RESCUE; UNRESOLVED	hard_no	7.804525170295964	0.8097826086956522	0.4059782608695653	screen_direction_unresolved;insufficient_directional_cross_disease_state_support;no_ms_directional_anchor;no_chembl_target;no_chembl_activity;screen_wilcoxon_fdr_not_significant	unresolved; 0.0; 1.0; type 1 diabetes mellitus; 0.3066017403877303; 1.0
DRD1	wave61	perturbation_guardrail	results_v3/wave61_perturbation_first_guardrail/intervention_evidence_tiers.tsv	387	PARK_L1000_ONLY_NEEDS_REAL_PERTURBATION; l1000_reversal_support_only; L1000FWD	parked	3.1173254038711673	0.3721518987341772	0.9579113924050633	non-obvious target requires prior-art and safety review	LINCS/L1000FWD; cell-line transcriptomic reversal
DUSP6	wave60	circuit_coupling	results_v3/wave60_circuit_coupling_pivot/circuit_predictor_rank.tsv	264	PARK_CIRCUIT_COUPLING_NEEDS_MS_OR_PERTURBATION; UNRESOLVED	parked	2.53726323128391	0.7753623188405797	0.9981521739130436		gene; 5; Crohn disease;Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis; Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis
DYRK1A	wave38	crispr_state_druggability	results_v3/wave38_crispr_state_druggability_rescue/crispr_state_druggability_rescue_rank.tsv	24	NO_GO_CRISPR_RESCUE; KO_IMPAIRS_EFFEROCYTOSIS_POSITIVE_REGULATOR	hard_no	4.0	0.5896739130434783	0.18146739130434789	insufficient_directional_cross_disease_state_support;no_ms_directional_anchor;no_chembl_target;prior_art_or_trial_crowded;screen_wilcoxon_fdr_not_significant	activate_or_restore; 1.0; 0.0; 0.0611303814398205; 0.920009505703422
EFR3A	wave38	crispr_state_druggability	results_v3/wave38_crispr_state_druggability_rescue/crispr_state_druggability_rescue_rank.tsv	9	NO_GO_CRISPR_RESCUE; KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR; NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	hard_no	11.0	0.9130434782608695	0.5113043478260869	insufficient_directional_cross_disease_state_support;no_chembl_target;no_chembl_activity;screen_wilcoxon_fdr_not_significant	inhibit_or_reduce; 1.0; 1.0; Crohn disease; 0.2644865146297235; 0.920009505703422; 0.0
EGFR	wave61	perturbation_guardrail	results_v3/wave61_perturbation_first_guardrail/intervention_evidence_tiers.tsv	331	PARK_L1000_ONLY_NEEDS_REAL_PERTURBATION; l1000_reversal_support_only; L1000FWD	parked	3.8539693938115462	0.5139240506329114	1.1085443037974683	non-obvious target requires prior-art and safety review	LINCS/L1000FWD; cell-line transcriptomic reversal
EGFR	wave61	perturbation_guardrail	results_v3/wave61_perturbation_first_guardrail/intervention_evidence_tiers.tsv	392	PARK_L1000_ONLY_NEEDS_REAL_PERTURBATION; l1000_reversal_support_only; L1000FWD	parked	3.046557974989275	0.3569620253164557	0.9417721518987342	non-obvious target requires prior-art and safety review	LINCS/L1000FWD; cell-line transcriptomic reversal
ELMO1	wave55	external_genetics	results_v3/wave55_external_genetics_druggability_sweep/external_genetics_rank.tsv	15		unlabeled	22.0	0.9516666666666667	1.1506999999999998		engulfment and cell motility 1; Celiac;Crohn;MS;PBC;Psoriasis;RA; 0.5108727446557169; 0.0; 0.6875666661084168; 0; 0
ENO1	wave60	circuit_coupling	results_v3/wave60_circuit_coupling_pivot/circuit_predictor_rank.tsv	226	PARK_CIRCUIT_COUPLING_NEEDS_MS_OR_PERTURBATION	parked	3.843694860764864	0.9456521739130435	1.1284239130434783		gene; 5; Crohn disease;Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis; Crohn disease;psoriasis;ulcerative colitis
EPSTI1	wave25	causal_proxy	results_v3/wave25_causal_genetics_module_proxy/causal_proxy_candidate_matrix.tsv	41	NO_GO_CAUSAL_PROXY	hard_no	4.5	0.691747572815534	0.2617839805825244	no_target_resolved_coloc_or_mr; Does not pass broad genetics, target-resolved causality, module-state, and perturbation gates.	0; 0; 0; 0; 4
ERAP1	wave55	external_genetics	results_v3/wave55_external_genetics_druggability_sweep/external_genetics_rank.tsv	34		unlabeled	20.0	0.86	1.0572		endoplasmic reticulum aminopeptidase 1; AS;Crohn;Psoriasis;RA;UC; 0.0; 0.0; 0.6266314062729791; 2; 0
ESR1	wave38	crispr_state_druggability	results_v3/wave38_crispr_state_druggability_rescue/crispr_state_druggability_rescue_rank.tsv	54	NO_GO_CRISPR_RESCUE; KO_IMPAIRS_EFFEROCYTOSIS_POSITIVE_REGULATOR	hard_no	0.7733378191817017	0.10869565217391304	-0.3091304347826087	insufficient_directional_cross_disease_state_support;no_chembl_target;prior_art_or_trial_crowded;screen_wilcoxon_fdr_not_significant	activate_or_restore; 0.0; 0.0; -0.2853984789626418; 0.920009505703422
ESR1	wave61	perturbation_guardrail	results_v3/wave61_perturbation_first_guardrail/intervention_evidence_tiers.tsv	382	PARK_L1000_ONLY_NEEDS_REAL_PERTURBATION; l1000_reversal_support_only; L1000FWD	parked	3.277072543859748	0.389873417721519	0.976740506329114	non-obvious target requires prior-art and safety review	LINCS/L1000FWD; cell-line transcriptomic reversal
ETS1	wave55	external_genetics	results_v3/wave55_external_genetics_druggability_sweep/external_genetics_rank.tsv	35	null_or_wrong_direction	unlabeled	20.0	0.86	1.0572		ETS proto-oncogene 1, transcription factor; Celiac;Psoriasis;RA;SLE; 0.0; 0.0; 0.8256964630655488; 2; 0
ETV7	wave34	genetics_expression_druggability	results_v3/wave34_genetics_expression_druggability_scan/wave34_genetics_expression_druggability_rank.tsv	479	PARK_GENETIC_CELL_STATE_NOT_CURRENTLY_DRUGGABLE	parked	11.0	0.062	0.5027	gate_druggable_surface;gate_perturbation_or_model	4; 3.0; Crohn disease;Sjogren syndrome;type 1 diabetes mellitus; 0.0
EVI5	wave63	transition_controller	results_v3/wave63_transition_controller_integrator/transition_controller_candidates.tsv	20	NO_GO_WAVE63_TRANSITION_CONTROLLER; PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE; NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	hard_no	3.0	0.38181818181818183	-0.030545454545454542	cross_disease_target_resolved;broad_genetic_support;module_or_state_support;strict_residual_or_ms_expression;real_perturbation_support;foundation_model_support;repair_or_efferocytosis_guardrail;druggable_or_modality	wave62_parked_target_resolution; 1.0; 1.0; 1.0; 1.0; 0.0
F13A1	wave38	crispr_state_druggability	results_v3/wave38_crispr_state_druggability_rescue/crispr_state_druggability_rescue_rank.tsv	117	NO_GO_CRISPR_RESCUE; UNRESOLVED	hard_no	8.873134095359214	0.8586956521739131	0.45586956521739136	screen_direction_unresolved;insufficient_directional_cross_disease_state_support;no_ms_directional_anchor;no_chembl_target;no_chembl_activity;screen_wilcoxon_fdr_not_significant	unresolved; 0.0; 0.0; -1.2416513837966685; 1.0
FAAH	wave61	perturbation_guardrail	results_v3/wave61_perturbation_first_guardrail/intervention_evidence_tiers.tsv	361	PARK_L1000_ONLY_NEEDS_REAL_PERTURBATION; l1000_reversal_support_only; L1000FWD	parked	16.384458896893634	0.9721518987341772	1.5954113924050635	non-obvious target requires prior-art and safety review	LINCS/L1000FWD; cell-line transcriptomic reversal
FAAH	wave63	transition_controller	results_v3/wave63_transition_controller_integrator/transition_controller_candidates.tsv	44	NO_GO_WAVE63_TRANSITION_CONTROLLER; NO_GO_L1000_ONLY_CONTROLLER; NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY; PARK_L1000_ONLY_NEEDS_REAL_PERTURBATION	hard_no	3.542648036244662	0.6545454545454545	0.24763636363636368	ms_target_resolved;cross_disease_target_resolved;broad_genetic_support;module_or_state_support;strict_residual_or_ms_expression;real_perturbation_support;foundation_model_support;repair_or_efferocytosis_guardrail;no_manual_or_prior_blocker; L1000 signal is not supported by V3 module genetics or immune-cell perturbation and overlaps prior inflammatory/pain biology.;non-obvious target requires prior-art and safety review	prior_transition_controller_audit; 0.0; 0.0; 0.0; 2.0; 2.0
FADS1	wave34	genetics_expression_druggability	results_v3/wave34_genetics_expression_druggability_scan/wave34_genetics_expression_druggability_rank.tsv	8	PARK_GENETIC_DRUGGABLE_NEEDS_CELL_STATE	parked	61.0	0.988	1.2898	gate_local_cell_state;gate_perturbation_or_model	9; 2.0; psoriasis;ulcerative colitis; 0.0; CHEMBL5840
FAM49B	wave38	crispr_state_druggability	results_v3/wave38_crispr_state_druggability_rescue/crispr_state_druggability_rescue_rank.tsv	1	NO_GO_CRISPR_RESCUE; KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR; NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	hard_no	15.0	0.9864130434782609	0.5861413043478261	no_ms_directional_anchor;no_chembl_target;no_chembl_activity;screen_wilcoxon_fdr_not_significant	inhibit_or_reduce; 3.0; 3.0; Crohn disease;psoriasis;ulcerative colitis; 0.1048061004481475; 0.920009505703422; 0.0
FAP	wave34a	genetics_first_target_rescue	results_v3/wave34a_genetics_first_target_rescue/genetics_first_candidate_rank.tsv	11	PARK_DIRECTION_OR_MODALITY_UNRESOLVED	parked	10.2125	0.391304347826087	0.8608695652173914	Genetic signal survives triage but direction/modality is not clean enough for promotion.; medium; Druggable stromal gene with GWAS Catalog breadth, but likely locus-proxy/tissue-remodeling rather than target-level immune causality.	fibroblast activation / tissue remodeling; enzyme inhibitor, antibody, or targeted delivery handle; unclear in autoimmunity; inhibit pathogenic fibroblast activation if causal; cell-surface serine protease; 2; 0
FAS	wave55	external_genetics	results_v3/wave55_external_genetics_druggability_sweep/external_genetics_rank.tsv	84		unlabeled	16.0	0.6633333333333333	0.8565999999999999		Fas cell surface death receptor; RA;UC; 0.0; 0.0; 0.6018745252049219; 2; 0
FBXO16	wave38	crispr_state_druggability	results_v3/wave38_crispr_state_druggability_rescue/crispr_state_druggability_rescue_rank.tsv	17	NO_GO_CRISPR_RESCUE; KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	hard_no	4.0	0.5896739130434783	0.18146739130434789	insufficient_directional_cross_disease_state_support;no_ms_directional_anchor;no_chembl_target;no_chembl_activity;screen_wilcoxon_fdr_not_significant	inhibit_or_reduce; 2.0; 2.0; Crohn disease;Sjogren syndrome; 0.920009505703422
FCGR2A	wave55	external_genetics	results_v3/wave55_external_genetics_druggability_sweep/external_genetics_rank.tsv	52		unlabeled	19.0	0.8033333333333333	0.9994		Fc gamma receptor IIa; AS;Crohn;RA;SLE;UC; 0.0; 0.0; 0.8158800925401983; 1; 0
FCGR2A	wave70	fc_ros_resolution_closure	results_v3/wave70_fc_ros_resolution_matrix/fc_ros_resolution_candidate_matrix.tsv	0	NO_GO_BLOCKED_OR_BROAD_CLASS; NO_GO_WAVE62_TARGET_RESOLUTION	hard_no	4.0	0.9827586206896551	0.24267241379310345	Fc_receptor_directionality_and_safety	activating Fc-gamma receptor comparator; PARK_GENETIC_PERTURBATION_INTERSECTION; AS;Crohn;SLE;UC; AS;Celiac;Crohn;Psoriasis;RA;SLE;UC
FCGR2A	wave70c	fc_ros_geneformer_direction_closure	results_v3/wave70c_inhibitory_receptor_geneformer_direction/geneformer_direction_candidate_calls.tsv	1	MODEL_SUPPORT_BUT_BLOCKED_COMPARATOR; NO_GO_BLOCKED_OR_BROAD_CLASS	hard_no	17.0	0.9655172413793104	0.2118103448275862	Fc_receptor_directionality_and_safety	token_deletion_moves_nonremission_cells_toward_remission_centroid; suppression_or_antagonism_direction; GSE282122_DC_post_nonremission_to_remission_UC_only; GSE282122_DC_post_nonremission_to_remission_UC_only;GSE282122_Mono_macro_post_nonremission_to_remission;GSE282122_Mono_macro_post_nonremission_to_remission_CD_only
FCGR2B	wave70	fc_ros_resolution_closure	results_v3/wave70_fc_ros_resolution_matrix/fc_ros_resolution_candidate_matrix.tsv	8	NO_GO_BLOCKED_OR_BROAD_CLASS; NO_GO_WAVE62_TARGET_RESOLUTION	hard_no	2.0	0.7241379310344828	0.13275862068965516	Fc_receptor_directionality_and_safety	inhibitory Fc-gamma receptor comparator; PARK_GENETIC_PERTURBATION_INTERSECTION; AS;Crohn;SLE;UC
FCGR2B	wave70c	fc_ros_geneformer_direction_closure	results_v3/wave70c_inhibitory_receptor_geneformer_direction/geneformer_direction_candidate_calls.tsv	6	MODEL_OPPOSING_BUT_BLOCKED_COMPARATOR; NO_GO_BLOCKED_OR_BROAD_CLASS	hard_no	4.0	0.5517241379310345	0.053534482758620695	Fc_receptor_directionality_and_safety	token_deletion_moves_nonremission_cells_away_from_remission_centroid; restoration_or_agonism_direction; GSE282122_DC_post_nonremission_to_remission
FCGRT	wave38	crispr_state_druggability	results_v3/wave38_crispr_state_druggability_rescue/crispr_state_druggability_rescue_rank.tsv	183	NO_GO_CRISPR_RESCUE; KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	hard_no	14.0	0.9728260869565217	0.5722826086956522	insufficient_directional_cross_disease_state_support;disease_state_direction_conflict;no_ms_directional_anchor;no_chembl_target;prior_art_or_trial_crowded;screen_wilcoxon_fdr_not_significant	inhibit_or_reduce; 0.0; 0.0; 0.0231623625607966; 0.920009505703422
FCRL3	wave55	external_genetics	results_v3/wave55_external_genetics_druggability_sweep/external_genetics_rank.tsv	64		unlabeled	18.0	0.75	0.945		Fc receptor like 3; AITD;MS;RA;SLE; 0.5517145730297216; 0.0; 0.8112280516662363; 0; 0
FERMT2	wave38	crispr_state_druggability	results_v3/wave38_crispr_state_druggability_rescue/crispr_state_druggability_rescue_rank.tsv	120	NO_GO_CRISPR_RESCUE; KO_IMPAIRS_EFFEROCYTOSIS_POSITIVE_REGULATOR	hard_no	3.9207325293297255	0.45652173913043476	0.04565217391304348	insufficient_directional_cross_disease_state_support;no_ms_directional_anchor;no_chembl_target;no_chembl_activity;prior_art_or_trial_crowded;screen_wilcoxon_fdr_not_significant	activate_or_restore; 1.0; 0.0; 0.1184358819605435; 0.9971256078463696
FFAR2	wave25	causal_proxy	results_v3/wave25_causal_genetics_module_proxy/causal_proxy_candidate_matrix.tsv	103	NO_GO_CAUSAL_PROXY	hard_no	3.0	0.35436893203883496	-0.053665048543689316	no_target_resolved_coloc_or_mr; Does not pass broad genetics, target-resolved causality, module-state, and perturbation gates.	0; 0; 0; 0; 3
FFAR3	wave25	causal_proxy	results_v3/wave25_causal_genetics_module_proxy/causal_proxy_candidate_matrix.tsv	167	NO_GO_CAUSAL_PROXY	hard_no	0.0	0.03640776699029126	-0.35095873786407766	no_target_resolved_coloc_or_mr; Does not pass broad genetics, target-resolved causality, module-state, and perturbation gates.	0; 0; 0; 0; 0
FGFR1OP	wave38	crispr_state_druggability	results_v3/wave38_crispr_state_druggability_rescue/crispr_state_druggability_rescue_rank.tsv	163	NO_GO_CRISPR_RESCUE; KO_IMPAIRS_EFFEROCYTOSIS_POSITIVE_REGULATOR; NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	hard_no	1.2658285512639458	0.2826086956521739	-0.1317391304347826	too_few_guides;insufficient_directional_cross_disease_state_support;no_ms_directional_anchor;no_chembl_target;no_chembl_activity;prior_art_or_trial_crowded;screen_wilcoxon_fdr_not_significant	activate_or_restore; 0.0; 0.0; 0.1080483131537288; 0.0
FKBP1A	wave25	causal_proxy	results_v3/wave25_causal_genetics_module_proxy/causal_proxy_candidate_matrix.tsv	119	NO_GO_CAUSAL_PROXY	hard_no	4.0	0.5388349514563107	0.1188106796116505	no_target_resolved_coloc_or_mr; Does not pass broad genetics, target-resolved causality, module-state, and perturbation gates. Perturbation/foundation evidence is contradicted or marked do-not-promote.	0; 0; 0; 1; 4
FKBP1A	wave60	circuit_coupling	results_v3/wave60_circuit_coupling_pivot/circuit_predictor_rank.tsv	262	PARK_CIRCUIT_COUPLING_NEEDS_MS_OR_PERTURBATION; UNRESOLVED	parked	2.649372366000546	0.7971014492753623	1.0147826086956522		gene; 5; Crohn disease;Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis; Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis
FLT1	wave61	perturbation_guardrail	results_v3/wave61_perturbation_first_guardrail/intervention_evidence_tiers.tsv	344	PARK_L1000_ONLY_NEEDS_REAL_PERTURBATION; l1000_reversal_support_only; L1000FWD	parked	3.734629439448203	0.48860759493670886	1.0816455696202532	non-obvious target requires prior-art and safety review	LINCS/L1000FWD; cell-line transcriptomic reversal
FLT3	wave61	perturbation_guardrail	results_v3/wave61_perturbation_first_guardrail/intervention_evidence_tiers.tsv	348	PARK_L1000_ONLY_NEEDS_REAL_PERTURBATION; l1000_reversal_support_only; L1000FWD	parked	3.699270761340723	0.47848101265822784	1.070886075949367	non-obvious target requires prior-art and safety review	LINCS/L1000FWD; cell-line transcriptomic reversal
FMNL2	wave25	causal_proxy	results_v3/wave25_causal_genetics_module_proxy/causal_proxy_candidate_matrix.tsv	64	NO_GO_CAUSAL_PROXY	hard_no	5.5	0.8543689320388349	0.41383495145631066	no_target_resolved_coloc_or_mr; Cell-state/module evidence is stronger than genetics; cannot anchor target causality. Perturbation/foundation evidence is contradicted or marked do-not-promote.	0; 0; 0; 3; 4
FNTA	wave61	perturbation_guardrail	results_v3/wave61_perturbation_first_guardrail/intervention_evidence_tiers.tsv	369	PARK_L1000_ONLY_NEEDS_REAL_PERTURBATION; l1000_reversal_support_only; L1000FWD	parked	3.4391233281871396	0.4253164556962025	1.0143987341772152	non-obvious target requires prior-art and safety review	LINCS/L1000FWD; cell-line transcriptomic reversal
FOS	wave38	crispr_state_druggability	results_v3/wave38_crispr_state_druggability_rescue/crispr_state_druggability_rescue_rank.tsv	121	NO_GO_CRISPR_RESCUE; UNRESOLVED; NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	hard_no	15.0	0.9864130434782609	0.5861413043478261	screen_direction_unresolved;insufficient_directional_cross_disease_state_support;no_ms_directional_anchor;no_chembl_target;no_chembl_activity;screen_wilcoxon_fdr_not_significant	unresolved; 0.0; 0.0; -0.1403858882257296; 1.0; 0.0
FOS	wave55	external_genetics	results_v3/wave55_external_genetics_druggability_sweep/external_genetics_rank.tsv	65	null_or_wrong_direction	unlabeled	18.0	0.75	0.945		Fos proto-oncogene, AP-1 transcription factor subunit; AS;Crohn;Psoriasis;RA;UC; 0.0; 0.0; 0.7358257671048686; 0; 0
FOSL2	wave55	external_genetics	results_v3/wave55_external_genetics_druggability_sweep/external_genetics_rank.tsv	66		unlabeled	18.0	0.75	0.945		FOS like 2, AP-1 transcription factor subunit; AS;Crohn;Psoriasis;RA;UC; 0.0; 0.0; 0.065183691077246; 0; 0
FPR2	wave38	crispr_state_druggability	results_v3/wave38_crispr_state_druggability_rescue/crispr_state_druggability_rescue_rank.tsv	103	NO_GO_CRISPR_RESCUE; UNRESOLVED; NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	hard_no	12.0	0.9429347826086957	0.5417934782608695	screen_direction_unresolved;insufficient_directional_cross_disease_state_support;no_ms_directional_anchor;no_chembl_target;no_chembl_activity;screen_wilcoxon_fdr_not_significant	unresolved; 0.0; 2.0; Crohn disease;ulcerative colitis; -0.9326378815790796; 0.920009505703422; 0.0
FPR2	wave48	resolution_reopener	results_v3/wave48_resolution_reopener_audit/route_reopener_audit.tsv	0	REOPEN_WITH_WETLAB_TEST_ONLY_NOT_V3_PROMOTION; Least blocked route, but not yet a finding	hard_no	4.0	1.0	0.525	dynamic resolution biology and chemical tractability exist, but strict MS expression anchor is negative/non-significant, the GWAS hit is not target-resolved, Wave37 efferocytosis perturbation is unresolved, and prior literature already covers SPM/FPR2 activity in autoimmune/EAE/colitis contexts.; NOT_BLOCKED_BUT_IMMATURE	FPR2_ANXA1_BIASED_RESOLUTION; biased FPR2/ALX agonism or ANXA1-mimetic pro-resolution signaling; FPR2 GWAS trait count=1, min_p=2e-06; FPR2 local positives=2.0 (Crohn disease;ulcerative colitis); ANXA1 rescue-context up=6.0 contexts/4.0 datasets; Wave37 FPR2 call=UNRESOLVED, ANXA1 call=UNRESOLVED; ChEMBL FPR2 activities=10101.; human intestinal or synovial macrophage efferocytosis under lipid/IFN stress with biased FPR2 agonist plus antagonist rescue
FUT8	wave34	genetics_expression_druggability	results_v3/wave34_genetics_expression_druggability_scan/wave34_genetics_expression_druggability_rank.tsv	480	PARK_GENETIC_CELL_STATE_NOT_CURRENTLY_DRUGGABLE	parked	11.0	0.062	0.5027	gate_druggable_surface;gate_perturbation_or_model	4; 3.0; Crohn disease;type 1 diabetes mellitus;ulcerative colitis; 0.0
FV1	wave38	crispr_state_druggability	results_v3/wave38_crispr_state_druggability_rescue/crispr_state_druggability_rescue_rank.tsv	170	NO_GO_CRISPR_RESCUE; KO_IMPAIRS_EFFEROCYTOSIS_POSITIVE_REGULATOR	hard_no	1.428038942477372	0.3423913043478261	-0.07076086956521736	insufficient_directional_cross_disease_state_support;no_ms_directional_anchor;no_chembl_target;no_chembl_activity;prior_art_or_trial_crowded;screen_wilcoxon_fdr_not_significant	activate_or_restore; 0.0; 0.920009505703422
FXYD5	wave39	surfaceome_rescue	results_v3/wave39_surfaceome_rescue_after_resolution_pivot/surfaceome_rescue_rank.tsv	220	PARK_REVIEW	parked	10.5	0.8080357142857143	1.136830357142857	directional_negative_disease_signal; reachable protein class by UniProt location/features	Basolateral cell membrane;Cell membrane; Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis; 0.3524746864413863; 0.0954955339699752
FZD4	wave38	crispr_state_druggability	results_v3/wave38_crispr_state_druggability_rescue/crispr_state_druggability_rescue_rank.tsv	137	NO_GO_CRISPR_RESCUE; KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	hard_no	0.8948272603665511	0.16304347826086957	-0.253695652173913	insufficient_directional_cross_disease_state_support;no_chembl_target;no_chembl_activity;prior_art_or_trial_crowded;screen_wilcoxon_fdr_not_significant	inhibit_or_reduce; 1.0; 1.0; psoriasis; 0.2341258402195833; 0.920009505703422
GAA	wave61	perturbation_guardrail	results_v3/wave61_perturbation_first_guardrail/intervention_evidence_tiers.tsv	357	PARK_L1000_ONLY_NEEDS_REAL_PERTURBATION; l1000_reversal_support_only; L1000FWD	parked	3.5623071578835654	0.4481012658227848	1.0386075949367088	non-obvious target requires prior-art and safety review	LINCS/L1000FWD; cell-line transcriptomic reversal
GABPA	wave38	crispr_state_druggability	results_v3/wave38_crispr_state_druggability_rescue/crispr_state_druggability_rescue_rank.tsv	38	NO_GO_CRISPR_RESCUE; KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	hard_no	4.0	0.5896739130434783	0.18146739130434789	insufficient_directional_cross_disease_state_support;no_chembl_target;no_chembl_activity;prior_art_or_trial_crowded;screen_wilcoxon_fdr_not_significant	inhibit_or_reduce; 1.0; 1.0; Crohn disease; 0.2091261469968142; 0.920009505703422
GABRA1	wave61	perturbation_guardrail	results_v3/wave61_perturbation_first_guardrail/intervention_evidence_tiers.tsv	373	PARK_L1000_ONLY_NEEDS_REAL_PERTURBATION; l1000_reversal_support_only; L1000FWD	parked	3.3973749535564335	0.4151898734177215	1.003639240506329	non-obvious target requires prior-art and safety review	LINCS/L1000FWD; cell-line transcriptomic reversal
GALC	wave34	genetics_expression_druggability	results_v3/wave34_genetics_expression_druggability_scan/wave34_genetics_expression_druggability_rank.tsv	72	PARK_GENETIC_CELL_STATE_NOT_CURRENTLY_DRUGGABLE	parked	17.0	0.878	1.1963	gate_druggable_surface;gate_perturbation_or_model	7; 3.0; psoriasis;type 1 diabetes mellitus;ulcerative colitis; 0.0
GALC	wave55	external_genetics	results_v3/wave55_external_genetics_druggability_sweep/external_genetics_rank.tsv	22		unlabeled	21.0	0.915	1.1133		galactosylceramidase; Crohn;MS;UC; 0.5501215829794394; 0.0; 0.0582575951564313; 3; 0
