axis	gate	passed	value_context
TREM1_TYROBP_AMPLIFICATION	low_directional_contradiction_gate	True	"{""best_genetics"": 0.0, ""best_local_breadth"": 14.0, ""best_perturbation"": 0.0185665131714457, ""best_residual_or_state"": 4.0, ""manual_druggability"": 2.0, ""manual_prior_risk"": ""medium_high"", ""manual_selectivity"": 1.0, ""surface_plus_accessible_negatives"": 1.0}"
SLC15A4_TASL_IRF5_ENDOLYSOSOMAL_TLR	cross_disease_support_gate	False	"{""best_genetics"": 9.0, ""best_local_breadth"": 14.0, ""best_perturbation"": 1.0, ""best_residual_or_state"": 0.0, ""manual_druggability"": 1.5, ""manual_prior_risk"": ""high"", ""manual_selectivity"": 1.0, ""surface_plus_accessible_negatives"": 0.0}"
SLC15A4_TASL_IRF5_ENDOLYSOSOMAL_TLR	residual_or_state_gate	False	"{""best_genetics"": 9.0, ""best_local_breadth"": 14.0, ""best_perturbation"": 1.0, ""best_residual_or_state"": 0.0, ""manual_druggability"": 1.5, ""manual_prior_risk"": ""high"", ""manual_selectivity"": 1.0, ""surface_plus_accessible_negatives"": 0.0}"
SLC15A4_TASL_IRF5_ENDOLYSOSOMAL_TLR	upstream_non_marker_gate	True	"{""best_genetics"": 9.0, ""best_local_breadth"": 14.0, ""best_perturbation"": 1.0, ""best_residual_or_state"": 0.0, ""manual_druggability"": 1.5, ""manual_prior_risk"": ""high"", ""manual_selectivity"": 1.0, ""surface_plus_accessible_negatives"": 0.0}"
SLC15A4_TASL_IRF5_ENDOLYSOSOMAL_TLR	target_causality_gate	True	"{""best_genetics"": 9.0, ""best_local_breadth"": 14.0, ""best_perturbation"": 1.0, ""best_residual_or_state"": 0.0, ""manual_druggability"": 1.5, ""manual_prior_risk"": ""high"", ""manual_selectivity"": 1.0, ""surface_plus_accessible_negatives"": 0.0}"
SLC15A4_TASL_IRF5_ENDOLYSOSOMAL_TLR	perturbation_or_model_gate	False	"{""best_genetics"": 9.0, ""best_local_breadth"": 14.0, ""best_perturbation"": 1.0, ""best_residual_or_state"": 0.0, ""manual_druggability"": 1.5, ""manual_prior_risk"": ""high"", ""manual_selectivity"": 1.0, ""surface_plus_accessible_negatives"": 0.0}"
SLC15A4_TASL_IRF5_ENDOLYSOSOMAL_TLR	druggable_correct_direction_gate	False	"{""best_genetics"": 9.0, ""best_local_breadth"": 14.0, ""best_perturbation"": 1.0, ""best_residual_or_state"": 0.0, ""manual_druggability"": 1.5, ""manual_prior_risk"": ""high"", ""manual_selectivity"": 1.0, ""surface_plus_accessible_negatives"": 0.0}"
SLC15A4_TASL_IRF5_ENDOLYSOSOMAL_TLR	selectivity_window_gate	False	"{""best_genetics"": 9.0, ""best_local_breadth"": 14.0, ""best_perturbation"": 1.0, ""best_residual_or_state"": 0.0, ""manual_druggability"": 1.5, ""manual_prior_risk"": ""high"", ""manual_selectivity"": 1.0, ""surface_plus_accessible_negatives"": 0.0}"
SLC15A4_TASL_IRF5_ENDOLYSOSOMAL_TLR	prior_art_not_blocking_gate	False	"{""best_genetics"": 9.0, ""best_local_breadth"": 14.0, ""best_perturbation"": 1.0, ""best_residual_or_state"": 0.0, ""manual_druggability"": 1.5, ""manual_prior_risk"": ""high"", ""manual_selectivity"": 1.0, ""surface_plus_accessible_negatives"": 0.0}"
SLC15A4_TASL_IRF5_ENDOLYSOSOMAL_TLR	low_directional_contradiction_gate	True	"{""best_genetics"": 9.0, ""best_local_breadth"": 14.0, ""best_perturbation"": 1.0, ""best_residual_or_state"": 0.0, ""manual_druggability"": 1.5, ""manual_prior_risk"": ""high"", ""manual_selectivity"": 1.0, ""surface_plus_accessible_negatives"": 0.0}"
LIPA_LAL_LYSOSOMAL_LIPID_CLEARANCE	cross_disease_support_gate	False	"{""best_genetics"": 0.0, ""best_local_breadth"": 14.0, ""best_perturbation"": 4.0, ""best_residual_or_state"": 5.0, ""manual_druggability"": 1.5, ""manual_prior_risk"": ""medium_high"", ""manual_selectivity"": 1.0, ""surface_plus_accessible_negatives"": 0.0}"
LIPA_LAL_LYSOSOMAL_LIPID_CLEARANCE	residual_or_state_gate	True	"{""best_genetics"": 0.0, ""best_local_breadth"": 14.0, ""best_perturbation"": 4.0, ""best_residual_or_state"": 5.0, ""manual_druggability"": 1.5, ""manual_prior_risk"": ""medium_high"", ""manual_selectivity"": 1.0, ""surface_plus_accessible_negatives"": 0.0}"
LIPA_LAL_LYSOSOMAL_LIPID_CLEARANCE	upstream_non_marker_gate	False	"{""best_genetics"": 0.0, ""best_local_breadth"": 14.0, ""best_perturbation"": 4.0, ""best_residual_or_state"": 5.0, ""manual_druggability"": 1.5, ""manual_prior_risk"": ""medium_high"", ""manual_selectivity"": 1.0, ""surface_plus_accessible_negatives"": 0.0}"
LIPA_LAL_LYSOSOMAL_LIPID_CLEARANCE	target_causality_gate	False	"{""best_genetics"": 0.0, ""best_local_breadth"": 14.0, ""best_perturbation"": 4.0, ""best_residual_or_state"": 5.0, ""manual_druggability"": 1.5, ""manual_prior_risk"": ""medium_high"", ""manual_selectivity"": 1.0, ""surface_plus_accessible_negatives"": 0.0}"
LIPA_LAL_LYSOSOMAL_LIPID_CLEARANCE	perturbation_or_model_gate	True	"{""best_genetics"": 0.0, ""best_local_breadth"": 14.0, ""best_perturbation"": 4.0, ""best_residual_or_state"": 5.0, ""manual_druggability"": 1.5, ""manual_prior_risk"": ""medium_high"", ""manual_selectivity"": 1.0, ""surface_plus_accessible_negatives"": 0.0}"
LIPA_LAL_LYSOSOMAL_LIPID_CLEARANCE	druggable_correct_direction_gate	False	"{""best_genetics"": 0.0, ""best_local_breadth"": 14.0, ""best_perturbation"": 4.0, ""best_residual_or_state"": 5.0, ""manual_druggability"": 1.5, ""manual_prior_risk"": ""medium_high"", ""manual_selectivity"": 1.0, ""surface_plus_accessible_negatives"": 0.0}"
LIPA_LAL_LYSOSOMAL_LIPID_CLEARANCE	selectivity_window_gate	False	"{""best_genetics"": 0.0, ""best_local_breadth"": 14.0, ""best_perturbation"": 4.0, ""best_residual_or_state"": 5.0, ""manual_druggability"": 1.5, ""manual_prior_risk"": ""medium_high"", ""manual_selectivity"": 1.0, ""surface_plus_accessible_negatives"": 0.0}"
LIPA_LAL_LYSOSOMAL_LIPID_CLEARANCE	prior_art_not_blocking_gate	False	"{""best_genetics"": 0.0, ""best_local_breadth"": 14.0, ""best_perturbation"": 4.0, ""best_residual_or_state"": 5.0, ""manual_druggability"": 1.5, ""manual_prior_risk"": ""medium_high"", ""manual_selectivity"": 1.0, ""surface_plus_accessible_negatives"": 0.0}"
LIPA_LAL_LYSOSOMAL_LIPID_CLEARANCE	low_directional_contradiction_gate	True	"{""best_genetics"": 0.0, ""best_local_breadth"": 14.0, ""best_perturbation"": 4.0, ""best_residual_or_state"": 5.0, ""manual_druggability"": 1.5, ""manual_prior_risk"": ""medium_high"", ""manual_selectivity"": 1.0, ""surface_plus_accessible_negatives"": 0.0}"
NPC1_NPC2_CHOLESTEROL_EGRESS	cross_disease_support_gate	False	"{""best_genetics"": 0.0, ""best_local_breadth"": 14.0, ""best_perturbation"": 0.0, ""best_residual_or_state"": 7.0, ""manual_druggability"": 1.5, ""manual_prior_risk"": ""medium"", ""manual_selectivity"": 0.5, ""surface_plus_accessible_negatives"": 0.0}"
NPC1_NPC2_CHOLESTEROL_EGRESS	residual_or_state_gate	True	"{""best_genetics"": 0.0, ""best_local_breadth"": 14.0, ""best_perturbation"": 0.0, ""best_residual_or_state"": 7.0, ""manual_druggability"": 1.5, ""manual_prior_risk"": ""medium"", ""manual_selectivity"": 0.5, ""surface_plus_accessible_negatives"": 0.0}"
NPC1_NPC2_CHOLESTEROL_EGRESS	upstream_non_marker_gate	False	"{""best_genetics"": 0.0, ""best_local_breadth"": 14.0, ""best_perturbation"": 0.0, ""best_residual_or_state"": 7.0, ""manual_druggability"": 1.5, ""manual_prior_risk"": ""medium"", ""manual_selectivity"": 0.5, ""surface_plus_accessible_negatives"": 0.0}"
NPC1_NPC2_CHOLESTEROL_EGRESS	target_causality_gate	False	"{""best_genetics"": 0.0, ""best_local_breadth"": 14.0, ""best_perturbation"": 0.0, ""best_residual_or_state"": 7.0, ""manual_druggability"": 1.5, ""manual_prior_risk"": ""medium"", ""manual_selectivity"": 0.5, ""surface_plus_accessible_negatives"": 0.0}"
NPC1_NPC2_CHOLESTEROL_EGRESS	perturbation_or_model_gate	False	"{""best_genetics"": 0.0, ""best_local_breadth"": 14.0, ""best_perturbation"": 0.0, ""best_residual_or_state"": 7.0, ""manual_druggability"": 1.5, ""manual_prior_risk"": ""medium"", ""manual_selectivity"": 0.5, ""surface_plus_accessible_negatives"": 0.0}"
NPC1_NPC2_CHOLESTEROL_EGRESS	druggable_correct_direction_gate	False	"{""best_genetics"": 0.0, ""best_local_breadth"": 14.0, ""best_perturbation"": 0.0, ""best_residual_or_state"": 7.0, ""manual_druggability"": 1.5, ""manual_prior_risk"": ""medium"", ""manual_selectivity"": 0.5, ""surface_plus_accessible_negatives"": 0.0}"
NPC1_NPC2_CHOLESTEROL_EGRESS	selectivity_window_gate	False	"{""best_genetics"": 0.0, ""best_local_breadth"": 14.0, ""best_perturbation"": 0.0, ""best_residual_or_state"": 7.0, ""manual_druggability"": 1.5, ""manual_prior_risk"": ""medium"", ""manual_selectivity"": 0.5, ""surface_plus_accessible_negatives"": 0.0}"
NPC1_NPC2_CHOLESTEROL_EGRESS	prior_art_not_blocking_gate	True	"{""best_genetics"": 0.0, ""best_local_breadth"": 14.0, ""best_perturbation"": 0.0, ""best_residual_or_state"": 7.0, ""manual_druggability"": 1.5, ""manual_prior_risk"": ""medium"", ""manual_selectivity"": 0.5, ""surface_plus_accessible_negatives"": 0.0}"
NPC1_NPC2_CHOLESTEROL_EGRESS	low_directional_contradiction_gate	True	"{""best_genetics"": 0.0, ""best_local_breadth"": 14.0, ""best_perturbation"": 0.0, ""best_residual_or_state"": 7.0, ""manual_druggability"": 1.5, ""manual_prior_risk"": ""medium"", ""manual_selectivity"": 0.5, ""surface_plus_accessible_negatives"": 0.0}"
ITGAM_CR3_COMPLEMENT_PHAGOCYTOSIS	cross_disease_support_gate	False	"{""best_genetics"": 0.0, ""best_local_breadth"": 9.0, ""best_perturbation"": 0.0, ""best_residual_or_state"": 7.0, ""manual_druggability"": 2.0, ""manual_prior_risk"": ""high"", ""manual_selectivity"": 0.5, ""surface_plus_accessible_negatives"": 1.0}"
ITGAM_CR3_COMPLEMENT_PHAGOCYTOSIS	residual_or_state_gate	True	"{""best_genetics"": 0.0, ""best_local_breadth"": 9.0, ""best_perturbation"": 0.0, ""best_residual_or_state"": 7.0, ""manual_druggability"": 2.0, ""manual_prior_risk"": ""high"", ""manual_selectivity"": 0.5, ""surface_plus_accessible_negatives"": 1.0}"
ITGAM_CR3_COMPLEMENT_PHAGOCYTOSIS	upstream_non_marker_gate	True	"{""best_genetics"": 0.0, ""best_local_breadth"": 9.0, ""best_perturbation"": 0.0, ""best_residual_or_state"": 7.0, ""manual_druggability"": 2.0, ""manual_prior_risk"": ""high"", ""manual_selectivity"": 0.5, ""surface_plus_accessible_negatives"": 1.0}"
ITGAM_CR3_COMPLEMENT_PHAGOCYTOSIS	target_causality_gate	False	"{""best_genetics"": 0.0, ""best_local_breadth"": 9.0, ""best_perturbation"": 0.0, ""best_residual_or_state"": 7.0, ""manual_druggability"": 2.0, ""manual_prior_risk"": ""high"", ""manual_selectivity"": 0.5, ""surface_plus_accessible_negatives"": 1.0}"
ITGAM_CR3_COMPLEMENT_PHAGOCYTOSIS	perturbation_or_model_gate	False	"{""best_genetics"": 0.0, ""best_local_breadth"": 9.0, ""best_perturbation"": 0.0, ""best_residual_or_state"": 7.0, ""manual_druggability"": 2.0, ""manual_prior_risk"": ""high"", ""manual_selectivity"": 0.5, ""surface_plus_accessible_negatives"": 1.0}"
ITGAM_CR3_COMPLEMENT_PHAGOCYTOSIS	druggable_correct_direction_gate	True	"{""best_genetics"": 0.0, ""best_local_breadth"": 9.0, ""best_perturbation"": 0.0, ""best_residual_or_state"": 7.0, ""manual_druggability"": 2.0, ""manual_prior_risk"": ""high"", ""manual_selectivity"": 0.5, ""surface_plus_accessible_negatives"": 1.0}"
ITGAM_CR3_COMPLEMENT_PHAGOCYTOSIS	selectivity_window_gate	False	"{""best_genetics"": 0.0, ""best_local_breadth"": 9.0, ""best_perturbation"": 0.0, ""best_residual_or_state"": 7.0, ""manual_druggability"": 2.0, ""manual_prior_risk"": ""high"", ""manual_selectivity"": 0.5, ""surface_plus_accessible_negatives"": 1.0}"
ITGAM_CR3_COMPLEMENT_PHAGOCYTOSIS	prior_art_not_blocking_gate	False	"{""best_genetics"": 0.0, ""best_local_breadth"": 9.0, ""best_perturbation"": 0.0, ""best_residual_or_state"": 7.0, ""manual_druggability"": 2.0, ""manual_prior_risk"": ""high"", ""manual_selectivity"": 0.5, ""surface_plus_accessible_negatives"": 1.0}"
ITGAM_CR3_COMPLEMENT_PHAGOCYTOSIS	low_directional_contradiction_gate	True	"{""best_genetics"": 0.0, ""best_local_breadth"": 9.0, ""best_perturbation"": 0.0, ""best_residual_or_state"": 7.0, ""manual_druggability"": 2.0, ""manual_prior_risk"": ""high"", ""manual_selectivity"": 0.5, ""surface_plus_accessible_negatives"": 1.0}"
CD274_PD1_TOLEROGENIC_CHECKPOINT	cross_disease_support_gate	False	"{""best_genetics"": 0.0, ""best_local_breadth"": 14.0, ""best_perturbation"": 0.0, ""best_residual_or_state"": 3.0, ""manual_druggability"": 2.5, ""manual_prior_risk"": ""blocking"", ""manual_selectivity"": 0.5, ""surface_plus_accessible_negatives"": 0.0}"
CD274_PD1_TOLEROGENIC_CHECKPOINT	residual_or_state_gate	True	"{""best_genetics"": 0.0, ""best_local_breadth"": 14.0, ""best_perturbation"": 0.0, ""best_residual_or_state"": 3.0, ""manual_druggability"": 2.5, ""manual_prior_risk"": ""blocking"", ""manual_selectivity"": 0.5, ""surface_plus_accessible_negatives"": 0.0}"
CD274_PD1_TOLEROGENIC_CHECKPOINT	upstream_non_marker_gate	True	"{""best_genetics"": 0.0, ""best_local_breadth"": 14.0, ""best_perturbation"": 0.0, ""best_residual_or_state"": 3.0, ""manual_druggability"": 2.5, ""manual_prior_risk"": ""blocking"", ""manual_selectivity"": 0.5, ""surface_plus_accessible_negatives"": 0.0}"
CD274_PD1_TOLEROGENIC_CHECKPOINT	target_causality_gate	False	"{""best_genetics"": 0.0, ""best_local_breadth"": 14.0, ""best_perturbation"": 0.0, ""best_residual_or_state"": 3.0, ""manual_druggability"": 2.5, ""manual_prior_risk"": ""blocking"", ""manual_selectivity"": 0.5, ""surface_plus_accessible_negatives"": 0.0}"
CD274_PD1_TOLEROGENIC_CHECKPOINT	perturbation_or_model_gate	False	"{""best_genetics"": 0.0, ""best_local_breadth"": 14.0, ""best_perturbation"": 0.0, ""best_residual_or_state"": 3.0, ""manual_druggability"": 2.5, ""manual_prior_risk"": ""blocking"", ""manual_selectivity"": 0.5, ""surface_plus_accessible_negatives"": 0.0}"
CD274_PD1_TOLEROGENIC_CHECKPOINT	druggable_correct_direction_gate	True	"{""best_genetics"": 0.0, ""best_local_breadth"": 14.0, ""best_perturbation"": 0.0, ""best_residual_or_state"": 3.0, ""manual_druggability"": 2.5, ""manual_prior_risk"": ""blocking"", ""manual_selectivity"": 0.5, ""surface_plus_accessible_negatives"": 0.0}"
CD274_PD1_TOLEROGENIC_CHECKPOINT	selectivity_window_gate	False	"{""best_genetics"": 0.0, ""best_local_breadth"": 14.0, ""best_perturbation"": 0.0, ""best_residual_or_state"": 3.0, ""manual_druggability"": 2.5, ""manual_prior_risk"": ""blocking"", ""manual_selectivity"": 0.5, ""surface_plus_accessible_negatives"": 0.0}"
CD274_PD1_TOLEROGENIC_CHECKPOINT	prior_art_not_blocking_gate	False	"{""best_genetics"": 0.0, ""best_local_breadth"": 14.0, ""best_perturbation"": 0.0, ""best_residual_or_state"": 3.0, ""manual_druggability"": 2.5, ""manual_prior_risk"": ""blocking"", ""manual_selectivity"": 0.5, ""surface_plus_accessible_negatives"": 0.0}"
CD274_PD1_TOLEROGENIC_CHECKPOINT	low_directional_contradiction_gate	True	"{""best_genetics"": 0.0, ""best_local_breadth"": 14.0, ""best_perturbation"": 0.0, ""best_residual_or_state"": 3.0, ""manual_druggability"": 2.5, ""manual_prior_risk"": ""blocking"", ""manual_selectivity"": 0.5, ""surface_plus_accessible_negatives"": 0.0}"
CD24_SIGLEC10_DAMP_CHECKPOINT	cross_disease_support_gate	False	"{""best_genetics"": 0.0, ""best_local_breadth"": 14.0, ""best_perturbation"": 0.0, ""best_residual_or_state"": 1.0, ""manual_druggability"": 2.0, ""manual_prior_risk"": ""high"", ""manual_selectivity"": 1.0, ""surface_plus_accessible_negatives"": 0.0}"
CD24_SIGLEC10_DAMP_CHECKPOINT	residual_or_state_gate	False	"{""best_genetics"": 0.0, ""best_local_breadth"": 14.0, ""best_perturbation"": 0.0, ""best_residual_or_state"": 1.0, ""manual_druggability"": 2.0, ""manual_prior_risk"": ""high"", ""manual_selectivity"": 1.0, ""surface_plus_accessible_negatives"": 0.0}"
CD24_SIGLEC10_DAMP_CHECKPOINT	upstream_non_marker_gate	True	"{""best_genetics"": 0.0, ""best_local_breadth"": 14.0, ""best_perturbation"": 0.0, ""best_residual_or_state"": 1.0, ""manual_druggability"": 2.0, ""manual_prior_risk"": ""high"", ""manual_selectivity"": 1.0, ""surface_plus_accessible_negatives"": 0.0}"
CD24_SIGLEC10_DAMP_CHECKPOINT	target_causality_gate	False	"{""best_genetics"": 0.0, ""best_local_breadth"": 14.0, ""best_perturbation"": 0.0, ""best_residual_or_state"": 1.0, ""manual_druggability"": 2.0, ""manual_prior_risk"": ""high"", ""manual_selectivity"": 1.0, ""surface_plus_accessible_negatives"": 0.0}"
CD24_SIGLEC10_DAMP_CHECKPOINT	perturbation_or_model_gate	False	"{""best_genetics"": 0.0, ""best_local_breadth"": 14.0, ""best_perturbation"": 0.0, ""best_residual_or_state"": 1.0, ""manual_druggability"": 2.0, ""manual_prior_risk"": ""high"", ""manual_selectivity"": 1.0, ""surface_plus_accessible_negatives"": 0.0}"
CD24_SIGLEC10_DAMP_CHECKPOINT	druggable_correct_direction_gate	True	"{""best_genetics"": 0.0, ""best_local_breadth"": 14.0, ""best_perturbation"": 0.0, ""best_residual_or_state"": 1.0, ""manual_druggability"": 2.0, ""manual_prior_risk"": ""high"", ""manual_selectivity"": 1.0, ""surface_plus_accessible_negatives"": 0.0}"
CD24_SIGLEC10_DAMP_CHECKPOINT	selectivity_window_gate	False	"{""best_genetics"": 0.0, ""best_local_breadth"": 14.0, ""best_perturbation"": 0.0, ""best_residual_or_state"": 1.0, ""manual_druggability"": 2.0, ""manual_prior_risk"": ""high"", ""manual_selectivity"": 1.0, ""surface_plus_accessible_negatives"": 0.0}"
CD24_SIGLEC10_DAMP_CHECKPOINT	prior_art_not_blocking_gate	False	"{""best_genetics"": 0.0, ""best_local_breadth"": 14.0, ""best_perturbation"": 0.0, ""best_residual_or_state"": 1.0, ""manual_druggability"": 2.0, ""manual_prior_risk"": ""high"", ""manual_selectivity"": 1.0, ""surface_plus_accessible_negatives"": 0.0}"
CD24_SIGLEC10_DAMP_CHECKPOINT	low_directional_contradiction_gate	True	"{""best_genetics"": 0.0, ""best_local_breadth"": 14.0, ""best_perturbation"": 0.0, ""best_residual_or_state"": 1.0, ""manual_druggability"": 2.0, ""manual_prior_risk"": ""high"", ""manual_selectivity"": 1.0, ""surface_plus_accessible_negatives"": 0.0}"
LILRB_HLA_INHIBITORY_MYLOID_CHECKPOINT	cross_disease_support_gate	True	"{""best_genetics"": 0.0, ""best_local_breadth"": 14.0, ""best_perturbation"": 2.0, ""best_residual_or_state"": 7.0, ""manual_druggability"": 1.5, ""manual_prior_risk"": ""medium_high"", ""manual_selectivity"": 1.0, ""surface_plus_accessible_negatives"": 0.0}"
LILRB_HLA_INHIBITORY_MYLOID_CHECKPOINT	residual_or_state_gate	True	"{""best_genetics"": 0.0, ""best_local_breadth"": 14.0, ""best_perturbation"": 2.0, ""best_residual_or_state"": 7.0, ""manual_druggability"": 1.5, ""manual_prior_risk"": ""medium_high"", ""manual_selectivity"": 1.0, ""surface_plus_accessible_negatives"": 0.0}"
LILRB_HLA_INHIBITORY_MYLOID_CHECKPOINT	upstream_non_marker_gate	True	"{""best_genetics"": 0.0, ""best_local_breadth"": 14.0, ""best_perturbation"": 2.0, ""best_residual_or_state"": 7.0, ""manual_druggability"": 1.5, ""manual_prior_risk"": ""medium_high"", ""manual_selectivity"": 1.0, ""surface_plus_accessible_negatives"": 0.0}"
LILRB_HLA_INHIBITORY_MYLOID_CHECKPOINT	target_causality_gate	False	"{""best_genetics"": 0.0, ""best_local_breadth"": 14.0, ""best_perturbation"": 2.0, ""best_residual_or_state"": 7.0, ""manual_druggability"": 1.5, ""manual_prior_risk"": ""medium_high"", ""manual_selectivity"": 1.0, ""surface_plus_accessible_negatives"": 0.0}"
LILRB_HLA_INHIBITORY_MYLOID_CHECKPOINT	perturbation_or_model_gate	True	"{""best_genetics"": 0.0, ""best_local_breadth"": 14.0, ""best_perturbation"": 2.0, ""best_residual_or_state"": 7.0, ""manual_druggability"": 1.5, ""manual_prior_risk"": ""medium_high"", ""manual_selectivity"": 1.0, ""surface_plus_accessible_negatives"": 0.0}"
LILRB_HLA_INHIBITORY_MYLOID_CHECKPOINT	druggable_correct_direction_gate	False	"{""best_genetics"": 0.0, ""best_local_breadth"": 14.0, ""best_perturbation"": 2.0, ""best_residual_or_state"": 7.0, ""manual_druggability"": 1.5, ""manual_prior_risk"": ""medium_high"", ""manual_selectivity"": 1.0, ""surface_plus_accessible_negatives"": 0.0}"
LILRB_HLA_INHIBITORY_MYLOID_CHECKPOINT	selectivity_window_gate	False	"{""best_genetics"": 0.0, ""best_local_breadth"": 14.0, ""best_perturbation"": 2.0, ""best_residual_or_state"": 7.0, ""manual_druggability"": 1.5, ""manual_prior_risk"": ""medium_high"", ""manual_selectivity"": 1.0, ""surface_plus_accessible_negatives"": 0.0}"
LILRB_HLA_INHIBITORY_MYLOID_CHECKPOINT	prior_art_not_blocking_gate	True	"{""best_genetics"": 0.0, ""best_local_breadth"": 14.0, ""best_perturbation"": 2.0, ""best_residual_or_state"": 7.0, ""manual_druggability"": 1.5, ""manual_prior_risk"": ""medium_high"", ""manual_selectivity"": 1.0, ""surface_plus_accessible_negatives"": 0.0}"
LILRB_HLA_INHIBITORY_MYLOID_CHECKPOINT	low_directional_contradiction_gate	True	"{""best_genetics"": 0.0, ""best_local_breadth"": 14.0, ""best_perturbation"": 2.0, ""best_residual_or_state"": 7.0, ""manual_druggability"": 1.5, ""manual_prior_risk"": ""medium_high"", ""manual_selectivity"": 1.0, ""surface_plus_accessible_negatives"": 0.0}"
GPR65_ENDOLYSOSOMAL_PH_CAMP	cross_disease_support_gate	False	"{""best_genetics"": 5.0, ""best_local_breadth"": 14.0, ""best_perturbation"": 0.0, ""best_residual_or_state"": 0.0, ""manual_druggability"": 2.5, ""manual_prior_risk"": ""high"", ""manual_selectivity"": 1.5, ""surface_plus_accessible_negatives"": 0.0}"
GPR65_ENDOLYSOSOMAL_PH_CAMP	residual_or_state_gate	False	"{""best_genetics"": 5.0, ""best_local_breadth"": 14.0, ""best_perturbation"": 0.0, ""best_residual_or_state"": 0.0, ""manual_druggability"": 2.5, ""manual_prior_risk"": ""high"", ""manual_selectivity"": 1.5, ""surface_plus_accessible_negatives"": 0.0}"
GPR65_ENDOLYSOSOMAL_PH_CAMP	upstream_non_marker_gate	True	"{""best_genetics"": 5.0, ""best_local_breadth"": 14.0, ""best_perturbation"": 0.0, ""best_residual_or_state"": 0.0, ""manual_druggability"": 2.5, ""manual_prior_risk"": ""high"", ""manual_selectivity"": 1.5, ""surface_plus_accessible_negatives"": 0.0}"
GPR65_ENDOLYSOSOMAL_PH_CAMP	target_causality_gate	True	"{""best_genetics"": 5.0, ""best_local_breadth"": 14.0, ""best_perturbation"": 0.0, ""best_residual_or_state"": 0.0, ""manual_druggability"": 2.5, ""manual_prior_risk"": ""high"", ""manual_selectivity"": 1.5, ""surface_plus_accessible_negatives"": 0.0}"
GPR65_ENDOLYSOSOMAL_PH_CAMP	perturbation_or_model_gate	False	"{""best_genetics"": 5.0, ""best_local_breadth"": 14.0, ""best_perturbation"": 0.0, ""best_residual_or_state"": 0.0, ""manual_druggability"": 2.5, ""manual_prior_risk"": ""high"", ""manual_selectivity"": 1.5, ""surface_plus_accessible_negatives"": 0.0}"
GPR65_ENDOLYSOSOMAL_PH_CAMP	druggable_correct_direction_gate	True	"{""best_genetics"": 5.0, ""best_local_breadth"": 14.0, ""best_perturbation"": 0.0, ""best_residual_or_state"": 0.0, ""manual_druggability"": 2.5, ""manual_prior_risk"": ""high"", ""manual_selectivity"": 1.5, ""surface_plus_accessible_negatives"": 0.0}"
GPR65_ENDOLYSOSOMAL_PH_CAMP	selectivity_window_gate	True	"{""best_genetics"": 5.0, ""best_local_breadth"": 14.0, ""best_perturbation"": 0.0, ""best_residual_or_state"": 0.0, ""manual_druggability"": 2.5, ""manual_prior_risk"": ""high"", ""manual_selectivity"": 1.5, ""surface_plus_accessible_negatives"": 0.0}"
GPR65_ENDOLYSOSOMAL_PH_CAMP	prior_art_not_blocking_gate	False	"{""best_genetics"": 5.0, ""best_local_breadth"": 14.0, ""best_perturbation"": 0.0, ""best_residual_or_state"": 0.0, ""manual_druggability"": 2.5, ""manual_prior_risk"": ""high"", ""manual_selectivity"": 1.5, ""surface_plus_accessible_negatives"": 0.0}"
GPR65_ENDOLYSOSOMAL_PH_CAMP	low_directional_contradiction_gate	True	"{""best_genetics"": 5.0, ""best_local_breadth"": 14.0, ""best_perturbation"": 0.0, ""best_residual_or_state"": 0.0, ""manual_druggability"": 2.5, ""manual_prior_risk"": ""high"", ""manual_selectivity"": 1.5, ""surface_plus_accessible_negatives"": 0.0}"
PTPN2_TCPTP_RESTORATION	cross_disease_support_gate	False	"{""best_genetics"": 8.0, ""best_local_breadth"": 14.0, ""best_perturbation"": 5.0, ""best_residual_or_state"": 0.0, ""manual_druggability"": 0.5, ""manual_prior_risk"": ""high"", ""manual_selectivity"": 0.5, ""surface_plus_accessible_negatives"": 0.0}"
PTPN2_TCPTP_RESTORATION	residual_or_state_gate	False	"{""best_genetics"": 8.0, ""best_local_breadth"": 14.0, ""best_perturbation"": 5.0, ""best_residual_or_state"": 0.0, ""manual_druggability"": 0.5, ""manual_prior_risk"": ""high"", ""manual_selectivity"": 0.5, ""surface_plus_accessible_negatives"": 0.0}"
PTPN2_TCPTP_RESTORATION	upstream_non_marker_gate	True	"{""best_genetics"": 8.0, ""best_local_breadth"": 14.0, ""best_perturbation"": 5.0, ""best_residual_or_state"": 0.0, ""manual_druggability"": 0.5, ""manual_prior_risk"": ""high"", ""manual_selectivity"": 0.5, ""surface_plus_accessible_negatives"": 0.0}"
PTPN2_TCPTP_RESTORATION	target_causality_gate	True	"{""best_genetics"": 8.0, ""best_local_breadth"": 14.0, ""best_perturbation"": 5.0, ""best_residual_or_state"": 0.0, ""manual_druggability"": 0.5, ""manual_prior_risk"": ""high"", ""manual_selectivity"": 0.5, ""surface_plus_accessible_negatives"": 0.0}"
PTPN2_TCPTP_RESTORATION	perturbation_or_model_gate	True	"{""best_genetics"": 8.0, ""best_local_breadth"": 14.0, ""best_perturbation"": 5.0, ""best_residual_or_state"": 0.0, ""manual_druggability"": 0.5, ""manual_prior_risk"": ""high"", ""manual_selectivity"": 0.5, ""surface_plus_accessible_negatives"": 0.0}"
