sample_id	product_id	url
MSM9VZMA	MSM9VZMA	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/MSM9VZMA_taxonomic_profile.biom
MSM9VZFL	MSM9VZFL	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/MSM9VZFL_taxonomic_profile.biom
MSM9VZMM	MSM9VZMM	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/MSM9VZMM_taxonomic_profile.biom
MSM9VZL5	MSM9VZL5	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/MSM9VZL5_taxonomic_profile.biom
PSM6XBTR	PSM6XBTR	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/PSM6XBTR_taxonomic_profile.biom
PSM7J19N	PSM7J19N	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/PSM7J19N_taxonomic_profile.biom
PSM6XBW3	PSM6XBW3	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/PSM6XBW3_taxonomic_profile.biom
CSM5FZ4M	CSM5FZ4M	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/CSM5FZ4M_taxonomic_profile.biom
CSM5MCXH	CSM5MCXH	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/CSM5MCXH_taxonomic_profile.biom
CSM5MCY4	CSM5MCY4	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/CSM5MCY4_taxonomic_profile.biom
CSM5MCUO	CSM5MCUO	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/CSM5MCUO_taxonomic_profile.biom
CSM67UEW_TR	CSM67UEW_TR	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/CSM67UEW_TR_taxonomic_profile.biom
CSM67U9H_P	CSM67U9H	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/CSM67U9H_taxonomic_profile.biom
CSM67UAK	CSM67UAK	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/CSM67UAK_taxonomic_profile.biom
CSM79HNE	CSM79HNE	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/CSM79HNE_taxonomic_profile.biom
CSM7KOP6	CSM7KOP6	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/CSM7KOP6_taxonomic_profile.biom
CSM7KORO	CSM7KORO	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/CSM7KORO_taxonomic_profile.biom
CSM7KOUL	CSM7KOUL	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/CSM7KOUL_taxonomic_profile.biom
ESM5MEBS	ESM5MEBS	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/ESM5MEBS_taxonomic_profile.biom
HSM5MD43_P	HSM5MD43	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/HSM5MD43_taxonomic_profile.biom
HSM6XRR5	HSM6XRR5	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/HSM6XRR5_taxonomic_profile.biom
HSM7CZ1V	HSM7CZ1V	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/HSM7CZ1V_taxonomic_profile.biom
HSM7J4HM	HSM7J4HM	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/HSM7J4HM_taxonomic_profile.biom
HSM7J4NO	HSM7J4NO	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/HSM7J4NO_taxonomic_profile.biom
HSMA33MX	HSMA33MX	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/HSMA33MX_taxonomic_profile.biom
HSMA33NW	HSMA33NW	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/HSMA33NW_taxonomic_profile.biom
MSM6J2HB	MSM6J2HB	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/MSM6J2HB_taxonomic_profile.biom
MSM79HF3	MSM79HF3	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/MSM79HF3_taxonomic_profile.biom
MSM79HBZ	MSM79HBZ	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/MSM79HBZ_taxonomic_profile.biom
MSM79H7C	MSM79H7C	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/MSM79H7C_taxonomic_profile.biom
MSM9VZLZ	MSM9VZLZ	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/MSM9VZLZ_taxonomic_profile.biom
MSMA267V	MSMA267V	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/MSMA267V_taxonomic_profile.biom
PSM6XBSE_P	PSM6XBSE	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/PSM6XBSE_taxonomic_profile.biom
PSM6XBT3	PSM6XBT3	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/PSM6XBT3_taxonomic_profile.biom
PSM7J1BV	PSM7J1BV	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/PSM7J1BV_taxonomic_profile.biom
PSMA264O	PSMA264O	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/PSMA264O_taxonomic_profile.biom
PSMA265X	PSMA265X	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/PSMA265X_taxonomic_profile.biom
CSM5MCXD	CSM5MCXD	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/CSM5MCXD_taxonomic_profile.biom
CSM5MCVL	CSM5MCVL	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/CSM5MCVL_taxonomic_profile.biom
CSM5MCW6	CSM5MCW6	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/CSM5MCW6_taxonomic_profile.biom
CSM5MCWC	CSM5MCWC	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/CSM5MCWC_taxonomic_profile.biom
CSM5MCXT	CSM5MCXT	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/CSM5MCXT_taxonomic_profile.biom
CSM5MCZB	CSM5MCZB	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/CSM5MCZB_taxonomic_profile.biom
CSM67UAU	CSM67UAU	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/CSM67UAU_taxonomic_profile.biom
CSM67UB9_P	CSM67UB9	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/CSM67UB9_taxonomic_profile.biom
CSM79HHO	CSM79HHO	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/CSM79HHO_taxonomic_profile.biom
CSM79HH4	CSM79HH4	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/CSM79HH4_taxonomic_profile.biom
CSM79HHW_P	CSM79HHW	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/CSM79HHW_taxonomic_profile.biom
CSM79HKX	CSM79HKX	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/CSM79HKX_taxonomic_profile.biom
CSM79HNO	CSM79HNO	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/CSM79HNO_taxonomic_profile.biom
CSM79HR8	CSM79HR8	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/CSM79HR8_taxonomic_profile.biom
CSM7KOTO	CSM7KOTO	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/CSM7KOTO_taxonomic_profile.biom
ESM5MEBE	ESM5MEBE	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/ESM5MEBE_taxonomic_profile.biom
ESM5MEDN	ESM5MEDN	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/ESM5MEDN_taxonomic_profile.biom
ESM5MEB7	ESM5MEB7	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/ESM5MEB7_taxonomic_profile.biom
HSM5FZBZ	HSM5FZBZ	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/HSM5FZBZ_taxonomic_profile.biom
HSM5MD4Y	HSM5MD4Y	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/HSM5MD4Y_taxonomic_profile.biom
HSM5MD48	HSM5MD48	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/HSM5MD48_taxonomic_profile.biom
HSM5MD4O	HSM5MD4O	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/HSM5MD4O_taxonomic_profile.biom
HSM5MD66	HSM5MD66	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/HSM5MD66_taxonomic_profile.biom
HSM5MD62	HSM5MD62	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/HSM5MD62_taxonomic_profile.biom
HSM6XRQB_P	HSM6XRQB	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/HSM6XRQB_taxonomic_profile.biom
HSM6XRR3	HSM6XRR3	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/HSM6XRR3_taxonomic_profile.biom
HSM67VID	HSM67VID	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/HSM67VID_taxonomic_profile.biom
HSM7CZ2Z	HSM7CZ2Z	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/HSM7CZ2Z_taxonomic_profile.biom
HSM7CZ3A	HSM7CZ3A	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/HSM7CZ3A_taxonomic_profile.biom
HSM7J4Q1	HSM7J4Q1	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/HSM7J4Q1_taxonomic_profile.biom
HSM7J4J7	HSM7J4J7	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/HSM7J4J7_taxonomic_profile.biom
HSM7J4LP	HSM7J4LP	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/HSM7J4LP_taxonomic_profile.biom
HSMA33IE	HSMA33IE	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/HSMA33IE_taxonomic_profile.biom
MSM5LLDI	MSM5LLDI	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/MSM5LLDI_taxonomic_profile.biom
MSM5LLGL	MSM5LLGL	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/MSM5LLGL_taxonomic_profile.biom
MSM5LLEP	MSM5LLEP	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/MSM5LLEP_taxonomic_profile.biom
MSM6J2J3	MSM6J2J3	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/MSM6J2J3_taxonomic_profile.biom
MSM5LLHC	MSM5LLHC	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/MSM5LLHC_taxonomic_profile.biom
MSM6J2IE	MSM6J2IE	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/MSM6J2IE_taxonomic_profile.biom
MSM5LLF4	MSM5LLF4	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/MSM5LLF4_taxonomic_profile.biom
MSM79HDK	MSM79HDK	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/MSM79HDK_taxonomic_profile.biom
MSM9VZPH	MSM9VZPH	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/MSM9VZPH_taxonomic_profile.biom
PSM6XBQS	PSM6XBQS	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/PSM6XBQS_taxonomic_profile.biom
PSM6XBRK_P	PSM6XBRK	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/PSM6XBRK_taxonomic_profile.biom
PSM6XBSI	PSM6XBSI	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/PSM6XBSI_taxonomic_profile.biom
PSM7J199	PSM7J199	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/PSM7J199_taxonomic_profile.biom
PSM7J1BJ	PSM7J1BJ	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/PSM7J1BJ_taxonomic_profile.biom
PSM7J177	PSM7J177	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/PSM7J177_taxonomic_profile.biom
PSM7J13I	PSM7J13I	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/PSM7J13I_taxonomic_profile.biom
PSM7J4EF	PSM7J4EF	https://g-227ca.190ebd.75bc.data.globus.org/ibdmdb//products/HMP2/MGX/2018-05-04/tax_profiles/PSM7J4EF_taxonomic_profile.biom
