test_feature	cohort	model_name	validation	n	n_nonresponders	auc	average_precision	brier	baseline_auc	augmented_auc	delta_auc
il1b_lamp3_cross_system	GSE14580_UC_Leuven_baseline	proxy_plus_il1b_lamp3_cross_system	within_cohort_loocv	24	16	0.7734375	0.8935346995289452	0.19556250478201642	0.8005813953488372	0.8005813953488372	0.0
il1b_lamp3_cross_system	GSE16879_Crohn_colitis_Leuven_baseline	proxy_baseline	within_cohort_loocv	19	7	1.0	0.9999999999999998	0.050506077427588385	0.8005813953488372	0.8005813953488372	0.0
il1b_lamp3_cross_system	GSE16879_Crohn_colitis_Leuven_baseline	proxy_plus_il1b_lamp3_cross_system	within_cohort_loocv	19	7	1.0	0.9999999999999998	0.03871229731710369	0.8005813953488372	0.8005813953488372	0.0
il1b_lamp3_cross_system	GSE16879_Crohn_ileitis_Leuven_baseline	proxy_baseline	within_cohort_loocv	18	10	0.5125	0.6882328782328782	0.26960809152111176	0.8005813953488372	0.8005813953488372	0.0
il1b_lamp3_cross_system	GSE16879_Crohn_ileitis_Leuven_baseline	proxy_plus_il1b_lamp3_cross_system	within_cohort_loocv	18	10	0.5	0.680021645021645	0.278994309593265	0.8005813953488372	0.8005813953488372	0.0
IL1B	GSE12251_UC_ACT1_baseline	proxy_baseline	within_cohort_loocv	22	10	0.9583333333333333	0.9430122655122654	0.11762930858708559	0.8005813953488372	0.8127906976744186	0.012209302325581373
IL1B	GSE12251_UC_ACT1_baseline	proxy_plus_IL1B	within_cohort_loocv	22	10	0.9583333333333333	0.9430122655122654	0.10263326270224965	0.8005813953488372	0.8127906976744186	0.012209302325581373
IL1B	GSE14580_UC_Leuven_baseline	proxy_baseline	within_cohort_loocv	24	16	0.765625	0.8880095108695653	0.19495396247801364	0.8005813953488372	0.8127906976744186	0.012209302325581373
IL1B	GSE14580_UC_Leuven_baseline	proxy_plus_IL1B	within_cohort_loocv	24	16	0.7890625	0.8987539747390292	0.1922050188458632	0.8005813953488372	0.8127906976744186	0.012209302325581373
IL1B	GSE16879_Crohn_colitis_Leuven_baseline	proxy_baseline	within_cohort_loocv	19	7	1.0	0.9999999999999998	0.050506077427588385	0.8005813953488372	0.8127906976744186	0.012209302325581373
IL1B	GSE16879_Crohn_colitis_Leuven_baseline	proxy_plus_IL1B	within_cohort_loocv	19	7	1.0	0.9999999999999998	0.04524997251866038	0.8005813953488372	0.8127906976744186	0.012209302325581373
IL1B	GSE16879_Crohn_ileitis_Leuven_baseline	proxy_baseline	within_cohort_loocv	18	10	0.5125	0.6882328782328782	0.26960809152111176	0.8005813953488372	0.8127906976744186	0.012209302325581373
IL1B	GSE16879_Crohn_ileitis_Leuven_baseline	proxy_plus_IL1B	within_cohort_loocv	18	10	0.5	0.681090021090021	0.2763202104128023	0.8005813953488372	0.8127906976744186	0.012209302325581373
LAMP3	GSE12251_UC_ACT1_baseline	proxy_baseline	within_cohort_loocv	22	10	0.9583333333333333	0.9430122655122654	0.11762930858708559	0.8005813953488372	0.7936046511627908	-0.006976744186046435
LAMP3	GSE12251_UC_ACT1_baseline	proxy_plus_LAMP3	within_cohort_loocv	22	10	0.9583333333333333	0.9430122655122654	0.11564556904014842	0.8005813953488372	0.7936046511627908	-0.006976744186046435
LAMP3	GSE14580_UC_Leuven_baseline	proxy_baseline	within_cohort_loocv	24	16	0.765625	0.8880095108695653	0.19495396247801364	0.8005813953488372	0.7936046511627908	-0.006976744186046435
LAMP3	GSE14580_UC_Leuven_baseline	proxy_plus_LAMP3	within_cohort_loocv	24	16	0.765625	0.8866733470334014	0.20089898257937078	0.8005813953488372	0.7936046511627908	-0.006976744186046435
LAMP3	GSE16879_Crohn_colitis_Leuven_baseline	proxy_baseline	within_cohort_loocv	19	7	1.0	0.9999999999999998	0.050506077427588385	0.8005813953488372	0.7936046511627908	-0.006976744186046435
LAMP3	GSE16879_Crohn_colitis_Leuven_baseline	proxy_plus_LAMP3	within_cohort_loocv	19	7	1.0	0.9999999999999998	0.039597602309571274	0.8005813953488372	0.7936046511627908	-0.006976744186046435
LAMP3	GSE16879_Crohn_ileitis_Leuven_baseline	proxy_baseline	within_cohort_loocv	18	10	0.5125	0.6882328782328782	0.26960809152111176	0.8005813953488372	0.7936046511627908	-0.006976744186046435
LAMP3	GSE16879_Crohn_ileitis_Leuven_baseline	proxy_plus_LAMP3	within_cohort_loocv	18	10	0.4875	0.6755344655344655	0.28614141909083013	0.8005813953488372	0.7936046511627908	-0.006976744186046435
TREM1	GSE12251_UC_ACT1_baseline	proxy_baseline	within_cohort_loocv	22	10	0.9583333333333333	0.9430122655122654	0.11762930858708559	0.8005813953488372	0.8098837209302325	0.009302325581395321
TREM1	GSE12251_UC_ACT1_baseline	proxy_plus_TREM1	within_cohort_loocv	22	10	0.9583333333333333	0.9430122655122654	0.09592462063560771	0.8005813953488372	0.8098837209302325	0.009302325581395321
TREM1	GSE14580_UC_Leuven_baseline	proxy_baseline	within_cohort_loocv	24	16	0.765625	0.8880095108695653	0.19495396247801364	0.8005813953488372	0.8098837209302325	0.009302325581395321
TREM1	GSE14580_UC_Leuven_baseline	proxy_plus_TREM1	within_cohort_loocv	24	16	0.765625	0.8907151385751929	0.20223912529832058	0.8005813953488372	0.8098837209302325	0.009302325581395321
TREM1	GSE16879_Crohn_colitis_Leuven_baseline	proxy_baseline	within_cohort_loocv	19	7	1.0	0.9999999999999998	0.050506077427588385	0.8005813953488372	0.8098837209302325	0.009302325581395321
TREM1	GSE16879_Crohn_colitis_Leuven_baseline	proxy_plus_TREM1	within_cohort_loocv	19	7	1.0	0.9999999999999998	0.04803450957662542	0.8005813953488372	0.8098837209302325	0.009302325581395321
TREM1	GSE16879_Crohn_ileitis_Leuven_baseline	proxy_baseline	within_cohort_loocv	18	10	0.5125	0.6882328782328782	0.26960809152111176	0.8005813953488372	0.8098837209302325	0.009302325581395321
TREM1	GSE16879_Crohn_ileitis_Leuven_baseline	proxy_plus_TREM1	within_cohort_loocv	18	10	0.5499999999999999	0.7037301587301587	0.2626595986683291	0.8005813953488372	0.8098837209302325	0.009302325581395321
CXCL8	GSE12251_UC_ACT1_baseline	proxy_baseline	within_cohort_loocv	22	10	0.9583333333333333	0.9430122655122654	0.11762930858708559	0.8005813953488372	0.8087209302325582	0.008139534883720989
CXCL8	GSE12251_UC_ACT1_baseline	proxy_plus_CXCL8	within_cohort_loocv	22	10	0.9583333333333333	0.9430122655122654	0.10707142737177953	0.8005813953488372	0.8087209302325582	0.008139534883720989
CXCL8	GSE14580_UC_Leuven_baseline	proxy_baseline	within_cohort_loocv	24	16	0.765625	0.8880095108695653	0.19495396247801364	0.8005813953488372	0.8087209302325582	0.008139534883720989
CXCL8	GSE14580_UC_Leuven_baseline	proxy_plus_CXCL8	within_cohort_loocv	24	16	0.78125	0.897534780921151	0.19705954183002294	0.8005813953488372	0.8087209302325582	0.008139534883720989
CXCL8	GSE16879_Crohn_colitis_Leuven_baseline	proxy_baseline	within_cohort_loocv	19	7	1.0	0.9999999999999998	0.050506077427588385	0.8005813953488372	0.8087209302325582	0.008139534883720989
CXCL8	GSE16879_Crohn_colitis_Leuven_baseline	proxy_plus_CXCL8	within_cohort_loocv	19	7	1.0	0.9999999999999998	0.03906401170104504	0.8005813953488372	0.8087209302325582	0.008139534883720989
CXCL8	GSE16879_Crohn_ileitis_Leuven_baseline	proxy_baseline	within_cohort_loocv	18	10	0.5125	0.6882328782328782	0.26960809152111176	0.8005813953488372	0.8087209302325582	0.008139534883720989
CXCL8	GSE16879_Crohn_ileitis_Leuven_baseline	proxy_plus_CXCL8	within_cohort_loocv	18	10	0.4875	0.6755344655344655	0.2774026168524167	0.8005813953488372	0.8087209302325582	0.008139534883720989
OSM	GSE12251_UC_ACT1_baseline	proxy_baseline	within_cohort_loocv	22	10	0.9583333333333333	0.9430122655122654	0.11762930858708559	0.8005813953488372	0.7936046511627907	-0.006976744186046546
OSM	GSE12251_UC_ACT1_baseline	proxy_plus_OSM	within_cohort_loocv	22	10	0.9583333333333333	0.9430122655122654	0.09782035672090247	0.8005813953488372	0.7936046511627907	-0.006976744186046546
OSM	GSE14580_UC_Leuven_baseline	proxy_baseline	within_cohort_loocv	24	16	0.765625	0.8880095108695653	0.19495396247801364	0.8005813953488372	0.7936046511627907	-0.006976744186046546
OSM	GSE14580_UC_Leuven_baseline	proxy_plus_OSM	within_cohort_loocv	24	16	0.7578125	0.8859802900903444	0.19906555417656505	0.8005813953488372	0.7936046511627907	-0.006976744186046546
OSM	GSE16879_Crohn_colitis_Leuven_baseline	proxy_baseline	within_cohort_loocv	19	7	1.0	0.9999999999999998	0.050506077427588385	0.8005813953488372	0.7936046511627907	-0.006976744186046546
OSM	GSE16879_Crohn_colitis_Leuven_baseline	proxy_plus_OSM	within_cohort_loocv	19	7	1.0	0.9999999999999998	0.054802461440338505	0.8005813953488372	0.7936046511627907	-0.006976744186046546
OSM	GSE16879_Crohn_ileitis_Leuven_baseline	proxy_baseline	within_cohort_loocv	18	10	0.5125	0.6882328782328782	0.26960809152111176	0.8005813953488372	0.7936046511627907	-0.006976744186046546
OSM	GSE16879_Crohn_ileitis_Leuven_baseline	proxy_plus_OSM	within_cohort_loocv	18	10	0.4875	0.6755344655344655	0.2799258253210826	0.8005813953488372	0.7936046511627907	-0.006976744186046546
