analysis	dataset_path	disease_name	compartment	role	module	n_genes_present	genes_present	mean_effect	median_effect	combined_z	combined_p	fdr	positive_nominal	negative_nominal	positive_fdr10	negative_fdr10
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	interferon_apc	9	CD74;CXCL10;GBP1;HLA-DRA;HLA-DRB1;IFI30;IRF1;ISG15;STAT1	1.2072929394551162	1.2451397780764326	4.558854084378451	5.143348986035486e-06	4.371846638130163e-05	True	False	True	False
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	lysosome_apc	10	CD74;CTSB;CTSD;CTSL;CTSS;HLA-DRA;IFI30;LAMP1;LAMP2;TPP1	-0.12278106039258238	-0.0779995015267199	-0.31807359015964853	0.7504291161259509	0.7946336078188312	False	False	False	False
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	ets2_direct	1	ETS2	0.174825800682389	0.174825800682389	0.5738039486648493	0.5661004763956844	0.6276331368734762	False	False	False	False
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	ets2_macrophage_program	13	CCL2;CCL3;CCL4;CXCL8;ETS2;ICAM1;IL1B;IL6;MMP9;NFKBIA;PTGS2;TNF;TNFAIP3	1.001719193190663	0.6906968295315945	2.6045620567998444	0.009199176025319429	0.021325362604149585	True	False	True	False
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	ap1_ets_immediate_early	9	DUSP1;DUSP2;EGR1;ETS2;FOS;FOSB;JUN;JUNB;JUND	-0.13273665576771954	-0.3125926416388314	-0.48011820649426024	0.6311433429095481	0.6848576699656799	False	False	False	False
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	generic_nfkb_tnf	9	CCL2;CCL3;CCL4;CXCL8;IL1B;IL6;NFKBIA;TNF;TNFAIP3	1.2042345466763171	1.425239357281865	2.5747642635257235	0.010030842691249391	0.022242303358857345	True	False	True	False
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	interferon_apc	9	CD74;CXCL10;GBP1;HLA-DRA;HLA-DRB1;IFI30;IRF1;ISG15;STAT1	0.503124919287347	0.6212977358051281	2.20922524549318	0.027158977763627298	0.05327337945942278	True	False	True	False
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	lysosome_apc	10	CD74;CTSB;CTSD;CTSL;CTSS;HLA-DRA;IFI30;LAMP1;LAMP2;TPP1	0.13713606598553835	-0.055577824465796746	-0.028811843055606835	0.9770146554094984	0.9866880678392954	False	False	False	False
ibd_uc_epithelial	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon epithelial	tissue_resident	ets2_direct	1	ETS2	0.6927803548861098	0.6927803548861098	2.114972906919198	0.03443225651957089	0.06161561692975843	True	False	True	False
ibd_uc_epithelial	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon epithelial	tissue_resident	ets2_macrophage_program	12	CCL2;CCL3;CCL4;CXCL8;ETS2;ICAM1;IL1B;MMP9;NFKBIA;PTGS2;TNF;TNFAIP3	0.7566370251019459	0.6748499764062141	2.710018311647055	0.006727949358822637	0.01633930558571212	True	False	True	False
ibd_uc_epithelial	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon epithelial	tissue_resident	ap1_ets_immediate_early	9	DUSP1;DUSP2;EGR1;ETS2;FOS;FOSB;JUN;JUNB;JUND	-0.2010623140852098	-0.3934209976616749	-1.7975574331007202	0.07224716902058964	0.12143598882563059	False	False	False	False
ibd_uc_epithelial	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon epithelial	tissue_resident	generic_nfkb_tnf	8	CCL2;CCL3;CCL4;CXCL8;IL1B;NFKBIA;TNF;TNFAIP3	0.765443146360715	0.6593812330713479	2.3192379904120726	0.02038213561455784	0.041579556653697995	True	False	True	False
ibd_uc_epithelial	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon epithelial	tissue_resident	interferon_apc	9	CD74;CXCL10;GBP1;HLA-DRA;HLA-DRB1;IFI30;IRF1;ISG15;STAT1	1.5211656701528367	0.8656746132093023	4.155833002628876	3.2410450173791544e-05	0.00018366716830346973	True	False	True	False
ibd_uc_epithelial	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon epithelial	tissue_resident	lysosome_apc	10	CD74;CTSB;CTSD;CTSL;CTSS;HLA-DRA;IFI30;LAMP1;LAMP2;TPP1	0.45802247481830294	-0.13193036854093432	0.3009252368341263	0.7634715055514261	0.7946336078188312	False	False	False	False
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	myeloid_apc	ets2_direct	1	ETS2	1.972336498380402	1.972336498380402	3.698460799986315	0.00021691084065269956	0.0007901752052348341	True	False	True	False
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	myeloid_apc	ets2_macrophage_program	13	CCL2;CCL3;CCL4;CXCL8;ETS2;ICAM1;IL1B;IL6;MMP9;NFKBIA;PTGS2;TNF;TNFAIP3	1.4160505168494166	0.9071156784692924	5.149449887219451	2.612515612073069e-07	3.2069341033540283e-06	True	False	True	False
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	myeloid_apc	ap1_ets_immediate_early	9	DUSP1;DUSP2;EGR1;ETS2;FOS;FOSB;JUN;JUNB;JUND	-0.5219693449670467	-0.9306391901535278	-2.9559929732749493	0.003116641912788649	0.008591823651471412	False	True	False	True
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	myeloid_apc	generic_nfkb_tnf	9	CCL2;CCL3;CCL4;CXCL8;IL1B;IL6;NFKBIA;TNF;TNFAIP3	1.6406067611682977	2.3614523373868455	4.143446362767918	3.4212511742803187e-05	0.00018366716830346973	True	False	True	False
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	myeloid_apc	interferon_apc	9	CD74;CXCL10;GBP1;HLA-DRA;HLA-DRB1;IFI30;IRF1;ISG15;STAT1	0.9500127699508671	0.8253918251260259	4.050998862407563	5.0999455484508425e-05	0.00024771164092475523	True	False	True	False
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	myeloid_apc	lysosome_apc	10	CD74;CTSB;CTSD;CTSL;CTSS;HLA-DRA;IFI30;LAMP1;LAMP2;TPP1	-0.05515539949466308	-0.1721000062143511	-0.30100993442905694	0.7634069190708818	0.7946336078188312	False	False	False	False
ibd_uc_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon stromal	tissue_resident	ets2_direct	1	ETS2	0.3229015394896466	0.3229015394896466	1.0932189495954057	0.2742976789196119	0.3454118919728446	False	False	False	False
ibd_uc_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon stromal	tissue_resident	ets2_macrophage_program	13	CCL2;CCL3;CCL4;CXCL8;ETS2;ICAM1;IL1B;IL6;MMP9;NFKBIA;PTGS2;TNF;TNFAIP3	0.7898522191901001	0.6552964976985156	3.7496184226386893	0.00017710384806604275	0.0006690589815828282	True	False	True	False
ibd_uc_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon stromal	tissue_resident	ap1_ets_immediate_early	9	DUSP1;DUSP2;EGR1;ETS2;FOS;FOSB;JUN;JUNB;JUND	-0.6411555856129545	-0.9055436706086047	-2.9326302497519947	0.003361039079215737	0.00902173647578961	False	True	False	True
ibd_uc_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon stromal	tissue_resident	generic_nfkb_tnf	9	CCL2;CCL3;CCL4;CXCL8;IL1B;IL6;NFKBIA;TNF;TNFAIP3	0.8598656130854461	0.7289994899477309	3.460067667998492	0.0005400396589291428	0.0018361348403590854	True	False	True	False
ibd_uc_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon stromal	tissue_resident	interferon_apc	9	CD74;CXCL10;GBP1;HLA-DRA;HLA-DRB1;IFI30;IRF1;ISG15;STAT1	-0.2235625840362246	0.1975915624721267	-0.902712454038936	0.36667852493359754	0.42989896026697644	False	False	False	False
ibd_uc_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon stromal	tissue_resident	lysosome_apc	10	CD74;CTSB;CTSD;CTSL;CTSS;HLA-DRA;IFI30;LAMP1;LAMP2;TPP1	-0.2415931801847373	-0.012579102861151256	-1.2963155193478129	0.19486680397759748	0.2524237093800611	False	False	False	False
psoriasis_keratinocyte	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin keratinocyte	tissue_resident	ets2_direct	1	ETS2	-0.7908911666239122	-0.7908911666239122	-1.418103241072595	0.15616062516299647	0.21819703789898137	False	False	False	False
psoriasis_keratinocyte	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin keratinocyte	tissue_resident	ets2_macrophage_program	10	CCL2;CXCL8;ETS2;ICAM1;IL1B;IL6;MMP9;NFKBIA;PTGS2;TNFAIP3	-0.5324789116089733	-0.5697584719047626	-2.581181429501866	0.009846282029645693	0.022242303358857345	False	True	False	True
psoriasis_keratinocyte	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin keratinocyte	tissue_resident	ap1_ets_immediate_early	9	DUSP1;DUSP2;EGR1;ETS2;FOS;FOSB;JUN;JUNB;JUND	-1.105061121497495	-1.140719902484685	-6.762981123515815	1.351808561673917e-11	1.3788447329073952e-09	False	True	False	True
psoriasis_keratinocyte	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin keratinocyte	tissue_resident	generic_nfkb_tnf	6	CCL2;CXCL8;IL1B;IL6;NFKBIA;TNFAIP3	-0.42083239831692043	-0.1399043207573136	-1.2976850657130847	0.19439557757426273	0.2524237093800611	False	False	False	False
psoriasis_keratinocyte	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin keratinocyte	tissue_resident	interferon_apc	7	CD74;CXCL10;GBP1;IFI30;IRF1;ISG15;STAT1	1.346213068573638	1.7050972084118987	2.7823964568687445	0.005395908015962229	0.013677055482252306	True	False	True	False
psoriasis_keratinocyte	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin keratinocyte	tissue_resident	lysosome_apc	9	CD74;CTSB;CTSD;CTSL;CTSS;IFI30;LAMP1;LAMP2;TPP1	0.8561480613052891	0.6205117542928464	3.7907283118965416	0.00015020618838183978	0.0006128412485979063	True	False	True	False
psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin APC	myeloid_apc	ets2_direct	1	ETS2	-0.7144025340295892	-0.7144025340295892	-0.9079951289969269	0.36388079518558947	0.42989896026697644	False	False	False	False
psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin APC	myeloid_apc	ets2_macrophage_program	10	CCL2;CXCL8;ETS2;ICAM1;IL1B;IL6;MMP9;NFKBIA;PTGS2;TNFAIP3	-0.9495693642247229	-0.8183438158386123	-3.360705593613199	0.0007774364592588761	0.002402985419527435	False	True	False	True
psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin APC	myeloid_apc	ap1_ets_immediate_early	9	DUSP1;DUSP2;EGR1;ETS2;FOS;FOSB;JUN;JUNB;JUND	-0.5801144037815583	-0.4715850531332481	-2.9680859712045753	0.0029966050389739368	0.008490380943759488	False	True	False	True
psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin APC	myeloid_apc	generic_nfkb_tnf	6	CCL2;CXCL8;IL1B;IL6;NFKBIA;TNFAIP3	-1.1892787782973235	-1.0639722394712328	-2.7763298660874525	0.005497639948748476	0.013677055482252306	False	True	False	True
psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin APC	myeloid_apc	interferon_apc	7	CD74;CXCL10;GBP1;IFI30;IRF1;ISG15;STAT1	1.3331344813298849	1.2590341051800884	3.851735121512348	0.00011728384610508923	0.000520128360987787	True	False	True	False
psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin APC	myeloid_apc	lysosome_apc	9	CD74;CTSB;CTSD;CTSL;CTSS;IFI30;LAMP1;LAMP2;TPP1	0.0245167219348468	0.2686724203349655	1.34037926170709	0.1801220744427211	0.2417427841204941	False	False	False	False
psoriasis_skin_stromal	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin stromal	tissue_resident	ets2_direct	1	ETS2	-0.1132392711392302	-0.1132392711392302	-0.23706623629262485	0.8126054053328098	0.8372298115550162	False	False	False	False
psoriasis_skin_stromal	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin stromal	tissue_resident	ets2_macrophage_program	10	CCL2;CXCL8;ETS2;ICAM1;IL1B;IL6;MMP9;NFKBIA;PTGS2;TNFAIP3	-0.43466713233303383	-0.6289034076887163	-2.18842199344077	0.028638877683586052	0.054095657846773657	False	True	False	True
psoriasis_skin_stromal	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin stromal	tissue_resident	ap1_ets_immediate_early	9	DUSP1;DUSP2;EGR1;ETS2;FOS;FOSB;JUN;JUNB;JUND	-0.8916978164001849	-0.930691995210104	-5.274327456066293	1.33243811023125e-07	1.9415526749083927e-06	False	True	False	True
psoriasis_skin_stromal	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin stromal	tissue_resident	generic_nfkb_tnf	6	CCL2;CXCL8;IL1B;IL6;NFKBIA;TNFAIP3	-0.43697246443723836	-0.8029192560323923	-1.770644977897168	0.07661975751179334	0.12605185913230518	False	False	False	False
psoriasis_skin_stromal	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin stromal	tissue_resident	interferon_apc	7	CD74;CXCL10;GBP1;IFI30;IRF1;ISG15;STAT1	0.7587120411563969	0.8689731828034368	2.652805094076002	0.007982595020504843	0.018935457955616138	True	False	True	False
psoriasis_skin_stromal	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin stromal	tissue_resident	lysosome_apc	9	CD74;CTSB;CTSD;CTSL;CTSS;IFI30;LAMP1;LAMP2;TPP1	0.19740739217216785	0.2412128213767141	2.1971614457993662	0.028008918007163836	0.053903955410013416	False	False	False	False
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	myeloid_apc	ets2_direct	1	ETS2	-0.2800052704874742	-0.2800052704874742	-0.8330394819057038	0.40482246262626154	0.46922603622589404	False	False	False	False
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	myeloid_apc	ets2_macrophage_program	13	CCL2;CCL3;CCL4;CXCL8;ETS2;ICAM1;IL1B;IL6;MMP9;NFKBIA;PTGS2;TNF;TNFAIP3	0.2136714325068903	0.1547818117339439	1.7213953465738303	0.08517910811662702	0.1379090321888247	False	False	False	False
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	myeloid_apc	ap1_ets_immediate_early	9	DUSP1;DUSP2;EGR1;ETS2;FOS;FOSB;JUN;JUNB;JUND	0.09335465339710236	0.1886663953768526	1.6549410077535516	0.09793646488526023	0.1513563548226749	False	False	False	False
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	myeloid_apc	generic_nfkb_tnf	9	CCL2;CCL3;CCL4;CXCL8;IL1B;IL6;NFKBIA;TNF;TNFAIP3	0.21415722980110685	0.2060475381910755	1.7951896840287789	0.07262348351336731	0.12143598882563059	False	False	False	False
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	myeloid_apc	interferon_apc	9	CD74;CXCL10;GBP1;HLA-DRA;HLA-DRB1;IFI30;IRF1;ISG15;STAT1	0.5243586619322715	0.319888541471574	3.437697180129163	0.0005866833967537973	0.0019303776280286235	True	False	True	False
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	myeloid_apc	lysosome_apc	10	CD74;CTSB;CTSD;CTSL;CTSS;HLA-DRA;IFI30;LAMP1;LAMP2;TPP1	0.03744731061930019	0.058111218268543	0.6493839532013296	0.5160902334457262	0.5784747671589459	False	False	False	False
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	ets2_direct	1	ETS2	-0.1231972695152459	-0.1231972695152459	-0.20560547227362844	0.8370991026003163	0.8538410846523227	False	False	False	False
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	ets2_macrophage_program	12	CCL2;CCL3;CCL4;CXCL8;ETS2;ICAM1;IL1B;IL6;NFKBIA;PTGS2;TNF;TNFAIP3	0.18284384516712215	0.20588573667241725	1.4214728173315845	0.15517935052236856	0.21819703789898137	False	False	False	False
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	ap1_ets_immediate_early	9	DUSP1;DUSP2;EGR1;ETS2;FOS;FOSB;JUN;JUNB;JUND	-0.0700402757151341	-0.083004516991739	-0.972294911732647	0.33090385446736925	0.4066529295864056	False	False	False	False
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	generic_nfkb_tnf	9	CCL2;CCL3;CCL4;CXCL8;IL1B;IL6;NFKBIA;TNF;TNFAIP3	0.2521133755271658	0.3247157981742801	1.6969472915563681	0.08970662598610114	0.14077039770126643	False	False	False	False
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	interferon_apc	9	CD74;CXCL10;GBP1;HLA-DRA;HLA-DRB1;IFI30;IRF1;ISG15;STAT1	0.7609400649153891	0.5464666153151043	4.617181029814945	3.889879193871897e-06	3.6069788888630314e-05	True	False	True	False
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	lysosome_apc	10	CD74;CTSB;CTSD;CTSL;CTSS;HLA-DRA;IFI30;LAMP1;LAMP2;TPP1	0.2824898769250598	0.0059403884920214995	2.1051972470832534	0.0352741418039854	0.062033835586319155	False	False	False	False
sjogren_gland_stromal	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	ets2_direct	1	ETS2	-0.241231355305838	-0.241231355305838	-1.0791346981624617	0.2805276851968226	0.3489490718301939	False	False	False	False
sjogren_gland_stromal	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	ets2_macrophage_program	13	CCL2;CCL3;CCL4;CXCL8;ETS2;ICAM1;IL1B;IL6;MMP9;NFKBIA;PTGS2;TNF;TNFAIP3	0.23449879110457236	0.1127041034632714	1.5539494859534986	0.12019646634776175	0.17514342239245284	False	False	False	False
sjogren_gland_stromal	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	ap1_ets_immediate_early	9	DUSP1;DUSP2;EGR1;ETS2;FOS;FOSB;JUN;JUNB;JUND	0.196091506277973	0.1899084040988228	2.4854584765350256	0.012938468046351733	0.027494244598497433	False	False	False	False
sjogren_gland_stromal	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	generic_nfkb_tnf	9	CCL2;CCL3;CCL4;CXCL8;IL1B;IL6;NFKBIA;TNF;TNFAIP3	0.26256496672442436	0.2232579178728659	1.704160891202647	0.0883510333553614	0.14077039770126643	False	False	False	False
sjogren_gland_stromal	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	interferon_apc	9	CD74;CXCL10;GBP1;HLA-DRA;HLA-DRB1;IFI30;IRF1;ISG15;STAT1	0.20444972236732228	0.1138486427672642	1.2944656187640953	0.19550463765710613	0.2524237093800611	False	False	False	False
sjogren_gland_stromal	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	lysosome_apc	10	CD74;CTSB;CTSD;CTSL;CTSS;HLA-DRA;IFI30;LAMP1;LAMP2;TPP1	-0.023626088056917197	0.0283624868906247	-0.7439291419649589	0.45691934395153544	0.5178419231450735	False	False	False	False
t1d_acinar_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic acinar cell	tissue_resident	ets2_direct	1	ETS2	0.0006740489797287	0.0006740489797287	0.0027916348040137413	0.997772600583582	0.997772600583582	False	False	False	False
t1d_acinar_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic acinar cell	tissue_resident	ets2_macrophage_program	13	CCL2;CCL3;CCL4;CXCL8;ETS2;ICAM1;IL1B;IL6;MMP9;NFKBIA;PTGS2;TNF;TNFAIP3	1.2972353034030606	0.8457724012549422	5.835146109329948	5.374345072283188e-09	1.827277324576284e-07	True	False	True	False
t1d_acinar_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic acinar cell	tissue_resident	ap1_ets_immediate_early	9	DUSP1;DUSP2;EGR1;ETS2;FOS;FOSB;JUN;JUNB;JUND	-0.40310352817320994	-0.108697814113257	-1.6295433562448647	0.10319804440707092	0.15514122337661926	False	False	False	False
t1d_acinar_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic acinar cell	tissue_resident	generic_nfkb_tnf	9	CCL2;CCL3;CCL4;CXCL8;IL1B;IL6;NFKBIA;TNF;TNFAIP3	1.4521602059074015	1.04003760867545	5.391479629671038	6.987988186234286e-08	1.1879579916598286e-06	True	False	True	False
t1d_acinar_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic acinar cell	tissue_resident	interferon_apc	9	CD74;CXCL10;GBP1;HLA-DRA;HLA-DRB1;IFI30;IRF1;ISG15;STAT1	0.8773830805894283	0.8210164126240693	4.150324170054309	3.320047281512616e-05	0.00018366716830346973	True	False	True	False
t1d_acinar_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic acinar cell	tissue_resident	lysosome_apc	10	CD74;CTSB;CTSD;CTSL;CTSS;HLA-DRA;IFI30;LAMP1;LAMP2;TPP1	0.6820448854072323	0.3935441848674754	3.760580596882416	0.00016951944432850907	0.0006650378200579971	True	False	True	False
t1d_beta_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	ets2_direct	1	ETS2	0.2953726632972282	0.2953726632972282	1.3860998554452857	0.16571641451824637	0.22841992271433958	False	False	False	False
t1d_beta_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	ets2_macrophage_program	13	CCL2;CCL3;CCL4;CXCL8;ETS2;ICAM1;IL1B;IL6;MMP9;NFKBIA;PTGS2;TNF;TNFAIP3	1.1156861317712201	0.8008587336207809	2.545993891075931	0.010896709527980787	0.02364817812455405	True	False	True	False
