seed	n_requested	latent_event_probability	allocation	site_scale_pattern	effect_pattern	score_transform	n_simulated_cohorts	n_valid_fits	valid_fit_rate	significant_count	significant_probability	significant_probability_ci_low	significant_probability_ci_high	positive_probability	negative_probability	transport_pass_probability	heterogeneity_detection_probability	median_z	median_heterogeneity_p	median_minimum_site_events
54971	180	0.3	imbalanced_60_30_10	uniform	homogeneous	global_scale	400	400	1.0	310	0.775	0.7315729789411186	0.8131952591750183	0.775	0.0	0.065	0.045	2.6810496880442445	0.5124645067056217	8.0
54971	180	0.3	imbalanced_60_30_10	uniform	homogeneous	within_site_scale	400	400	1.0	305	0.7625	0.7184235572819022	0.8015824881925919	0.7625	0.0	0.0675	0.0525	2.6835913027156666	0.5266740157387699	8.0
54971	180	0.3	imbalanced_60_30_10	uniform	one_site_reversed	global_scale	400	400	1.0	198	0.495	0.44628448078239025	0.5438106421609528	0.4925	0.0025	0.005	0.3925	1.9566760610412124	0.09119502070442842	8.0
54971	180	0.3	imbalanced_60_30_10	uniform	one_site_reversed	within_site_scale	400	400	1.0	198	0.495	0.44628448078239025	0.5438106421609528	0.495	0.0	0.005	0.3825	1.9457845887267338	0.08357237661930242	8.0
54971	180	0.3	imbalanced_60_30_10	moderate	null	global_scale	400	400	1.0	19	0.0475	0.030617076962711882	0.07299154940982647	0.0175	0.03	0.0	0.0625	-0.03278091775664828	0.4930039745492789	8.0
54971	180	0.3	imbalanced_60_30_10	moderate	null	within_site_scale	400	400	1.0	16	0.04	0.024769063069711758	0.06398224771784103	0.0175	0.0225	0.0	0.0575	-0.055602694203509474	0.4843290074637558	8.0
54971	180	0.3	imbalanced_60_30_10	moderate	homogeneous	global_scale	400	400	1.0	277	0.6925	0.6456251644125997	0.7357126022686962	0.6925	0.0	0.05	0.09	2.5492729768300553	0.4239924431880673	8.0
54971	180	0.3	imbalanced_60_30_10	moderate	homogeneous	within_site_scale	400	400	1.0	296	0.74	0.6948757457668063	0.7805583529527312	0.74	0.0	0.05	0.0525	2.6304932342805922	0.5218831654597893	8.0
54971	180	0.3	imbalanced_60_30_10	moderate	one_site_reversed	global_scale	400	400	1.0	135	0.3375	0.2929016377213044	0.38518985793734206	0.335	0.0025	0.0075	0.4875	1.4055340481352485	0.05420331415413683	8.0
54971	180	0.3	imbalanced_60_30_10	moderate	one_site_reversed	within_site_scale	400	400	1.0	185	0.4625	0.41422725327343163	0.5114861688016406	0.4625	0.0	0.0075	0.38	1.8739009015852717	0.09834991055575308	8.0
54971	180	0.3	imbalanced_60_30_10	severe	null	global_scale	400	400	1.0	20	0.05	0.03259742983714726	0.07596363506371961	0.02	0.03	0.0025	0.0375	-0.052273972892744804	0.5010457305133402	8.0
54971	180	0.3	imbalanced_60_30_10	severe	null	within_site_scale	400	400	1.0	19	0.0475	0.030617076962711882	0.07299154940982647	0.0225	0.025	0.0025	0.0475	0.020153474181028457	0.48906381215395106	8.0
54971	180	0.3	imbalanced_60_30_10	severe	homogeneous	global_scale	400	400	1.0	255	0.6375	0.5892885151310687	0.6830956039269998	0.6375	0.0	0.0625	0.2025	2.4008365258103597	0.24377685539959904	8.0
54971	180	0.3	imbalanced_60_30_10	severe	homogeneous	within_site_scale	400	400	1.0	311	0.7775	0.7342089511162986	0.8155117255281668	0.7775	0.0	0.0975	0.0575	2.7692794788037256	0.47767068531755774	8.0
54971	180	0.3	imbalanced_60_30_10	severe	one_site_reversed	global_scale	400	400	1.0	49	0.1225	0.09391315520467675	0.1582686270177171	0.1225	0.0	0.0	0.5975	0.8077373322153416	0.026844185071559307	8.0
54971	180	0.3	imbalanced_60_30_10	severe	one_site_reversed	within_site_scale	400	400	1.0	184	0.46	0.4117698068715022	0.5089911766752415	0.46	0.0	0.005	0.38	1.8662846066514107	0.09592861968486535	8.0
54971	300	0.15	balanced	uniform	null	global_scale	400	400	1.0	14	0.035	0.02096129419797776	0.057885139532918004	0.0175	0.0175	0.0025	0.045	0.06467265941199296	0.5378105320680865	7.0
54971	300	0.15	balanced	uniform	null	within_site_scale	400	400	1.0	11	0.0275	0.015423636260295411	0.048565481885614784	0.0175	0.01	0.0025	0.045	0.029032544246391706	0.5271626223603276	7.0
54971	300	0.15	balanced	uniform	homogeneous	global_scale	400	400	1.0	300	0.75	0.7053228670693259	0.7899209857635259	0.75	0.0	0.0625	0.0425	2.60381053881917	0.5415651748137111	7.0
54971	300	0.15	balanced	uniform	homogeneous	within_site_scale	400	400	1.0	302	0.755	0.710557459419624	0.7945912704698848	0.755	0.0	0.065	0.045	2.588170487267373	0.5420895656418208	7.0
54971	300	0.15	balanced	uniform	one_site_reversed	global_scale	400	400	1.0	27	0.0675	0.04680146916375965	0.09642666543540682	0.04	0.0275	0.0	0.6125	0.18576070749366336	0.02226780000288884	8.0
54971	300	0.15	balanced	uniform	one_site_reversed	within_site_scale	400	400	1.0	25	0.0625	0.04268914141220244	0.09063411613030699	0.04	0.0225	0.0	0.615	0.13000535443892874	0.020609975888984167	8.0
54971	300	0.15	balanced	moderate	null	global_scale	400	400	1.0	26	0.065	0.04474048189620036	0.09353521417463759	0.0175	0.0475	0.0	0.0525	0.0035744191984852383	0.5037038212804841	7.0
54971	300	0.15	balanced	moderate	null	within_site_scale	400	400	1.0	29	0.0725	0.05095051840227673	0.10218249325354675	0.0225	0.05	0.0	0.055	-0.07300665250131787	0.501913530036995	7.0
54971	300	0.15	balanced	moderate	homogeneous	global_scale	400	400	1.0	285	0.7125	0.6662901779980862	0.7546670969098378	0.7125	0.0	0.04	0.0975	2.511477383176014	0.4008931146344016	7.0
54971	300	0.15	balanced	moderate	homogeneous	within_site_scale	400	400	1.0	291	0.7275	0.6818568086225227	0.7688150974553725	0.7275	0.0	0.0425	0.055	2.571877567578439	0.47896982315599645	7.0
54971	300	0.15	balanced	moderate	one_site_reversed	global_scale	400	400	1.0	28	0.07	0.04887162669974449	0.09930894642775051	0.015	0.055	0.0025	0.6075	-0.4314863338675106	0.024216333902934636	7.0
54971	300	0.15	balanced	moderate	one_site_reversed	within_site_scale	400	400	1.0	21	0.0525	0.034591528357920405	0.07892197507127496	0.035	0.0175	0.0025	0.635	0.17141601224809316	0.022624212780644228	7.0
54971	300	0.15	balanced	severe	null	global_scale	400	400	1.0	26	0.065	0.04474048189620036	0.09353521417463759	0.0275	0.0375	0.0	0.045	0.07237001799479972	0.5052968663518479	7.0
54971	300	0.15	balanced	severe	null	within_site_scale	400	400	1.0	21	0.0525	0.034591528357920405	0.07892197507127496	0.03	0.0225	0.0	0.045	0.16091067771067585	0.5088354430422994	7.0
54971	300	0.15	balanced	severe	homogeneous	global_scale	400	400	1.0	252	0.63	0.5816587842920732	0.6758680191810097	0.63	0.0	0.0325	0.1675	2.277695924453408	0.2769733756606117	7.0
54971	300	0.15	balanced	severe	homogeneous	within_site_scale	400	400	1.0	285	0.7125	0.6662901779980862	0.7546670969098378	0.7125	0.0	0.0675	0.05	2.571854841681887	0.4618523661063473	7.0
54971	300	0.15	balanced	severe	one_site_reversed	global_scale	400	400	1.0	75	0.1875	0.15228915456130324	0.2286560293976321	0.01	0.1775	0.0	0.5725	-0.9313493423371079	0.0340753400921006	7.0
54971	300	0.15	balanced	severe	one_site_reversed	within_site_scale	400	400	1.0	21	0.0525	0.034591528357920405	0.07892197507127496	0.035	0.0175	0.0	0.6575	0.09773817498805645	0.01887547159296795	7.0
54971	300	0.15	imbalanced_60_30_10	uniform	null	global_scale	400	400	1.0	20	0.05	0.03259742983714726	0.07596363506371961	0.0225	0.0275	0.0	0.05	0.027091940719501217	0.4680664003261767	8.0
54971	300	0.15	imbalanced_60_30_10	uniform	null	within_site_scale	400	400	1.0	21	0.0525	0.034591528357920405	0.07892197507127496	0.025	0.0275	0.0	0.0475	0.05965505136780255	0.4661569008364593	8.0
54971	300	0.15	imbalanced_60_30_10	uniform	homogeneous	global_scale	400	400	1.0	296	0.74	0.6948757457668063	0.7805583529527312	0.74	0.0	0.0625	0.0575	2.6477945720711906	0.5512529673719146	8.0
54971	300	0.15	imbalanced_60_30_10	uniform	homogeneous	within_site_scale	400	400	1.0	290	0.725	0.6792581922605757	0.7664612752889909	0.725	0.0	0.0625	0.0525	2.6302765189015207	0.5290575329288432	8.0
54971	300	0.15	imbalanced_60_30_10	uniform	one_site_reversed	global_scale	400	400	1.0	155	0.3875	0.34104299567214824	0.43609727055306846	0.3875	0.0	0.005	0.4	1.6979152314349428	0.08608441095581543	8.0
54971	300	0.15	imbalanced_60_30_10	uniform	one_site_reversed	within_site_scale	400	400	1.0	163	0.4075	0.3604480792409669	0.4563116952108779	0.4075	0.0	0.005	0.4125	1.6602648236285213	0.0842601298324036	8.0
54971	300	0.15	imbalanced_60_30_10	moderate	null	global_scale	400	400	1.0	19	0.0475	0.030617076962711882	0.07299154940982647	0.03	0.0175	0.0	0.05	0.08117170808235304	0.4968260830818502	8.0
54971	300	0.15	imbalanced_60_30_10	moderate	null	within_site_scale	400	400	1.0	16	0.04	0.024769063069711758	0.06398224771784103	0.03	0.01	0.0	0.05	0.03578550519296521	0.48271341756283526	8.0
54971	300	0.15	imbalanced_60_30_10	moderate	homogeneous	global_scale	400	400	1.0	287	0.7175	0.6714724243160557	0.7593897276485253	0.7175	0.0	0.05	0.1125	2.518121462253321	0.34913451663921735	7.0
54971	300	0.15	imbalanced_60_30_10	moderate	homogeneous	within_site_scale	400	400	1.0	311	0.7775	0.7342089511162986	0.8155117255281668	0.7775	0.0	0.07	0.055	2.66044276501961	0.43867872153623977	7.0
54971	300	0.15	imbalanced_60_30_10	moderate	one_site_reversed	global_scale	400	400	1.0	92	0.23	0.19144383051896455	0.27369280842155563	0.23	0.0	0.0	0.4875	1.28818271630732	0.05545768739590592	7.0
54971	300	0.15	imbalanced_60_30_10	moderate	one_site_reversed	within_site_scale	400	400	1.0	165	0.4125	0.36531214409863494	0.46135250740986694	0.4125	0.0	0.0	0.3675	1.7322595097379023	0.10275865490869951	7.0
54971	300	0.15	imbalanced_60_30_10	severe	null	global_scale	400	400	1.0	13	0.0325	0.01908984237880045	0.0548041528237668	0.0225	0.01	0.0	0.0425	0.0560786793973188	0.5285566811449233	8.0
54971	300	0.15	imbalanced_60_30_10	severe	null	within_site_scale	400	400	1.0	17	0.0425	0.026701694991131116	0.06700205432475019	0.03	0.0125	0.0	0.0525	0.09328817337882864	0.5056005666442258	8.0
54971	300	0.15	imbalanced_60_30_10	severe	homogeneous	global_scale	400	400	1.0	245	0.6125	0.5639027294469315	0.6589570043278518	0.6125	0.0	0.0575	0.185	2.24095271567077	0.22468875509932779	8.0
54971	300	0.15	imbalanced_60_30_10	severe	homogeneous	within_site_scale	400	400	1.0	291	0.7275	0.6818568086225227	0.7688150974553725	0.7275	0.0	0.0625	0.0575	2.576350744792669	0.5175520482105436	8.0
54971	300	0.15	imbalanced_60_30_10	severe	one_site_reversed	global_scale	400	400	1.0	57	0.1425	0.1116383145426319	0.18016297590639008	0.135	0.0075	0.0	0.5975	0.7185986097225883	0.028969231740418412	7.0
54971	300	0.15	imbalanced_60_30_10	severe	one_site_reversed	within_site_scale	400	400	1.0	170	0.425	0.3774943812405543	0.4739324629095902	0.425	0.0	0.0025	0.345	1.802358750863227	0.10637889178732926	7.0
54971	300	0.3	balanced	uniform	null	global_scale	400	400	1.0	16	0.04	0.024769063069711758	0.06398224771784103	0.02	0.02	0.0	0.055	-0.028047439923290264	0.5016120847769889	17.0
54971	300	0.3	balanced	uniform	null	within_site_scale	400	400	1.0	17	0.0425	0.026701694991131116	0.06700205432475019	0.0225	0.02	0.0	0.0525	-0.02662130162616912	0.500236861735364	17.0
54971	300	0.3	balanced	uniform	homogeneous	global_scale	400	400	1.0	373	0.9325	0.9035733345645931	0.9531985308362403	0.9325	0.0	0.6225	0.05	3.561265562069857	0.502592294552043	17.0
54971	300	0.3	balanced	uniform	homogeneous	within_site_scale	400	400	1.0	371	0.9275	0.8978175067464532	0.9490494815977232	0.9275	0.0	0.615	0.055	3.5542159460284606	0.5091930653878124	17.0
54971	300	0.3	balanced	uniform	one_site_reversed	global_scale	400	400	1.0	23	0.0575	0.038617542757733075	0.08480083772811935	0.035	0.0225	0.0025	0.865	0.3007412865073765	0.0013004308138263882	16.0
54971	300	0.3	balanced	uniform	one_site_reversed	within_site_scale	400	400	1.0	19	0.0475	0.030617076962711882	0.07299154940982647	0.0375	0.01	0.0025	0.87	0.3079692356577586	0.001237670771338129	16.0
54971	300	0.3	balanced	moderate	null	global_scale	400	400	1.0	15	0.0375	0.022855029814710867	0.060943842444513396	0.0125	0.025	0.0	0.055	0.006355757664061684	0.48134184270539226	17.0
54971	300	0.3	balanced	moderate	null	within_site_scale	400	400	1.0	20	0.05	0.03259742983714726	0.07596363506371961	0.02	0.03	0.0	0.0425	0.03814592701168207	0.4919461303378308	17.0
54971	300	0.3	balanced	moderate	homogeneous	global_scale	400	400	1.0	367	0.9175	0.8864031104605777	0.9406541237702847	0.9175	0.0	0.46	0.1225	3.2108049748948195	0.34321649952026595	17.0
54971	300	0.3	balanced	moderate	homogeneous	within_site_scale	400	400	1.0	373	0.9325	0.9035733345645931	0.9531985308362403	0.9325	0.0	0.545	0.05	3.3763833875182536	0.48028130979517303	17.0
54971	300	0.3	balanced	moderate	one_site_reversed	global_scale	400	400	1.0	30	0.075	0.05303774392284765	0.10504770626130436	0.015	0.06	0.0	0.87	-0.5588492428152324	0.0015794731555023992	17.0
54971	300	0.3	balanced	moderate	one_site_reversed	within_site_scale	400	400	1.0	25	0.0625	0.04268914141220244	0.09063411613030699	0.0575	0.005	0.0	0.88	0.2611356971287502	0.001503484782098537	17.0
54971	300	0.3	balanced	severe	null	global_scale	400	400	1.0	19	0.0475	0.030617076962711882	0.07299154940982647	0.0275	0.02	0.0025	0.05	-0.1179409951609986	0.5143654134314805	17.0
54971	300	0.3	balanced	severe	null	within_site_scale	400	400	1.0	19	0.0475	0.030617076962711882	0.07299154940982647	0.0275	0.02	0.0025	0.0575	-0.053869267387364694	0.5186558434763996	17.0
54971	300	0.3	balanced	severe	homogeneous	global_scale	400	400	1.0	363	0.9075	0.8751014146161221	0.9321460655014261	0.9075	0.0	0.375	0.2725	3.091173129474933	0.18539462290606384	17.0
54971	300	0.3	balanced	severe	homogeneous	within_site_scale	400	400	1.0	377	0.9425	0.9151991622718807	0.9613824572422669	0.9425	0.0	0.62	0.065	3.5096417365403263	0.5190875442736972	17.0
54971	300	0.3	balanced	severe	one_site_reversed	global_scale	400	400	1.0	68	0.17	0.13636898220196564	0.20990913205867007	0.0	0.17	0.0	0.8475	-1.0957141320628492	0.002959117879329357	17.0
54971	300	0.3	balanced	severe	one_site_reversed	within_site_scale	400	400	1.0	26	0.065	0.04474048189620036	0.09353521417463759	0.06	0.005	0.0	0.8825	0.293632231699596	0.002017150752082984	17.0
54971	300	0.3	imbalanced_60_30_10	uniform	null	global_scale	400	400	1.0	21	0.0525	0.034591528357920405	0.07892197507127496	0.0325	0.02	0.0025	0.065	0.03002870826457322	0.5338157467404785	14.0
54971	300	0.3	imbalanced_60_30_10	uniform	null	within_site_scale	400	400	1.0	19	0.0475	0.030617076962711882	0.07299154940982647	0.0325	0.015	0.0025	0.065	0.03357260901590914	0.5446810532566984	14.0
54971	300	0.3	imbalanced_60_30_10	uniform	homogeneous	global_scale	400	400	1.0	378	0.945	0.9181325521920267	0.9634015058504493	0.945	0.0	0.5175	0.04	3.3868460715525126	0.520650919936496	14.0
54971	300	0.3	imbalanced_60_30_10	uniform	homogeneous	within_site_scale	400	400	1.0	378	0.945	0.9181325521920267	0.9634015058504493	0.945	0.0	0.515	0.0375	3.3920220459350716	0.5060896562873529	14.0
54971	300	0.3	imbalanced_60_30_10	uniform	one_site_reversed	global_scale	400	400	1.0	274	0.685	0.637901366761192	0.7285790843351184	0.685	0.0	0.0325	0.545	2.4969878641473513	0.04071509216045073	13.0
