entity	positive_evidence_rows	positive_source_units	positive_modalities	modalities	source_files	recurrence_empirical_entity_p	recurrence_empirical_fwer_p	recurrence_q_bh	train_joint_z	train_empirical_fwer_p	holdout_support_z	holdout_supported_p_lt_0_05
layer_transfer_map	8	8	3	corpus_synthesis;exploratory;lead_slate	analysis/v20_lead_slate/lead_slate_v20.tsv;analysis/v35_metabolic_sterol_setpoint/summary.json;docs/reports/FINDINGS_SCORES_V37.tsv	0.0862913708629137	1.0	0.24901356018244328	0.0	1.0	0.0	False
cell_composition	8	8	2	corpus_synthesis;treatment_response	analysis/v32_confounder_audit/v32_confounder_adjustment_metrics.tsv;analysis/v32_confounder_audit/v32_joint_adjustment_metrics.tsv;docs/reports/FINDINGS_SCORES_V37.tsv	0.08749125087491251	1.0	0.24901356018244328	0.0	1.0	3.0903807621810726	True
genetic_backdrop_ms_uc	8	8	2	corpus_synthesis;genetics	analysis/v20_lead_slate/lead_slate_v20.tsv;analysis/v21_ldsc_backdrop/ldsc_rg_results.tsv;docs/reports/FINDINGS_SCORES_V37.tsv	0.0856914308569143	1.0	0.24901356018244328	7.535167067614062	0.7115288471152885	0.0	False
complement_lipid_axis	5	5	4	deep_structure;exploratory;treatment_pharmacodynamic;treatment_response_tests	analysis/v26_deep_structure/workstream_a_latent_axes.tsv;analysis/v26_deep_structure/workstream_b_module_dependencies.tsv;analysis/v35_metabolic_sterol_setpoint/summary.json	0.49495050494950504	1.0	0.9918008199180082	3.6262044667180313	1.0	0.0	False
hla_ii_apc__mif_cd74_receptor_state	4	4	4	cell_state_h5ad;perturbation_mixscale;treatment_pharmacodynamic;treatment_response_tests	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	0.6831316868313169	1.0	0.9918008199180082	5.992856382807678	1.0	0.0	False
lipid_loader_repair	4	4	3	deep_structure;treatment_pharmacodynamic;treatment_response_tests	analysis/v26_deep_structure/workstream_a_latent_axes.tsv;analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	0.6764323567643236	1.0	0.9918008199180082	3.6262044667180313	1.0	0.0	False
glucocorticoid_steroid	4	4	2	corpus_synthesis;treatment_response	analysis/v32_confounder_audit/v32_confounder_adjustment_metrics.tsv;analysis/v32_confounder_audit/v32_joint_adjustment_metrics.tsv;docs/reports/FINDINGS_SCORES_V37.tsv	0.6835316468353164	1.0	0.9918008199180082	0.0	1.0	3.0903807621810726	True
ifn_apc__lysosomal_apc	3	3	3	cross_disease_summary;treatment_pharmacodynamic;treatment_response_tests	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	0.8423157684231577	1.0	0.9918008199180082	4.290181664612609	1.0	0.0	False
ifn_apc__mif_cd74_receptor_state	3	3	3	perturbation_mixscale;treatment_pharmacodynamic;treatment_response_tests	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	0.8459154084591541	1.0	0.9918008199180082	4.048969439950566	1.0	0.0	False
ifn_apc__mixscale_validated_ifng_readout	3	3	3	cell_state_h5ad;cross_disease_summary;treatment_pharmacodynamic	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	0.8435156484351565	1.0	0.9918008199180082	4.72193468757868	1.0	0.0	False
chr1_kif21b_gpr25	3	3	2	corpus_synthesis;genetics	analysis/v20_lead_slate/lead_slate_v20.tsv;docs/reports/FINDINGS_SCORES_V37.tsv	0.8424157584241576	1.0	0.9918008199180082	1.126331304077035	1.0	0.0	False
postpartum_apc_split	3	3	2	corpus_synthesis;lead_slate	analysis/v20_lead_slate/lead_slate_v20.tsv;docs/reports/FINDINGS_SCORES_V37.tsv	0.8473152684731526	1.0	0.9918008199180082	0.0	1.0	0.0	False
hla_ii_apc__ifn_apc	2	2	2	perturbation_mixscale;treatment_pharmacodynamic	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	0.9476052394760524	1.0	0.9918008199180082	4.006737781595028	1.0	0.0	False
hla_ii_apc__lysosomal_apc	2	2	2	cross_disease_summary;treatment_pharmacodynamic	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	0.9499050094990501	1.0	0.9918008199180082	2.6243216997143093	1.0	0.0	False
hla_ii_apc__mixscale_validated_ifng_readout	2	2	2	cross_disease_summary;treatment_pharmacodynamic	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	0.9524047595240476	1.0	0.9918008199180082	3.865467132998866	1.0	0.0	False
lipid_loader_repair__lysosomal_apc	2	2	2	treatment_pharmacodynamic;treatment_response_tests	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	0.9472052794720528	1.0	0.9918008199180082	2.6196667350218403	1.0	0.0	False
lysosomal_apc__mixscale_validated_ifng_readout	2	2	2	cell_state_h5ad;treatment_pharmacodynamic	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	0.946905309469053	1.0	0.9918008199180082	2.758337837344583	1.0	0.0	False
mif_cd74_receptor_state__mixscale_validated_ifng_readout	2	2	2	cross_disease_summary;treatment_pharmacodynamic	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	0.9481051894810519	1.0	0.9918008199180082	3.5566038887094904	1.0	0.0	False
complement_phagocytosis	2	2	1	deep_structure	analysis/v26_deep_structure/workstream_a_latent_axes.tsv	0.9519048095190481	1.0	0.9918008199180082	2.576002149423304	1.0	0.0	False
hif_nampt_metabolic	2	2	1	deep_structure	analysis/v26_deep_structure/workstream_a_latent_axes.tsv	0.9495050494950505	1.0	0.9918008199180082	2.576002149423304	1.0	0.0	False
ms_uc_genetic_backdrop	2	2	1	genetics	analysis/v21_ldsc_backdrop/ldsc_rg_results.tsv	0.947005299470053	1.0	0.9918008199180082	7.535167067614062	0.7115288471152885	0.0	False
gpr25	1	1	1	corpus_synthesis	docs/reports/FINDINGS_SCORES_V37.tsv	0.9911008899110089	1.0	0.9918008199180082	0.0	1.0	0.0	False
kif21b	1	1	1	corpus_synthesis	docs/reports/FINDINGS_SCORES_V37.tsv	0.9914008599140086	1.0	0.9918008199180082	0.0	1.0	0.0	False
multi_lineage_and_rpt_lenses_add_prioritization_not_evidence	1	1	1	corpus_synthesis	docs/reports/FINDINGS_SCORES_V37.tsv	0.9889011098890111	1.0	0.9918008199180082				
rel_pus10_usp34	1	1	1	genetics	analysis/v20_lead_slate/lead_slate_v20.tsv	0.9912008799120088	1.0	0.9918008199180082	0.6495497196310024	1.0	0.0	False
zfp36l1	1	1	1	genetics	analysis/v20_lead_slate/lead_slate_v20.tsv	0.9918008199180082	1.0	0.9918008199180082	1.126331304077035	1.0	0.0	False
zmiz1	1	1	1	corpus_synthesis	docs/reports/FINDINGS_SCORES_V37.tsv	0.9918008199180082	1.0	0.9918008199180082	0.0	1.0	0.0	False
