entity	modality	support_z	closure_z	n_rows	min_p	sources
lipid_loader_repair__mixscale_validated_ifng_readout	cell_state_h5ad	0.0	1.7685947995871087	1	0.0769615192403798	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv
lipid_loader_repair__mixscale_validated_ifng_readout	cross_disease_summary	0.0	2.3912393044596754	1	0.016791604197901	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv
lipid_loader_repair__mixscale_validated_ifng_readout	treatment_pharmacodynamic	0.0	0.22435941215179517	1	0.822477650063857	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv
locked_v7_general_cross_disease_baseline_fallback_killed	failure_structure	0.0	2.575829303548901	1	0.01	analysis/v39_failure_structure_exclusion/v39_failure_catalogue.tsv
lysosomal_apc	cell_state_h5ad	1.7685947995871087	1.367673517754863	7	0.0769615192403798	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv
lysosomal_apc	cross_disease_summary	2.0477988800560096	2.1345705893362235	6	0.0327961019490254	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv
lysosomal_apc	deep_structure	2.576002149423304	1.5984402744436446	6	0.0099950024987506	analysis/v26_deep_structure/workstream_a_latent_axes.tsv
lysosomal_apc	failure_structure	0.0	2.575829303548901	2	0.01	analysis/v39_failure_structure_exclusion/v39_failure_catalogue.tsv
lysosomal_apc	network_topology	0.0	1.100365548796042	1	0.2711728827117288	analysis/v40_dimension_probes/apc_network_topology_probe.tsv
lysosomal_apc	treatment_pharmacodynamic	2.3595210430357745	2.956694906058436	7	0.0031095563329446	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv
lysosomal_apc	treatment_response_tests	3.0234926937176767	1.1906984086182877	4	0.0024987506246876	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv
lysosomal_apc__mif_cd74_receptor_state	cell_state_h5ad	0.0	0.12080640840801676	1	0.9038443741092416	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv
lysosomal_apc__mif_cd74_receptor_state	cross_disease_summary	0.0	1.5833429068567682	1	0.113343328335832	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv
lysosomal_apc__mif_cd74_receptor_state	treatment_pharmacodynamic	0.0	0.10983059295890502	1	0.912543728135932	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv
lysosomal_apc__mif_cd74_receptor_state	treatment_response_tests	0.0	1.1906984086182877	1	0.2337720028874451	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv
lysosomal_apc__mixscale_validated_ifng_readout	cell_state_h5ad	1.7685947995871087	0.0	1	0.0769615192403798	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv
lysosomal_apc__mixscale_validated_ifng_readout	cross_disease_summary	0.0	2.0499999758503282	1	0.0403644331680313	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv
lysosomal_apc__mixscale_validated_ifng_readout	treatment_pharmacodynamic	2.132283979592473	0.0	1	0.032983508245877	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv
metabolic_sterol	cell_state_h5ad	0.0	1.367673517754863	7	0.1714142928535732	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv
metabolic_sterol	cross_disease_summary	0.0	2.1345705893362235	6	0.0327961019490254	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv
metabolic_sterol	deep_structure	2.576002149423304	1.5984402744436446	3	0.0099950024987506	analysis/v26_deep_structure/workstream_a_latent_axes.tsv
metabolic_sterol	exploratory	2.512318809772744	1.1408330906611082	8	0.0119940679158683	analysis/v39_immune_tone_anomaly/immune_tone_anomaly_spaces.tsv
metabolic_sterol	failure_structure	0.0	2.575829303548901	4	0.01	analysis/v39_failure_structure_exclusion/v39_exclusion_list.tsv;analysis/v39_failure_structure_exclusion/v39_failure_catalogue.tsv
metabolic_sterol	network_topology	0.0	0.0	1	1.0	analysis/v40_dimension_probes/apc_network_topology_probe.tsv
metabolic_sterol	treatment_pharmacodynamic	0.0	3.0903807621810726	7	0.0019990004997501	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv
metabolic_sterol	treatment_response	3.4808903002570455	1.395322729968826	5	0.0004997501249375	analysis/v32_confounder_audit/v32_confounder_adjustment_metrics.tsv;analysis/v32_confounder_audit/v32_joint_adjustment_metrics.tsv
mhc_hla_overlap_is_not_simple_shared_causal_biology	failure_structure	0.0	2.575829303548901	1	0.01	analysis/v39_failure_structure_exclusion/v39_exclusion_list.tsv
mhc_overlap_is_distinct_signal_not_simple_shared_biology	failure_structure	0.0	2.575829303548901	1	0.01	analysis/v39_failure_structure_exclusion/v39_failure_catalogue.tsv
mif_cd74_receptor_state	cell_state_h5ad	2.6970107222673985	1.339665042895467	7	0.0069965017491254	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv
mif_cd74_receptor_state	cross_disease_summary	2.073102549343415	2.1345705893362235	6	0.0327961019490254	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv
mif_cd74_receptor_state	deep_structure	2.576002149423304	1.5984402744436446	10	0.0099950024987506	analysis/v26_deep_structure/workstream_a_latent_axes.tsv
mif_cd74_receptor_state	failure_structure	0.0	2.575829303548901	1	0.01	analysis/v39_failure_structure_exclusion/v39_exclusion_list.tsv
mif_cd74_receptor_state	network_topology	0.0	0.5842916669935031	1	0.559024097590241	analysis/v40_dimension_probes/apc_network_topology_probe.tsv
mif_cd74_receptor_state	perturbation	3.1748285874492073	2.3265354233769213	3	0.0014992503748125	analysis/v35_lysosomal_apc_specificity/perturbation_module_pair_rankings.tsv
mif_cd74_receptor_state	perturbation_mixscale	3.1748285874492073	2.3265354233769213	3	0.0014992503748125	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv
mif_cd74_receptor_state	treatment_pharmacodynamic	3.0903807621810726	1.0051127139587983	7	0.0019990004997501	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv
mif_cd74_receptor_state	treatment_response	2.324857177760912	3.6622727355849025	10	0.0002499875006249	analysis/v28_heterogeneous_response/heterogeneous_method_metrics.tsv;analysis/v36_therapy_branch_map/therapy_branch_evidence.tsv
mif_cd74_receptor_state	treatment_response_tests	3.0234926937176767	1.1958396992916445	4	0.0024987506246876	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv
mif_cd74_receptor_state__mixscale_validated_ifng_readout	cell_state_h5ad	0.0	0.9434470755247945	1	0.3454522738630685	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv
mif_cd74_receptor_state__mixscale_validated_ifng_readout	cross_disease_summary	2.073102549343415	0.0	1	0.0381627368134114	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv
mif_cd74_receptor_state__mixscale_validated_ifng_readout	treatment_pharmacodynamic	2.956694906058436	0.0	1	0.0031095563329446	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv
mixscale_validated_ifng_readout	cell_state_h5ad	2.6970107222673985	1.7685947995871087	7	0.0069965017491254	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv
mixscale_validated_ifng_readout	cross_disease_summary	2.3912393044596754	2.3912393044596754	6	0.016791604197901	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv
mixscale_validated_ifng_readout	deep_structure	2.576002149423304	1.5984402744436446	3	0.0099950024987506	analysis/v26_deep_structure/workstream_a_latent_axes.tsv
mixscale_validated_ifng_readout	network_topology	1.8592359539791858	0.0	1	0.062993700629937	analysis/v40_dimension_probes/apc_network_topology_probe.tsv
mixscale_validated_ifng_readout	treatment_pharmacodynamic	3.0903807621810726	3.0903807621810726	7	0.0019990004997501	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv
ms_uc_genetic_backdrop	genetics	7.535167067614062	0.0	2	4.8771e-14	analysis/v21_ldsc_backdrop/ldsc_rg_results.tsv
no_load_bearing_invariant_found_in_v26	failure_structure	0.0	2.575829303548901	1	0.01	analysis/v39_failure_structure_exclusion/v39_failure_catalogue.tsv
no_load_bearing_invariant_was_established	failure_structure	0.0	2.575829303548901	1	0.01	analysis/v39_failure_structure_exclusion/v39_exclusion_list.tsv
postpartum_apc_split	failure_structure	0.0	2.575829303548901	1	0.01	analysis/v39_failure_structure_exclusion/v39_failure_catalogue.tsv
protective_resilience_genetics	failure_structure	0.0	2.575829303548901	2	0.01	analysis/v39_failure_structure_exclusion/v39_failure_catalogue.tsv
protective_resilience_genetics	genetics	0.0	1.0103158743962015	1	0.3123439780663679	analysis/v40_dimension_probes/protective_resilience_genetics_probe.tsv
ptger4	failure_structure	0.0	2.575829303548901	2	0.01	analysis/v39_failure_structure_exclusion/v39_exclusion_list.tsv;analysis/v39_failure_structure_exclusion/v39_failure_catalogue.tsv
rel_pus10_usp34	failure_structure	0.0	2.575829303548901	2	0.01	analysis/v39_failure_structure_exclusion/v39_exclusion_list.tsv;analysis/v39_failure_structure_exclusion/v39_failure_catalogue.tsv
rel_pus10_usp34	genetics	0.6495497196310024	0.0	1	0.5159831203968521	analysis/v20_lead_slate/lead_slate_v20.tsv
tb_readable_compartment	exploratory	2.6547590333403277	0.0	5	0.0079365079365079	analysis/v35_tb_compartment_gate/tb_compartment_gate.tsv
tb_readable_compartment	failure_structure	0.0	2.575829303548901	1	0.01	analysis/v39_failure_structure_exclusion/v39_exclusion_list.tsv
tb_readable_compartment	treatment_response	2.483947308581782	0.0	3	0.0129935032483758	analysis/v32_confounder_audit/v32_confounder_adjustment_metrics.tsv;analysis/v32_confounder_audit/v32_joint_adjustment_metrics.tsv
zfp36l1	failure_structure	0.0	1.6448536269514729	2	0.1	analysis/v39_failure_structure_exclusion/v39_exclusion_list.tsv;analysis/v39_failure_structure_exclusion/v39_failure_catalogue.tsv
zfp36l1	genetics	1.126331304077035	0.0	1	0.2600253122089619	analysis/v20_lead_slate/lead_slate_v20.tsv
zmiz1	failure_structure	0.0	2.575829303548901	1	0.01	analysis/v39_failure_structure_exclusion/v39_failure_catalogue.tsv
