n_requested	event_probability	allocation	effect_pattern	n_simulated_cohorts	n_valid_fits	global_positive_count	global_positive_probability	global_positive_ci_low	global_positive_ci_high	minimum_seed_global_positive_probability	all_site_sign_count	all_site_sign_probability	all_site_sign_ci_low	all_site_sign_ci_high	minimum_seed_all_site_sign_probability	all_site_ci_positive_count	all_site_ci_positive_probability	all_site_ci_positive_ci_low	all_site_ci_positive_ci_high	minimum_seed_all_site_ci_positive_probability	all_leave_site_out_ci_positive_count	all_leave_site_out_ci_positive_probability	all_leave_site_out_ci_positive_ci_low	all_leave_site_out_ci_positive_ci_high	minimum_seed_all_leave_site_out_ci_positive_probability	sign_transport_count	sign_transport_probability	sign_transport_ci_low	sign_transport_ci_high	minimum_seed_sign_transport_probability	strict_precision_count	strict_precision_probability	strict_precision_ci_low	strict_precision_ci_high	minimum_seed_strict_precision_probability	median_minimum_site_events_across_seeds	median_widest_site_ci_half_width_across_seeds	median_minimum_site_z_across_seeds	one_site_only_hr15	one_site_reversed_hr15	precision_ready
600	0.15	imbalanced_60_30_10	homogeneous_hr13	1200	1200	532	0.44333333333333336	0.41545108149009397	0.47157723191154927	0.4275	700	0.5833333333333334	0.5552167229809802	0.6109181102518974	0.5475	12	0.01	0.005729576190218534	0.01739760440046169	0.0025	132	0.11	0.0935259204577701	0.1289630600123631	0.1	125	0.10416666666666667	0.08812755282267205	0.12273198932115974	0.0975	12	0.01	0.005729576190218534	0.01739760440046169	0.0025	15.0	0.5104030032276401	0.15376868051975923	0.0	0.0	False
600	0.15	imbalanced_60_30_10	homogeneous_hr15	1200	1200	964	0.8033333333333333	0.7798914217260317	0.8248393712416425	0.7925	965	0.8041666666666667	0.7807579501350764	0.8256341911649264	0.8	49	0.04083333333333333	0.03102354197066147	0.05357352691618343	0.04	454	0.37833333333333335	0.35132330159509606	0.4061198418849027	0.3675	421	0.35083333333333333	0.32434685518085293	0.3782717933322962	0.335	48	0.04	0.030301435740345037	0.05263428481417108	0.04	15.0	0.5148622391578668	0.7493987560555232	0.0	0.0	False
600	0.3	balanced	homogeneous_hr13	1200	1200	836	0.6966666666666667	0.6700636691593553	0.7220145372702356	0.6725	905	0.7541666666666667	0.7290190824841112	0.7776921588761652	0.74	20	0.016666666666666666	0.01081468204022554	0.025603285209084888	0.0125	300	0.25	0.22632431519937957	0.2752711851019878	0.2425	294	0.245	0.22150491142451276	0.27012249888288203	0.2375	20	0.016666666666666666	0.01081468204022554	0.025603285209084888	0.0125	34.0	0.3402978258758036	0.598691007704302	0.0	0.0	False
600	0.3	balanced	homogeneous_hr15	1200	1200	1176	0.98	0.9704129080935024	0.9865237313278719	0.975	1135	0.9458333333333333	0.9315457137904677	0.9572756440054269	0.945	239	0.19916666666666666	0.17754601703010095	0.22270723499921122	0.1725	864	0.72	0.6939247941435295	0.7446711655912671	0.7125	829	0.6908333333333333	0.6641109172451131	0.7163378508581763	0.685	237	0.1975	0.17595560392228102	0.22097495144237364	0.1725	34.0	0.33989356121684355	1.23964348369025	0.0	0.0	False
600	0.3	imbalanced_60_30_10	homogeneous_hr13	1200	1200	870	0.725	0.6990486891065892	0.74951536062218	0.71	924	0.77	0.7453504389618287	0.7929264207126944	0.7625	21	0.0175	0.011474222395146387	0.02660509318649281	0.015	307	0.25583333333333336	0.23195241723925797	0.28127252138841086	0.2525	298	0.24833333333333332	0.2247173620963486	0.2735554415403613	0.2475	21	0.0175	0.011474222395146387	0.02660509318649281	0.015	27.0	0.3815069105450829	0.5565765379241515	0.0	0.0	False
600	0.3	imbalanced_60_30_10	homogeneous_hr15	1200	1200	1170	0.975	0.9645356400225766	0.982432909404825	0.965	1108	0.9233333333333333	0.9068923405097146	0.9370726123133032	0.9125	185	0.15416666666666667	0.13484175818030025	0.1756986839032581	0.1225	814	0.6783333333333333	0.6513712554577744	0.7041572876605835	0.665	786	0.655	0.6276477889931396	0.6813630008200127	0.6475	185	0.15416666666666667	0.13484175818030025	0.1756986839032581	0.1225	27.0	0.38508423847998985	1.1953073373175807	0.0	0.0	False
900	0.15	balanced	homogeneous_hr13	1200	1200	746	0.6216666666666667	0.5938801581150972	0.6486766984049039	0.615	856	0.7133333333333334	0.6870989648007193	0.7382062082754473	0.695	19	0.015833333333333335	0.010159503372028068	0.024597115544953585	0.01	229	0.19083333333333333	0.1696001916605504	0.214039577045474	0.1775	223	0.18583333333333332	0.16484035814858947	0.2088313205634623	0.1725	19	0.015833333333333335	0.010159503372028068	0.024597115544953585	0.01	23.0	0.40885484791032123	0.4275632340636659	0.0	0.0	False
900	0.15	balanced	homogeneous_hr15	1200	1200	1135	0.9458333333333333	0.9315457137904677	0.9572756440054269	0.9425	1109	0.9241666666666667	0.9077976336455506	0.9378286675097959	0.915	139	0.11583333333333333	0.09893982195776421	0.13517859683867042	0.1125	698	0.5816666666666667	0.5535396752459253	0.6092724613222947	0.5775	674	0.5616666666666666	0.5334403644644997	0.5894994121278295	0.5575	137	0.11416666666666667	0.09739146910916126	0.13340425302261583	0.1125	23.0	0.4069747733467755	1.0986864597168045	0.0	0.0	False
900	0.15	imbalanced_60_30_10	homogeneous_hr13	1200	1200	753	0.6275	0.5997793784383552	0.6544069164079473	0.61	862	0.7183333333333334	0.6922176953235526	0.7430555677465867	0.705	21	0.0175	0.011474222395146387	0.02660509318649281	0.015	236	0.19666666666666666	0.17516062875835742	0.2201085782739684	0.1725	234	0.195	0.17357114489781034	0.21837536546985797	0.1725	21	0.0175	0.011474222395146387	0.02660509318649281	0.015	23.0	0.4129804094447409	0.48527060386444487	0.0	0.0008333333333333334	False
900	0.15	imbalanced_60_30_10	homogeneous_hr15	1200	1200	1130	0.9416666666666667	0.9269430402484113	0.9535715758858394	0.935	1089	0.9075	0.8897815241774372	0.9226178103313338	0.8925	120	0.1	0.08428171719545854	0.11827108328672939	0.095	722	0.6016666666666667	0.5736859133523122	0.6289985831917984	0.595	704	0.5866666666666667	0.5585717978688353	0.6142084286933572	0.5825	119	0.09916666666666667	0.08351361169106683	0.11737784045879232	0.095	23.0	0.4156808926208826	1.0417714259560755	0.0	0.0008333333333333334	False
900	0.3	balanced	homogeneous_hr13	1200	1200	1049	0.8741666666666666	0.8541994908322308	0.8917459103833891	0.8625	1051	0.8758333333333334	0.8559670357181328	0.8933010621621447	0.84	82	0.06833333333333333	0.055391254265479806	0.08403030958821467	0.05	559	0.4658333333333333	0.43776369727241055	0.4941210211021096	0.44	544	0.4533333333333333	0.42536067071350464	0.48160382267608376	0.4375	81	0.0675	0.0546407874953228	0.0831194280260429	0.05	51.0	0.27514624566314516	0.9526895498540443	0.0	0.0	False
900	0.3	balanced	homogeneous_hr15	1200	1200	1196	0.9966666666666667	0.9914606145760569	0.998702991491893	0.995	1187	0.9891666666666666	0.9815533657706362	0.9936581053063546	0.98	486	0.405	0.37757151569348474	0.43303477442103483	0.3825	1090	0.9083333333333333	0.8906781884260577	0.9233824944150419	0.8975	1042	0.8683333333333333	0.848021358865139	0.8862946040241796	0.8475	480	0.4	0.3726434434374425	0.4279947566831045	0.3825	51.0	0.27638831760759525	1.8156140769614217	0.0	0.0	False
900	0.3	imbalanced_60_30_10	homogeneous_hr13	1200	1200	1050	0.875	0.8550831289728186	0.8925236205751302	0.8525	1008	0.84	0.8181774713080775	0.8596526482820627	0.835	64	0.05333333333333334	0.04198595756592827	0.06753133630584826	0.0325	516	0.43	0.40225617243667366	0.45819056764770916	0.42	491	0.4091666666666667	0.3816805155944887	0.4372325161816748	0.4025	63	0.0525	0.041248404856606004	0.06660754068284175	0.0325	41.0	0.3102691617334359	0.7206938845092168	0.0	0.0	False
900	0.3	imbalanced_60_30_10	homogeneous_hr15	1200	1200	1197	0.9975	0.9926755362996676	0.9991494181006112	0.995	1158	0.965	0.9530291568689337	0.9740032125705227	0.9525	394	0.3283333333333333	0.30234787455328116	0.3554143689869911	0.3025	1062	0.885	0.8657084255674209	0.9018345039684731	0.8775	1018	0.8483333333333334	0.8269288950579893	0.8675147078554387	0.8375	386	0.32166666666666666	0.2958427123394164	0.3486287445422256	0.295	41.0	0.3123137232515568	1.6319440816097752	0.0	0.0	False
1500	0.15	balanced	homogeneous_hr13	1200	1200	1023	0.8525	0.831312430216152	0.8714379143589198	0.8375	1033	0.8608333333333333	0.8400960664353956	0.879267761462964	0.8525	82	0.06833333333333333	0.055391254265479806	0.08403030958821467	0.065	513	0.4275	0.39978441612982774	0.45567827895756874	0.425	497	0.4141666666666667	0.38661402831306974	0.44226709345706633	0.41	82	0.06833333333333333	0.055391254265479806	0.08403030958821467	0.065	38.0	0.3172422098264334	0.832701217714231	0.0	0.0	False
1500	0.15	balanced	homogeneous_hr15	1200	1200	1196	0.9966666666666667	0.9914606145760569	0.998702991491893	0.9925	1172	0.9766666666666667	0.9664834678941068	0.9838077781979526	0.9625	409	0.3408333333333333	0.31456125636625015	0.3681212121589537	0.3125	1043	0.8691666666666666	0.8489031782536971	0.8870741329679501	0.8575	1006	0.8383333333333334	0.816429598808171	0.8580778241173118	0.825	404	0.33666666666666667	0.31048780740593657	0.3638879194576234	0.3075	39.0	0.3137048930842008	1.6131732500105378	0.0	0.0	False
1500	0.15	imbalanced_60_30_10	homogeneous_hr13	1200	1200	991	0.8258333333333333	0.8033447974901666	0.8462424004503843	0.8	1009	0.8408333333333333	0.8190517033302954	0.8604397645921734	0.8175	51	0.0425	0.032471408616991965	0.05544835693451049	0.0375	458	0.38166666666666665	0.3545995993152433	0.40948893749407045	0.36	442	0.36833333333333335	0.3415026627791079	0.39600430071294557	0.35	50	0.041666666666666664	0.03174687775074607	0.0545115394684276	0.035	39.0	0.319026414711425	0.7245082908221676	0.0008333333333333334	0.0	False
1500	0.15	imbalanced_60_30_10	homogeneous_hr15	1200	1200	1195	0.9958333333333333	0.9902832821596539	0.9982189755759672	0.9925	1161	0.9675	0.9558808941043687	0.9761355203320742	0.965	373	0.31083333333333335	0.28528495352056926	0.33758897504079877	0.2875	1058	0.8816666666666667	0.8621621023992274	0.8987354338073517	0.8575	1007	0.8391666666666666	0.8173034368788001	0.8588653343790111	0.8225	371	0.30916666666666665	0.2836621491418235	0.3358890827548868	0.2875	38.0	0.32152602398001273	1.602976191760241	0.0008333333333333334	0.0	False
1500	0.3	balanced	homogeneous_hr13	1200	1200	1172	0.9766666666666667	0.9664834678941068	0.9838077781979526	0.965	1138	0.9483333333333334	0.9343171194320534	0.9594882833608276	0.9425	268	0.22333333333333333	0.20067310577268127	0.24775924789416537	0.2075	902	0.7516666666666667	0.7264445584596387	0.7752826379036514	0.73	865	0.7208333333333333	0.6947785052194055	0.7454788028477197	0.705	266	0.22166666666666668	0.1990743272668342	0.24603532973535494	0.2075	85.0	0.21351725803019544	1.3681895192473275	0.0	0.0	False
1500	0.3	balanced	homogeneous_hr15	1200	1200	1200	1.0	0.9968089993972651	1.0	1.0	1197	0.9975	0.9926755362996676	0.9991494181006112	0.995	912	0.76	0.7350306040138627	0.783310075672715	0.755	1195	0.9958333333333333	0.9902832821596539	0.9982189755759672	0.9925	1140	0.95	0.936169111979375	0.9609589874781633	0.935	888	0.74	0.7144443428513121	0.7640239768593751	0.735	85.0	0.21427558732345356	2.499646715966133	0.0	0.0	False
1500	0.3	imbalanced_60_30_10	homogeneous_hr13	1200	1200	1182	0.985	0.9764137420509698	0.9904909873643772	0.9825	1103	0.9191666666666667	0.9023734205920075	0.9332847905693664	0.915	211	0.17583333333333334	0.1553387695620836	0.1983967291620229	0.1475	862	0.7183333333333334	0.6922176953235526	0.7430555677465867	0.7075	823	0.6858333333333333	0.6590124209244576	0.7114682571848593	0.6725	211	0.17583333333333334	0.1553387695620836	0.1983967291620229	0.1475	69.0	0.23917830592011025	1.2409241875201649	0.0	0.0	False
1500	0.3	imbalanced_60_30_10	homogeneous_hr15	1200	1200	1200	1.0	0.9968089993972651	1.0	1.0	1191	0.9925	0.9858076084338075	0.9960492559724986	0.9875	732	0.61	0.5820942761544329	0.6372037037129653	0.5675	1189	0.9908333333333333	0.9836603162148858	0.9948738515267628	0.9825	1119	0.9325	0.9168805719739571	0.9453592125046771	0.9275	711	0.5925	0.5644463332834035	0.6199633316050905	0.5525	69.0	0.24152479469585658	2.2036254954379872	0.0	0.0	False
