n_requested	event_probability	allocation	effect_pattern	n_simulated_cohorts	n_valid_fits	median_minimum_site_events	median_widest_site_ci_half_width	median_minimum_site_z	global_positive_count	global_positive_probability	global_positive_ci_low	global_positive_ci_high	all_site_sign_count	all_site_sign_probability	all_site_sign_ci_low	all_site_sign_ci_high	all_site_ci_positive_count	all_site_ci_positive_probability	all_site_ci_positive_ci_low	all_site_ci_positive_ci_high	all_leave_site_out_ci_positive_count	all_leave_site_out_ci_positive_probability	all_leave_site_out_ci_positive_ci_low	all_leave_site_out_ci_positive_ci_high	sign_transport_count	sign_transport_probability	sign_transport_ci_low	sign_transport_ci_high	strict_precision_count	strict_precision_probability	strict_precision_ci_low	strict_precision_ci_high	seed
1500	0.15	imbalanced_60_30_10	null	400	400	39.0	0.3166182288956162	-0.8113080716869642	10	0.025	0.013635091745936023	0.045401587871645666	53	0.1325	0.10274521663902703	0.1692463196966809	0	0.0	8.673617379884035e-19	0.009512294334296508	0	0.0	8.673617379884035e-19	0.009512294334296508	0	0.0	8.673617379884035e-19	0.009512294334296508	0	0.0	8.673617379884035e-19	0.009512294334296508	55431
1500	0.3	balanced	null	400	400	84.0	0.21392344957771683	-0.8196896848104682	15	0.0375	0.022855029814710867	0.060943842444513396	58	0.145	0.11387048965924287	0.18288323931810765	0	0.0	8.673617379884035e-19	0.009512294334296508	0	0.0	8.673617379884035e-19	0.009512294334296508	0	0.0	8.673617379884035e-19	0.009512294334296508	0	0.0	8.673617379884035e-19	0.009512294334296508	55431
1500	0.3	imbalanced_60_30_10	null	400	400	70.0	0.2372609468385164	-0.8082760946667253	14	0.035	0.02096129419797776	0.057885139532918004	52	0.13	0.10053125228664084	0.1665078455207386	0	0.0	8.673617379884035e-19	0.009512294334296508	1	0.0025	0.0004414477868016362	0.01402328507582339	1	0.0025	0.0004414477868016362	0.01402328507582339	0	0.0	8.673617379884035e-19	0.009512294334296508	55431
450	0.15	balanced	homogeneous_hr13	400	400	11.0	0.5905223844230671	0.11328623417631778	145	0.3625	0.31690439607300025	0.4107114848689313	225	0.5625	0.5135188136473868	0.6102921495608261	1	0.0025	0.0004414477868016362	0.01402328507582339	37	0.0925	0.06785393449857381	0.12489858538387784	29	0.0725	0.05095051840227673	0.10218249325354675	1	0.0025	0.0004414477868016362	0.01402328507582339	55431
450	0.15	imbalanced_60_30_10	homogeneous_hr13	400	400	11.0	0.5961537650424591	0.10723521981876472	138	0.345	0.30008782799282613	0.3928609832508057	223	0.5575	0.5085079945949651	0.6053980915565909	2	0.005	0.0013722529547103846	0.018044918436243156	21	0.0525	0.034591528357920405	0.07892197507127496	16	0.04	0.024769063069711758	0.06398224771784103	2	0.005	0.0013722529547103846	0.018044918436243156	55431
450	0.3	balanced	homogeneous_hr13	400	400	25.0	0.39491926288668056	0.5001854036903147	247	0.6175	0.5689692933715043	0.6637953174599363	285	0.7125	0.6662901779980862	0.7546670969098378	7	0.0175	0.008502291107038103	0.03567707292555804	69	0.1725	0.13863520728428091	0.2125953455046833	65	0.1625	0.12958740844606098	0.20183339022958918	7	0.0175	0.008502291107038103	0.03567707292555804	55431
450	0.3	imbalanced_60_30_10	homogeneous_hr13	400	400	21.0	0.445397487428121	0.47048608756664495	238	0.595	0.5462106166004184	0.6419820474760654	280	0.7	0.6533627542224784	0.7428323280438028	5	0.0125	0.005350750779971611	0.028923736195967484	75	0.1875	0.15228915456130324	0.2286560293976321	74	0.185	0.15000697382952777	0.22598577160107902	5	0.0125	0.005350750779971611	0.028923736195967484	55431
600	0.15	balanced	homogeneous_hr13	400	400	16.0	0.49919896214013676	0.22418550400428378	196	0.49	0.441339288394901	0.5388509574917849	256	0.64	0.591834465196668	0.685502092389729	2	0.005	0.0013722529547103846	0.018044918436243156	45	0.1125	0.08514845878595949	0.14722356932312028	44	0.11	0.08296867911910685	0.1444509104616444	2	0.005	0.0013722529547103846	0.018044918436243156	55431
600	0.15	imbalanced_60_30_10	homogeneous_hr13	400	400	15.0	0.5104030032276401	0.11728701100054295	173	0.4325	0.3848187370706328	0.48146542266449727	219	0.5475	0.49850112055362783	0.5955952114846139	4	0.01	0.003895483794990993	0.025426564652619582	42	0.105	0.07862372743733602	0.1388909850867582	40	0.1	0.07429925914003437	0.13331057632740284	4	0.01	0.003895483794990993	0.025426564652619582	55431
600	0.3	balanced	homogeneous_hr13	400	400	33.5	0.3402978258758036	0.5595629666958126	269	0.6725	0.6250583013725689	0.7166599570820987	296	0.74	0.6948757457668063	0.7805583529527312	9	0.0225	0.011881583530495034	0.04220265755875813	102	0.255	0.21475670087938903	0.2999043233444163	99	0.2475	0.20774293744415318	0.29206077119466656	9	0.0225	0.011881583530495034	0.04220265755875813	55431
600	0.3	imbalanced_60_30_10	homogeneous_hr13	400	400	28.0	0.3815069105450829	0.5714561399626059	284	0.71	0.6637014956653163	0.7523033407142791	305	0.7625	0.7184235572819022	0.8015824881925919	8	0.02	0.010168386791664645	0.03896341576926	102	0.255	0.21475670087938903	0.2999043233444163	99	0.2475	0.20774293744415318	0.29206077119466656	8	0.02	0.010168386791664645	0.03896341576926	55431
900	0.15	balanced	homogeneous_hr13	400	400	23.0	0.4103458548195332	0.4275632340636659	251	0.6275	0.5791182279031106	0.6734561370416436	292	0.73	0.684457128728908	0.7711672158773156	4	0.01	0.003895483794990993	0.025426564652619582	71	0.1775	0.14317591908715524	0.217959510758466	69	0.1725	0.13863520728428091	0.2125953455046833	4	0.01	0.003895483794990993	0.025426564652619582	55431
900	0.15	imbalanced_60_30_10	homogeneous_hr13	400	400	23.0	0.4129804094447409	0.45796453149820177	245	0.6125	0.5639027294469315	0.6589570043278518	292	0.73	0.684457128728908	0.7711672158773156	6	0.015	0.006892291919440893	0.03233463358482672	80	0.2	0.16373705973387687	0.24197031686670106	79	0.1975	0.1614426641926397	0.23931227387960974	6	0.015	0.006892291919440893	0.03233463358482672	55431
900	0.3	balanced	homogeneous_hr13	400	400	51.5	0.27419236582140416	0.9507408655107388	345	0.8625	0.8252880733424808	0.8928155132651543	336	0.84	0.8008643954521164	0.8726672444005619	31	0.0775	0.05513293467684451	0.10790495403563602	184	0.46	0.4117698068715022	0.5089911766752415	177	0.4425	0.39460190844340914	0.491492005405035	31	0.0775	0.05513293467684451	0.10790495403563602	55431
900	0.3	imbalanced_60_30_10	homogeneous_hr13	400	400	41.0	0.3101875471782204	0.7206938845092168	358	0.895	0.8611090149132419	0.921376272562664	334	0.835	0.7954717951637494	0.8681549676322718	18	0.045	0.028651458653886006	0.07000472919032381	174	0.435	0.3872626744968637	0.48397392376659487	168	0.42	0.3726177182254857	0.4689042488680017	18	0.045	0.028651458653886006	0.07000472919032381	55431
1500	0.15	balanced	homogeneous_hr13	400	400	39.0	0.3139053156711467	0.832701217714231	347	0.8675	0.8307536803033191	0.897254783360973	347	0.8675	0.8307536803033191	0.897254783360973	26	0.065	0.04474048189620036	0.09353521417463759	172	0.43	0.3823760406443324	0.47895568056246907	168	0.42	0.3726177182254857	0.4689042488680017	26	0.065	0.04474048189620036	0.09353521417463759	55431
1500	0.15	imbalanced_60_30_10	homogeneous_hr13	400	400	39.0	0.31806166489552035	0.7245082908221676	320	0.8	0.758029683133299	0.8362629402661231	327	0.8175	0.7766870404912806	0.8522726526064411	19	0.0475	0.030617076962711882	0.07299154940982647	144	0.36	0.3144979076102711	0.40816553480333195	140	0.35	0.3048856490077627	0.3979680392925262	19	0.0475	0.030617076962711882	0.07299154940982647	55431
1500	0.3	balanced	homogeneous_hr13	400	400	84.0	0.21414566789996609	1.4110188345603958	392	0.98	0.96103658423074	0.9898316132083353	379	0.9475	0.921078024928725	0.9654084716420795	96	0.24	0.20074599691279923	0.284200396141035	301	0.7525	0.7079392288053334	0.7922570625558467	291	0.7275	0.6818568086225227	0.7688150974553725	96	0.24	0.20074599691279923	0.284200396141035	55431
1500	0.3	imbalanced_60_30_10	homogeneous_hr13	400	400	69.0	0.240147883979828	1.2949139364491375	394	0.985	0.9676653664151732	0.9931077080805591	369	0.9225	0.892095045964364	0.9448670653231555	88	0.22	0.1821738927340146	0.2631529920931915	293	0.7325	0.6870591672528669	0.7735176158816853	283	0.7075	0.6611144240081159	0.7499379738431511	88	0.22	0.1821738927340146	0.2631529920931915	55431
450	0.15	balanced	homogeneous_hr15	400	400	11.0	0.5936147325244707	0.5258103975879874	276	0.69	0.643049046352087	0.7333362818008802	294	0.735	0.6896629392432349	0.7758662824196457	7	0.0175	0.008502291107038103	0.03567707292555804	106	0.265	0.22413371758035427	0.31033706075676515	79	0.1975	0.1614426641926397	0.23931227387960974	6	0.015	0.006892291919440893	0.03233463358482672	55431
450	0.15	imbalanced_60_30_10	homogeneous_hr15	400	400	11.0	0.5896983764578134	0.5199325194948504	281	0.7025	0.6559450648860605	0.7452024559085495	290	0.725	0.6792581922605757	0.7664612752889909	11	0.0275	0.015423636260295411	0.048565481885614784	95	0.2375	0.19841751180740802	0.2815764427180976	73	0.1825	0.14772734739355886	0.22331295950871943	10	0.025	0.013635091745936023	0.045401587871645666	55431
450	0.3	balanced	homogeneous_hr15	400	400	26.0	0.3897184624659744	1.0582945202048226	369	0.9225	0.892095045964364	0.9448670653231555	354	0.885	0.850008455984224	0.9126670773783676	32	0.08	0.05723575041013351	0.11075457683067555	213	0.5325	0.48352749876023604	0.5808542021080347	206	0.515	0.46611356033171036	0.5636010708382608	31	0.0775	0.05513293467684451	0.10790495403563602	55431
450	0.3	imbalanced_60_30_10	homogeneous_hr15	400	400	21.0	0.4467338127988876	0.9096524550840218	356	0.89	0.8555490895383555	0.9170313208808931	341	0.8525	0.8143999058527144	0.8838939266416067	22	0.055	0.03659849414955068	0.08186744780797323	204	0.51	0.46114904250821503	0.558660711605099	195	0.4875	0.4388685044431795	0.5363693029151779	22	0.055	0.03659849414955068	0.08186744780797323	55431
600	0.15	balanced	homogeneous_hr15	400	400	15.0	0.5020156472995223	0.814257068964787	333	0.8325	0.7927798983351753	0.8658944259325176	332	0.83	0.7900908679413299	0.8636310177980344	21	0.0525	0.034591528357920405	0.07892197507127496	150	0.375	0.328957079463163	0.4234209941204111	140	0.35	0.3048856490077627	0.3979680392925262	20	0.05	0.03259742983714726	0.07596363506371961	55431
600	0.15	imbalanced_60_30_10	homogeneous_hr15	400	400	15.0	0.5204004813428611	0.7493987560555232	326	0.815	0.7740142283989209	0.8499930261704722	320	0.8	0.758029683133299	0.8362629402661231	17	0.0425	0.026701694991131116	0.06700205432475019	147	0.3675	0.3217214385202667	0.4157993194783218	135	0.3375	0.2929016377213044	0.38518985793734206	16	0.04	0.024769063069711758	0.06398224771784103	55431
600	0.3	balanced	homogeneous_hr15	400	400	34.0	0.33989356121684355	1.23964348369025	392	0.98	0.96103658423074	0.9898316132083353	378	0.945	0.9181325521920267	0.9634015058504493	83	0.2075	0.17063415822479097	0.2499305339607725	290	0.725	0.6792581922605757	0.7664612752889909	280	0.7	0.6533627542224784	0.7428323280438028	83	0.2075	0.17063415822479097	0.2499305339607725	55431
600	0.3	imbalanced_60_30_10	homogeneous_hr15	400	400	27.0	0.38508423847998985	1.1953073373175807	391	0.9775	0.9577973424412419	0.988118416469505	365	0.9125	0.8807392673857086	0.9364130897884968	59	0.1475	0.1161060733583933	0.18560009414728573	269	0.6725	0.6250583013725689	0.7166599570820987	259	0.6475	0.5994805197681348	0.6927133534032477	59	0.1475	0.1161060733583933	0.18560009414728573	55431
900	0.15	balanced	homogeneous_hr15	400	400	23.0	0.4069747733467755	1.0818504651529648	380	0.95	0.9240363649362803	0.9674025701628527	373	0.9325	0.9035733345645931	0.9531985308362403	47	0.1175	0.08952194095010377	0.15275496421563303	233	0.5825	0.5336117391164401	0.629818732318401	227	0.5675	0.5185345773355028	0.6151812629293671	47	0.1175	0.08952194095010377	0.15275496421563303	55431
900	0.15	imbalanced_60_30_10	homogeneous_hr15	400	400	23.0	0.4156808926208826	1.0298370074647036	374	0.935	0.9064647858253625	0.9552595181037997	360	0.9	0.8666894236725972	0.9257007408599657	38	0.095	0.06999661149327467	0.12770834691750552	238	0.595	0.5462106166004184	0.6419820474760654	233	0.5825	0.5336117391164401	0.629818732318401	38	0.095	0.06999661149327467	0.12770834691750552	55431
900	0.3	balanced	homogeneous_hr15	400	400	51.0	0.27576722930381214	1.8351765112574787	400	1.0	0.9904877056657034	0.9999999999999999	392	0.98	0.96103658423074	0.9898316132083353	167	0.4175	0.37018126768159904	0.46638826088355984	359	0.8975	0.8638965789864277	0.9235411470178065	339	0.8475	0.8089761434535727	0.8794128119840912	164	0.41	0.362879477619472	0.4588327353607013	55431
900	0.3	imbalanced_60_30_10	homogeneous_hr15	400	400	41.0	0.3136394323495486	1.6736056923367886	399	0.9975	0.9859767149241766	0.9995585522131983	389	0.9725	0.9514345181143852	0.9845763637397046	143	0.3575	0.3120927823653414	0.40561822151993315	359	0.8975	0.8638965789864277	0.9235411470178065	348	0.87	0.8334921544792615	0.8994687477133592	143	0.3575	0.3120927823653414	0.40561822151993315	55431
1500	0.15	balanced	homogeneous_hr15	400	400	40.0	0.31180562417672697	1.5918115884569708	397	0.9925	0.9781842792759678	0.9974461108047501	385	0.9625	0.9390561575554867	0.9771449701852891	125	0.3125	0.2690415608130786	0.35952554956228255	343	0.8575	0.8198370240936099	0.8883616854573682	330	0.825	0.7847212102757525	0.8590957984069546	123	0.3075	0.2642873977313039	0.3543748355874003	55431
1500	0.15	imbalanced_60_30_10	homogeneous_hr15	400	400	38.0	0.32152602398001273	1.5359438253861093	397	0.9925	0.9781842792759678	0.9974461108047501	386	0.965	0.9421148604670819	0.9790387058020222	115	0.2875	0.24533290309016223	0.33370982200191374	343	0.8575	0.8198370240936099	0.8883616854573682	329	0.8225	0.782040489241534	0.8568240809128447	115	0.2875	0.24533290309016223	0.33370982200191374	55431
1500	0.3	balanced	homogeneous_hr15	400	400	85.0	0.21434233189674975	2.499646715966133	400	1.0	0.9904877056657034	0.9999999999999999	398	0.995	0.9819550815637568	0.9986277470452896	302	0.755	0.710557459419624	0.7945912704698848	398	0.995	0.9819550815637568	0.9986277470452896	381	0.9525	0.9270084505901734	0.9693829230372881	295	0.7375	0.6922684601360929	0.7782132000551163	55431
1500	0.3	imbalanced_60_30_10	homogeneous_hr15	400	400	68.0	0.2422083337502229	2.2036254954379872	400	1.0	0.9904877056657034	0.9999999999999999	398	0.995	0.9819550815637568	0.9986277470452896	250	0.625	0.5765790058795889	0.671042920536837	393	0.9825	0.964322927074442	0.991497708892962	371	0.9275	0.8978175067464532	0.9490494815977232	243	0.6075	0.5588413833413011	0.6541134733768252	55431
450	0.15	balanced	one_site_only_hr15	400	400	12.0	0.5684528582935635	-0.5644226070954759	28	0.07	0.04887162669974449	0.09930894642775051	101	0.2525	0.21241694139207157	0.29729164430340527	0	0.0	8.673617379884035e-19	0.009512294334296508	2	0.005	0.0013722529547103846	0.018044918436243156	2	0.005	0.0013722529547103846	0.018044918436243156	0	0.0	8.673617379884035e-19	0.009512294334296508	55431
450	0.15	imbalanced_60_30_10	one_site_only_hr15	400	400	11.0	0.5947631849058848	-0.46499404308074394	88	0.22	0.1821738927340146	0.2631529920931915	102	0.255	0.21475670087938903	0.2999043233444163	0	0.0	8.673617379884035e-19	0.009512294334296508	9	0.0225	0.011881583530495034	0.04220265755875813	8	0.02	0.010168386791664645	0.03896341576926	0	0.0	8.673617379884035e-19	0.009512294334296508	55431
450	0.3	balanced	one_site_only_hr15	400	400	26.0	0.39095337585458156	-0.5183777176535365	51	0.1275	0.0983211891565858	0.1637654701224651	109	0.2725	0.23118490254462754	0.3181431913774774	0	0.0	8.673617379884035e-19	0.009512294334296508	7	0.0175	0.008502291107038103	0.03567707292555804	7	0.0175	0.008502291107038103	0.03567707292555804	0	0.0	8.673617379884035e-19	0.009512294334296508	55431
450	0.3	imbalanced_60_30_10	one_site_only_hr15	400	400	21.0	0.44128504190295464	-0.5867365752609255	166	0.415	0.36774607523110986	0.4638710148057205	106	0.265	0.22413371758035427	0.31033706075676515	0	0.0	8.673617379884035e-19	0.009512294334296508	11	0.0275	0.015423636260295411	0.048565481885614784	11	0.0275	0.015423636260295411	0.048565481885614784	0	0.0	8.673617379884035e-19	0.009512294334296508	55431
600	0.15	balanced	one_site_only_hr15	400	400	17.0	0.4802432962358273	-0.668746697827624	35	0.0875	0.06358691021150324	0.11926073261429136	88	0.22	0.1821738927340146	0.2631529920931915	0	0.0	8.673617379884035e-19	0.009512294334296508	5	0.0125	0.005350750779971611	0.028923736195967484	5	0.0125	0.005350750779971611	0.028923736195967484	0	0.0	8.673617379884035e-19	0.009512294334296508	55431
600	0.15	imbalanced_60_30_10	one_site_only_hr15	400	400	15.0	0.5154344980492878	-0.5395972102961777	116	0.29	0.24769665928572088	0.3362985043346836	100	0.25	0.2100790142364741	0.2946771329306741	0	0.0	8.673617379884035e-19	0.009512294334296508	9	0.0225	0.011881583530495034	0.04220265755875813	8	0.02	0.010168386791664645	0.03896341576926	0	0.0	8.673617379884035e-19	0.009512294334296508	55431
600	0.3	balanced	one_site_only_hr15	400	400	34.0	0.3361377909847726	-0.46843016928556724	62	0.155	0.12283258671753924	0.19373089637312538	104	0.26	0.21944164704726868	0.30512425423319367	0	0.0	8.673617379884035e-19	0.009512294334296508	8	0.02	0.010168386791664645	0.03896341576926	7	0.0175	0.008502291107038103	0.03567707292555804	0	0.0	8.673617379884035e-19	0.009512294334296508	55431
600	0.3	imbalanced_60_30_10	one_site_only_hr15	400	400	27.0	0.37936151166064475	-0.5385413054989052	186	0.465	0.41668591738620475	0.5139799432171961	100	0.25	0.2100790142364741	0.2946771329306741	0	0.0	8.673617379884035e-19	0.009512294334296508	6	0.015	0.006892291919440893	0.03233463358482672	6	0.015	0.006892291919440893	0.03233463358482672	0	0.0	8.673617379884035e-19	0.009512294334296508	55431
900	0.15	balanced	one_site_only_hr15	400	400	25.0	0.3951374257975583	-0.5076314548249472	38	0.095	0.06999661149327467	0.12770834691750552	94	0.235	0.1960909748126292	0.278950541184548	0	0.0	8.673617379884035e-19	0.009512294334296508	0	0.0	8.673617379884035e-19	0.009512294334296508	0	0.0	8.673617379884035e-19	0.009512294334296508	0	0.0	8.673617379884035e-19	0.009512294334296508	55431
900	0.15	imbalanced_60_30_10	one_site_only_hr15	400	400	23.0	0.41394775173622456	-0.436404301420271	167	0.4175	0.37018126768159904	0.46638826088355984	104	0.26	0.21944164704726868	0.30512425423319367	0	0.0	8.673617379884035e-19	0.009512294334296508	3	0.0075	0.0025538891952499396	0.021815720724032123	3	0.0075	0.0025538891952499396	0.021815720724032123	0	0.0	8.673617379884035e-19	0.009512294334296508	55431
900	0.3	balanced	one_site_only_hr15	400	400	52.0	0.2745000818717554	-0.5864807544033825	76	0.19	0.15457385084236502	0.2313237716448988	96	0.24	0.20074599691279923	0.284200396141035	0	0.0	8.673617379884035e-19	0.009512294334296508	3	0.0075	0.0025538891952499396	0.021815720724032123	2	0.005	0.0013722529547103846	0.018044918436243156	0	0.0	8.673617379884035e-19	0.009512294334296508	55431
900	0.3	imbalanced_60_30_10	one_site_only_hr15	400	400	41.0	0.30846744246024316	-0.5464080104926984	263	0.6575	0.6096946457889129	0.7023089814957836	105	0.2625	0.22178679994488373	0.30773153986390706	0	0.0	8.673617379884035e-19	0.009512294334296508	9	0.0225	0.011881583530495034	0.04220265755875813	8	0.02	0.010168386791664645	0.03896341576926	0	0.0	8.673617379884035e-19	0.009512294334296508	55431
1500	0.15	balanced	one_site_only_hr15	400	400	41.0	0.3067684520638114	-0.526115698131365	68	0.17	0.13636898220196564	0.20990913205867007	104	0.26	0.21944164704726868	0.30512425423319367	0	0.0	8.673617379884035e-19	0.009512294334296508	5	0.0125	0.005350750779971611	0.028923736195967484	4	0.01	0.003895483794990993	0.025426564652619582	0	0.0	8.673617379884035e-19	0.009512294334296508	55431
1500	0.15	imbalanced_60_30_10	one_site_only_hr15	400	400	38.0	0.3216122004673387	-0.521543149634105	223	0.5575	0.5085079945949651	0.6053980915565909	116	0.29	0.24769665928572088	0.3362985043346836	0	0.0	8.673617379884035e-19	0.009512294334296508	10	0.025	0.013635091745936023	0.045401587871645666	10	0.025	0.013635091745936023	0.045401587871645666	0	0.0	8.673617379884035e-19	0.009512294334296508	55431
1500	0.3	balanced	one_site_only_hr15	400	400	87.0	0.21103138715769734	-0.5903259258612438	99	0.2475	0.20774293744415318	0.29206077119466656	92	0.23	0.19144383051896455	0.27369280842155563	0	0.0	8.673617379884035e-19	0.009512294334296508	7	0.0175	0.008502291107038103	0.03567707292555804	5	0.0125	0.005350750779971611	0.028923736195967484	0	0.0	8.673617379884035e-19	0.009512294334296508	55431
1500	0.3	imbalanced_60_30_10	one_site_only_hr15	400	400	69.0	0.23852980567083862	-0.6206058539060233	346	0.865	0.8280190157519688	0.8950370093839947	95	0.2375	0.19841751180740802	0.2815764427180976	0	0.0	8.673617379884035e-19	0.009512294334296508	11	0.0275	0.015423636260295411	0.048565481885614784	6	0.015	0.006892291919440893	0.03233463358482672	0	0.0	8.673617379884035e-19	0.009512294334296508	55431
450	0.15	balanced	one_site_reversed_hr15	400	400	11.0	0.5885423349062788	-1.7766969763786682	15	0.0375	0.022855029814710867	0.060943842444513396	18	0.045	0.028651458653886006	0.07000472919032381	0	0.0	8.673617379884035e-19	0.009512294334296508	0	0.0	8.673617379884035e-19	0.009512294334296508	0	0.0	8.673617379884035e-19	0.009512294334296508	0	0.0	8.673617379884035e-19	0.009512294334296508	55431
450	0.15	imbalanced_60_30_10	one_site_reversed_hr15	400	400	12.0	0.5899926353305656	-1.0406782132083285	150	0.375	0.328957079463163	0.4234209941204111	43	0.1075	0.08079372047159449	0.14167343058082826	0	0.0	8.673617379884035e-19	0.009512294334296508	8	0.02	0.010168386791664645	0.03896341576926	3	0.0075	0.0025538891952499396	0.021815720724032123	0	0.0	8.673617379884035e-19	0.009512294334296508	55431
