n_requested	event_probability	allocation	effect_pattern	n_simulated_cohorts	n_valid_fits	global_positive_count	global_positive_probability	global_positive_ci_low	global_positive_ci_high	minimum_seed_global_positive_probability	all_site_sign_count	all_site_sign_probability	all_site_sign_ci_low	all_site_sign_ci_high	minimum_seed_all_site_sign_probability	all_site_ci_positive_count	all_site_ci_positive_probability	all_site_ci_positive_ci_low	all_site_ci_positive_ci_high	minimum_seed_all_site_ci_positive_probability	all_leave_site_out_ci_positive_count	all_leave_site_out_ci_positive_probability	all_leave_site_out_ci_positive_ci_low	all_leave_site_out_ci_positive_ci_high	minimum_seed_all_leave_site_out_ci_positive_probability	sign_transport_count	sign_transport_probability	sign_transport_ci_low	sign_transport_ci_high	minimum_seed_sign_transport_probability	strict_precision_count	strict_precision_probability	strict_precision_ci_low	strict_precision_ci_high	minimum_seed_strict_precision_probability	median_minimum_site_events_across_seeds	median_widest_site_ci_half_width_across_seeds	median_minimum_site_z_across_seeds
900	0.3	balanced	one_site_only_hr15	1200	1200	223	0.18583333333333332	0.16484035814858947	0.2088313205634623	0.1575	284	0.23666666666666666	0.2134824325825863	0.26153149440152074	0.2275	0	0.0	2.168404344971009e-19	0.003191000602734924	0.0	14	0.011666666666666667	0.006962173964032547	0.01948770329130523	0.0075	11	0.009166666666666667	0.005126148473237232	0.016339683785114217	0.005	0	0.0	2.168404344971009e-19	0.003191000602734924	0.0	52.0	0.2745743685607035	-0.5864807544033825
900	0.3	balanced	one_site_reversed_hr15	1200	1200	81	0.0675	0.0546407874953228	0.0831194280260429	0.06	0	0.0	2.168404344971009e-19	0.003191000602734924	0.0	0	0.0	2.168404344971009e-19	0.003191000602734924	0.0	1	0.0008333333333333334	0.00014711894493048142	0.0047052299901332185	0.0	0	0.0	2.168404344971009e-19	0.003191000602734924	0.0	0	0.0	2.168404344971009e-19	0.003191000602734924	0.0	51.0	0.2771876744959303	-3.0848554182611396
900	0.3	imbalanced_60_30_10	homogeneous_hr13	1200	1200	1050	0.875	0.8550831289728186	0.8925236205751302	0.8525	1008	0.84	0.8181774713080775	0.8596526482820627	0.835	64	0.05333333333333334	0.04198595756592827	0.06753133630584826	0.0325	516	0.43	0.40225617243667366	0.45819056764770916	0.42	491	0.4091666666666667	0.3816805155944887	0.4372325161816748	0.4025	63	0.0525	0.041248404856606004	0.06660754068284175	0.0325	41.0	0.3102691617334359	0.7206938845092168
900	0.3	imbalanced_60_30_10	homogeneous_hr15	1200	1200	1197	0.9975	0.9926755362996676	0.9991494181006112	0.995	1158	0.965	0.9530291568689337	0.9740032125705227	0.9525	394	0.3283333333333333	0.30234787455328116	0.3554143689869911	0.3025	1062	0.885	0.8657084255674209	0.9018345039684731	0.8775	1018	0.8483333333333334	0.8269288950579893	0.8675147078554387	0.8375	386	0.32166666666666666	0.2958427123394164	0.3486287445422256	0.295	41.0	0.3123137232515568	1.6319440816097752
900	0.3	imbalanced_60_30_10	null	1200	1200	27	0.0225	0.015508790005400645	0.0325386155702112	0.02	135	0.1125	0.09584432365090222	0.13162870181621736	0.1075	1	0.0008333333333333334	0.00014711894493048142	0.0047052299901332185	0.0	4	0.0033333333333333335	0.0012970085081069312	0.008539385423943092	0.0	4	0.0033333333333333335	0.0012970085081069312	0.008539385423943092	0.0	1	0.0008333333333333334	0.00014711894493048142	0.0047052299901332185	0.0	42.0	0.3065782521683261	-0.8193073796715045
900	0.3	imbalanced_60_30_10	one_site_only_hr15	1200	1200	781	0.6508333333333334	0.6234190641641458	0.6772849839873626	0.6225	287	0.23916666666666667	0.21588786236481616	0.26411010961627723	0.1975	0	0.0	2.168404344971009e-19	0.003191000602734924	0.0	29	0.024166666666666666	0.016878365804020704	0.0344917364362487	0.02	26	0.021666666666666667	0.014828213638331268	0.0315578436049518	0.015	0	0.0	2.168404344971009e-19	0.003191000602734924	0.0	41.0	0.3087058885900532	-0.5464080104926984
900	0.3	imbalanced_60_30_10	one_site_reversed_hr15	1200	1200	1083	0.9025	0.8844097383034801	0.9180215062113182	0.88	51	0.0425	0.032471408616991965	0.05544835693451049	0.04	0	0.0	2.168404344971009e-19	0.003191000602734924	0.0	175	0.14583333333333334	0.12699432009566677	0.1669326386646038	0.135	32	0.02666666666666667	0.018951808170813895	0.03740233906644183	0.015	0	0.0	2.168404344971009e-19	0.003191000602734924	0.0	41.0	0.3146624194076777	-1.7694017651555283
1500	0.15	balanced	homogeneous_hr13	1200	1200	1023	0.8525	0.831312430216152	0.8714379143589198	0.8375	1033	0.8608333333333333	0.8400960664353956	0.879267761462964	0.8525	82	0.06833333333333333	0.055391254265479806	0.08403030958821467	0.065	513	0.4275	0.39978441612982774	0.45567827895756874	0.425	497	0.4141666666666667	0.38661402831306974	0.44226709345706633	0.41	82	0.06833333333333333	0.055391254265479806	0.08403030958821467	0.065	38.0	0.3172422098264334	0.832701217714231
1500	0.15	balanced	homogeneous_hr15	1200	1200	1196	0.9966666666666667	0.9914606145760569	0.998702991491893	0.9925	1172	0.9766666666666667	0.9664834678941068	0.9838077781979526	0.9625	409	0.3408333333333333	0.31456125636625015	0.3681212121589537	0.3125	1043	0.8691666666666666	0.8489031782536971	0.8870741329679501	0.8575	1006	0.8383333333333334	0.816429598808171	0.8580778241173118	0.825	404	0.33666666666666667	0.31048780740593657	0.3638879194576234	0.3075	39.0	0.3137048930842008	1.6131732500105378
1500	0.15	balanced	null	1200	1200	26	0.021666666666666667	0.014828213638331268	0.0315578436049518	0.0175	148	0.12333333333333334	0.10592176716010682	0.1431487866272868	0.1125	0	0.0	2.168404344971009e-19	0.003191000602734924	0.0	1	0.0008333333333333334	0.00014711894493048142	0.0047052299901332185	0.0	1	0.0008333333333333334	0.00014711894493048142	0.0047052299901332185	0.0	0	0.0	2.168404344971009e-19	0.003191000602734924	0.0	38.0	0.31700080016840904	-0.8421859863839978
1500	0.15	balanced	one_site_only_hr15	1200	1200	195	0.1625	0.14270988128452258	0.18444404412232349	0.1575	298	0.24833333333333332	0.2247173620963486	0.2735554415403613	0.2425	0	0.0	2.168404344971009e-19	0.003191000602734924	0.0	11	0.009166666666666667	0.005126148473237232	0.016339683785114217	0.0025	9	0.0075	0.003950744027501389	0.014192391566192508	0.0025	0	0.0	2.168404344971009e-19	0.003191000602734924	0.0	40.0	0.30889349991744475	-0.5541912808996818
1500	0.15	balanced	one_site_reversed_hr15	1200	1200	38	0.03166666666666667	0.023157025725483955	0.04316521150574442	0.025	0	0.0	2.168404344971009e-19	0.003191000602734924	0.0	0	0.0	2.168404344971009e-19	0.003191000602734924	0.0	0	0.0	2.168404344971009e-19	0.003191000602734924	0.0	0	0.0	2.168404344971009e-19	0.003191000602734924	0.0	0	0.0	2.168404344971009e-19	0.003191000602734924	0.0	39.0	0.31394528026238594	-3.1371326827622212
1500	0.15	imbalanced_60_30_10	homogeneous_hr13	1200	1200	991	0.8258333333333333	0.8033447974901666	0.8462424004503843	0.8	1009	0.8408333333333333	0.8190517033302954	0.8604397645921734	0.8175	51	0.0425	0.032471408616991965	0.05544835693451049	0.0375	458	0.38166666666666665	0.3545995993152433	0.40948893749407045	0.36	442	0.36833333333333335	0.3415026627791079	0.39600430071294557	0.35	50	0.041666666666666664	0.03174687775074607	0.0545115394684276	0.035	39.0	0.319026414711425	0.7245082908221676
1500	0.15	imbalanced_60_30_10	homogeneous_hr15	1200	1200	1195	0.9958333333333333	0.9902832821596539	0.9982189755759672	0.9925	1161	0.9675	0.9558808941043687	0.9761355203320742	0.965	373	0.31083333333333335	0.28528495352056926	0.33758897504079877	0.2875	1058	0.8816666666666667	0.8621621023992274	0.8987354338073517	0.8575	1007	0.8391666666666666	0.8173034368788001	0.8588653343790111	0.8225	371	0.30916666666666665	0.2836621491418235	0.3358890827548868	0.2875	38.0	0.32152602398001273	1.602976191760241
1500	0.15	imbalanced_60_30_10	null	1200	1200	31	0.025833333333333333	0.01825827524499464	0.03643452365993231	0.02	165	0.1375	0.11916902954436343	0.15814444589261945	0.1175	0	0.0	2.168404344971009e-19	0.003191000602734924	0.0	1	0.0008333333333333334	0.00014711894493048142	0.0047052299901332185	0.0	1	0.0008333333333333334	0.00014711894493048142	0.0047052299901332185	0.0	0	0.0	2.168404344971009e-19	0.003191000602734924	0.0	39.0	0.31697025534800793	-0.8113080716869642
1500	0.15	imbalanced_60_30_10	one_site_only_hr15	1200	1200	671	0.5591666666666667	0.5309312068456742	0.5870245247496688	0.5275	304	0.25333333333333335	0.2295396608347833	0.27870123279589926	0.2175	1	0.0008333333333333334	0.00014711894493048142	0.0047052299901332185	0.0	28	0.023333333333333334	0.016192221802047435	0.03351653210589319	0.02	27	0.0225	0.015508790005400645	0.0325386155702112	0.02	1	0.0008333333333333334	0.00014711894493048142	0.0047052299901332185	0.0	38.0	0.3208123601331562	-0.521543149634105
1500	0.15	imbalanced_60_30_10	one_site_reversed_hr15	1200	1200	952	0.7933333333333333	0.7695049841338601	0.8152896288458686	0.7875	28	0.023333333333333334	0.016192221802047435	0.03351653210589319	0.0175	0	0.0	2.168404344971009e-19	0.003191000602734924	0.0	93	0.0775	0.06368395571862093	0.09401243979069007	0.0625	18	0.015	0.009509012635622722	0.02358625794903015	0.0075	0	0.0	2.168404344971009e-19	0.003191000602734924	0.0	38.0	0.3214378986048062	-1.9602050968950224
1500	0.3	balanced	homogeneous_hr13	1200	1200	1172	0.9766666666666667	0.9664834678941068	0.9838077781979526	0.965	1138	0.9483333333333334	0.9343171194320534	0.9594882833608276	0.9425	268	0.22333333333333333	0.20067310577268127	0.24775924789416537	0.2075	902	0.7516666666666667	0.7264445584596387	0.7752826379036514	0.73	865	0.7208333333333333	0.6947785052194055	0.7454788028477197	0.705	266	0.22166666666666668	0.1990743272668342	0.24603532973535494	0.2075	85.0	0.21351725803019544	1.3681895192473275
1500	0.3	balanced	homogeneous_hr15	1200	1200	1200	1.0	0.9968089993972651	1.0	1.0	1197	0.9975	0.9926755362996676	0.9991494181006112	0.995	912	0.76	0.7350306040138627	0.783310075672715	0.755	1195	0.9958333333333333	0.9902832821596539	0.9982189755759672	0.9925	1140	0.95	0.936169111979375	0.9609589874781633	0.935	888	0.74	0.7144443428513121	0.7640239768593751	0.735	85.0	0.21427558732345356	2.499646715966133
1500	0.3	balanced	null	1200	1200	35	0.029166666666666667	0.02104550122322981	0.04029269101101224	0.025	148	0.12333333333333334	0.10592176716010682	0.1431487866272868	0.11	0	0.0	2.168404344971009e-19	0.003191000602734924	0.0	0	0.0	2.168404344971009e-19	0.003191000602734924	0.0	0	0.0	2.168404344971009e-19	0.003191000602734924	0.0	0	0.0	2.168404344971009e-19	0.003191000602734924	0.0	84.0	0.21402838479211922	-0.8507627702758445
1500	0.3	balanced	one_site_only_hr15	1200	1200	299	0.24916666666666668	0.22552077833984951	0.27441337362918916	0.23	266	0.22166666666666668	0.1990743272668342	0.24603532973535494	0.205	0	0.0	2.168404344971009e-19	0.003191000602734924	0.0	22	0.018333333333333333	0.01213783483588724	0.02760282907808073	0.0125	15	0.0125	0.00758963685401205	0.020521588733654502	0.01	0	0.0	2.168404344971009e-19	0.003191000602734924	0.0	87.0	0.2111632963893849	-0.5903259258612438
1500	0.3	balanced	one_site_reversed_hr15	1200	1200	86	0.07166666666666667	0.058399025485360134	0.08766793169764944	0.065	0	0.0	2.168404344971009e-19	0.003191000602734924	0.0	0	0.0	2.168404344971009e-19	0.003191000602734924	0.0	0	0.0	2.168404344971009e-19	0.003191000602734924	0.0	0	0.0	2.168404344971009e-19	0.003191000602734924	0.0	0	0.0	2.168404344971009e-19	0.003191000602734924	0.0	85.0	0.21382835676373219	-4.0862340963147865
1500	0.3	imbalanced_60_30_10	homogeneous_hr13	1200	1200	1182	0.985	0.9764137420509698	0.9904909873643772	0.9825	1103	0.9191666666666667	0.9023734205920075	0.9332847905693664	0.915	211	0.17583333333333334	0.1553387695620836	0.1983967291620229	0.1475	862	0.7183333333333334	0.6922176953235526	0.7430555677465867	0.7075	823	0.6858333333333333	0.6590124209244576	0.7114682571848593	0.6725	211	0.17583333333333334	0.1553387695620836	0.1983967291620229	0.1475	69.0	0.23917830592011025	1.2409241875201649
1500	0.3	imbalanced_60_30_10	homogeneous_hr15	1200	1200	1200	1.0	0.9968089993972651	1.0	1.0	1191	0.9925	0.9858076084338075	0.9960492559724986	0.9875	732	0.61	0.5820942761544329	0.6372037037129653	0.5675	1189	0.9908333333333333	0.9836603162148858	0.9948738515267628	0.9825	1119	0.9325	0.9168805719739571	0.9453592125046771	0.9275	711	0.5925	0.5644463332834035	0.6199633316050905	0.5525	69.0	0.24152479469585658	2.2036254954379872
1500	0.3	imbalanced_60_30_10	null	1200	1200	41	0.034166666666666665	0.02528441842514967	0.04602186380306503	0.015	172	0.14333333333333334	0.12464433546513763	0.1642985782981466	0.13	0	0.0	2.168404344971009e-19	0.003191000602734924	0.0	4	0.0033333333333333335	0.0012970085081069312	0.008539385423943092	0.0	4	0.0033333333333333335	0.0012970085081069312	0.008539385423943092	0.0	0	0.0	2.168404344971009e-19	0.003191000602734924	0.0	70.0	0.23667582821529282	-0.8082760946667253
1500	0.3	imbalanced_60_30_10	one_site_only_hr15	1200	1200	1038	0.865	0.8444965760090402	0.8831739935509633	0.85	284	0.23666666666666666	0.2134824325825863	0.26153149440152074	0.2325	0	0.0	2.168404344971009e-19	0.003191000602734924	0.0	25	0.020833333333333332	0.014150649278407432	0.03057405963254687	0.01	19	0.015833333333333335	0.010159503372028068	0.024597115544953585	0.01	0	0.0	2.168404344971009e-19	0.003191000602734924	0.0	69.0	0.23844313778961793	-0.5561976308437659
1500	0.3	imbalanced_60_30_10	one_site_reversed_hr15	1200	1200	1187	0.9891666666666666	0.9815533657706362	0.9936581053063546	0.985	8	0.006666666666666667	0.003381911675911539	0.013099875585453582	0.005	0	0.0	2.168404344971009e-19	0.003191000602734924	0.0	382	0.31833333333333336	0.2925924254535968	0.34523363809873014	0.295	5	0.004166666666666667	0.0017810244240327924	0.009716717840346006	0.0025	0	0.0	2.168404344971009e-19	0.003191000602734924	0.0	69.0	0.24107138441955478	-2.3383096553695792
