gene_symbol	n_sgrna	median_efficient_lfc	median_noneater_lfc	median_efficient_minus_noneater_lfc	s1_median_efficient_lfc	s3_median_efficient_lfc	s1_median_noneater_lfc	s3_median_noneater_lfc	efficient_consistent_positive	noneater_consistent_positive	efficient_p_wilcoxon	noneater_p_wilcoxon	contrast_p_wilcoxon	modules	tracked_candidate	efficient_fdr	noneater_fdr	contrast_fdr	screen_call	gene	tested_compartment_count	positive_compartment_count	negative_compartment_count	positive_fdr10_compartment_count	negative_fdr10_compartment_count	positive_disease_count	negative_disease_count	positive_diseases	negative_diseases	best_positive_p	best_positive_fdr	max_positive_delta_log2_cpm	median_positive_hedges_g	best_negative_p	min_negative_delta_log2_cpm	top_positive_compartments	in_lipid_lysosomal_myeloid_neighborhood	ms_wm_delta_log2	ms_wm_hedges_g	ms_wm_p	ms_wm_fdr	opentargets_disease_count	opentargets_diseases	opentargets_max_overall	opentargets_max_genetic_association	opentargets_max_known_drug_or_clinical	opentargets_channels_present	existing_priority_score	existing_weighted_evidence_score	existing_ms_anchor_score	existing_positive_disease_count	existing_negative_disease_count	existing_positive_diseases	existing_negative_diseases	existing_prior_flag	ms_positive_nominal	ms_positive_trend	genetic_or_target_db_breadth	discovery_priority_score	gwas_catalog_trait_count	gwas_catalog_min_p	druggable_activity_count	chembl_target_id	clinicaltrials_autoimmune_count	europepmc_autoimmune_hit_count	wave34_call	manual_blocker_class	primary_blocker	chembl_target_id_api	chembl_pref_name	chembl_target_type	chembl_activity_count	chembl_best_nM	chembl_search_total	europepmc_query	europepmc_hit_count	europepmc_examples_json	clinicaltrials_query	clinicaltrials_hit_count	clinicaltrials_examples_json	desired_intervention	directional_disease_support_count	directional_conflict_count	ms_anchor_directional	has_chembl_target	has_activity	prior_art_heavy	rescue_score	gate_failures	wave38_call
ZFP558	3	-0.0154692127600692	0.574714901539964	-1.1237882554323126	0.3388212039244784	-1.1994844971640113	0.4174377123133834	0.7319920907665445	False	True	0.25	0.5	0.25		False	0.8221627590893646	0.9889744952178532	0.920009505703422	KO_IMPAIRS_EFFEROCYTOSIS_POSITIVE_REGULATOR	ZFP558																																																				0.0		0.0	"""ZFP558"" autoimmune OR ""multiple sclerosis"" OR ""inflammatory bowel disease"" OR psoriasis OR lupus"	4.0	"[{""doi"": ""10.3389/fendo.2025.1593345"", ""id"": ""40510472"", ""title"": ""Pharmacological modulation of MRAP2 protein on murine melatonin receptor signaling."", ""year"": ""2025""}, {""doi"": ""10.2147/dddt.s485729"", ""id"": ""39654602"", ""title"": ""Effects of Oltipraz on the Glycolipid Metabolism and the Nrf2/HO-1 Pathway in Type 2 Diabetic Mice."", ""year"": ""2024""}, {""doi"": ""10.1038/s44321-025-00304-5"", ""id"": ""40926050"", ""title"": ""Manipulating Zika virus RNA tertiary structure for developing tissue-specific attenuated vaccines."", ""year"": ""2025""}]"	ZFP558 autoimmune	0.0	[]	activate_or_restore	0.0	0.0	False	False	False	False	1.1237882554323126	insufficient_directional_cross_disease_state_support;no_ms_directional_anchor;no_chembl_target;no_chembl_activity;screen_wilcoxon_fdr_not_significant	NO_GO_CRISPR_RESCUE
VMN2R87	3	0.526106672693762	-0.2856314861355571	1.0970815686567217	0.6637448552268062	0.7256923726354279	-0.3177821335506747	-0.2534808387204394	True	False	0.25	0.25	0.25		False	0.8221627590893646	0.8757238508867174	0.920009505703422	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	VMN2R87																																																				0.0		0.0	"""VMN2R87"" autoimmune OR ""multiple sclerosis"" OR ""inflammatory bowel disease"" OR psoriasis OR lupus"	3.0	"[{""doi"": ""10.1016/j.jbc.2022.102149"", ""id"": ""35787372"", ""title"": ""Exploring high-resolution chromatin interaction changes and functional enhancers of myogenic marker genes during myogenic differentiation."", ""year"": ""2022""}, {""doi"": ""10.21203/rs.3.rs-3115610/v1"", ""id"": ""PPR682415"", ""title"": ""An olfactory bulb GnRH neuronal population translates social relevant odors into reproductive behavior in male mice"", ""year"": ""2023""}, {""doi"": ""10.3390/genes9100490"", ""id"": ""30309007"", ""title"": ""Sequence Composition and Evolution of Mammalian B Chromosomes."", ""year"": ""2018""}]"	VMN2R87 autoimmune	0.0	[]	inhibit_or_reduce	0.0	0.0	False	False	False	False	1.0970815686567217	insufficient_directional_cross_disease_state_support;no_ms_directional_anchor;no_chembl_target;no_chembl_activity;screen_wilcoxon_fdr_not_significant	NO_GO_CRISPR_RESCUE
RAPGEF6	3	-0.4754859359311401	0.6465306706681191	-0.9892423649606454	-0.4977104645039971	-0.453261407358283	0.3272127352838847	0.7847984849154646	False	True	0.25	0.5	0.25		False	0.8221627590893646	0.9889744952178532	0.920009505703422	KO_IMPAIRS_EFFEROCYTOSIS_POSITIVE_REGULATOR	RAPGEF6	17.0	1.0	1.0	0.0	0.0	1.0	1.0	type 1 diabetes mellitus	psoriasis	0.0119047307263425	0.2755689138029871	1.2962871403869063	0.8492797973637174	0.0399809662074673	-0.6299102571732069	t1d_endothelial_cell:1.3,p=0.012	False	0.0192542267724054	0.0392762344825669	0.925956483305529	0.9900445491146652															False	False	0.0	0.0	3.0	5.9999999999999996e-36	0.0		0.0	0.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY						0.0		0.0	"""RAPGEF6"" autoimmune OR ""multiple sclerosis"" OR ""inflammatory bowel disease"" OR psoriasis OR lupus"	346.0	"[{""doi"": ""10.2147/ccid.s578871"", ""id"": ""41884394"", ""title"": ""Beer Intake is Positively, While Cheese and Dried Fruit Intake Are Negatively Genetically Correlated with Psoriasis: A GWAS Summary-Statistics Study Using condFDR/conjFDR."", ""year"": ""2026""}, {""doi"": ""10.21203/rs.3.rs-7888664/v1"", ""id"": ""PPR1144133"", ""title"": ""Association of RAPGEF6 Gene Polymorphism with Some Traits and Egg Production Covariance Structure in Marandi Chickens"", ""year"": ""2026""}, {""doi"": ""10.1007/s10142-025-01714-x"", ""id"": ""41081959"", ""title"": ""RAPGEF6 is a key biomarker with temporal characteristics in sepsis and exacerbates inflammation and oxidative stress by NF-\u03baB-mediated necroptosis."", ""year"": ""2025""}]"	RAPGEF6 autoimmune	0.0	[]	activate_or_restore	1.0	1.0	False	False	False	False	0.9892423649606457	insufficient_directional_cross_disease_state_support;no_ms_directional_anchor;no_chembl_target;no_chembl_activity;screen_wilcoxon_fdr_not_significant	NO_GO_CRISPR_RESCUE
PPARG	3	-0.5915987734498507	0.3859042489271986	-0.9775030223770492	-1.1454152682746783	0.0648764239115515	0.2817171232814308	0.5807799153682631	False	True	0.5	0.25	0.25	resolution_efferocytosis	True	0.9600924529799222	0.8757238508867174	0.920009505703422	UNRESOLVED	PPARG	16.0	1.0	2.0	0.0	0.0	1.0	2.0	ulcerative colitis	psoriasis;ulcerative colitis	0.0361319888169673	0.3560458180978066	1.366242240839558	1.5149821513669786	0.0157505918461113	-1.7437677006893946	ibd_uc_myeloid:1.37,p=0.036	True	1.33861418076643	1.4721350014716328	0.0023372069061631	0.8344760564031432															True	True	0.0	4.0	3.0	1e-11	0.0		0.0	0.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY		no_target_resolved_coloc_or_mr													unresolved	0.0	0.0	False	False	False	False	0.9775030223770492	screen_direction_unresolved;insufficient_directional_cross_disease_state_support;no_ms_directional_anchor;no_chembl_target;no_chembl_activity;screen_wilcoxon_fdr_not_significant	NO_GO_CRISPR_RESCUE
VMN1R142	1	1.281071754017375	0.3059513521413257	0.9751204018760492	1.1822590977307788	1.3798844103039714	0.8733318393312635	-0.261429135048612	True	False					False				KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	VMN1R142																																																				0.0		0.0	"""VMN1R142"" autoimmune OR ""multiple sclerosis"" OR ""inflammatory bowel disease"" OR psoriasis OR lupus"	0.0	[]	VMN1R142 autoimmune	0.0	[]	inhibit_or_reduce	0.0	0.0	False	False	False	False	0.9751204018760492	too_few_guides;insufficient_directional_cross_disease_state_support;no_ms_directional_anchor;no_chembl_target;no_chembl_activity;screen_wilcoxon_fdr_not_significant	NO_GO_CRISPR_RESCUE
ZFP775	3	0.5913069162797546	-0.2435574348430935	0.9565179349957516	0.44260394232814	0.6216051290206344	-0.2376893883813866	-0.3031205624836892	True	False	0.25	0.5	0.25		False	0.8221627590893646	0.9889744952178532	0.920009505703422	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	ZFP775																																																				0.0		0.0	"""ZFP775"" autoimmune OR ""multiple sclerosis"" OR ""inflammatory bowel disease"" OR psoriasis OR lupus"	13.0	"[{""doi"": ""10.1016/j.isci.2026.115515"", ""id"": ""42028030"", ""title"": ""NR4A3 alleviates diabetic neuropathy via GLS2-mediated mitochondrial repair and Schwann cell differentiation."", ""year"": ""2026""}, {""doi"": ""10.1007/s00262-024-03670-0"", ""id"": ""38744688"", ""title"": ""Evaluation of\u00a0the antitumor effect of neoantigen\u00a0peptide vaccines derived from the translatome of lung cancer."", ""year"": ""2024""}, {""doi"": ""10.1007/s00011-025-02101-9"", ""id"": ""41042382"", ""title"": ""Quantitative temporal analysis of pancreatic islet T lymphocyte and macrophage infiltration heralded by serum IgE in congenic BioBreeding (BB) Gimap5&lt;sup&gt;-&lt;/sup&gt;/&lt;sup&gt;-&lt;/sup&gt; rats at risk for insulitis and acute onset diabetes."", ""year"": ""2025""}]"	ZFP775 autoimmune	0.0	[]	inhibit_or_reduce	0.0	0.0	False	False	False	False	0.9565179349957516	insufficient_directional_cross_disease_state_support;no_ms_directional_anchor;no_chembl_target;no_chembl_activity;screen_wilcoxon_fdr_not_significant	NO_GO_CRISPR_RESCUE
TMEM225	3	-0.1750411087323291	0.713929890508963	-0.9428806769632554	0.461787837144644	-0.0316712455376508	0.3771035085191885	0.7059313750443064	False	True	0.75	0.25	0.25		False	1.0	0.8757238508867174	0.920009505703422	KO_IMPAIRS_EFFEROCYTOSIS_POSITIVE_REGULATOR	TMEM225																																																				0.0		0.0	"""TMEM225"" autoimmune OR ""multiple sclerosis"" OR ""inflammatory bowel disease"" OR psoriasis OR lupus"	34.0	"[{""doi"": ""10.1016/j.mcpro.2024.100720"", ""id"": ""38246484"", ""title"": ""TMEM225 Is Essential for Sperm Maturation and Male Fertility by Modifying Protein Distribution of Sperm in Mice."", ""year"": ""2024""}, {""doi"": ""10.1530/rep-24-0256"", ""id"": ""39626032"", ""title"": ""PP1\u03b31 is unable to substitute for the mammal-specific PP1\u03b32 isoform to support male fertility and sperm function."", ""year"": ""2025""}, {""doi"": ""10.3390/cells14141122"", ""id"": ""40710375"", ""title"": ""Beneficial Effects of Resveratrol on Testicular Functions: Focus on Its Antioxidant Properties."", ""year"": ""2025""}]"	TMEM225 autoimmune	0.0	[]	activate_or_restore	0.0	0.0	False	False	False	False	0.9428806769632554	insufficient_directional_cross_disease_state_support;no_ms_directional_anchor;no_chembl_target;no_chembl_activity;screen_wilcoxon_fdr_not_significant	NO_GO_CRISPR_RESCUE
OLFR615	3	0.5638572721382722	-0.3538652865318119	0.917722558670084	0.3643781872150984	0.763336357061446	0.3794180243346132	-1.087148597398237	True	False	0.5	0.75	0.5		False	0.9600924529799222	1.0	0.9971256078463696	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	OLFR615																																																				0.0		0.0	"""OLFR615"" autoimmune OR ""multiple sclerosis"" OR ""inflammatory bowel disease"" OR psoriasis OR lupus"	3.0	"[{""doi"": ""10.1523/eneuro.0230-16.2016"", ""id"": ""27822500"", ""title"": ""Lhx2 Determines Odorant Receptor Expression Frequency in Mature Olfactory Sensory Neurons."", ""year"": ""2016""}, {""doi"": ""10.1101/2020.06.14.20131128"", ""id"": ""PPR176802"", ""title"": ""Innate immune signaling in the olfactory epithelium reduces odorant receptor levels: modeling transient smell loss in COVID-19 patients"", ""year"": ""2020""}, {""doi"": ""10.1093/chemse/bjn061"", ""id"": ""18854508"", ""title"": ""Emx2 stimulates odorant receptor gene expression."", ""year"": ""2008""}]"	OLFR615 autoimmune	0.0	[]	inhibit_or_reduce	0.0	0.0	False	False	False	False	0.917722558670084	insufficient_directional_cross_disease_state_support;no_ms_directional_anchor;no_chembl_target;no_chembl_activity;screen_wilcoxon_fdr_not_significant	NO_GO_CRISPR_RESCUE
NKAIN2	4	0.6169431101706212	-0.4850729978324448	0.917538115831697	0.3406151486696398	0.8253732838612087	-0.354402171539061	-0.4626375739575357	True	False	0.125	0.25	0.125		False	0.8221627590893646	0.8757238508867174	0.920009505703422	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	NKAIN2	9.0	0.0	0.0	0.0	0.0	0.0	0.0										False	0.1459157680322858	0.0540926343331488	0.8993021428533917	0.9847461495953936							0.7654832901760413	-0.7345167098239587	1.5	0.0	0.0				False	False	0.0	0.038274164508802	1.0	5e-07	0.0		0.0	0.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY						0.0		0.0	"""NKAIN2"" autoimmune OR ""multiple sclerosis"" OR ""inflammatory bowel disease"" OR psoriasis OR lupus"	293.0	"[{""doi"": ""10.1186/s12863-026-01414-w"", ""id"": ""41851628"", ""title"": ""A curated list of immune system associated genes related to cancer."", ""year"": ""2026""}, {""doi"": ""10.3390/biomedicines13102526"", ""id"": ""41153806"", ""title"": ""Intraepithelial Lymphocytes and LAIR1 Expression in Celiac Disease."", ""year"": ""2025""}, {""doi"": ""10.1038/s41398-025-03250-5"", ""id"": ""39920114"", ""title"": ""Genome data based deep learning identified new genes predicting pharmacological treatment response of attention deficit hyperactivity disorder."", ""year"": ""2025""}]"	NKAIN2 autoimmune	0.0	[]	inhibit_or_reduce	0.0	0.0	False	False	False	False	0.917538115831697	insufficient_directional_cross_disease_state_support;no_ms_directional_anchor;no_chembl_target;no_chembl_activity;screen_wilcoxon_fdr_not_significant	NO_GO_CRISPR_RESCUE
GM2825	1	0.6935626063990508	-0.1963203686507237	0.8898829750497745	0.4191631919126957	0.9679620208854058	-0.724092563609684	0.3314518263082364	True	False					False				KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	GM2825																																																				0.0		0.0	"""GM2825"" autoimmune OR ""multiple sclerosis"" OR ""inflammatory bowel disease"" OR psoriasis OR lupus"	1.0	"[{""doi"": ""10.1371/journal.pgen.1004162"", ""id"": ""24586194"", ""title"": ""Genomic networks of hybrid sterility."", ""year"": ""2014""}]"	GM2825 autoimmune	0.0	[]	inhibit_or_reduce	0.0	0.0	False	False	False	False	0.8898829750497745	too_few_guides;insufficient_directional_cross_disease_state_support;no_ms_directional_anchor;no_chembl_target;no_chembl_activity;screen_wilcoxon_fdr_not_significant	NO_GO_CRISPR_RESCUE
ZFP598	3	0.6285603709275949	0.1812872375497021	0.8846439794835519	0.581204137960853	1.1788829852169376	-7.077926491438902e-05	0.3626452543643186	True	False	0.25	1.0	0.25		False	0.8221627590893646	1.0	0.920009505703422	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	ZFP598																																																				0.0		0.0	"""ZFP598"" autoimmune OR ""multiple sclerosis"" OR ""inflammatory bowel disease"" OR psoriasis OR lupus"	67.0	"[{""doi"": ""10.1016/j.ijbiomac.2026.151322"", ""id"": ""41819311"", ""title"": ""Zinc finger protein 598 promotes HIV-1 replication and latent reactivation by stabilizing the expression of viral trans-activator of transcription Tat."", ""year"": ""2026""}, {""doi"": ""10.1186/s43556-026-00413-8"", ""id"": ""41772312"", ""title"": ""Zinc finger proteins (ZFPs) in health and disease."", ""year"": ""2026""}, {""doi"": ""10.1016/j.jbc.2024.107540"", ""id"": ""38971316"", ""title"": ""Characterization of ribosome stalling and no-go mRNA decay stimulated by the fragile X protein, FMRP."", ""year"": ""2024""}]"	ZFP598 autoimmune	0.0	[]	inhibit_or_reduce	0.0	0.0	False	False	False	False	0.8846439794835519	insufficient_directional_cross_disease_state_support;no_ms_directional_anchor;no_chembl_target;no_chembl_activity;screen_wilcoxon_fdr_not_significant	NO_GO_CRISPR_RESCUE
TAS2R106	4	0.8258168893523876	-0.2193746268226347	0.8127042676625387	0.5459696482660659	0.9173227358463724	0.3572545366993747	-0.4919001370089402	True	False	0.25	0.375	0.125		False	0.8221627590893646	0.9645063778899814	0.920009505703422	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	TAS2R106																																																				0.0		0.0	"""TAS2R106"" autoimmune OR ""multiple sclerosis"" OR ""inflammatory bowel disease"" OR psoriasis OR lupus"	25.0	"[{""doi"": ""10.1155/ije/1156681"", ""id"": ""41939419"", ""title"": ""Endocrine-Taste Crosstalk: A Scoping Review on Thyroid Dysfunction and Its Genetic Links to Taste Receptors With Dysgeusia."", ""year"": ""2026""}, {""doi"": ""10.1002/ame2.12357"", ""id"": ""38155461"", ""title"": ""Genetic mutation of Tas2r104/Tas2r105/Tas2r114 cluster leads to a loss of taste perception to denatonium benzoate and cucurbitacin B."", ""year"": ""2024""}, {""doi"": ""10.3390/metabo16040242"", ""id"": ""42042887"", ""title"": ""Denatonium Benzoate, the Most Bitter Compound, Reduces Weight by Promoting Adipocyte Browning."", ""year"": ""2026""}]"	TAS2R106 autoimmune	0.0	[]	inhibit_or_reduce	0.0	0.0	False	False	False	False	0.8127042676625387	insufficient_directional_cross_disease_state_support;no_ms_directional_anchor;no_chembl_target;no_chembl_activity;screen_wilcoxon_fdr_not_significant	NO_GO_CRISPR_RESCUE
VMN2R98	3	0.5133510330180597	-0.2987237397440627	0.8120747727621225	0.3548817710159233	0.6718202950201961	-0.2708785181404405	-0.3171342079905699	True	False	1.0	0.75	0.75		False	1.0	1.0	1.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	VMN2R98																																																				0.0		0.0	"""VMN2R98"" autoimmune OR ""multiple sclerosis"" OR ""inflammatory bowel disease"" OR psoriasis OR lupus"	3.0	"[{""doi"": ""10.1371/journal.pone.0241758"", ""id"": ""33237909"", ""title"": ""Coadaptation of the chemosensory system with voluntary exercise behavior in mice."", ""year"": ""2020""}, {""doi"": ""10.7554/elife.92982"", ""id"": ""39412856"", ""title"": ""Hypothalamic representation of the imminence of predator threat detected by the vomeronasal organ in mice."", ""year"": ""2024""}, {""doi"": ""10.1161/jaha.112.005421"", ""id"": ""23525445"", ""title"": ""Genetic-genomic replication to identify candidate mouse atherosclerosis modifier genes."", ""year"": ""2013""}]"	VMN2R98 autoimmune	0.0	[]	inhibit_or_reduce	0.0	0.0	False	False	False	False	0.8120747727621225	insufficient_directional_cross_disease_state_support;no_ms_directional_anchor;no_chembl_target;no_chembl_activity;screen_wilcoxon_fdr_not_significant	NO_GO_CRISPR_RESCUE
SCGB1C1	3	0.6249764515161906	-0.1279429341504201	0.7884808330220432	0.8585457882031027	0.3914071148292786	0.5623983662883387	-0.368377021940284	True	False	0.25	1.0	0.25		False	0.8221627590893646	1.0	0.920009505703422	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	SCGB1C1	1.0	0.0	0.0	0.0	0.0	0.0	0.0										False																			False	False	0.0	0.0													0.0		0.0	"""SCGB1C1"" autoimmune OR ""multiple sclerosis"" OR ""inflammatory bowel disease"" OR psoriasis OR lupus"	93.0	"[{""doi"": ""10.3390/ijms25116282"", ""id"": ""38892470"", ""title"": ""SCGB1C1 Plays a Critical Role in Suppression of Allergic Airway Inflammation through the Induction of Regulatory T Cell Expansion."", ""year"": ""2024""}, {""doi"": ""10.3390/life12121994"", ""id"": ""36556359"", ""title"": ""Immunomodulatory Effects of Mesenchymal Stem Cell-Derived Extracellular Vesicles in Allergic Airway Disease."", ""year"": ""2022""}, {""doi"": ""10.3390/ijms252312756"", ""id"": ""39684469"", ""title"": ""Paraoxonase-1 Is a Pivotal Regulator Responsible for Suppressing Allergic Airway Inflammation Through Adipose Stem Cell-Derived Extracellular Vesicles."", ""year"": ""2024""}]"	SCGB1C1 autoimmune	0.0	[]	inhibit_or_reduce	0.0	0.0	False	False	False	False	0.7884808330220432	insufficient_directional_cross_disease_state_support;no_ms_directional_anchor;no_chembl_target;no_chembl_activity;screen_wilcoxon_fdr_not_significant	NO_GO_CRISPR_RESCUE
ESR1	3	-0.2793379445431905	0.5097386538132591	-0.7733378191817015	-0.1252830058639089	-0.433392883222472	0.5801028628057594	0.3041744878732779	False	True	0.25	0.5	0.25		False	0.8221627590893646	0.9889744952178532	0.920009505703422	KO_IMPAIRS_EFFEROCYTOSIS_POSITIVE_REGULATOR	ESR1	16.0	0.0	0.0	0.0	0.0	0.0	0.0										False	-0.2853984789626418	-0.3417097786688283	0.4241532841667188	0.9195199515584406															False	False	0.0	0.0										CHEMBL206	Estrogen receptor	SINGLE PROTEIN	939.0	0.00456	17.0	"""ESR1"" autoimmune OR ""multiple sclerosis"" OR ""inflammatory bowel disease"" OR psoriasis OR lupus"	31323.0	"[{""doi"": ""10.1371/journal.pone.0344169"", ""id"": ""41911226"", ""title"": ""Unraveling the toxicological impact of Bisphenol A exposure on dermatomyositis: An integration of network toxicology and machine learning approaches."", ""year"": ""2026""}, {""doi"": ""10.7717/peerj.19536"", ""id"": ""40585331"", ""title"": ""The potential mechanism of Huangqin for treatment of systemic lupus erythematosus based on network pharmacology, molecular docking and molecular dynamics simulation."", ""year"": ""2025""}, {""doi"": ""10.1016/j.jnutbio.2026.110266"", ""id"": ""41547456"", ""title"": ""Dietary naringenin alleviates experimental autoimmune encephalomyelitis in mice partially via estrogen receptor-mediated pathway."", ""year"": ""2026""}]"	ESR1 autoimmune	2.0	"[{""conditions"": ""Systemic Lupus Erythematosus"", ""nct_id"": ""NCT00417430"", ""status"": ""COMPLETED"", ""title"": ""Efficacy of Faslodex in Treatment of SLE Clinical, Serologic, and Molecular Studies""}, {""conditions"": ""Type 1 Diabetes"", ""nct_id"": ""NCT04418908"", ""status"": ""COMPLETED"", ""title"": ""Estrogen, Diabetes, and Endothelial Function""}]"	activate_or_restore	0.0	0.0	True	False	True	True	0.7733378191817017	insufficient_directional_cross_disease_state_support;no_chembl_target;prior_art_or_trial_crowded;screen_wilcoxon_fdr_not_significant	NO_GO_CRISPR_RESCUE
GM20604	4	0.5439717720941469	-0.1453478753027723	0.7478157959370991	0.6303001101307246	0.2628851841280049	-0.0427574186953954	0.1194475275780286	True	False	0.125	0.625	0.125		False	0.8221627590893646	0.9889744952178532	0.920009505703422	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	GM20604																																																				0.0		0.0	"""GM20604"" autoimmune OR ""multiple sclerosis"" OR ""inflammatory bowel disease"" OR psoriasis OR lupus"	3.0	"[{""doi"": ""10.3389/fphar.2024.1335374"", ""id"": ""38510653"", ""title"": ""Evaluation of the lncRNA-miRNA-mRNA ceRNA network in lungs of miR-147 <sup>-/-</sup> mice."", ""year"": ""2024""}, {""doi"": ""10.1016/j.jbc.2022.102149"", ""id"": ""35787372"", ""title"": ""Exploring high-resolution chromatin interaction changes and functional enhancers of myogenic marker genes during myogenic differentiation."", ""year"": ""2022""}, {""doi"": ""10.1128/iai.00907-19"", ""id"": ""32071069"", ""title"": ""LuxS/AI-2 Quorum Sensing System in Edwardsiella piscicida Promotes Biofilm Formation and Pathogenicity."", ""year"": ""2020""}]"	GM20604 autoimmune	0.0	[]	inhibit_or_reduce	0.0	0.0	False	False	False	False	0.7478157959370991	insufficient_directional_cross_disease_state_support;no_ms_directional_anchor;no_chembl_target;no_chembl_activity;screen_wilcoxon_fdr_not_significant	NO_GO_CRISPR_RESCUE
RXRA	4	-0.5991882728932315	-0.1389188645572934	-0.7353105181185068	-0.8042012229456632	0.4249823682688141	-0.3655572126048858	0.1759299874142532	False	False	0.25	0.875	0.25		True	0.8221627590893646	1.0	0.920009505703422	UNRESOLVED	RXRA	17.0	0.0	2.0	0.0	0.0	0.0	2.0		type 1 diabetes mellitus;ulcerative colitis					0.0062015879040894	-1.283018177049076		False	0.3225900728107334	0.6702730022231188	0.1378550861108835	0.8989378106274888															False	True	0.0	-6.0	1.0	6e-06	0.0		0.0	0.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY		no_target_resolved_coloc_or_mr													unresolved	0.0	0.0	False	False	False	False	0.7353105181185068	screen_direction_unresolved;insufficient_directional_cross_disease_state_support;no_ms_directional_anchor;no_chembl_target;no_chembl_activity;screen_wilcoxon_fdr_not_significant	NO_GO_CRISPR_RESCUE
TAGAP1	3	0.6934939204446955	-0.1460047471850141	0.7333646644709861	0.5887785798630096	1.2360366443608537	-0.3474861099366757	0.0554766155666475	True	False	0.25	0.75	0.25		False	0.8221627590893646	1.0	0.920009505703422	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	TAGAP1																																																				0.0		0.0	"""TAGAP1"" autoimmune OR ""multiple sclerosis"" OR ""inflammatory bowel disease"" OR psoriasis OR lupus"	37.0	"[{""doi"": ""10.3389/fmicb.2022.1030947"", ""id"": ""36704549"", ""title"": ""T-cell activation Rho GTPase-activating protein maintains intestinal homeostasis by regulating intestinal T helper cells differentiation through the gut microbiota."", ""year"": ""2022""}, {""doi"": ""10.3390/cimb45010021"", ""id"": ""36661507"", ""title"": ""Transcriptomic Analysis of the Effect of Metformin against Cisplatin-Induced Ototoxicity: A Potential Mechanism of Metformin-Mediated Inhibition of Thioredoxin-Interacting Protein (Txnip) Gene Expression."", ""year"": ""2022""}, {""doi"": ""10.1038/s41423-020-0465-0"", ""id"": ""32433540"", ""title"": ""Antigen presentation by dendritic cells and their instruction of CD4+ T helper cell responses."", ""year"": ""2020""}]"	TAGAP1 autoimmune	0.0	[]	inhibit_or_reduce	0.0	0.0	False	False	False	False	0.7333646644709861	insufficient_directional_cross_disease_state_support;no_ms_directional_anchor;no_chembl_target;no_chembl_activity;screen_wilcoxon_fdr_not_significant	NO_GO_CRISPR_RESCUE
BC048403	4	0.6607557720504716	-0.2307612302701979	0.7319362981813718	0.5347260328551893	0.4156845779252924	0.1370490027854229	-0.5248794299121153	True	False	0.25	0.625	0.125		False	0.8221627590893646	0.9889744952178532	0.920009505703422	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	BC048403																																																				0.0		0.0	"""BC048403"" autoimmune OR ""multiple sclerosis"" OR ""inflammatory bowel disease"" OR psoriasis OR lupus"	6.0	"[{""doi"": ""10.1038/s42255-024-01155-z"", ""id"": ""39468205"", ""title"": ""Impaired striatal glutathione-ascorbate metabolism induces transient dopamine increase and motor dysfunction."", ""year"": ""2024""}, {""doi"": ""10.1152/ajpheart.00467.2023"", ""id"": ""38363215"", ""title"": ""Sex-based differences in short- and longer-term diet-induced metabolic heart disease."", ""year"": ""2024""}, {""doi"": ""10.21203/rs.3.rs-2456799/v1"", ""id"": ""PPR594583"", ""title"": ""Impaired striatal glutathione metabolism induces dopamine increase and motor dysfunction."", ""year"": ""2023""}]"	BC048403 autoimmune	0.0	[]	inhibit_or_reduce	0.0	0.0	False	False	False	False	0.7319362981813718	insufficient_directional_cross_disease_state_support;no_ms_directional_anchor;no_chembl_target;no_chembl_activity;screen_wilcoxon_fdr_not_significant	NO_GO_CRISPR_RESCUE
