gene_symbol	n_sgrna	median_efficient_lfc	median_noneater_lfc	median_efficient_minus_noneater_lfc	s1_median_efficient_lfc	s3_median_efficient_lfc	s1_median_noneater_lfc	s3_median_noneater_lfc	efficient_consistent_positive	noneater_consistent_positive	efficient_p_wilcoxon	noneater_p_wilcoxon	contrast_p_wilcoxon	modules	tracked_candidate	efficient_fdr	noneater_fdr	contrast_fdr	screen_call	gene	tested_compartment_count	positive_compartment_count	negative_compartment_count	positive_fdr10_compartment_count	negative_fdr10_compartment_count	positive_disease_count	negative_disease_count	positive_diseases	negative_diseases	best_positive_p	best_positive_fdr	max_positive_delta_log2_cpm	median_positive_hedges_g	best_negative_p	min_negative_delta_log2_cpm	top_positive_compartments	in_lipid_lysosomal_myeloid_neighborhood	ms_wm_delta_log2	ms_wm_hedges_g	ms_wm_p	ms_wm_fdr	opentargets_disease_count	opentargets_diseases	opentargets_max_overall	opentargets_max_genetic_association	opentargets_max_known_drug_or_clinical	opentargets_channels_present	existing_priority_score	existing_weighted_evidence_score	existing_ms_anchor_score	existing_positive_disease_count	existing_negative_disease_count	existing_positive_diseases	existing_negative_diseases	existing_prior_flag	ms_positive_nominal	ms_positive_trend	genetic_or_target_db_breadth	discovery_priority_score	gwas_catalog_trait_count	gwas_catalog_min_p	druggable_activity_count	chembl_target_id	clinicaltrials_autoimmune_count	europepmc_autoimmune_hit_count	wave34_call	manual_blocker_class	primary_blocker	chembl_target_id_api	chembl_pref_name	chembl_target_type	chembl_activity_count	chembl_best_nM	chembl_search_total	europepmc_query	europepmc_hit_count	europepmc_examples_json	clinicaltrials_query	clinicaltrials_hit_count	clinicaltrials_examples_json	desired_intervention	directional_disease_support_count	directional_conflict_count	ms_anchor_directional	has_chembl_target	has_activity	prior_art_heavy	rescue_score	gate_failures	wave38_call
PLCB2	4	-0.1838527068207317	0.5763001253834684	-0.643972032835648	0.0211737522856425	0.0418821433750522	0.7523190411582774	0.3677144089808224	False	True	0.875	0.25	0.25		False	1.0	0.8757238508867174	0.920009505703422	KO_IMPAIRS_EFFEROCYTOSIS_POSITIVE_REGULATOR	PLCB2	13.0	0.0	0.0	0.0	0.0	0.0	0.0										False	-0.7190230505615922	-0.8428819497864001	0.070168378716659	0.8989378106274888															False	False	0.0	0.0													0.0		0.0	"""PLCB2"" autoimmune OR ""multiple sclerosis"" OR ""inflammatory bowel disease"" OR psoriasis OR lupus"	2608.0	"[{""doi"": ""10.1038/s41598-025-88375-9"", ""id"": ""39885280"", ""title"": ""Mendelian randomization analysis does not support a causal influence between lipoprotein(A) and immune-mediated inflammatory diseases."", ""year"": ""2025""}, {""doi"": ""10.3389/fimmu.2026.1701395"", ""id"": ""41816337"", ""title"": ""PBMC transcriptomic signatures reflect immune dynamics and disease activity in psoriatic arthritis."", ""year"": ""2026""}, {""doi"": ""10.3390/ijms262211106"", ""id"": ""41303589"", ""title"": ""Beta Interferon 1a and Laquinimod Differentially Affect Coagulation-Related Gene Expression in Multiple Sclerosis Patients: Implications for Clinical Efficacy and Side Effects."", ""year"": ""2025""}]"	PLCB2 autoimmune	0.0	[]	activate_or_restore	0.0	0.0	True	False	False	True	-0.35602796716435203	insufficient_directional_cross_disease_state_support;no_chembl_target;no_chembl_activity;prior_art_or_trial_crowded;screen_wilcoxon_fdr_not_significant	NO_GO_CRISPR_RESCUE
DGKQ	3	-0.1419992740261397	0.5535653169900918	-0.5399037764566008	-0.2649973978491489	-0.1060288499881436	0.4387768453954677	0.650880069060161	False	True	0.75	0.25	0.25		False	1.0	0.8757238508867174	0.920009505703422	KO_IMPAIRS_EFFEROCYTOSIS_POSITIVE_REGULATOR	DGKQ	17.0	2.0	1.0	0.0	0.0	1.0	1.0	psoriasis	type 1 diabetes mellitus	0.0332664565681746	0.5646879596057841	1.4358426284401045	2.552110595930466	0.0054014949852936	-0.8201658039367223	psoriasis_skin_stromal:0.515,p=0.033;psoriasis_skin_apc:1.44,p=0.044	False	-0.4635379774411792	-0.973114853307603	0.037057622822653	0.8506970233122761															False	False	0.0	1.0	6.0	4e-16	0.0		0.0	0.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY						0.0		0.0	"""DGKQ"" autoimmune OR ""multiple sclerosis"" OR ""inflammatory bowel disease"" OR psoriasis OR lupus"	554.0	"[{""doi"": ""10.31662/jmaj.2025-0167"", ""id"": ""41676820"", ""title"": ""Genetic and Genomic Analysis of Systemic Sclerosis: A Narrative Review of the Recent Advancement."", ""year"": ""2026""}, {""doi"": ""10.2147/jir.s497201"", ""id"": ""39925932"", ""title"": ""Shared Genes and Pathways in Ulcerative Colitis and Ankylosing Spondylitis: Functional Validation and Implications for Diagnosis."", ""year"": ""2025""}, {""doi"": ""10.1186/s13059-025-03880-4"", ""id"": ""41361473"", ""title"": ""3D chromatin-based variant-to-gene maps across 57 human cell types reveal the cellular and genetic architecture of autoimmune disease susceptibility."", ""year"": ""2025""}]"	DGKQ autoimmune	0.0	[]	activate_or_restore	1.0	1.0	True	False	False	True	-0.46009622354339896	insufficient_directional_cross_disease_state_support;no_chembl_target;no_chembl_activity;prior_art_or_trial_crowded;screen_wilcoxon_fdr_not_significant	NO_GO_CRISPR_RESCUE
GPBP1	2	-0.4653339053762139	0.5617054005053942	-1.027039305881608	-0.0736064751452414	-0.8570613356071863	0.5855412050421898	0.5378695959685986	False	True					False				KO_IMPAIRS_EFFEROCYTOSIS_POSITIVE_REGULATOR	GPBP1	17.0	1.0	0.0	0.0	0.0	1.0	0.0	ulcerative colitis		0.0444485129239333	0.3304779290398684	0.5299770945361635	1.2253090948229846			ibd_uc_epithelial:0.53,p=0.044	False	0.2419611758958133	0.421132916298634	0.351568090978521	0.9141270983319502															False	False	0.0	4.0													0.0		0.0	"""GPBP1"" autoimmune OR ""multiple sclerosis"" OR ""inflammatory bowel disease"" OR psoriasis OR lupus"	203.0	"[{""doi"": ""10.1186/s40001-025-02860-5"", ""id"": ""40708043"", ""title"": ""Transplantation of miR-216a-5p-overexpressing mesenchymal stem cells encapsulated in a thermosensitive hydrogel promotes functional recovery in a rat model of spinal cord injury."", ""year"": ""2025""}, {""doi"": ""10.1038/s41405-025-00384-y"", ""id"": ""41419452"", ""title"": ""Target-specific therapeutic assessment of repurposed drug candidates for oral lichen planus: a network pharmacology-molecular dynamics simulation guided investigation."", ""year"": ""2025""}, {""doi"": ""10.3390/ijms27020656"", ""id"": ""41596308"", ""title"": ""Targeted Therapy for a Rare <i>PDGFRB</i>-Rearranged Myeloproliferative Neoplasm: A Case Report."", ""year"": ""2026""}]"	GPBP1 autoimmune	0.0	[]	activate_or_restore	0.0	1.0	False	False	False	False	-0.4729606941183919	too_few_guides;insufficient_directional_cross_disease_state_support;no_ms_directional_anchor;no_chembl_target;no_chembl_activity;screen_wilcoxon_fdr_not_significant	NO_GO_CRISPR_RESCUE
CEBPA	4	-0.8679089614920326	0.6634502121788067	-1.473840285610434	-0.3255168078511241	-0.3184697128084439	0.6768755564122315	0.3356443510006215	False	True	0.25	0.125	0.125		False	0.8221627590893646	0.8757238508867174	0.920009505703422	KO_IMPAIRS_EFFEROCYTOSIS_POSITIVE_REGULATOR	CEBPA	17.0	0.0	0.0	0.0	0.0	0.0	0.0										False	0.294811902805792	0.4000772047987363	0.3565788745265492	0.9141270983319502															False	False	0.0	0.0	9.0	6e-24	0.0		0.0	0.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY			CHEMBL3616358	CCAAT/enhancer-binding protein alpha	SINGLE PROTEIN	0.0		1.0	"""CEBPA"" autoimmune OR ""multiple sclerosis"" OR ""inflammatory bowel disease"" OR psoriasis OR lupus"	28962.0	"[{""doi"": null, ""id"": ""PMC12941794"", ""title"": ""Nanoparticles in Thyroid Autoimmunity: Diagnostic and Therapeutic Applications"", ""year"": ""2026""}, {""doi"": ""10.1155/jimr/3037744"", ""id"": ""41404190"", ""title"": ""Low-Density Neutrophils: Enigmatic Cells in Health and Disease."", ""year"": ""2025""}, {""doi"": ""10.1371/journal.pone.0329101"", ""id"": ""40839671"", ""title"": ""Integrative molecular network analysis of genetic risk factors to infer biomarkers and therapeutic targets for rheumatoid arthritis."", ""year"": ""2025""}]"	CEBPA autoimmune	0.0	[]	activate_or_restore	0.0	0.0	False	False	False	True	-0.526159714389566	insufficient_directional_cross_disease_state_support;no_ms_directional_anchor;no_chembl_target;no_chembl_activity;prior_art_or_trial_crowded;screen_wilcoxon_fdr_not_significant	NO_GO_CRISPR_RESCUE
PPP2R3C	4	-0.3635197907379474	0.6793327619566659	-0.8762466648194805	0.2526750937077788	-0.6717118086526239	0.6128791045138362	0.6995354775151359	False	True	0.25	0.125	0.125		False	0.8221627590893646	0.8757238508867174	0.920009505703422	KO_IMPAIRS_EFFEROCYTOSIS_POSITIVE_REGULATOR	PPP2R3C	17.0	1.0	0.0	0.0	0.0	1.0	0.0	type 1 diabetes mellitus		0.0419692324641334	0.4364913683321841	0.4705743801583111	0.7752391808726221			t1d_stellate_cell:0.471,p=0.042	False	0.1323593333583694	0.3060638421767901	0.465367840079502	0.9239963547089984															False	False	0.0	4.0	4.0	2e-15	0.0		0.0	0.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY						0.0		0.0	"""PPP2R3C"" autoimmune OR ""multiple sclerosis"" OR ""inflammatory bowel disease"" OR psoriasis OR lupus"	271.0	"[{""doi"": ""10.1097/in9.0000000000000056"", ""id"": ""39944077"", ""title"": ""Protein phosphatases in systemic autoimmunity."", ""year"": ""2025""}, {""doi"": ""10.3390/cimb47080594"", ""id"": ""40864748"", ""title"": ""Trans-eQTLs Can Be Used to Identify Tissue-Specific Gene Regulatory Networks."", ""year"": ""2025""}, {""doi"": ""10.64898/2026.05.19.724137"", ""id"": ""PPR1237205"", ""title"": ""Proteome-wide serology reveals immune-defined subtypes of gastrointestinal disease in systemic sclerosis"", ""year"": ""2026""}]"	PPP2R3C autoimmune	0.0	[]	activate_or_restore	0.0	1.0	False	False	False	False	-0.6237533351805195	insufficient_directional_cross_disease_state_support;no_ms_directional_anchor;no_chembl_target;no_chembl_activity;screen_wilcoxon_fdr_not_significant	NO_GO_CRISPR_RESCUE
CEBPB	3	-0.1876502526266439	0.6401027508259962	-1.3624283542748117	-1.1098489805545655	0.0024995549354485	0.5750386367474434	0.9674396742654392	False	True	0.25	0.25	0.25		False	0.8221627590893646	0.8757238508867174	0.920009505703422	KO_IMPAIRS_EFFEROCYTOSIS_POSITIVE_REGULATOR	CEBPB	17.0	0.0	0.0	0.0	0.0	0.0	0.0										False	-0.0039576040128572	-0.0053751102042142	0.989829783430383	0.9992380443970746															False	False	0.0	0.0	1.0	5e-08	0.0		0.0	0.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY						0.0		0.0	"""CEBPB"" autoimmune OR ""multiple sclerosis"" OR ""inflammatory bowel disease"" OR psoriasis OR lupus"	9073.0	"[{""doi"": ""10.1186/s12863-026-01414-w"", ""id"": ""41851628"", ""title"": ""A curated list of immune system associated genes related to cancer."", ""year"": ""2026""}, {""doi"": null, ""id"": ""PMC13083065"", ""title"": ""Glucose metabolic reprogramming in systemic lupus erythematosus and lupus nephritis: theoretical foundations and therapeutic implications"", ""year"": null}, {""doi"": ""10.1016/j.immuni.2025.12.008"", ""id"": ""41576959"", ""title"": ""Innate lymphoid cells activated by the cytokine TL1A link colitis to emergency granulopoiesis and the recruitment of tumor-promoting neutrophils."", ""year"": ""2026""}]"	CEBPB autoimmune	0.0	[]	activate_or_restore	0.0	0.0	False	False	False	True	-0.6375716457251883	insufficient_directional_cross_disease_state_support;no_ms_directional_anchor;no_chembl_target;no_chembl_activity;prior_art_or_trial_crowded;screen_wilcoxon_fdr_not_significant	NO_GO_CRISPR_RESCUE
SOX30	3	-0.4961560361936392	0.5501733725318299	-0.7810595201644444	-0.4097483766986407	-0.3573390747928568	0.5867034079417239	0.5136433371219358	False	True	0.25	0.5	0.25		False	0.8221627590893646	0.9889744952178532	0.920009505703422	KO_IMPAIRS_EFFEROCYTOSIS_POSITIVE_REGULATOR	SOX30	5.0	1.0	0.0	0.0	0.0	1.0	0.0	psoriasis		0.0309181410341894	0.7297013371935511	1.1284755296697488	3.628116688776253			psoriasis_skin_apc:1.13,p=0.031	False																			False	False	0.0	4.0													0.0		0.0	"""SOX30"" autoimmune OR ""multiple sclerosis"" OR ""inflammatory bowel disease"" OR psoriasis OR lupus"	428.0	"[{""doi"": ""10.7759/cureus.91260"", ""id"": ""41030725"", ""title"": ""The Preclinical Effects of Prolonged Intermittent Fasting in an Animal Model on the Development of Multiple Sclerosis Pathology."", ""year"": ""2025""}, {""doi"": ""10.1093/biolre/ioaf258"", ""id"": ""41269228"", ""title"": ""Mutations of SOX30 are identified in azoospermic human patients and reduce sperm in mice\u2020."", ""year"": ""2026""}, {""doi"": ""10.1007/s12672-026-04472-9"", ""id"": ""41566108"", ""title"": ""SOX30 is a diagnostic biomarker that suppresses ovarian cancer progression through an autophagy mediated mechanism."", ""year"": ""2026""}]"	SOX30 autoimmune	0.0	[]	activate_or_restore	0.0	1.0	False	False	False	False	-0.7189404798355556	insufficient_directional_cross_disease_state_support;no_ms_directional_anchor;no_chembl_target;no_chembl_activity;screen_wilcoxon_fdr_not_significant	NO_GO_CRISPR_RESCUE
PCDHB12	4	0.515551873297621	-0.135083627269436	0.7421700762203622	0.5620723539922261	0.3243932942561083	-0.3271834667115409	0.0088207245838887	True	False	0.125	0.375	0.125		False	0.8221627590893646	0.9645063778899814	0.920009505703422	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	PCDHB12	10.0	0.0	1.0	0.0	0.0	0.0	1.0		ulcerative colitis					0.0201074695186173	-1.175506145043479		False	-1.2623092634816753	-0.6148830760344525	0.1527083847928057	0.8989378106274888															False	False	0.0	-4.0													0.0		0.0	"""PCDHB12"" autoimmune OR ""multiple sclerosis"" OR ""inflammatory bowel disease"" OR psoriasis OR lupus"	125.0	"[{""doi"": ""10.3390/genes16111311"", ""id"": ""41300763"", ""title"": ""Exome Sequencing Uncovers Genetic Drivers of Multiple Sclerosis in a Multiplex Family."", ""year"": ""2025""}, {""doi"": ""10.1165/rcmb.2024-0251ma"", ""id"": ""39836087"", ""title"": ""Improved Annotation of Asthma Gene Variants with Cell Type Deconvolution of Nasal and Lung Expression Quantitative Trait Loci."", ""year"": ""2025""}, {""doi"": ""10.3390/cimb48020179"", ""id"": ""41751442"", ""title"": ""Genetic and Epigenetic Mechanisms in Serrated Adenocarcinomas and Classical Colorectal Carcinomas: An In Silico Study."", ""year"": ""2026""}]"	PCDHB12 autoimmune	0.0	[]	inhibit_or_reduce	0.0	1.0	False	False	False	False	-0.7578299237796378	insufficient_directional_cross_disease_state_support;no_ms_directional_anchor;no_chembl_target;no_chembl_activity;screen_wilcoxon_fdr_not_significant	NO_GO_CRISPR_RESCUE
PYDC3	3	0.8783426072592877	-0.3024731867723478	1.192668828893351	0.8935379741078608	0.6533170180266272	0.3019866712632479	-0.3583407762551682	True	False	0.25	0.25	0.25		False	0.8221627590893646	0.8757238508867174	0.920009505703422	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	PYDC3																																																				0.0		0.0	"""PYDC3"" autoimmune OR ""multiple sclerosis"" OR ""inflammatory bowel disease"" OR psoriasis OR lupus"	4167.0	"[{""doi"": ""10.3389/fimmu.2025.1725282"", ""id"": ""41394846"", ""title"": ""Mapping the landscape of autoimmunity and autoinflammation in inborn errors of immunity: broad distribution with distinct clustering patterns."", ""year"": ""2025""}, {""doi"": ""10.4103/nrr.nrr-d-25-00062"", ""id"": ""41467442"", ""title"": ""A2 astrocyte polarization mediates ketogenic diet protection of blood-central nervous system barriers in experimental autoimmune encephalomyelitis."", ""year"": ""2026""}, {""doi"": ""10.1111/exd.15135"", ""id"": ""39021278"", ""title"": ""Pyroptosis and its role in autoimmune skin disease."", ""year"": ""2024""}]"	PYDC3 autoimmune	0.0	[]	inhibit_or_reduce	0.0	0.0	False	False	False	True	-0.8073311711066491	insufficient_directional_cross_disease_state_support;no_ms_directional_anchor;no_chembl_target;no_chembl_activity;prior_art_or_trial_crowded;screen_wilcoxon_fdr_not_significant	NO_GO_CRISPR_RESCUE
PLSCR4	3	0.5670760989555359	-0.0006958567086909	0.6893870135379143	0.7782035014060202	0.458592260846665	-0.1478874213687699	-0.2080588067348769	True	False	0.5	0.75	0.5		False	0.9600924529799222	1.0	0.9971256078463696	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	PLSCR4	17.0	0.0	1.0	0.0	0.0	0.0	1.0		ulcerative colitis					0.0041771987702501	-1.0385601747620452		False	-1.1416657903505385	-0.3635490776833734	0.404356273022419	0.9164625391803616							1.9646076472334064	0.2323038236167032	1.7323038236167032	0.0	0.0				False	False	0.0	-3.9017696176383296	1.0	3e-06	0.0		0.0	0.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY						0.0		0.0	"""PLSCR4"" autoimmune OR ""multiple sclerosis"" OR ""inflammatory bowel disease"" OR psoriasis OR lupus"	430.0	"[{""doi"": ""10.1002/jbt.70825"", ""id"": ""41942828"", ""title"": ""Loss of TRAIP Could Attenuate the Breast Cancer Cells Development by Regulating PLSCR4 Stabilization."", ""year"": ""2026""}, {""doi"": ""10.1097/md.0000000000045403"", ""id"": ""41137296"", ""title"": ""Identification and validation of feature genes in hepatocellular carcinoma based on bioinformatics and machine learning: An observational study."", ""year"": ""2025""}, {""doi"": ""10.1177/18758592251352767"", ""id"": ""40671684"", ""title"": ""Expression of Concern: \""Long non-coding RNA <i>LINC00641</i> suppresses non-small-cell lung cancer by sponging <i>miR-424-5p</i> to upregulate <i>PLSCR4</i>\""."", ""year"": ""2025""}]"	PLSCR4 autoimmune	0.0	[]	inhibit_or_reduce	0.0	1.0	False	False	False	False	-0.8106129864620857	insufficient_directional_cross_disease_state_support;no_ms_directional_anchor;no_chembl_target;no_chembl_activity;screen_wilcoxon_fdr_not_significant	NO_GO_CRISPR_RESCUE
TSC1	3	0.7349695867960826	-0.4438780677652891	1.1788476545613715	0.5488814246445748	0.4523085903277488	0.0349731389694216	-0.9227292745	True	False	0.25	0.5	0.25		False	0.8221627590893646	0.9889744952178532	0.920009505703422	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	TSC1	17.0	0.0	0.0	0.0	0.0	0.0	0.0										False	0.0364246955213065	0.1056662007502238	0.7995019245596273	0.9754873976997136							4.3115782510556215	1.4057891255278108	2.9057891255278108	1.0	0.0	MS			False	False	0.0	0.215578912552781	1.0	6e-06	0.0		0.0	0.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY						0.0		0.0	"""TSC1"" autoimmune OR ""multiple sclerosis"" OR ""inflammatory bowel disease"" OR psoriasis OR lupus"	18591.0	"[{""doi"": ""10.3892/ijmm.2026.5775"", ""id"": ""41789635"", ""title"": ""mTOR signaling pathway in primary Sj\u00f6gren's syndrome: Pathogenesis and potential therapeutic targets (Review)."", ""year"": ""2026""}, {""doi"": ""10.1136/bcr-2025-271107"", ""id"": ""42055763"", ""title"": ""Tuberous sclerosis and\u2009primary\u2009antiphospholipid syndrome."", ""year"": ""2026""}, {""doi"": ""10.1002/acr2.70003"", ""id"": ""39964335"", ""title"": ""How (Ultra-)Rare Gene Variants Improve Our Understanding of More Common Autoimmune and Inflammatory Diseases."", ""year"": ""2025""}]"	TSC1 autoimmune	0.0	[]	inhibit_or_reduce	0.0	0.0	False	False	False	True	-0.8211523454386285	insufficient_directional_cross_disease_state_support;no_ms_directional_anchor;no_chembl_target;no_chembl_activity;prior_art_or_trial_crowded;screen_wilcoxon_fdr_not_significant	NO_GO_CRISPR_RESCUE
NDST4	4	0.7243616588298085	0.0404016895440283	0.678671127146643	0.6004266370441123	0.8812720349253873	0.094768506654377	0.1754637847356555	True	False	0.125	0.625	0.125		False	0.8221627590893646	0.9889744952178532	0.920009505703422	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	NDST4	7.0	0.0	1.0	0.0	0.0	0.0	1.0		psoriasis					0.0252922844222642	-0.7117038928571933		False																			False	False	0.0	-4.0													0.0		0.0	"""NDST4"" autoimmune OR ""multiple sclerosis"" OR ""inflammatory bowel disease"" OR psoriasis OR lupus"	325.0	"[{""doi"": ""10.1038/s41467-025-66613-y"", ""id"": ""41339324"", ""title"": ""Laminar organization of pyramidal neuron cell types defines distinct CA1 hippocampal subregions."", ""year"": ""2025""}, {""doi"": ""10.3389/fnmol.2026.1741120"", ""id"": ""41907189"", ""title"": ""Transcriptomic identification of CREB1 and FOXO1 activation in neuregulin-1-mediated neuroprotection after stroke."", ""year"": ""2026""}, {""doi"": ""10.1186/s12864-025-12360-9"", ""id"": ""41310427"", ""title"": ""Selection signature analysis in chickens divergently selected for growth rate reveals novel candidate genes regulating fat deposition."", ""year"": ""2025""}]"	NDST4 autoimmune	0.0	[]	inhibit_or_reduce	0.0	1.0	False	False	False	False	-0.821328872853357	insufficient_directional_cross_disease_state_support;no_ms_directional_anchor;no_chembl_target;no_chembl_activity;screen_wilcoxon_fdr_not_significant	NO_GO_CRISPR_RESCUE
PPP1R21	4	-0.3185466772652833	0.6558886745841118	-0.6592260956313583	0.3490200669442325	-0.9931194379562482	0.7713281604367539	0.5404491887314697	False	True	0.25	0.25	0.125		False	0.8221627590893646	0.8757238508867174	0.920009505703422	KO_IMPAIRS_EFFEROCYTOSIS_POSITIVE_REGULATOR	PPP1R21	17.0	1.0	0.0	0.0	0.0	1.0	0.0	type 1 diabetes mellitus		0.0111970049766412	0.2681489640095639	1.9234178286149128	1.0382395677781684			t1d_endothelial_cell:1.92,p=0.011	False	0.080935605764381	0.2181989903134276	0.6092618103842868	0.9476308467322015							1.6664983226817554	0.0832491613408777	1.5832491613408777	0.0	0.0				False	False	0.0	4.083324916134088													0.0		0.0	"""PPP1R21"" autoimmune OR ""multiple sclerosis"" OR ""inflammatory bowel disease"" OR psoriasis OR lupus"	137.0	"[{""doi"": ""10.1080/15548627.2026.2642337"", ""id"": ""41789809"", ""title"": ""The TBCK-PPP1R21-FERRY3/C12orf4 complex: a RAB5-GAP brake essential for endo-lysosomal homeostasis."", ""year"": ""2026""}, {""doi"": null, ""id"": ""41570170"", ""title"": ""PPP1R21-Related El-Hattab-Schmidts Syndrome"", ""year"": ""1993""}, {""doi"": ""10.1016/j.jbc.2025.110687"", ""id"": ""40914249"", ""title"": ""Dephosphorylation of astrocyte elevated gene-1 protein upregulates eIF4E expression to promote gastric cancer progression."", ""year"": ""2025""}]"	PPP1R21 autoimmune	0.0	[]	activate_or_restore	0.0	1.0	False	False	False	False	-0.8407739043686417	insufficient_directional_cross_disease_state_support;no_ms_directional_anchor;no_chembl_target;no_chembl_activity;screen_wilcoxon_fdr_not_significant	NO_GO_CRISPR_RESCUE
MOK	4	-0.1303627523576159	0.5210327610222971	-0.5890861319981153	-0.3684750734635029	-0.0061226808073708	0.6757526468320065	0.5306516856540897	False	True	0.25	0.375	0.25		False	0.8221627590893646	0.9645063778899814	0.920009505703422	KO_IMPAIRS_EFFEROCYTOSIS_POSITIVE_REGULATOR	MOK	17.0	1.0	0.0	0.0	0.0	1.0	0.0	ulcerative colitis		0.0230415872967381	0.2617960196148242	0.8225999635494503	1.4330789420715624			ibd_uc_epithelial:0.823,p=0.023	False	-0.5779234965061875	-0.397833479195896	0.3582441642370643	0.9141270983319502															False	False	0.0	4.0										CHEMBL4295983	MAPK/MAK/MRK overlapping kinase	SINGLE PROTEIN	45.0	2.0	1.0	"""MOK"" autoimmune OR ""multiple sclerosis"" OR ""inflammatory bowel disease"" OR psoriasis OR lupus"	22130.0	"[{""doi"": ""10.1016/j.eclinm.2026.103865"", ""id"": ""42011219"", ""title"": ""Effectiveness, immunogenicity and safety of human papillomavirus vaccination in non-HIV immunocompromised individuals: a systematic review."", ""year"": ""2026""}, {""doi"": ""10.1093/oxfimm/iqag001"", ""id"": ""41623683"", ""title"": ""Therapeutic potential of TAM receptors in autoimmune diseases: insights from original studies."", ""year"": ""2026""}, {""doi"": ""10.1080/21645515.2026.2663637"", ""id"": ""42033452"", ""title"": ""Vaccination in systemic lupus erythematosus."", ""year"": ""2026""}]"	MOK autoimmune	5.0	"[{""conditions"": ""Multiple Sclerosis"", ""nct_id"": ""NCT03593590"", ""status"": ""COMPLETED"", ""title"": ""Non-interventional Study of Ocrelizumab in Participants With Relapsing or Primary Progressive Multiple Sclerosis""}, {""conditions"": ""Lupus Nephritis"", ""nct_id"": ""NCT05964751"", ""status"": ""UNKNOWN"", ""title"": ""the Association Between Metabolic Syndrome and Its Components With Lupus Nephritis in Systemic Lupus Erythematosus Patients""}, {""conditions"": ""Systemic Lupus Erythematosus"", ""nct_id"": ""NCT02477254"", ""status"": ""COMPLETED"", ""title"": ""Long-term Immunogenicity of a HPV Vaccine in SLE""}]"	activate_or_restore	0.0	1.0	True	False	True	True	-0.9109138680018847	insufficient_directional_cross_disease_state_support;no_chembl_target;prior_art_or_trial_crowded;screen_wilcoxon_fdr_not_significant	NO_GO_CRISPR_RESCUE
ZSWIM7	3	0.6105933574930458	-0.5668529378034908	0.994070445341208	0.5673488906193493	0.702520146914936	-0.1184252642592769	-1.0152806113477046	True	False	0.25	0.5	0.25		False	0.8221627590893646	0.9889744952178532	0.920009505703422	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	ZSWIM7	17.0	0.0	0.0	0.0	0.0	0.0	0.0										False	0.080290570252691	0.1184828329456013	0.7811454644298303	0.9745041645639924															False	False	0.0	0.0													0.0		0.0	"""ZSWIM7"" autoimmune OR ""multiple sclerosis"" OR ""inflammatory bowel disease"" OR psoriasis OR lupus"	577.0	"[{""doi"": ""10.1038/s41531-025-01148-z"", ""id"": ""41120349"", ""title"": ""Peripheral immune cell-specific genes in Parkinson's disease uncovered by multi-omics with therapeutic implications."", ""year"": ""2025""}, {""doi"": ""10.3390/ani16020352"", ""id"": ""41594540"", ""title"": ""Polymorphisms and Expression Characteristics of the <i>ZSWIM7</i> Gene Are Associated with the Fertility of Male Allotetraploid of Red Crucian Carp \u00d7 Common Carp."", ""year"": ""2026""}, {""doi"": ""10.1093/humrep/dead233"", ""id"": ""37953503"", ""title"": ""Improving diagnostic precision in primary ovarian insufficiency using comprehensive genetic and autoantibody testing."", ""year"": ""2024""}]"	ZSWIM7 autoimmune	0.0	[]	inhibit_or_reduce	0.0	0.0	False	False	False	True	-1.0059295546587919	insufficient_directional_cross_disease_state_support;no_ms_directional_anchor;no_chembl_target;no_chembl_activity;prior_art_or_trial_crowded;screen_wilcoxon_fdr_not_significant	NO_GO_CRISPR_RESCUE
