n_requested	latent_event_probability	molecular_progression_hr_per_latent_sd	single_measurement_reliability	planned_measurements	measurement_error_correlation	median_empirical_reliability_across_seeds	single_measurement_empirical_reliability	empirical_reliability_gain	significant_probability	single_measurement_power	aggregate_power_gain	minimum_seed_power_gain	null_calibrated	materially_useful
320	0.3	1.5	0.7	2	0.5	0.7449210622699922	0.7004734801484997	0.04444758212149247	0.74	0.6625	0.07750000000000001	0.0625	True	False
320	0.3	1.5	0.7	3	0.0	0.8562197543913141	0.7004734801484997	0.1557462742428144	0.7891666666666667	0.6625	0.1266666666666667	0.11250000000000004	False	False
320	0.3	1.5	0.7	3	0.5	0.7698326563145383	0.7004734801484997	0.0693591761660386	0.7425	0.6625	0.08000000000000007	0.06500000000000006	False	False
320	0.3	1.7	0.4	2	0.0	0.5314890676903548	0.39751499690658554	0.13397407078376922	0.7808333333333334	0.5783333333333334	0.2025	0.18999999999999995	True	True
320	0.3	1.7	0.4	2	0.5	0.4560027488025959	0.39751499690658554	0.058487751896010354	0.6925	0.5783333333333334	0.11416666666666664	0.09999999999999998	False	False
320	0.3	1.7	0.4	3	0.0	0.6343826821447758	0.39751499690658554	0.23686768523819024	0.8466666666666667	0.5783333333333334	0.2683333333333333	0.26249999999999996	True	True
320	0.3	1.7	0.4	3	0.5	0.4909564331474403	0.39751499690658554	0.09344143624085477	0.7483333333333333	0.5783333333333334	0.16999999999999993	0.15500000000000003	True	True
320	0.3	1.7	0.7	2	0.0	0.7983170524284128	0.7003899999622025	0.09792705246621025	0.9516666666666667	0.8483333333333334	0.10333333333333328	0.09249999999999992	False	False
320	0.3	1.7	0.7	2	0.5	0.7455582969432346	0.7003899999622025	0.045168296981032086	0.9091666666666667	0.8483333333333334	0.060833333333333295	0.04499999999999993	True	False
320	0.3	1.7	0.7	3	0.0	0.8566555017389414	0.7003899999622025	0.15626550177673892	0.9558333333333333	0.8483333333333334	0.10749999999999993	0.08749999999999991	False	False
320	0.3	1.7	0.7	3	0.5	0.7713321644131398	0.7003899999622025	0.07094216445093726	0.9283333333333333	0.8483333333333334	0.07999999999999996	0.0625	False	False
