seed	n_requested	latent_event_probability	molecular_progression_hr_per_latent_sd	single_measurement_reliability	planned_measurements	measurement_error_correlation	n_simulated_cohorts	n_valid_fits	valid_fit_rate	significant_count	significant_probability	significant_probability_ci_low	significant_probability_ci_high	positive_call_probability	negative_call_probability	median_score_z	median_one_step_log_hr	median_usable_n	median_events	median_measurements_available	median_empirical_reliability
54951	120	0.3	1.5	0.7	3	0.5	400	400	1.0	155	0.3875	0.34104299567214824	0.43609727055306846	0.3875	0.0	1.6664160778330892	0.3205753880659982	120.0	35.0	2.7	0.7707782027048933
54951	120	0.3	1.7	0.4	1	0.0	400	400	1.0	110	0.275	0.23353872471100914	0.3207418077394244	0.275	0.0	1.3188655719535358	0.2549472541046608	108.0	32.0	1.0	0.4070532571501399
54951	120	0.3	1.7	0.4	2	0.0	400	400	1.0	145	0.3625	0.31690439607300025	0.4107114848689313	0.3625	0.0	1.6240630139596663	0.29184976241842486	119.0	35.0	1.8166666666666667	0.5391344990625896
54951	120	0.3	1.7	0.4	2	0.5	400	400	1.0	130	0.325	0.28095326743154514	0.3723760355854586	0.325	0.0	1.5143353947365024	0.2766528262158444	119.0	35.5	1.8166666666666667	0.45426831594646916
54951	120	0.3	1.7	0.4	3	0.0	400	400	1.0	192	0.48	0.43146340667729527	0.5289170850960765	0.48	0.0	1.900309134362484	0.3542484392711043	120.0	36.0	2.7	0.6362603798218128
54951	120	0.3	1.7	0.4	3	0.5	400	400	1.0	134	0.335	0.29050908143055376	0.3826299756997641	0.335	0.0	1.625537389630757	0.2906191378518759	120.0	36.0	2.7083333333333335	0.49506748784629406
54951	120	0.3	1.7	0.7	1	0.0	400	400	1.0	157	0.3925	0.34588652662317476	0.44115861665869904	0.3925	0.0	1.7503684108448414	0.3453690836683793	108.0	32.0	1.0	0.6973959323137786
54951	120	0.3	1.7	0.7	2	0.0	400	400	1.0	226	0.565	0.516026076233405	0.6127373255031363	0.565	0.0	2.1723183689936736	0.4093300976597568	119.0	35.0	1.8166666666666667	0.8023580418537324
54951	120	0.3	1.7	0.7	2	0.5	400	400	1.0	218	0.545	0.496002466449648	0.5931414270602654	0.545	0.0	2.073929369126761	0.39556779205980974	119.0	35.0	1.8166666666666667	0.7490193028695543
54951	120	0.3	1.7	0.7	3	0.0	400	400	1.0	230	0.575	0.5260675370904098	0.6225056187594458	0.575	0.0	2.1583574973211737	0.4066232312484256	120.0	36.0	2.7083333333333335	0.8579562685568826
54951	120	0.3	1.7	0.7	3	0.5	400	400	1.0	222	0.555	0.506004433664882	0.6029492139583456	0.555	0.0	2.0954027784115206	0.3971372920477523	120.0	36.0	2.7	0.7691038409087811
54951	240	0.15	1.0	0.4	1	0.0	400	400	1.0	19	0.0475	0.030617076962711882	0.07299154940982647	0.0275	0.02	0.027697910355438483	0.005193928566003226	216.0	33.0	1.0	0.3986153654450334
54951	240	0.15	1.0	0.4	2	0.0	400	400	1.0	25	0.0625	0.04268914141220244	0.09063411613030699	0.025	0.0375	-0.0014933074696119814	-0.00025231860537686134	238.0	35.0	1.8158995815899581	0.5281697703703156
54951	240	0.15	1.0	0.4	2	0.5	400	400	1.0	13	0.0325	0.01908984237880045	0.0548041528237668	0.0225	0.01	0.003648495391227253	0.0006556823226060984	238.0	36.0	1.8216552470248828	0.4599339896661258
54951	240	0.15	1.0	0.4	3	0.0	400	400	1.0	16	0.04	0.024769063069711758	0.06398224771784103	0.015	0.025	0.0046775752187259625	0.0008122641133269393	240.0	36.0	2.702928870292887	0.6279892254302133
54951	240	0.15	1.0	0.4	3	0.5	400	400	1.0	19	0.0475	0.030617076962711882	0.07299154940982647	0.0225	0.025	0.07162773338239543	0.012597821164046882	240.0	36.0	2.7041666666666666	0.48823494125539185
54951	240	0.15	1.0	0.7	1	0.0	400	400	1.0	21	0.0525	0.034591528357920405	0.07892197507127496	0.0175	0.035	-0.16488980444754286	-0.03173826432196534	215.0	33.0	1.0	0.6997781908687081
54951	240	0.15	1.0	0.7	2	0.0	400	400	1.0	17	0.0425	0.026701694991131116	0.06700205432475019	0.0225	0.02	-0.04965722696880304	-0.009439662670556357	238.0	36.0	1.8166666666666667	0.7991476795083936
54951	240	0.15	1.0	0.7	2	0.5	400	400	1.0	26	0.065	0.04474048189620036	0.09353521417463759	0.035	0.03	-0.040773792668122616	-0.007796782962542967	238.0	36.0	1.8158995815899581	0.7464410403143642
54951	240	0.15	1.0	0.7	3	0.0	400	400	1.0	23	0.0575	0.038617542757733075	0.08480083772811935	0.0275	0.03	-0.026356407870557444	-0.004371569236902587	240.0	36.0	2.7041666666666666	0.8560343272224654
54951	240	0.15	1.0	0.7	3	0.5	400	400	1.0	22	0.055	0.03659849414955068	0.08186744780797323	0.035	0.02	0.07541549969844302	0.01426355792047164	240.0	36.0	2.7041666666666666	0.7741299204864364
54951	240	0.15	1.5	0.4	1	0.0	400	400	1.0	71	0.1775	0.14317591908715524	0.217959510758466	0.1775	0.0	1.0509045188222008	0.19798424079626264	216.0	32.5	1.0	0.4003944527653823
54951	240	0.15	1.5	0.4	2	0.0	400	400	1.0	122	0.305	0.2619126095600189	0.3517971852303568	0.305	0.0	1.4206914369991384	0.2584931035492981	238.0	35.0	1.8200836820083681	0.5294701134435219
54951	240	0.15	1.5	0.4	2	0.5	400	400	1.0	106	0.265	0.22413371758035427	0.31033706075676515	0.2625	0.0025	1.3128679426898429	0.2397034288770553	238.0	36.0	1.8177966101694916	0.4585774437320683
54951	240	0.15	1.5	0.4	3	0.0	400	400	1.0	120	0.3	0.25716767195619705	0.34663724577752153	0.3	0.0	1.4200893759919007	0.2579331296229756	240.0	36.0	2.7041666666666666	0.628963561052521
54951	240	0.15	1.5	0.4	3	0.5	400	400	1.0	107	0.2675	0.22648238411831478	0.31294083274713314	0.2675	0.0	1.3772236925924328	0.24861356982787888	240.0	36.0	2.7041666666666666	0.4919019122991282
54951	240	0.15	1.5	0.7	1	0.0	400	400	1.0	137	0.3425	0.29769101850421636	0.3903053542110871	0.3425	0.0	1.5294565625152303	0.29310464703779404	217.0	32.0	1.0	0.7002503832579252
54951	240	0.15	1.5	0.7	2	0.0	400	400	1.0	158	0.395	0.3483102375425738	0.4436873442676285	0.395	0.0	1.727885729774831	0.3189140802275257	238.0	36.0	1.8181810055066867	0.8008452739188087
54951	240	0.15	1.5	0.7	2	0.5	400	400	1.0	167	0.4175	0.37018126768159904	0.46638826088355984	0.4175	0.0	1.6982711127825132	0.3153337312641733	238.0	35.0	1.8200836820083681	0.7458095597110446
54951	240	0.15	1.5	0.7	3	0.0	400	400	1.0	167	0.4175	0.37018126768159904	0.46638826088355984	0.4175	0.0	1.754311704234727	0.32529509727285366	240.0	36.0	2.7	0.8561632427085217
54951	240	0.15	1.5	0.7	3	0.5	400	400	1.0	163	0.4075	0.3604480792409669	0.4563116952108779	0.4075	0.0	1.7444642589645265	0.32211499371876595	240.0	36.0	2.702928870292887	0.7698905881609671
54951	240	0.15	1.7	0.4	1	0.0	400	400	1.0	131	0.3275	0.2833400429179013	0.37494169862743104	0.3275	0.0	1.4280009115540775	0.2700524926230759	216.0	32.0	1.0	0.4006398429184648
54951	240	0.15	1.7	0.4	2	0.0	400	400	1.0	193	0.4825	0.43393056304490063	0.5314023672567997	0.4825	0.0	1.9037439727268008	0.3406436831425775	238.0	36.0	1.819327731092437	0.530225435386315
54951	240	0.15	1.7	0.4	2	0.5	400	400	1.0	165	0.4125	0.36531214409863494	0.46135250740986694	0.4125	0.0	1.6216813547219382	0.2900808267658981	238.0	36.0	1.8204585076708506	0.46027254314071975
54951	240	0.15	1.7	0.4	3	0.0	400	400	1.0	211	0.5275	0.4785460270872868	0.5759307967243268	0.5275	0.0	2.077531586460233	0.3708102258436803	240.0	36.0	2.7041666666666666	0.6296707735150777
54951	240	0.15	1.7	0.4	3	0.5	400	400	1.0	153	0.3825	0.33620468254006386	0.43103070662849585	0.3825	0.0	1.649594125850675	0.2901685774002416	240.0	36.0	2.7041666666666666	0.4895120095828932
54951	240	0.15	1.7	0.7	1	0.0	400	400	1.0	221	0.5525	0.50350210232178	0.6004991067731187	0.5525	0.0	2.043166022395487	0.39153893160474584	216.0	32.5	1.0	0.7006611713477147
54951	240	0.15	1.7	0.7	2	0.0	400	400	1.0	250	0.625	0.5765790058795889	0.671042920536837	0.625	0.0	2.289619615545038	0.42930705998796503	238.0	35.0	1.8158995815899581	0.7991538791699224
54951	240	0.15	1.7	0.7	2	0.5	400	400	1.0	222	0.555	0.506004433664882	0.6029492139583456	0.555	0.0	2.1135232343586274	0.3940624081882558	238.0	35.0	1.8185654008438819	0.7463052757347318
54951	240	0.15	1.7	0.7	3	0.0	400	400	1.0	257	0.6425	0.5943817784800669	0.6879072176346586	0.6425	0.0	2.302035133728357	0.441698695721361	240.0	36.0	2.7	0.8555244263949451
54951	240	0.15	1.7	0.7	3	0.5	400	400	1.0	242	0.605	0.5563126557323714	0.6516897624574263	0.605	0.0	2.261389259839749	0.4136340859654791	240.0	36.0	2.7041666666666666	0.7696187889082237
54951	240	0.3	1.0	0.4	1	0.0	400	400	1.0	20	0.05	0.03259742983714726	0.07596363506371961	0.03	0.02	0.16166146244524462	0.021501154702572616	216.0	65.0	1.0	0.40018821248713743
54951	240	0.3	1.0	0.4	2	0.0	400	400	1.0	27	0.0675	0.04680146916375965	0.09642666543540682	0.0375	0.03	-0.03813907998050445	-0.004447435357995544	238.0	71.0	1.8185654008438819	0.5276812935299419
54951	240	0.3	1.0	0.4	2	0.5	400	400	1.0	23	0.0575	0.038617542757733075	0.08480083772811935	0.025	0.0325	0.028894694222263456	0.0036556013768362884	238.0	71.0	1.8158995815899581	0.4570652507170652
54951	240	0.3	1.0	0.4	3	0.0	400	400	1.0	16	0.04	0.024769063069711758	0.06398224771784103	0.0225	0.0175	-0.05740280198184096	-0.0073072192846825815	240.0	71.0	2.7	0.6330122889423275
54951	240	0.3	1.0	0.4	3	0.5	400	400	1.0	18	0.045	0.028651458653886006	0.07000472919032381	0.0225	0.0225	0.06946745487653581	0.008520078809898017	240.0	72.0	2.702928870292887	0.49146335397554564
54951	240	0.3	1.0	0.7	1	0.0	400	400	1.0	24	0.06	0.040647970113724695	0.0877228489004562	0.02	0.04	0.03529768181965446	0.005009354635195886	216.0	65.0	1.0	0.7043306457676961
54951	240	0.3	1.0	0.7	2	0.0	400	400	1.0	18	0.045	0.028651458653886006	0.07000472919032381	0.0275	0.0175	-0.02971406630505021	-0.003992077446030657	238.0	71.0	1.8200836820083681	0.7976064201474289
54951	240	0.3	1.0	0.7	2	0.5	400	400	1.0	16	0.04	0.024769063069711758	0.06398224771784103	0.015	0.025	0.11549750007761347	0.015051366461435015	238.0	71.0	1.8168439716312057	0.7467453812448681
54951	240	0.3	1.0	0.7	3	0.0	400	400	1.0	20	0.05	0.03259742983714726	0.07596363506371961	0.025	0.025	0.05446701375023565	0.007573793979454964	240.0	72.0	2.7	0.8576684458217223
54951	240	0.3	1.0	0.7	3	0.5	400	400	1.0	22	0.055	0.03659849414955068	0.08186744780797323	0.0275	0.0275	0.05034400141560491	0.006699944228360328	240.0	71.5	2.703547768479777	0.77163303943808
54951	240	0.3	1.5	0.4	1	0.0	400	400	1.0	122	0.305	0.2619126095600189	0.3517971852303568	0.305	0.0	1.5094229730190492	0.19911744241304907	216.0	65.0	1.0	0.4000965907550621
54951	240	0.3	1.5	0.4	2	0.0	400	400	1.0	172	0.43	0.3823760406443324	0.47895568056246907	0.43	0.0	1.774328526881926	0.22617384624080217	238.0	71.0	1.8189465659681594	0.5305370085289771
54951	240	0.3	1.5	0.4	2	0.5	400	400	1.0	145	0.3625	0.31690439607300025	0.4107114848689313	0.3625	0.0	1.615264990467368	0.20596553455071795	238.0	71.0	1.819327731092437	0.45611383701632896
54951	240	0.3	1.5	0.4	3	0.0	400	400	1.0	195	0.4875	0.4388685044431795	0.5363693029151779	0.4875	0.0	1.9049140208997675	0.2507827212306899	240.0	72.0	2.7	0.6367910159573319
54951	240	0.3	1.5	0.4	3	0.5	400	400	1.0	178	0.445	0.3970507860416546	0.49399556633511804	0.445	0.0	1.797468756398208	0.2257678069113984	240.0	73.0	2.702928870292887	0.4933797106689398
54951	240	0.3	1.5	0.7	1	0.0	400	400	1.0	205	0.5125	0.4636306970848221	0.5611314955568205	0.5125	0.0	1.9745198018537327	0.266381877360893	217.0	64.0	1.0	0.7002606286915325
54951	240	0.3	1.5	0.7	2	0.0	400	400	1.0	264	0.66	0.6122516850900368	0.7047043807229885	0.66	0.0	2.4306266223747945	0.320824692012756	238.0	71.0	1.8216552470248828	0.8014962229611365
54951	240	0.3	1.5	0.7	2	0.5	400	400	1.0	233	0.5825	0.5336117391164401	0.629818732318401	0.5825	0.0	2.1566987120501238	0.2882019310293822	238.0	72.0	1.8197057065504025	0.7483193511620042
54951	240	0.3	1.5	0.7	3	0.0	400	400	1.0	284	0.71	0.6637014956653163	0.7523033407142791	0.71	0.0	2.4956105566137174	0.32792994770728856	240.0	72.5	2.7041666666666666	0.8574133120894554
54951	240	0.3	1.5	0.7	3	0.5	400	400	1.0	248	0.62	0.5715045437377642	0.6662125056220047	0.62	0.0	2.2901113030319973	0.30108814899617287	240.0	72.0	2.7083333333333335	0.7706364197214037
54951	240	0.3	1.7	0.4	1	0.0	400	400	1.0	191	0.4775	0.4289974607340835	0.5264305925109598	0.4775	0.0	1.8929545837613206	0.24783512788646345	217.0	65.0	1.0	0.39438992734893774
54951	240	0.3	1.7	0.4	2	0.0	400	400	1.0	275	0.6875	0.6404744504377174	0.7309584391869214	0.6875	0.0	2.4485879247329625	0.31372526467385886	238.0	71.0	1.8158995815899581	0.5304399312614634
54951	240	0.3	1.7	0.4	2	0.5	400	400	1.0	236	0.59	0.5411672646392987	0.6371205223805279	0.59	0.0	2.208837574661426	0.2775279237274139	238.0	72.0	1.8212765957446808	0.45466722588391817
54951	240	0.3	1.7	0.4	3	0.0	400	400	1.0	288	0.72	0.6740660138899559	0.7617485766029535	0.72	0.0	2.5247528123979146	0.3275463918217171	240.0	72.0	2.7041666666666666	0.6307317235625809
54951	240	0.3	1.7	0.4	3	0.5	400	400	1.0	243	0.6075	0.5588413833413011	0.6541134733768252	0.6075	0.0	2.216063000134292	0.2795576583965793	240.0	72.0	2.706497661826237	0.4908060699108962
54951	240	0.3	1.7	0.7	1	0.0	400	400	1.0	300	0.75	0.7053228670693259	0.7899209857635259	0.75	0.0	2.6120189473476128	0.3534510318126271	216.0	65.0	1.0	0.702045878797711
54951	240	0.3	1.7	0.7	2	0.0	400	400	1.0	331	0.8275	0.7874046544953168	0.8613647927157191	0.8275	0.0	2.9485345269165615	0.3973560012230276	238.0	71.0	1.8174089433826182	0.7989818360286474
54951	240	0.3	1.7	0.7	2	0.5	400	400	1.0	327	0.8175	0.7766870404912806	0.8522726526064411	0.8175	0.0	2.9522956415484343	0.3897323416455186	238.0	71.0	1.8185654008438819	0.7476121193374461
54951	240	0.3	1.7	0.7	3	0.0	400	400	1.0	357	0.8925	0.8583265694191717	0.9192062795284055	0.8925	0.0	3.202340032119615	0.4366509832066696	240.0	72.0	2.7	0.8581811103160386
54951	240	0.3	1.7	0.7	3	0.5	400	400	1.0	327	0.8175	0.7766870404912806	0.8522726526064411	0.8175	0.0	2.8620793546110055	0.3768411368908191	240.0	72.0	2.7016754056105787	0.770664502558372
54951	320	0.15	1.0	0.4	1	0.0	400	400	1.0	25	0.0625	0.04268914141220244	0.09063411613030699	0.0275	0.035	0.026075189930458285	0.004061931717158887	288.0	43.5	1.0	0.400540776828217
54951	320	0.15	1.0	0.4	2	0.0	400	400	1.0	31	0.0775	0.05513293467684451	0.10790495403563602	0.0325	0.045	-0.13356073728071371	-0.02069641620567836	317.0	47.0	1.8176100628930818	0.5332498170913378
54951	320	0.15	1.0	0.4	2	0.5	400	400	1.0	29	0.0725	0.05095051840227673	0.10218249325354675	0.0325	0.04	0.10636597888582658	0.015191220510147374	317.0	47.0	1.8170347003154574	0.4544578530365401
54951	320	0.15	1.0	0.4	3	0.0	400	400	1.0	14	0.035	0.02096129419797776	0.057885139532918004	0.005	0.03	0.042370230135914566	0.0064537806982566314	320.0	47.0	2.703125	0.6285063049142345
54951	320	0.15	1.0	0.4	3	0.5	400	400	1.0	23	0.0575	0.038617542757733075	0.08480083772811935	0.03	0.0275	-0.0009670828203033844	-0.00016873374030870433	320.0	47.0	2.703125	0.48946194104293916
54951	320	0.15	1.0	0.7	1	0.0	400	400	1.0	13	0.0325	0.01908984237880045	0.0548041528237668	0.0125	0.02	0.1149559475383364	0.019897967183936542	288.0	44.0	1.0	0.7004854422943207
54951	320	0.15	1.0	0.7	2	0.0	400	400	1.0	22	0.055	0.03659849414955068	0.08186744780797323	0.035	0.02	0.013323375649754804	0.0022346020457837674	317.0	47.0	1.8196202531645569	0.7970453994610467
