n_requested	latent_event_probability	molecular_progression_hr_per_latent_sd	single_measurement_reliability	planned_measurements	measurement_error_correlation	n_simulated_cohorts	n_valid_fits	valid_fit_rate	significant_count	significant_probability	significant_probability_ci_low	significant_probability_ci_high	minimum_seed_probability	maximum_seed_probability	positive_call_probability	negative_call_probability	median_score_z_across_seeds	median_one_step_log_hr_across_seeds	median_usable_n_across_seeds	median_events_across_seeds	median_measurements_available_across_seeds	median_empirical_reliability_across_seeds
240	0.3	1.5	0.7	3	0.5	1200	1200	1.0	776	0.6466666666666666	0.6191925943187282	0.6732047121711362	0.62	0.6675	0.6466666666666666	0.0	2.345250060654595	0.3098099117944506	240.0	71.0	2.7041666666666666	0.7706364197214037
240	0.3	1.7	0.4	1	0.0	1200	1200	1.0	593	0.49416666666666664	0.4659427258088128	0.5224278358648856	0.475	0.53	0.49416666666666664	0.0	1.8969511373521433	0.2533015233309504	216.0	65.0	1.0	0.3995488702094141
240	0.3	1.7	0.4	2	0.0	1200	1200	1.0	781	0.6508333333333334	0.6234190641641458	0.6772849839873626	0.62	0.6875	0.6508333333333334	0.0	2.3786658672530896	0.3070152319022886	238.0	71.0	1.8158995815899581	0.5304399312614634
240	0.3	1.7	0.4	2	0.5	1200	1200	1.0	679	0.5658333333333333	0.5376238949091201	0.5936226233448532	0.55	0.59	0.5658333333333333	0.0	2.091430574378718	0.2681799051000928	238.0	71.0	1.8177966101694916	0.45466722588391817
240	0.3	1.7	0.4	3	0.0	1200	1200	1.0	879	0.7325	0.7067419565411843	0.7567742281785439	0.72	0.7475	0.7325	0.0	2.609496198286442	0.3427127474367119	240.0	72.0	2.703547768479777	0.6307317235625809
240	0.3	1.7	0.4	3	0.5	1200	1200	1.0	753	0.6275	0.5997793784383552	0.6544069164079473	0.6075	0.66	0.6275	0.0	2.288265842823307	0.28822382144563385	240.0	72.0	2.7041666666666666	0.4908060699108962
240	0.3	1.7	0.7	1	0.0	1200	1200	1.0	898	0.7483333333333333	0.7230135522008723	0.7720682508331027	0.7375	0.7575	0.7483333333333333	0.0	2.60634469794598	0.3534510318126271	216.0	65.0	1.0	0.6997370107080307
240	0.3	1.7	0.7	2	0.0	1200	1200	1.0	1027	0.8558333333333333	0.8348231776483692	0.8745725602560177	0.8275	0.8725	0.8558333333333333	0.0	2.968799227006933	0.3973560012230276	238.0	71.0	1.8185654008438819	0.7988432110973724
240	0.3	1.7	0.7	2	0.5	1200	1200	1.0	986	0.8216666666666667	0.7989923029005996	0.8422881533783075	0.8075	0.84	0.8216666666666667	0.0	2.9170864848174114	0.3846705067971037	238.0	71.0	1.8185654008438819	0.7473245937391801
240	0.3	1.7	0.7	3	0.0	1200	1200	1.0	1063	0.8858333333333334	0.8665957469773842	0.9026085308908387	0.8775	0.8925	0.8858333333333334	0.0	3.154439549194616	0.4195218937892429	240.0	72.0	2.7041666666666666	0.8566873225697473
240	0.3	1.7	0.7	3	0.5	1200	1200	1.0	986	0.8216666666666667	0.7989923029005996	0.8422881533783075	0.8175	0.8275	0.8216666666666667	0.0	2.940228822050673	0.38578950331249817	240.0	72.0	2.703547768479777	0.770664502558372
320	0.15	1.0	0.4	1	0.0	1200	1200	1.0	65	0.05416666666666667	0.04272435599457301	0.06845428620953228	0.045	0.0625	0.02666666666666667	0.0275	0.026075189930458285	0.004061931717158887	288.0	43.0	1.0	0.3982663130814941
320	0.15	1.0	0.4	2	0.0	1200	1200	1.0	63	0.0525	0.041248404856606004	0.06660754068284175	0.0375	0.0775	0.024166666666666666	0.028333333333333332	-0.03557223522109138	-0.005325738867505005	317.0	47.0	1.8176100628930818	0.5332498170913378
320	0.15	1.0	0.4	2	0.5	1200	1200	1.0	76	0.06333333333333334	0.050897824447329904	0.07855564941239193	0.0475	0.0725	0.030833333333333334	0.0325	0.03660150686052721	0.005253642051453455	317.0	47.0	1.8170347003154574	0.4546667019185024
320	0.15	1.0	0.4	3	0.0	1200	1200	1.0	60	0.05	0.039041012521836546	0.06383088802062488	0.035	0.06	0.02666666666666667	0.023333333333333334	-0.003790519373814717	-0.0006274160871467865	320.0	48.0	2.703125	0.6280432197285641
320	0.15	1.0	0.4	3	0.5	1200	1200	1.0	68	0.056666666666666664	0.044944448197728686	0.07121823900336294	0.055	0.0575	0.025833333333333333	0.030833333333333334	-0.0009670828203033844	-0.00016873374030870433	320.0	48.0	2.703125	0.48946194104293916
320	0.15	1.0	0.7	1	0.0	1200	1200	1.0	53	0.04416666666666667	0.03392392584061023	0.05731853637554976	0.0325	0.0525	0.023333333333333334	0.020833333333333332	0.07497387768715116	0.012099510113546383	288.0	43.0	1.0	0.7012938543475046
320	0.15	1.0	0.7	2	0.0	1200	1200	1.0	62	0.051666666666666666	0.04051171663917239	0.06568288056794659	0.05	0.055	0.029166666666666667	0.0225	-0.014269096236773865	-0.0022057082977130302	317.0	47.0	1.819333936106088	0.7980680485489315
320	0.15	1.0	0.7	2	0.5	1200	1200	1.0	62	0.051666666666666666	0.04051171663917239	0.06568288056794659	0.03	0.0675	0.025833333333333333	0.025833333333333333	-0.035895968855108595	-0.005413824875041905	317.0	47.0	1.8171711963115749	0.7469236912655026
320	0.15	1.0	0.7	3	0.0	1200	1200	1.0	60	0.05	0.039041012521836546	0.06383088802062488	0.04	0.06	0.021666666666666667	0.028333333333333332	-0.023767559392153602	-0.00413896619745162	320.0	48.0	2.703125	0.857308591481212
320	0.15	1.0	0.7	3	0.5	1200	1200	1.0	75	0.0625	0.050151184342747165	0.07764094118464589	0.0425	0.0825	0.03	0.0325	0.02185372782478527	0.003726794217580442	320.0	48.0	2.7	0.7701504925116928
320	0.15	1.5	0.4	1	0.0	1200	1200	1.0	307	0.25583333333333336	0.23195241723925797	0.28127252138841086	0.25	0.26	0.25583333333333336	0.0	1.2405135990100988	0.20332570041999207	288.0	43.0	1.0	0.39934011574708034
320	0.15	1.5	0.4	2	0.0	1200	1200	1.0	418	0.34833333333333333	0.3218992316495759	0.3757353718665869	0.3175	0.3675	0.34833333333333333	0.0	1.62179491443	0.25334755349882	317.0	47.0	1.8180365959918676	0.5318181623097417
320	0.15	1.5	0.4	2	0.5	1200	1200	1.0	364	0.30333333333333334	0.2779854627297644	0.3299363308406446	0.2925	0.315	0.3025	0.0008333333333333334	1.4715067368714276	0.2309124008404043	317.0	47.0	1.8188988095238097	0.45747874028277485
320	0.15	1.5	0.4	3	0.0	1200	1200	1.0	489	0.4075	0.3800366683949094	0.4355536667165964	0.3925	0.42	0.4075	0.0	1.729032814490861	0.2707388390764001	320.0	48.0	2.7053291536050157	0.6291868880901648
320	0.15	1.5	0.4	3	0.5	1200	1200	1.0	408	0.34	0.31374638241682645	0.36727473777604863	0.335	0.35	0.34	0.0	1.5443325792145712	0.235168433573922	320.0	48.0	2.7053291536050157	0.49061643673222954
320	0.15	1.5	0.7	1	0.0	1200	1200	1.0	524	0.43666666666666665	0.4088510629699988	0.4648864637730142	0.425	0.4525	0.43666666666666665	0.0	1.7598140107528522	0.29740259102317745	288.0	43.0	1.0	0.7008717837436922
320	0.15	1.5	0.7	2	0.0	1200	1200	1.0	597	0.4975	0.4692638582804991	0.5257520967225144	0.4775	0.5225	0.4975	0.0	1.9357407951711418	0.31487735942009043	317.0	47.0	1.8181818181818181	0.799651505124263
320	0.15	1.5	0.7	2	0.5	1200	1200	1.0	567	0.4725	0.4443858969573734	0.5007896080757769	0.4625	0.485	0.4725	0.0	1.8766528722333826	0.3002004087626549	317.0	47.0	1.8181818181818181	0.7463853988446956
320	0.15	1.5	0.7	3	0.0	1200	1200	1.0	635	0.5291666666666667	0.5008770668381993	0.5572701247933077	0.5125	0.55	0.5291666666666667	0.0	2.0110641789888497	0.32354106486203604	320.0	48.0	2.703763757861635	0.8565081307837871
320	0.15	1.5	0.7	3	0.5	1200	1200	1.0	599	0.49916666666666665	0.4709248937846288	0.5274137578830425	0.4825	0.5175	0.49916666666666665	0.0	1.951677032426625	0.3106432622035744	320.0	48.0	2.703125	0.7713895032223828
320	0.15	1.7	0.4	1	0.0	1200	1200	1.0	434	0.3616666666666667	0.33496252410584154	0.3892536527275818	0.325	0.395	0.3616666666666667	0.0	1.6030655613118858	0.2592079794177759	288.0	43.0	1.0	0.40195298246475425
320	0.15	1.7	0.4	2	0.0	1200	1200	1.0	653	0.5441666666666667	0.5158913151125423	0.5721601465008829	0.5275	0.565	0.5441666666666667	0.0	2.0895204648509864	0.3178635993272743	317.0	47.0	1.8173223816042696	0.5276876364350076
320	0.15	1.7	0.4	2	0.5	1200	1200	1.0	547	0.4558333333333333	0.427839853499117	0.48410868488745773	0.42	0.48	0.4558333333333333	0.0	1.873386691759278	0.2903106821281777	317.0	47.0	1.8177507183474995	0.45609924135177626
320	0.15	1.7	0.4	3	0.0	1200	1200	1.0	736	0.6133333333333333	0.585459974381909	0.6404833988148043	0.5975	0.63	0.6133333333333333	0.0	2.2964472769621036	0.3596670798138226	320.0	48.0	2.7	0.6278702073801365
320	0.15	1.7	0.4	3	0.5	1200	1200	1.0	608	0.5066666666666667	0.47840342489597815	0.5348873617626521	0.5	0.5125	0.5066666666666667	0.0	1.9825224902049547	0.3027306940743125	320.0	48.0	2.703125	0.49172278599372515
320	0.15	1.7	0.7	1	0.0	1200	1200	1.0	747	0.6225	0.594722645941213	0.649495558911117	0.565	0.655	0.6225	0.0	2.350225045120308	0.38881663796324617	288.0	43.0	1.0	0.7006951758577378
320	0.15	1.7	0.7	2	0.0	1200	1200	1.0	906	0.755	0.729877501117118	0.7784950885754872	0.74	0.7675	0.755	0.0	2.618569354983908	0.42385131138134885	317.0	47.0	1.8164556962025316	0.7983483744337111
320	0.15	1.7	0.7	2	0.5	1200	1200	1.0	845	0.7041666666666667	0.6777244584304326	0.7293058829901174	0.6975	0.7125	0.7041666666666667	0.0	2.503500047132725	0.405098324801459	317.0	48.0	1.817458877600387	0.7464558605531304
320	0.15	1.7	0.7	3	0.0	1200	1200	1.0	959	0.7991666666666667	0.7755610936582548	0.8208629576477756	0.78	0.8125	0.7991666666666667	0.0	2.7200858870459728	0.4488713237548746	320.0	48.0	2.7021943573667713	0.8571809725867657
320	0.15	1.7	0.7	3	0.5	1200	1200	1.0	853	0.7108333333333333	0.6845410289844387	0.7357800990947414	0.695	0.73	0.7108333333333333	0.0	2.5291597482527024	0.4089445102224767	320.0	47.0	2.703125	0.7708335785505052
320	0.3	1.0	0.4	1	0.0	1200	1200	1.0	56	0.04666666666666667	0.03611089196253996	0.060115615250606366	0.0425	0.05	0.025	0.021666666666666667	0.08624529032407029	0.009729291581664176	288.0	86.5	1.0	0.4040281700284147
320	0.3	1.0	0.4	2	0.0	1200	1200	1.0	51	0.0425	0.032471408616991965	0.05544835693451049	0.035	0.0475	0.018333333333333333	0.024166666666666666	-0.03911289122904111	-0.0041864141318380945	317.0	94.0	1.819047619047619	0.5304132006684581
320	0.3	1.0	0.4	2	0.5	1200	1200	1.0	64	0.05333333333333334	0.04198595756592827	0.06753133630584826	0.0475	0.0575	0.0225	0.030833333333333334	0.0053192033478787265	0.0005967151605876537	317.0	95.0	1.817891373801917	0.4585357557974176
320	0.3	1.0	0.4	3	0.0	1200	1200	1.0	51	0.0425	0.032471408616991965	0.05544835693451049	0.04	0.045	0.025	0.0175	0.009455086930622171	0.001029688226878271	320.0	96.0	2.703125	0.6289389068785722
320	0.3	1.0	0.4	3	0.5	1200	1200	1.0	65	0.05416666666666667	0.04272435599457301	0.06845428620953228	0.05	0.0625	0.028333333333333332	0.025833333333333333	0.02144703659123042	0.00225999202049731	320.0	96.0	2.703125	0.4882315580685964
320	0.3	1.0	0.7	1	0.0	1200	1200	1.0	66	0.055	0.043463582072856735	0.06937640846357733	0.045	0.065	0.03	0.025	-0.029852684520525464	-0.0036256995558505245	288.0	87.0	1.0	0.6999888296238668
320	0.3	1.0	0.7	2	0.0	1200	1200	1.0	53	0.04416666666666667	0.03392392584061023	0.05731853637554976	0.03	0.06	0.02	0.024166666666666666	-0.09947223263448213	-0.01140727116535329	317.0	95.0	1.8181818181818181	0.7976851562423029
320	0.3	1.0	0.7	2	0.5	1200	1200	1.0	67	0.05583333333333333	0.04420361839753011	0.07029772047123273	0.0525	0.0575	0.035	0.020833333333333332	-0.014245807120951599	-0.0015769626943873244	317.0	96.0	1.8201892744479495	0.7473427423486458
320	0.3	1.0	0.7	3	0.0	1200	1200	1.0	56	0.04666666666666667	0.03611089196253996	0.060115615250606366	0.0425	0.05	0.0225	0.024166666666666666	-0.03736211620008602	-0.0043230265496042464	320.0	96.0	2.703125	0.856436178662495
320	0.3	1.0	0.7	3	0.5	1200	1200	1.0	68	0.056666666666666664	0.044944448197728686	0.07121823900336294	0.045	0.08	0.03	0.02666666666666667	0.007955751368906203	0.0009214765944183677	320.0	96.0	2.70625	0.7715752704646964
320	0.3	1.5	0.4	1	0.0	1200	1200	1.0	484	0.4033333333333333	0.37592849355671876	0.43135509989314325	0.385	0.415	0.4033333333333333	0.0	1.7171327308187463	0.19524354337205868	288.0	86.0	1.0	0.39820164707224104
320	0.3	1.5	0.4	2	0.0	1200	1200	1.0	701	0.5841666666666666	0.5560553691702939	0.6117408123949124	0.5625	0.6175	0.5841666666666666	0.0	2.1664726034834345	0.23595724746202312	317.0	95.0	1.8196202531645569	0.53038763972671
320	0.3	1.5	0.4	2	0.5	1200	1200	1.0	573	0.4775	0.4493558470331762	0.5057877479939467	0.4425	0.505	0.4775	0.0	1.882751364651975	0.20734206888410245	317.0	95.0	1.8181818181818181	0.45637789336886264
320	0.3	1.5	0.4	3	0.0	1200	1200	1.0	802	0.6683333333333333	0.6411950888231588	0.6943972743072537	0.6225	0.71	0.6683333333333333	0.0	2.3410669860796096	0.26239586805198195	320.0	96.0	2.7	0.6324399922097801
320	0.3	1.5	0.4	3	0.5	1200	1200	1.0	602	0.5016666666666667	0.4734170335932906	0.5299056630713669	0.49	0.5225	0.5016666666666667	0.0	1.9290279323559982	0.21289195220029997	320.0	96.0	2.703125	0.4871600009847139
320	0.3	1.5	0.7	1	0.0	1200	1200	1.0	795	0.6625	0.6352652375142043	0.6886976872899069	0.6625	0.6625	0.6625	0.0	2.3772683542605852	0.2816573086136685	288.0	86.0	1.0	0.7004734801484997
320	0.3	1.5	0.7	2	0.0	1200	1200	1.0	908	0.7566666666666667	0.7315947068293569	0.7801005795279059	0.745	0.7675	0.7566666666666667	0.0	2.709633612867583	0.3097701730085768	317.0	95.0	1.81789594053745	0.7983495653303618
320	0.3	1.5	0.7	2	0.5	1200	1200	1.0	888	0.74	0.7144443428513121	0.7640239768593751	0.725	0.7675	0.74	0.0	2.577573937186311	0.2970248027200547	317.0	95.0	1.8173223816042696	0.7449210622699922
320	0.3	1.5	0.7	3	0.0	1200	1200	1.0	947	0.7891666666666667	0.7651836118648825	0.8113042594532025	0.775	0.8125	0.7891666666666667	0.0	2.7513149885967527	0.31864948107180446	320.0	96.0	2.703125	0.8562197543913141
320	0.3	1.5	0.7	3	0.5	1200	1200	1.0	891	0.7425	0.717013874383138	0.7664384903245356	0.7275	0.7575	0.7425	0.0	2.59953059337328	0.2979040813250977	320.0	96.0	2.7053291536050157	0.7698326563145383
320	0.3	1.7	0.4	1	0.0	1200	1200	1.0	694	0.5783333333333334	0.5501865564376412	0.6059801868012636	0.57	0.5875	0.5783333333333334	0.0	2.156061438687525	0.24510358017288536	288.0	86.0	1.0	0.39751499690658554
320	0.3	1.7	0.4	2	0.0	1200	1200	1.0	937	0.7808333333333334	0.7565515697903891	0.8033228182044081	0.7775	0.7875	0.7808333333333334	0.0	2.6949061872793494	0.30367486481554357	317.0	95.0	1.8209204894809812	0.5314890676903548
320	0.3	1.7	0.4	2	0.5	1200	1200	1.0	831	0.6925	0.6658112053642415	0.7179602594037056	0.6875	0.7	0.6925	0.0	2.4573831203315892	0.2694513343253012	317.0	95.0	1.8201892744479495	0.4560027488025959
320	0.3	1.7	0.4	3	0.0	1200	1200	1.0	1016	0.8466666666666667	0.82517696721641	0.8659439390323604	0.8325	0.8575	0.8466666666666667	0.0	2.998251374985202	0.33524066212303516	320.0	96.0	2.703125	0.6343826821447758
320	0.3	1.7	0.4	3	0.5	1200	1200	1.0	898	0.7483333333333333	0.7230135522008723	0.7720682508331027	0.735	0.7675	0.7483333333333333	0.0	2.616961771355344	0.28294710240725807	320.0	96.0	2.703125	0.4909564331474403
320	0.3	1.7	0.7	1	0.0	1200	1200	1.0	1018	0.8483333333333334	0.8269288950579893	0.8675147078554387	0.835	0.8675	0.8483333333333334	0.0	3.017254284069059	0.3650428822807538	288.0	86.0	1.0	0.7003899999622025
320	0.3	1.7	0.7	2	0.0	1200	1200	1.0	1142	0.9516666666666667	0.9380248071316127	0.9624259889905834	0.9425	0.96	0.9516666666666667	0.0	3.4679939499704275	0.39922075776749	317.0	95.0	1.8170347003154574	0.7983170524284128
320	0.3	1.7	0.7	2	0.5	1200	1200	1.0	1091	0.9091666666666667	0.8915752556961698	0.9241467754772588	0.9025	0.9125	0.9091666666666667	0.0	3.3220913964955945	0.3803509097704474	317.0	95.0	1.8173223816042696	0.7455582969432346
320	0.3	1.7	0.7	3	0.0	1200	1200	1.0	1147	0.9558333333333333	0.9426814636244502	0.9660760741593898	0.9475	0.965	0.9558333333333333	0.0	3.694998141946694	0.4250386639223747	320.0	96.0	2.703125	0.8566555017389414
320	0.3	1.7	0.7	3	0.5	1200	1200	1.0	1114	0.9283333333333333	0.9123320683023506	0.9416009745146399	0.9225	0.9325	0.9283333333333333	0.0	3.4561728151399542	0.3979851951490139	320.0	96.0	2.703125	0.7713321644131398
