analysis	dataset_path	disease_name	compartment	role	gene	family	is_minimum_candidate	is_state_control	target_module	model	n_units	spearman_r	spearman_p	covariates	spearman_fdr
gse248205_thyroid_hashimoto_thyroiditis	data/raw_v3/gse248205/processed/*/*_matrix.mtx.gz	Hashimoto thyroiditis	thyroid Visium spots	spatial_tissue	MSR1	surface_phagocytic_lipid_receptor	True	False	hla_cd74_ciita_state	raw	5	0.7	0.1881204043741873		0.43731609840379515
gse248205_thyroid_hashimoto_thyroiditis	data/raw_v3/gse248205/processed/*/*_matrix.mtx.gz	Hashimoto thyroiditis	thyroid Visium spots	spatial_tissue	MSR1	surface_phagocytic_lipid_receptor	True	False	cd74_hla_surface_state	raw	5	0.7	0.1881204043741873		0.469729563777588
gse248205_thyroid_hashimoto_thyroiditis	data/raw_v3/gse248205/processed/*/*_matrix.mtx.gz	Hashimoto thyroiditis	thyroid Visium spots	spatial_tissue	MSR1	surface_phagocytic_lipid_receptor	True	False	myeloid_abundance	raw	5	0.7999999999999999	0.10408803866182788		0.34932687917435834
gse248205_thyroid_hashimoto_thyroiditis	data/raw_v3/gse248205/processed/*/*_matrix.mtx.gz	Hashimoto thyroiditis	thyroid Visium spots	spatial_tissue	MSR1	surface_phagocytic_lipid_receptor	True	False	lipid_loader_phagocytic	raw	5	0.9999999999999999	1.4042654220543602e-24		2.623423129383373e-22
gse248205_thyroid_hashimoto_thyroiditis	data/raw_v3/gse248205/processed/*/*_matrix.mtx.gz	Hashimoto thyroiditis	thyroid Visium spots	spatial_tissue	MSR1	surface_phagocytic_lipid_receptor	True	False	generic_nfkb	raw	5	0.7	0.1881204043741873		0.5475742648568767
gse248205_thyroid_hashimoto_thyroiditis	data/raw_v3/gse248205/processed/*/*_matrix.mtx.gz	Hashimoto thyroiditis	thyroid Visium spots	spatial_tissue	MSR1	surface_phagocytic_lipid_receptor	True	False	ifn_apc_upstream	raw	5	0.8999999999999998	0.03738607346849874		0.19016925984595273
gse248205_thyroid_hashimoto_thyroiditis	data/raw_v3/gse248205/processed/*/*_matrix.mtx.gz	Hashimoto thyroiditis	thyroid Visium spots	spatial_tissue	MSR1	surface_phagocytic_lipid_receptor	True	False	hla_cd74_ciita_state	residual_non_ifn_confounders	0			myeloid_abundance,generic_nfkb,lipid_loader_phagocytic	
gse248205_thyroid_hashimoto_thyroiditis	data/raw_v3/gse248205/processed/*/*_matrix.mtx.gz	Hashimoto thyroiditis	thyroid Visium spots	spatial_tissue	MSR1	surface_phagocytic_lipid_receptor	True	False	cd74_hla_surface_state	residual_non_ifn_confounders	0			myeloid_abundance,generic_nfkb,lipid_loader_phagocytic	
gse248205_thyroid_hashimoto_thyroiditis	data/raw_v3/gse248205/processed/*/*_matrix.mtx.gz	Hashimoto thyroiditis	thyroid Visium spots	spatial_tissue	MSR1	surface_phagocytic_lipid_receptor	True	False	hla_cd74_ciita_state	residual_with_ifn_confounders	0			ifn_apc_upstream,myeloid_abundance,generic_nfkb,lipid_loader_phagocytic	
gse248205_thyroid_hashimoto_thyroiditis	data/raw_v3/gse248205/processed/*/*_matrix.mtx.gz	Hashimoto thyroiditis	thyroid Visium spots	spatial_tissue	MSR1	surface_phagocytic_lipid_receptor	True	False	cd74_hla_surface_state	residual_with_ifn_confounders	0			ifn_apc_upstream,myeloid_abundance,generic_nfkb,lipid_loader_phagocytic	
gse248205_thyroid_hashimoto_thyroiditis	data/raw_v3/gse248205/processed/*/*_matrix.mtx.gz	Hashimoto thyroiditis	thyroid Visium spots	spatial_tissue	NPC1	lysosome_membrane_or_lipid	False	False	hla_cd74_ciita_state	raw	5	0.8999999999999998	0.03738607346849874		0.16840415828004157
gse248205_thyroid_hashimoto_thyroiditis	data/raw_v3/gse248205/processed/*/*_matrix.mtx.gz	Hashimoto thyroiditis	thyroid Visium spots	spatial_tissue	NPC1	lysosome_membrane_or_lipid	False	False	cd74_hla_surface_state	raw	5	0.6	0.28475697986529386		0.563201691082662
gse248205_thyroid_hashimoto_thyroiditis	data/raw_v3/gse248205/processed/*/*_matrix.mtx.gz	Hashimoto thyroiditis	thyroid Visium spots	spatial_tissue	NPC1	lysosome_membrane_or_lipid	False	False	myeloid_abundance	raw	5	0.8999999999999998	0.03738607346849874		0.21400663225004152
gse248205_thyroid_hashimoto_thyroiditis	data/raw_v3/gse248205/processed/*/*_matrix.mtx.gz	Hashimoto thyroiditis	thyroid Visium spots	spatial_tissue	NPC1	lysosome_membrane_or_lipid	False	False	lipid_loader_phagocytic	raw	5	0.6	0.28475697986529386		0.5252922743475573
gse248205_thyroid_hashimoto_thyroiditis	data/raw_v3/gse248205/processed/*/*_matrix.mtx.gz	Hashimoto thyroiditis	thyroid Visium spots	spatial_tissue	NPC1	lysosome_membrane_or_lipid	False	False	generic_nfkb	raw	5	0.8999999999999998	0.03738607346849874		0.23407307851286732
gse248205_thyroid_hashimoto_thyroiditis	data/raw_v3/gse248205/processed/*/*_matrix.mtx.gz	Hashimoto thyroiditis	thyroid Visium spots	spatial_tissue	NPC1	lysosome_membrane_or_lipid	False	False	ifn_apc_upstream	raw	5	0.49999999999999994	0.3910022189557703		0.6492513909377066
gse248205_thyroid_hashimoto_thyroiditis	data/raw_v3/gse248205/processed/*/*_matrix.mtx.gz	Hashimoto thyroiditis	thyroid Visium spots	spatial_tissue	NPC1	lysosome_membrane_or_lipid	False	False	hla_cd74_ciita_state	residual_non_ifn_confounders	0			myeloid_abundance,generic_nfkb,lipid_loader_phagocytic	
gse248205_thyroid_hashimoto_thyroiditis	data/raw_v3/gse248205/processed/*/*_matrix.mtx.gz	Hashimoto thyroiditis	thyroid Visium spots	spatial_tissue	NPC1	lysosome_membrane_or_lipid	False	False	cd74_hla_surface_state	residual_non_ifn_confounders	0			myeloid_abundance,generic_nfkb,lipid_loader_phagocytic	
gse248205_thyroid_hashimoto_thyroiditis	data/raw_v3/gse248205/processed/*/*_matrix.mtx.gz	Hashimoto thyroiditis	thyroid Visium spots	spatial_tissue	NPC1	lysosome_membrane_or_lipid	False	False	hla_cd74_ciita_state	residual_with_ifn_confounders	0			ifn_apc_upstream,myeloid_abundance,generic_nfkb,lipid_loader_phagocytic	
gse248205_thyroid_hashimoto_thyroiditis	data/raw_v3/gse248205/processed/*/*_matrix.mtx.gz	Hashimoto thyroiditis	thyroid Visium spots	spatial_tissue	NPC1	lysosome_membrane_or_lipid	False	False	cd74_hla_surface_state	residual_with_ifn_confounders	0			ifn_apc_upstream,myeloid_abundance,generic_nfkb,lipid_loader_phagocytic	
gse248205_thyroid_hashimoto_thyroiditis	data/raw_v3/gse248205/processed/*/*_matrix.mtx.gz	Hashimoto thyroiditis	thyroid Visium spots	spatial_tissue	NPC2	lysosome_membrane_or_lipid	True	False	hla_cd74_ciita_state	raw	5	0.6	0.28475697986529386		0.5314946354433959
gse248205_thyroid_hashimoto_thyroiditis	data/raw_v3/gse248205/processed/*/*_matrix.mtx.gz	Hashimoto thyroiditis	thyroid Visium spots	spatial_tissue	NPC2	lysosome_membrane_or_lipid	True	False	cd74_hla_surface_state	raw	5	0.6	0.28475697986529386		0.563201691082662
gse248205_thyroid_hashimoto_thyroiditis	data/raw_v3/gse248205/processed/*/*_matrix.mtx.gz	Hashimoto thyroiditis	thyroid Visium spots	spatial_tissue	NPC2	lysosome_membrane_or_lipid	True	False	myeloid_abundance	raw	5	0.8999999999999998	0.03738607346849874		0.21400663225004152
gse248205_thyroid_hashimoto_thyroiditis	data/raw_v3/gse248205/processed/*/*_matrix.mtx.gz	Hashimoto thyroiditis	thyroid Visium spots	spatial_tissue	NPC2	lysosome_membrane_or_lipid	True	False	lipid_loader_phagocytic	raw	5	0.8999999999999998	0.03738607346849874		0.16623003242708465
gse248205_thyroid_hashimoto_thyroiditis	data/raw_v3/gse248205/processed/*/*_matrix.mtx.gz	Hashimoto thyroiditis	thyroid Visium spots	spatial_tissue	NPC2	lysosome_membrane_or_lipid	True	False	generic_nfkb	raw	5	0.6	0.28475697986529386		0.6330893960742554
gse248205_thyroid_hashimoto_thyroiditis	data/raw_v3/gse248205/processed/*/*_matrix.mtx.gz	Hashimoto thyroiditis	thyroid Visium spots	spatial_tissue	NPC2	lysosome_membrane_or_lipid	True	False	ifn_apc_upstream	raw	5	0.7999999999999999	0.10408803866182788		0.3362889785582939
gse248205_thyroid_hashimoto_thyroiditis	data/raw_v3/gse248205/processed/*/*_matrix.mtx.gz	Hashimoto thyroiditis	thyroid Visium spots	spatial_tissue	NPC2	lysosome_membrane_or_lipid	True	False	hla_cd74_ciita_state	residual_non_ifn_confounders	0			myeloid_abundance,generic_nfkb,lipid_loader_phagocytic	
gse248205_thyroid_hashimoto_thyroiditis	data/raw_v3/gse248205/processed/*/*_matrix.mtx.gz	Hashimoto thyroiditis	thyroid Visium spots	spatial_tissue	NPC2	lysosome_membrane_or_lipid	True	False	cd74_hla_surface_state	residual_non_ifn_confounders	0			myeloid_abundance,generic_nfkb,lipid_loader_phagocytic	
gse248205_thyroid_hashimoto_thyroiditis	data/raw_v3/gse248205/processed/*/*_matrix.mtx.gz	Hashimoto thyroiditis	thyroid Visium spots	spatial_tissue	NPC2	lysosome_membrane_or_lipid	True	False	hla_cd74_ciita_state	residual_with_ifn_confounders	0			ifn_apc_upstream,myeloid_abundance,generic_nfkb,lipid_loader_phagocytic	
gse248205_thyroid_hashimoto_thyroiditis	data/raw_v3/gse248205/processed/*/*_matrix.mtx.gz	Hashimoto thyroiditis	thyroid Visium spots	spatial_tissue	NPC2	lysosome_membrane_or_lipid	True	False	cd74_hla_surface_state	residual_with_ifn_confounders	0			ifn_apc_upstream,myeloid_abundance,generic_nfkb,lipid_loader_phagocytic	
gse248205_thyroid_hashimoto_thyroiditis	data/raw_v3/gse248205/processed/*/*_matrix.mtx.gz	Hashimoto thyroiditis	thyroid Visium spots	spatial_tissue	RAB11A	vesicle_sorting_trafficking	True	False	hla_cd74_ciita_state	raw	5	0.0	1.0		1.0
gse248205_thyroid_hashimoto_thyroiditis	data/raw_v3/gse248205/processed/*/*_matrix.mtx.gz	Hashimoto thyroiditis	thyroid Visium spots	spatial_tissue	RAB11A	vesicle_sorting_trafficking	True	False	cd74_hla_surface_state	raw	5	-0.3	0.623837664781073		0.8144767478558482
gse248205_thyroid_hashimoto_thyroiditis	data/raw_v3/gse248205/processed/*/*_matrix.mtx.gz	Hashimoto thyroiditis	thyroid Visium spots	spatial_tissue	RAB11A	vesicle_sorting_trafficking	True	False	myeloid_abundance	raw	5	0.3	0.623837664781073		0.8047623359228532
gse248205_thyroid_hashimoto_thyroiditis	data/raw_v3/gse248205/processed/*/*_matrix.mtx.gz	Hashimoto thyroiditis	thyroid Visium spots	spatial_tissue	RAB11A	vesicle_sorting_trafficking	True	False	lipid_loader_phagocytic	raw	5	-0.3	0.623837664781073		0.7812226697898264
gse248205_thyroid_hashimoto_thyroiditis	data/raw_v3/gse248205/processed/*/*_matrix.mtx.gz	Hashimoto thyroiditis	thyroid Visium spots	spatial_tissue	RAB11A	vesicle_sorting_trafficking	True	False	generic_nfkb	raw	5	0.0	1.0		1.0
gse248205_thyroid_hashimoto_thyroiditis	data/raw_v3/gse248205/processed/*/*_matrix.mtx.gz	Hashimoto thyroiditis	thyroid Visium spots	spatial_tissue	RAB11A	vesicle_sorting_trafficking	True	False	ifn_apc_upstream	raw	5	-0.39999999999999997	0.5046315754686912		0.7412565315140532
gse248205_thyroid_hashimoto_thyroiditis	data/raw_v3/gse248205/processed/*/*_matrix.mtx.gz	Hashimoto thyroiditis	thyroid Visium spots	spatial_tissue	RAB11A	vesicle_sorting_trafficking	True	False	hla_cd74_ciita_state	residual_non_ifn_confounders	0			myeloid_abundance,generic_nfkb,lipid_loader_phagocytic	
gse248205_thyroid_hashimoto_thyroiditis	data/raw_v3/gse248205/processed/*/*_matrix.mtx.gz	Hashimoto thyroiditis	thyroid Visium spots	spatial_tissue	RAB11A	vesicle_sorting_trafficking	True	False	cd74_hla_surface_state	residual_non_ifn_confounders	0			myeloid_abundance,generic_nfkb,lipid_loader_phagocytic	
gse248205_thyroid_hashimoto_thyroiditis	data/raw_v3/gse248205/processed/*/*_matrix.mtx.gz	Hashimoto thyroiditis	thyroid Visium spots	spatial_tissue	RAB11A	vesicle_sorting_trafficking	True	False	hla_cd74_ciita_state	residual_with_ifn_confounders	0			ifn_apc_upstream,myeloid_abundance,generic_nfkb,lipid_loader_phagocytic	
gse248205_thyroid_hashimoto_thyroiditis	data/raw_v3/gse248205/processed/*/*_matrix.mtx.gz	Hashimoto thyroiditis	thyroid Visium spots	spatial_tissue	RAB11A	vesicle_sorting_trafficking	True	False	cd74_hla_surface_state	residual_with_ifn_confounders	0			ifn_apc_upstream,myeloid_abundance,generic_nfkb,lipid_loader_phagocytic	
gse248205_thyroid_hashimoto_thyroiditis	data/raw_v3/gse248205/processed/*/*_matrix.mtx.gz	Hashimoto thyroiditis	thyroid Visium spots	spatial_tissue	RAB27A	vesicle_sorting_trafficking	False	False	hla_cd74_ciita_state	raw	5	0.8999999999999998	0.03738607346849874		0.16840415828004157
gse248205_thyroid_hashimoto_thyroiditis	data/raw_v3/gse248205/processed/*/*_matrix.mtx.gz	Hashimoto thyroiditis	thyroid Visium spots	spatial_tissue	RAB27A	vesicle_sorting_trafficking	False	False	cd74_hla_surface_state	raw	5	0.6	0.28475697986529386		0.563201691082662
gse248205_thyroid_hashimoto_thyroiditis	data/raw_v3/gse248205/processed/*/*_matrix.mtx.gz	Hashimoto thyroiditis	thyroid Visium spots	spatial_tissue	RAB27A	vesicle_sorting_trafficking	False	False	myeloid_abundance	raw	5	0.8999999999999998	0.03738607346849874		0.21400663225004152
gse248205_thyroid_hashimoto_thyroiditis	data/raw_v3/gse248205/processed/*/*_matrix.mtx.gz	Hashimoto thyroiditis	thyroid Visium spots	spatial_tissue	RAB27A	vesicle_sorting_trafficking	False	False	lipid_loader_phagocytic	raw	5	0.6	0.28475697986529386		0.5252922743475573
gse248205_thyroid_hashimoto_thyroiditis	data/raw_v3/gse248205/processed/*/*_matrix.mtx.gz	Hashimoto thyroiditis	thyroid Visium spots	spatial_tissue	RAB27A	vesicle_sorting_trafficking	False	False	generic_nfkb	raw	5	0.8999999999999998	0.03738607346849874		0.23407307851286732
gse248205_thyroid_hashimoto_thyroiditis	data/raw_v3/gse248205/processed/*/*_matrix.mtx.gz	Hashimoto thyroiditis	thyroid Visium spots	spatial_tissue	RAB27A	vesicle_sorting_trafficking	False	False	ifn_apc_upstream	raw	5	0.49999999999999994	0.3910022189557703		0.6492513909377066
gse248205_thyroid_hashimoto_thyroiditis	data/raw_v3/gse248205/processed/*/*_matrix.mtx.gz	Hashimoto thyroiditis	thyroid Visium spots	spatial_tissue	RAB27A	vesicle_sorting_trafficking	False	False	hla_cd74_ciita_state	residual_non_ifn_confounders	0			myeloid_abundance,generic_nfkb,lipid_loader_phagocytic	
gse248205_thyroid_hashimoto_thyroiditis	data/raw_v3/gse248205/processed/*/*_matrix.mtx.gz	Hashimoto thyroiditis	thyroid Visium spots	spatial_tissue	RAB27A	vesicle_sorting_trafficking	False	False	cd74_hla_surface_state	residual_non_ifn_confounders	0			myeloid_abundance,generic_nfkb,lipid_loader_phagocytic	
gse248205_thyroid_hashimoto_thyroiditis	data/raw_v3/gse248205/processed/*/*_matrix.mtx.gz	Hashimoto thyroiditis	thyroid Visium spots	spatial_tissue	RAB27A	vesicle_sorting_trafficking	False	False	hla_cd74_ciita_state	residual_with_ifn_confounders	0			ifn_apc_upstream,myeloid_abundance,generic_nfkb,lipid_loader_phagocytic	
gse248205_thyroid_hashimoto_thyroiditis	data/raw_v3/gse248205/processed/*/*_matrix.mtx.gz	Hashimoto thyroiditis	thyroid Visium spots	spatial_tissue	RAB27A	vesicle_sorting_trafficking	False	False	cd74_hla_surface_state	residual_with_ifn_confounders	0			ifn_apc_upstream,myeloid_abundance,generic_nfkb,lipid_loader_phagocytic	
gse248205_thyroid_hashimoto_thyroiditis	data/raw_v3/gse248205/processed/*/*_matrix.mtx.gz	Hashimoto thyroiditis	thyroid Visium spots	spatial_tissue	RAB32	vesicle_sorting_trafficking	False	False	hla_cd74_ciita_state	raw	5	0.8999999999999998	0.03738607346849874		0.16840415828004157
gse248205_thyroid_hashimoto_thyroiditis	data/raw_v3/gse248205/processed/*/*_matrix.mtx.gz	Hashimoto thyroiditis	thyroid Visium spots	spatial_tissue	RAB32	vesicle_sorting_trafficking	False	False	cd74_hla_surface_state	raw	5	0.6	0.28475697986529386		0.563201691082662
gse248205_thyroid_hashimoto_thyroiditis	data/raw_v3/gse248205/processed/*/*_matrix.mtx.gz	Hashimoto thyroiditis	thyroid Visium spots	spatial_tissue	RAB32	vesicle_sorting_trafficking	False	False	myeloid_abundance	raw	5	0.8999999999999998	0.03738607346849874		0.21400663225004152
gse248205_thyroid_hashimoto_thyroiditis	data/raw_v3/gse248205/processed/*/*_matrix.mtx.gz	Hashimoto thyroiditis	thyroid Visium spots	spatial_tissue	RAB32	vesicle_sorting_trafficking	False	False	lipid_loader_phagocytic	raw	5	0.6	0.28475697986529386		0.5252922743475573
gse248205_thyroid_hashimoto_thyroiditis	data/raw_v3/gse248205/processed/*/*_matrix.mtx.gz	Hashimoto thyroiditis	thyroid Visium spots	spatial_tissue	RAB32	vesicle_sorting_trafficking	False	False	generic_nfkb	raw	5	0.8999999999999998	0.03738607346849874		0.23407307851286732
gse248205_thyroid_hashimoto_thyroiditis	data/raw_v3/gse248205/processed/*/*_matrix.mtx.gz	Hashimoto thyroiditis	thyroid Visium spots	spatial_tissue	RAB32	vesicle_sorting_trafficking	False	False	ifn_apc_upstream	raw	5	0.49999999999999994	0.3910022189557703		0.6492513909377066
gse248205_thyroid_hashimoto_thyroiditis	data/raw_v3/gse248205/processed/*/*_matrix.mtx.gz	Hashimoto thyroiditis	thyroid Visium spots	spatial_tissue	RAB32	vesicle_sorting_trafficking	False	False	hla_cd74_ciita_state	residual_non_ifn_confounders	0			myeloid_abundance,generic_nfkb,lipid_loader_phagocytic	
gse248205_thyroid_hashimoto_thyroiditis	data/raw_v3/gse248205/processed/*/*_matrix.mtx.gz	Hashimoto thyroiditis	thyroid Visium spots	spatial_tissue	RAB32	vesicle_sorting_trafficking	False	False	cd74_hla_surface_state	residual_non_ifn_confounders	0			myeloid_abundance,generic_nfkb,lipid_loader_phagocytic	
gse248205_thyroid_hashimoto_thyroiditis	data/raw_v3/gse248205/processed/*/*_matrix.mtx.gz	Hashimoto thyroiditis	thyroid Visium spots	spatial_tissue	RAB32	vesicle_sorting_trafficking	False	False	hla_cd74_ciita_state	residual_with_ifn_confounders	0			ifn_apc_upstream,myeloid_abundance,generic_nfkb,lipid_loader_phagocytic	
gse248205_thyroid_hashimoto_thyroiditis	data/raw_v3/gse248205/processed/*/*_matrix.mtx.gz	Hashimoto thyroiditis	thyroid Visium spots	spatial_tissue	RAB32	vesicle_sorting_trafficking	False	False	cd74_hla_surface_state	residual_with_ifn_confounders	0			ifn_apc_upstream,myeloid_abundance,generic_nfkb,lipid_loader_phagocytic	
gse248205_thyroid_hashimoto_thyroiditis	data/raw_v3/gse248205/processed/*/*_matrix.mtx.gz	Hashimoto thyroiditis	thyroid Visium spots	spatial_tissue	RAB5A	vesicle_sorting_trafficking	True	False	hla_cd74_ciita_state	raw	5	0.0	1.0		1.0
gse248205_thyroid_hashimoto_thyroiditis	data/raw_v3/gse248205/processed/*/*_matrix.mtx.gz	Hashimoto thyroiditis	thyroid Visium spots	spatial_tissue	RAB5A	vesicle_sorting_trafficking	True	False	cd74_hla_surface_state	raw	5	-0.3	0.623837664781073		0.8144767478558482
gse248205_thyroid_hashimoto_thyroiditis	data/raw_v3/gse248205/processed/*/*_matrix.mtx.gz	Hashimoto thyroiditis	thyroid Visium spots	spatial_tissue	RAB5A	vesicle_sorting_trafficking	True	False	myeloid_abundance	raw	5	0.3	0.623837664781073		0.8047623359228532
gse248205_thyroid_hashimoto_thyroiditis	data/raw_v3/gse248205/processed/*/*_matrix.mtx.gz	Hashimoto thyroiditis	thyroid Visium spots	spatial_tissue	RAB5A	vesicle_sorting_trafficking	True	False	lipid_loader_phagocytic	raw	5	-0.3	0.623837664781073		0.7812226697898264
gse248205_thyroid_hashimoto_thyroiditis	data/raw_v3/gse248205/processed/*/*_matrix.mtx.gz	Hashimoto thyroiditis	thyroid Visium spots	spatial_tissue	RAB5A	vesicle_sorting_trafficking	True	False	generic_nfkb	raw	5	0.0	1.0		1.0
gse248205_thyroid_hashimoto_thyroiditis	data/raw_v3/gse248205/processed/*/*_matrix.mtx.gz	Hashimoto thyroiditis	thyroid Visium spots	spatial_tissue	RAB5A	vesicle_sorting_trafficking	True	False	ifn_apc_upstream	raw	5	-0.39999999999999997	0.5046315754686912		0.7412565315140532
gse248205_thyroid_hashimoto_thyroiditis	data/raw_v3/gse248205/processed/*/*_matrix.mtx.gz	Hashimoto thyroiditis	thyroid Visium spots	spatial_tissue	RAB5A	vesicle_sorting_trafficking	True	False	hla_cd74_ciita_state	residual_non_ifn_confounders	0			myeloid_abundance,generic_nfkb,lipid_loader_phagocytic	
gse248205_thyroid_hashimoto_thyroiditis	data/raw_v3/gse248205/processed/*/*_matrix.mtx.gz	Hashimoto thyroiditis	thyroid Visium spots	spatial_tissue	RAB5A	vesicle_sorting_trafficking	True	False	cd74_hla_surface_state	residual_non_ifn_confounders	0			myeloid_abundance,generic_nfkb,lipid_loader_phagocytic	
gse248205_thyroid_hashimoto_thyroiditis	data/raw_v3/gse248205/processed/*/*_matrix.mtx.gz	Hashimoto thyroiditis	thyroid Visium spots	spatial_tissue	RAB5A	vesicle_sorting_trafficking	True	False	hla_cd74_ciita_state	residual_with_ifn_confounders	0			ifn_apc_upstream,myeloid_abundance,generic_nfkb,lipid_loader_phagocytic	
gse248205_thyroid_hashimoto_thyroiditis	data/raw_v3/gse248205/processed/*/*_matrix.mtx.gz	Hashimoto thyroiditis	thyroid Visium spots	spatial_tissue	RAB5A	vesicle_sorting_trafficking	True	False	cd74_hla_surface_state	residual_with_ifn_confounders	0			ifn_apc_upstream,myeloid_abundance,generic_nfkb,lipid_loader_phagocytic	
gse248205_thyroid_hashimoto_thyroiditis	data/raw_v3/gse248205/processed/*/*_matrix.mtx.gz	Hashimoto thyroiditis	thyroid Visium spots	spatial_tissue	RAB7A	vesicle_sorting_trafficking	True	False	hla_cd74_ciita_state	raw	5	0.3	0.623837664781073		0.7993434187560282
gse248205_thyroid_hashimoto_thyroiditis	data/raw_v3/gse248205/processed/*/*_matrix.mtx.gz	Hashimoto thyroiditis	thyroid Visium spots	spatial_tissue	RAB7A	vesicle_sorting_trafficking	True	False	cd74_hla_surface_state	raw	5	-0.19999999999999998	0.7470600781046621		0.8857618337322877
gse248205_thyroid_hashimoto_thyroiditis	data/raw_v3/gse248205/processed/*/*_matrix.mtx.gz	Hashimoto thyroiditis	thyroid Visium spots	spatial_tissue	RAB7A	vesicle_sorting_trafficking	True	False	myeloid_abundance	raw	5	0.7	0.1881204043741873		0.47609289530659477
gse248205_thyroid_hashimoto_thyroiditis	data/raw_v3/gse248205/processed/*/*_matrix.mtx.gz	Hashimoto thyroiditis	thyroid Visium spots	spatial_tissue	RAB7A	vesicle_sorting_trafficking	True	False	lipid_loader_phagocytic	raw	5	0.19999999999999998	0.7470600781046621		0.8767609711622391
gse248205_thyroid_hashimoto_thyroiditis	data/raw_v3/gse248205/processed/*/*_matrix.mtx.gz	Hashimoto thyroiditis	thyroid Visium spots	spatial_tissue	RAB7A	vesicle_sorting_trafficking	True	False	generic_nfkb	raw	5	0.3	0.623837664781073		0.8506877247014634
gse248205_thyroid_hashimoto_thyroiditis	data/raw_v3/gse248205/processed/*/*_matrix.mtx.gz	Hashimoto thyroiditis	thyroid Visium spots	spatial_tissue	RAB7A	vesicle_sorting_trafficking	True	False	ifn_apc_upstream	raw	5	-0.09999999999999999	0.8728885715695384		0.9342635492580216
gse248205_thyroid_hashimoto_thyroiditis	data/raw_v3/gse248205/processed/*/*_matrix.mtx.gz	Hashimoto thyroiditis	thyroid Visium spots	spatial_tissue	RAB7A	vesicle_sorting_trafficking	True	False	hla_cd74_ciita_state	residual_non_ifn_confounders	0			myeloid_abundance,generic_nfkb,lipid_loader_phagocytic	
gse248205_thyroid_hashimoto_thyroiditis	data/raw_v3/gse248205/processed/*/*_matrix.mtx.gz	Hashimoto thyroiditis	thyroid Visium spots	spatial_tissue	RAB7A	vesicle_sorting_trafficking	True	False	cd74_hla_surface_state	residual_non_ifn_confounders	0			myeloid_abundance,generic_nfkb,lipid_loader_phagocytic	
gse248205_thyroid_hashimoto_thyroiditis	data/raw_v3/gse248205/processed/*/*_matrix.mtx.gz	Hashimoto thyroiditis	thyroid Visium spots	spatial_tissue	RAB7A	vesicle_sorting_trafficking	True	False	hla_cd74_ciita_state	residual_with_ifn_confounders	0			ifn_apc_upstream,myeloid_abundance,generic_nfkb,lipid_loader_phagocytic	
gse248205_thyroid_hashimoto_thyroiditis	data/raw_v3/gse248205/processed/*/*_matrix.mtx.gz	Hashimoto thyroiditis	thyroid Visium spots	spatial_tissue	RAB7A	vesicle_sorting_trafficking	True	False	cd74_hla_surface_state	residual_with_ifn_confounders	0			ifn_apc_upstream,myeloid_abundance,generic_nfkb,lipid_loader_phagocytic	
gse248205_thyroid_hashimoto_thyroiditis	data/raw_v3/gse248205/processed/*/*_matrix.mtx.gz	Hashimoto thyroiditis	thyroid Visium spots	spatial_tissue	RAB7B	vesicle_sorting_trafficking	False	False	hla_cd74_ciita_state	raw	5	0.8999999999999998	0.03738607346849874		0.16840415828004157
gse248205_thyroid_hashimoto_thyroiditis	data/raw_v3/gse248205/processed/*/*_matrix.mtx.gz	Hashimoto thyroiditis	thyroid Visium spots	spatial_tissue	RAB7B	vesicle_sorting_trafficking	False	False	cd74_hla_surface_state	raw	5	0.6	0.28475697986529386		0.563201691082662
gse248205_thyroid_hashimoto_thyroiditis	data/raw_v3/gse248205/processed/*/*_matrix.mtx.gz	Hashimoto thyroiditis	thyroid Visium spots	spatial_tissue	RAB7B	vesicle_sorting_trafficking	False	False	myeloid_abundance	raw	5	0.8999999999999998	0.03738607346849874		0.21400663225004152
gse248205_thyroid_hashimoto_thyroiditis	data/raw_v3/gse248205/processed/*/*_matrix.mtx.gz	Hashimoto thyroiditis	thyroid Visium spots	spatial_tissue	RAB7B	vesicle_sorting_trafficking	False	False	lipid_loader_phagocytic	raw	5	0.8999999999999998	0.03738607346849874		0.16623003242708465
gse248205_thyroid_hashimoto_thyroiditis	data/raw_v3/gse248205/processed/*/*_matrix.mtx.gz	Hashimoto thyroiditis	thyroid Visium spots	spatial_tissue	RAB7B	vesicle_sorting_trafficking	False	False	generic_nfkb	raw	5	0.8999999999999998	0.03738607346849874		0.23407307851286732
gse248205_thyroid_hashimoto_thyroiditis	data/raw_v3/gse248205/processed/*/*_matrix.mtx.gz	Hashimoto thyroiditis	thyroid Visium spots	spatial_tissue	RAB7B	vesicle_sorting_trafficking	False	False	ifn_apc_upstream	raw	5	0.7	0.1881204043741873		0.4640905534081092
gse248205_thyroid_hashimoto_thyroiditis	data/raw_v3/gse248205/processed/*/*_matrix.mtx.gz	Hashimoto thyroiditis	thyroid Visium spots	spatial_tissue	RAB7B	vesicle_sorting_trafficking	False	False	hla_cd74_ciita_state	residual_non_ifn_confounders	0			myeloid_abundance,generic_nfkb,lipid_loader_phagocytic	
gse248205_thyroid_hashimoto_thyroiditis	data/raw_v3/gse248205/processed/*/*_matrix.mtx.gz	Hashimoto thyroiditis	thyroid Visium spots	spatial_tissue	RAB7B	vesicle_sorting_trafficking	False	False	cd74_hla_surface_state	residual_non_ifn_confounders	0			myeloid_abundance,generic_nfkb,lipid_loader_phagocytic	
