n_simulated_cohorts	n_valid_fits	significant_count	significant_probability	significant_probability_ci_low	significant_probability_ci_high	positive_call_probability	negative_call_probability	median_z	median_one_step_log_hr	median_events	median_usable_n	stack	attendance_mode	death_mode	switch_mode	site_mode	route	n_requested	event_probability_before_ascertainment	molecular_progression_hr	seed
2000	2000	124	0.062	0.05224755446133823	0.07343177895703933	0.0275	0.0345	-0.047859462483571064	-0.006995011447080131	46.0	162.0	death_weak_joint	none	weak_joint	none	balanced	guarded_within_site_stratified	180	0.3	1.0	55207
2000	2000	95	0.0475	0.03901402059617837	0.05772090719335553	0.0195	0.028	-0.051096384737328304	-0.00862373222698726	41.0	288.0	death_weak_joint	none	weak_joint	none	balanced	guarded_within_site_stratified	320	0.15	1.0	55207
2000	2000	108	0.054	0.0449221548758202	0.0647878512990574	0.0195	0.0345	-0.133494079841804	-0.014854273873394531	82.0	288.0	death_weak_joint	none	weak_joint	none	balanced	guarded_within_site_stratified	320	0.3	1.0	55207
2000	2000	103	0.0515	0.042644720050338814	0.062074871360945055	0.0155	0.036	-0.14134254812690455	-0.01830938839500751	57.0	405.0	death_weak_joint	none	weak_joint	none	balanced	guarded_within_site_stratified	450	0.15	1.0	55207
2000	2000	111	0.0555	0.04629144858684901	0.06641280644618483	0.019	0.0365	-0.1403150563317151	-0.01319337541955788	115.0	405.0	death_weak_joint	none	weak_joint	none	balanced	guarded_within_site_stratified	450	0.3	1.0	55207
2000	2000	106	0.053	0.04401045720579706	0.06370338306364304	0.024	0.029	-0.023549354719180498	-0.004578976886316578	23.0	162.0	switch_weak_joint	none	none	weak_joint	balanced	guarded_within_site_stratified	180	0.15	1.0	55207
2000	2000	98	0.049	0.04037353995030726	0.05935563669738288	0.0205	0.0285	-0.09324131189341936	-0.014104619745498514	46.0	162.0	switch_weak_joint	none	none	weak_joint	balanced	guarded_within_site_stratified	180	0.3	1.0	55207
2000	2000	115	0.0575	0.04812031303342549	0.06857627381048334	0.0255	0.032	-0.10711876743435819	-0.016932313755240534	41.0	288.0	switch_weak_joint	none	none	weak_joint	balanced	guarded_within_site_stratified	320	0.15	1.0	55207
2000	2000	120	0.06	0.050411197114316506	0.07127580449318606	0.022	0.038	-0.11214665858112581	-0.012732398373319468	82.0	288.0	switch_weak_joint	none	none	weak_joint	balanced	guarded_within_site_stratified	320	0.3	1.0	55207
2000	2000	114	0.057	0.047662768878229574	0.06803573501296051	0.0215	0.0355	-0.10742627115748557	-0.014634867008083027	57.0	405.0	switch_weak_joint	none	none	weak_joint	balanced	guarded_within_site_stratified	450	0.15	1.0	55207
2000	2000	102	0.051	0.04218996991731548	0.06153153854124964	0.0205	0.0305	-0.10958837737387037	-0.010120505366828625	115.0	405.0	switch_weak_joint	none	none	weak_joint	balanced	guarded_within_site_stratified	450	0.3	1.0	55207
2000	1998	105	0.0525	0.04355496702511128	0.06316079029161008	0.0155	0.037	-0.18103563912847453	-0.03967089457263252	20.0	162.0	weak_joint_all	weak_joint	weak_joint	weak_joint	balanced	guarded_within_site_stratified	180	0.15	1.0	55207
2000	2000	105	0.0525	0.04355496702511128	0.06316079029161008	0.015	0.0375	-0.21062203407603555	-0.03371826351421854	42.0	162.0	weak_joint_all	weak_joint	weak_joint	weak_joint	balanced	guarded_within_site_stratified	180	0.3	1.0	55207
2000	2000	114	0.057	0.047662768878229574	0.06803573501296051	0.0155	0.0415	-0.19544757499232931	-0.032280839456086355	36.0	288.0	weak_joint_all	weak_joint	weak_joint	weak_joint	balanced	guarded_within_site_stratified	320	0.15	1.0	55207
2000	2000	134	0.067	0.05685166729541342	0.07880849565015163	0.024	0.043	-0.24703606739950756	-0.029315768082695766	74.0	288.0	weak_joint_all	weak_joint	weak_joint	weak_joint	balanced	guarded_within_site_stratified	320	0.3	1.0	55207
2000	2000	103	0.0515	0.042644720050338814	0.062074871360945055	0.0135	0.038	-0.22553902511370721	-0.031948656403196586	51.0	405.0	weak_joint_all	weak_joint	weak_joint	weak_joint	balanced	guarded_within_site_stratified	450	0.15	1.0	55207
2000	2000	124	0.062	0.05224755446133823	0.07343177895703933	0.0135	0.0485	-0.24227661056199795	-0.024130014092782107	104.0	405.0	weak_joint_all	weak_joint	weak_joint	weak_joint	balanced	guarded_within_site_stratified	450	0.3	1.0	55207
2000	1998	83	0.0415	0.033602383185357104	0.05115554917155182	0.013	0.0285	-0.12505234081456684	-0.026972928116288864	23.0	162.0	attendance_weak_joint	weak_joint	none	none	balanced	guarded_within_site_stratified	180	0.15	1.0	55213
2000	2000	95	0.0475	0.03901402059617837	0.05772090719335553	0.0145	0.033	-0.07708826808504135	-0.011374533011017951	46.0	162.0	attendance_weak_joint	weak_joint	none	none	balanced	guarded_within_site_stratified	180	0.3	1.0	55213
2000	2000	109	0.0545	0.045378356153563185	0.06532973297403316	0.0185	0.036	-0.14050769281810255	-0.021520706263395056	41.0	288.0	attendance_weak_joint	weak_joint	none	none	balanced	guarded_within_site_stratified	320	0.15	1.0	55213
2000	2000	91	0.0455	0.03720527135020145	0.05553732462845745	0.0175	0.028	-0.11707606467787735	-0.013266781741399105	82.0	288.0	attendance_weak_joint	weak_joint	none	none	balanced	guarded_within_site_stratified	320	0.3	1.0	55213
2000	2000	98	0.049	0.04037353995030726	0.05935563669738288	0.0195	0.0295	-0.10687296098307204	-0.014041711216128818	57.0	405.0	attendance_weak_joint	weak_joint	none	none	balanced	guarded_within_site_stratified	450	0.15	1.0	55213
2000	2000	106	0.053	0.04401045720579706	0.06370338306364304	0.019	0.034	-0.14428611098518013	-0.013508918774044169	115.0	405.0	attendance_weak_joint	weak_joint	none	none	balanced	guarded_within_site_stratified	450	0.3	1.0	55213
2000	1999	82	0.041	0.03315349074927443	0.05060635865491575	0.02	0.021	-0.0843916042435207	-0.016841265197073383	23.0	162.0	death_weak_joint	none	weak_joint	none	balanced	guarded_within_site_stratified	180	0.15	1.0	55213
2000	2000	85	0.0425	0.03450117971009799	0.05225291855224844	0.017	0.0255	-0.010604549002942457	-0.0015279875607523766	46.0	162.0	death_weak_joint	none	weak_joint	none	balanced	guarded_within_site_stratified	180	0.3	1.0	55213
2000	2000	102	0.051	0.04218996991731548	0.06153153854124964	0.0215	0.0295	-0.07840889897150405	-0.01237540309483344	40.0	288.0	death_weak_joint	none	weak_joint	none	balanced	guarded_within_site_stratified	320	0.15	1.0	55213
2000	2000	93	0.0465	0.03810906851120825	0.056629693372888146	0.0175	0.029	-0.11969351512766932	-0.0132824050336703	81.0	288.0	death_weak_joint	none	weak_joint	none	balanced	guarded_within_site_stratified	320	0.3	1.0	55213
2000	2000	113	0.0565	0.04720544161779262	0.06749497932067872	0.02	0.0365	-0.09069893335609425	-0.012521358992820156	57.0	405.0	death_weak_joint	none	weak_joint	none	balanced	guarded_within_site_stratified	450	0.15	1.0	55213
2000	2000	109	0.0545	0.045378356153563185	0.06532973297403316	0.0175	0.037	-0.09685064219619482	-0.009238814175286075	115.0	405.0	death_weak_joint	none	weak_joint	none	balanced	guarded_within_site_stratified	450	0.3	1.0	55213
2000	1998	91	0.0455	0.03720527135020145	0.05553732462845745	0.021	0.0245	-0.05181512957459031	-0.010809944136624054	23.0	162.0	switch_weak_joint	none	none	weak_joint	balanced	guarded_within_site_stratified	180	0.15	1.0	55213
2000	2000	94	0.047	0.038561402365168564	0.05717544247164658	0.02	0.027	-0.08717455825827322	-0.012870125015075578	46.0	162.0	switch_weak_joint	none	none	weak_joint	balanced	guarded_within_site_stratified	180	0.3	1.0	55213
2000	2000	87	0.0435	0.03540128785854411	0.0533489763092398	0.019	0.0245	-0.03390144213837265	-0.005467422120719592	40.0	288.0	switch_weak_joint	none	none	weak_joint	balanced	guarded_within_site_stratified	320	0.15	1.0	55213
2000	2000	77	0.0385	0.03091432761660475	0.047855107023991705	0.0135	0.025	-0.12142570262289318	-0.013812809136076222	82.0	288.0	switch_weak_joint	none	none	weak_joint	balanced	guarded_within_site_stratified	320	0.3	1.0	55213
2000	2000	116	0.058	0.04857807145401382	0.06911659834261377	0.0215	0.0365	-0.07765168996200547	-0.010418075680789998	57.0	405.0	switch_weak_joint	none	none	weak_joint	balanced	guarded_within_site_stratified	450	0.15	1.0	55213
2000	2000	122	0.061	0.05132898110812262	0.07235418640481744	0.025	0.036	-0.08730788722476657	-0.008425158825342567	115.0	405.0	switch_weak_joint	none	none	weak_joint	balanced	guarded_within_site_stratified	450	0.3	1.0	55213
2000	1994	93	0.0465	0.03810906851120825	0.056629693372888146	0.0155	0.031	-0.1091782579793922	-0.02547676566628596	20.0	162.0	weak_joint_all	weak_joint	weak_joint	weak_joint	balanced	guarded_within_site_stratified	180	0.15	1.0	55213
2000	2000	129	0.0645	0.05454732717628902	0.07612242100568228	0.018	0.0465	-0.18028011194781363	-0.027741327520519693	42.0	162.0	weak_joint_all	weak_joint	weak_joint	weak_joint	balanced	guarded_within_site_stratified	180	0.3	1.0	55213
2000	2000	132	0.066	0.05592939864008358	0.07773459840004397	0.018	0.048	-0.25382552481371456	-0.04330746567425269	36.0	288.0	weak_joint_all	weak_joint	weak_joint	weak_joint	balanced	guarded_within_site_stratified	320	0.15	1.0	55213
2000	2000	107	0.0535	0.04446618753651597	0.06424573568564287	0.015	0.0385	-0.20883076959810504	-0.024478175104224863	74.0	288.0	weak_joint_all	weak_joint	weak_joint	weak_joint	balanced	guarded_within_site_stratified	320	0.3	1.0	55213
2000	2000	118	0.059	0.04949422085016707	0.070196614851898	0.02	0.039	-0.2129034266692594	-0.029558058200612313	51.0	405.0	weak_joint_all	weak_joint	weak_joint	weak_joint	balanced	guarded_within_site_stratified	450	0.15	1.0	55213
2000	2000	131	0.0655	0.05546852874487852	0.07719738534253028	0.0115	0.054	-0.29978475232189183	-0.029297590770114117	104.0	405.0	weak_joint_all	weak_joint	weak_joint	weak_joint	balanced	guarded_within_site_stratified	450	0.3	1.0	55213
