stack	attendance_mode	death_mode	switch_mode	site_mode	route	n_requested	event_probability_before_ascertainment	molecular_progression_hr	n_simulated_cohorts	n_valid_fits	significant_count	significant_probability	significant_probability_ci_low	significant_probability_ci_high	minimum_seed_probability	maximum_seed_probability	positive_call_probability	negative_call_probability	median_z_across_seeds	median_one_step_log_hr_across_seeds	median_events_across_seeds	median_usable_n_across_seeds
death_weak_joint	none	weak_joint	none	balanced	guarded_within_site_stratified	450	0.15	1.0	6000	6000	328	0.05466666666666667	0.049194293322202806	0.06070891837091601	0.0515	0.0565	0.0185	0.036166666666666666	-0.12418538485963573	-0.016202918012717428	57.0	405.0
death_weak_joint	none	weak_joint	none	balanced	guarded_within_site_stratified	450	0.3	1.0	6000	6000	334	0.05566666666666667	0.05014445916200019	0.061757472864143056	0.0545	0.057	0.018833333333333334	0.036833333333333336	-0.1403150563317151	-0.01319337541955788	115.0	405.0
switch_weak_joint	none	none	weak_joint	balanced	guarded_within_site_stratified	180	0.15	1.0	6000	5998	309	0.0515	0.046189039333039576	0.05738489130550186	0.0455	0.056	0.0235	0.028	-0.04143703210540675	-0.008004467364980124	23.0	162.0
switch_weak_joint	none	none	weak_joint	balanced	guarded_within_site_stratified	180	0.3	1.0	6000	6000	299	0.049833333333333334	0.044609644789557604	0.05563308529394312	0.047	0.0535	0.0195	0.030333333333333334	-0.08717455825827322	-0.012870125015075578	46.0	162.0
switch_weak_joint	none	none	weak_joint	balanced	guarded_within_site_stratified	320	0.15	1.0	6000	6000	332	0.05533333333333333	0.04982767850434923	0.061408013410785875	0.0435	0.065	0.0245	0.030833333333333334	-0.10711876743435819	-0.016932313755240534	41.0	288.0
switch_weak_joint	none	none	weak_joint	balanced	guarded_within_site_stratified	320	0.3	1.0	6000	6000	307	0.051166666666666666	0.04587302843340631	0.057034662094126984	0.0385	0.06	0.019166666666666665	0.032	-0.11214665858112581	-0.012732398373319468	82.0	288.0
switch_weak_joint	none	none	weak_joint	balanced	guarded_within_site_stratified	450	0.15	1.0	6000	6000	328	0.05466666666666667	0.049194293322202806	0.06070891837091601	0.049	0.058	0.020166666666666666	0.0345	-0.07765168996200547	-0.010418075680789998	57.0	405.0
switch_weak_joint	none	none	weak_joint	balanced	guarded_within_site_stratified	450	0.3	1.0	6000	6000	329	0.05483333333333333	0.049352617444478074	0.060883714304144805	0.051	0.061	0.021333333333333333	0.0335	-0.10958837737387037	-0.010120505366828625	115.0	405.0
weak_joint_all	weak_joint	weak_joint	weak_joint	balanced	guarded_within_site_stratified	180	0.15	1.0	6000	5987	288	0.048	0.042874274410302136	0.05370413506265379	0.045	0.0525	0.017	0.031	-0.1551164192678344	-0.034236745043671316	20.0	162.0
weak_joint_all	weak_joint	weak_joint	weak_joint	balanced	guarded_within_site_stratified	180	0.3	1.0	6000	6000	338	0.05633333333333333	0.050778194146076386	0.06245621810208314	0.052	0.0645	0.016166666666666666	0.04016666666666667	-0.18028011194781363	-0.027741327520519693	42.0	162.0
weak_joint_all	weak_joint	weak_joint	weak_joint	balanced	guarded_within_site_stratified	320	0.15	1.0	6000	6000	357	0.0595	0.05379149110658992	0.06577220219614699	0.0555	0.066	0.015833333333333335	0.043666666666666666	-0.21988102572252943	-0.03654194338422741	36.0	288.0
weak_joint_all	weak_joint	weak_joint	weak_joint	balanced	guarded_within_site_stratified	320	0.3	1.0	6000	6000	348	0.058	0.052363522500712766	0.06420209030248751	0.0535	0.067	0.015833333333333335	0.042166666666666665	-0.24703606739950756	-0.029315768082695766	74.0	288.0
weak_joint_all	weak_joint	weak_joint	weak_joint	balanced	guarded_within_site_stratified	450	0.15	1.0	6000	6000	320	0.05333333333333334	0.047928241764738304	0.05931000948434794	0.0495	0.059	0.015333333333333332	0.038	-0.22553902511370721	-0.031948656403196586	51.0	405.0
weak_joint_all	weak_joint	weak_joint	weak_joint	balanced	guarded_within_site_stratified	450	0.3	1.0	6000	6000	384	0.064	0.058081677019966846	0.07047625778138002	0.062	0.0655	0.013166666666666667	0.050833333333333335	-0.29978475232189183	-0.029297590770114117	104.0	405.0
