context	cell_state	disease_filter	gene	ensembl_id	token_id	n_nonremission_cells	n_remission_cells	random_mean_shift_to_remission_cosine	random_sd_shift_to_remission_cosine	random_mean_projection_to_remission	n_nonremission_cells_with_token	mean_shift_to_remission_cosine	mean_projection_to_remission	mean_embedding_delta_norm	cosine_shift_z_vs_random	projection_minus_random	interpretation	support_flag	strong_support_flag
GSE282122_DC_post_nonremission_to_remission_UC_only	DC	UC	FCGR2B	ENSG00000072694	1197	36	36	-0.00011092755529615615	0.00045581440789045944	0.00399028845390098	2	-0.0001201629638671875	-0.002561778761446476	0.48961341381073	-0.020261335339910515	-0.006552067215347456	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	False	False
GSE282122_DC_post_nonremission_to_remission_UC_only	DC	UC	NCF1	ENSG00000158517	10077	36	36	-0.00011092755529615615	0.00045581440789045944	0.00399028845390098	4	-0.00039546191692352295	0.004387030377984047	0.46883732080459595	-0.6242329261688139	0.00039674192408306694	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	False	False
GSE282122_DC_post_nonremission_to_remission_UC_only	DC	UC	IL7R	ENSG00000168685	12195	36	36	-0.00011092755529615615	0.00045581440789045944	0.00399028845390098	3	0.0005033214692957699	0.06613292545080185	0.6193899512290955	1.3475858023767018	0.06214263699690087	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	True	True
GSE282122_DC_post_nonremission_to_remission_UC_only	DC	UC	STAT4	ENSG00000138378	7543	36	36	-0.00011092755529615615	0.00045581440789045944	0.00399028845390098	0						token_not_detected_in_selected_nonremission_cells	False	False
GSE282122_DC_post_nonremission_to_remission_UC_only	DC	UC	SP140	ENSG00000079263	1450	36	36	-0.00011092755529615615	0.00045581440789045944	0.00399028845390098	0						token_not_detected_in_selected_nonremission_cells	False	False
GSE282122_Mono_macro_post_nonremission_to_remission_UC_only	Mono_macro	UC	PRKDC	ENSG00000253729	18628	36	36	-5.1804714732699926e-05	0.0004392598484679394	0.019762892013467433	1	7.843971252441406e-05	0.028428781777620316	0.3257299065589905	0.2965088380178236	0.008665889764152883	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	False	False
GSE282122_Mono_macro_post_nonremission_to_remission_UC_only	Mono_macro	UC	BLK	ENSG00000136573	7195	36	36	-5.1804714732699926e-05	0.0004392598484679394	0.019762892013467433	0						token_not_detected_in_selected_nonremission_cells	False	False
GSE282122_Mono_macro_post_nonremission_to_remission_UC_only	Mono_macro	UC	FYN	ENSG00000010810	274	36	36	-5.1804714732699926e-05	0.0004392598484679394	0.019762892013467433	0						token_not_detected_in_selected_nonremission_cells	False	False
GSE282122_Mono_macro_post_nonremission_to_remission_UC_only	Mono_macro	UC	SRC	ENSG00000197122	16407	36	36	-5.1804714732699926e-05	0.0004392598484679394	0.019762892013467433	6	-0.00010219216346740723	-0.0014830880099907517	0.2758216857910156	-0.11470988962558222	-0.021245980023458184	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	False	False
GSE282122_Mono_macro_post_nonremission_to_remission_UC_only	Mono_macro	UC	MAPK14	ENSG00000112062	3960	36	36	-5.1804714732699926e-05	0.0004392598484679394	0.019762892013467433	2	2.1904706954956055e-05	0.0219504963606596	0.24667084217071533	0.16780368600668008	0.0021876043471921666	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	False	False
GSE282122_Mono_macro_post_nonremission_to_remission_UC_only	Mono_macro	UC	JAK1	ENSG00000162434	10566	36	36	-5.1804714732699926e-05	0.0004392598484679394	0.019762892013467433	0						token_not_detected_in_selected_nonremission_cells	False	False
GSE282122_Mono_macro_post_nonremission_to_remission_UC_only	Mono_macro	UC	JAK2	ENSG00000096968	2058	36	36	-5.1804714732699926e-05	0.0004392598484679394	0.019762892013467433	1	0.0003457069396972656	0.05504192039370537	0.2812967002391815	0.9049578644996027	0.035279028380237935	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	False	False
GSE282122_Mono_macro_post_nonremission_to_remission_UC_only	Mono_macro	UC	SYK	ENSG00000165025	11314	36	36	-5.1804714732699926e-05	0.0004392598484679394	0.019762892013467433	3	9.342034900328144e-05	0.0001815048308344558	0.26481693983078003	0.3306131080327525	-0.019581387182632977	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	False	False
GSE282122_Mono_macro_post_nonremission_to_remission_UC_only	Mono_macro	UC	GSK3B	ENSG00000082701	1571	36	36	-5.1804714732699926e-05	0.0004392598484679394	0.019762892013467433	0						token_not_detected_in_selected_nonremission_cells	False	False
GSE282122_Mono_macro_post_nonremission_to_remission_UC_only	Mono_macro	UC	RGS14	ENSG00000169220	12316	36	36	-5.1804714732699926e-05	0.0004392598484679394	0.019762892013467433	0						token_not_detected_in_selected_nonremission_cells	False	False
GSE282122_Mono_macro_post_nonremission_to_remission_UC_only	Mono_macro	UC	CD274	ENSG00000120217	4975	36	36	-5.1804714732699926e-05	0.0004392598484679394	0.019762892013467433	2	8.33272933959961e-05	0.007844983600080013	0.31499046087265015	0.30763569354224507	-0.01191790841338742	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	False	False
GSE282122_Mono_macro_post_nonremission_to_remission_UC_only	Mono_macro	UC	CD80	ENSG00000121594	5128	36	36	-5.1804714732699926e-05	0.0004392598484679394	0.019762892013467433	1	-0.0006015896797180176	-0.03667498379945755	0.3661768436431885	-1.2516167068373545	-0.05643787581292498	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	False	False
GSE282122_Mono_macro_post_nonremission_to_remission_UC_only	Mono_macro	UC	TNFSF15	ENSG00000181634	14522	36	36	-5.1804714732699926e-05	0.0004392598484679394	0.019762892013467433	2	-0.0005945265293121338	-0.02251521311700344	0.35140642523765564	-1.235537043670965	-0.042278105130470874	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	False	False
GSE282122_Mono_macro_post_nonremission_to_remission_UC_only	Mono_macro	UC	FCGR2A	ENSG00000143226	8233	36	36	-5.1804714732699926e-05	0.0004392598484679394	0.019762892013467433	6	-9.357929229736328e-05	-0.00889588426798582	0.4178960621356964	-0.09510219909779072	-0.028658776281453253	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	False	False
GSE282122_Mono_macro_post_nonremission_to_remission_UC_only	Mono_macro	UC	FCGR2B	ENSG00000072694	1197	36	36	-5.1804714732699926e-05	0.0004392598484679394	0.019762892013467433	1	-0.0007939338684082031	-0.04084732010960579	0.5676046013832092	-1.6894991797313557	-0.06061021212307322	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	False	False
GSE282122_Mono_macro_post_nonremission_to_remission_UC_only	Mono_macro	UC	NCF1	ENSG00000158517	10077	36	36	-5.1804714732699926e-05	0.0004392598484679394	0.019762892013467433	4	9.129941463470459e-05	0.047045160084962845	0.4674266576766968	0.3257846804494569	0.027282268071495412	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	True	False
GSE282122_Mono_macro_post_nonremission_to_remission_UC_only	Mono_macro	UC	IL7R	ENSG00000168685	12195	36	36	-5.1804714732699926e-05	0.0004392598484679394	0.019762892013467433	2	0.00047788023948669434	0.00768354581668973	0.5618973970413208	1.2058578904191712	-0.012079346196777703	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	False	False
GSE282122_Mono_macro_post_nonremission_to_remission_UC_only	Mono_macro	UC	STAT4	ENSG00000138378	7543	36	36	-5.1804714732699926e-05	0.0004392598484679394	0.019762892013467433	0						token_not_detected_in_selected_nonremission_cells	False	False
GSE282122_Mono_macro_post_nonremission_to_remission_UC_only	Mono_macro	UC	SP140	ENSG00000079263	1450	36	36	-5.1804714732699926e-05	0.0004392598484679394	0.019762892013467433	0						token_not_detected_in_selected_nonremission_cells	False	False
