molecule_chembl_id	CTSH_best_nM	CTSS_best_nM	CTSS_over_CTSH_ratio	CTSB_best_nM	CTSB_over_CTSH_ratio	CTSL_best_nM	CTSL_over_CTSH_ratio	CTSC_best_nM	CTSC_over_CTSH_ratio	CTSZ_best_nM	CTSZ_over_CTSH_ratio	n_comparators_assayed	min_comparator_over_CTSH_ratio	median_comparator_over_CTSH_ratio	has_10x_margin_over_all_assayed_comparators	has_100x_margin_over_all_assayed_comparators	CTSH_activity_types	CTSH_documents	canonical_smiles	pref_name	max_phase	molecule_type	mw_freebase	alogp	hba	hbd	psa	num_ro5_violations
CHEMBL5095230	560.0	29470.0	52.625	380.0	0.6785714285714286	4680.0	8.357142857142858					3	0.6785714285714286	8.357142857142858	False	False	IC50	CHEMBL5727839,CHEMBL5729097	NCCCC[C@H](NC(=O)C1CCCC1)C(=O)COc1c(F)ccc(F)c1F	ATUZAGINSTAT	2.0	Small molecule	386.41	2.86	4.0	2.0	81.42	0.0
CHEMBL5783659	560.0	29470.0	52.625	380.0	0.6785714285714286	4680.0	8.357142857142858					3	0.6785714285714286	8.357142857142858	False	False	IC50	CHEMBL5729097	NCCCCC(NC(=O)C1CCCC1)C(=O)COc1c(F)ccc(F)c1F				386.41	2.86	4.0	2.0	81.42	0.0
CHEMBL486232	1400.0	0.1	7.142857142857143e-05	64.0	0.045714285714285714			2600.0	1.8571428571428572			3	7.142857142857143e-05	0.045714285714285714	False	False	Ki	CHEMBL1140981	CC(C)C[C@H](NC(=O)N1CCOCC1)C(=O)N[C@H](/C=C/S(=O)(=O)c1ccccc1)CCc1ccccc1			Small molecule	527.69	3.55	5.0	2.0	104.81	1.0
CHEMBL426611	5000.0	270.0	0.054	5000.0	1.0	3000.0	0.6					3	0.054	0.6	False	False	IC50	CHEMBL1137872	CCCC[C@H](NC(=O)OCC(C)(C)c1ccccc1)C(=O)C(=O)N[C@H](C)c1ccccc1			Small molecule	438.57	4.70	4.0	2.0	84.50	0.0
CHEMBL450997	9800.0			2940.0	0.3	29500.0	3.010204081632653	1.0	0.00010204081632653062			3	0.00010204081632653062	0.3	False	False	IC50	CHEMBL1156470	[N-]=[N+]=CC(=O)[C@H](Cc1ccc(I)cc1)NC(=O)CN			Small molecule	372.17	0.15	3.0	2.0	108.59	0.0
CHEMBL567785	14454.4	6456.54	0.4466833628514501			309.03	0.021379649103387202			6456.54	0.4466833628514501	3	0.021379649103387202	0.4466833628514501	False	False	IC50	CHEMBL1156759	N#Cc1nc(Nc2cccc(Cl)c2)nc(NC2CCCC2)n1			Small molecule	314.78	3.49	6.0	2.0	86.52	0.0
CHEMBL371420	0.46			1.3	2.8260869565217392	0.79	1.7173913043478262					2	1.7173913043478262	2.2717391304347827	False	False	Ki	CHEMBL1139621	CC(C)N(C#N)NC(=O)O[C@@H](C)CC1CCCCC1			Small molecule	267.37	3.18	4.0	1.0	65.36	0.0
CHEMBL190121	1.4			0.077	0.055	0.025	0.01785714285714286					2	0.01785714285714286	0.03642857142857143	False	False	Ki	CHEMBL1139621	C[C@@H](CC1CCCCC1)OC(=O)NN(C)C#N			Small molecule	239.32	2.40	4.0	1.0	65.36	0.0
CHEMBL113948	18.0			27.0	1.5	12.0	0.6666666666666666					2	0.6666666666666666	1.0833333333333333	False	False	IC50	CHEMBL1138109	CCCC[C@@H](C=O)NC(=O)O[C@H](Cc1ccccc1)C(C)C			Small molecule	305.42	3.74	3.0	1.0	55.40	0.0
CHEMBL183812	40.0			2.4	0.06	0.71	0.01775					2	0.01775	0.038875	False	False	IC50	CHEMBL1140268	C[C@@H](CC1CCCCC1)OC(=O)C1CCN1C#N			Small molecule	250.34	2.44	4.0	0.0	53.33	0.0
CHEMBL492175	145.0			14.2	0.09793103448275861	0.437	0.003013793103448276					2	0.003013793103448276	0.050472413793103445	False	False	IC50	CHEMBL1138527	CC(=O)c1c(Nc2ccc(Cl)cc2)[nH]c2c(Cl)cc([N+](=O)[O-])cc2c1=O			Small molecule	392.20	4.69	5.0	2.0	105.10	0.0
CHEMBL203663	190.0			18.0	0.09473684210526316	12.0	0.06315789473684211					2	0.06315789473684211	0.07894736842105263	False	False	IC50	CHEMBL1138109	CCCC[C@@H](/C=N/NC(=O)N1CCOCC1)NC(=O)O[C@H](Cc1ccccc1)C(C)C			Small molecule	432.57	3.57	5.0	2.0	92.26	0.0
CHEMBL204605	230.0			270.0	1.173913043478261	540.0	2.347826086956522					2	1.173913043478261	1.7608695652173916	False	False	IC50	CHEMBL1138109	CCCC[C@@H](/C=N/NC(=O)N1CCOCC1)NC(=O)O[C@@H](C)Cc1ccccc1			Small molecule	404.51	2.93	5.0	2.0	92.26	0.0
CHEMBL180839	580.0			310.0	0.5344827586206896	130.0	0.22413793103448276					2	0.22413793103448276	0.3793103448275862	False	False	IC50	CHEMBL1140268	C[C@@H](CC1CCCCC1)OC(=O)C1CCCN1C#N			Small molecule	264.37	2.83	4.0	0.0	53.33	0.0
CHEMBL4292287	7000.0	17.0	0.0024285714285714284			5.0	0.0007142857142857143					2	0.0007142857142857143	0.0015714285714285713	False	False	Ki	CHEMBL4251609	CSCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](CCCNC(=N)N)NC(=O)CNC(C)=O)C(=O)NNC(=O)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](C)C(=O)N[C@H](CCCNC(=N)N)C(N)=O			Unknown	1592.82					
CHEMBL183660	8300.0			680.0	0.0819277108433735	81.0	0.009759036144578313					2	0.009759036144578313	0.04584337349397591	False	False	IC50	CHEMBL1140268	C[C@@H](CC1CCCCC1)OC(=O)N[C@H]1CCN(C#N)C1			Small molecule	279.38	2.63	4.0	1.0	65.36	0.0
CHEMBL191881	9200.0			5.0	0.0005434782608695652	2.5	0.0002717391304347826					2	0.0002717391304347826	0.00040760869565217395	False	False	Ki	CHEMBL3232985,CHEMBL3352119	CC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C=O)CCCNC(=N)N	LEUPEPTIN		Protein	426.56	0.02	5.0	6.0	166.27	1.0
CHEMBL448143	29000.0					25500.0	0.8793103448275862	50.0	0.0017241379310344827			2	0.0017241379310344827	0.4405172413793103	False	False	IC50	CHEMBL1156470	[N-]=[N+]=CC(=O)[C@H](Cc1ccccc1)NC(=O)CN			Small molecule	246.27	-0.46	3.0	2.0	108.59	0.0
CHEMBL491348	32570.0			12690.0	0.38962235185753763	19820.0	0.6085354620816702					2	0.38962235185753763	0.4990789069696039	False	False	IC50	CHEMBL1138527	CC(=O)c1c(Nc2ccc(Cl)cc2Cl)[nH]c2c([N+](=O)[O-])cc(Cl)cc2c1=O			Small molecule	426.64	5.34	5.0	2.0	105.10	1.0
CHEMBL523822	66520.0			1750.0	0.026307877330126277	1370.0	0.020595309681298857					2	0.020595309681298857	0.02345159350571257	False	False	IC50	CHEMBL1138527	CC(=O)c1c(Nc2ccc(Br)cc2Br)[nH]c2c(Cl)ccc(C)c2c1=O			Small molecule	484.58	5.96	3.0	2.0	61.96	1.0
CHEMBL4229176	89000.0			77000.0	0.8651685393258427	122000.0	1.3707865168539326					2	0.8651685393258427	1.1179775280898876	False	False	Ki	CHEMBL4219118	Cc1ccc2c([N+](=O)[O-])ccc(O)c2n1			Small molecule	204.19	2.16	4.0	1.0	76.26	0.0
CHEMBL470707	91760.0			1640.0	0.017872711421098517	1060.0	0.011551874455100261					2	0.011551874455100261	0.014712292938099388	False	False	IC50	CHEMBL1138527	CC(=O)c1c(Nc2ccc(Br)cc2)[nH]c2c(Br)ccc(Br)c2c1=O			Small molecule	515.00	5.76	3.0	2.0	61.96	2.0
CHEMBL4228921	108000.0			8000.0	0.07407407407407407	5000.0	0.046296296296296294					2	0.046296296296296294	0.06018518518518518	False	False	Ki	CHEMBL4219118	O=C(NCC1CCN(c2nc3ccccc3o2)CC1)c1cc([N+](=O)[O-])c2cccnc2c1O			Small molecule	447.45	3.64	8.0	2.0	134.63	0.0
CHEMBL2312216	129000.0			5000.0	0.03875968992248062	124000.0	0.9612403100775194					2	0.03875968992248062	0.5	False	False	Ki	CHEMBL2311469	N#CCNCc1cc([N+](=O)[O-])c2cccnc2c1O			Small molecule	258.24	1.46	6.0	2.0	112.08	0.0
CHEMBL2312204	221000.0			24000.0	0.1085972850678733	155000.0	0.7013574660633484					2	0.1085972850678733	0.40497737556561086	False	False	Ki	CHEMBL2311469	CC1CCN(c2ccc([N+](=O)[O-])c3cccnc23)CC1			Small molecule	271.32	3.38	4.0	0.0	59.27	0.0
CHEMBL570897	251000.0			34000.0	0.13545816733067728	245000.0	0.9760956175298805					2	0.13545816733067728	0.5557768924302788	False	False	Ki	CHEMBL2311469	O=[N+]([O-])c1ccc(N2CCCC2)c2ccccc12			Small molecule	242.28	3.35	3.0	0.0	46.38	0.0
CHEMBL4228576	329000.0			124000.0	0.3768996960486322	195000.0	0.5927051671732523					2	0.3768996960486322	0.4848024316109423	False	False	Ki	CHEMBL4219118	N#CC1(NC(=O)c2cc([N+](=O)[O-])c3cccnc3c2O)CC1			Small molecule	298.26	1.63	6.0	2.0	129.15	0.0
CHEMBL2312203	354000.0			32000.0	0.0903954802259887	182000.0	0.5141242937853108					2	0.0903954802259887	0.30225988700564976	False	False	Ki	CHEMBL2311469	Nc1c(Br)cc([N+](=O)[O-])c2ccccc12			Small molecule	267.08	3.09	3.0	1.0	69.16	0.0
CHEMBL4228126	462000.0			30000.0	0.06493506493506493	155000.0	0.3354978354978355					2	0.06493506493506493	0.20021645021645024	False	False	Ki	CHEMBL4219118	N#CCNC(=O)c1cc([N+](=O)[O-])c2cccnc2c1O			Small molecule	272.22	1.10	6.0	2.0	129.15	0.0
CHEMBL4287663	1300.0					2000.0	1.5384615384615385					1	1.5384615384615385	1.5384615384615385	False	False	Ki	CHEMBL4251609	N=C(N)NCCC[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CO)NC(=O)[C@H](Cc1ccccc1)NC(=O)NNC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(=N)N)NC(=O)c1ccc(N)cc1)C(=O)N[C@@H](Cc1ccc(O)c([N+](=O)[O-])c1)C(N)=O			Small molecule	1387.53					
CHEMBL212521	3700.0							1.995	0.0005391891891891892			1	0.0005391891891891892	0.0005391891891891892	False	False	Ki	CHEMBL1140981	CC[C@H](N)C(=O)N[C@H](C#N)Cc1ccc(-c2ccccc2)cc1			Small molecule	307.40	2.64	3.0	2.0	78.91	0.0
CHEMBL5870472	1550.0											0			False	False	IC50	CHEMBL5727839,CHEMBL5729097	NCCCCC(NC(=O)C1CCCC1)C(=O)COc1c(F)cccc1F				368.42	2.72	4.0	2.0	81.42	0.0
CHEMBL2371131	93000.0											0			False	False	Ki	CHEMBL1132578	CCOC(=O)[C@@H]1[C@@H](C(=O)N[C@@H](CC(C)C)C(=O)OCc2ccccc2)N1C(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C			Protein	609.72	3.54	8.0	2.0	140.11	1.0
CHEMBL2371128	137000.0											0			False	False	Ki	CHEMBL1132578	CCOC(=O)[C@H]1[C@H](C(=O)N[C@@H](CC(C)C)C(=O)OCc2ccccc2)N1C(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C			Protein	609.72	3.54	8.0	2.0	140.11	1.0
CHEMBL2371130	160000.0											0			False	False	Ki	CHEMBL1132578	CCOC(=O)[C@@H]1[C@@H](C(=O)OCC)N1C(=O)[C@H](C)NC(=O)OCc1ccccc1			Small molecule	392.41	1.01	7.0	1.0	111.01	0.0
CHEMBL2371121	210000.0											0			False	False	Ki	CHEMBL1132578	CCOC(=O)[C@@H]1[C@@H](C(=O)OCC)N1C(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C			Small molecule	434.49	1.83	7.0	1.0	111.01	0.0
CHEMBL152803	260000.0											0			False	False	Ki	CHEMBL1132578	CCOC(=O)C1NC1C(=O)N[C@@H](CC(C)C)C(=O)OCc1ccccc1			Small molecule	362.43	1.16	6.0	2.0	103.64	0.0
