Sample_ID	SegmentDisplayName	geo_accession	series	title	location	Type_main	Patient_ID	Slide.Name	Run	is_ms	in_author_figure4	dcc_gz_name	dcc_deposited	slide name	available_qc_pass	gene_detection_rate	retained_after_reconstructible_qc
DSP-1001660024095-F-E03	DSP-1001660024095-F-E03	GSM8630415	GSE281805	ctrl2_NAWM3	nawm	NAWM	CTRL2	DSP-1001660024095-F	GSE281805	False	False	GSM8630415_DSP-1001660024095-F-E03.dcc.gz	True	DSP-1001660024095-F	TRUE	0.0152594099694812	FALSE
DSP-1001660024095-F-E05	DSP-1001660024095-F-E05	GSM8630416	GSE281805	ctrl2_NAWM4	nawm	NAWM	CTRL2	DSP-1001660024095-F	GSE281805	False	False	GSM8630416_DSP-1001660024095-F-E05.dcc.gz	True	DSP-1001660024095-F	TRUE	0.0185790009102104	FALSE
DSP-1001660024095-F-E07	DSP-1001660024095-F-E07	GSM8630417	GSE281805	ctrl2_NAWM5	nawm	NAWM	CTRL2	DSP-1001660024095-F	GSE281805	False	False	GSM8630417_DSP-1001660024095-F-E07.dcc.gz	True	DSP-1001660024095-F	TRUE	0.0084596027199229	FALSE
DSP-1001660024095-F-E09	DSP-1001660024095-F-E09	GSM8630418	GSE281805	ctrl2_NAWM6	nawm	NAWM	CTRL2	DSP-1001660024095-F	GSE281805	False	False	GSM8630418_DSP-1001660024095-F-E09.dcc.gz	True	DSP-1001660024095-F	TRUE	0.0155271189163142	FALSE
DSP-1001660024095-F-E11	DSP-1001660024095-F-E11	GSM8630419	GSE281805	ctrl2_NAWM7	nawm	NAWM	CTRL2	DSP-1001660024095-F	GSE281805	False	False	GSM8630419_DSP-1001660024095-F-E11.dcc.gz	True	DSP-1001660024095-F	TRUE	0.0088879370348557	FALSE
DSP-1001660024095-F-F01	DSP-1001660024095-F-F01	GSM8630420	GSE281805	ctrl2_NAWM8	nawm	NAWM	CTRL2	DSP-1001660024095-F	GSE281805	False	False	GSM8630420_DSP-1001660024095-F-F01.dcc.gz	True	DSP-1001660024095-F	TRUE	0.0208812978529742	FALSE
DSP-1001660024095-F-F03	DSP-1001660024095-F-F03	GSM8630421	GSE281805	ctrl3_NAWM1	nawm	NAWM	CTRL3	DSP-1001660024095-F	GSE281805	False	False	GSM8630421_DSP-1001660024095-F-F03.dcc.gz	True	DSP-1001660024095-F	TRUE	0.0221127590084061	FALSE
DSP-1001660024095-F-F05	DSP-1001660024095-F-F05	GSM8630422	GSE281805	ctrl3_NAWM2	nawm	NAWM	CTRL3	DSP-1001660024095-F	GSE281805	False	False	GSM8630422_DSP-1001660024095-F-F05.dcc.gz	True	DSP-1001660024095-F	TRUE	0.014081490603416	FALSE
DSP-1001660024095-F-F07	DSP-1001660024095-F-F07	GSM8630423	GSE281805	ctrl3_NAWM3	nawm	NAWM	CTRL3	DSP-1001660024095-F	GSE281805	False	False	GSM8630423_DSP-1001660024095-F-F07.dcc.gz	True	DSP-1001660024095-F	TRUE	0.0269850618407667	FALSE
DSP-1001660024095-F-F09	DSP-1001660024095-F-F09	GSM8630424	GSE281805	ctrl3_NAWM4	nawm	NAWM	CTRL3	DSP-1001660024095-F	GSE281805	False	False	GSM8630424_DSP-1001660024095-F-F09.dcc.gz	True	DSP-1001660024095-F	TRUE	0.020238796380575	FALSE
DSP-1001660024095-F-F11	DSP-1001660024095-F-F11	GSM8630425	GSE281805	ctrl3_NAWM5	nawm	NAWM	CTRL3	DSP-1001660024095-F	GSE281805	False	False	GSM8630425_DSP-1001660024095-F-F11.dcc.gz	True	DSP-1001660024095-F	TRUE	0.00439042672806125	FALSE
DSP-1001660024095-F-G01	DSP-1001660024095-F-G01	GSM8630426	GSE281805	ctrl3_NAWM6	nawm	NAWM	CTRL3	DSP-1001660024095-F	GSE281805	False	False	GSM8630426_DSP-1001660024095-F-G01.dcc.gz	True	DSP-1001660024095-F	TRUE	0.0120469026074851	FALSE
DSP-1001660024095-F-G03	DSP-1001660024095-F-G03	GSM8630427	GSE281805	ctrl3_NAWM7	nawm	NAWM	CTRL3	DSP-1001660024095-F	GSE281805	False	False	GSM8630427_DSP-1001660024095-F-G03.dcc.gz	True	DSP-1001660024095-F	TRUE	0.00508646998982706	FALSE
DSP-1001660024095-F-G05	DSP-1001660024095-F-G05	GSM8630428	GSE281805	ctrl3_NAWM8	nawm	NAWM	CTRL3	DSP-1001660024095-F	GSE281805	False	False	GSM8630428_DSP-1001660024095-F-G05.dcc.gz	True	DSP-1001660024095-F	TRUE	0.00497938641109386	FALSE
DSP-1001660024095-F-G07	DSP-1001660024095-F-G07	GSM8630429	GSE281805	ctrl3_NAWM9	nawm	NAWM	CTRL3	DSP-1001660024095-F	GSE281805	False	False	GSM8630429_DSP-1001660024095-F-G07.dcc.gz	True	DSP-1001660024095-F	TRUE	0.00348021630882904	FALSE
DSP-1006990008662-C-A02	DSP-1006990008662-C-A02	GSM8210382	GSE264094	MS17_RIM_rep3	lesion rim	BRL_RIM	MS17	DSP-1006990008662-C	GSE264094	True	False	GSM8210382_DSP-1006990008662-C-A02.dcc.gz	True	DSP-1006990008662-C	TRUE	0.0347486212989238	FALSE
DSP-1006990008662-C-A04	DSP-1006990008662-C-A04	GSM8210383	GSE264094	MS17_NAWM_rep3	nawm/ppwm	NAWM_PPWM	MS17	DSP-1006990008662-C	GSE264094	True	False	GSM8210383_DSP-1006990008662-C-A04.dcc.gz	True	DSP-1006990008662-C	TRUE	0.0469561492745088	FALSE
DSP-1006990008662-C-A08	DSP-1006990008662-C-A08	GSM8210384	GSE264094	MS17_RIM_rep4	lesion rim	BRL_RIM	MS17	DSP-1006990008662-C	GSE264094	True	False	GSM8210384_DSP-1006990008662-C-A08.dcc.gz	True	DSP-1006990008662-C	TRUE	0.036729667505488	FALSE
DSP-1006990008662-C-A10	DSP-1006990008662-C-A10	GSM8210385	GSE264094	MS17_NAWM_rep4	nawm/ppwm	NAWM_PPWM	MS17	DSP-1006990008662-C	GSE264094	True	False	GSM8210385_DSP-1006990008662-C-A10.dcc.gz	True	DSP-1006990008662-C	TRUE	0.0928950045510521	TRUE
DSP-1006990008662-C-B02	DSP-1006990008662-C-B02	GSM8210386	GSE264094	MS3b_RIM_rep3	lesion rim	BRL_RIM	MS3	DSP-1006990008662-C	GSE264094	True	False	GSM8210386_DSP-1006990008662-C-B02.dcc.gz	True	DSP-1006990008662-C	TRUE	0.0880227017186914	TRUE
DSP-1006990008662-C-B04	DSP-1006990008662-C-B04	GSM8210387	GSE264094	MS3b_RIM_rep4	lesion rim	BRL_RIM	MS3	DSP-1006990008662-C	GSE264094	True	False	GSM8210387_DSP-1006990008662-C-B04.dcc.gz	True	DSP-1006990008662-C	TRUE	0.0993200192750442	TRUE
DSP-1006990008662-C-B08	DSP-1006990008662-C-B08	GSM8210388	GSE264094	MS3b_NAWM_rep3	nawm/ppwm	NAWM_PPWM	MS3	DSP-1006990008662-C	GSE264094	True	False	GSM8210388_DSP-1006990008662-C-B08.dcc.gz	True	DSP-1006990008662-C	TRUE	0.113455051667827	TRUE
DSP-1006990008662-C-B12	DSP-1006990008662-C-B12	GSM8210389	GSE264094	MS3b_NAWM_rep4	nawm/ppwm	NAWM_PPWM	MS3	DSP-1006990008662-C	GSE264094	True	False	GSM8210389_DSP-1006990008662-C-B12.dcc.gz	True	DSP-1006990008662-C	TRUE	0.141939283610858	TRUE
DSP-1006990008662-C-C10	DSP-1006990008662-C-C10	GSM8210390	GSE264094	MS2_NAWM_rep3	nawm/ppwm	NAWM_PPWM	MS2	DSP-1006990008662-C	GSE264094	True	False	GSM8210390_DSP-1006990008662-C-C10.dcc.gz	True	DSP-1006990008662-C	TRUE	0.116614017240456	TRUE
DSP-1006990008662-C-C12	DSP-1006990008662-C-C12	GSM8210391	GSE264094	MS2_NAWM_rep4	nawm/ppwm	NAWM_PPWM	MS2	DSP-1006990008662-C	GSE264094	True	False	GSM8210391_DSP-1006990008662-C-C12.dcc.gz	True	DSP-1006990008662-C	TRUE	0.0977673073834128	TRUE
