dataset	gene	cell_state	endpoint	comparison	n	response_coef	response_p	model_status	formula	response_fdr	generic_response_coef	generic_response_p	target_generic_abs_ratio
GSE198520_RA_synovium_antiTNF	LILRB3	bulk_synovium	baseline_pre	good_vs_moderate_none	42	-0.10245777199225875	0.8208278102247895	ok	y ~ good_response + pre_generic + C(pathotype) + C(biologic) + inflammatory_score + das28_score	1.0	0.07772086018415321	0.5090457912785227	1.3182789247248867
GSE198520_RA_synovium_antiTNF	LILRB3	bulk_synovium	delta_post_minus_pre	good_vs_moderate_none	42	-0.5031006113370217	0.18170789678250313	ok	y ~ good_response + pre_score + pre_generic + delta_generic + C(pathotype) + C(biologic) + inflammatory_score + das28_score	0.7429230445527696	-0.2765782952193097	0.035719825090885914	1.8190169656591946
GSE198520_RA_synovium_antiTNF	LILRB3	bulk_synovium	baseline_pre	moderate_good_vs_none	42	-0.5479350098470895	0.2373713009990411	ok	y ~ moderate_good_response + pre_generic + C(pathotype) + C(biologic) + inflammatory_score + das28_score	0.7429230445527696	0.20876608542271802	0.06816847649861915	2.624636126780883
GSE198520_RA_synovium_antiTNF	LILRB3	bulk_synovium	delta_post_minus_pre	moderate_good_vs_none	42	-0.5319598171487485	0.15417076010826722	ok	y ~ moderate_good_response + pre_score + pre_generic + delta_generic + C(pathotype) + C(biologic) + inflammatory_score + das28_score	0.7429230445527696	-0.07901540616057734	0.5739828065449736	6.732355663244769
GSE198520_RA_synovium_antiTNF	LILRB4	bulk_synovium	baseline_pre	good_vs_moderate_none	42	-0.03931869327069021	0.9392540245516384	ok	y ~ good_response + pre_generic + C(pathotype) + C(biologic) + inflammatory_score + das28_score	1.0	0.07772086018415321	0.5090457912785227	0.505896270030051
GSE198520_RA_synovium_antiTNF	LILRB4	bulk_synovium	delta_post_minus_pre	good_vs_moderate_none	42	0.43430750230703247	0.062043468520747005	ok	y ~ good_response + pre_score + pre_generic + delta_generic + C(pathotype) + C(biologic) + inflammatory_score + das28_score	0.48559011748863573	-0.2765782952193097	0.035719825090885914	1.570287726166846
GSE198520_RA_synovium_antiTNF	LILRB4	bulk_synovium	baseline_pre	moderate_good_vs_none	42	0.09485149788000542	0.8590436380792678	ok	y ~ moderate_good_response + pre_generic + C(pathotype) + C(biologic) + inflammatory_score + das28_score	1.0	0.20876608542271802	0.06816847649861915	0.4543434231089129
GSE198520_RA_synovium_antiTNF	LILRB4	bulk_synovium	delta_post_minus_pre	moderate_good_vs_none	42	0.2571058019298192	0.2619562875026889	ok	y ~ moderate_good_response + pre_score + pre_generic + delta_generic + C(pathotype) + C(biologic) + inflammatory_score + das28_score	0.7429230445527696	-0.07901540616057734	0.5739828065449736	3.253869269586763
GSE198520_RA_synovium_antiTNF	LILRB5	bulk_synovium	baseline_pre	good_vs_moderate_none	0			insufficient_rows_or_response_levels		1.0	0.07772086018415321	0.5090457912785227	
GSE198520_RA_synovium_antiTNF	LILRB5	bulk_synovium	delta_post_minus_pre	good_vs_moderate_none	0			insufficient_rows_or_response_levels		1.0	-0.2765782952193097	0.035719825090885914	
GSE198520_RA_synovium_antiTNF	LILRB5	bulk_synovium	baseline_pre	moderate_good_vs_none	0			insufficient_rows_or_response_levels		1.0	0.20876608542271802	0.06816847649861915	
GSE198520_RA_synovium_antiTNF	LILRB5	bulk_synovium	delta_post_minus_pre	moderate_good_vs_none	0			insufficient_rows_or_response_levels		1.0	-0.07901540616057734	0.5739828065449736	
