gene	tested_compartment_count	positive_compartment_count	negative_compartment_count	positive_fdr10_compartment_count	negative_fdr10_compartment_count	positive_disease_count	negative_disease_count	positive_diseases	negative_diseases	best_positive_p	best_positive_fdr	max_positive_delta_log2_cpm	median_positive_hedges_g	best_negative_p	min_negative_delta_log2_cpm	top_positive_compartments	in_lipid_lysosomal_myeloid_neighborhood	ms_wm_delta_log2	ms_wm_hedges_g	ms_wm_p	ms_wm_fdr	opentargets_disease_count	opentargets_diseases	opentargets_max_overall	opentargets_max_genetic_association	opentargets_max_known_drug_or_clinical	opentargets_channels_present	existing_priority_score	existing_weighted_evidence_score	existing_ms_anchor_score	existing_positive_disease_count	existing_negative_disease_count	existing_positive_diseases	existing_negative_diseases	existing_prior_flag	ms_positive_nominal	ms_positive_trend	genetic_or_target_db_breadth	discovery_priority_score
DAP	17	4	0	0	0	3	0	Crohn disease;psoriasis;ulcerative colitis		0.002236714700104101	0.10332823288914983	0.8894639476448338	2.773407963194286			ibd_uc_epithelial:0.851,p=0.0022;psoriasis_skin_stromal:0.636,p=0.0025;psoriasis_skin_apc:0.662,p=0.0069;ibd_crohn_epithelial:0.889,p=0.0076	False	0.3933456450044126	1.2478016829418357	0.0080691967127082	0.8344760564031432															True	True	0.0	20.0
PLEK2	17	4	0	0	0	3	0	Crohn disease;type 1 diabetes mellitus;ulcerative colitis		0.0035862606451553263	0.12574674039416245	1.610603687157833	1.6466752659795816			ibd_uc_epithelial:1.27,p=0.0036;ibd_crohn_epithelial:1.02,p=0.0082;ibd_crohn_myeloid:1.61,p=0.019;t1d_stellate_cell:1.53,p=0.028	False	3.0459958234208124	1.3647899640433525	0.0073786076112192	0.8344760564031432															True	True	0.0	20.0
KRTCAP3	17	5	0	1	0	2	0	type 1 diabetes mellitus;ulcerative colitis		0.00021138331831478557	0.06211011001022324	3.0437594363344482	1.6256269746631524			t1d_endothelial_cell:3.04,p=0.00021;t1d_stellate_cell:2.49,p=0.0032;t1d_ductal_cell:0.618,p=0.0044;t1d_acinar_cell:0.855,p=0.028;ibd_uc_myeloid:0.842,p=0.028	False	2.0628495204019814	0.9326688272793712	0.0373082507309811	0.8506970233122761															True	True	0.0	20.0
LTA4H	17	3	0	0	0	3	0	Crohn disease;type 1 diabetes mellitus;ulcerative colitis		0.007192260200206723	0.20566980742713425	1.2293384419524989	1.4795175931984301			ibd_crohn_myeloid:1.23,p=0.0072;t1d_acinar_cell:0.427,p=0.0087;ibd_uc_myeloid:1.18,p=0.02	False	0.8088474560590342	1.3569435291855296	0.0063566148101549	0.8344760564031432							5.450746016398406	1.975373008199203	3.475373008199203	1.0	0.0	MS			True	True	0.0	19.27253730081992
PPP3CA	17	3	0	0	0	3	0	Crohn disease;type 1 diabetes mellitus;ulcerative colitis		0.020585415288891903	0.22785885826116978	1.134251689439493	1.3995648663447777			ibd_uc_epithelial:1.13,p=0.021;ibd_crohn_epithelial:0.631,p=0.026;t1d_acinar_cell:0.448,p=0.039	False	0.3662550380794975	0.9635579832567176	0.0343364012152779	0.8506970233122761							1.4374843793644525	-0.0625156206355478	1.5	0.0	0.0				True	True	0.0	19.071874218968222
AQR	17	3	0	0	0	3	0	Crohn disease;psoriasis;ulcerative colitis		0.003815421881216176	0.130678199431654	0.6475828844345877	1.8692229629356643			ibd_uc_epithelial:0.648,p=0.0038;ibd_crohn_epithelial:0.541,p=0.012;psoriasis_skin_stromal:0.347,p=0.047	False	0.2576228255837183	0.9051296555333004	0.0459326873416809	0.8734815344479258															True	True	0.0	19.0
CXCL9	15	3	0	0	0	3	0	Sjogren syndrome;type 1 diabetes mellitus;ulcerative colitis		0.014567425882850094	0.31106231203730406	3.28140207009713	1.3358761514711461			t1d_stellate_cell:1.47,p=0.015;sjogren_gland_apc:2.6,p=0.025;ibd_uc_myeloid:3.28,p=0.041	False	2.5544176187121583	0.9836621598115608	0.0309913568123503	0.8506970233122761															True	True	0.0	19.0
SDC4	17	4	0	1	0	2	0	type 1 diabetes mellitus;ulcerative colitis		5.959585301960283e-05	0.03958978427332659	2.295746705984668	1.367394326119776			t1d_endothelial_cell:2.09,p=6e-05;t1d_beta_cell:1.42,p=0.011;ibd_uc_epithelial:0.602,p=0.036;ibd_uc_myeloid:2.3,p=0.044	False	0.9585668826117236	1.019837229530262	0.0249633235459631	0.8472374898464006															True	True	0.0	19.0
RPL17	14	4	0	2	0	1	0	type 1 diabetes mellitus		8.6965702018404e-05	0.04400440570346118	1.5507708926561383	1.1896421742478442			t1d_endothelial_cell:1.55,p=8.7e-05;t1d_stellate_cell:1.29,p=0.00048;t1d_acinar_cell:1.27,p=0.0015;t1d_ductal_cell:1.2,p=0.0028	False	0.3030373225065492	0.8828965655710417	0.0476747931921886	0.8744776374054363							4.521844751534808	1.5109223757674042	3.010922375767404	1.0	0.0	MS			True	True	0.0	18.22609223757674
IL2RG	15	3	0	1	0	2	0	Crohn disease;ulcerative colitis		3.2385847231430136e-05	0.029030671309845966	1.9495600354897582	2.449488458877268			ibd_uc_myeloid:1.24,p=3.2e-05;ibd_crohn_myeloid:1.34,p=0.0022;ibd_uc_stromal:1.95,p=0.024	False	0.7679981961613978	1.1291047957647844	0.0170189770238671	0.8372898579012464															True	True	0.0	18.0
HLA-B	14	4	0	0	0	2	0	Sjogren syndrome;type 1 diabetes mellitus		0.010293490245441244	0.4224192703166644	1.330463575269091	1.1611220017616044			t1d_acinar_cell:1.33,p=0.01;sjogren_gland_epithelial:0.813,p=0.013;t1d_ductal_cell:0.308,p=0.03;sjogren_gland_apc:0.352,p=0.032	False	0.2749063406543381	1.0465005511853445	0.0266817350521595	0.8472374898464006							4.298583378667823	1.3992916893339116	2.8992916893339116	0.0	0.0				True	True	0.0	17.21492916893339
CDV3	17	2	0	1	0	2	0	Crohn disease;ulcerative colitis		0.001956170803405636	0.09826498002440978	1.0074568336150502	1.7881585098715433			ibd_uc_epithelial:1.01,p=0.002;ibd_crohn_stromal:0.517,p=0.049	False	0.225039193551547	0.9366039360543924	0.0365906398331607	0.8506970233122761							3.3319131926305365	0.9159565963152684	2.4159565963152683	0.0	0.0				True	True	0.0	17.166595659631525
GABARAPL2	17	4	0	0	0	2	0	Crohn disease;Sjogren syndrome		0.029008880301440908	0.33018714141118427	0.9191935179271162	0.8758006377767278			ibd_crohn_myeloid:0.919,p=0.029;sjogren_gland_apc:0.366,p=0.032;sjogren_gland_stromal:0.261,p=0.033;sjogren_gland_epithelial:0.227,p=0.043	False	0.3604331917307011	1.1572475775632145	0.0134263329877197	0.8372898579012464							1.4294015329172842	-0.0705984670827157	1.5	0.0	0.0				True	True	0.0	17.071470076645863
BTF3	17	2	0	1	0	2	0	Sjogren syndrome;ulcerative colitis		0.0004872708790168942	0.0588131484732514	0.3553041378325297	1.833398238496034			ibd_uc_stromal:0.355,p=0.00049;sjogren_gland_apc:0.277,p=0.027	False	0.304770964070439	1.0928510892737542	0.0167967913854618	0.8372898579012464							1.3791064686980907	-0.1208935313019092	1.5	0.0	0.0				True	True	0.0	17.068955323434906
ABHD2	17	2	0	1	0	2	0	Crohn disease;ulcerative colitis		0.0001763858235847414	0.02953482623802281	0.9463359856960984	2.422263531394816			ibd_uc_epithelial:0.946,p=0.00018;ibd_crohn_epithelial:0.569,p=0.009	False	0.7082492463572763	1.4522431738682335	0.0032438170483105	0.8344760564031432															True	True	0.0	17.0
MMADHC	17	4	0	0	0	2	0	type 1 diabetes mellitus;ulcerative colitis		0.00036966229808029025	0.14240422227261834	0.4557498773664843	1.1527045131941023			t1d_acinar_cell:0.456,p=0.00037;t1d_ductal_cell:0.278,p=0.0025;t1d_stellate_cell:0.29,p=0.008;ibd_uc_epithelial:0.437,p=0.037	False	0.4823989939429882	1.08964265558686	0.0184810454366374	0.8372898579012464															True	True	0.0	17.0
TRIQK	17	2	0	1	0	2	0	Crohn disease;ulcerative colitis		0.0009482880135880567	0.08740807134771184	0.7613177311320314	2.2646693182472277			ibd_crohn_epithelial:0.761,p=0.00095;ibd_uc_epithelial:0.692,p=0.0043	False	0.6174918323292342	1.2593965829218832	0.0073792702277832	0.8344760564031432															True	True	0.0	17.0
ERI1	17	2	0	1	0	2	0	Crohn disease;psoriasis		0.0010578393088587176	0.09164862339076742	0.9722779659755112	2.493457004151634			ibd_crohn_epithelial:0.972,p=0.0011;psoriasis_skin_apc:0.318,p=0.028	False	0.588996533957598	1.2428866523957058	0.0097895496839974	0.8349413280632139															True	True	0.0	17.0
HLA-DPB1	14	2	0	1	0	2	0	Crohn disease;ulcerative colitis		0.0017188072357583984	0.08959958348165713	3.3013412021683046	1.7834896428877873			ibd_uc_epithelial:3.3,p=0.0017;ibd_crohn_epithelial:2.36,p=0.04	False	0.4960756722429025	0.9478883118254368	0.0397661138040672	0.85672364651018															True	True	0.0	17.0
TUBD1	17	4	0	0	0	2	0	Crohn disease;type 1 diabetes mellitus		0.0032932978670175282	0.172148810171046	1.7040442587959528	1.098896830821241			t1d_endothelial_cell:1.7,p=0.0033;t1d_ductal_cell:1.39,p=0.0041;t1d_acinar_cell:0.75,p=0.017;ibd_crohn_epithelial:0.45,p=0.028	False	0.9441354600739302	0.9292791899412162	0.0373413228846357	0.8506970233122761															True	True	0.0	17.0
BIRC3	17	4	0	0	0	2	0	type 1 diabetes mellitus;ulcerative colitis		0.007409337247305429	0.20996575461547026	2.5734065445950365	1.2499419454458598			t1d_endothelial_cell:2.57,p=0.0074;ibd_uc_epithelial:1.14,p=0.014;t1d_stellate_cell:1.71,p=0.027;ibd_uc_stromal:1.25,p=0.031	False	0.7690495898515248	1.131266975269578	0.0182090480476607	0.8372898579012464															True	True	0.0	17.0
ZNF557	17	4	0	0	0	2	0	psoriasis;type 1 diabetes mellitus		0.024683052452571054	0.39419626311810213	1.0247711347764006	0.8874947229629081			psoriasis_skin_apc:1.02,p=0.025;t1d_stellate_cell:0.769,p=0.03;t1d_beta_cell:0.982,p=0.035;t1d_ductal_cell:0.403,p=0.05	False	0.8440471562712748	0.8959458139291543	0.0436110464533341	0.8665399879407999															True	True	0.0	17.0
STARD10	17	3	0	0	0	2	0	Crohn disease;Sjogren syndrome		0.010077262089731396	0.2344976725771988	2.2132971325209763	1.5055107472350089			ibd_crohn_stromal:1.63,p=0.01;ibd_crohn_epithelial:2.21,p=0.028;sjogren_gland_stromal:0.921,p=0.039	False	1.338228658744848	1.434006115411869	0.0027910892871222	0.8344760564031432							1.7233092444519973	0.1116546222259986	1.6116546222259986	0.0	0.0				True	True	0.0	16.0861654622226
APOC1	17	3	1	0	0	3	1	Sjogren syndrome;type 1 diabetes mellitus;ulcerative colitis	ulcerative colitis	0.007747831575156192	0.33539965560265417	1.507336097479321	1.2341409625104072	0.04675520808954815	-1.567049625672901	t1d_acinar_cell:1.51,p=0.0077;sjogren_gland_epithelial:1.18,p=0.0097;ibd_uc_epithelial:1.28,p=0.047	True	0.8063088065414767	0.960873317311374	0.0333487255864159	0.8506970233122761															True	True	0.0	16.0
ABCC3	17	3	0	0	0	2	0	Sjogren syndrome;type 1 diabetes mellitus		0.0019183801180315749	0.14671043552381316	1.4033058101764664	1.191912526476435			t1d_stellate_cell:1.4,p=0.0019;sjogren_gland_stromal:1.34,p=0.0046;t1d_beta_cell:1.4,p=0.0049	False	2.0800823014194503	1.9368816754436624	0.0002625963831746	0.7061565610737713															True	True	0.0	16.0
MRPL30	17	3	0	0	0	2	0	Crohn disease;type 1 diabetes mellitus		0.008527723579435488	0.1583811007221169	1.3894229099952167	0.9542373433210712			ibd_crohn_epithelial:0.675,p=0.0085;t1d_endothelial_cell:1.39,p=0.014;t1d_ductal_cell:0.519,p=0.032	False	0.3888939702781115	0.9658501371494874	0.0371187266024739	0.8506970233122761															True	True	0.0	16.0
DCLRE1B	17	3	0	0	0	2	0	psoriasis;type 1 diabetes mellitus		0.010703919072945012	0.278662944354268	1.3172222535539044	2.506267377594157			t1d_stellate_cell:1.26,p=0.011;psoriasis_keratinocyte:1.32,p=0.013;psoriasis_skin_stromal:0.911,p=0.038	False	0.8296249946325531	0.967633109626445	0.0306555079225424	0.8506970233122761															True	True	0.0	16.0
CD44	17	3	1	1	0	2	1	Crohn disease;ulcerative colitis	ulcerative colitis	0.0015832670954624788	0.08521369688792699	1.9658364080683386	2.308336530258375	0.01623922645014018	-0.48154612134324015	ibd_uc_epithelial:1.97,p=0.0016;ibd_crohn_epithelial:1.24,p=0.0021;ibd_crohn_myeloid:0.805,p=0.012	True	1.3446537852001974	0.9541987285932504	0.0331669831445104	0.8506970233122761							5.735020470613311	2.1175102353066557	3.617510235306656	1.0	0.0	MS			True	True	0.0	15.286751023530666
MYO1E	17	2	0	0	0	2	0	Crohn disease;psoriasis		0.0349120553537529	0.4011776855304397	0.9419956833215286	1.7488974806420146			psoriasis_keratinocyte:0.942,p=0.035;ibd_crohn_stromal:0.494,p=0.041	False	0.734169001489299	1.1958758145971864	0.0156836722182292	0.8372898579012464							5.443764911358216	1.971882455679108	3.471882455679108	1.0	0.0	MS			True	True	0.0	15.27218824556791
NPM1	17	2	0	0	0	2	0	Sjogren syndrome;type 1 diabetes mellitus		0.007256776918956707	0.32997481442844767	0.33334980227036937	1.2151852234161833			sjogren_gland_stromal:0.333,p=0.0073;t1d_endothelial_cell:0.259,p=0.02	False	0.2937217029165158	0.969513371589366	0.0334911629215196	0.8506970233122761							3.8394703147161984	1.1697351573580992	2.669735157358099	1.0	0.0	MS			True	True	0.0	15.19197351573581
ITGB1	17	2	0	0	0	2	0	Crohn disease;psoriasis		0.0014989931214536758	0.3927863850556246	0.7874224292818752	2.2884381315855764			ibd_crohn_stromal:0.787,p=0.0015;psoriasis_skin_stromal:0.298,p=0.038	False	0.5509754974271779	1.086647390494222	0.026255446122456	0.8472374898464006							3.656966839997404	1.0784834199987017	2.578483419998702	0.0	0.0				True	True	0.0	15.18284834199987
B2M	14	3	0	1	0	1	0	type 1 diabetes mellitus		2.102132550284301e-06	0.005049022081132851	0.7390071627062973	1.3490736936858372			t1d_beta_cell:0.48,p=2.1e-06;t1d_acinar_cell:0.739,p=0.014;t1d_ductal_cell:0.332,p=0.023	False	0.3736777706958616	0.934671587498183	0.0365779840651987	0.8506970233122761							2.9413264315490286	0.7206632157745143	2.2206632157745143	1.0	0.0	MS			True	True	0.0	15.147066321577451
XPOT	17	2	0	0	0	2	0	Crohn disease;ulcerative colitis		0.018198945554156173	0.23228166403299577	0.9092759406747475	1.4440645887985586			ibd_uc_epithelial:0.909,p=0.018;ibd_crohn_epithelial:0.743,p=0.027	False	0.3949785947730522	1.1764396719065269	0.0188527386901945	0.8372898579012464							1.6269566360993624	0.0634783180496811	1.5634783180496812	0.0	0.0				True	True	0.0	15.081347831804969
ATP1B1	17	2	0	0	0	2	0	type 1 diabetes mellitus;ulcerative colitis		0.013952846955331322	0.2582017752356455	0.577006521035484	1.2987823579110502			t1d_acinar_cell:0.461,p=0.014;ibd_uc_epithelial:0.577,p=0.022	False	0.3173515625282039	0.8946130838175197	0.0438451838101231	0.8665399879407999							1.3536237907320077	-0.1463762092679923	1.5	0.0	0.0				True	True	0.0	15.0676811895366
FAM3C	17	2	0	0	0	2	0	Crohn disease;ulcerative colitis		0.005722983374732465	0.14202361534860466	0.9369327146142084	1.8650207409347936			ibd_crohn_epithelial:0.937,p=0.0057;ibd_uc_epithelial:0.86,p=0.012	False	0.391903327619989	1.3699832293693424	0.005800278731405	0.8344760564031432							1.3330998681863842	-0.1669001318136159	1.5	0.0	0.0				True	True	0.0	15.066654993409319
ISOC1	17	2	0	0	0	2	0	Crohn disease;type 1 diabetes mellitus		0.0052874127117736	0.18148972662487708	1.6802438165152358	1.2458267383146377			t1d_endothelial_cell:1.68,p=0.0053;ibd_crohn_epithelial:0.764,p=0.013	False	0.722863156047655	1.1695661869940854	0.0115763073876203	0.8349413280632139							1.1753013544193616	-0.3246986455806384	1.5	0.0	1.0		MS		True	True	0.0	15.058765067720968
PILRA	17	2	1	2	0	2	1	Crohn disease;ulcerative colitis	psoriasis	0.00043017289150654127	0.07001273944551724	0.8955858998746526	2.8629117744187678	0.003919378407275377	-0.7970361609702361	ibd_uc_myeloid:0.896,p=0.00043;ibd_crohn_myeloid:0.885,p=0.00049	False	0.3377966078846164	0.9898737912408266	0.029250759403389	0.8506970233122761															True	True	0.0	15.0
POT1	17	2	0	0	0	2	0	Crohn disease;type 1 diabetes mellitus		0.0028757934068527466	0.12412256715065145	1.3013586221760378	1.4183626751339022			ibd_crohn_epithelial:0.762,p=0.0029;t1d_stellate_cell:1.3,p=0.016	False	0.490668209160841	1.2023698864920531	0.0092511106832238	0.8349413280632139															True	True	0.0	15.0
GLCE	17	2	0	0	0	2	0	Crohn disease;type 1 diabetes mellitus		0.0032865760563153133	0.12719472609010235	1.0632031850868886	1.4180682200622075			ibd_crohn_epithelial:0.497,p=0.0033;t1d_endothelial_cell:1.06,p=0.048	False	0.4473190480457791	0.933588611265869	0.0400436591572146	0.8573807218486817															True	True	0.0	15.0
SGK3	17	2	0	0	0	2	0	Crohn disease;ulcerative colitis		0.00524859621903712	0.15210835580940268	0.7676306801550048	2.011104475067295			ibd_uc_epithelial:0.768,p=0.0052;ibd_crohn_epithelial:0.713,p=0.0074	False	0.5524870707694998	1.1378807327869973	0.0140757316501568	0.8372898579012464															True	True	0.0	15.0
NOL11	17	2	0	0	0	2	0	Crohn disease;psoriasis		0.006330997733911348	0.25209039033735864	0.4449693013117857	2.4004756177500695			psoriasis_skin_stromal:0.37,p=0.0063;ibd_crohn_epithelial:0.445,p=0.035	False	0.4184031704710111	0.9628373694292872	0.0382450848616024	0.8515944163257619															True	True	0.0	15.0
HLA-DPA1	14	2	0	0	0	2	0	Crohn disease;ulcerative colitis		0.0063775005081349555	0.1628316120287731	3.4575707019210293	1.6912586514420374			ibd_uc_epithelial:3.46,p=0.0064;ibd_crohn_epithelial:2.9,p=0.018	False	0.564665600429203	1.1896638011859288	0.0134550343727772	0.8372898579012464															True	True	0.0	15.0
LYST	17	2	0	0	0	2	0	Crohn disease;ulcerative colitis		0.006711480661943935	0.20049263456643018	1.1519212537901007	1.6523564547164975			ibd_uc_myeloid:1.15,p=0.0067;ibd_crohn_myeloid:0.86,p=0.031	False	0.2753048913918388	1.0618827873493704	0.0231677538025387	0.8472374898464006															True	True	0.0	15.0
CPSF2	17	2	0	0	0	2	0	Crohn disease;type 1 diabetes mellitus		0.007750971323486491	0.15457865897681863	0.7395505706664762	1.5043467472311973			ibd_crohn_epithelial:0.616,p=0.0078;t1d_beta_cell:0.74,p=0.03	False	0.2240428224597668	0.885436816436158	0.0489633302954134	0.8766654477139005															True	True	0.0	15.0
RC3H2	17	2	0	0	0	2	0	Crohn disease;psoriasis		0.018980641952424104	0.5232155159653517	1.277849622941904	2.24849820927872			ibd_crohn_stromal:1.28,p=0.019;psoriasis_skin_stromal:0.735,p=0.044	False	0.6714265510560322	1.374767199524655	0.0037093870033448	0.8344760564031432															True	True	0.0	15.0
COA7	17	2	0	0	0	2	0	Sjogren syndrome;psoriasis		0.02199510896475602	0.40019800162873154	1.4520180718807763	1.6804820206015627			psoriasis_keratinocyte:0.467,p=0.022;sjogren_gland_apc:1.45,p=0.025	False	1.3711781923664192	0.8941281275046231	0.0481323738100401	0.8766654477139005															True	True	0.0	15.0
METTL13	14	2	0	0	0	2	0	Crohn disease;type 1 diabetes mellitus		0.029440977357088085	0.25590624550434277	1.5664610180902674	1.0375608436272241			t1d_stellate_cell:1.57,p=0.029;ibd_crohn_epithelial:0.423,p=0.036	False	0.4922859003121509	1.0876206028680664	0.0167901272199619	0.8372898579012464															True	True	0.0	15.0
AMZ2	17	2	0	0	0	2	0	psoriasis;type 1 diabetes mellitus		0.030579685811274564	0.40019800162873154	1.0283708623728316	1.7128627474764044			psoriasis_keratinocyte:0.363,p=0.031;t1d_stellate_cell:1.03,p=0.049	False	0.3471491081275992	1.1226788037243298	0.0145991637953875	0.8372898579012464															True	True	0.0	15.0
SET	17	2	0	0	0	2	0	Crohn disease;ulcerative colitis		0.0335139332663211	0.28297148450412957	0.5621357630851964	1.3287582580761361			ibd_uc_epithelial:0.562,p=0.034;ibd_crohn_epithelial:0.297,p=0.047	False	0.2538505157949657	1.4197318284166127	0.0030861408586339	0.8344760564031432															True	True	0.0	15.0
EEF1G	17	4	0	0	0	1	0	type 1 diabetes mellitus		0.001008326052216604	0.10723443608672929	3.50883302853804	1.2474508465206093			t1d_stellate_cell:2.47,p=0.001;t1d_endothelial_cell:3.51,p=0.0011;t1d_ductal_cell:2.47,p=0.0081;t1d_acinar_cell:2.48,p=0.011	False	0.2549599767745523	0.8726782292054268	0.049724585940474	0.8766654477139005							2.1044048735656093	0.3022024367828046	1.802202436782805	0.0	0.0				True	True	0.0	14.10522024367828
RASAL1	13	1	0	1	0	1	0	Crohn disease		0.0010860582166075609	0.09164862339076742	1.3646458024131651	2.5330696632505285			ibd_crohn_epithelial:1.36,p=0.0011	False	2.0855494962225887	1.0723232649991077	0.0253443296551049	0.8472374898464006							4.359004188641508	1.429502094320754	2.929502094320754	1.0	0.0	MS			True	True	0.0	13.217950209432075
TXNRD1	17	1	0	1	0	1	0	ulcerative colitis		0.0016739870229101712	0.08781545214804401	1.1622312456129444	2.273301970889048			ibd_uc_epithelial:1.16,p=0.0017	False	0.6278604950124063	1.2424172200790728	0.0101940683441562	0.8349413280632139							2.5798769879454735	0.539938493972737	2.0399384939727367	1.0	0.0	MS			True	True	0.0	13.128993849397274
