dataset	contrast	contrast_type	case_group	control_group	gene	delta_case_minus_control	hedges_g	p	n_case	n_control	statistical_status	note	target_route	therapeutic_multiplier	modules	submodules	is_target_gene	fdr
GSE156234_Mertk_scRNA_pseudobulk	WT_2h_AC_vs_WT_Ctrl	group	WT_2h_AC	WT_Ctrl	C1QC	-1.8518288982728779			1.0	1.0	descriptive_no_biological_replication	WT efferocytosis 2h; one pseudobulk sample per condition		1.0	resolution_efferocytosis	complement_efferocytosis	False	
GSE156234_Mertk_scRNA_pseudobulk	WT_2h_AC_vs_WT_Ctrl	group	WT_2h_AC	WT_Ctrl	CASP3	1.2769418066851252			1.0	1.0	descriptive_no_biological_replication	WT efferocytosis 2h; one pseudobulk sample per condition		1.0	stress_cytotoxicity	stress_core	False	
GSE156234_Mertk_scRNA_pseudobulk	WT_2h_AC_vs_WT_Ctrl	group	WT_2h_AC	WT_Ctrl	CD163	-0.6652628091055024			1.0	1.0	descriptive_no_biological_replication	WT efferocytosis 2h; one pseudobulk sample per condition		1.0	resolution_efferocytosis	scavenger_receptors	False	
GSE156234_Mertk_scRNA_pseudobulk	WT_2h_AC_vs_WT_Ctrl	group	WT_2h_AC	WT_Ctrl	CD36	-0.8650089567929841			1.0	1.0	descriptive_no_biological_replication	WT efferocytosis 2h; one pseudobulk sample per condition		1.0	resolution_efferocytosis	scavenger_receptors	False	
GSE156234_Mertk_scRNA_pseudobulk	WT_2h_AC_vs_WT_Ctrl	group	WT_2h_AC	WT_Ctrl	CD74	0.9512640787800177			1.0	1.0	descriptive_no_biological_replication	WT efferocytosis 2h; one pseudobulk sample per condition		1.0	lipid_lysosomal_apc	mhcII_ciita	True	
GSE156234_Mertk_scRNA_pseudobulk	WT_2h_AC_vs_WT_Ctrl	group	WT_2h_AC	WT_Ctrl	CIITA	0.6756861214539627			1.0	1.0	descriptive_no_biological_replication	WT efferocytosis 2h; one pseudobulk sample per condition		1.0	lipid_lysosomal_apc	mhcII_ciita	True	
GSE156234_Mertk_scRNA_pseudobulk	WT_2h_AC_vs_WT_Ctrl	group	WT_2h_AC	WT_Ctrl	COL1A1	2.164769722672253			1.0	1.0	descriptive_no_biological_replication	WT efferocytosis 2h; one pseudobulk sample per condition		1.0	fibrosis_profibrotic	fibrosis_core	False	
GSE156234_Mertk_scRNA_pseudobulk	WT_2h_AC_vs_WT_Ctrl	group	WT_2h_AC	WT_Ctrl	CTSB	-0.5799568946109208			1.0	1.0	descriptive_no_biological_replication	WT efferocytosis 2h; one pseudobulk sample per condition		1.0	lipid_lysosomal_apc	cathepsin_lysosome	False	
GSE156234_Mertk_scRNA_pseudobulk	WT_2h_AC_vs_WT_Ctrl	group	WT_2h_AC	WT_Ctrl	CTSD	-0.5922259048959957			1.0	1.0	descriptive_no_biological_replication	WT efferocytosis 2h; one pseudobulk sample per condition		1.0	lipid_lysosomal_apc	cathepsin_lysosome	False	
GSE156234_Mertk_scRNA_pseudobulk	WT_2h_AC_vs_WT_Ctrl	group	WT_2h_AC	WT_Ctrl	CTSL	-0.8818379651723303			1.0	1.0	descriptive_no_biological_replication	WT efferocytosis 2h; one pseudobulk sample per condition		1.0	lipid_lysosomal_apc	cathepsin_lysosome	False	
GSE156234_Mertk_scRNA_pseudobulk	WT_2h_AC_vs_WT_Ctrl	group	WT_2h_AC	WT_Ctrl	CTSS	-1.4736746568087882			1.0	1.0	descriptive_no_biological_replication	WT efferocytosis 2h; one pseudobulk sample per condition		1.0	lipid_lysosomal_apc	cathepsin_lysosome	True	
GSE156234_Mertk_scRNA_pseudobulk	WT_2h_AC_vs_WT_Ctrl	group	WT_2h_AC	WT_Ctrl	CXCL10	-0.9137446912935789			1.0	1.0	descriptive_no_biological_replication	WT efferocytosis 2h; one pseudobulk sample per condition		1.0	generic_ifn	ifn_core	False	
GSE156234_Mertk_scRNA_pseudobulk	WT_2h_AC_vs_WT_Ctrl	group	WT_2h_AC	WT_Ctrl	DDIT3	-0.2769166407737442			1.0	1.0	descriptive_no_biological_replication	WT efferocytosis 2h; one pseudobulk sample per condition		1.0	stress_cytotoxicity	stress_core	False	
GSE156234_Mertk_scRNA_pseudobulk	WT_2h_AC_vs_WT_Ctrl	group	WT_2h_AC	WT_Ctrl	DNAJB1	1.7999974711784144			1.0	1.0	descriptive_no_biological_replication	WT efferocytosis 2h; one pseudobulk sample per condition		1.0	stress_cytotoxicity	stress_core	False	
GSE156234_Mertk_scRNA_pseudobulk	WT_2h_AC_vs_WT_Ctrl	group	WT_2h_AC	WT_Ctrl	F13A1	-0.8466431907226414			1.0	1.0	descriptive_no_biological_replication	WT efferocytosis 2h; one pseudobulk sample per condition		1.0	resolution_efferocytosis	repair_cytokine_matrix	False	
GSE156234_Mertk_scRNA_pseudobulk	WT_2h_AC_vs_WT_Ctrl	group	WT_2h_AC	WT_Ctrl	FN1	-1.3026077599394905			1.0	1.0	descriptive_no_biological_replication	WT efferocytosis 2h; one pseudobulk sample per condition		1.0	fibrosis_profibrotic	fibrosis_core	False	
GSE156234_Mertk_scRNA_pseudobulk	WT_2h_AC_vs_WT_Ctrl	group	WT_2h_AC	WT_Ctrl	FOS	-1.5069434359735245			1.0	1.0	descriptive_no_biological_replication	WT efferocytosis 2h; one pseudobulk sample per condition		1.0	stress_cytotoxicity	stress_core	False	
GSE156234_Mertk_scRNA_pseudobulk	WT_2h_AC_vs_WT_Ctrl	group	WT_2h_AC	WT_Ctrl	FPR2	-0.9391581292787049			1.0	1.0	descriptive_no_biological_replication	WT efferocytosis 2h; one pseudobulk sample per condition		1.0	resolution_efferocytosis	fpr2_anxa1_axis	True	
GSE156234_Mertk_scRNA_pseudobulk	WT_2h_AC_vs_WT_Ctrl	group	WT_2h_AC	WT_Ctrl	GAS6	0.1847380866852837			1.0	1.0	descriptive_no_biological_replication	WT efferocytosis 2h; one pseudobulk sample per condition		1.0	resolution_efferocytosis	tam_receptor_ligand	False	
GSE156234_Mertk_scRNA_pseudobulk	WT_2h_AC_vs_WT_Ctrl	group	WT_2h_AC	WT_Ctrl	GPNMB	-0.6888312973086398			1.0	1.0	descriptive_no_biological_replication	WT efferocytosis 2h; one pseudobulk sample per condition		1.0	lipid_lysosomal_apc	foam_dam_lipid	True	
GSE156234_Mertk_scRNA_pseudobulk	WT_2h_AC_vs_WT_Ctrl	group	WT_2h_AC	WT_Ctrl	H2-AA	0.5844029220400208			1.0	1.0	descriptive_no_biological_replication	WT efferocytosis 2h; one pseudobulk sample per condition		1.0	lipid_lysosomal_apc	mhcII_ciita	False	
GSE156234_Mertk_scRNA_pseudobulk	WT_2h_AC_vs_WT_Ctrl	group	WT_2h_AC	WT_Ctrl	H2-AB1	0.15340204723398504			1.0	1.0	descriptive_no_biological_replication	WT efferocytosis 2h; one pseudobulk sample per condition		1.0	lipid_lysosomal_apc	mhcII_ciita	False	
GSE156234_Mertk_scRNA_pseudobulk	WT_2h_AC_vs_WT_Ctrl	group	WT_2h_AC	WT_Ctrl	H2-DMA	0.8859509054317946			1.0	1.0	descriptive_no_biological_replication	WT efferocytosis 2h; one pseudobulk sample per condition		1.0	lipid_lysosomal_apc	mhcII_ciita	False	
GSE156234_Mertk_scRNA_pseudobulk	WT_2h_AC_vs_WT_Ctrl	group	WT_2h_AC	WT_Ctrl	H2-DMB1	0.4145124554550499			1.0	1.0	descriptive_no_biological_replication	WT efferocytosis 2h; one pseudobulk sample per condition		1.0	lipid_lysosomal_apc	mhcII_ciita	False	
GSE156234_Mertk_scRNA_pseudobulk	WT_2h_AC_vs_WT_Ctrl	group	WT_2h_AC	WT_Ctrl	H2-EB1	0.663116612275414			1.0	1.0	descriptive_no_biological_replication	WT efferocytosis 2h; one pseudobulk sample per condition		1.0	lipid_lysosomal_apc	mhcII_ciita	False	
GSE156234_Mertk_scRNA_pseudobulk	WT_2h_AC_vs_WT_Ctrl	group	WT_2h_AC	WT_Ctrl	HSP90AA1	0.14022363427361828			1.0	1.0	descriptive_no_biological_replication	WT efferocytosis 2h; one pseudobulk sample per condition		1.0	stress_cytotoxicity	stress_core	False	
GSE156234_Mertk_scRNA_pseudobulk	WT_2h_AC_vs_WT_Ctrl	group	WT_2h_AC	WT_Ctrl	HSPA1A	-0.32732699513667785			1.0	1.0	descriptive_no_biological_replication	WT efferocytosis 2h; one pseudobulk sample per condition		1.0	stress_cytotoxicity	stress_core	False	
GSE156234_Mertk_scRNA_pseudobulk	WT_2h_AC_vs_WT_Ctrl	group	WT_2h_AC	WT_Ctrl	HSPA1B	-0.17079520886824096			1.0	1.0	descriptive_no_biological_replication	WT efferocytosis 2h; one pseudobulk sample per condition		1.0	stress_cytotoxicity	stress_core	False	
GSE156234_Mertk_scRNA_pseudobulk	WT_2h_AC_vs_WT_Ctrl	group	WT_2h_AC	WT_Ctrl	IFI30	2.8310912301706628			1.0	1.0	descriptive_no_biological_replication	WT efferocytosis 2h; one pseudobulk sample per condition		1.0	lipid_lysosomal_apc	mhcII_ciita	False	
GSE156234_Mertk_scRNA_pseudobulk	WT_2h_AC_vs_WT_Ctrl	group	WT_2h_AC	WT_Ctrl	IFI44	0.0			1.0	1.0	descriptive_no_biological_replication	WT efferocytosis 2h; one pseudobulk sample per condition		1.0	generic_ifn	ifn_core	False	
GSE156234_Mertk_scRNA_pseudobulk	WT_2h_AC_vs_WT_Ctrl	group	WT_2h_AC	WT_Ctrl	IFIT1	0.35820475120958006			1.0	1.0	descriptive_no_biological_replication	WT efferocytosis 2h; one pseudobulk sample per condition		1.0	generic_ifn	ifn_core	False	
GSE156234_Mertk_scRNA_pseudobulk	WT_2h_AC_vs_WT_Ctrl	group	WT_2h_AC	WT_Ctrl	IFIT2	2.5589075425571477			1.0	1.0	descriptive_no_biological_replication	WT efferocytosis 2h; one pseudobulk sample per condition		1.0	generic_ifn	ifn_core	False	
GSE156234_Mertk_scRNA_pseudobulk	WT_2h_AC_vs_WT_Ctrl	group	WT_2h_AC	WT_Ctrl	IFIT3	0.9526901926827913			1.0	1.0	descriptive_no_biological_replication	WT efferocytosis 2h; one pseudobulk sample per condition		1.0	generic_ifn	ifn_core	False	
GSE156234_Mertk_scRNA_pseudobulk	WT_2h_AC_vs_WT_Ctrl	group	WT_2h_AC	WT_Ctrl	IFITM3	-1.5149510256129985			1.0	1.0	descriptive_no_biological_replication	WT efferocytosis 2h; one pseudobulk sample per condition		1.0	generic_ifn	ifn_core	False	
GSE156234_Mertk_scRNA_pseudobulk	WT_2h_AC_vs_WT_Ctrl	group	WT_2h_AC	WT_Ctrl	IL10	0.15456920484130865			1.0	1.0	descriptive_no_biological_replication	WT efferocytosis 2h; one pseudobulk sample per condition		1.0	resolution_efferocytosis	repair_cytokine_matrix	True	
GSE156234_Mertk_scRNA_pseudobulk	WT_2h_AC_vs_WT_Ctrl	group	WT_2h_AC	WT_Ctrl	IRF1	0.3868773419584901			1.0	1.0	descriptive_no_biological_replication	WT efferocytosis 2h; one pseudobulk sample per condition		1.0	generic_ifn	ifn_core	False	
GSE156234_Mertk_scRNA_pseudobulk	WT_2h_AC_vs_WT_Ctrl	group	WT_2h_AC	WT_Ctrl	IRF7	1.205196461230209			1.0	1.0	descriptive_no_biological_replication	WT efferocytosis 2h; one pseudobulk sample per condition		1.0	generic_ifn	ifn_core	False	
GSE156234_Mertk_scRNA_pseudobulk	WT_2h_AC_vs_WT_Ctrl	group	WT_2h_AC	WT_Ctrl	ISG15	0.9006104479868566			1.0	1.0	descriptive_no_biological_replication	WT efferocytosis 2h; one pseudobulk sample per condition		1.0	generic_ifn	ifn_core	False	
GSE156234_Mertk_scRNA_pseudobulk	WT_2h_AC_vs_WT_Ctrl	group	WT_2h_AC	WT_Ctrl	JUN	-0.49510340476200376			1.0	1.0	descriptive_no_biological_replication	WT efferocytosis 2h; one pseudobulk sample per condition		1.0	stress_cytotoxicity	stress_core	False	
GSE156234_Mertk_scRNA_pseudobulk	WT_2h_AC_vs_WT_Ctrl	group	WT_2h_AC	WT_Ctrl	LAMP1	-1.5836671818886068			1.0	1.0	descriptive_no_biological_replication	WT efferocytosis 2h; one pseudobulk sample per condition		1.0	lipid_lysosomal_apc	cathepsin_lysosome	False	
GSE156234_Mertk_scRNA_pseudobulk	WT_2h_AC_vs_WT_Ctrl	group	WT_2h_AC	WT_Ctrl	LAMP2	-1.0763003427619737			1.0	1.0	descriptive_no_biological_replication	WT efferocytosis 2h; one pseudobulk sample per condition		1.0	lipid_lysosomal_apc	cathepsin_lysosome	False	
GSE156234_Mertk_scRNA_pseudobulk	WT_2h_AC_vs_WT_Ctrl	group	WT_2h_AC	WT_Ctrl	LIPA	-0.8113216280776725			1.0	1.0	descriptive_no_biological_replication	WT efferocytosis 2h; one pseudobulk sample per condition		1.0	lipid_lysosomal_apc	cathepsin_lysosome	True	
GSE156234_Mertk_scRNA_pseudobulk	WT_2h_AC_vs_WT_Ctrl	group	WT_2h_AC	WT_Ctrl	LPL	-1.125725756829418			1.0	1.0	descriptive_no_biological_replication	WT efferocytosis 2h; one pseudobulk sample per condition		1.0	resolution_efferocytosis;lipid_lysosomal_apc	trem2_lipid_sensing;foam_dam_lipid	False	
GSE156234_Mertk_scRNA_pseudobulk	WT_2h_AC_vs_WT_Ctrl	group	WT_2h_AC	WT_Ctrl	LYVE1	-0.6836436140593528			1.0	1.0	descriptive_no_biological_replication	WT efferocytosis 2h; one pseudobulk sample per condition		1.0	resolution_efferocytosis	repair_cytokine_matrix	False	
GSE156234_Mertk_scRNA_pseudobulk	WT_2h_AC_vs_WT_Ctrl	group	WT_2h_AC	WT_Ctrl	MARCO	-0.9479161629192793			1.0	1.0	descriptive_no_biological_replication	WT efferocytosis 2h; one pseudobulk sample per condition		1.0	resolution_efferocytosis	scavenger_receptors	False	
GSE156234_Mertk_scRNA_pseudobulk	WT_2h_AC_vs_WT_Ctrl	group	WT_2h_AC	WT_Ctrl	MERTK	0.14418832487439726			1.0	1.0	descriptive_no_biological_replication	WT efferocytosis 2h; one pseudobulk sample per condition		1.0	resolution_efferocytosis	tam_receptor_ligand	True	
GSE156234_Mertk_scRNA_pseudobulk	WT_2h_AC_vs_WT_Ctrl	group	WT_2h_AC	WT_Ctrl	MRC1	-0.4347552908916842			1.0	1.0	descriptive_no_biological_replication	WT efferocytosis 2h; one pseudobulk sample per condition		1.0	resolution_efferocytosis	scavenger_receptors	False	
GSE156234_Mertk_scRNA_pseudobulk	WT_2h_AC_vs_WT_Ctrl	group	WT_2h_AC	WT_Ctrl	MX1	1.1892127043853893			1.0	1.0	descriptive_no_biological_replication	WT efferocytosis 2h; one pseudobulk sample per condition		1.0	generic_ifn	ifn_core	False	
GSE156234_Mertk_scRNA_pseudobulk	WT_2h_AC_vs_WT_Ctrl	group	WT_2h_AC	WT_Ctrl	NR1H2	0.8358592338771004			1.0	1.0	descriptive_no_biological_replication	WT efferocytosis 2h; one pseudobulk sample per condition		1.0	resolution_efferocytosis	lxr_efflux	True	
GSE156234_Mertk_scRNA_pseudobulk	WT_2h_AC_vs_WT_Ctrl	group	WT_2h_AC	WT_Ctrl	NR1H3	-1.3490596045640446			1.0	1.0	descriptive_no_biological_replication	WT efferocytosis 2h; one pseudobulk sample per condition		1.0	resolution_efferocytosis	lxr_efflux	True	
GSE156234_Mertk_scRNA_pseudobulk	WT_2h_AC_vs_WT_Ctrl	group	WT_2h_AC	WT_Ctrl	OAS1A	0.2629648460780049			1.0	1.0	descriptive_no_biological_replication	WT efferocytosis 2h; one pseudobulk sample per condition		1.0	generic_ifn	ifn_core	False	
GSE156234_Mertk_scRNA_pseudobulk	WT_2h_AC_vs_WT_Ctrl	group	WT_2h_AC	WT_Ctrl	PLIN2	-0.32364476101798834			1.0	1.0	descriptive_no_biological_replication	WT efferocytosis 2h; one pseudobulk sample per condition		1.0	lipid_lysosomal_apc	foam_dam_lipid	False	
GSE156234_Mertk_scRNA_pseudobulk	WT_2h_AC_vs_WT_Ctrl	group	WT_2h_AC	WT_Ctrl	PPARD	-0.6954528894492646			1.0	1.0	descriptive_no_biological_replication	WT efferocytosis 2h; one pseudobulk sample per condition		1.0	resolution_efferocytosis		True	
GSE156234_Mertk_scRNA_pseudobulk	WT_2h_AC_vs_WT_Ctrl	group	WT_2h_AC	WT_Ctrl	PPARG	-1.505756788338672			1.0	1.0	descriptive_no_biological_replication	WT efferocytosis 2h; one pseudobulk sample per condition		1.0	resolution_efferocytosis		True	
GSE156234_Mertk_scRNA_pseudobulk	WT_2h_AC_vs_WT_Ctrl	group	WT_2h_AC	WT_Ctrl	PROS1	-1.2794876067175787			1.0	1.0	descriptive_no_biological_replication	WT efferocytosis 2h; one pseudobulk sample per condition		1.0	resolution_efferocytosis	tam_receptor_ligand	False	
GSE156234_Mertk_scRNA_pseudobulk	WT_2h_AC_vs_WT_Ctrl	group	WT_2h_AC	WT_Ctrl	RXRA	0.011468855883039808			1.0	1.0	descriptive_no_biological_replication	WT efferocytosis 2h; one pseudobulk sample per condition		1.0			True	
GSE156234_Mertk_scRNA_pseudobulk	WT_2h_AC_vs_WT_Ctrl	group	WT_2h_AC	WT_Ctrl	SPP1	-1.4406697594068867			1.0	1.0	descriptive_no_biological_replication	WT efferocytosis 2h; one pseudobulk sample per condition		1.0	lipid_lysosomal_apc	foam_dam_lipid	False	
GSE156234_Mertk_scRNA_pseudobulk	WT_2h_AC_vs_WT_Ctrl	group	WT_2h_AC	WT_Ctrl	STAT1	1.6158230782617773			1.0	1.0	descriptive_no_biological_replication	WT efferocytosis 2h; one pseudobulk sample per condition		1.0	generic_ifn	ifn_core	False	
GSE156234_Mertk_scRNA_pseudobulk	WT_2h_AC_vs_WT_Ctrl	group	WT_2h_AC	WT_Ctrl	TGFB1	-1.6962183222584568			1.0	1.0	descriptive_no_biological_replication	WT efferocytosis 2h; one pseudobulk sample per condition		1.0	resolution_efferocytosis;fibrosis_profibrotic	repair_cytokine_matrix;fibrosis_core	False	
GSE156234_Mertk_scRNA_pseudobulk	WT_2h_AC_vs_WT_Ctrl	group	WT_2h_AC	WT_Ctrl	TREM2	-0.8311802857936015			1.0	1.0	descriptive_no_biological_replication	WT efferocytosis 2h; one pseudobulk sample per condition		1.0	resolution_efferocytosis	trem2_lipid_sensing	True	
GSE156234_Mertk_scRNA_pseudobulk	WT_2h_AC_vs_WT_Ctrl	group	WT_2h_AC	WT_Ctrl	TYRO3	0.44299902538363356			1.0	1.0	descriptive_no_biological_replication	WT efferocytosis 2h; one pseudobulk sample per condition		1.0	resolution_efferocytosis	tam_receptor_ligand	False	
GSE156234_Mertk_scRNA_pseudobulk	WT_2h_AC_vs_WT_Ctrl	group	WT_2h_AC	WT_Ctrl	TYROBP	-2.0183467687360848			1.0	1.0	descriptive_no_biological_replication	WT efferocytosis 2h; one pseudobulk sample per condition		1.0	lipid_lysosomal_apc	trem2_lipid_sensing;foam_dam_lipid	False	
GSE156234_Mertk_scRNA_pseudobulk	WT_2h_AC_vs_WT_Ctrl	group	WT_2h_AC	WT_Ctrl	VSIG4	-0.7239241880764995			1.0	1.0	descriptive_no_biological_replication	WT efferocytosis 2h; one pseudobulk sample per condition		1.0	resolution_efferocytosis	complement_efferocytosis	False	
GSE156234_Mertk_scRNA_pseudobulk	WT_2h_AC_vs_WT_Ctrl	group	WT_2h_AC	WT_Ctrl	XBP1	-0.10098120510482411			1.0	1.0	descriptive_no_biological_replication	WT efferocytosis 2h; one pseudobulk sample per condition		1.0	stress_cytotoxicity	stress_core	False	
GSE156234_Mertk_scRNA_pseudobulk	WT_6h_AC_vs_WT_Ctrl	group	WT_6h_AC	WT_Ctrl	ABCA1	-2.7773989762573685			1.0	1.0	descriptive_no_biological_replication	WT efferocytosis 6h; one pseudobulk sample per condition		1.0	resolution_efferocytosis	lxr_efflux	False	
GSE156234_Mertk_scRNA_pseudobulk	WT_6h_AC_vs_WT_Ctrl	group	WT_6h_AC	WT_Ctrl	ABCG1	0.8830626114185729			1.0	1.0	descriptive_no_biological_replication	WT efferocytosis 6h; one pseudobulk sample per condition		1.0	resolution_efferocytosis	lxr_efflux	False	
GSE156234_Mertk_scRNA_pseudobulk	WT_6h_AC_vs_WT_Ctrl	group	WT_6h_AC	WT_Ctrl	ACTA2	-0.49754641202681094			1.0	1.0	descriptive_no_biological_replication	WT efferocytosis 6h; one pseudobulk sample per condition		1.0	fibrosis_profibrotic	fibrosis_core	False	
GSE156234_Mertk_scRNA_pseudobulk	WT_6h_AC_vs_WT_Ctrl	group	WT_6h_AC	WT_Ctrl	ANXA1	0.5547397018741652			1.0	1.0	descriptive_no_biological_replication	WT efferocytosis 6h; one pseudobulk sample per condition		1.0	resolution_efferocytosis	fpr2_anxa1_axis	True	
GSE156234_Mertk_scRNA_pseudobulk	WT_6h_AC_vs_WT_Ctrl	group	WT_6h_AC	WT_Ctrl	APOE	-1.9963916528579178			1.0	1.0	descriptive_no_biological_replication	WT efferocytosis 6h; one pseudobulk sample per condition		1.0	resolution_efferocytosis;lipid_lysosomal_apc	trem2_lipid_sensing;foam_dam_lipid	False	
GSE156234_Mertk_scRNA_pseudobulk	WT_6h_AC_vs_WT_Ctrl	group	WT_6h_AC	WT_Ctrl	ATF4	0.15938860387149933			1.0	1.0	descriptive_no_biological_replication	WT efferocytosis 6h; one pseudobulk sample per condition		1.0	stress_cytotoxicity	stress_core	False	
GSE156234_Mertk_scRNA_pseudobulk	WT_6h_AC_vs_WT_Ctrl	group	WT_6h_AC	WT_Ctrl	AXL	0.7137696114101035			1.0	1.0	descriptive_no_biological_replication	WT efferocytosis 6h; one pseudobulk sample per condition		1.0	resolution_efferocytosis	tam_receptor_ligand	True	
GSE156234_Mertk_scRNA_pseudobulk	WT_6h_AC_vs_WT_Ctrl	group	WT_6h_AC	WT_Ctrl	BAX	2.4176647902479496			1.0	1.0	descriptive_no_biological_replication	WT efferocytosis 6h; one pseudobulk sample per condition		1.0	stress_cytotoxicity	stress_core	False	
GSE156234_Mertk_scRNA_pseudobulk	WT_6h_AC_vs_WT_Ctrl	group	WT_6h_AC	WT_Ctrl	C1QA	-2.2196137411948227			1.0	1.0	descriptive_no_biological_replication	WT efferocytosis 6h; one pseudobulk sample per condition		1.0	resolution_efferocytosis	complement_efferocytosis	False	
GSE156234_Mertk_scRNA_pseudobulk	WT_6h_AC_vs_WT_Ctrl	group	WT_6h_AC	WT_Ctrl	C1QB	-1.9723620217722193			1.0	1.0	descriptive_no_biological_replication	WT efferocytosis 6h; one pseudobulk sample per condition		1.0	resolution_efferocytosis	complement_efferocytosis	False	
GSE156234_Mertk_scRNA_pseudobulk	WT_6h_AC_vs_WT_Ctrl	group	WT_6h_AC	WT_Ctrl	C1QC	-2.61910100143964			1.0	1.0	descriptive_no_biological_replication	WT efferocytosis 6h; one pseudobulk sample per condition		1.0	resolution_efferocytosis	complement_efferocytosis	False	
GSE156234_Mertk_scRNA_pseudobulk	WT_6h_AC_vs_WT_Ctrl	group	WT_6h_AC	WT_Ctrl	CASP3	-1.2544935044241003			1.0	1.0	descriptive_no_biological_replication	WT efferocytosis 6h; one pseudobulk sample per condition		1.0	stress_cytotoxicity	stress_core	False	
GSE156234_Mertk_scRNA_pseudobulk	WT_6h_AC_vs_WT_Ctrl	group	WT_6h_AC	WT_Ctrl	CD163	-1.3958656135134702			1.0	1.0	descriptive_no_biological_replication	WT efferocytosis 6h; one pseudobulk sample per condition		1.0	resolution_efferocytosis	scavenger_receptors	False	
GSE156234_Mertk_scRNA_pseudobulk	WT_6h_AC_vs_WT_Ctrl	group	WT_6h_AC	WT_Ctrl	CD36	-0.08924197541529055			1.0	1.0	descriptive_no_biological_replication	WT efferocytosis 6h; one pseudobulk sample per condition		1.0	resolution_efferocytosis	scavenger_receptors	False	
GSE156234_Mertk_scRNA_pseudobulk	WT_6h_AC_vs_WT_Ctrl	group	WT_6h_AC	WT_Ctrl	CD74	0.3291935466033602			1.0	1.0	descriptive_no_biological_replication	WT efferocytosis 6h; one pseudobulk sample per condition		1.0	lipid_lysosomal_apc	mhcII_ciita	True	
GSE156234_Mertk_scRNA_pseudobulk	WT_6h_AC_vs_WT_Ctrl	group	WT_6h_AC	WT_Ctrl	CIITA	-0.8708529332953834			1.0	1.0	descriptive_no_biological_replication	WT efferocytosis 6h; one pseudobulk sample per condition		1.0	lipid_lysosomal_apc	mhcII_ciita	True	
