dataset	analysis	dataset_path	disease_name	compartment	role	test	module	n_genes_present	genes_present	mean_effect	median_effect	combined_z	combined_p	support_positive_nominal	support_negative_nominal	fdr
broad_h5ad	t1d_ductal_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic ductal cell	tissue_resident	case_minus_control	oxylipin_enzyme_adjacent	8	ALOX12;ALOX5;ALOX5AP;LTA4H;LTC4S;PTGES;PTGS1;PTGS2	0.5927760636782551	0.5237479862884176	2.842827138383	0.004471531532374232	True	False	0.020004220013253145
broad_h5ad	t1d_ductal_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic ductal cell	tissue_resident	case_minus_control	generic_lipid_handling	8	ACSL1;APOE;CD36;FABP4;LIPA;PLIN2;SCD;SOAT1	0.24126477953127506	0.2213603879606872	2.5495883482057105	0.01078501808895525	False	False	0.035947136815409175
broad_h5ad	t1d_ductal_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic ductal cell	tissue_resident	case_minus_control	inflammatory_nfkb_tnf	10	CCL2;CCL3;CXCL10;CXCL8;IL1B;IL6;NFKBIA;STAT1;TNF;TNFAIP3	1.272288048722874	1.245023312107058	6.084355659722143	1.1696071495566308e-09	True	False	9.941660771231361e-08
broad_h5ad	t1d_ductal_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic ductal cell	tissue_resident	case_minus_control	lysosomal_apc	11	CD74;CTSB;CTSD;CTSL;CTSS;HLA-DRA;HLA-DRB1;IFI30;LAMP1;LAMP2;TPP1	0.5899866188518691	0.6607742092953259	4.659330295626406	3.1723981355324826e-06	True	False	5.393076830405221e-05
broad_h5ad	t1d_endothelial_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	case_minus_control	ephx2_epoxide_hydrolase_axis	3	EPHX1;EPHX2;PLA2G4A	0.6139332695089481	0.6238664571188588	1.3312480927924992	0.1831073916214535	False	False	0.33863518585967367
broad_h5ad	t1d_endothelial_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	case_minus_control	oxylipin_enzyme_adjacent	7	ALOX5;ALOX5AP;LTA4H;LTC4S;PTGES;PTGS1;PTGS2	0.6654768195766206	0.7558353195110321	2.3293363215928955	0.01984125562664882	True	False	0.05621689094217166
broad_h5ad	t1d_endothelial_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	case_minus_control	generic_lipid_handling	9	ACSL1;APOE;CD36;FABP4;LIPA;LPL;PLIN2;SCD;SOAT1	0.09809347646969603	0.0732802294094323	1.0952267785295293	0.2734172967231069	False	False	0.4133395728617725
broad_h5ad	t1d_endothelial_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	case_minus_control	inflammatory_nfkb_tnf	9	CCL2;CCL3;CXCL10;CXCL8;IL6;NFKBIA;STAT1;TNF;TNFAIP3	1.2601076046498303	1.1802603263113634	4.768290148936647	1.8579606845399616e-06	True	False	3.948166454647418e-05
broad_h5ad	t1d_endothelial_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	case_minus_control	lysosomal_apc	11	CD74;CTSB;CTSD;CTSL;CTSS;HLA-DRA;HLA-DRB1;IFI30;LAMP1;LAMP2;TPP1	0.5993486527083839	0.5485081257235596	2.7656420277355123	0.005681086003655734	True	False	0.024144615515536868
broad_h5ad	t1d_stellate_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	case_minus_control	ephx2_epoxide_hydrolase_axis	3	EPHX1;EPHX2;PLA2G4A	0.2434895582714538	0.3884912874205306	0.3041912917952767	0.7609821588314225	False	False	0.8510984671140909
broad_h5ad	t1d_stellate_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	case_minus_control	oxylipin_enzyme_adjacent	7	ALOX5;ALOX5AP;LTA4H;LTC4S;PTGES;PTGS1;PTGS2	0.706159983720455	0.3733426526353609	2.606042404345076	0.009159512124032605	True	False	0.03529548128637174
broad_h5ad	t1d_stellate_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	case_minus_control	generic_lipid_handling	9	ACSL1;APOE;CD36;FABP4;LIPA;LPL;PLIN2;SCD;SOAT1	-0.07651523133024495	0.3936415216361162	0.5782257508579088	0.5631117154610501	False	False	0.7143954599132726
broad_h5ad	t1d_stellate_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	case_minus_control	inflammatory_nfkb_tnf	7	CCL2;CCL3;CXCL8;IL6;NFKBIA;STAT1;TNFAIP3	1.3516063060732944	1.4604055663023243	3.7276781350185706	0.00019325196247559618	True	False	0.0016426416810425676
broad_h5ad	t1d_stellate_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	case_minus_control	lysosomal_apc	11	CD74;CTSB;CTSD;CTSL;CTSS;HLA-DRA;HLA-DRB1;IFI30;LAMP1;LAMP2;TPP1	0.6200575232640595	0.4242181659425448	2.910573777649286	0.0036076578201202493	True	False	0.018038289100601245
