branch	gene	study_id	disease	contrast	contrast_type	feature_id	feature_label	metabolite_class	n_case	n_control	hedges_g_case_minus_control	p	fdr_within_study_contrast	expected_disease_sign	support_kind	supports_branch_direction	passes_nominal_effect_gate	passes_fdr10
EPHX2_sEH_oxylipin_diol	EPHX2	ST000422	T1D	T1D_vs_control	disease_control	ME147200	14,15-EpETrE	unclassified	66	63	0.159460414160964	0.3651108890335088	0.6589388869200841	1.0	disease_or_severity_shift	False	False	False
EPHX2_sEH_oxylipin_diol	EPHX2	ST000422	T1D	T1D_vs_control	disease_control	ME147411	9,13-DiHOME(11)	unclassified	75	75	0.1140138227865651	0.4839418117851016	0.6589388869200841	1.0	disease_or_severity_shift	False	False	False
EPHX2_sEH_oxylipin_diol	EPHX2	ST003328	MS_model	PMS_untreated_vs_AMC_untreated	disease_model	ME872041	Eicosatrienoic acid	eicosanoid_oxylipin	12	9	3.822633688310865	3.872420919214616e-06	5.650214159399508e-05	1.0	disease_or_severity_shift	True	True	True
EPHX2_sEH_oxylipin_diol	EPHX2	ST003328	MS_model	PMS_SV_vs_PMS_untreated	treatment_shift	ME872041	Eicosatrienoic acid	eicosanoid_oxylipin	12	12	2.39843659808899	7.752891226721875e-06	1.9292078168819553e-05	1.0	normalizing_treatment_shift	False	True	True
GPR183_oxysterol_gradient	GPR183	ST000899	Crohn	Crohn_vs_control	disease_control	ME229726	4-androsten-3alpha,17alpha-diol monosulfate (2)	steroid	18	20	-0.0313362528966444	0.9231446605595832	1.0	1.0	disease_or_severity_shift	False	False	False
GPR183_oxysterol_gradient	GPR183	ST000899	Crohn	Crohn_vs_control	disease_control	ME229727	4-androsten-3alpha,17alpha-diol monosulfate (3)	steroid	19	20	-0.3484700503677276	0.2798919572739938	0.4100600509407202	1.0	disease_or_severity_shift	False	False	False
GPR183_oxysterol_gradient	GPR183	ST000899	Crohn	Crohn_vs_control	disease_control	ME229749	5alpha-Androstan-3beta,17alpha-diol disulfate	steroid	16	19	-1.3077533817935951	0.0005047473309541	0.0019922674062953	1.0	disease_or_severity_shift	False	True	True
GPR183_oxysterol_gradient	GPR183	ST000899	Crohn	Crohn_vs_control	disease_control	ME229758	7alpha-Hydroxy-3-oxo-4-cholestenoic acid	unclassified	20	20	0.0775196823045365	0.8045720388504658	0.9088684142570076	1.0	disease_or_severity_shift	False	False	False
GPR183_oxysterol_gradient	GPR183	ST000899	UC	UC_vs_control	disease_control	ME229726	4-androsten-3alpha,17alpha-diol monosulfate (2)	steroid	16	20	0.3502563982896168	0.304778609257519	0.6314397665337574	1.0	disease_or_severity_shift	False	False	False
GPR183_oxysterol_gradient	GPR183	ST000899	UC	UC_vs_control	disease_control	ME229727	4-androsten-3alpha,17alpha-diol monosulfate (3)	steroid	20	20	-0.055026885039558	0.8601253441400566	1.0	1.0	disease_or_severity_shift	False	False	False
GPR183_oxysterol_gradient	GPR183	ST000899	UC	UC_vs_control	disease_control	ME229749	5alpha-Androstan-3beta,17alpha-diol disulfate	steroid	18	19	-0.7470670257845823	0.0273172333269665	0.2677580138506431	1.0	disease_or_severity_shift	False	True	False
GPR183_oxysterol_gradient	GPR183	ST000899	UC	UC_vs_control	disease_control	ME229758	7alpha-Hydroxy-3-oxo-4-cholestenoic acid	unclassified	20	20	-0.4491117183576991	0.1558752795084134	0.464376795107919	1.0	disease_or_severity_shift	False	False	False
GPR183_oxysterol_gradient	GPR183	ST000422	T1D	T1D_vs_control	disease_control	ME142405	2beta,3alpha,7alpha,12alpha-Tetrahydroxy-5beta-cholan-24-oic acid	unclassified	30	30	-0.1262019348821852	0.622383431265492	0.7083903542791486	1.0	disease_or_severity_shift	False	False	False
GPR183_oxysterol_gradient	GPR183	ST000422	T1D	T1D_vs_control	disease_control	ME142505	25-Hydroxy-26,27-dimethylvitamin D3	unclassified	30	30	0.0820295408258295	0.7487330397107864	0.806006944977417	1.0	disease_or_severity_shift	False	False	False
GPR183_oxysterol_gradient	GPR183	ST000422	T1D	T1D_vs_control	disease_control	ME142603	3alpha,7alpha,12alpha-Trihydroxy-24-methyl-5beta-cholest-23-en-26-oic acid	unclassified	30	30	-0.1951522212888332	0.4469302126976716	0.6589388869200841	1.0	disease_or_severity_shift	False	False	False
GPR183_oxysterol_gradient	GPR183	ST000422	T1D	T1D_vs_control	disease_control	ME142809	27-Nor-5beta-cholestane-3alpha,7alpha,12alpha,24,25-pentol	unclassified	30	30	-0.290446865334361	0.2592800489592139	0.6589388869200841	1.0	disease_or_severity_shift	False	False	False
GPR183_oxysterol_gradient	GPR183	ST000422	T1D	T1D_vs_control	disease_control	ME142815	(23Z)-25-hydroxy-16,17,23,24-tetradehydrovitamin D3 / (23Z)-25-hydroxy-16,17,23,24-tetradehydrochole	unclassified	30	30	-0.0988437024846385	0.6995871538140581	0.7659055650978225	1.0	disease_or_severity_shift	False	False	False
GPR183_oxysterol_gradient	GPR183	ST000422	T1D	T1D_vs_control	disease_control	ME143015	2beta,3alpha,7alpha,12alpha-Tetrahydroxy-5beta-cholan-24-oic acid	unclassified	30	30	-0.3164403911254274	0.2200469625678141	0.6589388869200841	1.0	disease_or_severity_shift	False	False	False
GPR183_oxysterol_gradient	GPR183	ST000422	T1D	T1D_vs_control	disease_control	ME143570	3alpha,7alpha,12beta-Trihydroxy-11-oxo-5beta-cholan-24-oic acid	unclassified	30	30	0.5606559221952369	0.0351449275417999	0.5259364156783438	1.0	disease_or_severity_shift	True	True	False
GPR183_oxysterol_gradient	GPR183	ST000422	T1D	T1D_vs_control	disease_control	ME144147	5-Androstene-3beta,16beta,17alpha-triol	steroid	30	30	-0.4859288821792017	0.0615389286663287	0.6571368010851686	1.0	disease_or_severity_shift	False	True	False
GPR183_oxysterol_gradient	GPR183	ST000422	T1D	T1D_vs_control	disease_control	ME144470	25-Hydroxy[26,27-methyl]vitamin D3 3beta-(1,2-epoxypropyl)ether	unclassified	60	60	0.3743058774966517	0.0412867443118855	0.5588173991258392	1.0	disease_or_severity_shift	True	True	False
GPR183_oxysterol_gradient	GPR183	ST000422	T1D	T1D_vs_control	disease_control	ME144522	1-Fluoro-25-hydroxy-16-ene-23-yne-26,27-hexadeuterovitamin-D3	unclassified	60	60	0.153072944403683	0.4004962459776597	0.6589388869200841	1.0	disease_or_severity_shift	False	False	False
GPR183_oxysterol_gradient	GPR183	ST000422	T1D	T1D_vs_control	disease_control	ME145087	27-Nor-5beta-cholestane-3alpha,7alpha,12alpha,24,25-pentol	unclassified	60	60	-0.0410520046152518	0.8213655025888837	0.8581129267460068	1.0	disease_or_severity_shift	False	False	False
GPR183_oxysterol_gradient	GPR183	ST000422	T1D	T1D_vs_control	disease_control	ME145091	3alpha,7alpha,12alpha-Trihydroxy-24-methyl-5beta-cholest-23-en-26-oic acid	unclassified	60	60	0.0811948653770403	0.6552855332621066	0.7300953959955807	1.0	disease_or_severity_shift	False	False	False
GPR183_oxysterol_gradient	GPR183	ST000422	T1D	T1D_vs_control	disease_control	ME145209	24,24-Difluoro-25-hydroxy-26,27-dimethylvitamin D3	unclassified	60	60	0.6439842627829709	0.0005545440792386	0.043644672903038	1.0	disease_or_severity_shift	True	True	True
GPR183_oxysterol_gradient	GPR183	ST000422	T1D	T1D_vs_control	disease_control	ME147629	25-Hydroxy-26,27-dimethylvitamin D3	unclassified	67	69	0.0961591001517985	0.5734263607621435	0.6769616758997528	1.0	disease_or_severity_shift	False	False	False
GPR183_oxysterol_gradient	GPR183	ST000422	T1D	T1D_vs_control	disease_control	ME147983	3alpha,6alpha,7alpha,12alpha-Tetrahydroxy-5beta-cholan-24-oic acid	unclassified	64	65	0.1013118598603064	0.5635479577248885	0.6733766821210359	1.0	disease_or_severity_shift	False	False	False
GPR183_oxysterol_gradient	GPR183	ST000298	Psoriasis	psoriasis_involved_vs_normal	disease_control	ME108188	17alpha-Hydroxyprogesterone	unclassified	3	3	-0.8745481167451997	0.2612652408070586	0.391897861210588	1.0	disease_or_severity_shift	False	False	False
GPR183_oxysterol_gradient	GPR183	ST000298	Psoriasis	psoriasis_involved_vs_uninvolved	lesional	ME108188	17alpha-Hydroxyprogesterone	unclassified	3	3	0.2837163342584431	0.691620004258812	1.0	1.0	disease_or_severity_shift	False	False	False
P2RX7_purinergic_inflammasome	P2RX7	ST001949	RA	RA_vs_control	disease_control	ME449178	Uric acid	purine	20	20	-0.3687649633765405	0.2420639088323993	0.4251945945876841	1.0	disease_or_severity_shift	False	False	False
P2RX7_purinergic_inflammasome	P2RX7	ST001949	RA	RA_vs_control	disease_control	ME449213	Lauric acid	purine	20	20	0.4366190574903013	0.1674248244345687	0.3390352694800016	1.0	disease_or_severity_shift	False	False	False
P2RX7_purinergic_inflammasome	P2RX7	ST001949	RA	RA_vs_control	disease_control	ME449297	1,3,7-Trimethyluric acid	purine	20	20	-0.2685721923465082	0.3916968213526699	0.5875452320290049	1.0	disease_or_severity_shift	False	False	False
P2RX7_purinergic_inflammasome	P2RX7	ST001949	RA	RA_vs_control	disease_control	ME449314	Hypoxanthine	purine	20	20	0.1015940011584458	0.7457655435838015	0.8614190236048189	1.0	disease_or_severity_shift	False	False	False
P2RX7_purinergic_inflammasome	P2RX7	ST001949	RA	RA_vs_control	disease_control	ME449318	alpha-Hydroxyhippuric acid	purine	20	20	0.2122815374582027	0.4999544319117197	0.6735352845712982	1.0	disease_or_severity_shift	False	False	False
P2RX7_purinergic_inflammasome	P2RX7	ST001949	RA	RA_vs_control	disease_control	ME449321	1-Methyladenosine	purine	20	20	-0.0714624179118914	0.818899767184329	0.9086422074237076	1.0	disease_or_severity_shift	False	False	False
P2RX7_purinergic_inflammasome	P2RX7	ST001949	RA	RA_vs_control	disease_control	ME449373	8-Oxo-2'-deoxyadenosine	purine	20	20	1.4640752392844152	6.212086889839492e-05	0.0014409219764369	1.0	disease_or_severity_shift	True	True	True
P2RX7_purinergic_inflammasome	P2RX7	ST001949	RA	RA_vs_control	disease_control	ME449406	Paraxanthine	purine	20	20	-0.0231764506267193	0.940791318807636	0.956548281493775	1.0	disease_or_severity_shift	False	False	False
P2RX7_purinergic_inflammasome	P2RX7	ST001949	RA	RA_vs_control	disease_control	ME449427	Inosine	unclassified	20	20	0.2855975034081355	0.3628351103525847	0.5558325094763	1.0	disease_or_severity_shift	False	False	False
P2RX7_purinergic_inflammasome	P2RX7	ST001949	RA	RA_vs_control	disease_control	ME449439	5'-Methylthioadenosine	purine	20	20	-0.6638478747680756	0.039870744756215	0.1311484396041997	1.0	disease_or_severity_shift	False	True	False
P2RX7_purinergic_inflammasome	P2RX7	ST001949	RA	RA_vs_control	disease_control	ME449460	4-Hydroxyhippuric acid	purine	20	20	-0.8305537856676982	0.0111694730045179	0.0579025480554207	1.0	disease_or_severity_shift	False	True	True
P2RX7_purinergic_inflammasome	P2RX7	ST001949	RA	RA_MTX_vs_RA	treatment_shift	ME449178	Uric acid	purine	20	20	0.1435516293589602	0.6459141860144719	0.9606543081119744	1.0	normalizing_treatment_shift	False	False	False
P2RX7_purinergic_inflammasome	P2RX7	ST001949	RA	RA_MTX_vs_RA	treatment_shift	ME449213	Lauric acid	purine	20	20	-0.1553913325544588	0.6195649517037322	0.9606543081119744	1.0	normalizing_treatment_shift	False	False	False
P2RX7_purinergic_inflammasome	P2RX7	ST001949	RA	RA_MTX_vs_RA	treatment_shift	ME449297	1,3,7-Trimethyluric acid	purine	20	20	0.5543235570643243	0.081679132336074	0.7472797292315324	1.0	normalizing_treatment_shift	False	True	False
P2RX7_purinergic_inflammasome	P2RX7	ST001949	RA	RA_MTX_vs_RA	treatment_shift	ME449314	Hypoxanthine	purine	20	20	-0.0366562407110605	0.9064794045096976	0.98392991436004	1.0	normalizing_treatment_shift	False	False	False
P2RX7_purinergic_inflammasome	P2RX7	ST001949	RA	RA_MTX_vs_RA	treatment_shift	ME449318	alpha-Hydroxyhippuric acid	purine	20	20	-0.2056132466158748	0.5111243188782948	0.9568812199292224	1.0	normalizing_treatment_shift	False	False	False
P2RX7_purinergic_inflammasome	P2RX7	ST001949	RA	RA_MTX_vs_RA	treatment_shift	ME449321	1-Methyladenosine	purine	20	20	-0.1574358512945012	0.6146703641286966	0.9606543081119744	1.0	normalizing_treatment_shift	False	False	False
P2RX7_purinergic_inflammasome	P2RX7	ST001949	RA	RA_MTX_vs_RA	treatment_shift	ME449373	8-Oxo-2'-deoxyadenosine	purine	20	20	-0.2261698341258854	0.4703077403555483	0.9568812199292224	1.0	normalizing_treatment_shift	False	False	False
P2RX7_purinergic_inflammasome	P2RX7	ST001949	RA	RA_MTX_vs_RA	treatment_shift	ME449406	Paraxanthine	purine	20	20	0.3385847334755671	0.281546359975198	0.9502189649162937	1.0	normalizing_treatment_shift	False	False	False
P2RX7_purinergic_inflammasome	P2RX7	ST001949	RA	RA_MTX_vs_RA	treatment_shift	ME449427	Inosine	unclassified	20	20	-0.2272463681949	0.4680134954916334	0.9568812199292224	1.0	normalizing_treatment_shift	False	False	False
P2RX7_purinergic_inflammasome	P2RX7	ST001949	RA	RA_MTX_vs_RA	treatment_shift	ME449439	5'-Methylthioadenosine	purine	20	20	0.0114172685044279	0.97081290313298	0.9874582359765643	1.0	normalizing_treatment_shift	False	False	False
P2RX7_purinergic_inflammasome	P2RX7	ST001949	RA	RA_MTX_vs_RA	treatment_shift	ME449460	4-Hydroxyhippuric acid	purine	20	20	0.322884130437327	0.3041156486002685	0.955749191983086	1.0	normalizing_treatment_shift	False	False	False
P2RX7_purinergic_inflammasome	P2RX7	ST000899	Crohn	Crohn_vs_control	disease_control	ME229361	4-Aminohippuric acid	purine	0	0			1.0	1.0	disease_or_severity_shift	False	False	False
P2RX7_purinergic_inflammasome	P2RX7	ST000899	Crohn	Crohn_vs_control	disease_control	ME229366	5'-Methylthioadenosine	purine	19	19	-0.4886070471740887	0.132754656870159	0.2221405854361015	1.0	disease_or_severity_shift	False	False	False
P2RX7_purinergic_inflammasome	P2RX7	ST000899	Crohn	Crohn_vs_control	disease_control	ME229368	7-Methylxanthine	purine	18	15	1.107874871929925	0.002009812369013	0.0064835774019602	1.0	disease_or_severity_shift	True	True	True
P2RX7_purinergic_inflammasome	P2RX7	ST000899	Crohn	Crohn_vs_control	disease_control	ME229371	Adenosine	purine	18	18	0.4731142208182858	0.1593908640269209	0.2595904605875339	1.0	disease_or_severity_shift	False	False	False
P2RX7_purinergic_inflammasome	P2RX7	ST000899	Crohn	Crohn_vs_control	disease_control	ME229458	1-Methyladenosine	purine	20	20	-1.5760779457484024	1.0704626862776232e-05	7.641281515875374e-05	1.0	disease_or_severity_shift	False	True	True
P2RX7_purinergic_inflammasome	P2RX7	ST000899	Crohn	Crohn_vs_control	disease_control	ME229459	1-Methylinosine	unclassified	17	15	-0.3815601112834192	0.2763900765701479	0.4058156266489481	1.0	disease_or_severity_shift	False	False	False
P2RX7_purinergic_inflammasome	P2RX7	ST000899	Crohn	Crohn_vs_control	disease_control	ME229464	N6-Methyladenosine	purine	11	9	-1.4420698830826175	0.0085585201901091	0.022087565567551	1.0	disease_or_severity_shift	False	True	True
P2RX7_purinergic_inflammasome	P2RX7	ST000899	Crohn	Crohn_vs_control	disease_control	ME229638	1,3,7-Trimethyluric acid	purine	14	14	0.3982677784728563	0.2880365910085615	0.4210730992739537	1.0	disease_or_severity_shift	False	False	False
P2RX7_purinergic_inflammasome	P2RX7	ST000899	Crohn	Crohn_vs_control	disease_control	ME229639	1,3-Dimethyluric acid	purine	18	19	-0.2117859355223059	0.5146790215628043	0.6628591621279112	1.0	disease_or_severity_shift	False	False	False
P2RX7_purinergic_inflammasome	P2RX7	ST000899	Crohn	Crohn_vs_control	disease_control	ME229641	1,7-Dimethyluric acid	purine	20	19	-0.4481704044653241	0.1608775640522599	0.2611001230302686	1.0	disease_or_severity_shift	False	False	False
P2RX7_purinergic_inflammasome	P2RX7	ST000899	Crohn	Crohn_vs_control	disease_control	ME229654	1-Methyluric acid	purine	20	20	0.1079495255175628	0.7295652683502863	0.8425788211067851	1.0	disease_or_severity_shift	False	False	False
P2RX7_purinergic_inflammasome	P2RX7	ST000899	Crohn	Crohn_vs_control	disease_control	ME229655	1-Methylxanthine	purine	19	17	0.0976988370320127	0.7603426983279495	0.8686691102989272	1.0	disease_or_severity_shift	False	False	False
P2RX7_purinergic_inflammasome	P2RX7	ST000899	Crohn	Crohn_vs_control	disease_control	ME229686	Salicyluric acid	purine	11	14	-0.1465791501081185	0.7049309984273331	0.8232355344255002	1.0	disease_or_severity_shift	False	False	False
P2RX7_purinergic_inflammasome	P2RX7	ST000899	Crohn	Crohn_vs_control	disease_control	ME229700	3,7-Dimethyluric acid	purine	16	7	1.2748460995020188	0.0150527326431397	0.0356904014259603	1.0	disease_or_severity_shift	True	True	True
P2RX7_purinergic_inflammasome	P2RX7	ST000899	Crohn	Crohn_vs_control	disease_control	ME229706	3-Hydroxyhippuric acid	purine	14	4	0.8901327856107646	0.0513356232684847	0.103442051691151	1.0	disease_or_severity_shift	True	True	False
P2RX7_purinergic_inflammasome	P2RX7	ST000899	Crohn	Crohn_vs_control	disease_control	ME229718	3-Methylxanthine	purine	19	19	0.5354500469424086	0.1010261913070634	0.179541449308942	1.0	disease_or_severity_shift	False	False	False
P2RX7_purinergic_inflammasome	P2RX7	ST000899	Crohn	Crohn_vs_control	disease_control	ME229734	4-Hydroxyhippuric acid	purine	20	20	0.2249692035450341	0.4727269834035192	0.619530870827659	1.0	disease_or_severity_shift	False	False	False
P2RX7_purinergic_inflammasome	P2RX7	ST000899	Crohn	Crohn_vs_control	disease_control	ME229759	7-Methyluric acid	purine	20	18	0.4735944797330753	0.1350292158712525	0.2248253197260804	1.0	disease_or_severity_shift	False	False	False
P2RX7_purinergic_inflammasome	P2RX7	ST000899	Crohn	Crohn_vs_control	disease_control	ME229838	Hippuric acid	purine	20	20	0.887761768992603	0.0073796425179092	0.0198069605180684	1.0	disease_or_severity_shift	True	True	True
P2RX7_purinergic_inflammasome	P2RX7	ST000899	Crohn	Crohn_vs_control	disease_control	ME229842	Hypoxanthine	purine	20	20	-1.0922307431053238	0.0012549723066994	0.0044320337778701	1.0	disease_or_severity_shift	False	True	True
P2RX7_purinergic_inflammasome	P2RX7	ST000899	Crohn	Crohn_vs_control	disease_control	ME229847	Inosine	unclassified	20	20	0.1276773405740743	0.6829736848354938	0.8096737500434917	1.0	disease_or_severity_shift	False	False	False
P2RX7_purinergic_inflammasome	P2RX7	ST000899	Crohn	Crohn_vs_control	disease_control	ME229853	Lauric acid	purine	20	20	-0.4263945148292837	0.1772546280702657	0.2798537774944666	1.0	disease_or_severity_shift	False	False	False
P2RX7_purinergic_inflammasome	P2RX7	ST000899	Crohn	Crohn_vs_control	disease_control	ME229884	N6-Carbamoyl-L-threonyladenosine	purine	20	20	-2.0667363916543446	1.0324343101785104e-07	1.9243428392493902e-06	1.0	disease_or_severity_shift	False	True	True
P2RX7_purinergic_inflammasome	P2RX7	ST000899	Crohn	Crohn_vs_control	disease_control	ME229885	Succinyladenosine	purine	16	20	-1.742038557433318	1.131883725982438e-05	7.911395626398083e-05	1.0	disease_or_severity_shift	False	True	True
P2RX7_purinergic_inflammasome	P2RX7	ST000899	Crohn	Crohn_vs_control	disease_control	ME229902	Paraxanthine	purine	20	19	0.0393793080091096	0.9003633631616779	0.9855527188931252	1.0	disease_or_severity_shift	False	False	False
P2RX7_purinergic_inflammasome	P2RX7	ST000899	Crohn	Crohn_vs_control	disease_control	ME229941	Uric acid	purine	20	20	-1.5349805079103664	1.7772124324093645e-05	0.0001135723373473	1.0	disease_or_severity_shift	False	True	True
P2RX7_purinergic_inflammasome	P2RX7	ST000899	Crohn	Crohn_vs_control	disease_control	ME229946	Xanthine	purine	20	20	-1.801413579173483	1.1934434318255511e-06	1.1952246906790222e-05	1.0	disease_or_severity_shift	False	True	True
P2RX7_purinergic_inflammasome	P2RX7	ST000899	UC	UC_vs_control	disease_control	ME229361	4-Aminohippuric acid	purine	0	0			1.0	1.0	disease_or_severity_shift	False	False	False
P2RX7_purinergic_inflammasome	P2RX7	ST000899	UC	UC_vs_control	disease_control	ME229366	5'-Methylthioadenosine	purine	20	19	-0.1737642824935483	0.578779259280286	0.8688162930135837	1.0	disease_or_severity_shift	False	False	False
P2RX7_purinergic_inflammasome	P2RX7	ST000899	UC	UC_vs_control	disease_control	ME229368	7-Methylxanthine	purine	10	15	0.4822011808565618	0.2157212521403635	0.542130937026906	1.0	disease_or_severity_shift	False	False	False
P2RX7_purinergic_inflammasome	P2RX7	ST000899	UC	UC_vs_control	disease_control	ME229371	Adenosine	purine	20	18	0.6081428910146576	0.0593720478913771	0.3615102419549919	1.0	disease_or_severity_shift	True	True	False
P2RX7_purinergic_inflammasome	P2RX7	ST000899	UC	UC_vs_control	disease_control	ME229458	1-Methyladenosine	purine	20	20	0.2031322604478054	0.5161887178148383	0.8306058265078093	1.0	disease_or_severity_shift	False	False	False
P2RX7_purinergic_inflammasome	P2RX7	ST000899	UC	UC_vs_control	disease_control	ME229459	1-Methylinosine	unclassified	16	15	0.5247966384812884	0.1428603995479118	0.449893384073771	1.0	disease_or_severity_shift	False	False	False
P2RX7_purinergic_inflammasome	P2RX7	ST000899	UC	UC_vs_control	disease_control	ME229464	N6-Methyladenosine	purine	14	9	-0.8450835840997035	0.0818154162198394	0.3774080075745215	1.0	disease_or_severity_shift	False	True	False
P2RX7_purinergic_inflammasome	P2RX7	ST000899	UC	UC_vs_control	disease_control	ME229638	1,3,7-Trimethyluric acid	purine	6	14	-0.0865902469608145	0.8770937146619857	1.0	1.0	disease_or_severity_shift	False	False	False
P2RX7_purinergic_inflammasome	P2RX7	ST000899	UC	UC_vs_control	disease_control	ME229639	1,3-Dimethyluric acid	purine	10	19	-0.2990664125125208	0.4585323264833663	0.7977632879961266	1.0	disease_or_severity_shift	False	False	False
P2RX7_purinergic_inflammasome	P2RX7	ST000899	UC	UC_vs_control	disease_control	ME229641	1,7-Dimethyluric acid	purine	14	19	-0.6798315788673445	0.0754287704255832	0.367280892941695	1.0	disease_or_severity_shift	False	True	False
P2RX7_purinergic_inflammasome	P2RX7	ST000899	UC	UC_vs_control	disease_control	ME229654	1-Methyluric acid	purine	20	20	-0.6941519825015156	0.0316379373203502	0.2724853490608473	1.0	disease_or_severity_shift	False	True	False
P2RX7_purinergic_inflammasome	P2RX7	ST000899	UC	UC_vs_control	disease_control	ME229655	1-Methylxanthine	purine	11	17	-0.1739429162914577	0.6884194824643869	0.9324478095594032	1.0	disease_or_severity_shift	False	False	False
P2RX7_purinergic_inflammasome	P2RX7	ST000899	UC	UC_vs_control	disease_control	ME229686	Salicyluric acid	purine	12	14	-0.0186543160217941	0.9622575562858072	1.0	1.0	disease_or_severity_shift	False	False	False
P2RX7_purinergic_inflammasome	P2RX7	ST000899	UC	UC_vs_control	disease_control	ME229700	3,7-Dimethyluric acid	purine	6	7	-0.2231376487319291	0.6636867257723705	0.9201111425480591	1.0	disease_or_severity_shift	False	False	False
P2RX7_purinergic_inflammasome	P2RX7	ST000899	UC	UC_vs_control	disease_control	ME229706	3-Hydroxyhippuric acid	purine	2	4	-0.4928683044867412		1.0	1.0	disease_or_severity_shift	False	True	False
P2RX7_purinergic_inflammasome	P2RX7	ST000899	UC	UC_vs_control	disease_control	ME229718	3-Methylxanthine	purine	16	19	-0.4274346079892515	0.2224668353947581	0.5528845155730566	1.0	disease_or_severity_shift	False	False	False
