dataset	comparison	feature_type	feature	n_case	n_control	mean_case	mean_control	delta	hedges_g	p	limitation	positive_fraction	fdr_within_feature
GSE32591	LN_tubulointerstitium_vs_control_tubulointerstitium	gene	APOE	32	15	11.46234794125	11.598143306666667	-0.13579536541666748	-0.3475962895813616	0.1712978768462074	bulk microdissected lupus nephritis kidney compartments; not cell-specific and reflects infiltrate plus parenchyma	NA	0.1712978768462074
GSE32591	LN_tubulointerstitium_vs_control_tubulointerstitium	gene	GPNMB	32	15	7.46708003140625	6.598248734799999	0.8688312966062508	1.091605752229366	0.0001841753513390467	bulk microdissected lupus nephritis kidney compartments; not cell-specific and reflects infiltrate plus parenchyma	NA	0.00030695891889841116
GSE32591	LN_tubulointerstitium_vs_control_tubulointerstitium	gene	LPL	32	15	5.60737074603125	5.700431249466667	-0.09306050343541727	-0.12621381785724967	0.5793678416324004	bulk microdissected lupus nephritis kidney compartments; not cell-specific and reflects infiltrate plus parenchyma	NA	0.5793678416324004
GSE32591	LN_tubulointerstitium_vs_control_tubulointerstitium	gene	TREM2	32	15	6.26486955453125	6.214931997399999	0.04993755713125125	0.18547069688254555	0.5258112340727532	bulk microdissected lupus nephritis kidney compartments; not cell-specific and reflects infiltrate plus parenchyma	NA	0.6572640425909415
GSE32591	LN_tubulointerstitium_vs_control_tubulointerstitium	gene	SPP1	32	15	12.6302995440625	12.396981051333334	0.2333184927291665	0.6974645653773397	0.05513421605034631	bulk microdissected lupus nephritis kidney compartments; not cell-specific and reflects infiltrate plus parenchyma	NA	0.06126024005594034
GSE32591	LN_tubulointerstitium_vs_control_tubulointerstitium	gene	PLIN2	32	15	10.4300658394375	10.812471769333332	-0.3824059298958318	-0.8470845723428271	0.021040058377546893	bulk microdissected lupus nephritis kidney compartments; not cell-specific and reflects infiltrate plus parenchyma	NA	0.021040058377546893
GSE32591	LN_tubulointerstitium_vs_control_tubulointerstitium	gene	CD36	32	15	4.32287374390625	4.1483438388666665	0.17452990503958343	0.4582041653992217	0.04082802354272026	bulk microdissected lupus nephritis kidney compartments; not cell-specific and reflects infiltrate plus parenchyma	NA	0.06804670590453377
GSE32591	LN_tubulointerstitium_vs_control_tubulointerstitium	gene	C1QA	32	15	7.6239696891249995	5.783813935133334	1.8401557539916658	1.8853093993345384	5.764303916175877e-10	bulk microdissected lupus nephritis kidney compartments; not cell-specific and reflects infiltrate plus parenchyma	NA	2.8821519580879386e-09
GSE32591	LN_tubulointerstitium_vs_control_tubulointerstitium	gene	C1QB	32	15	7.376783761	5.8055870547333335	1.571196706266667	1.3949022060875538	5.730606714213957e-07	bulk microdissected lupus nephritis kidney compartments; not cell-specific and reflects infiltrate plus parenchyma	NA	1.1461213428427915e-06
GSE32591	LN_tubulointerstitium_vs_control_tubulointerstitium	gene	CD68	32	15	4.6686344841875	4.542291886733334	0.12634259745416543	0.6455303892276079	0.03154162978267885	bulk microdissected lupus nephritis kidney compartments; not cell-specific and reflects infiltrate plus parenchyma	NA	0.03784995573921461
GSE32591	LN_tubulointerstitium_vs_control_tubulointerstitium	gene	CTSB	32	15	10.243041961187501	10.370430939199998	-0.1273889780124975	-0.44616340509096414	0.09953388842071356	bulk microdissected lupus nephritis kidney compartments; not cell-specific and reflects infiltrate plus parenchyma	NA	0.09953388842071356
GSE32591	LN_tubulointerstitium_vs_control_tubulointerstitium	gene	CTSD	32	15	7.85612821359375	7.689487175466667	0.16664103812708309	0.4451011520915119	0.13645752270363218	bulk microdissected lupus nephritis kidney compartments; not cell-specific and reflects infiltrate plus parenchyma	NA	0.15161946967070242
GSE32591	LN_tubulointerstitium_vs_control_tubulointerstitium	gene	LAMP1	32	15	10.9525840871875	10.817783016666668	0.13480107052083135	0.7448693272486331	0.011997830226192989	bulk microdissected lupus nephritis kidney compartments; not cell-specific and reflects infiltrate plus parenchyma	NA	0.029994575565482472
GSE32591	LN_tubulointerstitium_vs_control_tubulointerstitium	gene	IFI30	32	15	10.041194722562501	9.438635441533332	0.6025592810291691	1.3954749105301092	1.3706650096631305e-06	bulk microdissected lupus nephritis kidney compartments; not cell-specific and reflects infiltrate plus parenchyma	NA	1.9580928709473294e-06
GSE32591	LN_tubulointerstitium_vs_control_tubulointerstitium	gene	ASAH1	32	15	10.6842887175	10.664860135333333	0.01942858216666643	0.09720519957433377	0.753805422937692	bulk microdissected lupus nephritis kidney compartments; not cell-specific and reflects infiltrate plus parenchyma	NA	0.753805422937692
GSE32591	LN_tubulointerstitium_vs_control_tubulointerstitium	gene	TPP1	32	15	8.320791235281249	8.246819768600002	0.07397146668124677	0.23562509496487344	0.44681370439058443	bulk microdissected lupus nephritis kidney compartments; not cell-specific and reflects infiltrate plus parenchyma	NA	0.4468137043905845
GSE32591	LN_tubulointerstitium_vs_control_tubulointerstitium	gene	LIPA	32	15	9.285845251625	8.652066672333332	0.6337785792916684	1.5354899468122765	2.319731632842853e-07	bulk microdissected lupus nephritis kidney compartments; not cell-specific and reflects infiltrate plus parenchyma	NA	4.639463265685706e-07
GSE32591	LN_tubulointerstitium_vs_control_tubulointerstitium	gene	IL1B	32	15	5.3096778223125	5.5324289194	-0.2227510970875004	-1.364312579512971	0.0007378632885359468	bulk microdissected lupus nephritis kidney compartments; not cell-specific and reflects infiltrate plus parenchyma	NA	0.0009223291106699336
GSE32591	LN_tubulointerstitium_vs_control_tubulointerstitium	gene	TNF	32	15	5.1072440236875005	5.291029489266666	-0.18378546557916575	-1.0149611428579075	0.014772391594151644	bulk microdissected lupus nephritis kidney compartments; not cell-specific and reflects infiltrate plus parenchyma	NA	0.018465489492689554
GSE32591	LN_tubulointerstitium_vs_control_tubulointerstitium	gene	CXCL10	32	15	6.6685055426875	5.6806638454	0.9878416972875002	0.9559225351245594	9.083177510333706e-05	bulk microdissected lupus nephritis kidney compartments; not cell-specific and reflects infiltrate plus parenchyma	NA	0.00012975967871905295
GSE32591	LN_tubulointerstitium_vs_control_tubulointerstitium	gene	MSR1	32	15	4.34771839784375	4.3208953647333335	0.026823033110416894	0.21419957161935005	0.4702710100598302	bulk microdissected lupus nephritis kidney compartments; not cell-specific and reflects infiltrate plus parenchyma	NA	0.4702710100598302
GSE32591	LN_tubulointerstitium_vs_control_tubulointerstitium	gene	MARCO	32	15	4.7139546055937505	4.810043212266667	-0.0960886066729163	-0.5225528084392662	0.1266126513088506	bulk microdissected lupus nephritis kidney compartments; not cell-specific and reflects infiltrate plus parenchyma	NA	0.2532253026177012
GSE32591	LN_tubulointerstitium_vs_control_tubulointerstitium	gene	MERTK	32	15	5.08348745265625	5.135098068666666	-0.051610616010416166	-0.23474860076849668	0.38273592755124664	bulk microdissected lupus nephritis kidney compartments; not cell-specific and reflects infiltrate plus parenchyma	NA	0.4784199094390583
GSE32591	LN_glomeruli_vs_control_glomeruli	gene	ACSL1	32	14	9.4953873840625	9.439752226500003	0.05563515756249693	0.12438801453297844	0.6722691340583673	bulk microdissected lupus nephritis kidney compartments; not cell-specific and reflects infiltrate plus parenchyma	NA	0.746965704509297
GSE32591	LN_glomeruli_vs_control_glomeruli	gene	APOE	32	14	9.4927348820625	10.247664685571431	-0.7549298035089311	-0.7496192317772086	0.0022984185023392787	bulk microdissected lupus nephritis kidney compartments; not cell-specific and reflects infiltrate plus parenchyma	NA	0.002873023127924098
GSE32591	LN_glomeruli_vs_control_glomeruli	gene	GPNMB	32	14	10.404126835500001	10.708373656000003	-0.3042468205000013	-0.3745679971576132	0.19479824256483058	bulk microdissected lupus nephritis kidney compartments; not cell-specific and reflects infiltrate plus parenchyma	NA	0.19479824256483058
GSE32591	LN_glomeruli_vs_control_glomeruli	gene	LPL	32	14	8.686980484031249	9.775224763928572	-1.0882442798973226	-1.2581771204205487	0.00015574745775922215	bulk microdissected lupus nephritis kidney compartments; not cell-specific and reflects infiltrate plus parenchyma	NA	0.00022249636822746022
GSE32591	LN_glomeruli_vs_control_glomeruli	gene	TREM2	32	14	7.46111907375	6.569876181714285	0.8912428920357147	1.1607838132009434	4.010141620276096e-06	bulk microdissected lupus nephritis kidney compartments; not cell-specific and reflects infiltrate plus parenchyma	NA	2.0050708101380482e-05
GSE32591	LN_glomeruli_vs_control_glomeruli	gene	SPP1	32	14	11.46217123540625	11.279657024285713	0.18251421112053734	0.1794014795991961	0.5536997214705064	bulk microdissected lupus nephritis kidney compartments; not cell-specific and reflects infiltrate plus parenchyma	NA	0.5536997214705064
GSE32591	LN_glomeruli_vs_control_glomeruli	gene	PLIN2	32	14	11.17002761684375	10.717140081785715	0.4528875350580357	0.7834039140720727	0.017280977691509703	bulk microdissected lupus nephritis kidney compartments; not cell-specific and reflects infiltrate plus parenchyma	NA	0.01920108632389967
GSE32591	LN_glomeruli_vs_control_glomeruli	gene	CD36	32	14	7.09155205240625	4.821035647714287	2.2705164046919633	1.71072170119555	2.0512924216206713e-09	bulk microdissected lupus nephritis kidney compartments; not cell-specific and reflects infiltrate plus parenchyma	NA	5.128231054051678e-09
GSE32591	LN_glomeruli_vs_control_glomeruli	gene	C1QA	32	14	9.4852959728125	5.903730128642857	3.581565844169643	2.8816818046235158	1.507682738789436e-15	bulk microdissected lupus nephritis kidney compartments; not cell-specific and reflects infiltrate plus parenchyma	NA	1.507682738789436e-14
GSE32591	LN_glomeruli_vs_control_glomeruli	gene	C1QB	32	14	9.069774741625	5.954011856857142	3.1157628847678582	2.237195013137222	2.6887710947869946e-12	bulk microdissected lupus nephritis kidney compartments; not cell-specific and reflects infiltrate plus parenchyma	NA	8.96257031595665e-12
GSE32591	LN_glomeruli_vs_control_glomeruli	gene	CD68	32	14	5.5491158697500005	4.707419405571429	0.8416964641785718	1.2644760352777296	9.475782385854358e-07	bulk microdissected lupus nephritis kidney compartments; not cell-specific and reflects infiltrate plus parenchyma	NA	2.8427347157563074e-06
GSE32591	LN_glomeruli_vs_control_glomeruli	gene	CTSB	32	14	10.07052273121875	9.768792776714287	0.30172995450446294	0.6887290817545456	0.021939772808292207	bulk microdissected lupus nephritis kidney compartments; not cell-specific and reflects infiltrate plus parenchyma	NA	0.024377525342546898
GSE32591	LN_glomeruli_vs_control_glomeruli	gene	CTSD	32	14	8.892514241187499	9.959243978357142	-1.0667297371696431	-0.853528546163327	0.0002949860663776853	bulk microdissected lupus nephritis kidney compartments; not cell-specific and reflects infiltrate plus parenchyma	NA	0.0004916434439628088
GSE32591	LN_glomeruli_vs_control_glomeruli	gene	LAMP1	32	14	12.266279991249998	12.328377066428573	-0.0620970751785741	-0.22947178063874643	0.29668203419402334	bulk microdissected lupus nephritis kidney compartments; not cell-specific and reflects infiltrate plus parenchyma	NA	0.4944700569900389
GSE32591	LN_glomeruli_vs_control_glomeruli	gene	IFI30	32	14	12.8731391934375	10.345581481500002	2.527557711937499	2.6998053200262904	1.6846930385843115e-11	bulk microdissected lupus nephritis kidney compartments; not cell-specific and reflects infiltrate plus parenchyma	NA	4.2117325964607785e-11
GSE32591	LN_glomeruli_vs_control_glomeruli	gene	ASAH1	32	14	11.14107666125	11.009375147857142	0.13170151339285852	0.6411469119659924	0.0432104709254926	bulk microdissected lupus nephritis kidney compartments; not cell-specific and reflects infiltrate plus parenchyma	NA	0.061729244179275146
GSE32591	LN_glomeruli_vs_control_glomeruli	gene	TPP1	32	14	8.82456796465625	8.684882431714286	0.1396855329419644	0.4886031140043703	0.08791650926171278	bulk microdissected lupus nephritis kidney compartments; not cell-specific and reflects infiltrate plus parenchyma	NA	0.12559501323101827
GSE32591	LN_glomeruli_vs_control_glomeruli	gene	LIPA	32	14	11.9580107671875	10.807271679285716	1.1507390879017834	2.091110973992835	1.6531253190993725e-11	bulk microdissected lupus nephritis kidney compartments; not cell-specific and reflects infiltrate plus parenchyma	NA	5.510417730331242e-11
GSE32591	LN_glomeruli_vs_control_glomeruli	gene	IL1B	32	14	7.20918394309375	6.736679909357144	0.4725040337366062	0.6087748248247061	0.0893240625317266	bulk microdissected lupus nephritis kidney compartments; not cell-specific and reflects infiltrate plus parenchyma	NA	0.0893240625317266
GSE32591	LN_glomeruli_vs_control_glomeruli	gene	TNF	32	14	6.48656728028125	6.284007647999999	0.2025596322812504	0.6802474140853306	0.0499748071897374	bulk microdissected lupus nephritis kidney compartments; not cell-specific and reflects infiltrate plus parenchyma	NA	0.05552756354415267
GSE32591	LN_glomeruli_vs_control_glomeruli	gene	CXCL10	32	14	8.71967027053125	7.575884904285714	1.1437853662455355	0.778296566905095	0.021596160424633623	bulk microdissected lupus nephritis kidney compartments; not cell-specific and reflects infiltrate plus parenchyma	NA	0.021596160424633623
GSE32591	LN_glomeruli_vs_control_glomeruli	gene	MSR1	32	14	5.07750099059375	4.818552555714285	0.25894843487946506	1.0403430236010565	2.6604100013910214e-05	bulk microdissected lupus nephritis kidney compartments; not cell-specific and reflects infiltrate plus parenchyma	NA	0.00013302050006955106
GSE32591	LN_glomeruli_vs_control_glomeruli	gene	MARCO	32	14	6.566794399218749	5.7760890355	0.7907053637187493	0.9303150367575262	0.0002657741797366034	bulk microdissected lupus nephritis kidney compartments; not cell-specific and reflects infiltrate plus parenchyma	NA	0.0013288708986830171
GSE32591	LN_glomeruli_vs_control_glomeruli	gene	MERTK	32	14	6.565621167406249	5.569794020785714	0.9958271466205346	1.5281015400991367	3.547108376442497e-08	bulk microdissected lupus nephritis kidney compartments; not cell-specific and reflects infiltrate plus parenchyma	NA	8.867770941106243e-08
