dataset	comparison	feature_type	feature	n_case	n_control	mean_case	mean_control	delta	hedges_g	p	limitation	positive_fraction	fdr_within_feature
GSE97779	RA_synovial_macrophages_vs_control_blood_MCSF_macrophages	gene	C1QB	9	5	8808.82988888889	3579.0726000000004	5229.757288888889	0.8271566386380785	0.06345827098451161	cell-specific macrophage comparison, but RA synovial fluid fresh cells are confounded against cultured healthy blood macrophages	NA	0.06345827098451161
GSE97779	RA_synovial_macrophages_vs_control_blood_MCSF_macrophages	gene	C1QC	9	5	12181.08322222222	25518.201999999997	-13337.118777777778	-1.8485662339657951	0.0009151079375409254	cell-specific macrophage comparison, but RA synovial fluid fresh cells are confounded against cultured healthy blood macrophages	NA	0.0014641727000654805
GSE97779	RA_synovial_macrophages_vs_control_blood_MCSF_macrophages	gene	CTSB	9	5	42382.25444444444	62857.10600000001	-20474.851555555564	-3.6502485596733774	2.126757350841342e-06	cell-specific macrophage comparison, but RA synovial fluid fresh cells are confounded against cultured healthy blood macrophages	NA	3.5445955847355697e-06
GSE97779	RA_synovial_macrophages_vs_control_blood_MCSF_macrophages	gene	CTSD	9	5	8553.679777777777	28989.732	-20436.05222222222	-4.43320948686846	0.0020920476294298334	cell-specific macrophage comparison, but RA synovial fluid fresh cells are confounded against cultured healthy blood macrophages	NA	0.002615059536787292
GSE97779	RA_synovial_macrophages_vs_control_blood_MCSF_macrophages	gene	LAMP1	9	5	12833.456222222223	30611.979499999998	-17778.523277777775	-3.7604602503301883	0.003170470505782954	cell-specific macrophage comparison, but RA synovial fluid fresh cells are confounded against cultured healthy blood macrophages	NA	0.010568235019276513
GSE97779	RA_synovial_macrophages_vs_control_blood_MCSF_macrophages	gene	NAMPT	9	5	8284.012	1616.89091	6667.121090000001	3.5642792597232993	1.067746075510371e-05	cell-specific macrophage comparison, but RA synovial fluid fresh cells are confounded against cultured healthy blood macrophages	NA	1.2202812291547098e-05
GSE97779	RA_synovial_macrophages_vs_control_blood_MCSF_macrophages	gene	IFI30	9	5	50557.734444444446	60218.85600000001	-9661.121555555561	-2.5059620047489277	0.0007472111234997007	cell-specific macrophage comparison, but RA synovial fluid fresh cells are confounded against cultured healthy blood macrophages	NA	0.0007472111234997007
GSE97779	RA_synovial_macrophages_vs_control_blood_MCSF_macrophages	gene	ASAH1	9	5	10841.912444444446	42623.45599999999	-31781.543555555545	-10.00841480916316	2.0677624861860715e-05	cell-specific macrophage comparison, but RA synovial fluid fresh cells are confounded against cultured healthy blood macrophages	NA	5.169406215465179e-05
GSE97779	RA_synovial_macrophages_vs_control_blood_MCSF_macrophages	gene	TPP1	9	5	6608.128611111111	12782.2826	-6174.153988888889	-5.994661895198184	2.4108024180019896e-06	cell-specific macrophage comparison, but RA synovial fluid fresh cells are confounded against cultured healthy blood macrophages	NA	1.2054012090009949e-05
GSE97779	RA_synovial_macrophages_vs_control_blood_MCSF_macrophages	gene	LIPA	9	5	34376.781111111115	75204.122	-40827.34088888889	-5.963302761754954	0.00015830959860728297	cell-specific macrophage comparison, but RA synovial fluid fresh cells are confounded against cultured healthy blood macrophages	NA	0.00019788699825910373
GSE97779	RA_synovial_macrophages_vs_control_blood_MCSF_macrophages	gene	IL1B	9	5	3009.728511111111	511.95595999999995	2497.772551111111	1.6384229353890132	0.0026190465557407736	cell-specific macrophage comparison, but RA synovial fluid fresh cells are confounded against cultured healthy blood macrophages	NA	0.002910051728600859
GSE97779	RA_synovial_macrophages_vs_control_blood_MCSF_macrophages	gene	TNF	9	5	1116.5540555555554	216.86552	899.6885355555553	2.1022596757348513	0.000388905952221011	cell-specific macrophage comparison, but RA synovial fluid fresh cells are confounded against cultured healthy blood macrophages	NA	0.0006481765870350183
GSE97779	RA_synovial_macrophages_vs_control_blood_MCSF_macrophages	gene	CXCL10	9	5	16608.232555555554	331.8935399999999	16276.339015555555	1.0905110654648302	0.02136599543799609	cell-specific macrophage comparison, but RA synovial fluid fresh cells are confounded against cultured healthy blood macrophages	NA	0.023739994931106765
GSE97779	RA_synovial_macrophages_vs_control_blood_MCSF_macrophages	gene	MSR1	9	5	910.1588666666667	1113.2197299999998	-203.06086333333315	-0.4471218904012496	0.3950699538201289	cell-specific macrophage comparison, but RA synovial fluid fresh cells are confounded against cultured healthy blood macrophages	NA	0.4389666153556988
GSE97779	RA_synovial_macrophages_vs_control_blood_MCSF_macrophages	gene	MARCO	9	5	20525.47222222222	3556.3214	16969.15082222222	3.151423736095684	1.2600990759415738e-05	cell-specific macrophage comparison, but RA synovial fluid fresh cells are confounded against cultured healthy blood macrophages	NA	0.0001260099075941574
GSE97779	RA_synovial_macrophages_vs_control_blood_MCSF_macrophages	gene	MERTK	9	5	1549.7178333333331	2909.9232	-1360.205366666667	-1.497770178828933	0.032918046886505126	cell-specific macrophage comparison, but RA synovial fluid fresh cells are confounded against cultured healthy blood macrophages	NA	0.05486341147750854
GSE13355	psoriasis_involved_vs_uninvolved	gene	ACSL1	58	58	-0.3779951120689655	0.1024424224137931	-0.4804375344827586	-1.1309772914839815	1.6935249525782417e-08	bulk skin; paired involved/uninvolved contrast is stronger than normal-control contrast but not cell-specific	NA	4.233812381445604e-08
GSE13355	psoriasis_involved_vs_uninvolved	gene	APOE	58	58	-0.6315059137931035	0.3389279827586207	-0.9704338965517242	-2.3881053089163333	7.222089970251662e-23	bulk skin; paired involved/uninvolved contrast is stronger than normal-control contrast but not cell-specific	NA	3.611044985125831e-22
GSE13355	psoriasis_involved_vs_uninvolved	gene	GPNMB	58	58	-0.29511626724137935	0.13313150862068965	-0.42824777586206897	-2.199825637184403	1.2051564315339052e-20	bulk skin; paired involved/uninvolved contrast is stronger than normal-control contrast but not cell-specific	NA	6.025782157669526e-20
GSE13355	psoriasis_involved_vs_uninvolved	gene	LPL	58	58	-0.7496220344827587	0.4149230689655172	-1.1645451034482759	-1.3086963262514208	1.285010822027139e-10	bulk skin; paired involved/uninvolved contrast is stronger than normal-control contrast but not cell-specific	NA	1.285010822027139e-09
GSE13355	psoriasis_involved_vs_uninvolved	gene	TREM2	58	58	0.22812879310344827	-0.026967034482758622	0.2550958275862069	0.8607854880244659	8.430320954774106e-06	bulk skin; paired involved/uninvolved contrast is stronger than normal-control contrast but not cell-specific	NA	2.8101069849247023e-05
GSE13355	psoriasis_involved_vs_uninvolved	gene	SPP1	58	58	0.22380372413793104	-0.07316491379310344	0.29696863793103445	0.5671982380525685	0.0027943925010752856	bulk skin; paired involved/uninvolved contrast is stronger than normal-control contrast but not cell-specific	NA	0.003492990626344107
GSE13355	psoriasis_involved_vs_uninvolved	gene	PLIN2	58	58	-0.2113623534482759	0.059267008620689655	-0.27062936206896554	-1.056666309572169	1.1056835194324656e-07	bulk skin; paired involved/uninvolved contrast is stronger than normal-control contrast but not cell-specific	NA	5.528417597162328e-07
GSE13355	psoriasis_involved_vs_uninvolved	gene	CD36	58	58	0.4377828103448276	-0.1899471206896552	0.6277299310344828	1.439335384470142	3.219608107982223e-12	bulk skin; paired involved/uninvolved contrast is stronger than normal-control contrast but not cell-specific	NA	1.6098040539911113e-11
GSE13355	psoriasis_involved_vs_uninvolved	gene	FABP5	58	58	0.9231608793103449	-0.3533267241379311	1.276487603448276	5.017138479658413	7.039718843998281e-42	bulk skin; paired involved/uninvolved contrast is stronger than normal-control contrast but not cell-specific	NA	1.4079437687996562e-41
GSE13355	psoriasis_involved_vs_uninvolved	gene	C1QA	58	58	0.24057924137931036	-0.18160574137931038	0.4221849827586207	0.9603308907512756	8.67367152705158e-07	bulk skin; paired involved/uninvolved contrast is stronger than normal-control contrast but not cell-specific	NA	2.8912238423505266e-06
GSE13355	psoriasis_involved_vs_uninvolved	gene	C1QB	58	58	0.6761772241379311	-0.23189243103448276	0.9080696551724139	1.5629674152756516	1.0220164241506182e-13	bulk skin; paired involved/uninvolved contrast is stronger than normal-control contrast but not cell-specific	NA	5.110082120753091e-13
GSE13355	psoriasis_involved_vs_uninvolved	gene	C1QC	58	58	0.3668405172413793	-0.2522961379310345	0.6191366551724138	1.3441269778319307	5.258258012661552e-11	bulk skin; paired involved/uninvolved contrast is stronger than normal-control contrast but not cell-specific	NA	4.2066064101292415e-10
GSE13355	psoriasis_involved_vs_uninvolved	gene	CTSB	58	58	0.3973111034482759	-0.2574914137931035	0.6548025172413794	2.707237299176071	5.082854504357561e-28	bulk skin; paired involved/uninvolved contrast is stronger than normal-control contrast but not cell-specific	NA	5.0828545043575604e-27
GSE13355	psoriasis_involved_vs_uninvolved	gene	CTSD	58	58	0.39379613793103446	-0.22568355172413793	0.6194796896551724	2.757344990828196	2.152716481219786e-28	bulk skin; paired involved/uninvolved contrast is stronger than normal-control contrast but not cell-specific	NA	2.152716481219786e-27
GSE13355	psoriasis_involved_vs_uninvolved	gene	LAMP1	58	58	0.03060777586206897	0.013750827586206896	0.016856948275862073	0.16415245336821999	0.3755178581517834	bulk skin; paired involved/uninvolved contrast is stronger than normal-control contrast but not cell-specific	NA	0.41724206461309266
GSE13355	psoriasis_involved_vs_uninvolved	gene	NAMPT	58	58	1.134697698275862	-0.5816571551724138	1.716354853448276	3.7823135462943136	2.5913448087228164e-36	bulk skin; paired involved/uninvolved contrast is stronger than normal-control contrast but not cell-specific	NA	2.073075846978253e-35
GSE13355	psoriasis_involved_vs_uninvolved	gene	IFI30	58	58	0.6252599137931035	-0.23093553448275864	0.8561954482758621	3.3005805137508064	6.869889820082816e-35	bulk skin; paired involved/uninvolved contrast is stronger than normal-control contrast but not cell-specific	NA	3.434944910041408e-34
GSE13355	psoriasis_involved_vs_uninvolved	gene	ASAH1	58	58	-0.19718222413793104	0.10412527586206898	-0.3013075	-2.4931220449422518	1.2696737643768017e-24	bulk skin; paired involved/uninvolved contrast is stronger than normal-control contrast but not cell-specific	NA	1.2696737643768017e-23
GSE13355	psoriasis_involved_vs_uninvolved	gene	TPP1	58	58	0.10118035344827586	-0.07755543965517242	0.17873579310344828	0.8722473983443851	7.068219214769904e-06	bulk skin; paired involved/uninvolved contrast is stronger than normal-control contrast but not cell-specific	NA	2.356073071589968e-05
GSE13355	psoriasis_involved_vs_uninvolved	gene	LIPA	58	58	0.3679721379310345	-0.18262141379310343	0.5505935517241379	2.5139547367579116	3.3901438483310376e-24	bulk skin; paired involved/uninvolved contrast is stronger than normal-control contrast but not cell-specific	NA	1.6950719241655187e-23
GSE13355	psoriasis_involved_vs_uninvolved	gene	IL1B	58	58	0.6515105689655173	-0.36070484482758625	1.0122154137931036	2.119805160983738	1.3954386972858355e-17	bulk skin; paired involved/uninvolved contrast is stronger than normal-control contrast but not cell-specific	NA	6.977193486429177e-17
GSE13355	psoriasis_involved_vs_uninvolved	gene	TNF	58	58	0.20274925862068965	-0.07729232758620688	0.28004158620689656	1.2789290791106147	2.8359906970623753e-10	bulk skin; paired involved/uninvolved contrast is stronger than normal-control contrast but not cell-specific	NA	9.45330232354125e-10
GSE13355	psoriasis_involved_vs_uninvolved	gene	CXCL10	58	58	1.814681724137931	-0.8120881724137932	2.626769896551724	2.5501359067718177	5.828852043984778e-26	bulk skin; paired involved/uninvolved contrast is stronger than normal-control contrast but not cell-specific	NA	2.914426021992389e-25
GSE13355	psoriasis_involved_vs_uninvolved	gene	MSR1	58	58	0.057212698275862076	-0.018813939655172415	0.0760266379310345	0.47960464107336276	0.010643947332546077	bulk skin; paired involved/uninvolved contrast is stronger than normal-control contrast but not cell-specific	NA	0.015205639046494395
GSE13355	psoriasis_involved_vs_uninvolved	gene	MARCO	58	58	-0.01593018965517241	0.034218982758620696	-0.0501491724137931	-0.08396991634004652	0.6498364550024567	bulk skin; paired involved/uninvolved contrast is stronger than normal-control contrast but not cell-specific	NA	0.8122955687530709
GSE13355	psoriasis_involved_vs_uninvolved	gene	MERTK	58	58	-0.27973856896551724	0.09553962068965516	-0.3752781896551724	-1.5062722191106126	5.260949312642277e-13	bulk skin; paired involved/uninvolved contrast is stronger than normal-control contrast but not cell-specific	NA	2.6304746563211386e-12
GSE13355	psoriasis_involved_vs_normal_control	gene	ACSL1	58	64	-0.3779951120689655	0.2812018203125	-0.6591969323814655	-1.4685372762271542	2.8013304645294854e-13	bulk skin; paired involved/uninvolved contrast is stronger than normal-control contrast but not cell-specific	NA	1.4006652322647428e-12
GSE13355	psoriasis_involved_vs_normal_control	gene	APOE	58	64	-0.6315059137931035	0.33901206250000004	-0.9705179762931035	-2.3893187906791717	5.026250705837242e-23	bulk skin; paired involved/uninvolved contrast is stronger than normal-control contrast but not cell-specific	NA	5.026250705837242e-22
GSE13355	psoriasis_involved_vs_normal_control	gene	GPNMB	58	64	-0.29511626724137935	0.1681539921875	-0.46327025942887934	-2.2419695672651168	3.6814190524526815e-22	bulk skin; paired involved/uninvolved contrast is stronger than normal-control contrast but not cell-specific	NA	3.6814190524526816e-21
GSE13355	psoriasis_involved_vs_normal_control	gene	LPL	58	64	-0.7496220344827587	0.3694720078125	-1.1190940422952587	-1.28935595740962	1.4113442156185565e-10	bulk skin; paired involved/uninvolved contrast is stronger than normal-control contrast but not cell-specific	NA	7.056721078092783e-10
GSE13355	psoriasis_involved_vs_normal_control	gene	TREM2	58	64	0.22812879310344827	-0.193787765625	0.42191655872844824	1.6088940561544236	1.8519833430321763e-14	bulk skin; paired involved/uninvolved contrast is stronger than normal-control contrast but not cell-specific	NA	1.8519833430321763e-13
GSE13355	psoriasis_involved_vs_normal_control	gene	SPP1	58	64	0.22380372413793104	-0.1705389375	0.394342661637931	0.7885801495200935	5.807272427932973e-05	bulk skin; paired involved/uninvolved contrast is stronger than normal-control contrast but not cell-specific	NA	0.00011614544855865945
GSE13355	psoriasis_involved_vs_normal_control	gene	PLIN2	58	64	-0.2113623534482759	0.149843234375	-0.3612055878232759	-1.3462536617768293	9.916485499362617e-12	bulk skin; paired involved/uninvolved contrast is stronger than normal-control contrast but not cell-specific	NA	9.916485499362617e-11
GSE13355	psoriasis_involved_vs_normal_control	gene	CD36	58	64	0.4377828103448276	-0.19708657812500002	0.6348693884698275	1.52770909276127	8.424987001192974e-14	bulk skin; paired involved/uninvolved contrast is stronger than normal-control contrast but not cell-specific	NA	8.424987001192974e-13
GSE13355	psoriasis_involved_vs_normal_control	gene	FABP5	58	64	0.9231608793103449	-0.53953659375	1.4626974730603448	5.625849028181017	6.973251082898379e-51	bulk skin; paired involved/uninvolved contrast is stronger than normal-control contrast but not cell-specific	NA	2.7893004331593517e-50
GSE13355	psoriasis_involved_vs_normal_control	gene	C1QA	58	64	0.24057924137931036	-0.059518421875	0.30009766325431037	0.641360153458725	0.0004839948592467084	bulk skin; paired involved/uninvolved contrast is stronger than normal-control contrast but not cell-specific	NA	0.0006914212274952978
GSE13355	psoriasis_involved_vs_normal_control	gene	C1QB	58	64	0.6761772241379311	-0.43993059375	1.1161078178879311	1.8904076003986838	7.945475016766923e-19	bulk skin; paired involved/uninvolved contrast is stronger than normal-control contrast but not cell-specific	NA	7.945475016766922e-18
GSE13355	psoriasis_involved_vs_normal_control	gene	C1QC	58	64	0.3668405172413793	-0.11493651562500001	0.4817770328663793	0.9781294209471297	2.2143690585767983e-07	bulk skin; paired involved/uninvolved contrast is stronger than normal-control contrast but not cell-specific	NA	5.904984156204796e-07
GSE13355	psoriasis_involved_vs_normal_control	gene	CTSB	58	64	0.3973111034482759	-0.1436028125	0.5409139159482759	2.5062981881227078	3.167847296254386e-25	bulk skin; paired involved/uninvolved contrast is stronger than normal-control contrast but not cell-specific	NA	1.5839236481271929e-24
GSE13355	psoriasis_involved_vs_normal_control	gene	CTSD	58	64	0.39379613793103446	-0.1613205	0.5551166379310345	2.435284320748645	2.4397131536700316e-25	bulk skin; paired involved/uninvolved contrast is stronger than normal-control contrast but not cell-specific	NA	1.2198565768350158e-24
GSE13355	psoriasis_involved_vs_normal_control	gene	LAMP1	58	64	0.03060777586206897	-0.031023312499999997	0.061631088362068966	0.627675041456318	0.0008763497246139883	bulk skin; paired involved/uninvolved contrast is stronger than normal-control contrast but not cell-specific	NA	0.0043817486230699415
GSE13355	psoriasis_involved_vs_normal_control	gene	NAMPT	58	64	1.134697698275862	-0.5510447578125	1.685742456088362	4.120311603297076	9.092187961248673e-34	bulk skin; paired involved/uninvolved contrast is stronger than normal-control contrast but not cell-specific	NA	3.636875184499469e-33
GSE13355	psoriasis_involved_vs_normal_control	gene	IFI30	58	64	0.6252599137931035	-0.4245494375	1.0498093512931035	4.197290124201901	1.6792606795153664e-45	bulk skin; paired involved/uninvolved contrast is stronger than normal-control contrast but not cell-specific	NA	1.6792606795153664e-44
GSE13355	psoriasis_involved_vs_normal_control	gene	ASAH1	58	64	-0.19718222413793104	0.078893390625	-0.2760756147629311	-2.1368858340050654	2.0585339419011857e-21	bulk skin; paired involved/uninvolved contrast is stronger than normal-control contrast but not cell-specific	NA	1.0292669709505929e-20
GSE13355	psoriasis_involved_vs_normal_control	gene	TPP1	58	64	0.10118035344827586	-0.00027667187500000304	0.10145702532327587	0.5582147332515328	0.0023126222795695735	bulk skin; paired involved/uninvolved contrast is stronger than normal-control contrast but not cell-specific	NA	0.004625244559139147
GSE13355	psoriasis_involved_vs_normal_control	gene	LIPA	58	64	0.3679721379310345	-0.172803109375	0.5407752473060345	2.5006617926500536	1.7242470149433966e-26	bulk skin; paired involved/uninvolved contrast is stronger than normal-control contrast but not cell-specific	NA	1.7242470149433965e-25
GSE13355	psoriasis_involved_vs_normal_control	gene	IL1B	58	64	0.6515105689655173	-0.3228771171875	0.9743876861530173	2.099908662897848	8.03977452549473e-17	bulk skin; paired involved/uninvolved contrast is stronger than normal-control contrast but not cell-specific	NA	2.679924841831577e-16
GSE13355	psoriasis_involved_vs_normal_control	gene	TNF	58	64	0.20274925862068965	-0.140061828125	0.34281108674568966	1.5914270218597668	2.5212146931351622e-14	bulk skin; paired involved/uninvolved contrast is stronger than normal-control contrast but not cell-specific	NA	2.521214693135162e-13
GSE13355	psoriasis_involved_vs_normal_control	gene	CXCL10	58	64	1.814681724137931	-1.0035234375000002	2.8182051616379313	2.7886315636523396	2.564202401566088e-29	bulk skin; paired involved/uninvolved contrast is stronger than normal-control contrast but not cell-specific	NA	2.5642024015660876e-28
GSE13355	psoriasis_involved_vs_normal_control	gene	MSR1	58	64	0.057212698275862076	-0.051749765625	0.10896246390086207	0.7118502231170755	0.0001803009941183603	bulk skin; paired involved/uninvolved contrast is stronger than normal-control contrast but not cell-specific	NA	0.00045075248529590075
GSE13355	psoriasis_involved_vs_normal_control	gene	MARCO	58	64	-0.01593018965517241	-0.032593609375000006	0.016663419719827596	0.027025574194511983	0.8805430552451624	bulk skin; paired involved/uninvolved contrast is stronger than normal-control contrast but not cell-specific	NA	0.8805430552451623
GSE13355	psoriasis_involved_vs_normal_control	gene	MERTK	58	64	-0.27973856896551724	0.20258046875	-0.4823190377155172	-1.8130762235968831	7.580543034856272e-18	bulk skin; paired involved/uninvolved contrast is stronger than normal-control contrast but not cell-specific	NA	7.580543034856272e-17
GSE13355	psoriasis_involved_vs_uninvolved_paired	gene	ACSL1	58	58	NA	NA	-0.4804375344827587	-0.9227804919970168	6.1024680963345e-08	bulk paired skin; not cell-specific	0.13793103448275862	1.2204936192669e-07
GSE13355	psoriasis_involved_vs_uninvolved_paired	gene	APOE	58	58	NA	NA	-0.9704338965517242	-1.9316430227851753	3.5060510731588664e-11	bulk paired skin; not cell-specific	0.0	8.765127682897165e-11
GSE13355	psoriasis_involved_vs_uninvolved_paired	gene	GPNMB	58	58	NA	NA	-0.428247775862069	-1.5610115899876829	4.796327819478128e-11	bulk paired skin; not cell-specific	0.034482758620689655	1.5987759398260425e-10
GSE13355	psoriasis_involved_vs_uninvolved_paired	gene	LPL	58	58	NA	NA	-1.1645451034482759	-1.0118516549148844	8.590846734596652e-09	bulk paired skin; not cell-specific	0.13793103448275862	1.7181693469193304e-08
GSE13355	psoriasis_involved_vs_uninvolved_paired	gene	TREM2	58	58	NA	NA	0.2550958275862069	0.6387188954113213	2.0959136854864125e-05	bulk paired skin; not cell-specific	0.7068965517241379	5.239784213716031e-05
GSE13355	psoriasis_involved_vs_uninvolved_paired	gene	SPP1	58	58	NA	NA	0.29696863793103445	0.4627137814929255	0.0003742459638568825	bulk paired skin; not cell-specific	0.7068965517241379	0.0005346370912241178
GSE13355	psoriasis_involved_vs_uninvolved_paired	gene	PLIN2	58	58	NA	NA	-0.27062936206896554	-0.825571297086063	7.086649072718152e-07	bulk paired skin; not cell-specific	0.25862068965517243	1.7716622681795378e-06
GSE13355	psoriasis_involved_vs_uninvolved_paired	gene	CD36	58	58	NA	NA	0.6277299310344828	1.1088038711667763	4.2596469828463167e-10	bulk paired skin; not cell-specific	0.8793103448275862	1.419882327615439e-09
GSE13355	psoriasis_involved_vs_uninvolved_paired	gene	FABP5	58	58	NA	NA	1.2764876034482762	3.479578114983217	3.5060510731588664e-11	bulk paired skin; not cell-specific	1.0	4.674734764211822e-11
GSE13355	psoriasis_involved_vs_uninvolved_paired	gene	C1QA	58	58	NA	NA	0.4221849827586207	0.7506696752276898	2.758991944461462e-06	bulk paired skin; not cell-specific	0.7586206896551724	4.5983199074357705e-06
GSE13355	psoriasis_involved_vs_uninvolved_paired	gene	C1QB	58	58	NA	NA	0.9080696551724139	1.3040286869106756	6.318838689896031e-10	bulk paired skin; not cell-specific	0.9310344827586207	1.5797096724740078e-09
GSE13355	psoriasis_involved_vs_uninvolved_paired	gene	C1QC	58	58	NA	NA	0.6191366551724138	1.1033958221246356	8.99357423149777e-09	bulk paired skin; not cell-specific	0.8448275862068966	3.597429692599108e-08
GSE13355	psoriasis_involved_vs_uninvolved_paired	gene	CTSB	58	58	NA	NA	0.6548025172413794	2.23251719780039	4.101836280095948e-11	bulk paired skin; not cell-specific	0.9655172413793104	1.025459070023987e-10
GSE13355	psoriasis_involved_vs_uninvolved_paired	gene	CTSD	58	58	NA	NA	0.6194796896551724	2.247105667818543	4.5529287065367746e-11	bulk paired skin; not cell-specific	0.9655172413793104	1.517642902178925e-10
GSE13355	psoriasis_involved_vs_uninvolved_paired	gene	LAMP1	58	58	NA	NA	0.016856948275862066	0.13696790217444452	0.30495705676840035	bulk paired skin; not cell-specific	0.5862068965517241	0.43565293824057194
GSE13355	psoriasis_involved_vs_uninvolved_paired	gene	NAMPT	58	58	NA	NA	1.7163548534482758	2.662215145493622	3.694568926535923e-11	bulk paired skin; not cell-specific	0.9827586206896551	7.389137853071846e-11
GSE13355	psoriasis_involved_vs_uninvolved_paired	gene	IFI30	58	58	NA	NA	0.8561954482758621	2.511651413061874	3.5060510731588664e-11	bulk paired skin; not cell-specific	1.0	7.012102146317733e-11
GSE13355	psoriasis_involved_vs_uninvolved_paired	gene	ASAH1	58	58	NA	NA	-0.3013075	-1.9856868660364775	3.5060510731588664e-11	bulk paired skin; not cell-specific	0.0	1.1686836910529553e-10
GSE13355	psoriasis_involved_vs_uninvolved_paired	gene	TPP1	58	58	NA	NA	0.17873579310344828	0.718101360973844	9.655319243835846e-06	bulk paired skin; not cell-specific	0.7586206896551724	2.4138298109589618e-05
GSE13355	psoriasis_involved_vs_uninvolved_paired	gene	LIPA	58	58	NA	NA	0.5505935517241379	1.9230573201356345	4.101836280095948e-11	bulk paired skin; not cell-specific	0.9827586206896551	1.025459070023987e-10
GSE13355	psoriasis_involved_vs_uninvolved_paired	gene	IL1B	58	58	NA	NA	1.0122154137931034	1.4989178161297214	3.5060510731588664e-11	bulk paired skin; not cell-specific	1.0	7.012102146317733e-11
GSE13355	psoriasis_involved_vs_uninvolved_paired	gene	TNF	58	58	NA	NA	0.28004158620689656	0.9852056021469576	2.031100885161472e-08	bulk paired skin; not cell-specific	0.8448275862068966	4.062201770322944e-08
GSE13355	psoriasis_involved_vs_uninvolved_paired	gene	CXCL10	58	58	NA	NA	2.626769896551724	1.7732102608472198	1.0402060786884076e-10	bulk paired skin; not cell-specific	0.9482758620689655	3.4673535956280257e-10
GSE13355	psoriasis_involved_vs_uninvolved_paired	gene	MSR1	58	58	NA	NA	0.07602663793103448	0.4532903793708952	0.0009595994474677347	bulk paired skin; not cell-specific	0.6724137931034483	0.0015993324124462247
GSE13355	psoriasis_involved_vs_uninvolved_paired	gene	MARCO	58	58	NA	NA	-0.0501491724137931	-0.09342818121678384	0.4835011839462342	bulk paired skin; not cell-specific	0.46551724137931033	0.805835306577057
GSE13355	psoriasis_involved_vs_uninvolved_paired	gene	MERTK	58	58	NA	NA	-0.37527818965517246	-1.3669613313305868	3.857475798859303e-10	bulk paired skin; not cell-specific	0.10344827586206896	1.2858252662864342e-09
