seed	activity	inhibition_fraction	active_area_cells	high_inflam_area_cells	total_debris	total_inflammation
20260555	1.0	0.0	11.0	0.0	12.373946608651465	14.47184078677265
20260556	1.0	0.0	9.0	0.0	13.905534169642223	14.73484874310062
20260557	1.0	0.0	8.0	0.0	10.57439962735349	14.512073011384352
20260558	1.0	0.0	14.0	0.0	13.181517407079788	14.264260184838747
20260559	1.0	0.0	19.0	0.0	17.362759411105575	14.672339408168737
20260560	1.0	0.0	7.0	0.0	12.456883972469967	14.350051933440959
20260561	1.0	0.0	12.0	0.0	16.715863758392935	16.187207884133663
20260562	1.0	0.0	13.0	0.0	14.714212922470601	14.560988076269865
20260563	1.0	0.0	11.0	0.0	12.41918157842947	14.283832293016237
20260564	1.0	0.0	7.0	0.0	12.902624162472108	14.316365033376181
20260565	1.0	0.0	11.0	0.0	12.357814356246838	13.70932130129598
20260566	1.0	0.0	7.0	0.0	11.24356611312638	14.196201005096485
20260567	1.0	0.0	16.0	0.0	15.757885921836355	15.360034866022724
20260568	1.0	0.0	14.0	0.0	14.41047810179396	14.390935196523387
20260569	1.0	0.0	15.0	0.0	15.270408204414657	14.43538125899282
20260570	1.0	0.0	13.0	0.0	14.831869497109263	15.003680531694572
20260571	1.0	0.0	12.0	0.0	12.678190057522858	15.0758674044341
20260572	1.0	0.0	16.0	0.0	14.4031792926869	14.290348767301488
20260573	1.0	0.0	7.0	0.0	11.710966332776934	14.222314557417654
20260574	1.0	0.0	6.0	0.0	11.768358975186668	14.229304510669117
20260575	1.0	0.0	14.0	0.0	16.680485538491197	15.505570008483645
20260576	1.0	0.0	15.0	0.0	13.787679164463025	14.596890098407165
20260577	1.0	0.0	10.0	0.0	13.628924208778573	14.546515070014323
20260578	1.0	0.0	16.0	0.0	15.681582827204306	14.6981933588436
20260579	1.0	0.0	10.0	0.0	13.714966755336189	14.479510672500002
20260580	1.0	0.0	12.0	0.0	13.532599750299301	13.591321567022206
20260581	1.0	0.0	13.0	0.0	15.644295519613776	14.593087494558798
20260582	1.0	0.0	13.0	0.0	16.17288655877337	15.512682586053398
20260583	1.0	0.0	7.0	0.0	13.336781285087914	14.092841228141214
20260584	1.0	0.0	18.0	0.0	15.712289515723308	15.15656939516508
20260585	1.0	0.0	6.0	0.0	14.229902577647913	15.098052475377145
20260586	1.0	0.0	11.0	0.0	13.020158406052822	12.91226230257588
20260587	1.0	0.0	8.0	0.0	15.005050848137333	15.63749865319103
20260588	1.0	0.0	12.0	0.0	13.267130132521588	14.31271607052096
20260589	1.0	0.0	13.0	0.0	16.934813521950417	15.18711234407871
20260590	1.0	0.0	9.0	0.0	12.959670299758278	14.843573693637133
20260591	1.0	0.0	9.0	0.0	12.493881157150703	14.40777334702739
20260592	1.0	0.0	11.0	0.0	15.229871825324171	15.633713869497864
20260593	1.0	0.0	10.0	0.0	13.43160767352542	13.76930643900889
20260594	1.0	0.0	16.0	0.0	18.040842120807667	15.717792223682913
20260595	1.0	0.0	13.0	0.0	16.163276641127677	15.258161372532467
20260596	1.0	0.0	6.0	0.0	11.915048141709127	14.216166129748956
20260597	1.0	0.0	8.0	0.0	14.915082733425008	14.891174123855071
20260598	1.0	0.0	9.0	0.0	14.177497047017305	14.705687221909507
20260599	1.0	0.0	8.0	0.0	15.226108408455485	15.407275460880664
20260600	1.0	0.0	12.0	0.0	14.18145021011256	14.98708315997874
20260601	1.0	0.0	9.0	0.0	14.062958572634269	14.727835923196205
20260602	1.0	0.0	5.0	0.0	10.565730243512707	14.12508807320572
20260603	1.0	0.0	7.0	0.0	12.269811976958762	13.988245801402908
20260604	1.0	0.0	13.0	0.0	14.678383311753638	15.097202982967733
20260605	1.0	0.0	7.0	0.0	13.136104275024948	14.414353123550875
20260606	1.0	0.0	9.0	0.0	12.840400681490946	14.43751430455864
20260607	1.0	0.0	11.0	0.0	13.333395814401129	14.694165547019635
20260608	1.0	0.0	9.0	0.0	13.780477410092388	14.742099125821563
20260609	1.0	0.0	12.0	0.0	14.219870242231643	15.069247955525267
20260610	1.0	0.0	9.0	0.0	16.027115076306433	15.822699870598159
20260611	1.0	0.0	12.0	0.0	14.770513954863208	14.753117112144023
20260612	1.0	0.0	7.0	0.0	13.835523435545646	15.127506703479725
20260613	1.0	0.0	12.0	0.0	10.748963536804489	13.775986547847038
20260614	1.0	0.0	13.0	0.0	13.203213027159787	14.574283969154234
20260615	1.0	0.0	9.0	0.0	14.663422461676165	15.520244702999426
20260616	1.0	0.0	11.0	0.0	14.820124398169684	14.939104359361476
20260617	1.0	0.0	14.0	0.0	14.923120889548056	14.169939488070145
20260618	1.0	0.0	8.0	0.0	12.548103333110674	13.917816105158709
20260619	1.0	0.0	10.0	0.0	12.930336587658148	14.577854608445364
20260620	1.0	0.0	13.0	0.0	16.126985746438137	14.182923268931386
20260621	1.0	0.0	13.0	0.0	13.553909563516608	13.718081572609645
20260622	1.0	0.0	10.0	0.0	15.376910837401429	15.278364226954132
20260623	1.0	0.0	13.0	0.0	14.273220385092824	15.21258007490028
20260624	1.0	0.0	12.0	0.0	13.26436553936453	13.932763042343836
20260625	1.0	0.0	12.0	0.0	12.771447040800272	14.436504908282787
20260626	1.0	0.0	14.0	0.0	16.25461947145465	15.826275082659425
20260627	1.0	0.0	11.0	0.0	15.220373756876954	15.354729020178235
20260628	1.0	0.0	12.0	0.0	13.846483320390476	14.60116204062659
20260629	1.0	0.0	11.0	0.0	14.220066950770768	14.899453003479302
20260630	1.0	0.0	11.0	0.0	12.420095885454995	14.196406384206147
20260631	1.0	0.0	8.0	0.0	14.330003337547128	15.703191584651195
20260632	1.0	0.0	17.0	0.0	15.798868973292064	15.059041824092953
20260633	1.0	0.0	15.0	0.0	14.65639673328575	14.134859829338533
20260634	1.0	0.0	11.0	0.0	15.661446377186977	15.481332060436639
20260635	1.0	0.0	13.0	0.0	14.337277913722364	15.211385950188944
20260636	1.0	0.0	9.0	0.0	13.392656063526843	14.77394559752257
20260637	1.0	0.0	10.0	0.0	13.209204976137363	14.855385006593416
20260638	1.0	0.0	9.0	0.0	11.75261032075694	14.13218832300062
20260639	1.0	0.0	10.0	0.0	14.879675506683242	15.055298907680474
20260640	1.0	0.0	12.0	0.0	13.55904201510322	13.80620344307144
20260641	1.0	0.0	10.0	0.0	12.671910359467478	14.185972269918334
20260642	1.0	0.0	11.0	0.0	15.01705266395744	14.412108985439772
20260643	1.0	0.0	14.0	0.0	14.421202104171302	14.497114650903523
20260644	1.0	0.0	14.0	0.0	14.410860470360145	14.547803190800838
20260645	1.0	0.0	11.0	0.0	14.279608162459935	14.053286733394538
20260526	0.8	0.19999999999999996	9.0	0.0	15.859651518281648	17.471555998196223
20260527	0.8	0.19999999999999996	11.0	0.0	15.631478384263527	16.112647819352905
20260528	0.8	0.19999999999999996	14.0	0.0	18.270719615275986	18.6463307982454
20260529	0.8	0.19999999999999996	14.0	0.0	15.553692443912118	16.30256596903225
20260530	0.8	0.19999999999999996	10.0	0.0	15.415326770895376	17.005107429290405
20260531	0.8	0.19999999999999996	19.0	0.0	18.35530536039218	17.38045349792348
20260532	0.8	0.19999999999999996	11.0	0.0	15.521855701741519	16.689594090133433
20260533	0.8	0.19999999999999996	9.0	0.0	13.985628946585091	15.441082356322804
20260534	0.8	0.19999999999999996	9.0	0.0	14.52178770508484	16.153204330503897
20260535	0.8	0.19999999999999996	20.0	0.0	17.54676390472634	17.257002217573135
20260536	0.8	0.19999999999999996	22.0	0.0	19.923389325473533	17.921327399765605
20260537	0.8	0.19999999999999996	18.0	0.0	19.460877399813906	18.700430981771355
20260538	0.8	0.19999999999999996	9.0	0.0	15.071727004478188	17.193873174631975
20260539	0.8	0.19999999999999996	16.0	0.0	18.58271749135254	18.029720419973607
20260540	0.8	0.19999999999999996	12.0	0.0	17.23705021762352	17.073001597918992
20260541	0.8	0.19999999999999996	18.0	0.0	19.77305923954303	19.183947657687924
20260542	0.8	0.19999999999999996	17.0	0.0	17.90828374263224	17.620904136404857
20260543	0.8	0.19999999999999996	15.0	0.0	18.795403196478922	17.73419959576607
20260544	0.8	0.19999999999999996	15.0	0.0	16.110397121059602	16.840164253081447
20260545	0.8	0.19999999999999996	13.0	0.0	14.57300627238234	16.071840094242347
20260546	0.8	0.19999999999999996	15.0	0.0	17.597007891832146	18.069602511393736
20260547	0.8	0.19999999999999996	16.0	0.0	17.00302060929675	16.738185693379123
20260548	0.8	0.19999999999999996	15.0	0.0	16.898936057715204	16.07646791252401
20260549	0.8	0.19999999999999996	12.0	0.0	17.094196118758447	18.493109528307343
20260550	0.8	0.19999999999999996	17.0	0.0	18.4692609490925	17.939596648381183
20260551	0.8	0.19999999999999996	18.0	0.0	15.31373301951118	16.122214590379997
20260552	0.8	0.19999999999999996	13.0	0.0	18.462279107785374	17.162740519847574
20260553	0.8	0.19999999999999996	16.0	0.0	17.63273590274066	17.501014726479603
20260554	0.8	0.19999999999999996	6.0	0.0	13.725761490989079	16.666145710007775
20260555	0.8	0.19999999999999996	13.0	0.0	15.633993013290782	17.265731818632407
20260556	0.8	0.19999999999999996	11.0	0.0	17.370093074831594	17.67939807786302
20260557	0.8	0.19999999999999996	10.0	0.0	13.840555913559506	17.37874568005278
20260558	0.8	0.19999999999999996	14.0	0.0	16.31774097875273	16.960758789804604
20260559	0.8	0.19999999999999996	24.0	0.0	20.984677411285254	17.50717420132917
20260560	0.8	0.19999999999999996	13.0	0.0	15.777364516872968	17.101010280224813
20260561	0.8	0.19999999999999996	17.0	0.0	20.70699340476089	19.434512239279815
20260562	0.8	0.19999999999999996	16.0	0.0	18.418798496193407	17.56834961355686
20260563	0.8	0.19999999999999996	13.0	0.0	15.839545644384632	16.949164506768142
20260564	0.8	0.19999999999999996	10.0	0.0	16.082102644321463	16.9986164587758
20260565	0.8	0.19999999999999996	17.0	0.0	15.715829556500365	16.346399305057364
20260566	0.8	0.19999999999999996	11.0	0.0	14.420267664535487	17.06959735298119
20260567	0.8	0.19999999999999996	21.0	0.0	19.566104927530805	18.53360174079274
20260568	0.8	0.19999999999999996	20.0	0.0	17.960149238013617	17.166243883774023
20260569	0.8	0.19999999999999996	20.0	0.0	18.835624488241955	17.30156345925692
20260570	0.8	0.19999999999999996	15.0	0.0	18.561389150968292	17.98830235118686
20260571	0.8	0.19999999999999996	15.0	0.0	16.788485894825342	18.154399990839835
20260572	0.8	0.19999999999999996	19.0	0.0	17.921963289170307	17.14118446143505
20260573	0.8	0.19999999999999996	11.0	0.0	15.070920806748413	17.182100215943446
20260574	0.8	0.19999999999999996	9.0	0.0	14.898546406585913	16.844250408072313
20260575	0.8	0.19999999999999996	17.0	0.0	20.81844903861741	18.52075500601974
20260576	0.8	0.19999999999999996	19.0	0.0	17.136554556107992	17.313099686588764
20260577	0.8	0.19999999999999996	13.0	0.0	17.36409232542956	17.442858529785408
20260578	0.8	0.19999999999999996	19.0	0.0	19.35086193304179	17.539009114393153
20260579	0.8	0.19999999999999996	15.0	0.0	17.257176927502165	17.346531644206173
20260580	0.8	0.19999999999999996	13.0	0.0	17.00731160751944	16.17825355978211
20260581	0.8	0.19999999999999996	23.0	0.0	19.233427696339263	17.375975493742995
20260582	0.8	0.19999999999999996	17.0	0.0	20.0984994047287	18.490133264706294
20260583	0.8	0.19999999999999996	9.0	0.0	16.587416110949487	16.673936111051248
20260584	0.8	0.19999999999999996	21.0	0.0	19.547135683123955	18.22195566679978
20260585	0.8	0.19999999999999996	8.0	0.0	17.80042932920832	18.11810353043908
20260586	0.8	0.19999999999999996	16.0	0.0	16.39911540493428	15.396867567997136
20260587	0.8	0.19999999999999996	12.0	0.0	18.930905224274525	18.821245013405665
20260588	0.8	0.19999999999999996	15.0	0.0	16.52489094498761	17.157019215356193
20260589	0.8	0.19999999999999996	18.0	0.0	20.786457110353066	17.97712827328538
20260590	0.8	0.19999999999999996	11.0	0.0	16.661756032383778	17.823043033843714
20260591	0.8	0.19999999999999996	13.0	0.0	15.62068081151573	16.96464430238347
20260592	0.8	0.19999999999999996	17.0	0.0	19.65753077331457	19.076135366803427
20260593	0.8	0.19999999999999996	14.0	0.0	16.789996244773697	16.525989125531428
20260594	0.8	0.19999999999999996	21.0	0.0	21.982898938635508	18.778145212842553
20260595	0.8	0.19999999999999996	18.0	0.0	20.118386941271623	18.169390703924144
20260596	0.8	0.19999999999999996	7.0	0.0	15.035098195775502	16.97867126238154
20260597	0.8	0.19999999999999996	14.0	0.0	18.623070379602247	17.73966622267104
20260598	0.8	0.19999999999999996	17.0	0.0	17.742612727861264	17.701207012691743
20260599	0.8	0.19999999999999996	17.0	0.0	18.884714584548508	18.362011120102675
20260600	0.8	0.19999999999999996	16.0	0.0	17.96996958251804	18.07231732486592
20260601	0.8	0.19999999999999996	12.0	0.0	17.707342940340922	17.56528549817465
20260602	0.8	0.19999999999999996	9.0	0.0	14.07144492267604	16.986658100476312
20260603	0.8	0.19999999999999996	8.0	0.0	15.553757827918645	16.818102566185374
20260604	0.8	0.19999999999999996	16.0	0.0	18.16909459484692	17.97337283625348
20260605	0.8	0.19999999999999996	12.0	0.0	16.585191008571172	17.246715060902943
20260606	0.8	0.19999999999999996	12.0	0.0	16.100067103057363	17.121987999217737
20260607	0.8	0.19999999999999996	15.0	0.0	16.723821867099417	17.603193479932507
20260608	0.8	0.19999999999999996	12.0	0.0	17.15892162463703	17.549059544605562
20260609	0.8	0.19999999999999996	18.0	0.0	17.68323254557523	17.939736956474725
20260610	0.8	0.19999999999999996	13.0	0.0	19.965066801158365	18.909334935088783
20260611	0.8	0.19999999999999996	16.0	0.0	18.544667453575347	17.60300902422537
20260612	0.8	0.19999999999999996	11.0	0.0	17.445183085041727	18.109899760744064
20260613	0.8	0.19999999999999996	14.0	0.0	13.785984940172533	16.39810812157846
20260614	0.8	0.19999999999999996	17.0	0.0	16.829079290362195	17.59934680669908
20260615	0.8	0.19999999999999996	14.0	0.0	18.366517085317497	18.493799110793937
20260616	0.8	0.19999999999999996	14.0	0.0	18.21428718588752	17.645332722093467
20260617	0.8	0.19999999999999996	19.0	0.0	18.6723404313571	16.969930644207516
20260618	0.8	0.19999999999999996	13.0	0.0	15.761937909488847	16.6621894547594
20260619	0.8	0.19999999999999996	13.0	0.0	16.30110850825506	17.37079867509196
20260620	0.8	0.19999999999999996	18.0	0.0	19.47413737128704	16.822055780849198
20260621	0.8	0.19999999999999996	15.0	0.0	17.042455149081636	16.401382744546837
20260622	0.8	0.19999999999999996	13.0	0.0	19.416402248222255	18.356399398789684
20260623	0.8	0.19999999999999996	20.0	0.0	18.11519014135297	18.295998110611407
20260624	0.8	0.19999999999999996	16.0	0.0	16.490027005031447	16.619506204344766
20260625	0.8	0.19999999999999996	16.0	0.0	16.355497185530538	17.519552307517394
20260626	0.8	0.19999999999999996	20.0	0.0	20.30135767030296	18.82165274865971
20260627	0.8	0.19999999999999996	15.0	0.0	19.01714781324998	18.365121503665552
20260628	0.8	0.19999999999999996	18.0	0.0	17.16279287206764	17.355980538167298
20260629	0.8	0.19999999999999996	15.0	0.0	17.825082301639355	17.958677362062218
20260630	0.8	0.19999999999999996	15.0	0.0	15.70590837805738	16.881321661282758
20260631	0.8	0.19999999999999996	12.0	0.0	18.389530731544244	18.953816177630593
20260632	0.8	0.19999999999999996	21.0	0.0	19.390369253087005	17.837852134682613
20260633	0.8	0.19999999999999996	18.0	0.0	17.950045058076945	16.76877178497
20260634	0.8	0.19999999999999996	19.0	0.0	19.39439509290166	18.585029778107447
20260635	0.8	0.19999999999999996	15.0	0.0	17.906419769818765	18.148898258532434
20260636	0.8	0.19999999999999996	12.0	0.0	17.39056483554627	17.856924917113034
20260637	0.8	0.19999999999999996	11.0	0.0	16.7352288936902	17.794736357686162
20260638	0.8	0.19999999999999996	13.0	0.0	14.860116515471503	16.73849424063837
20260639	0.8	0.19999999999999996	16.0	0.0	18.465911870475807	17.982460696751144
20260640	0.8	0.19999999999999996	13.0	0.0	16.781029205573788	16.386112942121667
20260641	0.8	0.19999999999999996	11.0	0.0	15.817529031634487	16.746897358629106
20260642	0.8	0.19999999999999996	17.0	0.0	18.490949408711117	17.109883878827745
20260643	0.8	0.19999999999999996	17.0	0.0	17.685358359729612	17.101964841073062
20260644	0.8	0.19999999999999996	15.0	0.0	17.789208989116545	17.310434614716378
20260645	0.8	0.19999999999999996	17.0	0.0	17.578009472710534	16.73580929440568
20260526	0.6	0.4	14.0	0.0	21.423724475089195	21.954016736888953
20260527	0.6	0.4	16.0	0.0	19.9847969591707	19.783920078453185
20260528	0.6	0.4	22.0	0.0	23.87988503613465	23.234699252666022
20260529	0.6	0.4	17.0	0.0	20.390572473611936	20.460220881139133
20260530	0.6	0.4	16.0	0.0	20.580899049423984	21.41021602280212
20260531	0.6	0.4	24.0	0.0	23.32522294682873	21.511491194885508
20260532	0.6	0.4	17.0	0.0	19.964887343116015	20.44370750762842
20260533	0.6	0.4	10.0	0.0	18.19932069569915	19.255852356104626
20260534	0.6	0.4	10.0	0.0	19.565799526408792	20.287546149397485
20260535	0.6	0.4	24.0	0.0	22.492157597370863	21.44837013670289
20260536	0.6	0.4	26.0	0.0	25.3646692093011	22.603220119204458
20260537	0.6	0.4	22.0	0.0	24.859333591771133	23.029027700246136
20260538	0.6	0.4	14.0	0.0	20.001916972037698	21.339330607789464
20260539	0.6	0.4	22.0	0.0	23.66529034995195	22.275732890310543
20260540	0.6	0.4	18.0	0.0	22.491844513138247	21.498680624405146
20260541	0.6	0.4	31.0	0.0	25.626090530211087	24.09096499938485
20260542	0.6	0.4	22.0	0.0	23.570725658218464	22.080600197787028
20260543	0.6	0.4	19.0	0.0	24.5457495368829	22.592803662353628
20260544	0.6	0.4	21.0	0.0	21.386128549788797	21.034505224998682
20260545	0.6	0.4	15.0	0.0	19.22362739299597	19.742216902762593
20260546	0.6	0.4	17.0	0.0	23.531847521105426	22.867246651735623
20260547	0.6	0.4	22.0	0.0	21.889437985360196	20.98140801711871
20260548	0.6	0.4	21.0	0.0	21.5039338423274	19.861155265240395
20260549	0.6	0.4	17.0	0.0	22.662021633867923	22.974127275319212
20260550	0.6	0.4	24.0	0.0	23.72044840068545	22.306779615391235
20260551	0.6	0.4	24.0	0.0	20.530934428569182	20.150882802703137
20260552	0.6	0.4	23.0	0.0	23.549273030372703	21.28243156109737
20260553	0.6	0.4	20.0	0.0	22.643045130258766	21.86324197699409
20260554	0.6	0.4	7.0	0.0	18.303376464908876	20.71695125776457
20260555	0.6	0.4	15.0	0.0	20.397630798706693	21.31163288980199
20260556	0.6	0.4	14.0	0.0	22.746241902950928	22.291853016696173
20260557	0.6	0.4	12.0	0.0	18.50575606188316	21.59359592534547
20260558	0.6	0.4	22.0	0.0	21.448576270437293	21.01274208816873
20260559	0.6	0.4	32.0	0.0	26.182675026662938	21.811897826368146
20260560	0.6	0.4	19.0	0.0	20.894044980164963	21.318113767708414
20260561	0.6	0.4	27.0	0.0	26.45229258655442	24.197150715446504
20260562	0.6	0.4	27.0	0.0	23.882327213459636	22.049217572447397
20260563	0.6	0.4	17.0	0.0	20.734740133761758	21.159785005811997
20260564	0.6	0.4	19.0	0.0	21.243334432348206	21.223667596281125
20260565	0.6	0.4	20.0	0.0	20.42241536296101	20.46241429441512
20260566	0.6	0.4	14.0	0.0	19.119581295862663	21.284653494451035
20260567	0.6	0.4	28.0	0.0	25.652101623183192	23.419824031280207
20260568	0.6	0.4	25.0	0.0	23.027773795362208	21.480925762625496
20260569	0.6	0.4	28.0	0.0	24.686659180429416	21.754594206633435
20260570	0.6	0.4	26.0	0.0	23.91546536761072	22.451800323453725
20260571	0.6	0.4	17.0	0.0	22.25221135788979	22.70521810551316
20260572	0.6	0.4	25.0	0.0	22.992929305628785	21.544850433364722
20260573	0.6	0.4	15.0	0.0	19.942841087171416	21.48241182010796
20260574	0.6	0.4	14.0	0.0	19.95640732294821	21.070399127260814
20260575	0.6	0.4	19.0	0.0	26.752377297742562	23.095150268039447
20260576	0.6	0.4	24.0	0.0	21.97648591261582	21.36823113791357
20260577	0.6	0.4	17.0	0.0	22.976627006910853	21.798458508304776
20260578	0.6	0.4	28.0	0.0	24.75889743500293	21.75946561927573
20260579	0.6	0.4	19.0	0.0	22.487144532097876	21.651911303849403
20260580	0.6	0.4	17.0	0.0	21.700722528458975	20.125297328766372
20260581	0.6	0.4	27.0	0.0	24.40361169842256	21.561173796168443
20260582	0.6	0.4	19.0	0.0	25.56722690468702	22.744736669240087
20260583	0.6	0.4	16.0	0.0	21.5053576265002	20.7771094670778
20260584	0.6	0.4	24.0	0.0	25.18986721537881	22.848592682333507
20260585	0.6	0.4	15.0	0.0	23.06329681508602	22.651797208371683
20260586	0.6	0.4	28.0	0.0	20.707901035879512	18.991533789723924
20260587	0.6	0.4	19.0	0.0	25.18671127225376	23.69602806566128
20260588	0.6	0.4	17.0	0.0	21.386118771498566	21.44493765304521
20260589	0.6	0.4	29.0	0.0	26.227408891072738	22.200149661397806
20260590	0.6	0.4	21.0	0.0	21.95129562563378	22.15540864754661
20260591	0.6	0.4	18.0	0.0	20.330320189203064	20.830510917181055
20260592	0.6	0.4	23.0	0.0	25.841876448942305	24.235039935825156
20260593	0.6	0.4	17.0	0.0	21.831528087506065	20.78778832984323
20260594	0.6	0.4	28.0	0.0	27.482553630337897	23.1654624556711
20260595	0.6	0.4	25.0	0.0	25.834014639132583	22.471000634771663
20260596	0.6	0.4	9.0	0.0	19.933178222981226	21.110935792056075
20260597	0.6	0.4	20.0	0.0	23.76635551287147	21.834891337291882
20260598	0.6	0.4	23.0	0.0	23.398366755236182	22.216183689635727
20260599	0.6	0.4	24.0	0.0	24.631563684927052	22.762793064831193
20260600	0.6	0.4	24.0	0.0	23.196610668450404	22.524753086918324
20260601	0.6	0.4	16.0	0.0	22.955884159429413	21.997986566244023
20260602	0.6	0.4	16.0	0.0	19.22361656053691	21.196487066587892
20260603	0.6	0.4	18.0	0.0	20.74220892181883	21.138339416493174
20260604	0.6	0.4	18.0	0.0	23.729695229996736	22.400119659309002
20260605	0.6	0.4	17.0	0.0	21.537070702544675	21.423675878717734
20260606	0.6	0.4	16.0	0.0	21.41030001701666	21.220146897512336
20260607	0.6	0.4	19.0	0.0	22.07373444473759	21.99896995433361
20260608	0.6	0.4	22.0	0.0	22.09996255913515	21.76281610622874
20260609	0.6	0.4	19.0	0.0	22.99177586590541	22.366307085761584
20260610	0.6	0.4	17.0	0.0	25.670531413215514	23.43101288382148
20260611	0.6	0.4	20.0	0.0	23.762152704457865	21.82667211831012
20260612	0.6	0.4	18.0	0.0	23.388331140727605	22.854960712779743
20260613	0.6	0.4	19.0	0.0	18.6561355010875	20.483569420249992
20260614	0.6	0.4	21.0	0.0	21.83230552642457	22.03775498217386
20260615	0.6	0.4	21.0	0.0	24.184609424795482	23.25329059517823
20260616	0.6	0.4	26.0	0.0	23.336794149870975	21.854131595228736
20260617	0.6	0.4	25.0	0.0	24.031382764167233	21.364512991189322
20260618	0.6	0.4	17.0	0.0	20.663608683324437	20.925494492735766
20260619	0.6	0.4	18.0	0.0	21.480977524540716	21.673256579264425
20260620	0.6	0.4	26.0	0.0	24.242511883943948	20.747554138339304
20260621	0.6	0.4	20.0	0.0	22.062508868530614	20.63599014840759
20260622	0.6	0.4	23.0	0.0	24.862465732183097	22.691213160996327
20260623	0.6	0.4	26.0	0.0	23.79026697968728	22.997716783211473
20260624	0.6	0.4	17.0	0.0	21.34067895505313	20.80325565630317
20260625	0.6	0.4	20.0	0.0	21.582344234912892	22.09761430136491
20260626	0.6	0.4	32.0	0.0	25.887174167788693	23.156562303092116
20260627	0.6	0.4	23.0	0.0	25.172979257594612	23.23301701324767
20260628	0.6	0.4	24.0	0.0	22.283800682765467	21.58608328926242
20260629	0.6	0.4	19.0	0.0	23.368562261258816	22.604439331677725
20260630	0.6	0.4	20.0	0.0	20.468941992339072	21.05422140858675
20260631	0.6	0.4	19.0	0.0	24.46391155145453	23.796571522999038
20260632	0.6	0.4	25.0	0.0	24.526322595395524	21.9156687769962
20260633	0.6	0.4	23.0	0.0	23.52809234956186	21.103934327828952
20260634	0.6	0.4	25.0	0.0	25.01734371390142	23.041234180134822
20260635	0.6	0.4	20.0	0.0	23.393093431921095	22.644504047671482
20260636	0.6	0.4	18.0	0.0	23.396087389544228	22.625572169405817
20260637	0.6	0.4	17.0	0.0	22.219836632752124	22.25901397055325
20260638	0.6	0.4	15.0	0.0	19.54472139625582	20.775630116955426
20260639	0.6	0.4	23.0	0.0	24.157537319953736	22.563201458070452
20260640	0.6	0.4	15.0	0.0	21.41374498380698	20.22016517457743
20260641	0.6	0.4	16.0	0.0	20.602317134041215	20.674126950037994
20260642	0.6	0.4	21.0	0.0	23.710676798178305	21.100687414877882
20260643	0.6	0.4	25.0	0.0	22.793408355578848	21.39458219059828
20260644	0.6	0.4	22.0	0.0	23.04573991373048	21.78006267740597
20260645	0.6	0.4	23.0	0.0	22.755790596668803	20.944949365955033
20260526	0.4	0.6	22.0	0.0	30.14650107691788	29.365338179908164
20260527	0.4	0.6	30.0	0.0	27.0393042751343	25.85399086456854
20260528	0.4	0.6	34.0	0.0	33.839587380068316	31.481583803475736
20260529	0.4	0.6	27.0	0.0	28.157416182996528	27.165215161074507
20260530	0.4	0.6	22.0	0.0	29.024659395734737	28.84713193777786
20260531	0.4	0.6	34.0	0.0	31.768866925295708	28.688268427911797
20260532	0.4	0.6	26.0	0.0	27.89496594221279	26.877219107008763
20260533	0.4	0.6	22.0	0.0	25.66047841315377	25.95130547924621
20260534	0.4	0.6	20.0	0.0	27.112558285160024	27.03779487093091
