gene	call	passed_gates	gate_count	failed_gates	substring_closed_in_original_logic	wave55_score	genetic_diseases	ms_genetic_association	ms_wm_delta_log2	ms_wm_p	strict_residual_disease_count	max_clinical_score	max_literature_score	foundation_recommendation	wave34_call	primary_blocker	corrected_wave122_call
TNFSF4	NO_REOPEN_GENETICS_FIRST_ROUTE	3	11	genetic_breadth_ge4;ms_genetic_anchor;local_cellstate_ge3_no_negative;strict_ms_local_nominal;residual_support_ge2;druggability_or_modality;coloc_or_mr_grade;wave34_not_no_go	False	12.0	Crohn;RA;SLE	0.0	0.6270848102626294	0.17928608394651	0	0.0	0.8466175225140111		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY		NO_GO_FRESH_SCAN
ATG5	NO_REOPEN_GENETICS_FIRST_ROUTE	3	11	genetic_breadth_ge4;ms_genetic_anchor;local_cellstate_ge3_no_negative;strict_ms_local_nominal;residual_support_ge2;druggability_or_modality;coloc_or_mr_grade;wave34_not_no_go	False	11.0	AS;RA;SLE	0.0	0.0405112074596498	0.8250652155075388	0	0.0	0.78847671718479		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY		NO_GO_FRESH_SCAN
CCDC122	NO_REOPEN_GENETICS_FIRST_ROUTE	3	11	genetic_breadth_ge4;ms_genetic_anchor;local_cellstate_ge3_no_negative;strict_ms_local_nominal;residual_support_ge2;druggability_or_modality;coloc_or_mr_grade;wave34_not_no_go	False	11.0	Crohn;Psoriasis;T1D	0.0	0.3898838207699753	0.6872138371807086	0	0.0	0.0121586159522324		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY		NO_GO_FRESH_SCAN
DCLRE1B	NO_REOPEN_GENETICS_FIRST_ROUTE	3	11	genetic_breadth_ge4;ms_genetic_anchor;local_cellstate_ge3_no_negative;residual_support_ge2;perturbation_or_model_support;druggability_or_modality;coloc_or_mr_grade;wave34_not_no_go	False	11.0	RA;T1D	0.0	0.8296249946325531	0.0306555079225424	0	0.0	0.095580230957827	do_not_promote	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	no_target_resolved_coloc_or_mr	NO_GO_FRESH_SCAN
GSDMB	NO_REOPEN_GENETICS_FIRST_ROUTE	3	11	genetic_breadth_ge4;ms_genetic_anchor;local_cellstate_ge3_no_negative;strict_ms_local_nominal;residual_support_ge2;druggability_or_modality;coloc_or_mr_grade;wave34_not_no_go	False	11.0	PBC;T1D;UC	0.0	-0.2598670143166117	0.2160780892741972	0	0.0	0.45635540415316		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY		NO_GO_FRESH_SCAN
MFSD6	NO_REOPEN_GENETICS_FIRST_ROUTE	3	11	genetic_breadth_ge4;ms_genetic_anchor;local_cellstate_ge3_no_negative;strict_ms_local_nominal;residual_support_ge2;druggability_or_modality;coloc_or_mr_grade;wave34_not_no_go	False	11.0	AITD;PBC;SLE	0.0	0.5117762925650782	0.0866554323057222	0	0.0	0.1139870245521789		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY		NO_GO_FRESH_SCAN
NAB1	NO_REOPEN_GENETICS_FIRST_ROUTE	3	11	genetic_breadth_ge4;ms_genetic_anchor;local_cellstate_ge3_no_negative;strict_ms_local_nominal;residual_support_ge2;druggability_or_modality;coloc_or_mr_grade;wave34_not_no_go	False	11.0	Crohn;PBC;RA	0.0	0.2243991479357632	0.2956673841450982	0	0.0	0.1344624715550703		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY		NO_GO_FRESH_SCAN
NFATC1	NO_REOPEN_GENETICS_FIRST_ROUTE	3	11	genetic_breadth_ge4;ms_genetic_anchor;local_cellstate_ge3_no_negative;strict_ms_local_nominal;residual_support_ge2;druggability_or_modality;coloc_or_mr_grade;wave34_not_no_go	False	11.0	AITD;Crohn;RA	0.0	0.2935149324474242	0.1296076634740015	0	0.0	0.5492527026893644		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY		NO_GO_FRESH_SCAN
BAK1	NO_REOPEN_GENETICS_FIRST_ROUTE	3	11	genetic_breadth_ge4;ms_genetic_anchor;local_cellstate_ge3_no_negative;strict_ms_local_nominal;residual_support_ge2;druggability_or_modality;coloc_or_mr_grade;wave34_not_no_go	False	10.0	PBC;RA	0.0	0.1682184307703664	0.3076935847273009	0	0.0	0.0963198800949212		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY		NO_GO_FRESH_SCAN
C1QTNF6	NO_REOPEN_GENETICS_FIRST_ROUTE	3	11	genetic_breadth_ge4;ms_genetic_anchor;local_cellstate_ge3_no_negative;strict_ms_local_nominal;residual_support_ge2;druggability_or_modality;coloc_or_mr_grade;wave34_not_no_go	False	10.0	AITD;T1D	0.0	0.329421622047823	0.2542292601383649	0	0.0	0.5295930903359546		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY		NO_GO_FRESH_SCAN
CTH	NO_REOPEN_GENETICS_FIRST_ROUTE	3	11	genetic_breadth_ge4;ms_genetic_anchor;local_cellstate_ge3_no_negative;strict_ms_local_nominal;residual_support_ge2;druggability_or_modality;coloc_or_mr_grade;wave34_not_no_go	False	10.0	AS;RA	0.0	0.3348947972681371	0.4020390682823963	0	0.0	0.0841815285026092		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY		NO_GO_FRESH_SCAN
ELF1	NO_REOPEN_GENETICS_FIRST_ROUTE	3	11	genetic_breadth_ge4;ms_genetic_anchor;local_cellstate_ge3_no_negative;strict_ms_local_nominal;residual_support_ge2;druggability_or_modality;coloc_or_mr_grade;wave34_not_no_go	False	10.0	Crohn;SLE	0.0	-0.1341082310232391	0.6429856056812004	0	0.0	0.5767874897887402		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY		NO_GO_FRESH_SCAN
ERBB3	NO_REOPEN_GENETICS_FIRST_ROUTE	3	11	genetic_breadth_ge4;ms_genetic_anchor;local_cellstate_ge3_no_negative;strict_ms_local_nominal;residual_support_ge2;druggability_or_modality;coloc_or_mr_grade;wave34_not_no_go	False	10.0	AITD;RA;T1D	0.0	-1.8898863263101884	0.0747848046708715	0	0.0	0.3970804069727486		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY		NO_GO_FRESH_SCAN
