	Sample1	Sample2	Sample3	Sample4	Sample5	Sample6	Sample7	Sample8	Sample9	Sample10	Sample11
DNAJC30	18.0	20.0	35.0	31.0	19.0	27.0	5.0	11.0	16.0	22.0	0.0
DNAJC4	62.0	54.0	106.0	79.0	18.0	49.0	15.0	12.0	12.0	41.0	7.0
DNAJC5	336.0	304.0	356.0	348.0	124.0	264.0	62.0	113.0	81.0	220.0	27.0
DNAJC5B	59.0	31.0	29.0	22.0	25.0	47.0	4.0	15.0	14.0	23.0	4.0
DNAJC5G	0.0	1.0	3.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0
DNAJC6	3.0	6.0	8.0	4.0	10.0	34.0	8.0	12.0	34.0	25.0	7.0
DNAJC7	579.0	473.0	663.0	528.0	310.0	560.0	148.0	240.0	293.0	488.0	74.0
DNAJC8	600.0	483.0	600.0	489.0	302.0	531.0	142.0	218.0	237.0	425.0	62.0
DNAJC8P1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DNAJC9	70.0	58.0	90.0	66.0	26.0	53.0	18.0	27.0	45.0	51.0	8.0
DNAL1	34.0	39.0	39.0	46.0	34.0	52.0	11.0	27.0	77.0	44.0	15.0
DNAL4	14.0	11.0	16.0	14.0	2.0	8.0	3.0	5.0	11.0	19.0	4.0
DNALI1	2.0	0.0	0.0	2.0	1.0	1.0	0.0	0.0	5.0	1.0	0.0
DNASE1	79.0	54.0	68.0	44.0	21.0	56.0	11.0	39.0	60.0	63.0	11.0
DNASE1L1	132.0	77.0	119.0	133.0	44.0	84.0	24.0	39.0	35.0	45.0	10.0
DNASE1L2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0
DNASE1L3	3.0	2.0	7.0	4.0	3.0	8.0	0.0	4.0	17.0	4.0	0.0
DNASE2	360.0	497.0	668.0	848.0	69.0	147.0	71.0	60.0	65.0	103.0	28.0
DNASE2B	0.0	4.0	1.0	1.0	0.0	1.0	0.0	0.0	5.0	3.0	0.0
DND1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
DND1P1	1.0	1.0	0.0	4.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0
DNER	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0
DNHD1	62.0	41.0	50.0	52.0	14.0	59.0	14.0	22.0	38.0	50.0	4.0
DNLZ	0.0	2.0	0.0	0.0	1.0	6.0	0.0	0.0	2.0	1.0	0.0
DNM1	12.0	9.0	10.0	8.0	8.0	19.0	8.0	11.0	24.0	18.0	3.0
DNM1L	287.0	220.0	369.0	268.0	116.0	325.0	66.0	113.0	157.0	334.0	57.0
DNM1P17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DNM1P28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DNM1P30	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DNM1P31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
DNM1P32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DNM1P33	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DNM1P34	3.0	0.0	2.0	0.0	2.0	3.0	0.0	0.0	4.0	0.0	0.0
DNM1P38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
DNM1P46	7.0	3.0	3.0	6.0	0.0	13.0	2.0	2.0	9.0	5.0	1.0
DNM1P47	5.0	3.0	6.0	16.0	9.0	9.0	11.0	1.0	8.0	14.0	2.0
DNM1P49	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DNM1P51	1.0	1.0	0.0	3.0	3.0	5.0	2.0	3.0	23.0	9.0	2.0
DNM2	262.0	217.0	311.0	258.0	114.0	295.0	79.0	123.0	129.0	252.0	41.0
DNM3	5.0	8.0	2.0	5.0	1.0	3.0	0.0	2.0	10.0	7.0	0.0
DNMBP	12.0	9.0	15.0	10.0	7.0	5.0	1.0	14.0	7.0	14.0	3.0
DNMT1	705.0	491.0	1032.0	944.0	132.0	419.0	92.0	102.0	114.0	225.0	38.0
DNMT3A	20.0	19.0	25.0	30.0	6.0	11.0	0.0	2.0	8.0	15.0	1.0
DNMT3B	6.0	9.0	0.0	7.0	2.0	2.0	6.0	1.0	3.0	3.0	0.0
DNMT3L	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
DNPEP	199.0	175.0	230.0	214.0	78.0	233.0	54.0	88.0	88.0	231.0	38.0
DNPH1	219.0	223.0	214.0	216.0	87.0	123.0	41.0	66.0	94.0	91.0	15.0
DNTT	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DNTTIP1	42.0	26.0	30.0	25.0	18.0	35.0	1.0	10.0	7.0	17.0	1.0
DNTTIP2	634.0	562.0	508.0	402.0	568.0	931.0	230.0	480.0	1022.0	748.0	104.0
DOC2A	2.0	7.0	8.0	4.0	3.0	8.0	3.0	6.0	11.0	13.0	0.0
DOC2B	5.0	14.0	8.0	3.0	6.0	7.0	4.0	3.0	12.0	6.0	1.0
DOC2GP	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	4.0	0.0	0.0
DOCK1	54.0	6.0	40.0	19.0	12.0	23.0	4.0	14.0	19.0	18.0	5.0
DOCK10	273.0	218.0	388.0	261.0	56.0	170.0	40.0	65.0	70.0	183.0	21.0
DOCK11	151.0	44.0	148.0	94.0	37.0	53.0	19.0	46.0	30.0	67.0	9.0
DOCK11P1	1.0	3.0	1.0	1.0	3.0	0.0	0.0	2.0	8.0	1.0	1.0
DOCK2	648.0	550.0	941.0	878.0	265.0	680.0	195.0	200.0	141.0	448.0	92.0
DOCK3	8.0	6.0	15.0	10.0	6.0	18.0	4.0	3.0	10.0	23.0	3.0
DOCK4	642.0	451.0	655.0	464.0	631.0	1480.0	378.0	543.0	491.0	1160.0	177.0
DOCK5	346.0	194.0	374.0	277.0	113.0	189.0	64.0	113.0	137.0	210.0	42.0
DOCK6	20.0	18.0	19.0	8.0	6.0	26.0	8.0	13.0	25.0	31.0	4.0
DOCK7	77.0	72.0	94.0	86.0	48.0	99.0	39.0	39.0	113.0	99.0	16.0
DOCK8	495.0	409.0	713.0	637.0	164.0	479.0	162.0	176.0	154.0	402.0	85.0
DOCK9	0.0	3.0	6.0	7.0	3.0	4.0	5.0	4.0	5.0	6.0	1.0
DOHH	12.0	21.0	17.0	7.0	1.0	21.0	0.0	2.0	5.0	22.0	0.0
DOK1	217.0	161.0	272.0	250.0	75.0	137.0	27.0	38.0	27.0	98.0	16.0
DOK2	154.0	154.0	217.0	322.0	13.0	14.0	6.0	8.0	13.0	21.0	4.0
DOK3	588.0	590.0	758.0	533.0	176.0	289.0	35.0	102.0	102.0	224.0	13.0
DOK4	0.0	2.0	3.0	0.0	0.0	3.0	0.0	1.0	3.0	0.0	0.0
DOK5	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
DOK6	3.0	5.0	4.0	5.0	9.0	7.0	0.0	4.0	7.0	10.0	0.0
DOK7	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DOLK	108.0	66.0	143.0	124.0	42.0	84.0	13.0	45.0	18.0	77.0	12.0
DOLPP1	59.0	56.0	105.0	58.0	28.0	58.0	16.0	14.0	14.0	45.0	4.0
DONSON	10.0	5.0	9.0	8.0	11.0	15.0	2.0	8.0	8.0	11.0	2.0
DOP1A	29.0	41.0	37.0	54.0	38.0	93.0	52.0	51.0	35.0	78.0	47.0
DOP1B	165.0	103.0	270.0	227.0	49.0	69.0	19.0	37.0	34.0	79.0	14.0
DOT1L	152.0	71.0	169.0	48.0	298.0	670.0	84.0	352.0	195.0	742.0	85.0
DPAGT1	253.0	189.0	307.0	290.0	80.0	244.0	72.0	107.0	75.0	171.0	17.0
DPCD	9.0	8.0	16.0	14.0	2.0	1.0	2.0	3.0	3.0	6.0	4.0
DPEP1	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DPEP2	27.0	30.0	39.0	25.0	12.0	36.0	4.0	9.0	18.0	16.0	4.0
DPEP2NB	0.0	0.0	1.0	0.0	0.0	0.0	0.0	3.0	3.0	0.0	0.0
DPEP3	0.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0
DPF1	2.0	4.0	5.0	1.0	3.0	7.0	1.0	1.0	9.0	6.0	1.0
DPF2	230.0	249.0	299.0	240.0	132.0	241.0	65.0	99.0	129.0	232.0	42.0
DPF3	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	3.0	0.0
DPH1	57.0	106.0	79.0	43.0	60.0	141.0	23.0	40.0	101.0	88.0	10.0
DPH2	73.0	65.0	105.0	88.0	22.0	32.0	11.0	15.0	21.0	46.0	3.0
DPH3	214.0	138.0	257.0	187.0	128.0	267.0	62.0	125.0	133.0	230.0	36.0
DPH3P1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DPH3P2	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
DPH5	29.0	20.0	38.0	27.0	9.0	13.0	1.0	7.0	18.0	24.0	1.0
DPH6	55.0	41.0	52.0	48.0	11.0	33.0	10.0	11.0	26.0	49.0	4.0
DPH7	60.0	33.0	73.0	60.0	25.0	61.0	15.0	26.0	40.0	60.0	5.0
DPM1	101.0	82.0	117.0	82.0	50.0	89.0	16.0	54.0	48.0	115.0	15.0
DPM2	178.0	125.0	166.0	174.0	59.0	159.0	34.0	73.0	58.0	150.0	14.0
DPM3	61.0	36.0	54.0	54.0	23.0	30.0	12.0	10.0	21.0	41.0	8.0
DPP10	9.0	11.0	3.0	5.0	5.0	2.0	5.0	7.0	24.0	12.0	1.0
DPP3	243.0	227.0	293.0	265.0	110.0	220.0	60.0	100.0	79.0	168.0	27.0
DPP3P1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
DPP3P2	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0
DPP4	3.0	2.0	1.0	1.0	0.0	2.0	2.0	2.0	0.0	4.0	0.0
DPP6	7.0	8.0	1.0	2.0	2.0	1.0	1.0	9.0	7.0	5.0	1.0
DPP7	253.0	265.0	334.0	168.0	141.0	292.0	42.0	83.0	110.0	218.0	16.0
DPP8	232.0	171.0	248.0	259.0	76.0	182.0	64.0	79.0	109.0	196.0	39.0
DPP9	472.0	412.0	512.0	436.0	211.0	365.0	120.0	185.0	168.0	335.0	56.0
DPPA2	1.0	0.0	1.0	0.0	1.0	5.0	0.0	0.0	4.0	1.0	1.0
DPPA2P2	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0
DPPA2P3	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DPPA2P4	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DPPA3	2.0	1.0	0.0	3.0	0.0	0.0	1.0	0.0	6.0	4.0	0.0
DPPA3P1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
DPPA3P2	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DPPA3P3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
DPPA4	23.0	40.0	23.0	14.0	19.0	34.0	1.0	15.0	36.0	40.0	2.0
DPPA5P1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0
DPPA5P2	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
DPPA5P4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DPRX	0.0	0.0	0.0	0.0	3.0	1.0	0.0	0.0	0.0	0.0	0.0
DPRXP1	0.0	0.0	0.0	0.0	1.0	1.0	2.0	0.0	0.0	0.0	0.0
DPRXP2	2.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0
DPRXP3	3.0	1.0	2.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0
DPRXP4	8.0	5.0	7.0	3.0	0.0	3.0	1.0	3.0	0.0	0.0	0.0
DPRXP5	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DPRXP6	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0
DPRXP7	1.0	2.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0
DPT	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DPY19L1	6.0	13.0	7.0	12.0	5.0	4.0	1.0	4.0	9.0	6.0	3.0
DPY19L1P1	3.0	7.0	2.0	3.0	2.0	6.0	0.0	5.0	10.0	4.0	0.0
DPY19L1P2	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
DPY19L2	3.0	3.0	3.0	1.0	0.0	5.0	0.0	2.0	4.0	2.0	0.0
DPY19L2P1	5.0	7.0	4.0	4.0	1.0	4.0	2.0	6.0	11.0	3.0	2.0
DPY19L2P2	40.0	29.0	33.0	30.0	24.0	57.0	5.0	38.0	58.0	57.0	11.0
DPY19L2P3	3.0	3.0	0.0	4.0	0.0	4.0	0.0	1.0	10.0	4.0	0.0
DPY19L2P4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DPY19L2P5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DPY19L3	29.0	32.0	38.0	36.0	41.0	44.0	13.0	19.0	55.0	44.0	7.0
DPY19L4	21.0	5.0	16.0	14.0	15.0	11.0	4.0	9.0	15.0	9.0	2.0
DPY19L4P1	1.0	8.0	0.0	3.0	0.0	0.0	0.0	0.0	4.0	1.0	0.0
DPY19L4P2	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	3.0	0.0	0.0
DPY30	104.0	83.0	104.0	115.0	31.0	65.0	19.0	28.0	40.0	47.0	11.0
DPYD	600.0	332.0	635.0	527.0	235.0	504.0	149.0	226.0	136.0	386.0	81.0
DPYS	4.0	8.0	10.0	7.0	3.0	0.0	0.0	1.0	2.0	1.0	1.0
DPYSL2	259.0	236.0	588.0	415.0	141.0	355.0	77.0	92.0	68.0	313.0	28.0
DPYSL3	3.0	2.0	16.0	1.0	10.0	122.0	17.0	17.0	19.0	123.0	9.0
DPYSL4	2.0	0.0	3.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0
DPYSL5	15.0	7.0	13.0	3.0	8.0	8.0	6.0	8.0	12.0	18.0	1.0
DQX1	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	3.0	0.0
DR1	314.0	286.0	484.0	216.0	142.0	335.0	39.0	113.0	151.0	264.0	21.0
DRAM1	1221.0	1273.0	1829.0	738.0	1377.0	3974.0	811.0	966.0	1242.0	3051.0	343.0
DRAM2	281.0	217.0	303.0	321.0	63.0	134.0	41.0	40.0	25.0	67.0	7.0
DRAP1	145.0	133.0	180.0	120.0	73.0	152.0	33.0	40.0	56.0	137.0	17.0
DRAXIN	25.0	27.0	19.0	16.0	17.0	31.0	6.0	14.0	46.0	31.0	8.0
DRAXINP1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DRC1	3.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	3.0	1.0	0.0
DRC3	10.0	5.0	14.0	16.0	9.0	15.0	2.0	10.0	12.0	9.0	0.0
DRC7	5.0	7.0	0.0	2.0	2.0	3.0	2.0	0.0	5.0	0.0	1.0
DRD1	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	3.0	0.0
DRD2	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	2.0	0.0	0.0
DRD3	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
DRD4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DRD5	0.0	3.0	1.0	0.0	0.0	1.0	0.0	0.0	9.0	3.0	0.0
DRD5P1	7.0	1.0	0.0	0.0	0.0	1.0	2.0	1.0	5.0	0.0	0.0
DRD5P2	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	3.0	0.0
DRG1	226.0	168.0	265.0	204.0	109.0	215.0	64.0	120.0	104.0	216.0	38.0
DRG2	143.0	117.0	215.0	151.0	88.0	157.0	37.0	65.0	64.0	106.0	27.0
DRGX	0.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
DRICH1	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
DROSHA	39.0	51.0	59.0	58.0	30.0	40.0	12.0	15.0	35.0	38.0	13.0
DRP2	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	6.0	2.0	1.0
DSC1	0.0	2.0	1.0	3.0	0.0	2.0	0.0	0.0	8.0	2.0	0.0
DSC2	57.0	21.0	18.0	20.0	16.0	21.0	4.0	20.0	14.0	6.0	1.0
DSC3	9.0	7.0	5.0	5.0	0.0	2.0	4.0	1.0	7.0	8.0	1.0
DSCAM	2.0	0.0	1.0	1.0	2.0	1.0	0.0	1.0	5.0	0.0	1.0
DSCAML1	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	3.0	0.0	0.0
DSCC1	1.0	8.0	0.0	3.0	1.0	0.0	0.0	0.0	3.0	0.0	0.0
DSE	187.0	137.0	249.0	225.0	63.0	143.0	37.0	48.0	58.0	105.0	19.0
DSEL	10.0	9.0	12.0	10.0	6.0	12.0	4.0	10.0	28.0	11.0	3.0
DSG1	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	2.0	1.0
DSG2	7.0	4.0	3.0	3.0	5.0	4.0	1.0	6.0	12.0	4.0	0.0
DSG3	7.0	7.0	8.0	4.0	2.0	5.0	1.0	1.0	21.0	5.0	1.0
DSG4	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	3.0	1.0	1.0
DSN1	46.0	27.0	60.0	62.0	20.0	60.0	8.0	19.0	18.0	67.0	12.0
DSP	5.0	11.0	2.0	1.0	2.0	7.0	3.0	3.0	16.0	3.0	1.0
DSPP	4.0	8.0	2.0	8.0	2.0	1.0	2.0	7.0	9.0	4.0	0.0
DST	43.0	50.0	16.0	14.0	35.0	62.0	18.0	27.0	112.0	39.0	11.0
DSTN	215.0	179.0	287.0	189.0	86.0	193.0	59.0	108.0	87.0	244.0	37.0
DSTNP1	1.0	2.0	1.0	2.0	1.0	2.0	0.0	0.0	1.0	3.0	0.0
DSTNP2	19.0	11.0	15.0	10.0	13.0	10.0	6.0	7.0	9.0	12.0	1.0
DSTNP4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DSTNP5	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0
DSTYK	41.0	19.0	55.0	39.0	12.0	45.0	12.0	15.0	38.0	28.0	6.0
DTD1	65.0	68.0	102.0	91.0	34.0	55.0	27.0	26.0	44.0	55.0	8.0
DTD2	37.0	25.0	33.0	41.0	10.0	15.0	5.0	12.0	29.0	13.0	5.0
DTHD1	4.0	1.0	4.0	0.0	0.0	1.0	1.0	1.0	5.0	1.0	2.0
DTL	3.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	10.0	1.0	1.0
DTNA	14.0	17.0	4.0	27.0	3.0	18.0	11.0	14.0	32.0	21.0	4.0
DTNB	76.0	88.0	73.0	75.0	20.0	40.0	15.0	13.0	22.0	46.0	8.0
DTNBP1	39.0	39.0	56.0	50.0	15.0	28.0	7.0	10.0	11.0	35.0	5.0
DTWD1	52.0	63.0	73.0	62.0	17.0	34.0	8.0	23.0	30.0	42.0	3.0
DTWD2	36.0	12.0	10.0	15.0	18.0	27.0	12.0	18.0	25.0	26.0	5.0
DTX1	12.0	9.0	9.0	2.0	1.0	4.0	1.0	0.0	0.0	1.0	0.0
DTX2	264.0	195.0	252.0	228.0	288.0	398.0	80.0	214.0	148.0	396.0	50.0
DTX2P1	23.0	18.0	27.0	9.0	19.0	15.0	7.0	11.0	15.0	29.0	7.0
DTX3	0.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
DTX3L	532.0	422.0	570.0	604.0	249.0	635.0	279.0	364.0	365.0	868.0	187.0
DTX4	14.0	12.0	11.0	14.0	35.0	17.0	9.0	24.0	15.0	26.0	3.0
DTYMK	64.0	69.0	84.0	65.0	14.0	33.0	15.0	14.0	32.0	28.0	1.0
DUOX1	48.0	51.0	38.0	54.0	43.0	106.0	31.0	33.0	101.0	80.0	13.0
DUOX2	5.0	3.0	2.0	1.0	1.0	4.0	0.0	1.0	12.0	4.0	0.0
DUOXA1	0.0	1.0	0.0	1.0	1.0	2.0	0.0	0.0	2.0	0.0	0.0
DUOXA2	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DUPD1	0.0	3.0	2.0	0.0	0.0	1.0	0.0	3.0	0.0	3.0	0.0
DUS1L	36.0	25.0	40.0	21.0	12.0	15.0	8.0	6.0	6.0	11.0	1.0
DUS2	42.0	52.0	94.0	77.0	18.0	22.0	7.0	18.0	14.0	22.0	6.0
DUS3L	76.0	76.0	105.0	32.0	28.0	64.0	19.0	29.0	14.0	53.0	8.0
DUS4L	11.0	10.0	21.0	21.0	4.0	16.0	6.0	9.0	18.0	13.0	0.0
DUSP1	311.0	254.0	442.0	36.0	831.0	1737.0	52.0	726.0	522.0	1363.0	32.0
DUSP10	99.0	120.0	137.0	119.0	39.0	87.0	19.0	33.0	49.0	77.0	4.0
DUSP11	90.0	55.0	95.0	91.0	52.0	141.0	29.0	54.0	62.0	148.0	19.0
DUSP12	82.0	38.0	77.0	65.0	21.0	43.0	6.0	29.0	13.0	50.0	5.0
DUSP12P1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DUSP13	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	1.0
DUSP14	10.0	2.0	15.0	8.0	6.0	6.0	5.0	1.0	3.0	3.0	0.0
DUSP15	3.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	3.0	1.0	0.0
DUSP16	9.0	11.0	19.0	6.0	10.0	19.0	5.0	12.0	10.0	23.0	2.0
DUSP18	103.0	48.0	118.0	63.0	47.0	88.0	14.0	67.0	88.0	149.0	27.0
DUSP19	20.0	25.0	5.0	21.0	12.0	23.0	7.0	20.0	20.0	17.0	3.0
DUSP2	48.0	127.0	141.0	28.0	232.0	1478.0	59.0	235.0	548.0	1271.0	75.0
DUSP21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DUSP22	207.0	159.0	217.0	144.0	62.0	138.0	18.0	74.0	103.0	216.0	31.0
DUSP23	181.0	105.0	165.0	150.0	31.0	41.0	13.0	25.0	18.0	32.0	5.0
DUSP26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0
DUSP27	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	3.0	4.0	0.0
DUSP28	41.0	24.0	20.0	34.0	11.0	35.0	8.0	12.0	35.0	38.0	4.0
DUSP3	967.0	804.0	1082.0	1116.0	336.0	603.0	180.0	300.0	248.0	482.0	96.0
DUSP4	5.0	6.0	16.0	0.0	23.0	107.0	40.0	29.0	34.0	100.0	31.0
DUSP5	19.0	8.0	8.0	13.0	23.0	61.0	20.0	38.0	32.0	104.0	12.0
DUSP5P1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DUSP5P2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DUSP6	2168.0	1676.0	2899.0	1791.0	948.0	2362.0	533.0	607.0	633.0	1678.0	172.0
DUSP7	14.0	6.0	24.0	15.0	3.0	16.0	3.0	11.0	10.0	15.0	1.0
DUSP8	1.0	0.0	0.0	0.0	1.0	3.0	0.0	2.0	3.0	3.0	0.0
DUSP8P5	13.0	3.0	5.0	1.0	2.0	6.0	0.0	5.0	5.0	3.0	0.0
DUSP9	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0
DUT	26.0	26.0	21.0	25.0	7.0	17.0	1.0	1.0	9.0	13.0	0.0
DUTP1	1.0	0.0	0.0	1.0	2.0	0.0	0.0	2.0	2.0	0.0	0.0
DUTP2	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DUTP3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DUTP4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DUTP5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DUTP6	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0
DUTP7	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
DUTP8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DUX4	3.0	2.0	0.0	4.0	0.0	7.0	4.0	4.0	20.0	0.0	1.0
DUX4L10	0.0	1.0	1.0	2.0	2.0	1.0	0.0	0.0	1.0	1.0	0.0
DUX4L11	0.0	1.0	1.0	2.0	2.0	1.0	0.0	0.0	1.0	1.0	0.0
DUX4L12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
DUX4L13	0.0	1.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0
DUX4L14	0.0	1.0	1.0	2.0	2.0	1.0	0.0	0.0	1.0	1.0	0.0
DUX4L15	0.0	1.0	1.0	2.0	2.0	1.0	0.0	0.0	1.0	1.0	0.0
DUX4L16	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0
DUX4L17	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0
DUX4L18	0.0	3.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0
DUX4L19	4.0	0.0	0.0	1.0	1.0	3.0	0.0	4.0	6.0	4.0	2.0
DUX4L20	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DUX4L21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DUX4L22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DUX4L23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DUX4L24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DUX4L25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DUX4L26	0.0	6.0	1.0	3.0	4.0	3.0	2.0	0.0	4.0	3.0	0.0
DUX4L27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
DUX4L28	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0
DUX4L29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
