gene	tested_compartment_count	positive_compartment_count	negative_compartment_count	positive_fdr10_compartment_count	negative_fdr10_compartment_count	positive_disease_count	negative_disease_count	positive_diseases	negative_diseases	best_positive_p	best_positive_fdr	max_positive_delta_log2_cpm	median_positive_hedges_g	best_negative_p	min_negative_delta_log2_cpm	top_positive_compartments	in_lipid_lysosomal_myeloid_neighborhood	ms_wm_delta_log2	ms_wm_hedges_g	ms_wm_p	ms_wm_fdr	opentargets_disease_count	opentargets_diseases	opentargets_max_overall	opentargets_max_genetic_association	opentargets_max_known_drug_or_clinical	opentargets_channels_present	existing_priority_score	existing_weighted_evidence_score	existing_ms_anchor_score	existing_positive_disease_count	existing_negative_disease_count	existing_positive_diseases	existing_negative_diseases	existing_prior_flag	ms_positive_nominal	ms_positive_trend	genetic_or_target_db_breadth	discovery_priority_score	has_ms_anchor	broad_pool_reason	uniprot_status	uniprot_accession	protein_name	sequence_length	uniprot_locations	uniprot_keywords	uniprot_accessible	uniprot_enzymatic_or_catalytic	uniprot_transmembrane_feature_count	uniprot_active_or_binding_features	function_excerpt	family	n_delta_fdr10_positive_diseases	n_delta_trend_or_better_diseases	n_delta_negative_trend_diseases	n_state_resid_non_ifn_r_ge_0_35_diseases	n_confounder_dominant_diseases	rank_score	go_no_go	demotion_or_support_reason	chembl_status	chembl_target_chembl_id	chembl_target_pref_name	chembl_target_type	chembl_target_organism	chembl_target_accessions	chembl_search_hit_count	chembl_url	chembl_activity_count	chembl_activity_values_nM_count	chembl_unique_molecules_returned	chembl_best_standard_value_nM_returned	chembl_median_standard_value_nM_returned	europepmc_query	europepmc_hit_count	europepmc_examples_json	europepmc_url	clinicaltrials_query	clinicaltrials_hit_count	clinicaltrials_examples_json	clinicaltrials_url	prior_flags	google_patents_url	wave39_call	wave39_reason	wave39_score
NUCB2	17	4	2	0	0	3	2	Crohn disease;Sjogren syndrome;ulcerative colitis	Crohn disease;type 1 diabetes mellitus	0.0045342610892669	0.1443771995729229	1.481080774130359	1.2587913297369715	0.0023033423922133	-0.6723279179403416	ibd_uc_epithelial:1.19,p=0.0045;sjogren_gland_stromal:1.48,p=0.029;ibd_uc_stromal:0.318,p=0.035;ibd_crohn_epithelial:0.681,p=0.049	False	0.4995345741886563	0.5288509600287234	0.2214851652580735	0.8993702893651148							1.7259110537311877	0.1129555268655938	1.6129555268655935	0.0	0.0				False	False	0.0	5.086295552686559	True	positive_disease_count>=3_with_MS_anchor	found	P80303	Nucleobindin-2	420.0	Cytoplasm;Endoplasmic reticulum;Golgi apparatus;Membrane;Nucleus envelope;Secreted	Alternative splicing;Calcium;Cleavage on pair of basic residues;Cytoplasm;DNA-binding;Direct protein sequencing;Endoplasmic reticulum;Golgi apparatus;Guanine-nucleotide releasing factor;Membrane;Metal-binding;Nucleus;Phosphoprotein;Proteomics identification;Reference proteome;Repeat;Secreted;Signal	True	False	0.0	Binding site;Binding site;Binding site;Binding site;Binding site;Binding site;Binding site;Binding site	Calcium-binding protein which may have a role in calcium homeostasis (By similarity). Acts as a non-receptor guanine nucleotide exchange factor which binds to and activates guanine nucleotide-binding protein (G-protein) alpha subunit GNAI3 (By similarity) Anorexigenic peptide, seems to play an important role in hypothalamic pathways regulating food intake and energy homeostasis, acting in a leptin-independent manner. May also exert hypertensive roles and modulate blood pressure through directly acting on peripheral arterial resistance. In intestinal epithelial cells, plays a role in the inhibition of hepatic glucose production via MC4R receptor leading to increased cyclic adenosine monophosp																															Wave34 genetics/druggability: NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY; nan	https://patents.google.com/?q=NUCB2+autoimmune+antibody+inhibitor+agonist	NO_GO_SURFACEOME_RESCUE	insufficient_breadth; prior_demoted_or_class_blocked; directional_negative_disease_signal; reachable protein class by UniProt location/features	4.0
TIMP1	17	8	0	4	0	4	0	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis		3.321107997568569e-05	0.0184281138026181	3.594293625718059	3.3707610803242862			ibd_uc_stromal:2.09,p=3.3e-05;ibd_uc_myeloid:3.59,p=5e-05;ibd_uc_epithelial:3.44,p=9.4e-05;ibd_crohn_myeloid:2.37,p=0.0004;t1d_acinar_cell:1.65,p=0.001;psoriasis_keratinocyte:1.49,p=0.0078;ibd_crohn_stromal:1.18,p=0.028;t1d_ductal_cell:0.431,p=0.03	False	-0.5836919250703687	-0.3612520416741595	0.415232450290228	0.9185195974256102															False	False	0.0	28.0	False	positive_disease_count>=4	found	P01033	Metalloproteinase inhibitor 1	207.0	Secreted	3D-structure;Direct protein sequencing;Disulfide bond;Glycoprotein;Growth factor;Metal-binding;Metalloenzyme inhibitor;Metalloprotease inhibitor;Phosphoprotein;Protease inhibitor;Proteomics identification;Reference proteome;Secreted;Signal;Zinc	True	True	0.0	Binding site	Metalloproteinase inhibitor that functions by forming one to one complexes with target metalloproteinases, such as collagenases, and irreversibly inactivates them by binding to their catalytic zinc cofactor. Acts on MMP1, MMP2, MMP3, MMP7, MMP8, MMP9, MMP10, MMP11, MMP12, MMP13 and MMP16. Does not act on MMP14. Also functions as a growth factor that regulates cell differentiation, migration and cell death and activates cellular signaling cascades via CD63 and ITGB1. Plays a role in integrin signaling. Mediates erythropoiesis in vitro; but, unlike IL3, it is species-specific, stimulating the growth and differentiation of only human and murine erythroid progenitors										not_found_exact						0.0	https://www.ebi.ac.uk/chembl/g/#search_results/all/query=TIMP1	0.0	0.0				"""TIMP1"" AND (autoimmune OR ""multiple sclerosis"" OR lupus OR psoriasis OR Crohn OR ""ulcerative colitis"")"	5545.0	"[{""doi"": ""10.1186/s12863-026-01414-w"", ""id"": ""41851628"", ""source"": ""MED"", ""title"": ""A curated list of immune system associated genes related to cancer."", ""year"": ""2026""}, {""doi"": ""10.1093/ibd/izaf325"", ""id"": ""41544041"", ""source"": ""MED"", ""title"": ""Plasma Proteomics for Risk Prediction and Therapeutic Target Discovery in Crohn's Disease and Ulcerative Colitis."", ""year"": ""2026""}, {""doi"": ""10.1016/j.prp.2025.156334"", ""id"": ""41406923"", ""source"": ""MED"", ""title"": ""Harnessing the therapeutic potential of TIMP-1 in autoimmune inflammation: A prospective insight."", ""year"": ""2026""}]"	https://europepmc.org/search?query=%22TIMP1%22+AND+%28autoimmune+OR+%22multiple+sclerosis%22+OR+lupus+OR+psoriasis+OR+Crohn+OR+%22ulcerative+colitis%22%29	TIMP1 autoimmune	5.0	"[{""conditions"": [""Systemic Lupus Erythematosus""], ""nct_id"": ""NCT04951427"", ""status"": ""UNKNOWN"", ""title"": ""PRediction Of Flares In Lupus With autoantibodiEs and Chemokines""}, {""conditions"": [""Rheumatoid Arthritis""], ""nct_id"": ""NCT02096120"", ""status"": ""COMPLETED"", ""title"": ""Full Mouth Disinfection and Antibiotics for Periodontitis in High or Moderate Disease Activity Rheumatoid Arthritis""}, {""conditions"": [""Rheumatoid Arthritis""], ""nct_id"": ""NCT00537667"", ""status"": ""TERMINATED"", ""title"": ""The SPECTRA Study""}, {""conditions"": [""Diabetic Foot Ulcer""], ""nct_id"": ""NCT00935051"", ""status"": ""COMPLETED"", ""title"": ""Matrix Metalloproteinase-1/Tissue Inhibitor of Metalloproteinase-1 (MMP-1/TIMP-1) Ratio and Diabetic Foot Ulcers""}, {""conditions"": [""Arthritis, Rheumatoid""], ""nct_id"": ""NCT02858492"", ""status"": ""COMPLETED"", ""title"": ""Safety and Tolerability, Pharmacokinetics (PK), Pharmacodynamics (PD) and Efficacy of Repeat Doses of GSK2982772 in Subjects With Moderate to Severe Rheumatoid Arthritis (RA)""}]"	https://clinicaltrials.gov/search?term=TIMP1+autoimmune	matrix/repair marker with unsafe direction | Wave21 residual-druggability: NO_GO; fails hard local/API gate | Wave21 prior-art review: Do not follow up.	https://patents.google.com/?q=TIMP1+autoimmune+antibody+inhibitor+agonist	NO_GO_SURFACEOME_RESCUE	insufficient_breadth; no_ms_anchor; prior_demoted_or_class_blocked; prior_art_or_trial_saturation; reachable protein class by UniProt location/features	3.5
PDPN	16	5	0	1	0	4	0	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis		0.0003776262931097	0.0551170230677552	2.2832934503389977	2.299946007761362			ibd_uc_stromal:2.28,p=0.00038;ibd_crohn_stromal:1.69,p=0.0026;ibd_uc_myeloid:2.26,p=0.022;t1d_ductal_cell:0.849,p=0.026;psoriasis_keratinocyte:0.965,p=0.034	False	0.1646831166015037	0.2972665130185128	0.49717795424805	0.927698641490189															False	False	0.0	19.0	False	positive_disease_count>=4	found	Q86YL7	Podoplanin	162.0	Apical cell membrane;Basolateral cell membrane;Cell projection, filopodium membrane;Cell projection, invadopodium;Cell projection, lamellipodium membrane;Cell projection, microvillus membrane;Cell projection, ruffle membrane;Cytoplasm, cytosol;Membrane;Membrane raft	3D-structure;Alternative splicing;Cell junction;Cell membrane;Cell projection;Cell shape;Cytoplasm;Developmental protein;Direct protein sequencing;Glycoprotein;Membrane;Proteomics identification;Reference proteome;Sialic acid;Signal;Transmembrane;Transmembrane helix	True	False	1.0		Mediates effects on cell migration and adhesion through its different partners. During development plays a role in blood and lymphatic vessels separation by binding CLEC1B, triggering CLEC1B activation in platelets and leading to platelet activation and/or aggregation (PubMed:14522983, PubMed:15231832, PubMed:17222411, PubMed:17616532, PubMed:18215137). Interaction with CD9, on the contrary, attenuates platelet aggregation induced by PDPN (PubMed:18541721). Through MSN or EZR interaction promotes epithelial-mesenchymal transition (EMT) leading to ERZ phosphorylation and triggering RHOA activation leading to cell migration increase and invasiveness (PubMed:17046996, PubMed:21376833). Interact										not_found_exact						0.0	https://www.ebi.ac.uk/chembl/g/#search_results/all/query=PDPN	0.0	0.0				"""PDPN"" AND (autoimmune OR ""multiple sclerosis"" OR lupus OR psoriasis OR Crohn OR ""ulcerative colitis"")"	1203.0	"[{""doi"": null, ""id"": ""PMC13066243"", ""source"": ""PMC"", ""title"": ""Baseline Th17/Tc17 and LAG-3 levels serve as candidate exploratory markers for early ixekizumab response in psoriasis"", ""year"": null}, {""doi"": ""10.1093/ecco-jcc/jjag012"", ""id"": ""41765035"", ""source"": ""MED"", ""title"": ""TWEAK is increased in ulcerative colitis and contributes to fibroblast-mediated monocyte activation via heterologous non-canonical NF-kB/STAT3 signaling."", ""year"": ""2026""}, {""doi"": ""10.1038/s41598-026-38426-6"", ""id"": ""41663590"", ""source"": ""MED"", ""title"": ""The astrocyte marker ALDH1L1 also identifies a stromal cell population in the lymph node."", ""year"": ""2026""}]"	https://europepmc.org/search?query=%22PDPN%22+AND+%28autoimmune+OR+%22multiple+sclerosis%22+OR+lupus+OR+psoriasis+OR+Crohn+OR+%22ulcerative+colitis%22%29	PDPN autoimmune	1.0	"[{""conditions"": [""Painful Diabetic Peripheral Neuropathy (PDPN)""], ""nct_id"": ""NCT06715462"", ""status"": ""WITHDRAWN"", ""title"": ""Efficacy and Safety of the N0750 Compared to Monotherapies in the Treatment of Painful Diabetic Peripheral Neuropathy""}]"	https://clinicaltrials.gov/search?term=PDPN+autoimmune	stromal/repair surface marker with repair liability | Wave21 residual-druggability: NO_GO; fails hard local/API gate | Wave21 prior-art review: Do not follow up.	https://patents.google.com/?q=PDPN+autoimmune+antibody+inhibitor+agonist	NO_GO_SURFACEOME_RESCUE	insufficient_breadth; no_ms_anchor; prior_demoted_or_class_blocked; prior_art_or_trial_saturation; reachable protein class by UniProt location/features	3.5
TNFRSF11B	16	4	0	1	0	4	0	Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis		0.0007879349406509	0.0758592823535925	4.554324005512545	2.94981134438561			ibd_uc_stromal:4.55,p=0.00079;psoriasis_skin_stromal:2.2,p=0.0044;t1d_endothelial_cell:2.55,p=0.0083;sjogren_gland_stromal:0.98,p=0.037	False	-0.1831827811733077	-0.1075447371704372	0.8077787138916218	0.9761732664217524															False	False	0.0	18.0	False	positive_disease_count>=4	found	O00300	Tumor necrosis factor receptor superfamily member 11B	401.0	Secreted	3D-structure;Apoptosis;Direct protein sequencing;Disease variant;Disulfide bond;Glycoprotein;Proteomics identification;Receptor;Reference proteome;Repeat;Secreted;Signal	True	False	0.0		Acts as a decoy receptor for TNFSF11/RANKL and thereby neutralizes its function in osteoclastogenesis. Inhibits the activation of osteoclasts and promotes osteoclast apoptosis in vitro. Bone homeostasis seems to depend on the local ratio between TNFSF11 and TNFRSF11B. May also play a role in preventing arterial calcification. May act as decoy receptor for TNFSF10/TRAIL and protect against apoptosis. TNFSF10/TRAIL binding blocks the inhibition of osteoclastogenesis										not_found_exact						0.0	https://www.ebi.ac.uk/chembl/g/#search_results/all/query=TNFRSF11B	0.0	0.0				"""TNFRSF11B"" AND (autoimmune OR ""multiple sclerosis"" OR lupus OR psoriasis OR Crohn OR ""ulcerative colitis"")"	849.0	"[{""doi"": ""10.3389/fimmu.2026.1671806"", ""id"": ""41659880"", ""source"": ""MED"", ""title"": ""T-bet: biological functions, molecular mechanisms, and therapeutic applications: a systematic review."", ""year"": ""2026""}, {""doi"": ""10.3389/fimmu.2026.1794207"", ""id"": ""41988199"", ""source"": ""MED"", ""title"": ""Understanding heterogeneity in the pathogenesis and drug responses of ulcerative colitis through single-cell and spatial transcriptomics."", ""year"": ""2026""}, {""doi"": ""10.1212/nxi.0000000000200578"", ""id"": ""42024828"", ""source"": ""MED"", ""title"": ""Emerging CSF and Serum Biomarkers in Multiple Sclerosis: Cytokines, MOG, GFAP, and Beyond."", ""year"": ""2026""}]"	https://europepmc.org/search?query=%22TNFRSF11B%22+AND+%28autoimmune+OR+%22multiple+sclerosis%22+OR+lupus+OR+psoriasis+OR+Crohn+OR+%22ulcerative+colitis%22%29	TNFRSF11B autoimmune	5.0	"[{""conditions"": [""Rheumatoid Arthritis""], ""nct_id"": ""NCT00976599"", ""status"": ""COMPLETED"", ""title"": ""A Study To Evaluate The Mechanism Of Action Of CP-690,550 In Patients With Rheumatoid Arthritis""}, {""conditions"": [""Diabetes Mellitus Type 1""], ""nct_id"": ""NCT01277913"", ""status"": ""COMPLETED"", ""title"": ""The Effect of Supplementation With Two Different Doses of Vitamin D on Bone Mineral Density, Vitamin D Levels and Hand Grip Strength in Children With Diabetes Mellitus Type 1""}, {""conditions"": [""Osteoporosis"", ""Lupus Erythematosus, Systemic""], ""nct_id"": ""NCT02799173"", ""status"": ""COMPLETED"", ""title"": ""Determination of the RANKL/Osteoprotegerin Ratio in Patients With Systemic Lupus Erythematosus. Role in Osteoporosis and Cardiovascular Calcification""}, {""conditions"": [""Giant Cell Arteritis (GCA)""], ""nct_id"": ""NCT06957002"", ""status"": ""NOT_YET_RECRUITING"", ""title"": ""Bosentan in the Treatment of Giant Cell Arteritis""}, {""conditions"": [""Atrophic Gastritis""], ""nct_id"": ""NCT07388459"", ""status"": ""RECRUITING"", ""title"": ""Natural History, Evolution, and Clinical Features of Autoimmune Atrophic Gastritis""}]"	https://clinicaltrials.gov/search?term=TNFRSF11B+autoimmune	Wave34 genetics/druggability: NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY; nan	https://patents.google.com/?q=TNFRSF11B+autoimmune+antibody+inhibitor+agonist	NO_GO_SURFACEOME_RESCUE	insufficient_breadth; no_ms_anchor; prior_demoted_or_class_blocked; prior_art_or_trial_saturation; reachable protein class by UniProt location/features	3.5
BCL2L14	13	4	1	1	0	4	1	Crohn disease;Sjogren syndrome;type 1 diabetes mellitus;ulcerative colitis	type 1 diabetes mellitus	0.0004466638129021	0.0843192005294769	2.953615835221982	1.85876074422794	0.0056127124688714	-0.2503561828334724	ibd_crohn_myeloid:2.95,p=0.00045;ibd_uc_myeloid:2.57,p=0.0013;sjogren_gland_apc:1.99,p=0.023;t1d_endothelial_cell:1.42,p=0.043	False																			False	False	0.0	14.0	False	positive_disease_count>=4	found	Q9BZR8	Apoptosis facilitator Bcl-2-like protein 14	327.0	Cytoplasm;Cytoplasm, cytosol;Endomembrane system	Alternative splicing;Apoptosis;Cytoplasm;Membrane;Phosphoprotein;Proteomics identification;Reference proteome	False	False	0.0		Plays a role in apoptosis																															Wave34 genetics/druggability: NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY; nan	https://patents.google.com/?q=BCL2L14+autoimmune+antibody+inhibitor+agonist	NO_GO_SURFACEOME_RESCUE	insufficient_breadth; no_ms_anchor; not_surface_secreted_extracellular_by_uniprot; no_druggability_route; prior_demoted_or_class_blocked; directional_negative_disease_signal	3.5
RREB1	17	4	1	0	0	4	1	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	Sjogren syndrome	0.0023010641024824	0.1196115793466152	1.253273586411857	1.6556958896143117	0.0469749190348448	-0.5883898381920973	ibd_crohn_epithelial:0.864,p=0.0023;ibd_uc_epithelial:0.502,p=0.036;psoriasis_keratinocyte:1.25,p=0.041;t1d_beta_cell:0.52,p=0.045	False	0.1009647076639126	0.2523593114598348	0.5620608983493702	0.9419051093293812															False	False	0.0	12.0	False	positive_disease_count>=4	found	Q92766	Ras-responsive element-binding protein 1	1687.0	Nucleus speckle	Activator;Alternative splicing;DNA-binding;Isopeptide bond;Metal-binding;Nucleus;Phosphoprotein;Proteomics identification;Reference proteome;Repeat;Repressor;Transcription;Transcription regulation;Ubl conjugation;Zinc;Zinc-finger	False	False	0.0		Transcription factor that binds specifically to the RAS-responsive elements (RRE) of gene promoters (PubMed:10390538, PubMed:15067362, PubMed:17550981, PubMed:8816445, PubMed:9305772). Represses the angiotensinogen gene (PubMed:15067362). Negatively regulates the transcriptional activity of AR (PubMed:17550981). Potentiates the transcriptional activity of NEUROD1 (PubMed:12482979). Promotes brown adipocyte differentiation (By similarity). May be involved in Ras/Raf-mediated cell differentiation by enhancing calcitonin expression (PubMed:8816445)																															Wave34 genetics/druggability: NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY; nan	https://patents.google.com/?q=RREB1+autoimmune+antibody+inhibitor+agonist	NO_GO_SURFACEOME_RESCUE	insufficient_breadth; no_ms_anchor; not_surface_secreted_extracellular_by_uniprot; no_druggability_route; prior_demoted_or_class_blocked; directional_negative_disease_signal	3.5
HOPX	17	4	3	1	0	4	3	Crohn disease;Sjogren syndrome;psoriasis;ulcerative colitis	Crohn disease;type 1 diabetes mellitus;ulcerative colitis	5.1550866279424624e-05	0.0222272310103389	3.8739846639723097	2.087159264531454	0.00025005579122	-2.287172549221344	ibd_uc_stromal:3.58,p=5.2e-05;ibd_crohn_stromal:3.87,p=0.005;sjogren_gland_epithelial:1.41,p=0.026;psoriasis_skin_stromal:1.38,p=0.037	False	0.3877143880589893	0.2662181027488679	0.5430721972817008	0.9390010612097776							0.5781852470374562	-0.9218147529625438	1.5	0.0	0.0				False	False	0.0	6.028909262351873	False	positive_disease_count>=4	found	Q9BPY8	Homeodomain-only protein	73.0	Cytoplasm;Nucleus	Alternative splicing;Cytoplasm;Developmental protein;Homeobox;Nucleus;Proteomics identification;Proto-oncogene;Reference proteome;Repressor;Transcription;Transcription regulation	False	False	0.0		Atypical homeodomain protein which does not bind DNA and is required to modulate cardiac growth and development. Acts via its interaction with SRF, thereby modulating the expression of SRF-dependent cardiac-specific genes and cardiac development. Prevents SRF-dependent transcription either by inhibiting SRF binding to DNA or by recruiting histone deacetylase (HDAC) proteins that prevent transcription by SRF. Overexpression causes cardiac hypertrophy (By similarity). May act as a tumor suppressor. Acts as a co-chaperone for HSPA1A and HSPA1B chaperone proteins and assists in chaperone-mediated protein refolding (PubMed:27708256)																																https://patents.google.com/?q=HOPX+autoimmune+antibody+inhibitor+agonist	NO_GO_SURFACEOME_RESCUE	insufficient_breadth; no_ms_anchor; not_surface_secreted_extracellular_by_uniprot; no_druggability_route; directional_negative_disease_signal	3.5
MED25	17	4	1	0	0	3	1	Crohn disease;psoriasis;type 1 diabetes mellitus	Sjogren syndrome	0.0082405431840837	0.2085759398696079	1.6159194433201884	1.7629230375493377	0.0468324762583867	-1.9632598368481595	ibd_crohn_myeloid:1.15,p=0.0082;psoriasis_skin_stromal:0.555,p=0.016;ibd_crohn_epithelial:0.709,p=0.02;t1d_endothelial_cell:1.62,p=0.026	False	0.4125659279239304	0.7257702769476079	0.0981521022922135	0.8989378106274888															False	True	0.0	11.0	True	positive_disease_count>=3_with_MS_anchor	found	Q71SY5	Mediator of RNA polymerase II transcription subunit 25	747.0	Nucleus	3D-structure;Activator;Alternative splicing;Charcot-Marie-Tooth disease;Direct protein sequencing;Disease variant;Intellectual disability;Methylation;Neurodegeneration;Neuropathy;Nucleus;Proteomics identification;Reference proteome;Transcription;Transcription regulation	False	False	0.0		Component of the Mediator complex, a coactivator involved in the regulated transcription of nearly all RNA polymerase II-dependent genes. Mediator functions as a bridge to convey information from gene-specific regulatory proteins to the basal RNA polymerase II transcription machinery. Mediator is recruited to promoters by direct interactions with regulatory proteins and serves as a scaffold for the assembly of a functional preinitiation complex with RNA polymerase II and the general transcription factors. Required for RARA/RXRA-mediated transcription																															Wave38 CRISPR rescue: NO_GO_CRISPR_RESCUE; insufficient_directional_cross_disease_state_support;disease_state_direction_conflict;no_ms_directional_anchor;no_chembl_target;prior_art_or_trial_crowded;screen_wilcoxon_fdr_not_significant	https://patents.google.com/?q=MED25+autoimmune+antibody+inhibitor+agonist	NO_GO_SURFACEOME_RESCUE	insufficient_breadth; not_surface_secreted_extracellular_by_uniprot; no_druggability_route; prior_demoted_or_class_blocked; directional_negative_disease_signal	3.5
GORASP2	17	5	3	1	2	3	3	Crohn disease;psoriasis;ulcerative colitis	Crohn disease;type 1 diabetes mellitus;ulcerative colitis	0.0006764530275508	0.0568190772908195	0.8798761551067686	2.344921425083829	7.91190390812785e-05	-0.7047653903044031	ibd_uc_epithelial:0.88,p=0.00068;ibd_crohn_epithelial:0.703,p=0.003;psoriasis_skin_apc:0.539,p=0.021;psoriasis_skin_stromal:0.517,p=0.028;psoriasis_keratinocyte:0.471,p=0.046	False	0.4316215496223208	0.5040097509439544	0.2341673831447943	0.9004758652001262							-0.1651735156305172	-0.9151735156305172	0.75	0.0	1.0		MS		False	False	0.0	3.991741324218474	True	positive_disease_count>=3_with_MS_anchor	found	Q9H8Y8	Golgi reassembly-stacking protein 2	452.0	Endoplasmic reticulum membrane;Golgi apparatus;Golgi apparatus membrane	3D-structure;Alternative splicing;Differentiation;Direct protein sequencing;Endoplasmic reticulum;Golgi apparatus;Lipoprotein;Membrane;Methylation;Myristate;Palmitate;Phosphoprotein;Proteomics identification;Reference proteome;Repeat;Spermatogenesis	False	False	0.0		Key structural protein of the Golgi apparatus (PubMed:33301566). The membrane cisternae of the Golgi apparatus adhere to each other to form stacks, which are aligned side by side to form the Golgi ribbon (PubMed:33301566). Acting in concert with GORASP1/GRASP65, is required for the formation and maintenance of the Golgi ribbon, and may be dispensable for the formation of stacks (PubMed:33301566). However, other studies suggest that GORASP2 plays a role in the assembly and membrane stacking of the Golgi cisternae, and in the process by which Golgi stacks reform after breakdown during mitosis and meiosis (PubMed:10487747, PubMed:21515684, PubMed:22523075). May regulate the intracellular transp																																https://patents.google.com/?q=GORASP2+autoimmune+antibody+inhibitor+agonist	NO_GO_SURFACEOME_RESCUE	insufficient_breadth; not_surface_secreted_extracellular_by_uniprot; no_druggability_route; directional_negative_disease_signal	3.5
DSTN	17	4	3	0	1	3	3	Crohn disease;Sjogren syndrome;ulcerative colitis	Crohn disease;psoriasis;ulcerative colitis	0.0049572558863476	0.1616852426069232	0.6184021984923156	1.6425066888623183	0.0002527094419837	-0.7352779920014418	ibd_uc_stromal:0.597,p=0.005;ibd_crohn_stromal:0.618,p=0.0071;ibd_uc_epithelial:0.361,p=0.029;sjogren_gland_stromal:0.295,p=0.031	False	0.4342386170352448	0.6751144886860903	0.1242017348998947	0.8989378106274888							0.2040003175137656	-1.2959996824862343	1.5	0.0	1.0		MS		False	True	0.0	3.010200015875688	True	positive_disease_count>=3_with_MS_anchor	found	P60981	Destrin	165.0		Acetylation;Actin-binding;Alternative splicing;Direct protein sequencing;Phosphoprotein;Proteomics identification;Reference proteome;Ubl conjugation	False	False	0.0		Actin-depolymerizing protein. Severs actin filaments (F-actin) and binds to actin monomers (G-actin). Acts in a pH-independent manner																																https://patents.google.com/?q=DSTN+autoimmune+antibody+inhibitor+agonist	NO_GO_SURFACEOME_RESCUE	insufficient_breadth; not_surface_secreted_extracellular_by_uniprot; no_druggability_route; directional_negative_disease_signal	3.5
CASP10	17	4	0	1	0	4	0	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis		0.0009422532626574	0.0670803067658871	1.4580380201082734	2.225112707720367			ibd_uc_epithelial:1.13,p=0.00094;psoriasis_keratinocyte:1.46,p=0.004;ibd_crohn_epithelial:0.717,p=0.0047;t1d_endothelial_cell:1.2,p=0.046	False	0.249366701816033	0.5718727573949167	0.2063174319242694	0.8993702893651148															False	False	0.0	18.0	False	positive_disease_count>=4	found	Q92851	Caspase-10	521.0		Alternative splicing;Apoptosis;Direct protein sequencing;Disease variant;Hydrolase;Protease;Proteomics identification;Reference proteome;Repeat;Thiol protease;Zymogen	False	True	0.0	Active site;Active site	Involved in the activation cascade of caspases responsible for apoptosis execution. Recruited to both Fas- and TNFR-1 receptors in a FADD dependent manner. May participate in the granzyme B apoptotic pathways. Cleaves and activates effector caspases CASP3, CASP4, CASP6, CASP7, CASP8 and CASP9. Hydrolyzes the small- molecule substrates, Tyr-Val-Ala-Asp-|-AMC and Asp-Glu-Val-Asp-|-AMC Isoform 7 can enhance NF-kappaB activity but promotes only slight apoptosis Isoform C is proteolytically inactive										found	CHEMBL5037	Caspase-10	SINGLE PROTEIN	Homo sapiens	Q92851	3.0	https://www.ebi.ac.uk/chembl/g/#search_results/all/query=CASP10	16.0	16.0	14.0	12.0	1295.0	"""CASP10"" AND (autoimmune OR ""multiple sclerosis"" OR lupus OR psoriasis OR Crohn OR ""ulcerative colitis"")"	568.0	"[{""doi"": ""10.1093/oxfimm/iqag002"", ""id"": ""41710123"", ""source"": ""MED"", ""title"": ""Exploring the role of gelsolin and high-density lipoproteins in autoimmune diseases: spotlight on rheumatoid arthritis and systemic lupus erythematosus."", ""year"": ""2026""}, {""doi"": ""10.1186/s12863-026-01414-w"", ""id"": ""41851628"", ""source"": ""MED"", ""title"": ""A curated list of immune system associated genes related to cancer."", ""year"": ""2026""}, {""doi"": ""10.1038/s41598-025-94053-7"", ""id"": ""40148470"", ""source"": ""MED"", ""title"": ""Exploring new drug treatment targets for immune related bone diseases using a multi omics joint analysis strategy."", ""year"": ""2025""}]"	https://europepmc.org/search?query=%22CASP10%22+AND+%28autoimmune+OR+%22multiple+sclerosis%22+OR+lupus+OR+psoriasis+OR+Crohn+OR+%22ulcerative+colitis%22%29	CASP10 autoimmune	1.0	"[{""conditions"": [""COVID-19""], ""nct_id"": ""NCT05003492"", ""status"": ""UNKNOWN"", ""title"": ""Utilizing the Crosstalk Among Aerosolized Phenformin , Methylene Blue, Photodynamic Therapy , Zinc and Potassium for Treating Severe COVID-19 Infection and Its Inflammatory Complication""}]"	https://clinicaltrials.gov/search?term=CASP10+autoimmune	Wave34 genetics/druggability: NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY; nan	https://patents.google.com/?q=CASP10+autoimmune+antibody+inhibitor+agonist	NO_GO_SURFACEOME_RESCUE	insufficient_breadth; no_ms_anchor; not_surface_secreted_extracellular_by_uniprot; prior_demoted_or_class_blocked; prior_art_or_trial_saturation; ChEMBL exact target found; ChEMBL activity records: 16	3.16
