gene	tested_compartment_count	positive_compartment_count	negative_compartment_count	positive_fdr10_compartment_count	negative_fdr10_compartment_count	positive_disease_count	negative_disease_count	positive_diseases	negative_diseases	best_positive_p	best_positive_fdr	max_positive_delta_log2_cpm	median_positive_hedges_g	best_negative_p	min_negative_delta_log2_cpm	top_positive_compartments	in_lipid_lysosomal_myeloid_neighborhood	ms_wm_delta_log2	ms_wm_hedges_g	ms_wm_p	ms_wm_fdr	opentargets_disease_count	opentargets_diseases	opentargets_max_overall	opentargets_max_genetic_association	opentargets_max_known_drug_or_clinical	opentargets_channels_present	existing_priority_score	existing_weighted_evidence_score	existing_ms_anchor_score	existing_positive_disease_count	existing_negative_disease_count	existing_positive_diseases	existing_negative_diseases	existing_prior_flag	ms_positive_nominal	ms_positive_trend	genetic_or_target_db_breadth	discovery_priority_score	has_ms_anchor	broad_pool_reason	uniprot_status	uniprot_accession	protein_name	sequence_length	uniprot_locations	uniprot_keywords	uniprot_accessible	uniprot_enzymatic_or_catalytic	uniprot_transmembrane_feature_count	uniprot_active_or_binding_features	function_excerpt	family	n_delta_fdr10_positive_diseases	n_delta_trend_or_better_diseases	n_delta_negative_trend_diseases	n_state_resid_non_ifn_r_ge_0_35_diseases	n_confounder_dominant_diseases	rank_score	go_no_go	demotion_or_support_reason	chembl_status	chembl_target_chembl_id	chembl_target_pref_name	chembl_target_type	chembl_target_organism	chembl_target_accessions	chembl_search_hit_count	chembl_url	chembl_activity_count	chembl_activity_values_nM_count	chembl_unique_molecules_returned	chembl_best_standard_value_nM_returned	chembl_median_standard_value_nM_returned	europepmc_query	europepmc_hit_count	europepmc_examples_json	europepmc_url	clinicaltrials_query	clinicaltrials_hit_count	clinicaltrials_examples_json	clinicaltrials_url	prior_flags	google_patents_url	wave39_call	wave39_reason	wave39_score
FNDC3B	17	5	0	0	0	3	0	Crohn disease;type 1 diabetes mellitus;ulcerative colitis		0.0030451275443327	0.1400993454134808	1.3516873106494058	1.6374769743393196			ibd_crohn_myeloid:1.35,p=0.003;ibd_crohn_epithelial:0.526,p=0.0051;ibd_uc_myeloid:1.35,p=0.016;ibd_uc_epithelial:0.658,p=0.017;t1d_ductal_cell:0.594,p=0.034	False	0.2759492293845866	0.6583267675602672	0.1275202300872474	0.8989378106274888															False	True	0.0	16.0	True	positive_disease_count>=3_with_MS_anchor	found	Q53EP0	Fibronectin type III domain-containing protein 3B	1204.0	Membrane	Alternative splicing;Membrane;Phosphoprotein;Proteomics identification;Reference proteome;Repeat;Transmembrane;Transmembrane helix	True	False	1.0		May be a positive regulator of adipogenesis																																https://patents.google.com/?q=FNDC3B+autoimmune+antibody+inhibitor+agonist	NO_GO_SURFACEOME_RESCUE	insufficient_breadth; reachable protein class by UniProt location/features	10.0
RYR2	15	3	0	0	0	3	0	Crohn disease;type 1 diabetes mellitus;ulcerative colitis		0.0119478045744934	0.2269938222609267	2.454313699192237	1.379969256845273			ibd_uc_stromal:2.45,p=0.012;t1d_stellate_cell:0.775,p=0.028;ibd_crohn_stromal:1.82,p=0.049	False	1.7419257483873338	0.64587516052174	0.137559744547624	0.8989378106274888							1.7838603728217448	0.1419301864108723	1.6419301864108724	0.0	0.0				False	True	0.0	14.089193018641089	True	positive_disease_count>=3_with_MS_anchor	found	Q92736	Ryanodine receptor 2	4967.0	Sarcoplasmic reticulum membrane	3D-structure;Alternative splicing;Calcium;Calcium channel;Calcium transport;Calmodulin-binding;Cardiomyopathy;Coiled coil;Developmental protein;Disease variant;Ion channel;Ion transport;Ligand-gated ion channel;Membrane;Phosphoprotein;Proteomics identification;Receptor;Reference proteome;Repeat;Sarcoplasmic reticulum;Transmembrane;Transmembrane helix;Transport	True	False	6.0		Cytosolic calcium-activated calcium channel that mediates the release of Ca(2+) from the sarcoplasmic reticulum into the cytosol and thereby plays a key role in triggering cardiac muscle contraction. Aberrant channel activation can lead to cardiac arrhythmia. In cardiac myocytes, calcium release is triggered by increased Ca(2+) cytosolic levels due to activation of the L-type calcium channel CACNA1C. The calcium channel activity is modulated by formation of heterotetramers with RYR3. Required for cellular calcium ion homeostasis. Required for embryonic heart development																																https://patents.google.com/?q=RYR2+autoimmune+antibody+inhibitor+agonist	NO_GO_SURFACEOME_RESCUE	insufficient_breadth; reachable protein class by UniProt location/features	10.0
NRCAM	16	3	0	0	0	3	0	Crohn disease;psoriasis;ulcerative colitis		0.0116823782091635	0.2247148482463899	3.1005603437118165	2.065973036842883			ibd_uc_stromal:2.93,p=0.012;ibd_crohn_stromal:3.1,p=0.015;psoriasis_skin_stromal:1.35,p=0.018	False	1.2982290374792624	0.7616213365350446	0.0812547813304489	0.8989378106274888							1.3125944439296318	-0.1874055560703682	1.5	0.0	0.0				False	True	0.0	14.065629722196482	True	positive_disease_count>=3_with_MS_anchor	found	Q92823	Neuronal cell adhesion molecule	1304.0	Cell membrane;Cell projection, axon;Secreted	3D-structure;Alternative splicing;Cell adhesion;Cell membrane;Cell projection;Disease variant;Disulfide bond;Glycoprotein;Immunoglobulin domain;Intellectual disability;Membrane;Phosphoprotein;Proteomics identification;Reference proteome;Repeat;Secreted;Signal;Transmembrane;Transmembrane helix	True	False	1.0		Cell adhesion protein that is required for normal responses to cell-cell contacts in brain and in the peripheral nervous system. Plays a role in neurite outgrowth in response to contactin binding. Plays a role in mediating cell-cell contacts between Schwann cells and axons. Plays a role in the formation and maintenance of the nodes of Ranvier on myelinated axons. Nodes of Ranvier contain clustered sodium channels that are crucial for the saltatory propagation of action potentials along myelinated axons. During development, nodes of Ranvier are formed by the fusion of two heminodes. Required for normal clustering of sodium channels at heminodes; not required for the formation of mature nodes 																																https://patents.google.com/?q=NRCAM+autoimmune+antibody+inhibitor+agonist	NO_GO_SURFACEOME_RESCUE	insufficient_breadth; reachable protein class by UniProt location/features	10.0
SRPRB	17	3	0	1	0	3	0	Crohn disease;psoriasis;ulcerative colitis		0.0009782529960792	0.0887611741911268	0.9544847491241376	2.191613716085276			ibd_crohn_epithelial:0.883,p=0.00098;ibd_uc_epithelial:0.954,p=0.0035;psoriasis_keratinocyte:0.61,p=0.039	False	0.3675286242333886	0.5375269196499866	0.2065821317720323	0.8993702893651148															False	False	0.0	14.0	True	positive_disease_count>=3_with_MS_anchor	found	Q9Y5M8	Signal recognition particle receptor subunit beta	271.0	Endoplasmic reticulum membrane	3D-structure;Endoplasmic reticulum;GTP-binding;Membrane;Nucleotide-binding;Phosphoprotein;Proteomics identification;Receptor;Reference proteome;Transmembrane;Transmembrane helix	True	False	1.0	Binding site;Binding site;Binding site;Binding site	Component of the signal recognition particle (SRP) complex receptor (SR) (By similarity). Ensures, in conjunction with the SRP complex, the correct targeting of the nascent secretory proteins to the endoplasmic reticulum membrane system (By similarity). May mediate the membrane association of SR (By similarity)																																https://patents.google.com/?q=SRPRB+autoimmune+antibody+inhibitor+agonist	NO_GO_SURFACEOME_RESCUE	insufficient_breadth; reachable protein class by UniProt location/features	10.0
LRIG3	15	3	0	0	0	3	0	Crohn disease;type 1 diabetes mellitus;ulcerative colitis		0.0089079030761151	0.1603146482324397	1.0204627721777868	1.2062222985715227			ibd_crohn_epithelial:0.675,p=0.0089;t1d_stellate_cell:1.02,p=0.036;ibd_uc_epithelial:0.502,p=0.048	False	1.4284885080798049	0.8508598309758607	0.0537582280326119	0.8904676266102052															False	True	0.0	14.0	True	positive_disease_count>=3_with_MS_anchor	found	Q6UXM1	Leucine-rich repeats and immunoglobulin-like domains protein 3	1119.0	Cell membrane;Cytoplasmic vesicle membrane	Alternative splicing;Cell membrane;Cytoplasmic vesicle;Developmental protein;Disulfide bond;Glycoprotein;Immunoglobulin domain;Leucine-rich repeat;Membrane;Proteomics identification;Reference proteome;Repeat;Signal;Transmembrane;Transmembrane helix	True	False	1.0		May play a role in craniofacial and inner ear morphogenesis during embryonic development. May act within the otic vesicle epithelium to control formation of the lateral semicircular canal in the inner ear, possibly by restricting the expression of NTN1 (By similarity)																																https://patents.google.com/?q=LRIG3+autoimmune+antibody+inhibitor+agonist	NO_GO_SURFACEOME_RESCUE	insufficient_breadth; reachable protein class by UniProt location/features	10.0
STARD3NL	17	3	0	0	0	3	0	psoriasis;type 1 diabetes mellitus;ulcerative colitis		0.0156824190828098	0.2869120920854114	0.7110203178341314	1.4615997254682802			psoriasis_keratinocyte:0.711,p=0.016;ibd_uc_stromal:0.547,p=0.022;t1d_stellate_cell:0.494,p=0.026	False	0.390165879492395	0.6653790243297889	0.123344185153865	0.8989378106274888															False	True	0.0	14.0	True	positive_disease_count>=3_with_MS_anchor	found	O95772	STARD3 N-terminal-like protein	234.0	Late endosome membrane	Acetylation;Alternative initiation;Endosome;Membrane;Phosphoprotein;Proteomics identification;Reference proteome;Transmembrane;Transmembrane helix	True	False	4.0		Tethering protein that creates contact site between the endoplasmic reticulum and late endosomes: localizes to late endosome membranes and contacts the endoplasmic reticulum via interaction with VAPA and VAPB (PubMed:24105263)																																https://patents.google.com/?q=STARD3NL+autoimmune+antibody+inhibitor+agonist	NO_GO_SURFACEOME_RESCUE	insufficient_breadth; reachable protein class by UniProt location/features	10.0
BTN3A1	17	4	0	0	0	3	0	Crohn disease;type 1 diabetes mellitus;ulcerative colitis		0.0070705127839726	0.1516184326881906	1.747964187869783	1.323701601461098			ibd_crohn_epithelial:1.15,p=0.0071;ibd_uc_epithelial:1.16,p=0.029;t1d_ductal_cell:1.75,p=0.032;t1d_stellate_cell:1.25,p=0.049	False	0.332851918626238	0.5824156142884032	0.180138895914588	0.8993702893651148															False	False	0.0	13.0	True	positive_disease_count>=3_with_MS_anchor	found	O00481	Butyrophilin subfamily 3 member A1	513.0	Cell membrane	3D-structure;Adaptive immunity;Alternative splicing;Cell membrane;Disulfide bond;Glycoprotein;Immunity;Immunoglobulin domain;Membrane;Proteomics identification;Reference proteome;Repeat;Signal;Transmembrane;Transmembrane helix	True	False	1.0		Plays a role in T-cell activation and in the adaptive immune response. Regulates the proliferation of activated T-cells. Regulates the release of cytokines and IFNG by activated T-cells. Mediates the response of T-cells toward infected and transformed cells that are characterized by high levels of phosphorylated metabolites, such as isopentenyl pyrophosphate																																https://patents.google.com/?q=BTN3A1+autoimmune+antibody+inhibitor+agonist	NO_GO_SURFACEOME_RESCUE	insufficient_breadth; reachable protein class by UniProt location/features	10.0
CXCL11	16	3	0	0	0	3	0	Crohn disease;psoriasis;ulcerative colitis		0.0030344746360804	0.1332579567234817	3.929186801101718	2.041969727418463			ibd_uc_stromal:2.77,p=0.003;ibd_crohn_myeloid:3.93,p=0.007;psoriasis_skin_stromal:2.03,p=0.041	False	1.4257281563943538	0.5619393942266113	0.2008760468856298	0.8993702893651148															False	False	0.0	12.0	True	positive_disease_count>=3_with_MS_anchor	found	O14625	C-X-C motif chemokine 11	94.0	Secreted	3D-structure;Chemotaxis;Citrullination;Cytokine;Direct protein sequencing;Disulfide bond;Inflammatory response;Proteomics identification;Reference proteome;Secreted;Signal	True	False	0.0		Chemotactic for interleukin-activated T-cells but not unstimulated T-cells, neutrophils or monocytes. Induces calcium release in activated T-cells. Binds to CXCR3. May play an important role in CNS diseases which involve T-cell recruitment. May play a role in skin immune responses																																https://patents.google.com/?q=CXCL11+autoimmune+antibody+inhibitor+agonist	NO_GO_SURFACEOME_RESCUE	insufficient_breadth; generic_ifn_cytokine_or_chemokine_axis; reachable protein class by UniProt location/features	10.0
RHOF	17	3	0	0	0	3	0	Crohn disease;Sjogren syndrome;type 1 diabetes mellitus		0.0131153672458357	0.2491755809733345	1.1926780429927222	0.920996608548408			ibd_crohn_myeloid:1.13,p=0.013;sjogren_gland_stromal:0.876,p=0.027;t1d_stellate_cell:1.19,p=0.032	False	0.958311358264864	0.5565395633110964	0.1915339443614679	0.8993702893651148															False	False	0.0	12.0	True	positive_disease_count>=3_with_MS_anchor	found	Q9HBH0	Rho-related GTP-binding protein RhoF	211.0	Cell membrane;Cytoplasm, cytoskeleton	Acetylation;Alternative splicing;Cell membrane;Cytoplasm;Cytoskeleton;GTP-binding;Lipoprotein;Membrane;Methylation;Nucleotide-binding;Prenylation;Proteomics identification;Reference proteome	True	False	0.0	Binding site;Binding site;Binding site	Plasma membrane-associated small GTPase which cycles between an active GTP-bound and an inactive GDP-bound state. Causes the formation of thin, actin-rich surface projections called filopodia. Functions cooperatively with CDC42 and Rac to generate additional structures, increasing the diversity of actin-based morphology																																https://patents.google.com/?q=RHOF+autoimmune+antibody+inhibitor+agonist	NO_GO_SURFACEOME_RESCUE	insufficient_breadth; reachable protein class by UniProt location/features	10.0
ADM	17	3	0	0	0	3	0	Crohn disease;Sjogren syndrome;ulcerative colitis		0.0165039809203659	0.2718898511008051	2.446026161182271	1.393061937626414			ibd_crohn_myeloid:2.45,p=0.017;ibd_uc_myeloid:2.04,p=0.034;sjogren_gland_stromal:0.537,p=0.039	False	0.4472306428657475	0.5238764707784727	0.2265084165897911	0.8993702893651148															False	False	0.0	12.0	True	positive_disease_count>=3_with_MS_anchor	found	P35318	Pro-adrenomedullin	185.0	Secreted	3D-structure;Amidation;Cleavage on pair of basic residues;Direct protein sequencing;Disulfide bond;Hormone;Proteomics identification;Reference proteome;Secreted;Signal	True	False	0.0		Adrenomedullin/ADM and proadrenomedullin N-20 terminal peptide/PAMP are peptide hormones that act as potent hypotensive and vasodilatator agents (PubMed:8387282, PubMed:9620797). Numerous actions have been reported most related to the physiologic control of fluid and electrolyte homeostasis. In the kidney, ADM is diuretic and natriuretic, and both ADM and PAMP inhibit aldosterone secretion by direct adrenal actions. In pituitary gland, both peptides at physiologically relevant doses inhibit basal ACTH secretion. Both peptides appear to act in brain and pituitary gland to facilitate the loss of plasma volume, actions which complement their hypotensive effects in blood vessels Peptide hormone 																																https://patents.google.com/?q=ADM+autoimmune+antibody+inhibitor+agonist	NO_GO_SURFACEOME_RESCUE	insufficient_breadth; reachable protein class by UniProt location/features	10.0
LY6E	17	3	0	0	0	3	0	Crohn disease;Sjogren syndrome;type 1 diabetes mellitus		0.0180415140842396	0.3460182842246059	1.477329536705387	1.318541406038544			t1d_acinar_cell:1.23,p=0.018;ibd_crohn_myeloid:1.11,p=0.033;sjogren_gland_apc:1.48,p=0.045	False	0.3272828033253923	0.517960505549519	0.2373098656275115	0.9004758652001262															False	False	0.0	12.0	True	positive_disease_count>=3_with_MS_anchor	found	Q16553	Lymphocyte antigen 6E	131.0	Cell membrane	Cell membrane;Disulfide bond;GPI-anchor;Glycoprotein;Host-virus interaction;Lipoprotein;Membrane;Proteomics identification;Reference proteome;Signal	True	False	0.0		GPI-anchored cell surface protein that regulates T-lymphocytes proliferation, differentiation, and activation. Regulates the T-cell receptor (TCR) signaling by interacting with component CD3Z/CD247 at the plasma membrane, leading to CD3Z/CD247 phosphorylation modulation (By similarity). Restricts the entry of human coronaviruses, including SARS-CoV, MERS-CoV and SARS-CoV-2, by interfering with spike protein-mediated membrane fusion (PubMed:32641482). Also plays an essential role in placenta formation by acting as the main receptor for syncytin-A (SynA). Therefore, participates in the normal fusion of syncytiotrophoblast layer I (SynT-I) and in the proper morphogenesis of both fetal and mater																																https://patents.google.com/?q=LY6E+autoimmune+antibody+inhibitor+agonist	NO_GO_SURFACEOME_RESCUE	insufficient_breadth; reachable protein class by UniProt location/features	10.0
LITAF	17	3	0	0	0	3	0	Crohn disease;type 1 diabetes mellitus;ulcerative colitis		0.0198794358380266	0.289181658767819	1.1553043961161509	1.4968667215380047			ibd_uc_myeloid:1.14,p=0.02;ibd_crohn_myeloid:1.16,p=0.021;t1d_acinar_cell:0.662,p=0.032	False	0.3084198322537244	0.5968595911362213	0.1715754140954014	0.8993702893651148															False	False	0.0	12.0	True	positive_disease_count>=3_with_MS_anchor	found	Q99732	Lipopolysaccharide-induced tumor necrosis factor-alpha factor	161.0	Cell membrane;Cytoplasm;Early endosome membrane;Endosome membrane;Golgi apparatus membrane;Late endosome membrane;Lysosome membrane;Nucleus	Alternative splicing;Cell membrane;Charcot-Marie-Tooth disease;Cytoplasm;DNA-binding;Disease variant;Endosome;Golgi apparatus;Lysosome;Membrane;Metal-binding;Neurodegeneration;Neuropathy;Nucleus;Phosphoprotein;Proteomics identification;Reference proteome;Transcription;Transcription regulation;Zinc	True	False	0.0	Binding site;Binding site;Binding site;Binding site	Plays a role in endosomal protein trafficking and in targeting proteins for lysosomal degradation (PubMed:23166352). Plays a role in targeting endocytosed EGFR and ERGG3 for lysosomal degradation, and thereby helps down-regulate downstream signaling cascades (PubMed:23166352). Helps recruit the ESCRT complex components TSG101, HGS and STAM to cytoplasmic membranes (PubMed:23166352). Probably plays a role in regulating protein degradation via its interaction with NEDD4 (PubMed:15776429). May also contribute to the regulation of gene expression in the nucleus (PubMed:10200294, PubMed:15793005). Binds DNA (in vitro) and may play a synergistic role with STAT6 in the nucleus in regulating the exp																																https://patents.google.com/?q=LITAF+autoimmune+antibody+inhibitor+agonist	NO_GO_SURFACEOME_RESCUE	insufficient_breadth; reachable protein class by UniProt location/features	10.0
ABHD13	17	3	1	0	0	3	1	Crohn disease;psoriasis;ulcerative colitis	type 1 diabetes mellitus	0.0164921394636003	0.2424874251669218	0.947309447277212	1.5348108953104085	0.0407966899954278	-0.6217224402171997	ibd_uc_myeloid:0.947,p=0.016;psoriasis_skin_stromal:0.458,p=0.019;ibd_crohn_epithelial:0.543,p=0.031	False	0.2523206566289371	0.8151546140958147	0.0675857913143448	0.8989378106274888															False	True	0.0	10.0	True	positive_disease_count>=3_with_MS_anchor	found	Q7L211	Protein ABHD13	337.0	Membrane	Glycoprotein;Hydrolase;Membrane;Proteomics identification;Reference proteome;Signal-anchor;Transmembrane;Transmembrane helix	True	True	1.0	Active site:Charge relay system;Active site:Charge relay system;Active site:Charge relay system																																	https://patents.google.com/?q=ABHD13+autoimmune+antibody+inhibitor+agonist	NO_GO_SURFACEOME_RESCUE	insufficient_breadth; directional_negative_disease_signal; reachable protein class by UniProt location/features	10.0
RABGGTB	17	4	0	0	0	4	0	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis		0.0036866505143913	0.1299719100881815	0.7521442686677586	1.676601904431859			ibd_crohn_epithelial:0.727,p=0.0037;t1d_stellate_cell:0.752,p=0.009;psoriasis_skin_stromal:0.42,p=0.022;ibd_uc_epithelial:0.72,p=0.036	False	-0.2234965293033735	-0.5745268002412105	0.1878962824017918	0.8993702893651148							1.112302828290207	-0.387697171709793	1.5	0.0	0.0				False	False	0.0	16.05561514141451	False	positive_disease_count>=4	found	P53611	Geranylgeranyl transferase type-2 subunit beta	331.0		3D-structure;Acetylation;Metal-binding;Phosphoprotein;Prenyltransferase;Proteomics identification;Reference proteome;Repeat;Transferase;Zinc	False	True	0.0	Binding site;Binding site;Binding site;Binding site;Binding site	Catalyzes the transfer of a geranylgeranyl moiety from geranylgeranyl diphosphate to both cysteines of Rab proteins with the C-terminal sequence -XXCC, -XCXC and -CCXX, such as RAB1A, RAB3A, RAB5A and RAB7A (PubMed:7991565). Catalytic subunit of the geranylgeranyl transferase type 3 (GGTase-3) complex (PubMed:31209342, PubMed:32128853). The GGTase-3 complex geranylgeranylates and targets FBXL2 to the cellular membranes, where FBXL2 forms part of the E3 ubiquitin-protein ligase complex SCF(FBXL2) that mediates the degradation of membrane-anchored proteins (PubMed:31209342, PubMed:32128853). The GGTase-3 complex geranylgeranylates Golgi v-SNARE protein YKT6 at 'Cys-194' and this prenylation is										found	CHEMBL4523994	Geranylgeranyl transferase type-2	PROTEIN COMPLEX	Homo sapiens	P53611;Q92696	2.0	https://www.ebi.ac.uk/chembl/g/#search_results/all/query=RABGGTB	11.0	11.0	9.0	1360.0	3600.0										https://patents.google.com/?q=RABGGTB+autoimmune+antibody+inhibitor+agonist	NO_GO_SURFACEOME_RESCUE	insufficient_breadth; no_ms_anchor; not_surface_secreted_extracellular_by_uniprot; ChEMBL exact target found; ChEMBL activity records: 11	9.61
CHD1L	17	4	0	0	0	4	0	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis		0.0079745601691341	0.2801764605231487	1.347309141637624	1.697614145770861			ibd_crohn_stromal:1.13,p=0.008;t1d_endothelial_cell:1.35,p=0.019;ibd_uc_epithelial:0.416,p=0.027;psoriasis_skin_stromal:0.71,p=0.039	False	-0.0838461236310266	-0.2240406307893329	0.6083300433712847	0.9476308467322015															False	False	0.0	16.0	False	positive_disease_count>=4	found	Q86WJ1	ATP-dependent chromatin remodeler CHD1L	897.0	Chromosome;Nucleus	3D-structure;ATP-binding;Alternative splicing;Chromatin regulator;Chromosome;Coiled coil;DNA damage;DNA repair;Hydrolase;Methylation;Nucleotide-binding;Nucleus;Phosphoprotein;Proteomics identification;Reference proteome	False	True	0.0	Binding site	ATP-dependent chromatin remodeler that mediates chromatin-remodeling following DNA damage (PubMed:19661379, PubMed:29220652, PubMed:29220653, PubMed:33357431, PubMed:34210977, PubMed:34486521, PubMed:34874266). Recruited to DNA damage sites through interaction with poly-ADP-ribose: specifically recognizes and binds histones that are poly-ADP-ribosylated on serine residues in response to DNA damage (PubMed:19661379, PubMed:29220652, PubMed:29220653, PubMed:34486521, PubMed:34874266). Poly-ADP-ribose-binding activates the ATP-dependent chromatin remodeler activity, thereby regulating chromatin during DNA repair (PubMed:19661379, PubMed:29220652, PubMed:29220653, PubMed:34486521, PubMed:3487426										found	CHEMBL5724766	Chromodomain-helicase-DNA-binding protein 1-like	SINGLE PROTEIN	Homo sapiens	Q86WJ1	1.0	https://www.ebi.ac.uk/chembl/g/#search_results/all/query=CHD1L	4.0	4.0	1.0	3000.0	4909.975										https://patents.google.com/?q=CHD1L+autoimmune+antibody+inhibitor+agonist	NO_GO_SURFACEOME_RESCUE	insufficient_breadth; no_ms_anchor; not_surface_secreted_extracellular_by_uniprot; ChEMBL exact target found; ChEMBL activity records: 4	9.54
DDX39A	17	5	0	1	0	4	0	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis		0.0001214491322947	0.0334368637386116	0.953101965254972	2.795983766315687			ibd_uc_stromal:0.814,p=0.00012;psoriasis_skin_stromal:0.493,p=0.014;t1d_endothelial_cell:0.474,p=0.016;ibd_crohn_stromal:0.613,p=0.017;psoriasis_keratinocyte:0.953,p=0.036	False	-0.2536254050302382	-0.5158766274148572	0.2501673335954121	0.9004758652001262															False	False	0.0	19.0	False	positive_disease_count>=4	found	O00148	ATP-dependent RNA helicase DDX39A	427.0	Cytoplasm;Nucleus	3D-structure;ATP-binding;Acetylation;Alternative splicing;Cytoplasm;Helicase;Hydrolase;Isopeptide bond;Nucleotide-binding;Nucleus;Phosphoprotein;Proteomics identification;RNA-binding;Reference proteome;Ubl conjugation;mRNA processing;mRNA splicing	False	True	0.0	Binding site	Helicase that plays an essential role in mRNA export and is involved in multiple steps in RNA metabolism including alternative splicing (PubMed:33941617, PubMed:38801080). Regulates nuclear mRNA export to the cytoplasm through association with ECD (PubMed:33941617). Also involved in spliceosomal uridine-rich small nuclear RNA (U snRNA) export by stimulating the RNA binding of adapter PHAX (PubMed:39011894). Plays a role in the negative regulation of type I IFN production by increasing the nuclear retention of antiviral transcripts and thus reducing their protein expression (PubMed:32393512). Independently of the interferon pathway, plays an antiviral role against alphaviruses by binding to a										found	CHEMBL4105795	ATP-dependent RNA helicase DDX39A	SINGLE PROTEIN	Homo sapiens	O00148	1.0	https://www.ebi.ac.uk/chembl/g/#search_results/all/query=DDX39A	3.0	3.0	3.0	750.0	100000.0	"""DDX39A"" AND (autoimmune OR ""multiple sclerosis"" OR lupus OR psoriasis OR Crohn OR ""ulcerative colitis"")"	74.0	"[{""doi"": ""10.1096/fj.202401764r"", ""id"": ""39873909"", ""source"": ""MED"", ""title"": ""The role of circular RNAs in autoimmune diseases: Potential diagnostic biomarkers and therapeutic targets."", ""year"": ""2025""}, {""doi"": ""10.1172/jci196379"", ""id"": ""41615953"", ""source"": ""MED"", ""title"": ""MAP4K2 suppresses antitumor immunity in a pancreatic cancer model by promoting Treg differentiation."", ""year"": ""2026""}, {""doi"": ""10.1002/hsr2.71659"", ""id"": ""41542331"", ""source"": ""MED"", ""title"": ""Integrated Single Cell Spatial Analysis Reveals Dysregulated Basal Progenitor Cells in Ulcerative Colitis Pathogenesis: A Multi Omics Study."", ""year"": ""2026""}]"	https://europepmc.org/search?query=%22DDX39A%22+AND+%28autoimmune+OR+%22multiple+sclerosis%22+OR+lupus+OR+psoriasis+OR+Crohn+OR+%22ulcerative+colitis%22%29	DDX39A autoimmune	0.0	[]	https://clinicaltrials.gov/search?term=DDX39A+autoimmune		https://patents.google.com/?q=DDX39A+autoimmune+antibody+inhibitor+agonist	NO_GO_SURFACEOME_RESCUE	insufficient_breadth; no_ms_anchor; not_surface_secreted_extracellular_by_uniprot; ChEMBL exact target found; ChEMBL activity records: 3	9.53
MOB3B	17	4	0	2	0	4	0	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis		0.000508860435466	0.082977307796108	2.3984427596690705	3.0502897668473947			ibd_crohn_myeloid:2.34,p=0.00051;ibd_uc_myeloid:2.4,p=0.00058;psoriasis_keratinocyte:1.44,p=0.02;t1d_beta_cell:1.25,p=0.037	False	0.0276495030161427	0.0245204508031555	0.9558863220247624	0.995447887770418															False	False	0.0	20.0	False	positive_disease_count>=4	found	Q86TA1	MOB kinase activator 3B	216.0		Metal-binding;Proteomics identification;Reference proteome;Zinc	False	True	0.0	Binding site;Binding site;Binding site;Binding site	Modulates LATS1 expression in the Hippo signaling pathway which plays a pivotal role in organ size control and tumor suppression by restricting proliferation and promoting apoptosis										not_found_exact						0.0	https://www.ebi.ac.uk/chembl/g/#search_results/all/query=MOB3B	0.0	0.0													https://patents.google.com/?q=MOB3B+autoimmune+antibody+inhibitor+agonist	NO_GO_SURFACEOME_RESCUE	insufficient_breadth; no_ms_anchor; not_surface_secreted_extracellular_by_uniprot; no_druggability_route	9.5
