gene	screen_call	median_efficient_minus_noneater_lfc	n_sgrna	efficient_fdr	contrast_fdr	reopener_score	reopener_call	positive_disease_count	negative_disease_count	positive_diseases	ms_wm_delta_log2	ms_wm_p	ms_wm_fdr	opentargets_max_genetic_association	opentargets_disease_count	residual_retained_disease_count	strict_core_covariate_surviving_disease_count	top_retained_tests	wave34_call	gwas_catalog_trait_count	chembl_target_id	chembl_best_nM	druggable_activity_count	efferocytosis_screen_call	efferocytosis_median_efficient_minus_noneater_lfc	efferocytosis_contrast_fdr	geneformer_model_support_pass	wave57_call
NMRAL1	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.4435446939149168	3	0.9600924529799222	1.0	0.4435446939149168	NO_GO_EFFEROCYTOSIS_ONLY	2.0	1.0	psoriasis;type 1 diabetes mellitus	0.0992849349426627	0.6634073454100325	0.9565589890801192	0.0	0.0	0.0	0.0			0.0			0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.4435446939149168	1.0	False	
1810065E05RIK	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.4388075333652547	4	0.8221627590893646	0.920009505703422	0.4388075333652547	NO_GO_EFFEROCYTOSIS_ONLY	0.0	0.0		0.0	1.0	1.0	0.0	0.0	0.0	0.0			0.0			0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.4388075333652547	0.920009505703422	False	
GARNL3	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.4384762134523053	4	0.8221627590893646	0.920009505703422	0.4384762134523053	NO_GO_EFFEROCYTOSIS_ONLY	1.0	0.0	type 1 diabetes mellitus	-0.0904378940964907	0.8442109393585143	0.9761732664217524	0.0	0.0	0.0	0.0			0.0			0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.4384762134523053	0.920009505703422	False	
LCT	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.4273856768784927	4	0.9600924529799222	1.0	0.4273856768784927	NO_GO_EFFEROCYTOSIS_ONLY	0.0	0.0		0.1502644680643783	0.851480336571312	0.977325753561512	0.0	0.0	0.0	0.0			0.0			0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.4273856768784927	1.0	False	
NSUN5	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.4225139101768894	4	0.9052095024317248	0.9971256078463696	0.4225139101768894	NO_GO_EFFEROCYTOSIS_ONLY	2.0	0.0	Crohn disease;psoriasis	-0.256131114859091	0.1217731079476714	0.8989378106274888	0.0	0.0	0.0	0.0			0.0			0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.4225139101768894	0.9971256078463696	False	
SARAF	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.4169047884286576	4	0.9052095024317248	0.9971256078463696	0.4169047884286576	NO_GO_EFFEROCYTOSIS_ONLY	1.0	0.0	Crohn disease	0.2104503990077191	0.2094477583873012	0.8993702893651148	0.0	0.0	0.0	0.0			0.0			0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.4169047884286576	0.9971256078463696	False	
FOXR2	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.412903042981121	4	0.8221627590893646	1.0	0.412903042981121	NO_GO_EFFEROCYTOSIS_ONLY	0.0	0.0		0.0	1.0	1.0	0.0	0.0	0.0	0.0			0.0			0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.412903042981121	1.0	False	
E230025N22RIK	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.4055999373476642	4	0.8221627590893646	0.920009505703422	0.4055999373476642	NO_GO_EFFEROCYTOSIS_ONLY	0.0	0.0		0.0	1.0	1.0	0.0	0.0	0.0	0.0			0.0			0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.4055999373476642	0.920009505703422	False	
BICC1	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.4042508213954289	4	1.0	0.9971256078463696	0.4042508213954289	NO_GO_EFFEROCYTOSIS_ONLY	1.0	0.0	type 1 diabetes mellitus	-1.499243242759242	0.1439612518011304	0.8989378106274888	0.0	0.0	0.0	0.0			0.0			0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.4042508213954289	0.9971256078463696	False	
DNAJC1	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.3902360158197633	4	0.8221627590893646	0.920009505703422	0.3902360158197633	NO_GO_EFFEROCYTOSIS_ONLY	0.0	0.0		0.2961513689743231	0.2526040970336196	0.9004758652001262	0.0	0.0	0.0	0.0			0.0			0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.3902360158197633	0.920009505703422	False	
GORASP1	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.3892802165881963	4	0.8221627590893646	0.920009505703422	0.3892802165881963	NO_GO_EFFEROCYTOSIS_ONLY	2.0	0.0	psoriasis;type 1 diabetes mellitus	0.0195610488309654	0.8723434994567465	0.9807593074474495	0.0	0.0	0.0	0.0			0.0			0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.3892802165881963	0.920009505703422	False	
OLFR558	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.3824474913515236	4	0.8221627590893646	0.920009505703422	0.3824474913515236	NO_GO_EFFEROCYTOSIS_ONLY	0.0	0.0		0.0	1.0	1.0	0.0	0.0	0.0	0.0			0.0			0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.3824474913515236	0.920009505703422	False	
UBE2U	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.3793343415725289	4	0.8221627590893646	0.920009505703422	0.3793343415725289	NO_GO_EFFEROCYTOSIS_ONLY	0.0	0.0		0.0	1.0	1.0	0.0	0.0	0.0	0.0			0.0			0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.3793343415725289	0.920009505703422	False	
GUCY2E	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.377644752991001	4	0.8221627590893646	0.920009505703422	0.377644752991001	NO_GO_EFFEROCYTOSIS_ONLY	0.0	0.0		0.0	1.0	1.0	0.0	0.0	0.0	0.0			0.0			0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.377644752991001	0.920009505703422	False	
GM973	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.3709561475060108	4	1.0	1.0	0.3709561475060108	NO_GO_EFFEROCYTOSIS_ONLY	0.0	0.0		0.0	1.0	1.0	0.0	0.0	0.0	0.0			0.0			0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.3709561475060108	1.0	False	
QPRT	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.3700440202772218	4	0.8221627590893646	0.920009505703422	0.3700440202772218	NO_GO_EFFEROCYTOSIS_ONLY	0.0	2.0		-0.3681928686641296	0.3923449315388988	0.9157809859344704	0.0	0.0	0.0	0.0			0.0			0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.3700440202772218	0.920009505703422	False	
TAS2R103	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.3662250630539572	3	1.0	1.0	0.3662250630539572	NO_GO_EFFEROCYTOSIS_ONLY	0.0	0.0		0.0	1.0	1.0	0.0	0.0	0.0	0.0			0.0			0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.3662250630539572	1.0	False	
AKT2	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.3646915397490677	3	0.8221627590893646	0.920009505703422	0.3646915397490677	NO_GO_EFFEROCYTOSIS_ONLY	0.0	2.0		-0.1752275060945827	0.1352308368807753	0.8989378106274888	0.0	0.0	0.0	0.0			0.0			0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.3646915397490677	0.920009505703422	False	
AW146154	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.3637717849164588	3	0.9600924529799222	0.9971256078463696	0.3637717849164588	NO_GO_EFFEROCYTOSIS_ONLY	0.0	0.0		0.0	1.0	1.0	0.0	0.0	0.0	0.0			0.0			0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.3637717849164588	0.9971256078463696	False	
MC2R	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.3637037184191548	4	0.9600924529799222	0.9971256078463696	0.3637037184191548	NO_GO_EFFEROCYTOSIS_ONLY	0.0	0.0		0.0	1.0	1.0	0.0	0.0	0.0	0.0			0.0			0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.3637037184191548	0.9971256078463696	False	
OLFM3	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.360981063828498	4	0.8221627590893646	0.920009505703422	0.360981063828498	NO_GO_EFFEROCYTOSIS_ONLY	0.0	0.0		0.0	1.0	1.0	0.0	0.0	0.0	0.0			0.0			0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.360981063828498	0.920009505703422	False	
RGS9BP	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.3601026779168693	4	0.9052095024317248	0.9965506589785832	0.3601026779168693	NO_GO_EFFEROCYTOSIS_ONLY	0.0	1.0		-0.5775766170003505	0.5703914034702274	0.9431647247323408	0.0	0.0	0.0	0.0			0.0			0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.3601026779168693	0.9965506589785832	False	
SLC27A2	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.3578487453690431	4	0.9600924529799222	0.9971256078463696	0.3578487453690431	NO_GO_EFFEROCYTOSIS_ONLY	0.0	0.0		0.0	1.0	1.0	0.0	0.0	0.0	0.0			0.0			0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.3578487453690431	0.9971256078463696	False	
1300017J02RIK	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.3572697420881923	3	0.9600924529799222	0.920009505703422	0.3572697420881923	NO_GO_EFFEROCYTOSIS_ONLY	0.0	0.0		0.0	1.0	1.0	0.0	0.0	0.0	0.0			0.0			0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.3572697420881923	0.920009505703422	False	
PIM2	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.3528662810511423	4	1.0	0.9971256078463696	0.3528662810511423	NO_GO_EFFEROCYTOSIS_ONLY	1.0	0.0	type 1 diabetes mellitus	0.0641138377872447	0.8324296632154139	0.9761732664217524	0.0	0.0	0.0	0.0			0.0			0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.3528662810511423	0.9971256078463696	False	
VMN2R69	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.3527023863460774	4	0.8221627590893646	0.920009505703422	0.3527023863460774	NO_GO_EFFEROCYTOSIS_ONLY	0.0	0.0		0.0	1.0	1.0	0.0	0.0	0.0	0.0			0.0			0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.3527023863460774	0.920009505703422	False	
2010012O05RIK	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.3513613707303189	3	0.8221627590893646	1.0	0.3513613707303189	NO_GO_EFFEROCYTOSIS_ONLY	0.0	0.0		0.0	1.0	1.0	0.0	0.0	0.0	0.0			0.0			0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.3513613707303189	1.0	False	
GDPD1	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.3460209901660644	4	1.0	1.0	0.3460209901660644	NO_GO_EFFEROCYTOSIS_ONLY	0.0	1.0		-0.7948601533945565	0.3199577813270386	0.9120391943246274	0.0	0.0	0.0	0.0			0.0			0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.3460209901660644	1.0	False	
OLFR1307	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.338196586121775	4	0.8221627590893646	0.9965506589785832	0.338196586121775	NO_GO_EFFEROCYTOSIS_ONLY	0.0	0.0		0.0	1.0	1.0	0.0	0.0	0.0	0.0			0.0			0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.338196586121775	0.9965506589785832	False	
SLC22A8	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.3369853818403489	4	0.9052095024317248	0.920009505703422	0.3369853818403489	NO_GO_EFFEROCYTOSIS_ONLY	0.0	1.0		0.0	1.0	1.0	0.0	0.0	0.0	0.0			0.0			0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.3369853818403489	0.920009505703422	False	
1700026L06RIK	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.335018615668583	3	0.8221627590893646	0.9971256078463696	0.335018615668583	NO_GO_EFFEROCYTOSIS_ONLY	0.0	0.0		0.0	1.0	1.0	0.0	0.0	0.0	0.0			0.0			0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.335018615668583	0.9971256078463696	False	
AQP4	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.3323305755242223	4	0.8221627590893646	0.9971256078463696	0.3323305755242223	NO_GO_EFFEROCYTOSIS_ONLY	1.0	0.0	Sjogren syndrome	-0.5084882197600917	0.6950509548531557	0.9646161727383372	0.0	0.0	0.0	0.0			0.0			0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.3323305755242223	0.9971256078463696	False	
GFI1B	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.3210246828830148	4	0.8221627590893646	1.0	0.3210246828830148	NO_GO_EFFEROCYTOSIS_ONLY	0.0	1.0		0.0	1.0	1.0	0.0	0.0	0.0	0.0			0.0			0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.3210246828830148	1.0	False	
KATNA1	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.3209132691739474	4	1.0	1.0	0.3209132691739474	NO_GO_EFFEROCYTOSIS_ONLY	0.0	1.0		0.3574316099550501	0.133814527625926	0.8989378106274888	0.0	0.0	0.0	0.0			0.0			0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.3209132691739474	1.0	False	
VPREB2	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.3171926564202018	4	1.0	0.9971256078463696	0.3171926564202018	NO_GO_EFFEROCYTOSIS_ONLY	0.0	0.0		0.0	1.0	1.0	0.0	0.0	0.0	0.0			0.0			0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.3171926564202018	0.9971256078463696	False	
TEX43	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.3087966081114022	3	0.9600924529799222	1.0	0.3087966081114022	NO_GO_EFFEROCYTOSIS_ONLY	0.0	0.0		0.0	1.0	1.0	0.0	0.0	0.0	0.0			0.0			0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.3087966081114022	1.0	False	
VMN2R109	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.3019118456089313	3	0.8221627590893646	0.920009505703422	0.3019118456089313	NO_GO_EFFEROCYTOSIS_ONLY	0.0	0.0		0.0	1.0	1.0	0.0	0.0	0.0	0.0			0.0			0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.3019118456089313	0.920009505703422	False	
GCM1	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.2969794251105384	4	0.9600924529799222	0.9971256078463696	0.2969794251105384	NO_GO_EFFEROCYTOSIS_ONLY	0.0	0.0		0.0	1.0	1.0	0.0	0.0	0.0	0.0			0.0			0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.2969794251105384	0.9971256078463696	False	
ING5	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.2931425625911139	3	0.9600924529799222	0.920009505703422	0.2931425625911139	NO_GO_EFFEROCYTOSIS_ONLY	0.0	1.0		-0.4845711010947262	0.0467653410946392	0.8744776374054363	0.0	0.0	0.0	0.0			0.0			0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.2931425625911139	0.920009505703422	False	
BC049730	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.2886346203763568	4	0.8221627590893646	0.920009505703422	0.2886346203763568	NO_GO_EFFEROCYTOSIS_ONLY	0.0	0.0		0.0	1.0	1.0	0.0	0.0	0.0	0.0			0.0			0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.2886346203763568	0.920009505703422	False	
OLFR617	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.2840982391254921	4	0.8221627590893646	0.920009505703422	0.2840982391254921	NO_GO_EFFEROCYTOSIS_ONLY	0.0	0.0		0.0	1.0	1.0	0.0	0.0	0.0	0.0			0.0			0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.2840982391254921	0.920009505703422	False	
TNFRSF17	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.2813878736949962	4	0.8221627590893646	0.920009505703422	0.2813878736949962	NO_GO_EFFEROCYTOSIS_ONLY	0.0	1.0		-0.4924944264973367	0.5576099431770288	0.9401249668907428	0.0	0.0	0.0	0.0			0.0			0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.2813878736949962	0.920009505703422	False	
SVS5	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.2694103325395556	4	1.0	1.0	0.2694103325395556	NO_GO_EFFEROCYTOSIS_ONLY	0.0	0.0		0.0	1.0	1.0	0.0	0.0	0.0	0.0			0.0			0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.2694103325395556	1.0	False	
GM12942	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.2625313601025194	4	0.8221627590893646	0.920009505703422	0.2625313601025194	NO_GO_EFFEROCYTOSIS_ONLY	0.0	0.0		0.0	1.0	1.0	0.0	0.0	0.0	0.0			0.0			0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.2625313601025194	0.920009505703422	False	
OLFR867	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.2571010886896991	3	1.0	1.0	0.2571010886896991	NO_GO_EFFEROCYTOSIS_ONLY	0.0	0.0		0.0	1.0	1.0	0.0	0.0	0.0	0.0			0.0			0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.2571010886896991	1.0	False	
PRL7D1	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.2555902892480084	4	0.8221627590893646	0.920009505703422	0.2555902892480084	NO_GO_EFFEROCYTOSIS_ONLY	0.0	0.0		0.0	1.0	1.0	0.0	0.0	0.0	0.0			0.0			0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.2555902892480084	0.920009505703422	False	
LRRC61	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.6800237937757359	2			3.180023793775736	PARK_EFFEROCYTOSIS_NEGATIVE_REGULATOR_NEEDS_DRUGGABILITY	4.0	0.0	Crohn disease;Sjogren syndrome;type 1 diabetes mellitus;ulcerative colitis	0.697050672079687	0.5819581822185158	0.9460303616141402	0.0	0.0	2.0	0.0	ibd_crohn_myeloid|hla_ii_apc:1.58,p=0.023;ibd_crohn_myeloid|complement_effector:1.6,p=0.024;ibd_crohn_myeloid|c1q_phagocytic_myeloid:1.58,p=0.024;t1d_stellate_cell|complement_effector:0.317,p=0.028;ibd_crohn_myeloid|lipid_loader_repair:1.45,p=0.03;t1d_ductal_cell|complement_phagocytosis:0.374,p=0.032;t1d_stellate_cell|c1q_phagocytic_myeloid:0.35,p=0.032;ibd_crohn_myeloid|complement_phagocytosis:1.42,p=0.037		0.0			0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.6800237937757359		False	
