accession	sample_id	description	donor_id	group	disease_state	marker_compartment	compartment_source	module	n_cells	mean_score	high_fraction
GSE227835	GSM7266248	H2	HC_2	healthy_control	Healthy control	marker_b_cell_apc_like	marker_derived_from_GEO_counts	complement_phagocytosis	1202	0.033119491193067355	0.0740432612312812
GSE227835	GSM7266248	H2	HC_2	healthy_control	Healthy control	marker_b_cell_apc_like	marker_derived_from_GEO_counts	hla_ii_cd74	1202	0.13948657442116622	0.4034941763727121
GSE227835	GSM7266248	H2	HC_2	healthy_control	Healthy control	marker_b_cell_apc_like	marker_derived_from_GEO_counts	ifng_hlaii_cd74	1202	0.08912974765370311	0.37104825291181365
GSE227835	GSM7266248	H2	HC_2	healthy_control	Healthy control	marker_b_cell_apc_like	marker_derived_from_GEO_counts	lipid_loader_repair	1202	0.011550370507186271	0.2762063227953411
GSE227835	GSM7266248	H2	HC_2	healthy_control	Healthy control	marker_b_cell_apc_like	marker_derived_from_GEO_counts	lysosomal_apc	1202	0.036273288361960615	0.2703826955074875
GSE227835	GSM7266248	H2	HC_2	healthy_control	Healthy control	marker_b_cell_apc_like	marker_derived_from_GEO_counts	mixscale_validated_ifng_readout	1202	0.11569298363268687	0.35357737104825293
GSE227835	GSM7266248	H2	HC_2	healthy_control	Healthy control	marker_b_cell_apc_like	marker_derived_from_GEO_counts	slc15a4_tasl_branch	1202	0.047107639496310326	0.29866888519134777
GSE227835	GSM7266248	H2	HC_2	healthy_control	Healthy control	marker_myeloid_apc_like	marker_derived_from_GEO_counts	complement_phagocytosis	1471	0.07713470142591553	0.25424881033310676
GSE227835	GSM7266248	H2	HC_2	healthy_control	Healthy control	marker_myeloid_apc_like	marker_derived_from_GEO_counts	hla_ii_cd74	1471	-0.026792487860943435	0.20734194425560842
GSE227835	GSM7266248	H2	HC_2	healthy_control	Healthy control	marker_myeloid_apc_like	marker_derived_from_GEO_counts	ifng_hlaii_cd74	1471	-0.02902267682985761	0.19714479945615226
GSE227835	GSM7266248	H2	HC_2	healthy_control	Healthy control	marker_myeloid_apc_like	marker_derived_from_GEO_counts	lipid_loader_repair	1471	0.013823778480810726	0.2637661454792658
GSE227835	GSM7266248	H2	HC_2	healthy_control	Healthy control	marker_myeloid_apc_like	marker_derived_from_GEO_counts	lysosomal_apc	1471	0.05107954343744075	0.2522093813732155
GSE227835	GSM7266248	H2	HC_2	healthy_control	Healthy control	marker_myeloid_apc_like	marker_derived_from_GEO_counts	mixscale_validated_ifng_readout	1471	-0.011298679348262489	0.20938137321549966
GSE227835	GSM7266248	H2	HC_2	healthy_control	Healthy control	marker_myeloid_apc_like	marker_derived_from_GEO_counts	slc15a4_tasl_branch	1471	0.007422040880549756	0.24133242692046228
GSE227835	GSM7266248	H2	HC_2	healthy_control	Healthy control	marker_nk_like	marker_derived_from_GEO_counts	complement_phagocytosis	2275	-0.010103072487617553	0.02197802197802198
GSE227835	GSM7266248	H2	HC_2	healthy_control	Healthy control	marker_nk_like	marker_derived_from_GEO_counts	hla_ii_cd74	2275	0.242429764740409	0.4338461538461538
GSE227835	GSM7266248	H2	HC_2	healthy_control	Healthy control	marker_nk_like	marker_derived_from_GEO_counts	ifng_hlaii_cd74	2275	0.12199446941604387	0.40703296703296704
GSE227835	GSM7266248	H2	HC_2	healthy_control	Healthy control	marker_nk_like	marker_derived_from_GEO_counts	lipid_loader_repair	2275	0.01103561123754735	0.2734065934065934
GSE227835	GSM7266248	H2	HC_2	healthy_control	Healthy control	marker_nk_like	marker_derived_from_GEO_counts	lysosomal_apc	2275	0.012892276759379232	0.2589010989010989
GSE227835	GSM7266248	H2	HC_2	healthy_control	Healthy control	marker_nk_like	marker_derived_from_GEO_counts	mixscale_validated_ifng_readout	2275	0.07642932523177198	0.32395604395604394
GSE227835	GSM7266248	H2	HC_2	healthy_control	Healthy control	marker_nk_like	marker_derived_from_GEO_counts	slc15a4_tasl_branch	2275	0.023786038357585845	0.27604395604395604
GSE227835	GSM7266248	H2	HC_2	healthy_control	Healthy control	marker_plasmablast_like	marker_derived_from_GEO_counts	complement_phagocytosis	93	-0.01885810066122195	0.16129032258064516
GSE227835	GSM7266248	H2	HC_2	healthy_control	Healthy control	marker_plasmablast_like	marker_derived_from_GEO_counts	hla_ii_cd74	93	-0.18871231415904136	0.13978494623655913
GSE227835	GSM7266248	H2	HC_2	healthy_control	Healthy control	marker_plasmablast_like	marker_derived_from_GEO_counts	ifng_hlaii_cd74	93	-0.10981349645078978	0.15053763440860216
GSE227835	GSM7266248	H2	HC_2	healthy_control	Healthy control	marker_plasmablast_like	marker_derived_from_GEO_counts	lipid_loader_repair	93	-0.015687616108589906	0.21505376344086022
GSE227835	GSM7266248	H2	HC_2	healthy_control	Healthy control	marker_plasmablast_like	marker_derived_from_GEO_counts	lysosomal_apc	93	-0.013948216912551294	0.16129032258064516
GSE227835	GSM7266248	H2	HC_2	healthy_control	Healthy control	marker_plasmablast_like	marker_derived_from_GEO_counts	mixscale_validated_ifng_readout	93	-0.04579491136678617	0.1935483870967742
GSE227835	GSM7266248	H2	HC_2	healthy_control	Healthy control	marker_plasmablast_like	marker_derived_from_GEO_counts	slc15a4_tasl_branch	93	-0.16633709544756947	0.10752688172043011
GSE227835	GSM7266248	H2	HC_2	healthy_control	Healthy control	marker_t_cell_like	marker_derived_from_GEO_counts	complement_phagocytosis	3744	0.02372759260363201	0.024572649572649572
GSE227835	GSM7266248	H2	HC_2	healthy_control	Healthy control	marker_t_cell_like	marker_derived_from_GEO_counts	hla_ii_cd74	3744	0.1652503186637821	0.3541666666666667
GSE227835	GSM7266248	H2	HC_2	healthy_control	Healthy control	marker_t_cell_like	marker_derived_from_GEO_counts	ifng_hlaii_cd74	3744	0.10327405698203306	0.3611111111111111
GSE227835	GSM7266248	H2	HC_2	healthy_control	Healthy control	marker_t_cell_like	marker_derived_from_GEO_counts	lipid_loader_repair	3744	0.010835477250858991	0.2721688034188034
GSE227835	GSM7266248	H2	HC_2	healthy_control	Healthy control	marker_t_cell_like	marker_derived_from_GEO_counts	lysosomal_apc	3744	0.07767356183751663	0.3215811965811966
GSE227835	GSM7266248	H2	HC_2	healthy_control	Healthy control	marker_t_cell_like	marker_derived_from_GEO_counts	mixscale_validated_ifng_readout	3744	0.11632361997390597	0.34989316239316237
GSE227835	GSM7266248	H2	HC_2	healthy_control	Healthy control	marker_t_cell_like	marker_derived_from_GEO_counts	slc15a4_tasl_branch	3744	0.03144533879794374	0.2876602564102564
GSE227835	GSM7266249	H3	HC_3	healthy_control	Healthy control	marker_b_cell_apc_like	marker_derived_from_GEO_counts	complement_phagocytosis	1226	-0.020442981833519815	0.041598694942903754
GSE227835	GSM7266249	H3	HC_3	healthy_control	Healthy control	marker_b_cell_apc_like	marker_derived_from_GEO_counts	hla_ii_cd74	1226	0.1498552318151119	0.3295269168026101
GSE227835	GSM7266249	H3	HC_3	healthy_control	Healthy control	marker_b_cell_apc_like	marker_derived_from_GEO_counts	ifng_hlaii_cd74	1226	0.10962804039835106	0.366231647634584
GSE227835	GSM7266249	H3	HC_3	healthy_control	Healthy control	marker_b_cell_apc_like	marker_derived_from_GEO_counts	lipid_loader_repair	1226	-0.010670033594861126	0.2553017944535073
GSE227835	GSM7266249	H3	HC_3	healthy_control	Healthy control	marker_b_cell_apc_like	marker_derived_from_GEO_counts	lysosomal_apc	1226	0.011754575938771133	0.25040783034257746
GSE227835	GSM7266249	H3	HC_3	healthy_control	Healthy control	marker_b_cell_apc_like	marker_derived_from_GEO_counts	mixscale_validated_ifng_readout	1226	0.06777327225573444	0.300978792822186
GSE227835	GSM7266249	H3	HC_3	healthy_control	Healthy control	marker_b_cell_apc_like	marker_derived_from_GEO_counts	slc15a4_tasl_branch	1226	0.03206053290066681	0.2740619902120718
GSE227835	GSM7266249	H3	HC_3	healthy_control	Healthy control	marker_myeloid_apc_like	marker_derived_from_GEO_counts	complement_phagocytosis	1642	-0.02750646775173672	0.21193666260657734
GSE227835	GSM7266249	H3	HC_3	healthy_control	Healthy control	marker_myeloid_apc_like	marker_derived_from_GEO_counts	hla_ii_cd74	1642	0.027835672526470272	0.22533495736906212
GSE227835	GSM7266249	H3	HC_3	healthy_control	Healthy control	marker_myeloid_apc_like	marker_derived_from_GEO_counts	ifng_hlaii_cd74	1642	0.050411068777103045	0.24847746650426308
GSE227835	GSM7266249	H3	HC_3	healthy_control	Healthy control	marker_myeloid_apc_like	marker_derived_from_GEO_counts	lipid_loader_repair	1642	0.03553761671195711	0.28319123020706455
GSE227835	GSM7266249	H3	HC_3	healthy_control	Healthy control	marker_myeloid_apc_like	marker_derived_from_GEO_counts	lysosomal_apc	1642	0.18141574383562595	0.37210718635809986
GSE227835	GSM7266249	H3	HC_3	healthy_control	Healthy control	marker_myeloid_apc_like	marker_derived_from_GEO_counts	mixscale_validated_ifng_readout	1642	0.07490992945270736	0.2777101096224117
GSE227835	GSM7266249	H3	HC_3	healthy_control	Healthy control	marker_myeloid_apc_like	marker_derived_from_GEO_counts	slc15a4_tasl_branch	1642	-0.012530722010621458	0.20889159561510354
GSE227835	GSM7266249	H3	HC_3	healthy_control	Healthy control	marker_nk_like	marker_derived_from_GEO_counts	complement_phagocytosis	990	-0.01806240003426251	0.020202020202020204
GSE227835	GSM7266249	H3	HC_3	healthy_control	Healthy control	marker_nk_like	marker_derived_from_GEO_counts	hla_ii_cd74	990	-0.10419948378575225	0.1494949494949495
GSE227835	GSM7266249	H3	HC_3	healthy_control	Healthy control	marker_nk_like	marker_derived_from_GEO_counts	ifng_hlaii_cd74	990	-0.019407372936677988	0.20505050505050504
GSE227835	GSM7266249	H3	HC_3	healthy_control	Healthy control	marker_nk_like	marker_derived_from_GEO_counts	lipid_loader_repair	990	-0.0005356288563484324	0.26464646464646463
GSE227835	GSM7266249	H3	HC_3	healthy_control	Healthy control	marker_nk_like	marker_derived_from_GEO_counts	lysosomal_apc	990	0.04838836776854018	0.2868686868686869
GSE227835	GSM7266249	H3	HC_3	healthy_control	Healthy control	marker_nk_like	marker_derived_from_GEO_counts	mixscale_validated_ifng_readout	990	-0.024267176358788053	0.2292929292929293
GSE227835	GSM7266249	H3	HC_3	healthy_control	Healthy control	marker_nk_like	marker_derived_from_GEO_counts	slc15a4_tasl_branch	990	0.011690571234452926	0.25656565656565655
GSE227835	GSM7266249	H3	HC_3	healthy_control	Healthy control	marker_plasmablast_like	marker_derived_from_GEO_counts	complement_phagocytosis	49	0.054349433225109836	0.32653061224489793
GSE227835	GSM7266249	H3	HC_3	healthy_control	Healthy control	marker_plasmablast_like	marker_derived_from_GEO_counts	hla_ii_cd74	49	0.32232531833579203	0.40816326530612246
GSE227835	GSM7266249	H3	HC_3	healthy_control	Healthy control	marker_plasmablast_like	marker_derived_from_GEO_counts	ifng_hlaii_cd74	49	0.21419000777664196	0.3877551020408163
GSE227835	GSM7266249	H3	HC_3	healthy_control	Healthy control	marker_plasmablast_like	marker_derived_from_GEO_counts	lipid_loader_repair	49	0.03789961230659795	0.24489795918367346
GSE227835	GSM7266249	H3	HC_3	healthy_control	Healthy control	marker_plasmablast_like	marker_derived_from_GEO_counts	lysosomal_apc	49	0.17286115014890768	0.40816326530612246
GSE227835	GSM7266249	H3	HC_3	healthy_control	Healthy control	marker_plasmablast_like	marker_derived_from_GEO_counts	mixscale_validated_ifng_readout	49	0.2586789024815517	0.4489795918367347
GSE227835	GSM7266249	H3	HC_3	healthy_control	Healthy control	marker_plasmablast_like	marker_derived_from_GEO_counts	slc15a4_tasl_branch	49	0.19976541011504217	0.40816326530612246
GSE227835	GSM7266249	H3	HC_3	healthy_control	Healthy control	marker_t_cell_like	marker_derived_from_GEO_counts	complement_phagocytosis	4138	-0.011847003035749475	0.01208313194780087
GSE227835	GSM7266249	H3	HC_3	healthy_control	Healthy control	marker_t_cell_like	marker_derived_from_GEO_counts	hla_ii_cd74	4138	-0.033805948561512235	0.22812953117448043
GSE227835	GSM7266249	H3	HC_3	healthy_control	Healthy control	marker_t_cell_like	marker_derived_from_GEO_counts	ifng_hlaii_cd74	4138	-0.018855462537235246	0.22861285645239246
GSE227835	GSM7266249	H3	HC_3	healthy_control	Healthy control	marker_t_cell_like	marker_derived_from_GEO_counts	lipid_loader_repair	4138	0.006103220751005913	0.27283711938134364
GSE227835	GSM7266249	H3	HC_3	healthy_control	Healthy control	marker_t_cell_like	marker_derived_from_GEO_counts	lysosomal_apc	4138	0.028610223106033717	0.277428709521508
GSE227835	GSM7266249	H3	HC_3	healthy_control	Healthy control	marker_t_cell_like	marker_derived_from_GEO_counts	mixscale_validated_ifng_readout	4138	-0.0013997726394592523	0.24528757854035765
GSE227835	GSM7266249	H3	HC_3	healthy_control	Healthy control	marker_t_cell_like	marker_derived_from_GEO_counts	slc15a4_tasl_branch	4138	0.011446565844364728	0.26413726437892704
GSE227835	GSM7266250	H4	HC_4	healthy_control	Healthy control	marker_b_cell_apc_like	marker_derived_from_GEO_counts	complement_phagocytosis	1334	-0.022808692632806018	0.047976011994003
GSE227835	GSM7266250	H4	HC_4	healthy_control	Healthy control	marker_b_cell_apc_like	marker_derived_from_GEO_counts	hla_ii_cd74	1334	0.021964116472385095	0.18815592203898052
GSE227835	GSM7266250	H4	HC_4	healthy_control	Healthy control	marker_b_cell_apc_like	marker_derived_from_GEO_counts	ifng_hlaii_cd74	1334	-0.0105982327924287	0.1896551724137931
GSE227835	GSM7266250	H4	HC_4	healthy_control	Healthy control	marker_b_cell_apc_like	marker_derived_from_GEO_counts	lipid_loader_repair	1334	-0.01595501364390027	0.24212893553223389
GSE227835	GSM7266250	H4	HC_4	healthy_control	Healthy control	marker_b_cell_apc_like	marker_derived_from_GEO_counts	lysosomal_apc	1334	0.028051156181763945	0.27361319340329837
GSE227835	GSM7266250	H4	HC_4	healthy_control	Healthy control	marker_b_cell_apc_like	marker_derived_from_GEO_counts	mixscale_validated_ifng_readout	1334	0.030837654031632022	0.27211394302848574
GSE227835	GSM7266250	H4	HC_4	healthy_control	Healthy control	marker_b_cell_apc_like	marker_derived_from_GEO_counts	slc15a4_tasl_branch	1334	0.026115426815611544	0.2856071964017991
GSE227835	GSM7266250	H4	HC_4	healthy_control	Healthy control	marker_myeloid_apc_like	marker_derived_from_GEO_counts	complement_phagocytosis	1834	0.030603506815099595	0.24427480916030533
GSE227835	GSM7266250	H4	HC_4	healthy_control	Healthy control	marker_myeloid_apc_like	marker_derived_from_GEO_counts	hla_ii_cd74	1834	0.2394865256222404	0.34078516902944384
GSE227835	GSM7266250	H4	HC_4	healthy_control	Healthy control	marker_myeloid_apc_like	marker_derived_from_GEO_counts	ifng_hlaii_cd74	1834	0.13768554019092835	0.33533260632497275
GSE227835	GSM7266250	H4	HC_4	healthy_control	Healthy control	marker_myeloid_apc_like	marker_derived_from_GEO_counts	lipid_loader_repair	1834	0.04918941338851431	0.29825517993456924
GSE227835	GSM7266250	H4	HC_4	healthy_control	Healthy control	marker_myeloid_apc_like	marker_derived_from_GEO_counts	lysosomal_apc	1834	0.125108456369426	0.27044711014176664
GSE227835	GSM7266250	H4	HC_4	healthy_control	Healthy control	marker_myeloid_apc_like	marker_derived_from_GEO_counts	mixscale_validated_ifng_readout	1834	0.08620864129918153	0.2802617230098146
GSE227835	GSM7266250	H4	HC_4	healthy_control	Healthy control	marker_myeloid_apc_like	marker_derived_from_GEO_counts	slc15a4_tasl_branch	1834	0.16430192282287273	0.37731733914940024
GSE227835	GSM7266250	H4	HC_4	healthy_control	Healthy control	marker_nk_like	marker_derived_from_GEO_counts	complement_phagocytosis	893	-0.019381098291880363	0.01791713325867861
GSE227835	GSM7266250	H4	HC_4	healthy_control	Healthy control	marker_nk_like	marker_derived_from_GEO_counts	hla_ii_cd74	893	-0.08909937424445055	0.1780515117581187
GSE227835	GSM7266250	H4	HC_4	healthy_control	Healthy control	marker_nk_like	marker_derived_from_GEO_counts	ifng_hlaii_cd74	893	-0.09428410963385402	0.1455767077267637
GSE227835	GSM7266250	H4	HC_4	healthy_control	Healthy control	marker_nk_like	marker_derived_from_GEO_counts	lipid_loader_repair	893	-0.0027636431502743777	0.2821948488241881
GSE227835	GSM7266250	H4	HC_4	healthy_control	Healthy control	marker_nk_like	marker_derived_from_GEO_counts	lysosomal_apc	893	0.0527411011467932	0.2855543113101904
GSE227835	GSM7266250	H4	HC_4	healthy_control	Healthy control	marker_nk_like	marker_derived_from_GEO_counts	mixscale_validated_ifng_readout	893	-0.0007250293178162242	0.24636058230683092
GSE227835	GSM7266250	H4	HC_4	healthy_control	Healthy control	marker_nk_like	marker_derived_from_GEO_counts	slc15a4_tasl_branch	893	-0.02006426296194621	0.2206047032474804
GSE227835	GSM7266250	H4	HC_4	healthy_control	Healthy control	marker_plasmablast_like	marker_derived_from_GEO_counts	complement_phagocytosis	102	0.005702510017757741	0.35294117647058826
GSE227835	GSM7266250	H4	HC_4	healthy_control	Healthy control	marker_plasmablast_like	marker_derived_from_GEO_counts	hla_ii_cd74	102	0.19208261015541556	0.3235294117647059
GSE227835	GSM7266250	H4	HC_4	healthy_control	Healthy control	marker_plasmablast_like	marker_derived_from_GEO_counts	ifng_hlaii_cd74	102	0.08069893928012437	0.3137254901960784
GSE227835	GSM7266250	H4	HC_4	healthy_control	Healthy control	marker_plasmablast_like	marker_derived_from_GEO_counts	lipid_loader_repair	102	0.020035353776728087	0.35294117647058826
GSE227835	GSM7266250	H4	HC_4	healthy_control	Healthy control	marker_plasmablast_like	marker_derived_from_GEO_counts	lysosomal_apc	102	0.10869401901205979	0.38235294117647056
GSE227835	GSM7266250	H4	HC_4	healthy_control	Healthy control	marker_plasmablast_like	marker_derived_from_GEO_counts	mixscale_validated_ifng_readout	102	0.06992767794216487	0.3137254901960784
GSE227835	GSM7266250	H4	HC_4	healthy_control	Healthy control	marker_plasmablast_like	marker_derived_from_GEO_counts	slc15a4_tasl_branch	102	0.13338083840740175	0.37254901960784315
GSE227835	GSM7266250	H4	HC_4	healthy_control	Healthy control	marker_t_cell_like	marker_derived_from_GEO_counts	complement_phagocytosis	4119	-0.01066254585674626	0.009225540179655257
GSE227835	GSM7266250	H4	HC_4	healthy_control	Healthy control	marker_t_cell_like	marker_derived_from_GEO_counts	hla_ii_cd74	4119	-0.07840581268812231	0.18451080359310512
GSE227835	GSM7266250	H4	HC_4	healthy_control	Healthy control	marker_t_cell_like	marker_derived_from_GEO_counts	ifng_hlaii_cd74	4119	-0.06467753065980138	0.17285748968196163
GSE227835	GSM7266250	H4	HC_4	healthy_control	Healthy control	marker_t_cell_like	marker_derived_from_GEO_counts	lipid_loader_repair	4119	0.005820619629438799	0.2682689973294489
GSE227835	GSM7266250	H4	HC_4	healthy_control	Healthy control	marker_t_cell_like	marker_derived_from_GEO_counts	lysosomal_apc	4119	0.010150432820984847	0.254430687059966
GSE227835	GSM7266250	H4	HC_4	healthy_control	Healthy control	marker_t_cell_like	marker_derived_from_GEO_counts	mixscale_validated_ifng_readout	4119	-0.045097666070353225	0.2090313182811362
GSE227835	GSM7266250	H4	HC_4	healthy_control	Healthy control	marker_t_cell_like	marker_derived_from_GEO_counts	slc15a4_tasl_branch	4119	-0.032188837419981436	0.1658169458606458
GSE227835	GSM7266251	H5	HC_5	healthy_control	Healthy control	marker_b_cell_apc_like	marker_derived_from_GEO_counts	complement_phagocytosis	562	-0.006249412418247573	0.042704626334519574
GSE227835	GSM7266251	H5	HC_5	healthy_control	Healthy control	marker_b_cell_apc_like	marker_derived_from_GEO_counts	hla_ii_cd74	562	0.106000990130155	0.3202846975088968
GSE227835	GSM7266251	H5	HC_5	healthy_control	Healthy control	marker_b_cell_apc_like	marker_derived_from_GEO_counts	ifng_hlaii_cd74	562	0.06011929708984048	0.3274021352313167
