accession	contrast	interpretation_scope	marker_compartment	gene	metric	n_case_donors	n_control_donors	mean_case	mean_control	delta_case_minus_control	hedges_g	welch_t	p	fdr
GSE227835	seronegative_mg_pre_vs_healthy_control	subtype disease-control: seronegative MG pre-treatment vs healthy controls	marker_b_cell_apc_like	ACSL1	mean_log_norm	10	10	0.019282761819436882	0.014591923027448689	0.004690838791988193	0.49310418408443163	1.1512592318789336	0.2750380674176267	0.6357011935596089
GSE227835	seronegative_mg_pre_vs_healthy_control	subtype disease-control: seronegative MG pre-treatment vs healthy controls	marker_b_cell_apc_like	ACSL1	detection_fraction	10	10	0.021121211145499065	0.014001921235114123	0.007119289910384942	0.7034113489434227	1.6422671626344791	0.13300058818991095	0.4845374588331328
GSE227835	seronegative_mg_pre_vs_healthy_control	subtype disease-control: seronegative MG pre-treatment vs healthy controls	marker_b_cell_apc_like	APOE	mean_log_norm	10	10	0.0012013432110137038	0.0006292926932581942	0.0005720505177555096	0.2872163930870968	0.6705692929830659	0.5157051306705001	0.8105710153281316
GSE227835	seronegative_mg_pre_vs_healthy_control	subtype disease-control: seronegative MG pre-treatment vs healthy controls	marker_b_cell_apc_like	APOE	detection_fraction	10	10	0.0009304093480427626	0.000809525902075447	0.00012088344596731561	0.07081497459519269	0.16533299835887907	0.8707147606400536	0.9668784492876533
GSE227835	seronegative_mg_pre_vs_healthy_control	subtype disease-control: seronegative MG pre-treatment vs healthy controls	marker_b_cell_apc_like	ATG16L1	mean_log_norm	10	10	0.030854925226582463	0.03359480917080669	-0.0027398839442242286	-0.2794206653049335	-0.6523684667315208	0.5252453477874157	0.8182646310699928
GSE227835	seronegative_mg_pre_vs_healthy_control	subtype disease-control: seronegative MG pre-treatment vs healthy controls	marker_b_cell_apc_like	ATG16L1	detection_fraction	10	10	0.03382528407476246	0.033804345273590296	2.093880117216146e-05	0.002048857231372237	0.004783503929902411	0.9962521579954108	1.0
GSE227835	seronegative_mg_pre_vs_healthy_control	subtype disease-control: seronegative MG pre-treatment vs healthy controls	marker_b_cell_apc_like	AXL	mean_log_norm	10	10	0.0017950575974532764	0.0013256075971749292	0.00046945000027834717	0.15064962238026108	0.35172439038694936	0.7299783268748161	0.9099409134358212
GSE227835	seronegative_mg_pre_vs_healthy_control	subtype disease-control: seronegative MG pre-treatment vs healthy controls	marker_b_cell_apc_like	AXL	detection_fraction	10	10	0.001403749424851804	0.0012418101690508242	0.00016193925580097984	0.0682370195508595	0.15931420022260273	0.8757221327703169	0.9673678891992874
GSE227835	seronegative_mg_pre_vs_healthy_control	subtype disease-control: seronegative MG pre-treatment vs healthy controls	marker_b_cell_apc_like	CARD9	mean_log_norm	10	10	0.002511426133100178	0.002577149801632606	-6.572366853242794e-05	-0.03292284517274292	-0.07686556039920193	0.9396339904720741	0.9882341118642276
GSE227835	seronegative_mg_pre_vs_healthy_control	subtype disease-control: seronegative MG pre-treatment vs healthy controls	marker_b_cell_apc_like	CARD9	detection_fraction	10	10	0.0028271402009041	0.0027900232716431455	3.711692926095444e-05	0.01761534674839543	0.04112686775208216	0.9676879708167648	0.9971968574137009
GSE227835	seronegative_mg_pre_vs_healthy_control	subtype disease-control: seronegative MG pre-treatment vs healthy controls	marker_b_cell_apc_like	CD36	mean_log_norm	10	10	0.027462613745561852	0.03941315578586039	-0.011950542040298537	-0.3744549241465683	-0.8742466648233682	0.39695667185207784	0.7238932615314394
GSE227835	seronegative_mg_pre_vs_healthy_control	subtype disease-control: seronegative MG pre-treatment vs healthy controls	marker_b_cell_apc_like	CD36	detection_fraction	10	10	0.017910697674825886	0.022791107356274643	-0.004880409681448757	-0.30835435901449143	-0.7199204832639591	0.48261665568445755	0.7809748440393657
GSE227835	seronegative_mg_pre_vs_healthy_control	subtype disease-control: seronegative MG pre-treatment vs healthy controls	marker_b_cell_apc_like	CD74	mean_log_norm	10	10	3.5255807675050357	3.7782085144029267	-0.252627746897891	-1.0416408804152952	-2.4319377498433	0.028951856020835418	0.28111826117532585
GSE227835	seronegative_mg_pre_vs_healthy_control	subtype disease-control: seronegative MG pre-treatment vs healthy controls	marker_b_cell_apc_like	CD74	detection_fraction	10	10	0.947299279921974	0.9586572030288636	-0.011357923106889545	-0.26605791467441536	-0.6211702118328241	0.5428590716448334	0.8280342893428236
GSE227835	seronegative_mg_pre_vs_healthy_control	subtype disease-control: seronegative MG pre-treatment vs healthy controls	marker_b_cell_apc_like	CFB	mean_log_norm	10	10	0.00015659323766290594	0.0005913486523226458	-0.0004347554146597398	-0.7927899736392375	-1.8509410496848486	0.08663649126992168	0.4215394244830633
GSE227835	seronegative_mg_pre_vs_healthy_control	subtype disease-control: seronegative MG pre-treatment vs healthy controls	marker_b_cell_apc_like	CFB	detection_fraction	10	10	0.00023809196697212415	0.0006498176938455781	-0.00041172572687345394	-0.6494475087632534	-1.5162768117101362	0.14826123028186056	0.5139566648081079
GSE227835	seronegative_mg_pre_vs_healthy_control	subtype disease-control: seronegative MG pre-treatment vs healthy controls	marker_b_cell_apc_like	CFH	mean_log_norm	10	10	0.0023036891294301305	0.0008760199676855533	0.0014276691617445773	0.9141464442792544	2.134274190392172	0.050959933565962776	0.3535196577297637
GSE227835	seronegative_mg_pre_vs_healthy_control	subtype disease-control: seronegative MG pre-treatment vs healthy controls	marker_b_cell_apc_like	CFH	detection_fraction	10	10	0.0037018758559899468	0.0015130846084183476	0.0021887912475715993	0.8200239490779853	1.9145247033154449	0.07586373443812337	0.4029618414599507
GSE227835	seronegative_mg_pre_vs_healthy_control	subtype disease-control: seronegative MG pre-treatment vs healthy controls	marker_b_cell_apc_like	CIITA	mean_log_norm	10	10	0.29429792719808207	0.39368402304531014	-0.09938609584722807	-0.7886851554669762	-1.8413574566663167	0.08252685754966509	0.41475036101882967
GSE227835	seronegative_mg_pre_vs_healthy_control	subtype disease-control: seronegative MG pre-treatment vs healthy controls	marker_b_cell_apc_like	CIITA	detection_fraction	10	10	0.2716627687950932	0.3220487628126541	-0.05038599401756089	-0.5419567404790135	-1.2653161763653724	0.22321178118421295	0.5833267881614098
GSE227835	seronegative_mg_pre_vs_healthy_control	subtype disease-control: seronegative MG pre-treatment vs healthy controls	marker_b_cell_apc_like	CLEC16A	mean_log_norm	10	10	0.04369853122711219	0.04560788940529244	-0.0019093581781802482	-0.23423310137481537	-0.5468682462512169	0.5913069561428073	0.8482380863799821
GSE227835	seronegative_mg_pre_vs_healthy_control	subtype disease-control: seronegative MG pre-treatment vs healthy controls	marker_b_cell_apc_like	CLEC16A	detection_fraction	10	10	0.0472618925211895	0.04395919761771945	0.0033026949034700506	0.3675279441413764	0.8580741196748719	0.40220396010598847	0.7238932615314394
GSE227835	seronegative_mg_pre_vs_healthy_control	subtype disease-control: seronegative MG pre-treatment vs healthy controls	marker_b_cell_apc_like	CTSB	mean_log_norm	10	10	0.08984362658358461	0.058706313817092994	0.031137312766491614	1.932324775378375	4.511433503192163	0.0005058762201199164	0.04401056194613596
GSE227835	seronegative_mg_pre_vs_healthy_control	subtype disease-control: seronegative MG pre-treatment vs healthy controls	marker_b_cell_apc_like	CTSB	detection_fraction	10	10	0.0947107702768047	0.05822365800460997	0.036487112272194734	1.891399651156084	4.415884877572233	0.0006257227150630742	0.04401056194613596
GSE227835	seronegative_mg_pre_vs_healthy_control	subtype disease-control: seronegative MG pre-treatment vs healthy controls	marker_b_cell_apc_like	CTSD	mean_log_norm	10	10	0.10325449434806458	0.08639606143357195	0.016858432914492627	0.7356977412895905	1.7176467851408388	0.10405995153561305	0.45023731790243177
GSE227835	seronegative_mg_pre_vs_healthy_control	subtype disease-control: seronegative MG pre-treatment vs healthy controls	marker_b_cell_apc_like	CTSD	detection_fraction	10	10	0.10380277040053629	0.08034064046047454	0.02346212994006175	1.1033580934364535	2.576030040174142	0.02161675673412752	0.26316051676329155
GSE227835	seronegative_mg_pre_vs_healthy_control	subtype disease-control: seronegative MG pre-treatment vs healthy controls	marker_b_cell_apc_like	CTSS	mean_log_norm	10	10	1.015715410939183	1.0217862641903794	-0.006070853251196384	-0.07839040420725706	-0.18301949049954372	0.8569639137630845	0.9597584409692305
GSE227835	seronegative_mg_pre_vs_healthy_control	subtype disease-control: seronegative MG pre-treatment vs healthy controls	marker_b_cell_apc_like	CTSS	detection_fraction	10	10	0.7130877235754586	0.6838718935609754	0.029215830014483135	0.5657789112372676	1.320934228075395	0.20581826516238658	0.5679516757575274
GSE227835	seronegative_mg_pre_vs_healthy_control	subtype disease-control: seronegative MG pre-treatment vs healthy controls	marker_b_cell_apc_like	CXCL10	mean_log_norm	10	10	0.00024188292977132846	9.190776568526907e-05	0.0001499751640860594	0.3146665596354369	0.7346576918963059	0.4773463451537846	0.7766510020007795
GSE227835	seronegative_mg_pre_vs_healthy_control	subtype disease-control: seronegative MG pre-treatment vs healthy controls	marker_b_cell_apc_like	CXCL10	detection_fraction	10	10	0.0002962229944885121	0.00014405894821270694	0.00015216404627580517	0.24921971815917365	0.5818577707462473	0.5715839284552968	0.8436027859731791
GSE227835	seronegative_mg_pre_vs_healthy_control	subtype disease-control: seronegative MG pre-treatment vs healthy controls	marker_b_cell_apc_like	CXorf21	mean_log_norm	10	10	0.054009827291652435	0.03921011087953914	0.014799716412113292	1.0698200256601735	2.497728108466719	0.023809202806895767	0.26974588151165146
GSE227835	seronegative_mg_pre_vs_healthy_control	subtype disease-control: seronegative MG pre-treatment vs healthy controls	marker_b_cell_apc_like	CXorf21	detection_fraction	10	10	0.059537937081049555	0.038642581296382046	0.02089535578466751	1.401864216994359	3.2729576705014276	0.004311795122861298	0.12414894277662834
GSE227835	seronegative_mg_pre_vs_healthy_control	subtype disease-control: seronegative MG pre-treatment vs healthy controls	marker_b_cell_apc_like	FABP5	mean_log_norm	10	10	0.15842259013104254	0.08132811981302454	0.077094470318018	1.3714147131140206	3.201866664625131	0.009028739888190493	0.17392196534518978
GSE227835	seronegative_mg_pre_vs_healthy_control	subtype disease-control: seronegative MG pre-treatment vs healthy controls	marker_b_cell_apc_like	FABP5	detection_fraction	10	10	0.1604327816200414	0.07799692402836393	0.08243585759167747	1.4922813413633216	3.4840561614683803	0.005522893068447484	0.13878038992509062
GSE227835	seronegative_mg_pre_vs_healthy_control	subtype disease-control: seronegative MG pre-treatment vs healthy controls	marker_b_cell_apc_like	GPNMB	mean_log_norm	10	10	0.000289234638626181	0.00021697553845305217	7.225910017312883e-05	0.13074178146220283	0.3052451951510651	0.7638848787006401	0.927237334350571
GSE227835	seronegative_mg_pre_vs_healthy_control	subtype disease-control: seronegative MG pre-treatment vs healthy controls	marker_b_cell_apc_like	GPNMB	detection_fraction	10	10	0.00034635332568360827	0.0002719209054665132	7.443242021709504e-05	0.11294248808337193	0.2636888638833669	0.7950322999326351	0.9370194274611935
GSE227835	seronegative_mg_pre_vs_healthy_control	subtype disease-control: seronegative MG pre-treatment vs healthy controls	marker_b_cell_apc_like	GPR65	mean_log_norm	10	10	0.17439537973049163	0.17043757044192484	0.003957809288566788	0.14215514179521893	0.33189217336428534	0.7438291223033251	0.9182744478453855
GSE227835	seronegative_mg_pre_vs_healthy_control	subtype disease-control: seronegative MG pre-treatment vs healthy controls	marker_b_cell_apc_like	GPR65	detection_fraction	10	10	0.1762677533982658	0.1523158178709319	0.023951935527333906	0.794402843293157	1.854706645554492	0.08079390344961888	0.41346227352807574
GSE227835	seronegative_mg_pre_vs_healthy_control	subtype disease-control: seronegative MG pre-treatment vs healthy controls	marker_b_cell_apc_like	HLA-DPA1	mean_log_norm	10	10	2.284861545211116	2.5655411499205276	-0.28067960470941156	-1.541632665742277	-3.5992775885633814	0.002078311975281138	0.08855416242502241
GSE227835	seronegative_mg_pre_vs_healthy_control	subtype disease-control: seronegative MG pre-treatment vs healthy controls	marker_b_cell_apc_like	HLA-DPA1	detection_fraction	10	10	0.9065436812683603	0.9335210613799492	-0.0269773801115889	-0.5786685638256003	-1.3510279324425216	0.1941040476504938	0.5615675312150287
GSE227835	seronegative_mg_pre_vs_healthy_control	subtype disease-control: seronegative MG pre-treatment vs healthy controls	marker_b_cell_apc_like	HLA-DPB1	mean_log_norm	10	10	2.644863681741442	2.921861312225049	-0.27699763048360726	-1.3916813664443173	-3.249183585671168	0.0044972321107860265	0.12414894277662834
GSE227835	seronegative_mg_pre_vs_healthy_control	subtype disease-control: seronegative MG pre-treatment vs healthy controls	marker_b_cell_apc_like	HLA-DPB1	detection_fraction	10	10	0.9136591791848765	0.9417590432900704	-0.02809986410519394	-0.5985166534880947	-1.3973676253444076	0.18003046178231713	0.5386662381942992
GSE227835	seronegative_mg_pre_vs_healthy_control	subtype disease-control: seronegative MG pre-treatment vs healthy controls	marker_b_cell_apc_like	HLA-DRA	mean_log_norm	10	10	3.3660451376330465	3.6458807610026227	-0.27983562336957624	-1.2284836538243868	-2.868162942692706	0.010300759838963915	0.1835408116760843
GSE227835	seronegative_mg_pre_vs_healthy_control	subtype disease-control: seronegative MG pre-treatment vs healthy controls	marker_b_cell_apc_like	HLA-DRA	detection_fraction	10	10	0.9303872956170313	0.9478225499968872	-0.017435254379855936	-0.3738269370243834	-0.8727804919632478	0.3945513936621804	0.7227296556802557
GSE227835	seronegative_mg_pre_vs_healthy_control	subtype disease-control: seronegative MG pre-treatment vs healthy controls	marker_b_cell_apc_like	HLA-DRB1	mean_log_norm	10	10	2.238782753834499	2.6629159467554864	-0.4241331929209875	-1.4490511185066355	-3.383125780493511	0.003353440190767892	0.11332489054835236
GSE227835	seronegative_mg_pre_vs_healthy_control	subtype disease-control: seronegative MG pre-treatment vs healthy controls	marker_b_cell_apc_like	HLA-DRB1	detection_fraction	10	10	0.9028353004642857	0.9315751428521928	-0.028739842387907055	-0.6022352339805387	-1.406049462285945	0.1776379924174052	0.5386235947938566
GSE227835	seronegative_mg_pre_vs_healthy_control	subtype disease-control: seronegative MG pre-treatment vs healthy controls	marker_b_cell_apc_like	IFI30	mean_log_norm	10	10	0.266677076806035	0.14582099298126183	0.12085608382477314	1.437310826762876	3.355715509619312	0.005947088346269443	0.13923893603280532
GSE227835	seronegative_mg_pre_vs_healthy_control	subtype disease-control: seronegative MG pre-treatment vs healthy controls	marker_b_cell_apc_like	IFI30	detection_fraction	10	10	0.24289666454585643	0.12746324464076408	0.11543341990509234	1.4986842040512591	3.4990050404636537	0.00475141564306685	0.12584830622177062
GSE227835	seronegative_mg_pre_vs_healthy_control	subtype disease-control: seronegative MG pre-treatment vs healthy controls	marker_b_cell_apc_like	IFNG	mean_log_norm	10	10	0.002257549682603534	0.0013136458395007814	0.0009439038431027528	0.7304438473819542	1.7053804242789665	0.10650564755539473	0.4547117098671088
GSE227835	seronegative_mg_pre_vs_healthy_control	subtype disease-control: seronegative MG pre-treatment vs healthy controls	marker_b_cell_apc_like	IFNG	detection_fraction	10	10	0.002580306309302906	0.0013430704128025144	0.0012372358965003914	0.8733142140804745	2.038942446124307	0.05898874269206243	0.37697066477589775
GSE227835	seronegative_mg_pre_vs_healthy_control	subtype disease-control: seronegative MG pre-treatment vs healthy controls	marker_b_cell_apc_like	IFNGR1	mean_log_norm	10	10	0.19315451971318792	0.1951279722785882	-0.001973452565400269	-0.05674926525857449	-0.13249353309095765	0.8960721636219752	0.9743501263667997
GSE227835	seronegative_mg_pre_vs_healthy_control	subtype disease-control: seronegative MG pre-treatment vs healthy controls	marker_b_cell_apc_like	IFNGR1	detection_fraction	10	10	0.18717526308334348	0.17060920612093045	0.016566056962413034	0.4973884559123419	1.1612617985838147	0.26074340368319743	0.6254980128315765
GSE227835	seronegative_mg_pre_vs_healthy_control	subtype disease-control: seronegative MG pre-treatment vs healthy controls	marker_b_cell_apc_like	IFNGR2	mean_log_norm	10	10	0.30986188186687946	0.3292114810883459	-0.01934959922146645	-0.41056000585093033	-0.9585418502456294	0.3509643735842518	0.6883167965610244
GSE227835	seronegative_mg_pre_vs_healthy_control	subtype disease-control: seronegative MG pre-treatment vs healthy controls	marker_b_cell_apc_like	IFNGR2	detection_fraction	10	10	0.30086253764788307	0.2839993151577824	0.016863222490100693	0.34802900450855007	0.8125495936442884	0.42716625496845506	0.7415818066768574
GSE227835	seronegative_mg_pre_vs_healthy_control	subtype disease-control: seronegative MG pre-treatment vs healthy controls	marker_b_cell_apc_like	IL10	mean_log_norm	10	10	0.0017875371672813531	0.0007145340611551731	0.00107300310612618	0.7001636022657153	1.6346845898918503	0.12609982061073918	0.4782515560212237
GSE227835	seronegative_mg_pre_vs_healthy_control	subtype disease-control: seronegative MG pre-treatment vs healthy controls	marker_b_cell_apc_like	IL10	detection_fraction	10	10	0.0019658986134042573	0.0006546595888929387	0.0013112390245113186	0.8648139734159013	2.0190967809400764	0.06691268734616904	0.38831933674957453
GSE227835	seronegative_mg_pre_vs_healthy_control	subtype disease-control: seronegative MG pre-treatment vs healthy controls	marker_b_cell_apc_like	IL6R	mean_log_norm	10	10	0.020363888530362265	0.014914503740316037	0.005449384790046228	0.6289355218332914	1.4683871058842868	0.16086753758066447	0.5264794869190154
GSE227835	seronegative_mg_pre_vs_healthy_control	subtype disease-control: seronegative MG pre-treatment vs healthy controls	marker_b_cell_apc_like	IL6R	detection_fraction	10	10	0.023887701436341564	0.016243728423638956	0.007643973012702608	0.7496848734541924	1.7503027948680883	0.09905516235516529	0.4432605438724292
GSE227835	seronegative_mg_pre_vs_healthy_control	subtype disease-control: seronegative MG pre-treatment vs healthy controls	marker_b_cell_apc_like	IRF1	mean_log_norm	10	10	0.6813507972988405	0.7960049735780667	-0.11465417627922614	-0.5151788961955608	-1.2027974603695193	0.2542530967919227	0.6198209822290653
GSE227835	seronegative_mg_pre_vs_healthy_control	subtype disease-control: seronegative MG pre-treatment vs healthy controls	marker_b_cell_apc_like	IRF1	detection_fraction	10	10	0.4873703036835046	0.5299206387672941	-0.042550335083789526	-0.3494714157803716	-0.8159172172549742	0.4307766882953805	0.7465272405472554
GSE227835	seronegative_mg_pre_vs_healthy_control	subtype disease-control: seronegative MG pre-treatment vs healthy controls	marker_b_cell_apc_like	IRF5	mean_log_norm	10	10	0.051004129478245966	0.032111172112154876	0.01889295736609109	1.340401218052707	3.1294588983668428	0.005794453855110252	0.13923893603280532
GSE227835	seronegative_mg_pre_vs_healthy_control	subtype disease-control: seronegative MG pre-treatment vs healthy controls	marker_b_cell_apc_like	IRF5	detection_fraction	10	10	0.05665807402110009	0.0321765034280939	0.024481570593006187	1.5573838715272372	3.6360522127877326	0.0020547926752470117	0.08855416242502241
GSE227835	seronegative_mg_pre_vs_healthy_control	subtype disease-control: seronegative MG pre-treatment vs healthy controls	marker_b_cell_apc_like	LAMP1	mean_log_norm	10	10	0.22320324819098025	0.20514657912784476	0.018056669063135494	0.4704650850196193	1.0984033189886786	0.2869149268251053	0.6441654115494929
GSE227835	seronegative_mg_pre_vs_healthy_control	subtype disease-control: seronegative MG pre-treatment vs healthy controls	marker_b_cell_apc_like	LAMP1	detection_fraction	10	10	0.22276701218663653	0.18742878955390252	0.03533822263273401	0.8747324991678473	2.042253741897037	0.05630292901158357	0.3715614170461407
GSE227835	seronegative_mg_pre_vs_healthy_control	subtype disease-control: seronegative MG pre-treatment vs healthy controls	marker_b_cell_apc_like	LAMP2	mean_log_norm	10	10	0.11857916236352976	0.12427603354156931	-0.005696871178039548	-0.2449239438061614	-0.5718283488885587	0.5778437463886155	0.8464676703450571
GSE227835	seronegative_mg_pre_vs_healthy_control	subtype disease-control: seronegative MG pre-treatment vs healthy controls	marker_b_cell_apc_like	LAMP2	detection_fraction	10	10	0.1222899079547581	0.11649134520062013	0.0057985627541379675	0.268468123099835	0.6267973689125572	0.5401155037311268	0.8280342893428236
GSE227835	seronegative_mg_pre_vs_healthy_control	subtype disease-control: seronegative MG pre-treatment vs healthy controls	marker_b_cell_apc_like	LIPA	mean_log_norm	10	10	0.11402306389822292	0.1219803627580049	-0.007957298859781983	-0.3230695554516387	-0.7542763177792003	0.46478062544566756	0.7668097860888118
GSE227835	seronegative_mg_pre_vs_healthy_control	subtype disease-control: seronegative MG pre-treatment vs healthy controls	marker_b_cell_apc_like	LIPA	detection_fraction	10	10	0.11237112038710073	0.11061741060954211	0.0017537097775586208	0.07917960758832214	0.1848620578668603	0.8565631978627604	0.9597584409692305
GSE227835	seronegative_mg_pre_vs_healthy_control	subtype disease-control: seronegative MG pre-treatment vs healthy controls	marker_b_cell_apc_like	LPL	mean_log_norm	10	10	0.0003091587388481643	2.6088559806619414e-05	0.0002830701790415449	0.5369943867401741	1.2537304795936135	0.240720019904492	0.6021755551475306
GSE227835	seronegative_mg_pre_vs_healthy_control	subtype disease-control: seronegative MG pre-treatment vs healthy controls	marker_b_cell_apc_like	LPL	detection_fraction	10	10	0.0003800359625283884	3.2658393207054215e-05	0.00034737756932133417	0.5928620098399273	1.3841656268356632	0.19858488863922863	0.5620314599999756
GSE227835	seronegative_mg_pre_vs_healthy_control	subtype disease-control: seronegative MG pre-treatment vs healthy controls	marker_b_cell_apc_like	MERTK	mean_log_norm	10	10	0.001731431260053416	0.000842680512220419	0.0008887507478329969	0.5669173837331952	1.323592240344365	0.20781788053931893	0.5694190159578881
GSE227835	seronegative_mg_pre_vs_healthy_control	subtype disease-control: seronegative MG pre-treatment vs healthy controls	marker_b_cell_apc_like	MERTK	detection_fraction	10	10	0.0020254209304415094	0.0009827792912363053	0.0010426416392052041	0.6327822748627656	1.4773681895596635	0.16398321033050475	0.5264794869190154
GSE227835	seronegative_mg_pre_vs_healthy_control	subtype disease-control: seronegative MG pre-treatment vs healthy controls	marker_b_cell_apc_like	MSR1	mean_log_norm	10	10	0.0014717758798307046	0.0010460209885561924	0.0004257548912745123	0.34759771521266913	0.81154265474675	0.43116736207630935	0.7465441958211716
GSE227835	seronegative_mg_pre_vs_healthy_control	subtype disease-control: seronegative MG pre-treatment vs healthy controls	marker_b_cell_apc_like	MSR1	detection_fraction	10	10	0.0018801235864168817	0.0011460057428527653	0.0007341178435641164	0.49676418084133767	1.1598042923165337	0.26680511943985	0.6285312909881082
GSE227835	seronegative_mg_pre_vs_healthy_control	subtype disease-control: seronegative MG pre-treatment vs healthy controls	marker_b_cell_apc_like	NLRP3	mean_log_norm	10	10	0.008270325970003031	0.005397872266717979	0.0028724537032850522	0.3413774470795045	0.7970200825516579	0.44280014112024535	0.7546854579092876
GSE227835	seronegative_mg_pre_vs_healthy_control	subtype disease-control: seronegative MG pre-treatment vs healthy controls	marker_b_cell_apc_like	NLRP3	detection_fraction	10	10	0.007170450201403142	0.004741391292820722	0.00242905890858242	0.3832525913580752	0.8947867371309106	0.39007736916767854	0.7178888672006103
GSE227835	seronegative_mg_pre_vs_healthy_control	subtype disease-control: seronegative MG pre-treatment vs healthy controls	marker_b_cell_apc_like	OSMR	mean_log_norm	10	10	0.0014573085291482942	0.0007433188491679568	0.0007139896799803374	0.6131974727744204	1.4316431989056222	0.1725343672852558	0.5354682859971688
GSE227835	seronegative_mg_pre_vs_healthy_control	subtype disease-control: seronegative MG pre-treatment vs healthy controls	marker_b_cell_apc_like	OSMR	detection_fraction	10	10	0.0017325694848930712	0.0007582513997335843	0.0009743180851594869	0.8116201669184381	1.89490424154256	0.07738911864953686	0.407749119766377
GSE227835	seronegative_mg_pre_vs_healthy_control	subtype disease-control: seronegative MG pre-treatment vs healthy controls	marker_b_cell_apc_like	P2RX7	mean_log_norm	10	10	0.007706647454641435	0.008919957297235848	-0.0012133098425944127	-0.28984889050359547	-0.6767154321793268	0.5075534080566988	0.8009699515226486
GSE227835	seronegative_mg_pre_vs_healthy_control	subtype disease-control: seronegative MG pre-treatment vs healthy controls	marker_b_cell_apc_like	P2RX7	detection_fraction	10	10	0.009097461069011731	0.00939687674496013	-0.00029941567594839874	-0.0594217560812462	-0.138733045613905	0.8913322409971801	0.9727233810436933
GSE227835	seronegative_mg_pre_vs_healthy_control	subtype disease-control: seronegative MG pre-treatment vs healthy controls	marker_b_cell_apc_like	PLIN2	mean_log_norm	10	10	0.1263619617922965	0.08376433586292467	0.04259762592937183	1.0913515382707744	2.547998119286639	0.023977922363218076	0.27009613696498525
GSE227835	seronegative_mg_pre_vs_healthy_control	subtype disease-control: seronegative MG pre-treatment vs healthy controls	marker_b_cell_apc_like	PLIN2	detection_fraction	10	10	0.13142984034538838	0.08025508717906782	0.05117475316632056	1.298349019412985	3.031278871777377	0.009780762341632528	0.17704572375314162
GSE227835	seronegative_mg_pre_vs_healthy_control	subtype disease-control: seronegative MG pre-treatment vs healthy controls	marker_b_cell_apc_like	PTPN2	mean_log_norm	10	10	0.4036882433126562	0.4117016244607271	-0.00801338114807093	-0.169283732595245	-0.39522978357821176	0.6974247743033168	0.9000725095588227
GSE227835	seronegative_mg_pre_vs_healthy_control	subtype disease-control: seronegative MG pre-treatment vs healthy controls	marker_b_cell_apc_like	PTPN2	detection_fraction	10	10	0.3718947201251815	0.34650074642773054	0.025393973697450944	0.5697473855509055	1.330199496628192	0.20126958296822323	0.5620314599999756
GSE227835	seronegative_mg_pre_vs_healthy_control	subtype disease-control: seronegative MG pre-treatment vs healthy controls	marker_b_cell_apc_like	RFX5	mean_log_norm	10	10	0.10442968587316741	0.11273387887139656	-0.008304192998229154	-0.3401043989474762	-0.7940478741179675	0.4398262149759533	0.7522333170618398
GSE227835	seronegative_mg_pre_vs_healthy_control	subtype disease-control: seronegative MG pre-treatment vs healthy controls	marker_b_cell_apc_like	RFX5	detection_fraction	10	10	0.10963008629315377	0.10548037193235493	0.004149714360798834	0.145340547982748	0.3393291986401633	0.738746374264493	0.9155203984718906
GSE227835	seronegative_mg_pre_vs_healthy_control	subtype disease-control: seronegative MG pre-treatment vs healthy controls	marker_b_cell_apc_like	SH2B3	mean_log_norm	10	10	0.0656521231123239	0.06501101947299955	0.0006411036393243613	0.02557318962550796	0.059706187039604425	0.9530515289754158	0.9922551417598865
GSE227835	seronegative_mg_pre_vs_healthy_control	subtype disease-control: seronegative MG pre-treatment vs healthy controls	marker_b_cell_apc_like	SH2B3	detection_fraction	10	10	0.06720956948943503	0.06245671780600346	0.004752851683431571	0.182248419257196	0.4254986713502795	0.6756170982956295	0.8912374994664537
GSE227835	seronegative_mg_pre_vs_healthy_control	subtype disease-control: seronegative MG pre-treatment vs healthy controls	marker_b_cell_apc_like	SLC15A4	mean_log_norm	10	10	0.0997593008775462	0.07420868025063893	0.025550620626907272	1.2413759722033333	2.898262870929257	0.009618465748802844	0.17704572375314162
GSE227835	seronegative_mg_pre_vs_healthy_control	subtype disease-control: seronegative MG pre-treatment vs healthy controls	marker_b_cell_apc_like	SLC15A4	detection_fraction	10	10	0.10148911346922547	0.06939801509702914	0.03209109837219633	1.396211783450711	3.259760831963565	0.004436921896036992	0.12414894277662834
GSE227835	seronegative_mg_pre_vs_healthy_control	subtype disease-control: seronegative MG pre-treatment vs healthy controls	marker_b_cell_apc_like	STAT1	mean_log_norm	10	10	0.1728625791763063	0.20907649117756383	-0.03621391200125754	-0.5747869765747587	-1.341965520682272	0.19812964154548277	0.5620314599999756
GSE227835	seronegative_mg_pre_vs_healthy_control	subtype disease-control: seronegative MG pre-treatment vs healthy controls	marker_b_cell_apc_like	STAT1	detection_fraction	10	10	0.1664296780040868	0.177699301708358	-0.011269623704271176	-0.23313734633985894	-0.5443099672087996	0.5938193606891076	0.8501723498543834
GSE227835	seronegative_mg_pre_vs_healthy_control	subtype disease-control: seronegative MG pre-treatment vs healthy controls	marker_b_cell_apc_like	TASL	mean_log_norm	10	10	0.054009827291652435	0.03921011087953914	0.014799716412113292	1.0698200256601735	2.497728108466719	0.023809202806895767	0.26974588151165146
