accession	contrast	interpretation_scope	marker_compartment	gene	metric	n_case_donors	n_control_donors	mean_case	mean_control	delta_case_minus_control	hedges_g	welch_t	p	fdr
GSE227835	untreated_mg_vs_healthy_control	primary disease-control: AChR-positive MG plus seronegative pre-treatment MG vs healthy controls	marker_b_cell_apc_like	CD36	mean_log_norm	20	10	0.029670436552834096	0.03941315578586039	-0.009742719233026293	-0.3245364535780035	-0.7394980051694982	0.47310172309489884	0.7740228524757944
GSE227835	untreated_mg_vs_healthy_control	primary disease-control: AChR-positive MG plus seronegative pre-treatment MG vs healthy controls	marker_b_cell_apc_like	CD36	detection_fraction	20	10	0.018716475759895004	0.022791107356274643	-0.004074631596379639	-0.27588020627296933	-0.6399488029369648	0.5332160892529417	0.8235646453394528
GSE227835	untreated_mg_vs_healthy_control	primary disease-control: AChR-positive MG plus seronegative pre-treatment MG vs healthy controls	marker_b_cell_apc_like	CD74	mean_log_norm	20	10	3.637451702996068	3.7782085144029267	-0.1407568114068587	-0.5864393119782818	-1.8229287790265634	0.07955856130682194	0.4110679253534358
GSE227835	untreated_mg_vs_healthy_control	primary disease-control: AChR-positive MG plus seronegative pre-treatment MG vs healthy controls	marker_b_cell_apc_like	CD74	detection_fraction	20	10	0.9543966841167739	0.9586572030288636	-0.0042605189120896725	-0.11624295172116367	-0.3122837296951716	0.7582796149851468	0.9269195811693601
GSE227835	untreated_mg_vs_healthy_control	primary disease-control: AChR-positive MG plus seronegative pre-treatment MG vs healthy controls	marker_b_cell_apc_like	CFB	mean_log_norm	20	10	0.0002594269706002753	0.0005913486523226458	-0.0003319216817223705	-0.5225918786691996	-1.3347355673328367	0.2001941130902568	0.5620314599999756
GSE227835	untreated_mg_vs_healthy_control	primary disease-control: AChR-positive MG plus seronegative pre-treatment MG vs healthy controls	marker_b_cell_apc_like	CFB	detection_fraction	20	10	0.0002761694116698831	0.0006498176938455781	-0.000373648282175695	-0.6122290233865056	-1.4971165270094737	0.15544103306977836	0.5199051618033542
GSE227835	untreated_mg_vs_healthy_control	primary disease-control: AChR-positive MG plus seronegative pre-treatment MG vs healthy controls	marker_b_cell_apc_like	CFH	mean_log_norm	20	10	0.0022033564649829146	0.0008760199676855533	0.0013273364972973614	0.8016002433533189	2.5495821064367603	0.01666447093608076	0.23748116347025294
GSE227835	untreated_mg_vs_healthy_control	primary disease-control: AChR-positive MG plus seronegative pre-treatment MG vs healthy controls	marker_b_cell_apc_like	CFH	detection_fraction	20	10	0.003129891185880891	0.0015130846084183476	0.0016168065774625434	0.6582273532891375	1.9851860577215	0.0581355984512757	0.37697066477589775
GSE227835	untreated_mg_vs_healthy_control	primary disease-control: AChR-positive MG plus seronegative pre-treatment MG vs healthy controls	marker_b_cell_apc_like	CIITA	mean_log_norm	20	10	0.3691625527060064	0.39368402304531014	-0.02452147033930374	-0.18475722125472835	-0.4888360274004517	0.6308720858801591	0.867407415811901
GSE227835	untreated_mg_vs_healthy_control	primary disease-control: AChR-positive MG plus seronegative pre-treatment MG vs healthy controls	marker_b_cell_apc_like	CIITA	detection_fraction	20	10	0.3190043954904749	0.3220487628126541	-0.00304436732217922	-0.0320263764431207	-0.08108059284834665	0.9363805226239397	0.9874189586000794
GSE227835	untreated_mg_vs_healthy_control	primary disease-control: AChR-positive MG plus seronegative pre-treatment MG vs healthy controls	marker_b_cell_apc_like	CLEC16A	mean_log_norm	20	10	0.048143891913143604	0.04560788940529244	0.0025360025078511664	0.2752572532458311	0.7576997442419541	0.4574822370500079	0.7624319394678172
GSE227835	untreated_mg_vs_healthy_control	primary disease-control: AChR-positive MG plus seronegative pre-treatment MG vs healthy controls	marker_b_cell_apc_like	CLEC16A	detection_fraction	20	10	0.04974748354352583	0.04395919761771945	0.00578828592580638	0.5901268890751857	1.6169688948156642	0.1217718614553274	0.470755125152745
GSE227835	untreated_mg_vs_healthy_control	primary disease-control: AChR-positive MG plus seronegative pre-treatment MG vs healthy controls	marker_b_cell_apc_like	CTSB	mean_log_norm	20	10	0.08320080604759592	0.058706313817092994	0.024494492230502922	1.5212185823714601	4.782510159198825	5.421690381481441e-05	0.015180733068148036
GSE227835	untreated_mg_vs_healthy_control	primary disease-control: AChR-positive MG plus seronegative pre-treatment MG vs healthy controls	marker_b_cell_apc_like	CTSB	detection_fraction	20	10	0.08594648586220587	0.05822365800460997	0.027722827857595896	1.46201145382132	4.59825171387157	8.890897704823963e-05	0.017932530928653247
GSE227835	untreated_mg_vs_healthy_control	primary disease-control: AChR-positive MG plus seronegative pre-treatment MG vs healthy controls	marker_b_cell_apc_like	CTSD	mean_log_norm	20	10	0.09691285328054774	0.08639606143357195	0.010516791846975793	0.5354988157836921	1.423603073482502	0.17148741876325402	0.5335164139301236
GSE227835	untreated_mg_vs_healthy_control	primary disease-control: AChR-positive MG plus seronegative pre-treatment MG vs healthy controls	marker_b_cell_apc_like	CTSD	detection_fraction	20	10	0.09529917194199168	0.08034064046047454	0.014958531481517143	0.7853871424908881	2.3336278393758656	0.028202506592010495	0.28111826117532585
GSE227835	untreated_mg_vs_healthy_control	primary disease-control: AChR-positive MG plus seronegative pre-treatment MG vs healthy controls	marker_b_cell_apc_like	CTSS	mean_log_norm	20	10	1.0685947703269048	1.0217862641903794	0.04680850613652532	0.5704999347030657	1.4817303549546563	0.15658503890246603	0.5219501296748867
GSE227835	untreated_mg_vs_healthy_control	primary disease-control: AChR-positive MG plus seronegative pre-treatment MG vs healthy controls	marker_b_cell_apc_like	CTSS	detection_fraction	20	10	0.7245528258822824	0.6838718935609754	0.040680932321306984	0.8900014037399182	2.0112260182109774	0.06647600127071364	0.38831933674957453
GSE227835	untreated_mg_vs_healthy_control	primary disease-control: AChR-positive MG plus seronegative pre-treatment MG vs healthy controls	marker_b_cell_apc_like	CXCL10	mean_log_norm	20	10	0.0003439840402623516	9.190776568526907e-05	0.00025207627457708254	0.5707617294952132	1.9079035941128302	0.06675702012288386	0.38831933674957453
GSE227835	untreated_mg_vs_healthy_control	primary disease-control: AChR-positive MG plus seronegative pre-treatment MG vs healthy controls	marker_b_cell_apc_like	CXCL10	detection_fraction	20	10	0.000377000389025158	0.00014405894821270694	0.00023294144081245107	0.444375220740346	1.4331634447299062	0.16295684066201008	0.5264794869190154
GSE227835	untreated_mg_vs_healthy_control	primary disease-control: AChR-positive MG plus seronegative pre-treatment MG vs healthy controls	marker_b_cell_apc_like	CXorf21	mean_log_norm	20	10	0.05907463763759069	0.03921011087953914	0.019864526758051546	1.364478940775632	3.4599225626131465	0.003197756102338656	0.11332489054835236
GSE227835	untreated_mg_vs_healthy_control	primary disease-control: AChR-positive MG plus seronegative pre-treatment MG vs healthy controls	marker_b_cell_apc_like	CXorf21	detection_fraction	20	10	0.06109634417113576	0.038642581296382046	0.022453762874753716	1.5671648564526175	3.9658021603887947	0.0011054594973595737	0.06565759438862923
GSE227835	untreated_mg_vs_healthy_control	primary disease-control: AChR-positive MG plus seronegative pre-treatment MG vs healthy controls	marker_b_cell_apc_like	FABP5	mean_log_norm	20	10	0.12026998969468017	0.08132811981302454	0.03894186988165563	0.6826238679446607	2.4202662815841456	0.02308946036167367	0.26974588151165146
GSE227835	untreated_mg_vs_healthy_control	primary disease-control: AChR-positive MG plus seronegative pre-treatment MG vs healthy controls	marker_b_cell_apc_like	FABP5	detection_fraction	20	10	0.1206644457123722	0.07799692402836393	0.04266752168400827	0.7470383151183762	2.6499286907122204	0.013754135129508108	0.21740407140190238
GSE227835	untreated_mg_vs_healthy_control	primary disease-control: AChR-positive MG plus seronegative pre-treatment MG vs healthy controls	marker_b_cell_apc_like	GPNMB	mean_log_norm	20	10	0.0003020834695445662	0.00021697553845305217	8.510793109151401e-05	0.16553646276409914	0.4572836003890663	0.652358415434737	0.8787783465650066
GSE227835	untreated_mg_vs_healthy_control	primary disease-control: AChR-positive MG plus seronegative pre-treatment MG vs healthy controls	marker_b_cell_apc_like	GPNMB	detection_fraction	20	10	0.0003280460383921328	0.0002719209054665132	5.612513292561959e-05	0.09660441943822375	0.2470474863182536	0.807927127371619	0.9409014674084214
GSE227835	untreated_mg_vs_healthy_control	primary disease-control: AChR-positive MG plus seronegative pre-treatment MG vs healthy controls	marker_b_cell_apc_like	GPR65	mean_log_norm	20	10	0.1762096539629993	0.17043757044192484	0.0057720835210744725	0.20160773345770902	0.5579294100061347	0.5830087370670579	0.8479753027410121
GSE227835	untreated_mg_vs_healthy_control	primary disease-control: AChR-positive MG plus seronegative pre-treatment MG vs healthy controls	marker_b_cell_apc_like	GPR65	detection_fraction	20	10	0.16915394204373635	0.1523158178709319	0.016838124172804447	0.5833475522350433	1.6152765336089328	0.12170105093589914	0.470755125152745
GSE227835	untreated_mg_vs_healthy_control	primary disease-control: AChR-positive MG plus seronegative pre-treatment MG vs healthy controls	marker_b_cell_apc_like	HLA-DPA1	mean_log_norm	20	10	2.4183120830462808	2.5655411499205276	-0.14722906687424686	-0.7409929418183481	-2.0204971985419085	0.05730896294334918	0.37449872066667267
GSE227835	untreated_mg_vs_healthy_control	primary disease-control: AChR-positive MG plus seronegative pre-treatment MG vs healthy controls	marker_b_cell_apc_like	HLA-DPA1	detection_fraction	20	10	0.9202169812618661	0.9335210613799492	-0.01330408011808304	-0.31243024130088637	-0.8452132502572272	0.40847963868087966	0.7284987186665369
GSE227835	untreated_mg_vs_healthy_control	primary disease-control: AChR-positive MG plus seronegative pre-treatment MG vs healthy controls	marker_b_cell_apc_like	HLA-DPB1	mean_log_norm	20	10	2.7934819639328166	2.921861312225049	-0.12837934829223263	-0.5796590574788937	-1.5961493877669253	0.12615104819539422	0.4782515560212237
GSE227835	untreated_mg_vs_healthy_control	primary disease-control: AChR-positive MG plus seronegative pre-treatment MG vs healthy controls	marker_b_cell_apc_like	HLA-DPB1	detection_fraction	20	10	0.9273978111294445	0.9417590432900704	-0.014361232160625903	-0.3375900015033505	-0.9117516461546709	0.37334072432049326	0.7051006838113985
GSE227835	untreated_mg_vs_healthy_control	primary disease-control: AChR-positive MG plus seronegative pre-treatment MG vs healthy controls	marker_b_cell_apc_like	HLA-DRA	mean_log_norm	20	10	3.470356326902357	3.6458807610026227	-0.17552443410026575	-0.8431408931254855	-2.2143518497584345	0.0402442310166683	0.3167818987657424
GSE227835	untreated_mg_vs_healthy_control	primary disease-control: AChR-positive MG plus seronegative pre-treatment MG vs healthy controls	marker_b_cell_apc_like	HLA-DRA	detection_fraction	20	10	0.9394073276182319	0.9478225499968872	-0.00841522237865533	-0.20420014529752967	-0.5353928039195138	0.5991006064468678	0.8540262918310694
GSE227835	untreated_mg_vs_healthy_control	primary disease-control: AChR-positive MG plus seronegative pre-treatment MG vs healthy controls	marker_b_cell_apc_like	HLA-DRB1	mean_log_norm	20	10	2.424286789036544	2.6629159467554864	-0.23862915771894233	-0.6072399037654069	-1.878124867193343	0.07144722118487429	0.39554395826932404
GSE227835	untreated_mg_vs_healthy_control	primary disease-control: AChR-positive MG plus seronegative pre-treatment MG vs healthy controls	marker_b_cell_apc_like	HLA-DRB1	detection_fraction	20	10	0.9159212819611031	0.9315751428521928	-0.015653860891089666	-0.3502127085677381	-0.9673636075497135	0.3448311766380483	0.6872457727455682
GSE227835	untreated_mg_vs_healthy_control	primary disease-control: AChR-positive MG plus seronegative pre-treatment MG vs healthy controls	marker_b_cell_apc_like	IFI30	mean_log_norm	20	10	0.2652477423555043	0.14582099298126183	0.11942674937424247	1.5101949154716114	5.021840694207042	2.6273010813791944e-05	0.008785698974933743
GSE227835	untreated_mg_vs_healthy_control	primary disease-control: AChR-positive MG plus seronegative pre-treatment MG vs healthy controls	marker_b_cell_apc_like	IFI30	detection_fraction	20	10	0.230833776610016	0.12746324464076408	0.10337053196925192	1.5086761379767437	5.012997191269179	2.6894996862042068e-05	0.008785698974933743
GSE227835	untreated_mg_vs_healthy_control	primary disease-control: AChR-positive MG plus seronegative pre-treatment MG vs healthy controls	marker_b_cell_apc_like	IFNG	mean_log_norm	20	10	0.002248043808004416	0.0013136458395007814	0.0009343979685036345	0.7153783082478914	2.0630730609731884	0.050787693584754476	0.3535196577297637
GSE227835	untreated_mg_vs_healthy_control	primary disease-control: AChR-positive MG plus seronegative pre-treatment MG vs healthy controls	marker_b_cell_apc_like	IFNG	detection_fraction	20	10	0.0025909821294525016	0.0013430704128025144	0.0012479117166499872	0.8040825339184176	2.4911133928882507	0.019312236695079876	0.25067539021428187
GSE227835	untreated_mg_vs_healthy_control	primary disease-control: AChR-positive MG plus seronegative pre-treatment MG vs healthy controls	marker_b_cell_apc_like	IFNGR1	mean_log_norm	20	10	0.19675408669556724	0.1951279722785882	0.0016261144169790465	0.050926731820638955	0.12768866452436461	0.9000197432288217	0.9773067571902995
GSE227835	untreated_mg_vs_healthy_control	primary disease-control: AChR-positive MG plus seronegative pre-treatment MG vs healthy controls	marker_b_cell_apc_like	IFNGR1	detection_fraction	20	10	0.1832203812371057	0.17060920612093045	0.012611175116175266	0.42169856704701236	1.0811445574223277	0.2951250587138474	0.6482783466326639
GSE227835	untreated_mg_vs_healthy_control	primary disease-control: AChR-positive MG plus seronegative pre-treatment MG vs healthy controls	marker_b_cell_apc_like	IFNGR2	mean_log_norm	20	10	0.3347345415059545	0.3292114810883459	0.005523060417608583	0.11589648507926563	0.2976883163231039	0.7696256375702819	0.9291740164155752
GSE227835	untreated_mg_vs_healthy_control	primary disease-control: AChR-positive MG plus seronegative pre-treatment MG vs healthy controls	marker_b_cell_apc_like	IFNGR2	detection_fraction	20	10	0.30782656327384184	0.2839993151577824	0.023827248116059463	0.5537667102505609	1.3593743500683062	0.19425652355295378	0.5615675312150287
GSE227835	untreated_mg_vs_healthy_control	primary disease-control: AChR-positive MG plus seronegative pre-treatment MG vs healthy controls	marker_b_cell_apc_like	IL10	mean_log_norm	20	10	0.0012786383106630523	0.0007145340611551731	0.0005641042495078792	0.39982954615710004	1.2576496406118793	0.21924410256489368	0.5822743103349479
GSE227835	untreated_mg_vs_healthy_control	primary disease-control: AChR-positive MG plus seronegative pre-treatment MG vs healthy controls	marker_b_cell_apc_like	IL10	detection_fraction	20	10	0.0013526198573974146	0.0006546595888929387	0.0006979602685044759	0.49611576801876023	1.6385134309091685	0.11250815044595608	0.46275280671088875
GSE227835	untreated_mg_vs_healthy_control	primary disease-control: AChR-positive MG plus seronegative pre-treatment MG vs healthy controls	marker_b_cell_apc_like	IL6R	mean_log_norm	20	10	0.020330617062399865	0.014914503740316037	0.0054161133220838285	0.7322801281404627	1.9836663895410394	0.061837150830043076	0.38141899278832203
GSE227835	untreated_mg_vs_healthy_control	primary disease-control: AChR-positive MG plus seronegative pre-treatment MG vs healthy controls	marker_b_cell_apc_like	IL6R	detection_fraction	20	10	0.023229250337559237	0.016243728423638956	0.006985521913920281	0.823290961788445	2.228609554817708	0.038054314737024614	0.3079133535556894
GSE227835	untreated_mg_vs_healthy_control	primary disease-control: AChR-positive MG plus seronegative pre-treatment MG vs healthy controls	marker_b_cell_apc_like	IRF1	mean_log_norm	20	10	0.7720676684158521	0.7960049735780667	-0.023937305162214595	-0.11299681899160531	-0.38632696584979664	0.7022588657725063	0.900303239155314
GSE227835	untreated_mg_vs_healthy_control	primary disease-control: AChR-positive MG plus seronegative pre-treatment MG vs healthy controls	marker_b_cell_apc_like	IRF1	detection_fraction	20	10	0.5224697627335331	0.5299206387672941	-0.007450876033761045	-0.0677446349962111	-0.22216551744939614	0.8257978190446911	0.944559718703194
GSE227835	untreated_mg_vs_healthy_control	primary disease-control: AChR-positive MG plus seronegative pre-treatment MG vs healthy controls	marker_b_cell_apc_like	IRF5	mean_log_norm	20	10	0.04619062895715194	0.032111172112154876	0.014079456844997063	1.059677101866776	2.739247598130969	0.014026628720632536	0.21819200232095057
GSE227835	untreated_mg_vs_healthy_control	primary disease-control: AChR-positive MG plus seronegative pre-treatment MG vs healthy controls	marker_b_cell_apc_like	IRF5	detection_fraction	20	10	0.0501835871988134	0.0321765034280939	0.018007083770719495	1.1772785329091453	3.328787716965741	0.0031227291213506542	0.11332489054835236
GSE227835	untreated_mg_vs_healthy_control	primary disease-control: AChR-positive MG plus seronegative pre-treatment MG vs healthy controls	marker_b_cell_apc_like	LAMP1	mean_log_norm	20	10	0.2241671681558685	0.20514657912784476	0.019020589028023754	0.5631564929969323	1.479914852447779	0.15652699298634126	0.5219501296748867
GSE227835	untreated_mg_vs_healthy_control	primary disease-control: AChR-positive MG plus seronegative pre-treatment MG vs healthy controls	marker_b_cell_apc_like	LAMP1	detection_fraction	20	10	0.21475061298023781	0.18742878955390252	0.027321823426335295	0.7480117214839455	1.967684828488177	0.06498110482312716	0.38594838016160377
GSE227835	untreated_mg_vs_healthy_control	primary disease-control: AChR-positive MG plus seronegative pre-treatment MG vs healthy controls	marker_b_cell_apc_like	LAMP2	mean_log_norm	20	10	0.12603376199462887	0.12427603354156931	0.0017577284530595622	0.08223594043594434	0.26637344869471025	0.7919114229000265	0.9370194274611935
GSE227835	untreated_mg_vs_healthy_control	primary disease-control: AChR-positive MG plus seronegative pre-treatment MG vs healthy controls	marker_b_cell_apc_like	LAMP2	detection_fraction	20	10	0.1252107321636649	0.11649134520062013	0.008719386963044778	0.42718135595979173	1.2639208274485887	0.2183631107787525	0.5807214343641179
GSE227835	untreated_mg_vs_healthy_control	primary disease-control: AChR-positive MG plus seronegative pre-treatment MG vs healthy controls	marker_b_cell_apc_like	LIPA	mean_log_norm	20	10	0.12892191100768335	0.1219803627580049	0.00694154824967845	0.26472232477129143	0.6362929951118121	0.5347174317295275	0.8245839230447474
GSE227835	untreated_mg_vs_healthy_control	primary disease-control: AChR-positive MG plus seronegative pre-treatment MG vs healthy controls	marker_b_cell_apc_like	LIPA	detection_fraction	20	10	0.12186967618349295	0.11061741060954211	0.011252265573950843	0.4803981725046852	1.1337919974181208	0.27644097227324654	0.6374403595947803
GSE227835	untreated_mg_vs_healthy_control	primary disease-control: AChR-positive MG plus seronegative pre-treatment MG vs healthy controls	marker_b_cell_apc_like	LPL	mean_log_norm	20	10	0.00023057813816961076	2.6088559806619414e-05	0.00020448957836299134	0.4530861304521409	1.6849864174101779	0.10695005012690671	0.4547117098671088
GSE227835	untreated_mg_vs_healthy_control	primary disease-control: AChR-positive MG plus seronegative pre-treatment MG vs healthy controls	marker_b_cell_apc_like	LPL	detection_fraction	20	10	0.00027915340017189316	3.2658393207054215e-05	0.0002464950069648389	0.4916832418406163	1.8198796896185254	0.08289640481437989	0.41553428540567067
GSE227835	untreated_mg_vs_healthy_control	primary disease-control: AChR-positive MG plus seronegative pre-treatment MG vs healthy controls	marker_b_cell_apc_like	MERTK	mean_log_norm	20	10	0.0012240242448095806	0.000842680512220419	0.00038134373258916156	0.2843220620146493	0.8605918674806051	0.39753467539311726	0.7238932615314394
GSE227835	untreated_mg_vs_healthy_control	primary disease-control: AChR-positive MG plus seronegative pre-treatment MG vs healthy controls	marker_b_cell_apc_like	MERTK	detection_fraction	20	10	0.0015413048437333014	0.0009827792912363053	0.0005585255524969961	0.39325440567422615	1.2257503255407092	0.2309745531473807	0.5921965699958865
GSE227835	untreated_mg_vs_healthy_control	primary disease-control: AChR-positive MG plus seronegative pre-treatment MG vs healthy controls	marker_b_cell_apc_like	MSR1	mean_log_norm	20	10	0.0010850934177784656	0.0010460209885561924	3.90724292222732e-05	0.035418938796605515	0.10880481305062802	0.9141898232245377	0.983386291596247
GSE227835	untreated_mg_vs_healthy_control	primary disease-control: AChR-positive MG plus seronegative pre-treatment MG vs healthy controls	marker_b_cell_apc_like	MSR1	detection_fraction	20	10	0.0013696213843174838	0.0011460057428527653	0.0002236156414647185	0.16903558244724184	0.5246332915853199	0.604188620734732	0.8558105273262773
GSE227835	untreated_mg_vs_healthy_control	primary disease-control: AChR-positive MG plus seronegative pre-treatment MG vs healthy controls	marker_b_cell_apc_like	NLRP3	mean_log_norm	20	10	0.007023994407999263	0.005397872266717979	0.0016261221412812842	0.22557896919218867	0.7685166731571504	0.44876578375869614	0.7569728248447977
GSE227835	untreated_mg_vs_healthy_control	primary disease-control: AChR-positive MG plus seronegative pre-treatment MG vs healthy controls	marker_b_cell_apc_like	NLRP3	detection_fraction	20	10	0.006074850132032491	0.004741391292820722	0.0013334588392117696	0.2509053722654495	0.8372804250835832	0.40955184370845876	0.7286653248871279
GSE227835	untreated_mg_vs_healthy_control	primary disease-control: AChR-positive MG plus seronegative pre-treatment MG vs healthy controls	marker_b_cell_apc_like	OSMR	mean_log_norm	20	10	0.001472294579918678	0.0007433188491679568	0.0007289757307507212	0.7302237228755946	2.0753488456454874	0.04999646715650859	0.3535196577297637
GSE227835	untreated_mg_vs_healthy_control	primary disease-control: AChR-positive MG plus seronegative pre-treatment MG vs healthy controls	marker_b_cell_apc_like	OSMR	detection_fraction	20	10	0.0015801520357016162	0.0007582513997335843	0.0008219006359680319	0.8056554904490472	2.2842744389086387	0.032558257448672655	0.28697422514398513
GSE227835	untreated_mg_vs_healthy_control	primary disease-control: AChR-positive MG plus seronegative pre-treatment MG vs healthy controls	marker_b_cell_apc_like	P2RX7	mean_log_norm	20	10	0.00964027788972349	0.008919957297235848	0.0007203205924876423	0.17110375136459588	0.48459707907541183	0.6328533696994991	0.867407415811901
GSE227835	untreated_mg_vs_healthy_control	primary disease-control: AChR-positive MG plus seronegative pre-treatment MG vs healthy controls	marker_b_cell_apc_like	P2RX7	detection_fraction	20	10	0.010803035530765772	0.00939687674496013	0.0014061587858056421	0.28961619647032	0.8255090580445542	0.4179822075492884	0.7348254797615745
GSE227835	untreated_mg_vs_healthy_control	primary disease-control: AChR-positive MG plus seronegative pre-treatment MG vs healthy controls	marker_b_cell_apc_like	PLIN2	mean_log_norm	20	10	0.1038643040113151	0.08376433586292467	0.020099968148390435	0.533947633739211	1.687883881333599	0.10283320720401713	0.45017329103488585
GSE227835	untreated_mg_vs_healthy_control	primary disease-control: AChR-positive MG plus seronegative pre-treatment MG vs healthy controls	marker_b_cell_apc_like	PLIN2	detection_fraction	20	10	0.10684417534041761	0.08025508717906782	0.02658908816134979	0.6842746285851952	2.2091503335108005	0.035566754781711445	0.2994072671986999
GSE227835	untreated_mg_vs_healthy_control	primary disease-control: AChR-positive MG plus seronegative pre-treatment MG vs healthy controls	marker_b_cell_apc_like	PTPN2	mean_log_norm	20	10	0.424413179714804	0.4117016244607271	0.012711555254076912	0.27307301821768626	0.697729744159504	0.4951083051217686	0.7902380114321389
GSE227835	untreated_mg_vs_healthy_control	primary disease-control: AChR-positive MG plus seronegative pre-treatment MG vs healthy controls	marker_b_cell_apc_like	PTPN2	detection_fraction	20	10	0.3738953096314356	0.34650074642773054	0.027394563203705036	0.7059126353058918	1.6315611073501017	0.12669601493430505	0.4793903267784515
GSE227835	untreated_mg_vs_healthy_control	primary disease-control: AChR-positive MG plus seronegative pre-treatment MG vs healthy controls	marker_b_cell_apc_like	RFX5	mean_log_norm	20	10	0.11352360717241519	0.11273387887139656	0.0007897283010186301	0.03162573910727481	0.07702457799778227	0.939648115685076	0.9882341118642276
GSE227835	untreated_mg_vs_healthy_control	primary disease-control: AChR-positive MG plus seronegative pre-treatment MG vs healthy controls	marker_b_cell_apc_like	RFX5	detection_fraction	20	10	0.11356523551582123	0.10548037193235493	0.0080848635834663	0.3017744183835173	0.7182355608468789	0.4845299759528149	0.7809748440393657
GSE227835	untreated_mg_vs_healthy_control	primary disease-control: AChR-positive MG plus seronegative pre-treatment MG vs healthy controls	marker_b_cell_apc_like	SH2B3	mean_log_norm	20	10	0.061725935617322716	0.06501101947299955	-0.003285083855676829	-0.15341302011853186	-0.3857052489999276	0.7048669967462765	0.9011392590661718
GSE227835	untreated_mg_vs_healthy_control	primary disease-control: AChR-positive MG plus seronegative pre-treatment MG vs healthy controls	marker_b_cell_apc_like	SH2B3	detection_fraction	20	10	0.06074260015098273	0.06245671780600346	-0.0017141176550207332	-0.07582128968488716	-0.19594751794489507	0.8469878261659819	0.9577169897967239
GSE227835	untreated_mg_vs_healthy_control	primary disease-control: AChR-positive MG plus seronegative pre-treatment MG vs healthy controls	marker_b_cell_apc_like	SLC15A4	mean_log_norm	20	10	0.09630365470681544	0.07420868025063893	0.022094974456176517	1.2467756915583805	3.014638766495321	0.009051041053678243	0.17392196534518978
GSE227835	untreated_mg_vs_healthy_control	primary disease-control: AChR-positive MG plus seronegative pre-treatment MG vs healthy controls	marker_b_cell_apc_like	SLC15A4	detection_fraction	20	10	0.09505976276425832	0.06939801509702914	0.025661747667229173	1.2972570904838752	3.337525631024951	0.003976390926357151	0.12177697211968774
