accession	contrast	interpretation_scope	marker_compartment	module	metric	n_case_donors	n_control_donors	mean_case	mean_control	delta_case_minus_control	hedges_g	welch_t	p	fdr
GSE227835	seronegative_mg_pre_vs_healthy_control	subtype disease-control: seronegative MG pre-treatment vs healthy controls	marker_plasmablast_like	complement_phagocytosis	high_fraction	10	10	0.14539279778440423	0.2602266018352907	-0.1148338040508865	-1.3040599235733699	-3.0446122227186723	0.006981237849645776	0.06428461586245918
GSE227835	seronegative_mg_pre_vs_healthy_control	subtype disease-control: seronegative MG pre-treatment vs healthy controls	marker_plasmablast_like	hla_ii_cd74	mean_score	10	10	-0.21788778317657204	0.007185483747140403	-0.22507326692371243	-1.0061391113417892	-2.34905112930124	0.030462456539291517	0.13757238437099395
GSE227835	seronegative_mg_pre_vs_healthy_control	subtype disease-control: seronegative MG pre-treatment vs healthy controls	marker_plasmablast_like	hla_ii_cd74	high_fraction	10	10	0.1120621731323328	0.24885243324809475	-0.13679026011576195	-1.3742820300014174	-3.2085610410751437	0.00528626795034373	0.05920620104384977
GSE227835	seronegative_mg_pre_vs_healthy_control	subtype disease-control: seronegative MG pre-treatment vs healthy controls	marker_plasmablast_like	ifng_hlaii_cd74	mean_score	10	10	-0.11511160515820633	0.0060845638428027446	-0.12119616900100907	-1.069771725831365	-2.4976153419852962	0.02328365539099737	0.12081340918496203
GSE227835	seronegative_mg_pre_vs_healthy_control	subtype disease-control: seronegative MG pre-treatment vs healthy controls	marker_plasmablast_like	ifng_hlaii_cd74	high_fraction	10	10	0.10042009048810688	0.25563028961086987	-0.155210199122763	-1.8820846146951895	-4.39413689394722	0.0004337291523066691	0.012568264499282104
GSE227835	seronegative_mg_pre_vs_healthy_control	subtype disease-control: seronegative MG pre-treatment vs healthy controls	marker_plasmablast_like	lipid_loader_repair	mean_score	10	10	-0.029865733013327168	0.004164281340100345	-0.034030014353427514	-0.885004162521207	-2.0662351795809704	0.055516672155856914	0.18745440341631414
GSE227835	seronegative_mg_pre_vs_healthy_control	subtype disease-control: seronegative MG pre-treatment vs healthy controls	marker_plasmablast_like	lipid_loader_repair	high_fraction	10	10	0.16892592527260344	0.2607515441542672	-0.09182561888166377	-1.3021315927712722	-3.0401101140169318	0.0071172253276294084	0.06428461586245918
GSE227835	seronegative_mg_pre_vs_healthy_control	subtype disease-control: seronegative MG pre-treatment vs healthy controls	marker_plasmablast_like	lysosomal_apc	mean_score	10	10	-0.12159189744242908	0.011515022486577644	-0.13310691992900672	-1.135440979427714	-2.650934532723396	0.01726292069685358	0.10741372878042227
GSE227835	seronegative_mg_pre_vs_healthy_control	subtype disease-control: seronegative MG pre-treatment vs healthy controls	marker_plasmablast_like	lysosomal_apc	high_fraction	10	10	0.13261030722038855	0.2585868046680086	-0.12597649744762004	-1.2590920825561074	-2.939624993285787	0.009528085311954548	0.07735603539509416
GSE227835	seronegative_mg_pre_vs_healthy_control	subtype disease-control: seronegative MG pre-treatment vs healthy controls	marker_plasmablast_like	mixscale_validated_ifng_readout	mean_score	10	10	-0.13460306358797164	0.011941120726849622	-0.14654418431482125	-0.9902186492476065	-2.311881339319154	0.03357019200920295	0.1446100578857973
GSE227835	seronegative_mg_pre_vs_healthy_control	subtype disease-control: seronegative MG pre-treatment vs healthy controls	marker_plasmablast_like	mixscale_validated_ifng_readout	high_fraction	10	10	0.1475630962109726	0.2599580679317036	-0.11239497172073101	-1.0698523956638277	-2.4978036832980552	0.023859680383576373	0.12146746377093427
GSE227835	seronegative_mg_pre_vs_healthy_control	subtype disease-control: seronegative MG pre-treatment vs healthy controls	marker_plasmablast_like	slc15a4_tasl_branch	mean_score	10	10	-0.08045861695798258	0.011376765851010221	-0.0918353828089928	-0.701367304293909	-1.6374948947262382	0.11891002058350729	0.2845709894306157
GSE227835	seronegative_mg_pre_vs_healthy_control	subtype disease-control: seronegative MG pre-treatment vs healthy controls	marker_plasmablast_like	slc15a4_tasl_branch	high_fraction	10	10	0.14918970489522737	0.26079008618897614	-0.11160038129374877	-1.2308098674356396	-2.873593995564929	0.010496727685853746	0.07943469600105538
GSE227835	seronegative_mg_pre_vs_healthy_control	subtype disease-control: seronegative MG pre-treatment vs healthy controls	marker_t_cell_like	complement_phagocytosis	mean_score	10	10	0.0030473826435934506	0.0009752144482694059	0.002072168195324045	0.1530698893332798	0.357375031292477	0.7249719162228287	0.8467205651793149
GSE227835	seronegative_mg_pre_vs_healthy_control	subtype disease-control: seronegative MG pre-treatment vs healthy controls	marker_t_cell_like	complement_phagocytosis	high_fraction	10	10	0.015066088095587769	0.016413635346964592	-0.0013475472513768232	-0.20757683176900402	-0.48463337284789243	0.6338546930124983	0.7784180440504366
GSE227835	seronegative_mg_pre_vs_healthy_control	subtype disease-control: seronegative MG pre-treatment vs healthy controls	marker_t_cell_like	hla_ii_cd74	mean_score	10	10	-0.033933533177408146	0.0052067209451252495	-0.03914025412253339	-0.48661756896355646	-1.1361148145679778	0.270953308764459	0.4541540014850456
GSE227835	seronegative_mg_pre_vs_healthy_control	subtype disease-control: seronegative MG pre-treatment vs healthy controls	marker_t_cell_like	hla_ii_cd74	high_fraction	10	10	0.22634809092215608	0.2538282434077643	-0.0274801524856082	-0.44918480956488865	-1.048719876087715	0.30868002498689023	0.4995977283024813
GSE227835	seronegative_mg_pre_vs_healthy_control	subtype disease-control: seronegative MG pre-treatment vs healthy controls	marker_t_cell_like	ifng_hlaii_cd74	mean_score	10	10	-0.012799377016896823	0.005079203873781461	-0.017878580890678286	-0.32304928878067146	-0.754229000816977	0.4604672851595213	0.6478936675611354
GSE227835	seronegative_mg_pre_vs_healthy_control	subtype disease-control: seronegative MG pre-treatment vs healthy controls	marker_t_cell_like	ifng_hlaii_cd74	high_fraction	10	10	0.2425774319858282	0.2552137489566353	-0.012636316970807082	-0.2107319454396695	-0.49199967363831354	0.6286698444544503	0.7754517905165026
GSE227835	seronegative_mg_pre_vs_healthy_control	subtype disease-control: seronegative MG pre-treatment vs healthy controls	marker_t_cell_like	lipid_loader_repair	mean_score	10	10	0.011242835573912237	0.001612221912353567	0.00963061366155867	0.5513743630546851	1.2873036696427298	0.2179882607034441	0.39378524514170543
GSE227835	seronegative_mg_pre_vs_healthy_control	subtype disease-control: seronegative MG pre-treatment vs healthy controls	marker_t_cell_like	lipid_loader_repair	high_fraction	10	10	0.2646006645312592	0.2544759888086578	0.010124675722601395	0.3041360025235891	0.7100718102851955	0.487356570941489	0.6663532692660992
GSE227835	seronegative_mg_pre_vs_healthy_control	subtype disease-control: seronegative MG pre-treatment vs healthy controls	marker_t_cell_like	lysosomal_apc	mean_score	10	10	-0.03038060135776639	0.006773211259840888	-0.03715381261760728	-0.7298358938197094	-1.7039610241325496	0.10904033393815522	0.27500316534099023
GSE227835	seronegative_mg_pre_vs_healthy_control	subtype disease-control: seronegative MG pre-treatment vs healthy controls	marker_t_cell_like	lysosomal_apc	high_fraction	10	10	0.2247651945914905	0.2558298934258353	-0.03106469883434479	-0.6512288457326821	-1.520435731259663	0.14824268504583993	0.32841667939753133
GSE227835	seronegative_mg_pre_vs_healthy_control	subtype disease-control: seronegative MG pre-treatment vs healthy controls	marker_t_cell_like	mixscale_validated_ifng_readout	mean_score	10	10	-0.040679576902157885	0.011538086472373098	-0.05221766337453099	-0.7065435168734824	-1.6495798915904738	0.11639465031822066	0.28339567034001556
GSE227835	seronegative_mg_pre_vs_healthy_control	subtype disease-control: seronegative MG pre-treatment vs healthy controls	marker_t_cell_like	mixscale_validated_ifng_readout	high_fraction	10	10	0.2219613589656964	0.25988141324288183	-0.03792005427718542	-0.6336998537522025	-1.4795104775416703	0.15654682387740554	0.33717777450518116
GSE227835	seronegative_mg_pre_vs_healthy_control	subtype disease-control: seronegative MG pre-treatment vs healthy controls	marker_t_cell_like	slc15a4_tasl_branch	mean_score	10	10	0.04833708398304222	0.002876533861581552	0.04546055012146067	0.5814490931183112	1.357519684329979	0.20197118625822777	0.3780424412665959
GSE227835	seronegative_mg_pre_vs_healthy_control	subtype disease-control: seronegative MG pre-treatment vs healthy controls	marker_t_cell_like	slc15a4_tasl_branch	high_fraction	10	10	0.3665330161970382	0.2508858498392135	0.11564716635782468	0.6097710609196715	1.4236434933518691	0.1837844330876906	0.36491477143556866
GSE227835	seronegative_mg_post_vs_healthy_control_secondary	secondary treated-state contrast, not primary disease-control evidence	marker_b_cell_apc_like	complement_phagocytosis	mean_score	10	10	0.02474067300703167	-0.0005224358859604887	0.02526310889299216	0.8581367477765841	2.003507341813991	0.0636074850320244	0.21202495010674802
GSE227835	seronegative_mg_post_vs_healthy_control_secondary	secondary treated-state contrast, not primary disease-control evidence	marker_b_cell_apc_like	complement_phagocytosis	high_fraction	10	10	0.0866541680244301	0.053543536313014686	0.033110631711415414	1.2646674959285507	2.952642011440854	0.009751266135702857	0.07735603539509416
GSE227835	seronegative_mg_post_vs_healthy_control_secondary	secondary treated-state contrast, not primary disease-control evidence	marker_b_cell_apc_like	hla_ii_cd74	mean_score	10	10	-0.2120983125585238	0.006670118804296181	-0.21876843136281998	-1.1706191911088137	-2.7330657379859393	0.015463151338704906	0.09840187215539485
GSE227835	seronegative_mg_post_vs_healthy_control_secondary	secondary treated-state contrast, not primary disease-control evidence	marker_b_cell_apc_like	hla_ii_cd74	high_fraction	10	10	0.13133464539937792	0.256241773493475	-0.12490712809409707	-1.5317210174320801	-3.57613668449371	0.0024909376964065495	0.033212502618754
GSE227835	seronegative_mg_post_vs_healthy_control_secondary	secondary treated-state contrast, not primary disease-control evidence	marker_b_cell_apc_like	ifng_hlaii_cd74	mean_score	10	10	-0.09661347793492873	0.007318258498971268	-0.1039317364339	-1.0770696735059684	-2.514653992042093	0.022632052925306977	0.12081340918496203
GSE227835	seronegative_mg_post_vs_healthy_control_secondary	secondary treated-state contrast, not primary disease-control evidence	marker_b_cell_apc_like	ifng_hlaii_cd74	high_fraction	10	10	0.149475690904044	0.258846782973266	-0.10937109206922202	-1.4467029518682457	-3.377643473492901	0.003664983249870014	0.046645241361982
GSE227835	seronegative_mg_post_vs_healthy_control_secondary	secondary treated-state contrast, not primary disease-control evidence	marker_b_cell_apc_like	lipid_loader_repair	mean_score	10	10	0.057708366533559444	0.002373574402947047	0.0553347921306124	1.3443323983193878	3.138637095835599	0.009539790100074592	0.07735603539509416
GSE227835	seronegative_mg_post_vs_healthy_control_secondary	secondary treated-state contrast, not primary disease-control evidence	marker_b_cell_apc_like	lipid_loader_repair	high_fraction	10	10	0.3778956495192018	0.2586745551949901	0.11922109432421168	1.9450863390040238	4.5412281559479855	0.0005997783126186336	0.015267084321201583
GSE227835	seronegative_mg_post_vs_healthy_control_secondary	secondary treated-state contrast, not primary disease-control evidence	marker_b_cell_apc_like	lysosomal_apc	mean_score	10	10	0.09035584871559231	0.009164206484923169	0.08119164223066914	2.027907970333734	4.734593312328968	0.00019743141475385466	0.011056159226215861
GSE227835	seronegative_mg_post_vs_healthy_control_secondary	secondary treated-state contrast, not primary disease-control evidence	marker_b_cell_apc_like	lysosomal_apc	high_fraction	10	10	0.3320143047940945	0.2573285922428451	0.0746857125512494	1.94651603842459	4.544566100970283	0.0002835654965039137	0.011342619860156548
GSE227835	seronegative_mg_post_vs_healthy_control_secondary	secondary treated-state contrast, not primary disease-control evidence	marker_b_cell_apc_like	mixscale_validated_ifng_readout	mean_score	10	10	0.03630479172024505	0.02102232717932923	0.015282464540915818	0.15915044450538451	0.37157141311761305	0.7146090396936072	0.8407165172865968
GSE227835	seronegative_mg_post_vs_healthy_control_secondary	secondary treated-state contrast, not primary disease-control evidence	marker_b_cell_apc_like	mixscale_validated_ifng_readout	high_fraction	10	10	0.2959049288979251	0.2702734249265578	0.025631503971367264	0.29599484914452345	0.6910645126626976	0.4987107551457285	0.6681292413435597
GSE227835	seronegative_mg_post_vs_healthy_control_secondary	secondary treated-state contrast, not primary disease-control evidence	marker_b_cell_apc_like	slc15a4_tasl_branch	mean_score	10	10	0.05309626812178971	0.014077589428328974	0.039018678693460734	0.6154380169305662	1.436874237755931	0.16982746833633364	0.3567902075091398
GSE227835	seronegative_mg_post_vs_healthy_control_secondary	secondary treated-state contrast, not primary disease-control evidence	marker_b_cell_apc_like	slc15a4_tasl_branch	high_fraction	10	10	0.30348597130309374	0.2638175921191656	0.039668379183928126	0.606957588001344	1.4170748273875355	0.1745307915960843	0.3582365047336048
GSE227835	seronegative_mg_post_vs_healthy_control_secondary	secondary treated-state contrast, not primary disease-control evidence	marker_myeloid_apc_like	complement_phagocytosis	mean_score	10	10	0.06693334870505666	0.002037426760764309	0.06489592194429235	0.7855331705615654	1.833998460660564	0.0863427857409105	0.2393661386876727
GSE227835	seronegative_mg_post_vs_healthy_control_secondary	secondary treated-state contrast, not primary disease-control evidence	marker_myeloid_apc_like	complement_phagocytosis	high_fraction	10	10	0.3101022977556571	0.2536570310687208	0.056445266686936335	0.8053391012112849	1.8802397241549729	0.08096141228929306	0.23370304578352635
GSE227835	seronegative_mg_post_vs_healthy_control_secondary	secondary treated-state contrast, not primary disease-control evidence	marker_myeloid_apc_like	hla_ii_cd74	mean_score	10	10	-0.20044474079704924	-0.02765834352230001	-0.17278639727474923	-0.8277298317073635	-1.9325157664683956	0.06981825713330439	0.21628423778758257
GSE227835	seronegative_mg_post_vs_healthy_control_secondary	secondary treated-state contrast, not primary disease-control evidence	marker_myeloid_apc_like	hla_ii_cd74	high_fraction	10	10	0.1546853473215916	0.23935757046988476	-0.08467222314829317	-1.25088467400786	-2.9204630085248673	0.011316316768826638	0.08338338671766997
GSE227835	seronegative_mg_post_vs_healthy_control_secondary	secondary treated-state contrast, not primary disease-control evidence	marker_myeloid_apc_like	ifng_hlaii_cd74	mean_score	10	10	-0.10840008585419476	-0.018499831942128973	-0.0899002539120658	-0.6799444416092646	-1.5874785508479867	0.1320119403549798	0.30297822376552735
GSE227835	seronegative_mg_post_vs_healthy_control_secondary	secondary treated-state contrast, not primary disease-control evidence	marker_myeloid_apc_like	ifng_hlaii_cd74	high_fraction	10	10	0.15822720080060523	0.24076328824494714	-0.0825360874443419	-1.1316727674295828	-2.64213682021041	0.018052220696777078	0.10988308250212134
GSE227835	seronegative_mg_post_vs_healthy_control_secondary	secondary treated-state contrast, not primary disease-control evidence	marker_myeloid_apc_like	lipid_loader_repair	mean_score	10	10	0.11982224752427124	-0.0009679804825197542	0.120790228006791	1.252897100599275	2.925161457182623	0.013241359546037402	0.09042879689976763
GSE227835	seronegative_mg_post_vs_healthy_control_secondary	secondary treated-state contrast, not primary disease-control evidence	marker_myeloid_apc_like	lipid_loader_repair	high_fraction	10	10	0.3891344780951106	0.25126874066546223	0.13786573742964836	1.2630447623616112	2.9488533861155846	0.012833133105490382	0.09042879689976763
GSE227835	seronegative_mg_post_vs_healthy_control_secondary	secondary treated-state contrast, not primary disease-control evidence	marker_myeloid_apc_like	lysosomal_apc	mean_score	10	10	-0.005277116525982384	-0.01589546446806366	0.010618347942081274	0.06299231532201818	0.14706929466955188	0.8847269127822186	0.9383467256781106
GSE227835	seronegative_mg_post_vs_healthy_control_secondary	secondary treated-state contrast, not primary disease-control evidence	marker_myeloid_apc_like	lysosomal_apc	high_fraction	10	10	0.21951758387126202	0.24743495298561086	-0.027917369114348833	-0.360464425217023	-0.8415827946492845	0.411139121863043	0.6090949953526563
GSE227835	seronegative_mg_post_vs_healthy_control_secondary	secondary treated-state contrast, not primary disease-control evidence	marker_myeloid_apc_like	mixscale_validated_ifng_readout	mean_score	10	10	-0.10256931007226264	-0.014910698210542259	-0.08765861186172037	-0.6026242915785655	-1.4069578020768407	0.1765594201901338	0.3582365047336048
GSE227835	seronegative_mg_post_vs_healthy_control_secondary	secondary treated-state contrast, not primary disease-control evidence	marker_myeloid_apc_like	mixscale_validated_ifng_readout	high_fraction	10	10	0.15956570704333176	0.24225050272036394	-0.08268479567703219	-0.8784223649366252	-2.050868538055352	0.055234337205577015	0.18745440341631414
GSE227835	seronegative_mg_post_vs_healthy_control_secondary	secondary treated-state contrast, not primary disease-control evidence	marker_myeloid_apc_like	slc15a4_tasl_branch	mean_score	10	10	-0.02387921143605381	-0.013676916940439285	-0.010202294495614524	-0.08778826616112408	-0.20496084829678488	0.8399235880429874	0.9150918468950836
GSE227835	seronegative_mg_post_vs_healthy_control_secondary	secondary treated-state contrast, not primary disease-control evidence	marker_myeloid_apc_like	slc15a4_tasl_branch	high_fraction	10	10	0.21615754301903528	0.23934212757562107	-0.023184584556585786	-0.24456608720187084	-0.5709928546204595	0.5752663251463692	0.7190829064329615
GSE227835	seronegative_mg_post_vs_healthy_control_secondary	secondary treated-state contrast, not primary disease-control evidence	marker_nk_like	complement_phagocytosis	mean_score	10	10	0.018308901034691558	-0.002750915852934406	0.021059816887625964	0.8351684802756512	1.9498829134392635	0.07029237728096434	0.21628423778758257
GSE227835	seronegative_mg_post_vs_healthy_control_secondary	secondary treated-state contrast, not primary disease-control evidence	marker_nk_like	complement_phagocytosis	high_fraction	10	10	0.028504913189769214	0.022462707627858073	0.006042205561911141	0.5981467423874254	1.3965039872262057	0.1795621537654533	0.3617079356426397
GSE227835	seronegative_mg_post_vs_healthy_control_secondary	secondary treated-state contrast, not primary disease-control evidence	marker_nk_like	hla_ii_cd74	mean_score	10	10	-0.05902994212663022	-0.00043382481738431233	-0.05859611730924591	-0.309168954463904	-0.7218223339512011	0.48019153966812367	0.6638343451896387
GSE227835	seronegative_mg_post_vs_healthy_control_secondary	secondary treated-state contrast, not primary disease-control evidence	marker_nk_like	hla_ii_cd74	high_fraction	10	10	0.22243627282751172	0.2488160681174147	-0.026379795289902974	-0.19982049697188362	-0.4665245181089928	0.6465999827490458	0.7871651963901428
GSE227835	seronegative_mg_post_vs_healthy_control_secondary	secondary treated-state contrast, not primary disease-control evidence	marker_nk_like	ifng_hlaii_cd74	mean_score	10	10	-0.03666571891674521	-0.0020183095863973975	-0.03464740933034781	-0.4050168325719113	-0.9456001036181407	0.3568748310415617	0.5606085750595561
GSE227835	seronegative_mg_post_vs_healthy_control_secondary	secondary treated-state contrast, not primary disease-control evidence	marker_nk_like	ifng_hlaii_cd74	high_fraction	10	10	0.21241081170993184	0.24665539968885702	-0.034244587978925184	-0.33404143447317647	-0.7798925616122508	0.44559264301309454	0.6364708380072435
GSE227835	seronegative_mg_post_vs_healthy_control_secondary	secondary treated-state contrast, not primary disease-control evidence	marker_nk_like	lipid_loader_repair	mean_score	10	10	0.030378279541460877	0.0030774232211175636	0.027300856320343313	1.0692465165780618	2.4963891264692872	0.026943662080148756	0.12786822682104496
GSE227835	seronegative_mg_post_vs_healthy_control_secondary	secondary treated-state contrast, not primary disease-control evidence	marker_nk_like	lipid_loader_repair	high_fraction	10	10	0.29660594118165007	0.25794484772013015	0.03866109346151991	0.9977951164430247	2.329570253924388	0.03199744412847691	0.1422108627932307
GSE227835	seronegative_mg_post_vs_healthy_control_secondary	secondary treated-state contrast, not primary disease-control evidence	marker_nk_like	lysosomal_apc	mean_score	10	10	0.02976552523145915	0.013875842317781262	0.01588968291367789	0.27870925574800576	0.6507075260084552	0.5241804289726153	0.6763618438356326
GSE227835	seronegative_mg_post_vs_healthy_control_secondary	secondary treated-state contrast, not primary disease-control evidence	marker_nk_like	lysosomal_apc	high_fraction	10	10	0.2785225597084262	0.26072936942163294	0.01779319028679327	0.33244239698708805	0.7761592599543103	0.4485454281244734	0.6364708380072435
GSE227835	seronegative_mg_post_vs_healthy_control_secondary	secondary treated-state contrast, not primary disease-control evidence	marker_nk_like	mixscale_validated_ifng_readout	mean_score	10	10	-0.061238188348714605	0.0073702095926256525	-0.06860839794134026	-0.6388241240906134	-1.4914742039186681	0.15395481244223064	0.3341654843707332
GSE227835	seronegative_mg_post_vs_healthy_control_secondary	secondary treated-state contrast, not primary disease-control evidence	marker_nk_like	mixscale_validated_ifng_readout	high_fraction	10	10	0.20918931509354194	0.2588969823173175	-0.049707667223775565	-0.5680898571455668	-1.3263296351661744	0.20131461925792785	0.3780424412665959
GSE227835	seronegative_mg_post_vs_healthy_control_secondary	secondary treated-state contrast, not primary disease-control evidence	marker_nk_like	slc15a4_tasl_branch	mean_score	10	10	-0.027604378326570488	-0.0022214540926342777	-0.025382924233936212	-0.68035604591152	-1.5884395308358819	0.13043633698915594	0.3018361517104435
GSE227835	seronegative_mg_post_vs_healthy_control_secondary	secondary treated-state contrast, not primary disease-control evidence	marker_nk_like	slc15a4_tasl_branch	high_fraction	10	10	0.22095738321512143	0.2500118698710702	-0.029054486655948786	-0.8291539283350047	-1.9358406305490028	0.07011516101119246	0.21628423778758257
GSE227835	seronegative_mg_post_vs_healthy_control_secondary	secondary treated-state contrast, not primary disease-control evidence	marker_plasmablast_like	complement_phagocytosis	mean_score	10	10	-0.011957077065230758	0.006055458166452714	-0.018012535231683474	-0.5356524354935325	-1.2505974018155448	0.22934787236103457	0.4090280526184056
GSE227835	seronegative_mg_post_vs_healthy_control_secondary	secondary treated-state contrast, not primary disease-control evidence	marker_plasmablast_like	complement_phagocytosis	high_fraction	10	10	0.18139042845292325	0.2602266018352907	-0.07883617338236748	-0.8928824618205347	-2.084628787042844	0.05164397201764112	0.1863425536952091
GSE227835	seronegative_mg_post_vs_healthy_control_secondary	secondary treated-state contrast, not primary disease-control evidence	marker_plasmablast_like	hla_ii_cd74	mean_score	10	10	-0.21087532102787465	0.007185483747140403	-0.21806080477501505	-0.9430955379868654	-2.2018621615778082	0.040963931585255124	0.16375912456258307
GSE227835	seronegative_mg_post_vs_healthy_control_secondary	secondary treated-state contrast, not primary disease-control evidence	marker_plasmablast_like	hla_ii_cd74	high_fraction	10	10	0.1325232580094985	0.24885243324809475	-0.11632917523859626	-1.0680951446433937	-2.4937009976480433	0.022672760384747317	0.12081340918496203
GSE227835	seronegative_mg_post_vs_healthy_control_secondary	secondary treated-state contrast, not primary disease-control evidence	marker_plasmablast_like	ifng_hlaii_cd74	mean_score	10	10	-0.11462112628403291	0.0060845638428027446	-0.12070569012683566	-0.9371276080738424	-2.1879287279762845	0.04210948917323564	0.16375912456258307
GSE227835	seronegative_mg_post_vs_healthy_control_secondary	secondary treated-state contrast, not primary disease-control evidence	marker_plasmablast_like	ifng_hlaii_cd74	high_fraction	10	10	0.14138874661718442	0.25563028961086987	-0.11424154299368544	-1.1808583091803424	-2.756971191613417	0.012990887560687342	0.09042879689976763
GSE227835	seronegative_mg_post_vs_healthy_control_secondary	secondary treated-state contrast, not primary disease-control evidence	marker_plasmablast_like	lipid_loader_repair	mean_score	10	10	-0.003177831093902808	0.004164281340100345	-0.007342112434003153	-0.14411909412470747	-0.3364774482884718	0.7405923884483456	0.8483893815674686
GSE227835	seronegative_mg_post_vs_healthy_control_secondary	secondary treated-state contrast, not primary disease-control evidence	marker_plasmablast_like	lipid_loader_repair	high_fraction	10	10	0.20279609943760737	0.2607515441542672	-0.05795544471665984	-1.0422823363948241	-2.4334353686875763	0.027735913644395635	0.1294342636738463
GSE227835	seronegative_mg_post_vs_healthy_control_secondary	secondary treated-state contrast, not primary disease-control evidence	marker_plasmablast_like	lysosomal_apc	mean_score	10	10	-0.03087643003869591	0.011515022486577644	-0.04239145252527356	-0.31355267059187736	-0.7320570750569502	0.47355848891289354	0.6596834671423393
GSE227835	seronegative_mg_post_vs_healthy_control_secondary	secondary treated-state contrast, not primary disease-control evidence	marker_plasmablast_like	lysosomal_apc	high_fraction	10	10	0.19274929956589554	0.2585868046680086	-0.06583750510211306	-0.5666347405495549	-1.3229323482059565	0.2024208152425511	0.3780424412665959
GSE227835	seronegative_mg_post_vs_healthy_control_secondary	secondary treated-state contrast, not primary disease-control evidence	marker_plasmablast_like	mixscale_validated_ifng_readout	mean_score	10	10	-0.10178544096388786	0.011941120726849622	-0.11372656169073748	-0.7554388050093261	-1.763736602643917	0.09541415198885426	0.2568842553546076
GSE227835	seronegative_mg_post_vs_healthy_control_secondary	secondary treated-state contrast, not primary disease-control evidence	marker_plasmablast_like	mixscale_validated_ifng_readout	high_fraction	10	10	0.19622497816227827	0.2599580679317036	-0.06373308976942535	-0.5582363306204142	-1.3033244290762918	0.20927661327652086	0.38806259415513805
GSE227835	seronegative_mg_post_vs_healthy_control_secondary	secondary treated-state contrast, not primary disease-control evidence	marker_plasmablast_like	slc15a4_tasl_branch	mean_score	10	10	-0.11057172195801293	0.011376765851010221	-0.12194848780902315	-0.8375273098661029	-1.9553901154263627	0.06666966652270684	0.21628423778758257
GSE227835	seronegative_mg_post_vs_healthy_control_secondary	secondary treated-state contrast, not primary disease-control evidence	marker_plasmablast_like	slc15a4_tasl_branch	high_fraction	10	10	0.139488001794055	0.26079008618897614	-0.12130208439492116	-1.0446203196271946	-2.4388939003064927	0.026031257451945875	0.12566813942318697
GSE227835	seronegative_mg_post_vs_healthy_control_secondary	secondary treated-state contrast, not primary disease-control evidence	marker_t_cell_like	complement_phagocytosis	mean_score	10	10	0.013284191359873571	0.0009752144482694059	0.012308976911604165	0.6189964899498508	1.445182268892292	0.17074959930794548	0.3567902075091398
GSE227835	seronegative_mg_post_vs_healthy_control_secondary	secondary treated-state contrast, not primary disease-control evidence	marker_t_cell_like	complement_phagocytosis	high_fraction	10	10	0.018264338673771745	0.016413635346964592	0.001850703326807153	0.25831778147958556	0.6030991832669933	0.5540223514496643	0.6987669297563334
GSE227835	seronegative_mg_post_vs_healthy_control_secondary	secondary treated-state contrast, not primary disease-control evidence	marker_t_cell_like	hla_ii_cd74	mean_score	10	10	-0.009490174886281021	0.0052067209451252495	-0.014696895831406272	-0.17860516794714418	-0.41699270680945955	0.6817093924152338	0.8263144150487682
GSE227835	seronegative_mg_post_vs_healthy_control_secondary	secondary treated-state contrast, not primary disease-control evidence	marker_t_cell_like	hla_ii_cd74	high_fraction	10	10	0.24492252104844625	0.2538282434077643	-0.008905722359318025	-0.14310400142765645	-0.33410749306113435	0.742340708871535	0.8483893815674686
GSE227835	seronegative_mg_post_vs_healthy_control_secondary	secondary treated-state contrast, not primary disease-control evidence	marker_t_cell_like	ifng_hlaii_cd74	mean_score	10	10	0.007591672612243082	0.005079203873781461	0.0025124687384616203	0.04312190082500997	0.10067747957389095	0.9209325955194144	0.9542089894192206
GSE227835	seronegative_mg_post_vs_healthy_control_secondary	secondary treated-state contrast, not primary disease-control evidence	marker_t_cell_like	ifng_hlaii_cd74	high_fraction	10	10	0.2694939133136362	0.2552137489566353	0.014280164357000913	0.2122919689252233	0.49564188860557545	0.6263478940291833	0.7754517905165026
GSE227835	seronegative_mg_post_vs_healthy_control_secondary	secondary treated-state contrast, not primary disease-control evidence	marker_t_cell_like	lipid_loader_repair	mean_score	10	10	0.0272799261532262	0.001612221912353567	0.02566770424087263	0.8217119800621311	1.9184657796983273	0.08242105610561314	0.23379037477592163
GSE227835	seronegative_mg_post_vs_healthy_control_secondary	secondary treated-state contrast, not primary disease-control evidence	marker_t_cell_like	lipid_loader_repair	high_fraction	10	10	0.2858198960790646	0.2544759888086578	0.03134390727040681	0.7216252667981286	1.6847915251438919	0.1147378273394572	0.28339567034001556
GSE227835	seronegative_mg_post_vs_healthy_control_secondary	secondary treated-state contrast, not primary disease-control evidence	marker_t_cell_like	lysosomal_apc	mean_score	10	10	0.005130894604345355	0.006773211259840888	-0.0016423166554955333	-0.03575818077618604	-0.08348526956877572	0.9349409906969861	0.9589138366122935
GSE227835	seronegative_mg_post_vs_healthy_control_secondary	secondary treated-state contrast, not primary disease-control evidence	marker_t_cell_like	lysosomal_apc	high_fraction	10	10	0.2554278846463917	0.2558298934258353	-0.0004020087794435745	-0.009408277222982354	-0.021965674513887583	0.982840514524745	0.982840514524745
