group_idx	gene	raw_count	library_total	n_cells	detected_cells
4	CTSD	0	161041	131	0
4	CD44	3	161041	131	1
4	LAMP1	26	161041	131	24
4	CIITA	50	161041	131	33
4	MIF	0	161041	131	0
4	DDT	0	161041	131	0
5	GBP1	0	1153	2	0
5	CTSS	0	1153	2	0
5	RFX5	0	1153	2	0
5	CXCR4	0	1153	2	0
5	STAT1	0	1153	2	0
5	LAMP3	0	1153	2	0
5	CXCL10	0	1153	2	0
5	IRF1	0	1153	2	0
5	LAMP2	0	1153	2	0
5	CTSB	2	1153	2	2
5	CTSD	0	1153	2	0
5	CD44	0	1153	2	0
5	LAMP1	0	1153	2	0
5	CIITA	0	1153	2	0
5	MIF	0	1153	2	0
5	DDT	0	1153	2	0
6	GBP1	0	216073	185	0
6	CTSS	32	216073	185	28
6	RFX5	3	216073	185	3
6	CXCR4	4	216073	185	4
6	STAT1	16	216073	185	14
6	LAMP3	1	216073	185	1
6	CXCL10	0	216073	185	0
6	IRF1	3	216073	185	3
6	LAMP2	19	216073	185	19
6	CTSB	153	216073	185	92
6	CTSD	0	216073	185	0
6	CD44	6	216073	185	1
6	LAMP1	14	216073	185	14
6	CIITA	61	216073	185	46
6	MIF	1	216073	185	1
6	DDT	1	216073	185	1
7	GBP1	2	441323	237	2
7	CTSS	97	441323	237	70
7	RFX5	8	441323	237	8
7	CXCR4	0	441323	237	0
7	STAT1	28	441323	237	24
7	LAMP3	4	441323	237	3
7	CXCL10	0	441323	237	0
7	IRF1	4	441323	237	4
7	LAMP2	56	441323	237	49
7	CTSB	296	441323	237	145
7	CTSD	0	441323	237	0
7	CD44	4	441323	237	3
7	LAMP1	82	441323	237	64
7	CIITA	60	441323	237	43
7	MIF	1	441323	237	1
7	DDT	0	441323	237	0
8	GBP1	3	433002	144	3
8	CTSS	132	433002	144	78
8	RFX5	7	433002	144	6
8	CXCR4	16	433002	144	12
8	STAT1	20	433002	144	14
8	LAMP3	4	433002	144	3
8	CXCL10	0	433002	144	0
8	IRF1	4	433002	144	4
8	LAMP2	72	433002	144	48
8	CTSB	351	433002	144	112
8	CTSD	0	433002	144	0
8	CD44	4	433002	144	4
8	LAMP1	67	433002	144	52
8	CIITA	78	433002	144	51
8	MIF	0	433002	144	0
8	DDT	0	433002	144	0
9	GBP1	3	134519	55	2
9	CTSS	42	134519	55	28
9	RFX5	2	134519	55	2
9	CXCR4	0	134519	55	0
9	STAT1	10	134519	55	7
9	LAMP3	0	134519	55	0
9	CXCL10	0	134519	55	0
9	IRF1	5	134519	55	3
9	LAMP2	25	134519	55	20
9	CTSB	106	134519	55	38
9	CTSD	0	134519	55	0
9	CD44	2	134519	55	2
9	LAMP1	15	134519	55	12
9	CIITA	17	134519	55	12
9	MIF	0	134519	55	0
9	DDT	0	134519	55	0
10	GBP1	0	50480	38	0
10	CTSS	16	50480	38	12
10	RFX5	0	50480	38	0
10	CXCR4	3	50480	38	3
10	STAT1	5	50480	38	4
10	LAMP3	0	50480	38	0
10	CXCL10	0	50480	38	0
10	IRF1	0	50480	38	0
10	LAMP2	6	50480	38	6
10	CTSB	43	50480	38	24
10	CTSD	0	50480	38	0
10	CD44	0	50480	38	0
10	LAMP1	2	50480	38	2
10	CIITA	36	50480	38	18
10	MIF	0	50480	38	0
10	DDT	0	50480	38	0
11	GBP1	1	291468	210	1
11	CTSS	72	291468	210	57
11	RFX5	6	291468	210	6
11	CXCR4	4	291468	210	4
11	STAT1	17	291468	210	17
11	LAMP3	1	291468	210	1
11	CXCL10	0	291468	210	0
11	IRF1	3	291468	210	3
11	LAMP2	43	291468	210	39
11	CTSB	180	291468	210	103
11	CTSD	0	291468	210	0
11	CD44	0	291468	210	0
11	LAMP1	48	291468	210	44
11	CIITA	66	291468	210	54
11	MIF	0	291468	210	0
11	DDT	0	291468	210	0
12	GBP1	0	25054	21	0
12	CTSS	6	25054	21	4
12	RFX5	1	25054	21	1
12	CXCR4	0	25054	21	0
12	STAT1	2	25054	21	1
12	LAMP3	0	25054	21	0
12	CXCL10	0	25054	21	0
12	IRF1	1	25054	21	1
12	LAMP2	2	25054	21	2
12	CTSB	7	25054	21	7
12	CTSD	0	25054	21	0
12	CD44	2	25054	21	1
12	LAMP1	3	25054	21	3
12	CIITA	2	25054	21	2
12	MIF	0	25054	21	0
12	DDT	0	25054	21	0
13	GBP1	2	275268	234	2
13	CTSS	62	275268	234	50
13	RFX5	2	275268	234	2
13	CXCR4	3	275268	234	3
13	STAT1	15	275268	234	14
13	LAMP3	0	275268	234	0
13	CXCL10	0	275268	234	0
13	IRF1	4	275268	234	4
13	LAMP2	33	275268	234	31
13	CTSB	157	275268	234	107
13	CTSD	0	275268	234	0
13	CD44	4	275268	234	3
13	LAMP1	32	275268	234	31
13	CIITA	56	275268	234	47
13	MIF	0	275268	234	0
13	DDT	0	275268	234	0
14	GBP1	0	242927	187	0
14	CTSS	61	242927	187	46
14	RFX5	1	242927	187	1
14	CXCR4	1	242927	187	1
14	STAT1	11	242927	187	9
14	LAMP3	0	242927	187	0
14	CXCL10	0	242927	187	0
14	IRF1	5	242927	187	3
14	LAMP2	35	242927	187	29
14	CTSB	143	242927	187	93
14	CTSD	0	242927	187	0
14	CD44	0	242927	187	0
14	LAMP1	40	242927	187	37
14	CIITA	53	242927	187	47
14	MIF	0	242927	187	0
14	DDT	1	242927	187	1
15	GBP1	2	206952	121	2
15	CTSS	49	206952	121	37
15	RFX5	4	206952	121	4
15	CXCR4	0	206952	121	0
15	STAT1	8	206952	121	8
15	LAMP3	0	206952	121	0
15	CXCL10	0	206952	121	0
15	IRF1	3	206952	121	3
15	LAMP2	26	206952	121	22
15	CTSB	136	206952	121	69
15	CTSD	0	206952	121	0
15	CD44	2	206952	121	2
15	LAMP1	33	206952	121	24
15	CIITA	40	206952	121	29
15	MIF	0	206952	121	0
15	DDT	0	206952	121	0
16	GBP1	1	86088	46	1
16	CTSS	20	86088	46	16
16	RFX5	2	86088	46	1
16	CXCR4	14	86088	46	6
16	STAT1	10	86088	46	9
16	LAMP3	0	86088	46	0
16	CXCL10	0	86088	46	0
16	IRF1	3	86088	46	2
16	LAMP2	8	86088	46	7
16	CTSB	85	86088	46	33
16	CTSD	0	86088	46	0
16	CD44	6	86088	46	5
16	LAMP1	14	86088	46	10
16	CIITA	41	86088	46	25
16	MIF	0	86088	46	0
16	DDT	0	86088	46	0
17	GBP1	2	326124	185	2
17	CTSS	89	326124	185	67
17	RFX5	0	326124	185	0
17	CXCR4	4	326124	185	3
17	STAT1	14	326124	185	13
17	LAMP3	1	326124	185	1
17	CXCL10	0	326124	185	0
17	IRF1	5	326124	185	5
17	LAMP2	24	326124	185	22
17	CTSB	285	326124	185	116
17	CTSD	0	326124	185	0
17	CD44	2	326124	185	2
17	LAMP1	56	326124	185	45
17	CIITA	71	326124	185	55
17	MIF	0	326124	185	0
17	DDT	0	326124	185	0
18	GBP1	4	508616	299	4
18	CTSS	111	508616	299	72
18	RFX5	3	508616	299	3
18	CXCR4	4	508616	299	4
18	STAT1	22	508616	299	20
18	LAMP3	1	508616	299	1
18	CXCL10	0	508616	299	0
18	IRF1	5	508616	299	5
18	LAMP2	49	508616	299	45
18	CTSB	322	508616	299	168
18	CTSD	0	508616	299	0
18	CD44	2	508616	299	2
18	LAMP1	91	508616	299	75
18	CIITA	89	508616	299	69
18	MIF	1	508616	299	1
18	DDT	0	508616	299	0
19	GBP1	11	681437	326	11
19	CTSS	115	681437	326	89
19	RFX5	4	681437	326	4
19	CXCR4	2	681437	326	2
19	STAT1	89	681437	326	72
19	LAMP3	0	681437	326	0
19	CXCL10	3	681437	326	3
19	IRF1	20	681437	326	18
19	LAMP2	78	681437	326	66
19	CTSB	429	681437	326	218
19	CTSD	0	681437	326	0
19	CD44	6	681437	326	5
19	LAMP1	58	681437	326	55
19	CIITA	166	681437	326	119
19	MIF	0	681437	326	0
19	DDT	0	681437	326	0
20	GBP1	0	16264	21	0
20	CTSS	1	16264	21	1
20	RFX5	0	16264	21	0
20	CXCR4	0	16264	21	0
20	STAT1	2	16264	21	2
20	LAMP3	0	16264	21	0
20	CXCL10	0	16264	21	0
20	IRF1	1	16264	21	1
20	LAMP2	1	16264	21	1
20	CTSB	10	16264	21	8
20	CTSD	0	16264	21	0
20	CD44	0	16264	21	0
20	LAMP1	2	16264	21	2
20	CIITA	6	16264	21	4
20	MIF	0	16264	21	0
20	DDT	0	16264	21	0
21	GBP1	0	26713	30	0
21	CTSS	3	26713	30	3
21	RFX5	0	26713	30	0
21	CXCR4	1	26713	30	1
21	STAT1	9	26713	30	7
21	LAMP3	0	26713	30	0
21	CXCL10	0	26713	30	0
21	IRF1	2	26713	30	1
21	LAMP2	0	26713	30	0
21	CTSB	17	26713	30	11
21	CTSD	0	26713	30	0
21	CD44	0	26713	30	0
21	LAMP1	6	26713	30	6
21	CIITA	9	26713	30	7
21	MIF	0	26713	30	0
21	DDT	0	26713	30	0
22	GBP1	2	209038	107	2
22	CTSS	33	209038	107	26
22	RFX5	2	209038	107	2
22	CXCR4	0	209038	107	0
22	STAT1	15	209038	107	14
22	LAMP3	0	209038	107	0
22	CXCL10	0	209038	107	0
22	IRF1	4	209038	107	4
22	LAMP2	21	209038	107	16
22	CTSB	122	209038	107	56
22	CTSD	0	209038	107	0
22	CD44	2	209038	107	1
22	LAMP1	23	209038	107	20
22	CIITA	70	209038	107	47
22	MIF	0	209038	107	0
22	DDT	0	209038	107	0
23	GBP1	3	444945	328	3
23	CTSS	85	444945	328	67
23	RFX5	7	444945	328	7
23	CXCR4	1	444945	328	1
23	STAT1	20	444945	328	17
23	LAMP3	1	444945	328	1
23	CXCL10	0	444945	328	0
23	IRF1	8	444945	328	7
23	LAMP2	65	444945	328	53
23	CTSB	246	444945	328	159
23	CTSD	0	444945	328	0
23	CD44	0	444945	328	0
23	LAMP1	72	444945	328	61
23	CIITA	130	444945	328	98
23	MIF	0	444945	328	0
23	DDT	0	444945	328	0
24	GBP1	0	41058	58	0
24	CTSS	7	41058	58	7
24	RFX5	0	41058	58	0
24	CXCR4	2	41058	58	1
24	STAT1	2	41058	58	2
24	LAMP3	0	41058	58	0
24	CXCL10	0	41058	58	0
24	IRF1	0	41058	58	0
24	LAMP2	3	41058	58	3
24	CTSB	25	41058	58	18
24	CTSD	0	41058	58	0
24	CD44	0	41058	58	0
24	LAMP1	5	41058	58	5
24	CIITA	14	41058	58	12
24	MIF	0	41058	58	0
24	DDT	0	41058	58	0
25	GBP1	0	156193	137	0
25	CTSS	25	156193	137	23
25	RFX5	0	156193	137	0
25	CXCR4	1	156193	137	1
25	STAT1	6	156193	137	5
25	LAMP3	0	156193	137	0
25	CXCL10	0	156193	137	0
25	IRF1	3	156193	137	3
25	LAMP2	18	156193	137	17
25	CTSB	92	156193	137	60
25	CTSD	0	156193	137	0
25	CD44	0	156193	137	0
25	LAMP1	16	156193	137	14
25	CIITA	28	156193	137	25
25	MIF	0	156193	137	0
25	DDT	0	156193	137	0
26	GBP1	1	128566	107	1
26	CTSS	19	128566	107	14
26	RFX5	2	128566	107	2
26	CXCR4	2	128566	107	1
26	STAT1	11	128566	107	11
26	LAMP3	1	128566	107	1
26	CXCL10	0	128566	107	0
26	IRF1	3	128566	107	3
26	LAMP2	20	128566	107	18
26	CTSB	66	128566	107	48
26	CTSD	0	128566	107	0
26	CD44	2	128566	107	2
26	LAMP1	21	128566	107	18
26	CIITA	29	128566	107	22
26	MIF	0	128566	107	0
26	DDT	0	128566	107	0
27	GBP1	6	240267	148	5
27	CTSS	37	240267	148	28
27	RFX5	5	240267	148	5
27	CXCR4	1	240267	148	1
27	STAT1	27	240267	148	20
27	LAMP3	0	240267	148	0
27	CXCL10	0	240267	148	0
27	IRF1	6	240267	148	6
27	LAMP2	22	240267	148	22
27	CTSB	189	240267	148	78
27	CTSD	0	240267	148	0
27	CD44	0	240267	148	0
27	LAMP1	24	240267	148	16
27	CIITA	70	240267	148	47
27	MIF	0	240267	148	0
27	DDT	0	240267	148	0
28	GBP1	26	1683260	610	25
28	CTSS	406	1683260	610	261
28	RFX5	12	1683260	610	12
28	CXCR4	56	1683260	610	41
28	STAT1	156	1683260	610	127
28	LAMP3	3	1683260	610	3
28	CXCL10	12	1683260	610	3
28	IRF1	28	1683260	610	25
28	LAMP2	227	1683260	610	166
28	CTSB	2410	1683260	610	527
28	CTSD	0	1683260	610	0
28	CD44	46	1683260	610	32
28	LAMP1	232	1683260	610	183
28	CIITA	162	1683260	610	124
28	MIF	0	1683260	610	0
28	DDT	4	1683260	610	4
29	GBP1	7	744839	448	7
29	CTSS	116	744839	448	96
29	RFX5	10	744839	448	10
29	CXCR4	3	744839	448	2
29	STAT1	40	744839	448	38
29	LAMP3	0	744839	448	0
29	CXCL10	0	744839	448	0
29	IRF1	17	744839	448	14
29	LAMP2	62	744839	448	53
29	CTSB	474	744839	448	245
29	CTSD	0	744839	448	0
29	CD44	2	744839	448	1
29	LAMP1	46	744839	448	43
29	CIITA	183	744839	448	134
29	MIF	0	744839	448	0
29	DDT	0	744839	448	0
30	GBP1	0	90058	76	0
30	CTSS	13	90058	76	10
30	RFX5	1	90058	76	1
30	CXCR4	2	90058	76	2
30	STAT1	1	90058	76	1
30	LAMP3	0	90058	76	0
30	CXCL10	0	90058	76	0
30	IRF1	2	90058	76	2
30	LAMP2	4	90058	76	4
30	CTSB	34	90058	76	25
30	CTSD	0	90058	76	0
30	CD44	0	90058	76	0
30	LAMP1	9	90058	76	8
30	CIITA	26	90058	76	17
30	MIF	0	90058	76	0
30	DDT	0	90058	76	0
31	GBP1	3	369794	158	3
31	CTSS	97	369794	158	58
31	RFX5	7	369794	158	7
31	CXCR4	1	369794	158	1
31	STAT1	19	369794	158	14
31	LAMP3	0	369794	158	0
31	CXCL10	0	369794	158	0
31	IRF1	3	369794	158	3
31	LAMP2	40	369794	158	33
31	CTSB	444	369794	158	130
31	CTSD	0	369794	158	0
31	CD44	0	369794	158	0
31	LAMP1	27	369794	158	23
31	CIITA	91	369794	158	62
31	MIF	0	369794	158	0
31	DDT	0	369794	158	0
32	GBP1	1	289180	160	1
32	CTSS	58	289180	160	42
32	RFX5	1	289180	160	1
32	CXCR4	1	289180	160	1
32	STAT1	15	289180	160	15
32	LAMP3	1	289180	160	1
32	CXCL10	0	289180	160	0
32	IRF1	6	289180	160	6
32	LAMP2	38	289180	160	30
32	CTSB	307	289180	160	113
32	CTSD	0	289180	160	0
32	CD44	9	289180	160	3
32	LAMP1	29	289180	160	26
32	CIITA	69	289180	160	47
32	MIF	0	289180	160	0
32	DDT	0	289180	160	0
33	GBP1	9	658344	234	8
33	CTSS	163	658344	234	100
33	RFX5	8	658344	234	8
33	CXCR4	2	658344	234	2
33	STAT1	33	658344	234	29
33	LAMP3	0	658344	234	0
33	CXCL10	0	658344	234	0
33	IRF1	7	658344	234	6
33	LAMP2	72	658344	234	51
33	CTSB	788	658344	234	201
33	CTSD	0	658344	234	0
33	CD44	3	658344	234	2
33	LAMP1	75	658344	234	60
33	CIITA	202	658344	234	107
33	MIF	0	658344	234	0
33	DDT	0	658344	234	0
34	GBP1	7	1478620	548	7
34	CTSS	194	1478620	548	156
34	RFX5	7	1478620	548	7
34	CXCR4	36	1478620	548	29
34	STAT1	42	1478620	548	39
34	LAMP3	3	1478620	548	3
34	CXCL10	0	1478620	548	0
34	IRF1	42	1478620	548	37
34	LAMP2	199	1478620	548	161
34	CTSB	4516	1478620	548	521
34	CTSD	0	1478620	548	0
34	CD44	96	1478620	548	67
34	LAMP1	266	1478620	548	200
34	CIITA	34	1478620	548	30
34	MIF	0	1478620	548	0
34	DDT	0	1478620	548	0
35	GBP1	6	597527	304	6
35	CTSS	131	597527	304	99
35	RFX5	9	597527	304	9
35	CXCR4	5	597527	304	3
35	STAT1	27	597527	304	22
35	LAMP3	2	597527	304	2
35	CXCL10	0	597527	304	0
35	IRF1	10	597527	304	10
35	LAMP2	47	597527	304	39
35	CTSB	508	597527	304	211
35	CTSD	0	597527	304	0
35	CD44	2	597527	304	2
35	LAMP1	86	597527	304	73
35	CIITA	197	597527	304	124
35	MIF	0	597527	304	0
35	DDT	0	597527	304	0
36	GBP1	2	463910	307	2
36	CTSS	101	463910	307	84
36	RFX5	6	463910	307	6
36	CXCR4	11	463910	307	9
36	STAT1	26	463910	307	23
36	LAMP3	1	463910	307	1
36	CXCL10	0	463910	307	0
36	IRF1	9	463910	307	9
36	LAMP2	40	463910	307	37
36	CTSB	381	463910	307	199
36	CTSD	0	463910	307	0
36	CD44	6	463910	307	5
36	LAMP1	60	463910	307	50
36	CIITA	151	463910	307	108
36	MIF	0	463910	307	0
36	DDT	0	463910	307	0
37	GBP1	0	246895	157	0
37	CTSS	55	246895	157	46
37	RFX5	3	246895	157	3
37	CXCR4	0	246895	157	0
37	STAT1	10	246895	157	10
37	LAMP3	0	246895	157	0
37	CXCL10	1	246895	157	1
37	IRF1	3	246895	157	3
37	LAMP2	19	246895	157	17
37	CTSB	165	246895	157	89
37	CTSD	0	246895	157	0
37	CD44	0	246895	157	0
37	LAMP1	26	246895	157	22
37	CIITA	82	246895	157	55
37	MIF	0	246895	157	0
37	DDT	0	246895	157	0
38	GBP1	0	100712	74	0
38	CTSS	22	100712	74	16
38	RFX5	1	100712	74	1
38	CXCR4	1	100712	74	1
38	STAT1	5	100712	74	4
38	LAMP3	0	100712	74	0
38	CXCL10	0	100712	74	0
38	IRF1	0	100712	74	0
38	LAMP2	11	100712	74	9
38	CTSB	51	100712	74	32
38	CTSD	0	100712	74	0
38	CD44	1	100712	74	1
38	LAMP1	10	100712	74	10
38	CIITA	19	100712	74	13
38	MIF	0	100712	74	0
38	DDT	0	100712	74	0
39	GBP1	1	345774	303	1
39	CTSS	50	345774	303	43
39	RFX5	0	345774	303	0
39	CXCR4	9	345774	303	9
39	STAT1	15	345774	303	12
39	LAMP3	0	345774	303	0
39	CXCL10	0	345774	303	0
39	IRF1	9	345774	303	9
39	LAMP2	24	345774	303	24
39	CTSB	317	345774	303	178
39	CTSD	0	345774	303	0
39	CD44	4	345774	303	4
39	LAMP1	40	345774	303	37
39	CIITA	67	345774	303	55
39	MIF	0	345774	303	0
39	DDT	0	345774	303	0
40	GBP1	0	33638	56	0
40	CTSS	1	33638	56	1
40	RFX5	0	33638	56	0
40	CXCR4	1	33638	56	1
40	STAT1	1	33638	56	1
40	LAMP3	0	33638	56	0
40	CXCL10	0	33638	56	0
40	IRF1	0	33638	56	0
40	LAMP2	3	33638	56	3
40	CTSB	25	33638	56	18
40	CTSD	0	33638	56	0
40	CD44	0	33638	56	0
40	LAMP1	1	33638	56	1
40	CIITA	6	33638	56	5
40	MIF	0	33638	56	0
40	DDT	0	33638	56	0
41	GBP1	3	469867	200	3
41	CTSS	80	469867	200	60
41	RFX5	6	469867	200	6
41	CXCR4	2	469867	200	2
41	STAT1	35	469867	200	24
41	LAMP3	0	469867	200	0
41	CXCL10	0	469867	200	0
41	IRF1	9	469867	200	8
41	LAMP2	40	469867	200	32
41	CTSB	224	469867	200	121
41	CTSD	0	469867	200	0
41	CD44	7	469867	200	2
41	LAMP1	44	469867	200	37
41	CIITA	149	469867	200	90
41	MIF	0	469867	200	0
41	DDT	0	469867	200	0
42	GBP1	3	550885	280	3
42	CTSS	98	550885	280	81
42	RFX5	10	550885	280	10
42	CXCR4	1	550885	280	1
42	STAT1	30	550885	280	28
42	LAMP3	0	550885	280	0
42	CXCL10	0	550885	280	0
42	IRF1	7	550885	280	7
42	LAMP2	65	550885	280	52
42	CTSB	321	550885	280	154
42	CTSD	0	550885	280	0
42	CD44	1	550885	280	1
42	LAMP1	63	550885	280	43
42	CIITA	118	550885	280	88
42	MIF	0	550885	280	0
42	DDT	0	550885	280	0
43	GBP1	2	328083	161	2
43	CTSS	50	328083	161	37
43	RFX5	3	328083	161	3
43	CXCR4	6	328083	161	6
43	STAT1	15	328083	161	13
43	LAMP3	0	328083	161	0
43	CXCL10	0	328083	161	0
43	IRF1	5	328083	161	4
43	LAMP2	36	328083	161	32
43	CTSB	348	328083	161	123
43	CTSD	0	328083	161	0
43	CD44	0	328083	161	0
43	LAMP1	36	328083	161	31
43	CIITA	133	328083	161	80
43	MIF	0	328083	161	0
43	DDT	0	328083	161	0
44	GBP1	0	839761	283	0
44	CTSS	134	839761	283	87
44	RFX5	4	839761	283	4
44	CXCR4	18	839761	283	15
44	STAT1	51	839761	283	46
44	LAMP3	0	839761	283	0
44	CXCL10	0	839761	283	0
44	IRF1	9	839761	283	7
44	LAMP2	77	839761	283	57
44	CTSB	964	839761	283	230
44	CTSD	0	839761	283	0
44	CD44	4	839761	283	4
44	LAMP1	83	839761	283	67
44	CIITA	338	839761	283	179
44	MIF	0	839761	283	0
44	DDT	0	839761	283	0
45	GBP1	2	94798	51	2
45	CTSS	32	94798	51	15
45	RFX5	0	94798	51	0
45	CXCR4	1	94798	51	1
45	STAT1	2	94798	51	1
45	LAMP3	0	94798	51	0
45	CXCL10	0	94798	51	0
45	IRF1	2	94798	51	2
45	LAMP2	8	94798	51	8
45	CTSB	105	94798	51	37
45	CTSD	0	94798	51	0
45	CD44	4	94798	51	2
45	LAMP1	10	94798	51	8
45	CIITA	26	94798	51	19
45	MIF	0	94798	51	0
45	DDT	0	94798	51	0
46	GBP1	0	17011	11	0
46	CTSS	5	17011	11	4
46	RFX5	0	17011	11	0
46	CXCR4	0	17011	11	0
46	STAT1	0	17011	11	0
46	LAMP3	0	17011	11	0
46	CXCL10	0	17011	11	0
46	IRF1	1	17011	11	1
46	LAMP2	1	17011	11	1
46	CTSB	16	17011	11	10
46	CTSD	0	17011	11	0
46	CD44	1	17011	11	1
46	LAMP1	2	17011	11	2
46	CIITA	1	17011	11	1
46	MIF	0	17011	11	0
46	DDT	0	17011	11	0
47	GBP1	3	163611	89	3
47	CTSS	31	163611	89	21
47	RFX5	1	163611	89	1
47	CXCR4	1	163611	89	1
47	STAT1	7	163611	89	5
47	LAMP3	0	163611	89	0
47	CXCL10	0	163611	89	0
47	IRF1	4	163611	89	4
47	LAMP2	14	163611	89	13
47	CTSB	202	163611	89	63
47	CTSD	0	163611	89	0
47	CD44	0	163611	89	0
47	LAMP1	17	163611	89	13
47	CIITA	48	163611	89	30
47	MIF	0	163611	89	0
47	DDT	0	163611	89	0
48	GBP1	2	277127	176	2
48	CTSS	46	277127	176	36
48	RFX5	5	277127	176	4
48	CXCR4	5	277127	176	3
48	STAT1	24	277127	176	20
48	LAMP3	0	277127	176	0
48	CXCL10	0	277127	176	0
48	IRF1	5	277127	176	5
48	LAMP2	35	277127	176	29
48	CTSB	128	277127	176	81
48	CTSD	0	277127	176	0
48	CD44	2	277127	176	2
48	LAMP1	27	277127	176	25
48	CIITA	95	277127	176	69
48	MIF	0	277127	176	0
48	DDT	0	277127	176	0
49	GBP1	2	252937	193	2
49	CTSS	52	252937	193	40
49	RFX5	2	252937	193	2
49	CXCR4	0	252937	193	0
49	STAT1	19	252937	193	16
49	LAMP3	0	252937	193	0
49	CXCL10	0	252937	193	0
49	IRF1	3	252937	193	3
49	LAMP2	21	252937	193	21
49	CTSB	120	252937	193	80
49	CTSD	0	252937	193	0
49	CD44	1	252937	193	1
49	LAMP1	27	252937	193	24
49	CIITA	62	252937	193	53
49	MIF	0	252937	193	0
49	DDT	0	252937	193	0
50	GBP1	4	598069	294	4
50	CTSS	187	598069	294	126
50	RFX5	9	598069	294	9
50	CXCR4	45	598069	294	27
50	STAT1	30	598069	294	27
50	LAMP3	0	598069	294	0
50	CXCL10	1	598069	294	1
50	IRF1	11	598069	294	11
50	LAMP2	86	598069	294	66
50	CTSB	615	598069	294	219
50	CTSD	0	598069	294	0
50	CD44	6	598069	294	2
50	LAMP1	78	598069	294	65
50	CIITA	177	598069	294	126
50	MIF	0	598069	294	0
50	DDT	0	598069	294	0
51	GBP1	3	298752	207	3
51	CTSS	68	298752	207	54
51	RFX5	5	298752	207	5
51	CXCR4	54	298752	207	26
51	STAT1	10	298752	207	10
51	LAMP3	1	298752	207	1
51	CXCL10	0	298752	207	0
51	IRF1	11	298752	207	11
51	LAMP2	45	298752	207	42
51	CTSB	357	298752	207	149
51	CTSD	0	298752	207	0
51	CD44	2	298752	207	2
51	LAMP1	43	298752	207	37
51	CIITA	108	298752	207	77
51	MIF	0	298752	207	0
51	DDT	0	298752	207	0
52	GBP1	3	368100	257	3
52	CTSS	77	368100	257	57
52	RFX5	7	368100	257	7
52	CXCR4	3	368100	257	3
52	STAT1	20	368100	257	19
52	LAMP3	1	368100	257	1
52	CXCL10	0	368100	257	0
52	IRF1	6	368100	257	6
52	LAMP2	36	368100	257	31
52	CTSB	122	368100	257	89
52	CTSD	0	368100	257	0
52	CD44	1	368100	257	1
52	LAMP1	34	368100	257	30
52	CIITA	137	368100	257	95
52	MIF	0	368100	257	0
52	DDT	0	368100	257	0
53	GBP1	6	488287	335	6
53	CTSS	136	488287	335	100
53	RFX5	7	488287	335	7
53	CXCR4	1	488287	335	1
53	STAT1	33	488287	335	30
53	LAMP3	0	488287	335	0
53	CXCL10	0	488287	335	0
53	IRF1	11	488287	335	11
53	LAMP2	55	488287	335	45
53	CTSB	230	488287	335	157
53	CTSD	0	488287	335	0
53	CD44	4	488287	335	4
53	LAMP1	55	488287	335	48
53	CIITA	128	488287	335	92
