library	status	mode	rank	term	p_value	z_score	combined_score	overlap_genes	adjusted_p	old_p	old_adjusted_p
Reactome_2022	200	live	44	Signaling By Rho GTPases R-HSA-194315	0.06385941958097284	5.478617955253469	15.072067966577864	ARHGAP31;NCF1	0.10015519537375059	0	0
Reactome_2022	200	live	45	Signaling By VEGF R-HSA-194138	0.0643271264420606	16.40759075907591	45.01871868898876	NCF1	0.10015519537375059	0	0
Reactome_2022	200	live	46	Cargo Recognition For Clathrin-Mediated Endocytosis R-HSA-8856825	0.06554936527910928	16.0873786407767	43.83733060942407	IL7R	0.10015519537375059	0	0
Reactome_2022	200	live	47	Antigen processing-Cross Presentation R-HSA-1236975	0.06554936527910928	16.0873786407767	43.83733060942407	NCF1	0.10015519537375059	0	0
Reactome_2022	200	live	48	PI3K/AKT Signaling In Cancer R-HSA-2219528	0.06615993190395807	15.931891025641026	43.26592192345684	CD80	0.10015519537375059	0	0
Reactome_2022	200	live	49	Signaling By Rho GTPases, Miro GTPases And RHOBTB3 R-HSA-9716542	0.06668491078739248	5.340978170765405	14.462175587624197	ARHGAP31;NCF1	0.10015519537375059	0	0
Reactome_2022	200	live	50	PI5P, PP2A And IER3 Regulate PI3K/AKT Signaling R-HSA-6811558	0.06677013024916706	15.77936507936508	42.70684291496826	CD80	0.10015519537375059	0	0
Reactome_2022	200	live	51	Negative Regulation Of PI3K/AKT Network R-HSA-199418	0.07103122432967693	14.787946428571429	39.108731340452245	CD80	0.10445768283776019	0	0
Reactome_2022	200	live	52	Immunoregulatory Interactions Between A Lymphoid And A non-Lymphoid Cell R-HSA-198933	0.0770873542947081	13.568989071038251	34.77482268580042	FCGR2B	0.11118368407890591	0	0
Reactome_2022	200	live	53	Clathrin-mediated Endocytosis R-HSA-8856828	0.08849371504011501	11.729314420803783	28.4415201317001	IL7R	0.12522695524544575	0	0
Reactome_2022	200	live	54	RHOA GTPase Cycle R-HSA-8980692	0.09147368464564021	11.324771689497718	27.085501155061362	ARHGAP31	0.12635884425858143	0	0
Reactome_2022	200	live	55	CDC42 GTPase Cycle R-HSA-9013148	0.09266315245629306	11.170608108108109	26.57246805823029	ARHGAP31	0.12635884425858143	0	0
Reactome_2022	200	live	56	Anti-inflammatory Response Favoring Leishmania Infection R-HSA-9662851	0.10212727399973776	10.072662601626016	22.98113689439487	FCGR2A	0.13677759910679163	0	0
Reactome_2022	200	live	57	Cellular Response To Chemical Stress R-HSA-9711123	0.11208299783526682	9.11878453038674	19.95660247162695	NCF1	0.14747762873061424	0	0
Reactome_2022	200	live	58	Innate Immune System R-HSA-168249	0.14320070306261423	3.336090821085981	6.4837195825321565	FCGR2A;NCF1	0.18517332292579428	0	0
Reactome_2022	200	live	59	Leishmania Infection R-HSA-9658195	0.14921683386291879	6.687330623306233	12.721675310332385	FCGR2A	0.18968241592743912	0	0
Reactome_2022	200	live	60	PIP3 Activates AKT Signaling R-HSA-1257604	0.16090403908365228	6.154806491885144	11.244506008237055	CD80	0.19851253091643642	0	0
Reactome_2022	200	live	61	RHO GTPase Effectors R-HSA-195258	0.16145685847870161	6.1315298507462686	11.180950771594668	NCF1	0.19851253091643642	0	0
Reactome_2022	200	live	62	Intracellular Signaling By Second Messengers R-HSA-9006925	0.1816763925275968	5.377595628415301	9.171641194500081	CD80	0.2166943412345756	0	0
Reactome_2022	200	live	63	DNA Repair R-HSA-73894	0.1838351154563208	5.306903991370011	8.98838838517707	DCLRE1B	0.2166943412345756	0	0
Reactome_2022	200	live	64	G Alpha (I) Signaling Events R-HSA-418594	0.18491250452017116	5.272240085744909	8.898869129618962	RGS14	0.2166943412345756	0	0
Reactome_2022	200	live	65	Class I MHC Mediated Antigen Processing And Presentation R-HSA-983169	0.21973848666092832	4.334659593280283	6.5683839633988725	NCF1	0.2535444076856865	0	0
Reactome_2022	200	live	66	Diseases Of Signal Transduction By Growth Factor Receptors And Second Messengers R-HSA-5663202	0.24319315706263403	3.854215918045705	5.449473058933139	CD80	0.2763558602984478	0	0
Reactome_2022	200	live	67	Neutrophil Degranulation R-HSA-6798695	0.265017432114078	3.483226266952177	4.625584016525852	FCGR2A	0.2966613046053112	0	0
Reactome_2022	200	live	68	Disease R-HSA-1643685	0.3133132828327298	1.9139142287931215	2.221196383923652	FCGR2A;CD80	0.3455661207713932	0	0
Reactome_2022	200	live	69	Membrane Trafficking R-HSA-199991	0.3266023761071587	2.701923076923077	3.023483868426992	IL7R	0.3550025827251725	0	0
Reactome_2022	200	live	70	GPCR Downstream Signaling R-HSA-388396	0.33557396356977565	2.6117853290183386	2.851842064405113	RGS14	0.3595435323961882	0	0
Reactome_2022	200	live	71	Vesicle-mediated Transport R-HSA-5653656	0.34355392499710286	2.535508385744235	2.7089655386400073	IL7R	0.362909075701165	0	0
Reactome_2022	200	live	72	Signaling By GPCR R-HSA-372790	0.36611291072745855	2.3375726744186047	2.3488245662313028	RGS14	0.3813676153411027	0	0
Reactome_2022	200	live	73	Cellular Responses To Stress R-HSA-2262752	0.38005569428762587	2.2267683772538143	2.154259172039004	NCF1	0.3904681790626294	0	0
Reactome_2022	200	live	74	Cellular Responses To Stimuli R-HSA-8953897	0.3858848350902948	2.182766439909297	2.0784658022132954	NCF1	0.3910994950239475	0	0
Reactome_2022	200	live	75	Infectious Disease R-HSA-5663205	0.47289299231410387	1.6516493055555554	1.2368972862489824	FCGR2A	0.47289299231410387	0	0
GO_Biological_Process_2023	200	live	1	Negative Regulation Of Lymphocyte Proliferation (GO:0050672)	1.9341431069556007e-06	166.25833333333333	2187.2690575391275	CD274;CD80;FCGR2B	0.00040036762313980934	0	0
GO_Biological_Process_2023	200	live	2	Negative Regulation Of T Cell Activation (GO:0050868)	3.8846096251686965e-06	130.05	1620.2263724338954	CD274;CD80;FCGR2B	0.0004020570962049601	0	0
GO_Biological_Process_2023	200	live	3	Negative Regulation Of Interleukin-10 Production (GO:0032693)	4.6560429993752554e-05	259.38961038961037	2587.3489854471795	CD274;FCGR2B	0.0027668454202139673	0	0
GO_Biological_Process_2023	200	live	4	Cellular Response To Molecule Of Bacterial Origin (GO:0071219)	5.346561198481096e-05	52.29736842105263	514.4215937338492	CD274;CD80;FCGR2B	0.0027668454202139673	0	0
GO_Biological_Process_2023	200	live	5	Negative Regulation Of T Cell Proliferation (GO:0042130)	0.0002426595424912267	106.70053475935829	888.1593696806578	CD274;CD80	0.010046105059136785	0	0
GO_Biological_Process_2023	200	live	6	Regulation Of Interleukin-10 Production (GO:0032653)	0.0003971974518746659	82.4090909090909	645.3519397906415	CD274;FCGR2B	0.013703312089675974	0	0
GO_Biological_Process_2023	200	live	7	Positive Regulation Of T Cell Proliferation (GO:0042102)	0.0007926956437978588	57.500721500721504	410.5592463447629	CD274;CD80	0.020892276401086565	0	0
GO_Biological_Process_2023	200	live	8	Positive Regulation Of Lymphocyte Proliferation (GO:0050671)	0.001025972461644672	50.29040404040404	346.10431247527185	CD274;CD80	0.020892276401086565	0	0
GO_Biological_Process_2023	200	live	9	Positive Regulation Of JNK Cascade (GO:0046330)	0.0011102175865311701	48.27151515151515	328.4007361079594	NCF1;FCGR2B	0.020892276401086565	0	0
GO_Biological_Process_2023	200	live	10	Regulation Of T Cell Proliferation (GO:0042129)	0.0011102175865311701	48.27151515151515	328.4007361079594	CD274;CD80	0.020892276401086565	0	0
GO_Biological_Process_2023	200	live	11	Positive Regulation Of Response To Stimulus (GO:0048584)	0.0011102175865311701	48.27151515151515	328.4007361079594	CD80;FCGR2B	0.020892276401086565	0	0
GO_Biological_Process_2023	200	live	12	Cellular Response To Oxygen-Containing Compound (GO:1901701)	0.0020410287292333094	14.578660049627791	90.30461317751973	CD274;NCF1;CD80	0.03101355974315652	0	0
GO_Biological_Process_2023	200	live	13	Positive Regulation Of Stress-Activated MAPK Cascade (GO:0032874)	0.002050555159830057	35.09973521624007	217.25489050261538	NCF1;FCGR2B	0.03101355974315652	0	0
GO_Biological_Process_2023	200	live	14	Positive Regulation Of T Cell Activation (GO:0050870)	0.002128238376804534	34.42770562770563	211.81510567976477	CD274;CD80	0.03101355974315652	0	0
GO_Biological_Process_2023	200	live	15	Regulation Of JNK Cascade (GO:0046328)	0.0022473594016780086	33.466329966329965	204.07765842262614	NCF1;FCGR2B	0.03101355974315652	0	0
GO_Biological_Process_2023	200	live	16	Cellular Response To Lipopolysaccharide (GO:0071222)	0.0028441530169396405	29.605067064083457	173.55940857823208	CD274;CD80	0.03207825082089041	0	0
GO_Biological_Process_2023	200	live	17	T-helper 1 Cell Differentiation (GO:0045063)	0.003246050875089783	416.3125	2385.6022367218384	STAT4	0.03207825082089041	0	0
GO_Biological_Process_2023	200	live	18	Negative Regulation Of B Cell Receptor Signaling Pathway (GO:0050859)	0.003246050875089783	416.3125	2385.6022367218384	FCGR2B	0.03207825082089041	0	0
GO_Biological_Process_2023	200	live	19	Regulation Of Neutrophil Activation (GO:1902563)	0.003246050875089783	416.3125	2385.6022367218384	FCGR2B	0.03207825082089041	0	0
GO_Biological_Process_2023	200	live	20	Positive Regulation Of Humoral Immune Response (GO:0002922)	0.0038940964853966904	333.03333333333336	1847.7667100463034	FCGR2B	0.03207825082089041	0	0
GO_Biological_Process_2023	200	live	21	Regulation Of T-helper 1 Cell Differentiation (GO:0045625)	0.0038940964853966904	333.03333333333336	1847.7667100463034	CD80	0.03207825082089041	0	0
GO_Biological_Process_2023	200	live	22	Negative Regulation Of Acute Inflammatory Response (GO:0002674)	0.0038940964853966904	333.03333333333336	1847.7667100463034	FCGR2B	0.03207825082089041	0	0
GO_Biological_Process_2023	200	live	23	Regulation Of DNA-templated Transcription In Response To Stress (GO:0043620)	0.0045417536091676225	277.5138888888889	1497.032601111507	RGS14	0.03207825082089041	0	0
GO_Biological_Process_2023	200	live	24	Regulation Of Lymphocyte Apoptotic Process (GO:0070228)	0.0045417536091676225	277.5138888888889	1497.032601111507	CD274	0.03207825082089041	0	0
GO_Biological_Process_2023	200	live	25	Negative Regulation Of T Cell Mediated Cytotoxicity (GO:0001915)	0.0045417536091676225	277.5138888888889	1497.032601111507	FCGR2B	0.03207825082089041	0	0
GO_Biological_Process_2023	200	live	26	Response To Lipopolysaccharide (GO:0032496)	0.0046250174959469115	22.96467863346844	123.46443049343289	CD274;CD80	0.03207825082089041	0	0
GO_Biological_Process_2023	200	live	27	Regulation Of Dendritic Cell Antigen Processing And Presentation (GO:0002604)	0.005189022379499861	237.85714285714286	1251.416370420653	FCGR2B	0.03207825082089041	0	0
GO_Biological_Process_2023	200	live	28	Regulation Of Dendritic Spine Maintenance (GO:1902950)	0.005189022379499861	237.85714285714286	1251.416370420653	FCGR2B	0.03207825082089041	0	0
GO_Biological_Process_2023	200	live	29	Negative Regulation Of Leukocyte Degranulation (GO:0043301)	0.005189022379499861	237.85714285714286	1251.416370420653	FCGR2B	0.03207825082089041	0	0
GO_Biological_Process_2023	200	live	30	Negative Regulation Of Production Of Molecular Mediator Of Immune Response (GO:0002701)	0.005189022379499861	237.85714285714286	1251.416370420653	FCGR2B	0.03207825082089041	0	0
GO_Biological_Process_2023	200	live	31	Interleukin-12-Mediated Signaling Pathway (GO:0035722)	0.005189022379499861	237.85714285714286	1251.416370420653	STAT4	0.03207825082089041	0	0
GO_Biological_Process_2023	200	live	32	Negative Regulation Of Cytokine Production (GO:0001818)	0.0057601131370258055	20.46590909090909	105.53856239639866	CD274;FCGR2B	0.03207825082089041	0	0
GO_Biological_Process_2023	200	live	33	Negative Regulation Of Humoral Immune Response Mediated By Circulating Immunoglobulin (GO:0002924)	0.00583590295074904	208.11458333333334	1070.4844511001115	FCGR2B	0.03207825082089041	0	0
GO_Biological_Process_2023	200	live	34	T-helper 1 Type Immune Response (GO:0042088)	0.00583590295074904	208.11458333333334	1070.4844511001115	STAT4	0.03207825082089041	0	0
GO_Biological_Process_2023	200	live	35	Positive Regulation Of T Cell Apoptotic Process (GO:0070234)	0.00583590295074904	208.11458333333334	1070.4844511001115	CD274	0.03207825082089041	0	0
GO_Biological_Process_2023	200	live	36	Regulation Of Dendritic Cell Differentiation (GO:2001198)	0.006482395492037067	184.9814814814815	932.059746399125	FCGR2B	0.03207825082089041	0	0
GO_Biological_Process_2023	200	live	37	Cellular Response To Interleukin-12 (GO:0071349)	0.006482395492037067	184.9814814814815	932.059746399125	STAT4	0.03207825082089041	0	0
GO_Biological_Process_2023	200	live	38	Negative Regulation Of B Cell Proliferation (GO:0030889)	0.006482395492037067	184.9814814814815	932.059746399125	FCGR2B	0.03207825082089041	0	0
GO_Biological_Process_2023	200	live	39	Negative Regulation Of Activated T Cell Proliferation (GO:0046007)	0.006482395492037067	184.9814814814815	932.059746399125	CD274	0.03207825082089041	0	0
GO_Biological_Process_2023	200	live	40	Positive Regulation Of Epidermal Growth Factor-Activated Receptor Activity (GO:0045741)	0.006482395492037067	184.9814814814815	932.059746399125	NCF1	0.03207825082089041	0	0
GO_Biological_Process_2023	200	live	41	Regulation Of Signal Transduction (GO:0009966)	0.006737694301565271	18.844359828653023	94.22250588855356	RGS14;CD80	0.03207825082089041	0	0
GO_Biological_Process_2023	200	live	42	Telomere Maintenance In Response To DNA Damage (GO:0043247)	0.00712850018242009	166.475	822.994869532877	DCLRE1B	0.03207825082089041	0	0
GO_Biological_Process_2023	200	live	43	Visual Learning (GO:0008542)	0.00712850018242009	166.475	822.994869532877	RGS14	0.03207825082089041	0	0
GO_Biological_Process_2023	200	live	44	Negative Regulation Of CD4-positive, Alpha-Beta T Cell Activation (GO:2000515)	0.00712850018242009	166.475	822.994869532877	CD274	0.03207825082089041	0	0
GO_Biological_Process_2023	200	live	45	Regulation Of T Cell Apoptotic Process (GO:0070232)	0.00712850018242009	166.475	822.994869532877	CD274	0.03207825082089041	0	0
GO_Biological_Process_2023	200	live	46	Regulation Of T Cell Mediated Immunity (GO:0002709)	0.00712850018242009	166.475	822.994869532877	CD80	0.03207825082089041	0	0
GO_Biological_Process_2023	200	live	47	Positive Regulation Of T-helper Cell Differentiation (GO:0045624)	0.007774217207607984	151.33333333333334	735.0172993440868	CD80	0.032415679881358635	0	0
GO_Biological_Process_2023	200	live	48	Positive Regulation Of Granulocyte Macrophage Colony-Stimulating Factor Production (GO:0032725)	0.008419546757221652	138.71527777777777	662.6705253310397	CD80	0.032415679881358635	0	0
GO_Biological_Process_2023	200	live	49	Mature B Cell Differentiation Involved In Immune Response (GO:0002313)	0.008419546757221652	138.71527777777777	662.6705253310397	FCGR2B	0.032415679881358635	0	0
GO_Biological_Process_2023	200	live	50	Regulation Of Response To Endoplasmic Reticulum Stress (GO:1905897)	0.008419546757221652	138.71527777777777	662.6705253310397	FCGR2B	0.032415679881358635	0	0
GO_Biological_Process_2023	200	live	51	Regulation Of Humoral Immune Response (GO:0002920)	0.008419546757221652	138.71527777777777	662.6705253310397	FCGR2B	0.032415679881358635	0	0
GO_Biological_Process_2023	200	live	52	Regulation Of Immune Effector Process (GO:0002697)	0.008419546757221652	138.71527777777777	662.6705253310397	FCGR2B	0.032415679881358635	0	0
GO_Biological_Process_2023	200	live	53	Negative Regulation Of Leukocyte Mediated Cytotoxicity (GO:0001911)	0.009064489027893918	128.03846153846155	602.2149225510485	FCGR2B	0.032415679881358635	0	0
GO_Biological_Process_2023	200	live	54	Telomere Capping (GO:0016233)	0.009064489027893918	128.03846153846155	602.2149225510485	DCLRE1B	0.032415679881358635	0	0
GO_Biological_Process_2023	200	live	55	Negative Regulation Of T Cell Mediated Immunity (GO:0002710)	0.009064489027893918	128.03846153846155	602.2149225510485	CD80	0.032415679881358635	0	0
GO_Biological_Process_2023	200	live	56	Cellular Response To Lipid (GO:0071396)	0.00929072913653967	15.897827835880934	74.38177507738472	CD274;CD80	0.032415679881358635	0	0
GO_Biological_Process_2023	200	live	57	B Cell Mediated Immunity (GO:0019724)	0.009709044215672634	118.88690476190476	551.0048324972125	FCGR2B	0.032415679881358635	0	0
GO_Biological_Process_2023	200	live	58	Negative Regulation Of Macrophage Activation (GO:0043031)	0.009709044215672634	118.88690476190476	551.0048324972125	FCGR2B	0.032415679881358635	0	0
GO_Biological_Process_2023	200	live	59	Platelet-Derived Growth Factor Receptor Signaling Pathway (GO:0048008)	0.009709044215672634	118.88690476190476	551.0048324972125	RGS14	0.032415679881358635	0	0
GO_Biological_Process_2023	200	live	60	Regulation Of Granulocyte Macrophage Colony-Stimulating Factor Production (GO:0032645)	0.009709044215672634	118.88690476190476	551.0048324972125	CD80	0.032415679881358635	0	0
GO_Biological_Process_2023	200	live	61	Negative Regulation Of Phagocytosis (GO:0050765)	0.009709044215672634	118.88690476190476	551.0048324972125	FCGR2B	0.032415679881358635	0	0
GO_Biological_Process_2023	200	live	62	Activation Of NF-kappaB-inducing Kinase Activity (GO:0007250)	0.009709044215672634	118.88690476190476	551.0048324972125	TNFSF15	0.032415679881358635	0	0
GO_Biological_Process_2023	200	live	63	B Cell Activation Involved In Immune Response (GO:0002312)	0.010353212518883667	110.95555555555555	507.11775303850175	FCGR2B	0.03348617174076436	0	0
GO_Biological_Process_2023	200	live	64	Regulation Of B Cell Receptor Signaling Pathway (GO:0050855)	0.010353212518883667	110.95555555555555	507.11775303850175	FCGR2B	0.03348617174076436	0	0
GO_Biological_Process_2023	200	live	65	Regulation Of Receptor Signaling Pathway Via STAT (GO:1904892)	0.010996994142530848	104.015625	469.12433437564215	IL7R	0.034069496082028125	0	0
GO_Biological_Process_2023	200	live	66	Negative Regulation Of Leukocyte Activation (GO:0002695)	0.010996994142530848	104.015625	469.12433437564215	FCGR2B	0.034069496082028125	0	0
GO_Biological_Process_2023	200	live	67	T-helper Cell Differentiation (GO:0042093)	0.011640389286531055	97.8921568627451	435.94063546940737	STAT4	0.034069496082028125	0	0
GO_Biological_Process_2023	200	live	68	Positive Regulation Of Response To Endoplasmic Reticulum Stress (GO:1905898)	0.011640389286531055	97.8921568627451	435.94063546940737	FCGR2B	0.034069496082028125	0	0
GO_Biological_Process_2023	200	live	69	Regulation Of Adaptive Immune Response (GO:0002819)	0.011640389286531055	97.8921568627451	435.94063546940737	FCGR2B	0.034069496082028125	0	0
GO_Biological_Process_2023	200	live	70	Associative Learning (GO:0008306)	0.011640389286531055	97.8921568627451	435.94063546940737	RGS14	0.034069496082028125	0	0
GO_Biological_Process_2023	200	live	71	Cytokine-Mediated Signaling Pathway (GO:0019221)	0.011685672569198053	14.06916221033868	62.59921432870473	STAT4;IL7R	0.034069496082028125	0	0
GO_Biological_Process_2023	200	live	72	Regulation Of Cell Population Proliferation (GO:0042127)	0.012004762957948936	7.558584534731324	33.42747574162583	TNFRSF9;STAT4;IL7R	0.03430367099037219	0	0
GO_Biological_Process_2023	200	live	73	Superoxide Anion Generation (GO:0042554)	0.012283398155032895	92.44907407407408	406.73031819258705	NCF1	0.03430367099037219	0	0
GO_Biological_Process_2023	200	live	74	Positive Regulation Of Signal Transduction (GO:0009967)	0.012478954276550222	13.583333333333334	59.54541741446951	CD80;IL7R	0.03430367099037219	0	0
GO_Biological_Process_2023	200	live	75	Fc-gamma Receptor Signaling Pathway Involved In Phagocytosis (GO:0038096)	0.01292602095289387	87.57894736842105	380.83817987374294	FCGR2B	0.03430367099037219	0	0
GO_Biological_Process_2023	200	live	76	Negative Regulation Of B Cell Activation (GO:0050869)	0.01292602095289387	87.57894736842105	380.83817987374294	FCGR2B	0.03430367099037219	0	0
GO_Biological_Process_2023	200	live	77	Long-Term Memory (GO:0007616)	0.01292602095289387	87.57894736842105	380.83817987374294	RGS14	0.03430367099037219	0	0
GO_Biological_Process_2023	200	live	78	Long-Term Synaptic Potentiation (GO:0060291)	0.01292602095289387	87.57894736842105	380.83817987374294	RGS14	0.03430367099037219	0	0
GO_Biological_Process_2023	200	live	79	Response To Cadmium Ion (GO:0046686)	0.013568257886165577	83.19583333333334	357.74392971285124	NCF1	0.03555227066375031	0	0
GO_Biological_Process_2023	200	live	80	Fc Receptor Mediated Stimulatory Signaling Pathway (GO:0002431)	0.014210109163131231	79.23015873015873	337.0293803138913	FCGR2B	0.03587186093619713	0	0
GO_Biological_Process_2023	200	live	81	Cellular Response To Cadmium Ion (GO:0071276)	0.014210109163131231	79.23015873015873	337.0293803138913	NCF1	0.03587186093619713	0	0
