library	status	mode	rank	term	p_value	z_score	combined_score	overlap_genes	adjusted_p	old_p	old_adjusted_p
KEGG_2021_Human	200	live	14	Graft-versus-host disease	0.026966466856658405	40.540650406504064	146.47990317146446	CD80	0.07728074880854727	0	0
KEGG_2021_Human	200	live	15	Type I diabetes mellitus	0.027600267431624026	39.573412698412696	142.06577419675818	CD80	0.07728074880854727	0	0
KEGG_2021_Human	200	live	16	Intestinal immune network for IgA production	0.030763558459397336	35.354609929078016	123.08440365356886	CD80	0.080754340955918	0	0
KEGG_2021_Human	200	live	17	Autoimmune thyroid disease	0.033917348898843465	31.947115384615383	108.10356363888964	CD80	0.08379580316184856	0	0
KEGG_2021_Human	200	live	18	Viral myocarditis	0.03831674414072702	28.146892655367232	91.81145674128095	CD80	0.08940573632836306	0	0
KEGG_2021_Human	200	live	19	Inflammatory bowel disease	0.041447839428433136	25.94140625	82.57978498333833	STAT4	0.091621539789168	0	0
KEGG_2021_Human	200	live	20	Pathways in cancer	0.045225356478037576	6.687747035573122	20.70591597736172	STAT4;IL7R	0.09497324860387892	0	0
KEGG_2021_Human	200	live	21	B cell receptor signaling pathway	0.051404222171077554	20.736458333333335	61.54653341446361	FCGR2B	0.10280844434215511	0	0
KEGG_2021_Human	200	live	22	PD-L1 expression and PD-1 checkpoint pathway in cancer	0.056346535448802366	18.84375	54.199044294763084	CD274	0.10291534514973308	0	0
KEGG_2021_Human	200	live	23	Th1 and Th2 cell differentiation	0.058193766938694665	18.21978021978022	51.81663638666002	STAT4	0.10291534514973308	0	0
KEGG_2021_Human	200	live	24	Rheumatoid arthritis	0.058808768656990335	18.020833333333332	51.06138805719774	CD80	0.10291534514973308	0	0
KEGG_2021_Human	200	live	25	Hematopoietic cell lineage	0.06249100108728044	16.912414965986393	46.89360626939404	IL7R	0.10498488182663113	0	0
KEGG_2021_Human	200	live	26	Toll-like receptor signaling pathway	0.06554936527910928	16.0873786407767	43.83733060942407	CD80	0.1058874362200996	0	0
KEGG_2021_Human	200	live	27	Leukocyte transendothelial migration	0.071638483872761	14.656342182890855	38.63591874781072	NCF1	0.11143764157985045	0	0
KEGG_2021_Human	200	live	28	Platelet activation	0.07769095856744498	13.4579945799458	34.3853967516103	FCGR2A	0.11379559437780457	0	0
KEGG_2021_Human	200	live	29	FoxO signaling pathway	0.0819059960266386	12.728846153846154	31.849903464460027	IL7R	0.11379559437780457	0	0
KEGG_2021_Human	200	live	30	Yersinia infection	0.08550472536145746	12.163602941176471	29.912533322109574	FCGR2A	0.11379559437780457	0	0
KEGG_2021_Human	200	live	31	Fluid shear stress and atherosclerosis	0.08670140524023205	11.98611111111111	29.309459952738585	NCF1	0.11379559437780457	0	0
KEGG_2021_Human	200	live	32	Measles	0.08670140524023205	11.98611111111111	29.309459952738585	FCGR2B	0.11379559437780457	0	0
KEGG_2021_Human	200	live	33	Necroptosis	0.09858895896067726	10.458333333333334	24.22982485142624	STAT4	0.12397377448850938	0	0
KEGG_2021_Human	200	live	34	Hepatitis B	0.10035972220498378	10.261904761904763	23.592060816165063	STAT4	0.12397377448850938	0	0
KEGG_2021_Human	200	live	35	Chemokine signaling pathway	0.1178916041721369	8.636998254799302	18.465813181636776	NCF1	0.1409131909606955	0	0
KEGG_2021_Human	200	live	36	Pathogenic Escherichia coli infection	0.12078273510916757	8.41454081632653	17.786335993718996	FCGR2A	0.1409131909606955	0	0
KEGG_2021_Human	200	live	37	Diabetic cardiomyopathy	0.12424054570827649	8.162128712871286	17.022410882185554	NCF1	0.14102980864182735	0	0
KEGG_2021_Human	200	live	38	Rap1 signaling pathway	0.1282587907765657	7.885964912280702	16.195447567008262	RGS14	0.14120458016630877	0	0
KEGG_2021_Human	200	live	39	Lipid and atherosclerosis	0.13111853872585816	7.699766355140187	15.643257181170846	NCF1	0.14120458016630877	0	0
KEGG_2021_Human	200	live	40	Coronavirus disease	0.1407770344266212	7.126984126984127	13.973007974458847	FCGR2A	0.14781588614795227	0	0
KEGG_2021_Human	200	live	41	Prion disease	0.1636647757740219	6.0401348039215685	10.932251345492482	NCF1	0.16765659957338827	0	0
KEGG_2021_Human	200	live	42	PI3K-Akt signaling pathway	0.2072366313221653	4.635033050047214	7.295050670780774	IL7R	0.2072366313221653	0	0
WikiPathway_2023_Human	200	live	1	T Cell Modulation In Pancreatic Cancer WP5078	3.204227202312668e-06	139.14418604651163	1760.3186104543213	CD274;CD80;TNFRSF9	0.00013778176969944474	0	0
WikiPathway_2023_Human	200	live	2	FOXP3 In COVID 19 WP5063	4.07552681828681e-05	279.35664335664336	2823.716123913941	CD80;IL7R	0.0008762382659316642	0	0
WikiPathway_2023_Human	200	live	3	Interactions Between Immune Cells And microRNAs In Tumor Microenvironment WP4559	0.00014602284933772086	139.5874125874126	1232.8007746388703	CD274;CD80	0.0020929941738406658	0	0
WikiPathway_2023_Human	200	live	4	Genetic Causes Of Porto Sinusoidal Vascular Disease WP5269	0.0002564318706642084	103.64675324675325	857.0184712710449	ARHGAP31;NCF1	0.0025799639403273084	0	0
WikiPathway_2023_Human	200	live	5	Thymic Stromal Lymphopoietin TSLP Signaling Pathway WP2203	0.0002999958070148033	95.44976076555024	774.2638390210535	STAT4;IL7R	0.0025799639403273084	0	0
WikiPathway_2023_Human	200	live	6	8P23 1 Copy Number Variation Syndrome WP5346	0.0005077559934978225	72.49818181818182	549.935650796121	FCGR2A;FCGR2B	0.003638917953401061	0	0
WikiPathway_2023_Human	200	live	7	T Cell Activation SARS CoV 2 WP5098	0.001446623413914828	42.07399577167019	275.10179402813355	CD80;STAT4	0.008886400971191087	0	0
WikiPathway_2023_Human	200	live	8	Control Of Immune Tolerance By Vasoactive Intestinal Peptide WP4484	0.008419546757221652	138.71527777777777	662.6705253310397	CD80	0.0425745149608348	0	0
WikiPathway_2023_Human	200	live	9	Cancer Immunotherapy By CTLA4 Blockade WP4582	0.009064489027893918	128.03846153846155	602.2149225510485	CD80	0.0425745149608348	0	0
WikiPathway_2023_Human	200	live	10	Genes Associated With The Development Of Rheumatoid Arthritis WP5033	0.011640389286531055	97.8921568627451	435.94063546940737	STAT4	0.0425745149608348	0	0
WikiPathway_2023_Human	200	live	11	MFAP5 Effect On Permeability And Motility Of Endothelial Cells Via Cytoskeleton Rearrangement WP4560	0.011640389286531055	97.8921568627451	435.94063546940737	LPP	0.0425745149608348	0	0
WikiPathway_2023_Human	200	live	12	IL 7 Signaling Pathway WP205	0.01292602095289387	87.57894736842105	380.83817987374294	IL7R	0.0425745149608348	0	0
WikiPathway_2023_Human	200	live	13	STING Pathway In Kawasaki Like Disease And COVID 19 WP4961	0.013568257886165577	83.19583333333334	357.74392971285124	FCGR2A	0.0425745149608348	0	0
WikiPathway_2023_Human	200	live	14	PI3K AKT mTOR Vitamin D3 Signaling WP4141	0.014210109163131231	79.23015873015873	337.0293803138913	CD80	0.0425745149608348	0	0
WikiPathway_2023_Human	200	live	15	Cancer Immunotherapy By PD 1 Blockade WP4585	0.014851574986337721	75.625	318.3547328251434	CD274	0.0425745149608348	0	0
WikiPathway_2023_Human	200	live	16	Cell Interactions Of The Pancreatic Cancer Microenvironment WP5284	0.016773661823445914	66.54	272.01188501169923	CD80	0.045079216150510894	0	0
WikiPathway_2023_Human	200	live	17	Inflammatory Response Pathway WP453	0.01933106056430268	57.35057471264368	226.30778348154325	CD80	0.048896212015589136	0	0
WikiPathway_2023_Human	200	live	18	Microglia Pathogen Phagocytosis Pathway WP3937	0.025697721668678748	42.623931623931625	156.0612574523752	NCF1	0.061029372359805864	0	0
WikiPathway_2023_Human	200	live	19	Inflammatory Bowel Disease Signaling WP5198	0.026966466856658405	40.540650406504064	146.47990317146446	STAT4	0.061029372359805864	0	0
WikiPathway_2023_Human	200	live	20	Apoptosis Related Network Due To Altered Notch3 In Ovarian Cancer WP2864	0.033917348898843465	31.947115384615383	108.10356363888964	IL7R	0.0699826440969517	0	0
WikiPathway_2023_Human	200	live	21	Interferon Type I Signaling Pathways WP585	0.03454696920988076	31.342767295597483	105.4820602978719	STAT4	0.0699826440969517	0	0
WikiPathway_2023_Human	200	live	22	IL 18 Signaling Pathway WP4754	0.035805073724021794	30.2	100.5559032787779	NCF1	0.0699826440969517	0	0
WikiPathway_2023_Human	200	live	23	AGE RAGE Pathway WP2324	0.04207292819973689	25.54102564102564	80.9229285312976	NCF1	0.07783018143766403	0	0
WikiPathway_2023_Human	200	live	24	Urotensin II Mediated Signaling Pathway WP5158	0.04394593765789982	24.410539215686274	76.2779330882361	NCF1	0.07783018143766403	0	0
WikiPathway_2023_Human	200	live	25	Primary Focal Segmental Glomerulosclerosis FSGS WP2572	0.04581556620557632	23.375586854460092	72.0700051727417	CD80	0.07783018143766403	0	0
WikiPathway_2023_Human	200	live	26	Extrafollicular And Follicular B Cell Activation By SARS CoV 2 WP5218	0.04706010970649453	22.732876712328768	69.47916318158998	CD80	0.07783018143766403	0	0
WikiPathway_2023_Human	200	live	27	Regulatory Circuits Of The STAT3 Signaling Pathway WP4538	0.049544702882849234	21.547619047619047	64.74800798109044	IL7R	0.07890452681342655	0	0
WikiPathway_2023_Human	200	live	28	Acute Viral Myocarditis WP4298	0.05326038284022924	19.983935742971887	58.60414077176453	CD80	0.08179273079035206	0	0
WikiPathway_2023_Human	200	live	29	Allograft Rejection WP2328	0.0569626505406045	18.631086142322097	53.384759293029546	CD80	0.08446186114641357	0	0
WikiPathway_2023_Human	200	live	30	Toll Like Receptor Signaling Pathway WP75	0.0643271264420606	16.40759075907591	45.01871868898876	CD80	0.09220221456695352	0	0
WikiPathway_2023_Human	200	live	31	5Q35 Copy Number Variation WP5380	0.06859851773123303	15.338734567901234	41.09989925264156	RGS14	0.09515278265945228	0	0
WikiPathway_2023_Human	200	live	32	Spinal Cord Injury WP2431	0.07466928905069654	14.03177966101695	36.40806778684625	FCGR2A	0.10033685716187347	0	0
WikiPathway_2023_Human	200	live	33	Measles Virus Infection WP4630	0.08490584282281771	12.25432098765432	30.221757980901952	FCGR2B	0.10813832913360796	0	0
WikiPathway_2023_Human	200	live	34	Brain Derived Neurotrophic Factor BDNF Signaling Pathway WP2380	0.08550472536145746	12.163602941176471	29.912533322109574	NCF1	0.10813832913360796	0	0
WikiPathway_2023_Human	200	live	35	Hepatitis B Infection WP4666	0.09325734715871563	11.095078299776286	26.321879809212092	STAT4	0.11210002371085745	0	0
WikiPathway_2023_Human	200	live	36	Calcium Regulation In Cardiac Cells WP536	0.0938511826416481	11.020555555555555	26.075129428578464	RGS14	0.11210002371085745	0	0
WikiPathway_2023_Human	200	live	37	Myometrial Relaxation And Contraction Pathways WP289	0.0968149789454771	10.66236559139785	24.896128447659294	RGS14	0.11251470526095986	0	0
WikiPathway_2023_Human	200	live	38	Chemokine Signaling Pathway WP3929	0.10212727399973776	10.072662601626016	22.98113689439487	NCF1	0.11556507321022956	0	0
WikiPathway_2023_Human	200	live	39	IL 24 Signaling Pathway WP5413	0.1407770344266212	7.126984126984127	13.973007974458847	CD80	0.1552157046242234	0	0
WikiPathway_2023_Human	200	live	40	Focal Adhesion PI3K Akt mTOR Signaling Pathway WP3932	0.17951240018669185	5.45016611295681	9.360720205157259	IL7R	0.19297583020069373	0	0
WikiPathway_2023_Human	200	live	41	PI3K Akt Signaling Pathway WP4172	0.19879961640129729	4.859050445103858	7.8495914976837105	IL7R	0.20849715866477522	0	0
WikiPathway_2023_Human	200	live	42	VEGFA VEGFR2 Signaling WP3888	0.24620400966619088	3.799145299145299	5.324862216511154	NCF1	0.24970269473496967	0	0
WikiPathway_2023_Human	200	live	43	Pleural Mesothelioma WP5087	0.24970269473496967	3.7368119266055047	5.184767842343414	CD274	0.24970269473496967	0	0
