anchor_gene	query_role	source_gene	target_gene	candidate_node	is_directed	is_stimulation	is_inhibition	consensus_direction	consensus_stimulation	consensus_inhibition	source_databases	reference_count	curation_effort	status	mode
TNFRSF9	incoming_to_anchor	TNFSF9	TNFRSF9	TNFSF9	True	True	False	True	True	False	Baccin2019;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;Cui2007;DIP;DLRP_talklr;EMBRACE;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_LRdb;Guide2Pharma_talklr;HINT;HPMR;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SPIKE;SPIKE_LC;STRING_talklr;UniProt_LRdb;Wang;Wojtowicz2020;connectomeDB2020;iTALK;scConnect;talklr	460.0	28.0	200	cache
TNFRSF9	outgoing_from_anchor	TNFRSF9	TNFSF9	TNFSF9	True	False	False	False	False	False	Baccin2019;Cui2007;DIP;HINT;HPMR;HPRD;Ramilowski2015_Baccin2019;Wang;Wojtowicz2020	180.0	13.0	200	cache
TNFSF15	incoming_to_anchor	TNFRSF6B	TNFSF15	TNFRSF6B	True	False	True	False	False	False	CellPhoneDB;HINT;HPMR;HPRD;SIGNOR	57.0	4.0	200	cache
TNFSF15	incoming_to_anchor	CD59	TNFSF15	CD59	True	False	False	False	False	False	Cellinker	18.0	1.0	200	cache
TNFSF15	outgoing_from_anchor	TNFSF15	TNFRSF6B	TNFRSF6B	True	True	False	True	True	False	CellPhoneDB;CellTalkDB;Cellinker;Fantom5_LRdb;HINT;HPMR;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;LRdb;Ramilowski2015;STRING_talklr;UniProt_LRdb;Wang;connectomeDB2020;iTALK;talklr	138.0	8.0	200	cache
TNFSF15	outgoing_from_anchor	TNFSF15	TNFRSF25	TNFRSF25	True	True	False	True	True	False	CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;DIP;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;InnateDB;LRdb;Ramilowski2015;SIGNOR;STRING_talklr;UniProt_LRdb;Wang;connectomeDB2020;iTALK;scConnect;talklr	171.0	10.0	200	cache
RGS14	manual_seed_controller	PRKACA	RGS14	PRKACA	True						manual_seed_from_immediate_known_biology			200	manual
RGS14	manual_seed_controller	HRAS	RGS14	HRAS	True						manual_seed_from_immediate_known_biology			200	manual
RGS14	manual_seed_controller	RAF1	RGS14	RAF1	True						manual_seed_from_immediate_known_biology			200	manual
RGS14	manual_seed_controller	RAP1A	RGS14	RAP1A	True						manual_seed_from_immediate_known_biology			200	manual
