analysis	disease_name	compartment	gene	n_feature_columns
ibd_uc_myeloid	ulcerative colitis	colon myeloid	KCNJ2	1
ibd_uc_myeloid	ulcerative colitis	colon myeloid	KRT7	1
ibd_uc_myeloid	ulcerative colitis	colon myeloid	KRTCAP3	1
ibd_uc_myeloid	ulcerative colitis	colon myeloid	KYNU	1
ibd_uc_myeloid	ulcerative colitis	colon myeloid	LAMB3	1
ibd_uc_myeloid	ulcerative colitis	colon myeloid	LAMP3	1
ibd_uc_myeloid	ulcerative colitis	colon myeloid	LCN2	1
ibd_uc_myeloid	ulcerative colitis	colon myeloid	LDLRAD3	1
ibd_uc_myeloid	ulcerative colitis	colon myeloid	LIMS1	1
ibd_uc_myeloid	ulcerative colitis	colon myeloid	LIPA	1
ibd_uc_myeloid	ulcerative colitis	colon myeloid	LRG1	1
ibd_uc_myeloid	ulcerative colitis	colon myeloid	LRRC59	1
ibd_uc_myeloid	ulcerative colitis	colon myeloid	LRRC61	1
ibd_uc_myeloid	ulcerative colitis	colon myeloid	LTA4H	1
ibd_uc_myeloid	ulcerative colitis	colon myeloid	LTF	1
ibd_uc_myeloid	ulcerative colitis	colon myeloid	LYPLA1	1
ibd_uc_myeloid	ulcerative colitis	colon myeloid	LYZ	1
ibd_uc_myeloid	ulcerative colitis	colon myeloid	MAGIX	1
ibd_uc_myeloid	ulcerative colitis	colon myeloid	MAGOHB	1
ibd_uc_myeloid	ulcerative colitis	colon myeloid	MARCO	1
ibd_uc_myeloid	ulcerative colitis	colon myeloid	MERTK	1
ibd_uc_myeloid	ulcerative colitis	colon myeloid	METAP1	1
ibd_uc_myeloid	ulcerative colitis	colon myeloid	MIF	1
ibd_uc_myeloid	ulcerative colitis	colon myeloid	MMP15	1
ibd_uc_myeloid	ulcerative colitis	colon myeloid	MMP7	1
ibd_uc_myeloid	ulcerative colitis	colon myeloid	MOB3B	1
ibd_uc_myeloid	ulcerative colitis	colon myeloid	MPHOSPH6	1
ibd_uc_myeloid	ulcerative colitis	colon myeloid	MRRF	1
ibd_uc_myeloid	ulcerative colitis	colon myeloid	MSR1	1
ibd_uc_myeloid	ulcerative colitis	colon myeloid	MSRB1	1
ibd_uc_myeloid	ulcerative colitis	colon myeloid	MTF1	1
ibd_uc_myeloid	ulcerative colitis	colon myeloid	MTHFD2	1
ibd_uc_myeloid	ulcerative colitis	colon myeloid	MYD88	1
ibd_uc_myeloid	ulcerative colitis	colon myeloid	NAMPT	1
ibd_uc_myeloid	ulcerative colitis	colon myeloid	NCK1	1
ibd_uc_myeloid	ulcerative colitis	colon myeloid	NDUFA11	1
ibd_uc_myeloid	ulcerative colitis	colon myeloid	NLRC5	1
ibd_uc_myeloid	ulcerative colitis	colon myeloid	NLRP3	1
ibd_uc_myeloid	ulcerative colitis	colon myeloid	NME1	1
ibd_uc_myeloid	ulcerative colitis	colon myeloid	NMI	1
ibd_uc_myeloid	ulcerative colitis	colon myeloid	NOP14	1
ibd_uc_myeloid	ulcerative colitis	colon myeloid	NPTX2	1
ibd_uc_myeloid	ulcerative colitis	colon myeloid	NR1H3	1
ibd_uc_myeloid	ulcerative colitis	colon myeloid	NUP205	1
ibd_uc_myeloid	ulcerative colitis	colon myeloid	OLFM4	1
ibd_uc_myeloid	ulcerative colitis	colon myeloid	OSM	1
ibd_uc_myeloid	ulcerative colitis	colon myeloid	OSMR	1
ibd_uc_myeloid	ulcerative colitis	colon myeloid	P4HB	1
ibd_uc_myeloid	ulcerative colitis	colon myeloid	PDE4B	1
ibd_uc_myeloid	ulcerative colitis	colon myeloid	PDE4D	1
ibd_uc_myeloid	ulcerative colitis	colon myeloid	PDIA4	1
ibd_uc_myeloid	ulcerative colitis	colon myeloid	PDLIM7	1
ibd_uc_myeloid	ulcerative colitis	colon myeloid	PDPN	1
ibd_uc_myeloid	ulcerative colitis	colon myeloid	PGGHG	1
ibd_uc_myeloid	ulcerative colitis	colon myeloid	PI15	1
ibd_uc_myeloid	ulcerative colitis	colon myeloid	PI3	1
ibd_uc_myeloid	ulcerative colitis	colon myeloid	PIK3R2	1
ibd_uc_myeloid	ulcerative colitis	colon myeloid	PIKFYVE	1
ibd_uc_myeloid	ulcerative colitis	colon myeloid	PKM	1
ibd_uc_myeloid	ulcerative colitis	colon myeloid	PLEK2	1
ibd_uc_myeloid	ulcerative colitis	colon myeloid	POMP	1
ibd_uc_myeloid	ulcerative colitis	colon myeloid	PPARG	1
ibd_uc_myeloid	ulcerative colitis	colon myeloid	PPIA	1
ibd_uc_myeloid	ulcerative colitis	colon myeloid	PPIB	1
ibd_uc_myeloid	ulcerative colitis	colon myeloid	PPIF	1
ibd_uc_myeloid	ulcerative colitis	colon myeloid	PPIL3	1
ibd_uc_myeloid	ulcerative colitis	colon myeloid	PPP3CA	1
ibd_uc_myeloid	ulcerative colitis	colon myeloid	PRSS22	1
ibd_uc_myeloid	ulcerative colitis	colon myeloid	PSMA1	1
ibd_uc_myeloid	ulcerative colitis	colon myeloid	PSMA3	1
ibd_uc_myeloid	ulcerative colitis	colon myeloid	PSMA4	1
ibd_uc_myeloid	ulcerative colitis	colon myeloid	PSMA5	1
ibd_uc_myeloid	ulcerative colitis	colon myeloid	PSMB8	1
ibd_uc_myeloid	ulcerative colitis	colon myeloid	PSME1	1
ibd_uc_myeloid	ulcerative colitis	colon myeloid	PSME2	1
ibd_uc_myeloid	ulcerative colitis	colon myeloid	PTGS2	1
ibd_uc_myeloid	ulcerative colitis	colon myeloid	PTPN2	1
ibd_uc_myeloid	ulcerative colitis	colon myeloid	PTPRE	1
ibd_uc_myeloid	ulcerative colitis	colon myeloid	RAB10	1
ibd_uc_myeloid	ulcerative colitis	colon myeloid	RAB11A	1
ibd_uc_myeloid	ulcerative colitis	colon myeloid	RAB11FIP4	1
ibd_uc_myeloid	ulcerative colitis	colon myeloid	RAB24	1
ibd_uc_myeloid	ulcerative colitis	colon myeloid	RAB3D	1
ibd_uc_myeloid	ulcerative colitis	colon myeloid	RABGGTB	1
ibd_uc_myeloid	ulcerative colitis	colon myeloid	REG1A	1
ibd_uc_myeloid	ulcerative colitis	colon myeloid	REG3A	1
ibd_uc_myeloid	ulcerative colitis	colon myeloid	ROMO1	1
ibd_uc_myeloid	ulcerative colitis	colon myeloid	RPL17	1
ibd_uc_myeloid	ulcerative colitis	colon myeloid	RPP40	1
ibd_uc_myeloid	ulcerative colitis	colon myeloid	RREB1	1
ibd_uc_myeloid	ulcerative colitis	colon myeloid	S100A11	1
ibd_uc_myeloid	ulcerative colitis	colon myeloid	S100A8	1
ibd_uc_myeloid	ulcerative colitis	colon myeloid	S100A9	1
ibd_uc_myeloid	ulcerative colitis	colon myeloid	S100P	1
ibd_uc_myeloid	ulcerative colitis	colon myeloid	SAA1	1
ibd_uc_myeloid	ulcerative colitis	colon myeloid	SAA2	1
ibd_uc_myeloid	ulcerative colitis	colon myeloid	SBNO2	1
ibd_uc_myeloid	ulcerative colitis	colon myeloid	SCD	1
ibd_uc_myeloid	ulcerative colitis	colon myeloid	SDC4	1
ibd_uc_myeloid	ulcerative colitis	colon myeloid	SEC14L2	1
ibd_uc_myeloid	ulcerative colitis	colon myeloid	SEC61A1	1
ibd_uc_myeloid	ulcerative colitis	colon myeloid	SEC61B	1
ibd_uc_myeloid	ulcerative colitis	colon myeloid	SEL1L3	1
ibd_uc_myeloid	ulcerative colitis	colon myeloid	SERPINA1	1
ibd_uc_myeloid	ulcerative colitis	colon myeloid	SERPINB1	1
ibd_uc_myeloid	ulcerative colitis	colon myeloid	SH3GLB1	1
ibd_uc_myeloid	ulcerative colitis	colon myeloid	SHISA5	1
ibd_uc_myeloid	ulcerative colitis	colon myeloid	SIGLEC10	1
ibd_uc_myeloid	ulcerative colitis	colon myeloid	SLC10A7	1
ibd_uc_myeloid	ulcerative colitis	colon myeloid	SLC25A22	1
ibd_uc_myeloid	ulcerative colitis	colon myeloid	SLPI	1
ibd_uc_myeloid	ulcerative colitis	colon myeloid	SMCO4	1
ibd_uc_myeloid	ulcerative colitis	colon myeloid	SNRPG	1
ibd_uc_myeloid	ulcerative colitis	colon myeloid	SNX10	1
ibd_uc_myeloid	ulcerative colitis	colon myeloid	SP140	1
ibd_uc_myeloid	ulcerative colitis	colon myeloid	SPNS1	1
ibd_uc_myeloid	ulcerative colitis	colon myeloid	SPP1	1
ibd_uc_myeloid	ulcerative colitis	colon myeloid	SQLE	1
ibd_uc_myeloid	ulcerative colitis	colon myeloid	SSR3	1
ibd_uc_myeloid	ulcerative colitis	colon myeloid	STAB1	1
ibd_uc_myeloid	ulcerative colitis	colon myeloid	STAT1	1
ibd_uc_myeloid	ulcerative colitis	colon myeloid	SUB1	1
ibd_uc_myeloid	ulcerative colitis	colon myeloid	TBXAS1	1
ibd_uc_myeloid	ulcerative colitis	colon myeloid	TFE3	1
ibd_uc_myeloid	ulcerative colitis	colon myeloid	TFEB	1
ibd_uc_myeloid	ulcerative colitis	colon myeloid	TGM2	1
ibd_uc_myeloid	ulcerative colitis	colon myeloid	TIMM17A	1
ibd_uc_myeloid	ulcerative colitis	colon myeloid	TIMP1	1
ibd_uc_myeloid	ulcerative colitis	colon myeloid	TMEM165	1
ibd_uc_myeloid	ulcerative colitis	colon myeloid	TMEM167A	1
ibd_uc_myeloid	ulcerative colitis	colon myeloid	TMSB10	1
ibd_uc_myeloid	ulcerative colitis	colon myeloid	TNFAIP6	1
ibd_uc_myeloid	ulcerative colitis	colon myeloid	TNFAIP8	1
ibd_uc_myeloid	ulcerative colitis	colon myeloid	TNFAIP8L1	1
ibd_uc_myeloid	ulcerative colitis	colon myeloid	TNFRSF11B	1
ibd_uc_myeloid	ulcerative colitis	colon myeloid	TNIP3	1
ibd_uc_myeloid	ulcerative colitis	colon myeloid	TPM4	1
ibd_uc_myeloid	ulcerative colitis	colon myeloid	TREM2	1
ibd_uc_myeloid	ulcerative colitis	colon myeloid	TTYH3	1
ibd_uc_myeloid	ulcerative colitis	colon myeloid	TYK2	1
ibd_uc_myeloid	ulcerative colitis	colon myeloid	TYROBP	1
ibd_uc_myeloid	ulcerative colitis	colon myeloid	ZWILCH	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	ABHD2	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	ACSL1	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	ACSL3	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	ACSL4	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	AGRN	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	ANGPTL4	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	ANKRD22	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	AP2B1	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	APOC1	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	APOL1	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	APOL2	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	AQR	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	ARHGEF28	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	ARPC5	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	ASL	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	ASPM	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	ATOX1	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	AXL	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	BATF2	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	BCL2L14	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	BICD1	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	BTF3	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	C15ORF48	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	C1QTNF1	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	C4ORF46	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	CALR	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	CAPZA1	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	CARD10	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	CARD16	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	CASP10	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	CASP4	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	CASP8	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	CBX3	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	CCL19	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	CCL20	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	CD200R1	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	CD24	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	CD274	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	CD300A	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	CD300E	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	CD300LF	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	CD36	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	CD44	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	CD74	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	CD82	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	CDC42EP1	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	CDC42SE1	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	CDV3	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	CFB	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	CFP	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	CHD1L	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	CHI3L1	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	CKLF	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	CNN2	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	CNN3	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	COL4A1	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	COX7A2	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	COX7B	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	CSGALNACT1	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	CSTA	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	CTNNB1	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	CTSB	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	CTSC	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	CTSL	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	CTSS	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	CXCL1	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	CXCL2	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	CXCL3	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	CXCL8	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	CXCL9	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	CYTOR	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	DAP	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	DBI	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	DDAH1	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	DDIT4	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	DDX39A	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	DENND2D	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	DNAJB11	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	DUSP6	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	DYNLT1	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	EEF1E1	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	ENO1	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	EPS8L1	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	EPSTI1	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	ESCO2	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	FABP5	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	FAM136A	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	FBXO6	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	FCGR2B	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	FKBP1A	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	FMNL2	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	FXYD5	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	GABARAPL2	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	GALE	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	GBP1	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	GBP4	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	GK	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	GOLT1B	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	GPNMB	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	GPX2	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	GSTO1	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	GYS1	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	HAPLN3	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	HIF1A	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	HLA-B	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	HLA-DMA	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	HLA-DMB	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	HLA-DRB1	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	HSP90B1	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	HSPG2	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	IDO1	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	IFI16	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	IFI30	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	IFITM2	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	IFITM3	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	IFT43	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	IGHG1	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	IL15	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	IL23A	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	IL2RG	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	IL7R	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	IRF1	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	ITGA2	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	ITGA5	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	ITGB4	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	JAK1	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	JAK2	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	JAK3	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	KCNJ2	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	KRT7	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	KRTCAP3	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	KYNU	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	LAMB3	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	LAMP3	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	LCN2	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	LDLRAD3	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	LIMS1	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	LIPA	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	LRG1	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	LRRC59	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	LRRC61	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	LTA4H	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	LTF	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	LYPLA1	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	LYZ	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	MAGIX	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	MAGOHB	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	MARCO	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	MERTK	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	METAP1	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	MIF	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	MMP15	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	MMP7	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	MOB3B	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	MPHOSPH6	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	MRRF	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	MSR1	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	MSRB1	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	MTF1	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	MTHFD2	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	MYD88	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	NAMPT	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	NCK1	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	NDUFA11	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	NLRC5	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	NLRP3	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	NME1	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	NMI	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	NOP14	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	NPTX2	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	NR1H3	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	NUP205	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	OLFM4	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	OSM	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	OSMR	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	P4HB	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	PDE4B	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	PDE4D	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	PDIA4	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	PDLIM7	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	PDPN	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	PGGHG	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	PI15	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	PI3	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	PIK3R2	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	PIKFYVE	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	PKM	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	PLEK2	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	POMP	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	PPARG	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	PPIA	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	PPIB	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	PPIF	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	PPIL3	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	PPP3CA	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	PRSS22	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	PSMA1	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	PSMA3	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	PSMA4	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	PSMA5	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	PSMB8	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	PSME1	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	PSME2	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	PTGS2	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	PTPN2	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	PTPRE	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	RAB10	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	RAB11A	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	RAB11FIP4	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	RAB24	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	RAB3D	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	RABGGTB	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	REG1A	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	REG3A	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	ROMO1	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	RPL17	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	RPP40	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	RREB1	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	S100A11	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	S100A8	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	S100A9	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	S100P	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	SAA1	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	SAA2	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	SBNO2	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	SCD	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	SDC4	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	SEC14L2	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	SEC61A1	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	SEC61B	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	SEL1L3	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	SERPINA1	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	SERPINB1	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	SH3GLB1	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	SHISA5	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	SIGLEC10	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	SLC10A7	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	SLC25A22	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	SLPI	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	SMCO4	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	SNRPG	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	SNX10	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	SP140	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	SPNS1	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	SPP1	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	SQLE	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	SSR3	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	STAB1	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	STAT1	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	SUB1	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	TBXAS1	1
ibd_crohn_epithelial	Crohn disease	colon epithelial	TFE3	1
