gene	wave34_call	wave34_score	gate	passed
STING1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.2	gate_local_cell_state	False
STXBP6	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.2	gate_local_cell_state	False
SUCO	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.2	gate_local_cell_state	False
SUSD1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.2	gate_local_cell_state	True
SYT2	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.2	gate_local_cell_state	False
TAGLN2	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.2	gate_local_cell_state	False
TANGO6	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.2	gate_local_cell_state	False
TBX18	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.2	gate_local_cell_state	False
TMEM106B	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.2	gate_local_cell_state	False
TMEM129	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.2	gate_local_cell_state	False
TOX2	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.2	gate_local_cell_state	False
TRAF3IP1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.2	gate_local_cell_state	False
TRAIP	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.2	gate_local_cell_state	False
TRIM14	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.2	gate_local_cell_state	False
TRIM2	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.2	gate_local_cell_state	False
TRIM9	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.2	gate_local_cell_state	False
TSLP	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.2	gate_local_cell_state	False
TSPOAP1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.2	gate_local_cell_state	False
TTL	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.2	gate_local_cell_state	False
TXNDC11-AS1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.2	gate_local_cell_state	False
UBE2B	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.2	gate_local_cell_state	False
UBXN6	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.2	gate_local_cell_state	False
UMAD1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.2	gate_local_cell_state	False
USF1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.2	gate_local_cell_state	False
USP13	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.2	gate_local_cell_state	False
USP38	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.2	gate_local_cell_state	False
WDR45B	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.2	gate_local_cell_state	False
YIPF4	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.2	gate_local_cell_state	False
ZC3H13	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.2	gate_local_cell_state	True
ZFP64	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.2	gate_local_cell_state	False
ZNF148	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.2	gate_local_cell_state	False
ZNF283	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.2	gate_local_cell_state	False
ZNF521	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.2	gate_local_cell_state	False
ZNF66	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.2	gate_local_cell_state	False
ZNF740	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.2	gate_local_cell_state	False
ZNF746	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.2	gate_local_cell_state	False
AATF	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
ABCF2P1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
ABHD4	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
ABHD8	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
ACO2P1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
ACP3	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
ACP6	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
ACSM2A	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
ACSM2B	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
ACTG1P19	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
ACTL11P	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
ACTL9	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
ACTN3-AS1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
ACTR3P3	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
ACTRT2	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
ADAM1B	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
ADAM29	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
ADAM7-AS1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
ADAMTS19-AS1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
ADARB2	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
ADCY8	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
ADCYAP1R1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
ADGRA3	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
ADGRL2	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
ADI1P1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
ADRA1D	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
ADRBK2	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
AGBL2	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
AGXT2	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
AK021715	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
AK057451	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
AK127238	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
AK2P2	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
AK6P2	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
AKAP	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
ALG1L13P	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
AMIGO3	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
AMPH	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
AMTN	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
ANGPT4	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
ANK3-DT	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
ANKRD11P1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
ANKRD12	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
ANKRD23	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
ANKRD36BP2	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
APELA	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
APOA4	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
APOA5	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
APOOP2	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
APRC2	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
ARB2BP	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
ARF6	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
ARF7	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
ARHGAP27P2	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
ARHGAP33	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
ARHGAP40	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
ARHGEF26-AS1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
ARIH2P1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
ARL2BPP7	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
ARL2BPP8	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
ARMC3	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
ARMH4	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
ARPC	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
ATG4B	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
ATP10A	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
ATP1B3P1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
ATP2C2	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
ATP5F1CP1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
ATP5MC2P2	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
ATP5PBP4	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
ATP8A1-DT	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
ATP8A2	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
ATRNL1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
AUH	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
AXDND1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
AY927475	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
B3GLCT	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
B3GNT7	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
B4GALNT1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
B4GALT5	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
BAGE	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
BAGE2	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
BASP1-AS1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
BAT1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
BAZ2A	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
BBOX1-AS1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
BBS7	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
BC009730	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
BC034612	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
BC038767	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
BC040734	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
BC087858	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
BCL10	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
BCL6-AS1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
BCLAF1P1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
BCRP9	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
BDP1P	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
BEND3	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
BEND4	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
BEND6	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
BHLHA9	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
BIN2P2	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
BLCAP	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
BLK-AS1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
BMPR1AP2	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
BMS1P19	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
BMS1P4	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
BMS1P4-AGAP5	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
BNIP3P2	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
BNIP3P20	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
BOD1L2	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
BOLA3P1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
BORCS8-MEF2B	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
BPIFA2	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
BPIFB4	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
BRD7	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
BRE	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
BSN-DT	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
BTF3P13	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
BTF3P2	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
C10ORF107	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
C10ORF204	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
C10ORF58	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
C10ORF59	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
C10ORF64	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
C10ORF67-AS1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
C11ORF40	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
C11ORF67	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
C11ORF9	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
C11ORF93	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
C12ORF30	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
C12ORF51	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
C13ORF31	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
C14ORF119P1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
C14ORF147	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
C14ORF37	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
C15ORF32	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
C16ORF47	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
C16ORF96	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
C19ORF85	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
C1ORF105	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
C1ORF125	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
C1ORF146	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
C1ORF51	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
C1ORF81	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
C1ORF88	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
C1QBP	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
C1QTNF12	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
C2-AS1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
C20ORF112	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
C20ORF19	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
C20ORF46	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
C20ORF70	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
C20ORF71	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
C2ORF13	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
C2ORF79	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
C4ORF17	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
C4ORF32	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
C5ORF67	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
C6ORF118	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
C6ORF167	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
C6ORF173	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
C6ORF208	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
C8ORF12	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
C8ORF13	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
C8ORF84	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
C9ORF91	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
CA5A	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
CA6	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
CABCOCO1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
CACHD1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
CACNA1D	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
CACNA2D2	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
CACYBPP2	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
CAMKV	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
CAPSL-DT	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
CARTPT	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
CASC11	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
CASC15	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
CASC22	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
CASC8	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
CASP3P1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
CASTOR1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
CAVIN4	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
CBX1P3	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
CBX3P9	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
CCD27	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
CCDC129	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
CCDC136	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
CCDC139	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
CCDC162P	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
CCDC171	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
CCDC174	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
CCDC179	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
CCDC63	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
CCDC85A	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
CCL1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
CCL17	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
CCNB3P1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
CCNT2P1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
CCR9	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
CCT5P2	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0	gate_local_cell_state	False
