dataset	pathway	perturbation	cell_type	target_module_effect	target_module_median_effect	target_n_genes	target_genes_present	target_negative_fraction	target_sig_negative_fdr10	generic_ifn_effect	generic_ifn_median_effect	generic_ifn_n_genes	generic_ifn_genes_present	generic_ifn_negative_fraction	generic_ifn_sig_negative_fdr10	stress_module_effect	stress_module_median_effect	stress_n_genes	stress_genes_present	stress_positive_fraction	stress_sig_positive_fdr10	target_suppression	generic_ifn_suppression	target_vs_ifn_margin	target_over_ifn_ratio	stress_induction	stress_abs_effect	selectivity_score
GSE281048_Mixscale	IFNG	HLX	A549	-0.032220683665468625	0.0164299735835269	5	CD74,CIITA,CTSS,HLA-DMA,RFX5	0.4	0	0.060642866925124134	0.057327680560364	3	GBP1,IRF1,STAT1	0.3333333333333333	0	0.19809954795924462	0.208986456386098	5	ATF4,FOS,HSP90AA1,JUN,KLF6	0.8	0	0.032220683665468625	0.0	0.032220683665468625	0.32220683665468625	0.19809954795924462	0.19809954795924462	-0.05692411291619145
GSE281048_Mixscale	IFNG	HLX	BXPC3	0.824579145449134	0.890048913255697	3	CIITA,CTSS,IFI30	0.0	0	0.6213385695012595	0.6082074567190405	4	CXCL10,GBP1,IRF1,STAT1	0.0	0	0.4721621877375905	0.332767445937943	7	ATF4,CASP3,DNAJB1,FOS,HSP90AA1,JUN,KLF6	0.8571428571428571	0	0.0	0.0	0.0	0.0	0.4721621877375905	0.4721621877375905	-0.21247298448191573
GSE281048_Mixscale	IFNG	HLX	HAP1			0			0	0.01902092690542057	0.0425179606504776	3	GBP1,IRF1,STAT1	0.3333333333333333	0	0.21298759892107852	0.21885751173933352	4	ATF4,DNAJB1,HSP90AA1,KLF6	0.75	0	0.0	0.0	0.0	0.0	0.21298759892107852	0.21298759892107852	-0.09584441951448533
GSE281048_Mixscale	IFNG	HLX	HT29	-0.021346860990039535	0.0015327853616789004	6	CD74,CIITA,CTSS,HLA-DMA,IFI30,RFX5	0.5	0	-0.06002985418429772	-0.07546443718348385	4	CXCL10,GBP1,IRF1,STAT1	0.75	0	-0.15198420187765865	-0.136998609674017	7	ATF4,CASP3,DNAJB1,FOS,HSP90AA1,JUN,KLF6	0.0	0	0.021346860990039535	0.06002985418429772	-0.03868299319425819	0.21346860990039535	0.0	0.15198420187765865	-0.053881413382024054
GSE281048_Mixscale	IFNG	HLX	K562			0			0	0.303935367317212	0.303935367317212	2	IRF1,STAT1	0.0	0	0.09799080982469452	0.1927417908810835	4	ATF4,DNAJB1,HSP90AA1,KLF6	0.75	0	0.0	0.0	0.0	0.0	0.09799080982469452	0.09799080982469452	-0.04409586442111253
GSE281048_Mixscale	IFNG	HLX	MCF7	0.10828596151285899	0.114430163918995	5	CD74,CIITA,HLA-DMA,IFI30,RFX5	0.4	0	-0.1079168996688884	-0.101484851337123	3	GBP1,IRF1,STAT1	1.0	0	0.0645281503128327	0.1015777675989061	6	ATF4,CASP3,DNAJB1,HSP90AA1,JUN,KLF6	0.6666666666666666	0	0.0	0.1079168996688884	-0.1079168996688884	0.0	0.0645281503128327	0.0645281503128327	-0.13695456730966313
GSE281048_Mixscale	IFNG	IFI16	A549	-0.00045102124131124927	0.083041316992231	6	CD74,CIITA,CTSS,HLA-DMA,IFI30,RFX5	0.3333333333333333	0	0.037325117342935	0.13229988885259	3	GBP1,IRF1,STAT1	0.3333333333333333	0	-0.2823314361174679	-0.100084939907808	5	DNAJB1,FOS,HSP90AA1,JUN,KLF6	0.4	0	0.00045102124131124927	0.0	0.00045102124131124927	0.0045102124131124926	0.0	0.2823314361174679	-0.027782122370435546
GSE281048_Mixscale	IFNG	IFI16	BXPC3	0.5872431232632127	0.477231009087801	3	CIITA,CTSS,IFI30	0.0	0	0.3204271056553982	0.3229072334258095	4	CXCL10,GBP1,IRF1,STAT1	0.0	0	0.30997082689376104	0.263394993142132	7	ATF4,CASP3,DNAJB1,FOS,HSP90AA1,JUN,KLF6	1.0	0	0.0	0.0	0.0	0.0	0.30997082689376104	0.30997082689376104	-0.13948687210219246
GSE281048_Mixscale	IFNG	IFI16	HAP1	0.471391145052635	0.471391145052635	1	RFX5	0.0	0	0.16261544544738724	0.199047306973413	3	GBP1,IRF1,STAT1	0.0	0	-0.23343260126147342	-0.24786100818210136	4	ATF4,DNAJB1,HSP90AA1,KLF6	0.25	0	0.0	0.0	0.0	0.0	0.0	0.23343260126147342	-0.023343260126147344
GSE281048_Mixscale	IFNG	IFI16	HT29	0.024330940779379705	0.016875972589591753	6	CD74,CIITA,CTSS,HLA-DMA,IFI30,RFX5	0.5	0	-0.1306320414059684	-0.0022883279656390498	4	CXCL10,GBP1,IRF1,STAT1	0.5	0	0.0562388945905707	-0.01056074306146	7	ATF4,CASP3,DNAJB1,FOS,HSP90AA1,JUN,KLF6	0.42857142857142855	0	0.0	0.1306320414059684	-0.1306320414059684	0.0	0.0562388945905707	0.0562388945905707	-0.15593954397172521
GSE281048_Mixscale	IFNG	IFI16	K562			0			0	-0.363301910340479	-0.363301910340479	2	IRF1,STAT1	1.0	0	-0.22752816215717275	-0.21781284997975048	4	ATF4,DNAJB1,HSP90AA1,KLF6	0.0	0	0.0	0.363301910340479	-0.363301910340479	0.0	0.0	0.22752816215717275	-0.38605472655619627
GSE281048_Mixscale	IFNG	IFI16	MCF7	-0.0016980848080457196	-0.04074382692763895	4	CD74,CIITA,HLA-DMA,RFX5	0.5	0	-0.09277528024683634	-0.0976291098304043	3	GBP1,IRF1,STAT1	1.0	0	0.06579456079129599	0.07585137346991665	6	ATF4,CASP3,DNAJB1,HSP90AA1,JUN,KLF6	0.6666666666666666	0	0.0016980848080457196	0.09277528024683634	-0.09107719543879063	0.016980848080457196	0.06579456079129599	0.06579456079129599	-0.12068474779487383
GSE281048_Mixscale	IFNG	IFNGR1	A549	-1.333140201612578	-1.4951159436759949	4	CD74,CIITA,CTSS,HLA-DMA	1.0	4	-1.2373033720721966	-1.38333822075237	3	GBP1,IRF1,STAT1	1.0	3	0.3525734576752773	0.395658080141045	4	DNAJB1,FOS,HSP90AA1,JUN	1.0	4	1.333140201612578	1.2373033720721966	0.09583682954038131	1.0774562097732563	0.3525734576752773	0.3525734576752773	-0.06282122641349347
GSE281048_Mixscale	IFNG	IFNGR1	BXPC3	-1.3968664886769302	-1.3968664886769302	2	CIITA,CTSS	1.0	2	-1.5895509245943726	-1.6658538424968001	4	CXCL10,GBP1,IRF1,STAT1	1.0	4	-0.332210279931316	-0.332504709004254	4	DNAJB1,FOS,HSP90AA1,JUN	0.0	0	1.3968664886769302	1.5895509245943726	-0.19268443591744244	0.8787805832854255	0.0	0.332210279931316	-0.22590546391057403
GSE281048_Mixscale	IFNG	IFNGR1	HAP1			0			0	-1.54016444225243	-1.41403363536894	3	GBP1,IRF1,STAT1	1.0	3	-0.3281655390216175	-0.3281655390216175	2	DNAJB1,HSP90AA1	0.0	0	0.0	1.54016444225243	-1.54016444225243	0.0	0.0	0.3281655390216175	-1.5729809961545917
GSE281048_Mixscale	IFNG	IFNGR1	HT29	-1.47757190302808	-1.491060570809	5	CD74,CIITA,CTSS,HLA-DMA,IFI30	1.0	5	-1.4552278616634227	-1.46784015694237	4	CXCL10,GBP1,IRF1,STAT1	1.0	4	-0.06409383888535625	-0.02760374276964465	4	DNAJB1,FOS,HSP90AA1,JUN	0.5	0	1.47757190302808	1.4552278616634227	0.022344041364657397	1.0153543248815458	0.0	0.06409383888535625	0.015934657476121772
GSE281048_Mixscale	IFNG	IFNGR1	K562			0			0	-1.73433552348345	-1.73433552348345	2	IRF1,STAT1	1.0	2	0.09973534267540735	0.09973534267540735	2	DNAJB1,HSP90AA1	0.5	0	0.0	1.73433552348345	-1.73433552348345	0.0	0.09973534267540735	0.09973534267540735	-1.7792164276873834
GSE281048_Mixscale	IFNG	IFNGR1	MCF7	-1.4010510021827907	-1.69772135354274	3	CD74,CIITA,HLA-DMA	1.0	3	-1.506352408791	-1.46225097968913	3	GBP1,IRF1,STAT1	1.0	3	0.033078858596889936	-0.0091299438093202	3	DNAJB1,HSP90AA1,JUN	0.3333333333333333	0	1.4010510021827907	1.506352408791	-0.10530140660820941	0.9300951052398658	0.033078858596889936	0.033078858596889936	-0.12018689297680989
GSE281048_Mixscale	IFNG	IFNGR2	A549	-1.601033768439044	-1.819458220215	4	CD74,CIITA,CTSS,HLA-DMA	1.0	4	-1.4773028922085023	-1.68410801998406	3	GBP1,IRF1,STAT1	1.0	3	0.12866129212538668	0.116352464746091	5	DNAJB1,FOS,HSP90AA1,JUN,KLF6	0.8	4	1.601033768439044	1.4773028922085023	0.1237308762305418	1.083754575235123	0.12866129212538668	0.12866129212538668	0.0658332947741178
GSE281048_Mixscale	IFNG	IFNGR2	BXPC3	-1.2562627308874799	-1.2562627308874799	2	CIITA,CTSS	1.0	2	-0.9473256112890642	-1.0084028964467895	4	CXCL10,GBP1,IRF1,STAT1	1.0	4	-0.10174907509141114	-0.07801165893602774	6	ATF4,DNAJB1,FOS,HSP90AA1,JUN,KLF6	0.3333333333333333	1	1.2562627308874799	0.9473256112890642	0.30893711959841563	1.3261150294227055	0.0	0.10174907509141114	0.2987622120892745
GSE281048_Mixscale	IFNG	IFNGR2	HAP1			0			0	-1.7590362412674765	-1.7393597389941	3	GBP1,IRF1,STAT1	1.0	3	-0.1196893450631323	-0.1181306982037622	4	ATF4,DNAJB1,HSP90AA1,KLF6	0.5	0	0.0	1.7590362412674765	-1.7590362412674765	0.0	0.0	0.1196893450631323	-1.7710051757737897
GSE281048_Mixscale	IFNG	IFNGR2	HT29	-1.4840111439902242	-1.57273394150872	5	CD74,CIITA,CTSS,HLA-DMA,IFI30	1.0	5	-1.517434689629655	-1.5094685513551651	4	CXCL10,GBP1,IRF1,STAT1	1.0	4	-0.040781131492203054	-0.05764581620674425	6	ATF4,DNAJB1,FOS,HSP90AA1,JUN,KLF6	0.3333333333333333	1	1.4840111439902242	1.517434689629655	-0.03342354563943095	0.9779736512761624	0.0	0.040781131492203054	-0.037501658788651256
GSE281048_Mixscale	IFNG	IFNGR2	K562			0			0	-1.5612166177027	-1.5612166177027	2	IRF1,STAT1	1.0	2	-0.06983988889268525	-0.125701261977404	4	ATF4,DNAJB1,HSP90AA1,KLF6	0.25	0	0.0	1.5612166177027	-1.5612166177027	0.0	0.0	0.06983988889268525	-1.5682006065919685
GSE281048_Mixscale	IFNG	IFNGR2	MCF7	-0.981530297422037	-1.10001580333226	3	CD74,CIITA,HLA-DMA	1.0	3	-1.3141927655489603	-1.24936554586458	3	GBP1,IRF1,STAT1	1.0	3	0.06637476272496404	-0.0106268869885542	5	ATF4,DNAJB1,HSP90AA1,JUN,KLF6	0.4	0	0.981530297422037	1.3141927655489603	-0.33266246812692324	0.7468693506405322	0.06637476272496404	0.06637476272496404	-0.362531111353157
GSE281048_Mixscale	IFNG	IRF1	A549	-0.1109197449975214	-0.181337379355796	5	CD74,CIITA,CTSS,HLA-DMA,RFX5	0.6	2	-0.1134392386476424	-0.0977303502319342	3	GBP1,IRF1,STAT1	0.6666666666666666	2	0.13212941354518093	0.1189256064347734	4	DNAJB1,FOS,HSP90AA1,JUN	1.0	0	0.1109197449975214	0.1134392386476424	-0.0025194936501209964	0.9777899280693616	0.13212941354518093	0.13212941354518093	-0.06197772974545241
GSE281048_Mixscale	IFNG	IRF1	BXPC3	-0.10992003310492979	-0.10992003310492979	2	CIITA,CTSS	0.5	1	-0.04350248172879225	-0.03932374317252875	4	CXCL10,GBP1,IRF1,STAT1	0.5	1	-0.03825011044401545	-0.0511604894078637	5	ATF4,DNAJB1,FOS,HSP90AA1,JUN	0.4	0	0.10992003310492979	0.04350248172879225	0.06641755137613753	1.0992003310492977	0.0	0.03825011044401545	0.06259254033173599
GSE281048_Mixscale	IFNG	IRF1	HAP1			0			0	-1.1210845939586527	-1.52642150094114	3	GBP1,IRF1,STAT1	1.0	3	-0.21480201863575035	-0.186470526970185	3	ATF4,DNAJB1,HSP90AA1	0.0	0	0.0	1.1210845939586527	-1.1210845939586527	0.0	0.0	0.21480201863575035	-1.1425647958222278
GSE281048_Mixscale	IFNG	IRF1	HT29	-0.08567164650943489	-0.09777686282848094	6	CD74,CIITA,CTSS,HLA-DMA,IFI30,RFX5	0.8333333333333334	4	-0.07232589155082456	-0.044503945451808996	4	CXCL10,GBP1,IRF1,STAT1	0.75	3	-0.02163398105696776	-0.017785720304837	5	ATF4,DNAJB1,FOS,HSP90AA1,JUN	0.4	0	0.08567164650943489	0.07232589155082456	0.013345754958610331	0.8567164650943488	0.0	0.02163398105696776	0.011182356852913555
GSE281048_Mixscale	IFNG	IRF1	K562			0			0	-0.1564008710830406	-0.1564008710830406	2	IRF1,STAT1	1.0	2	0.08815430061320473	0.0765107259178488	3	ATF4,DNAJB1,HSP90AA1	0.6666666666666666	0	0.0	0.1564008710830406	-0.1564008710830406	0.0	0.08815430061320473	0.08815430061320473	-0.1960703063589827
GSE281048_Mixscale	IFNG	IRF1	MCF7	-0.04707801676250374	-0.132605992148228	4	CD74,CIITA,HLA-DMA,RFX5	0.75	2	-0.11234887835636553	-0.0374874970070884	3	GBP1,IRF1,STAT1	1.0	3	0.058551505000597345	0.09388821168703271	4	ATF4,DNAJB1,HSP90AA1,JUN	0.75	0	0.04707801676250374	0.11234887835636553	-0.06527086159386179	0.4190341501512317	0.058551505000597345	0.058551505000597345	-0.0916190388441306
GSE281048_Mixscale	IFNG	IRF2	A549	-0.20238270580567125	-0.2117764692426565	4	CD74,CIITA,CTSS,HLA-DMA	1.0	0	-0.15532413721539864	-0.159869429912366	3	GBP1,IRF1,STAT1	1.0	0	0.001040920372654397	-0.02059707596917	5	DNAJB1,FOS,HSP90AA1,JUN,KLF6	0.4	0	0.20238270580567125	0.15532413721539864	0.047058568590272604	1.3029700948862395	0.001040920372654397	0.001040920372654397	0.04659015442257813
GSE281048_Mixscale	IFNG	IRF2	BXPC3	-0.8217415576538867	-0.8217415576538867	2	CIITA,CTSS	1.0	1	-0.28136727220675134	-0.0352696359603824	4	CXCL10,GBP1,IRF1,STAT1	0.75	1	0.00914526090309397	0.0034639806200083972	6	ATF4,DNAJB1,FOS,HSP90AA1,JUN,KLF6	0.5	2	0.8217415576538867	0.28136727220675134	0.5403742854471354	2.9205299934459443	0.00914526090309397	0.00914526090309397	0.5362589180407431
GSE281048_Mixscale	IFNG	IRF2	HAP1	0.542336865537409	0.542336865537409	1	IFI30	0.0	0	0.045027314366688574	0.0268729190975585	3	GBP1,IRF1,STAT1	0.0	0	-0.08005861554829824	-0.0670521714734331	3	ATF4,DNAJB1,HSP90AA1	0.0	0	0.0	0.0	0.0	0.0	0.0	0.08005861554829824	-0.008005861554829824
GSE281048_Mixscale	IFNG	IRF2	HT29	-0.09779748038947107	-0.154052878820722	5	CD74,CIITA,CTSS,HLA-DMA,IFI30	0.8	0	0.12496849181515313	0.1532838259049748	4	CXCL10,GBP1,IRF1,STAT1	0.25	0	0.02182930099815555	0.0409653320793929	6	ATF4,DNAJB1,FOS,HSP90AA1,JUN,KLF6	0.6666666666666666	0	0.09779748038947107	0.0	0.09779748038947107	0.9779748038947107	0.02182930099815555	0.02182930099815555	0.08797429494030107
GSE281048_Mixscale	IFNG	IRF2	K562			0			0	0.018321386058247652	0.018321386058247652	2	IRF1,STAT1	0.5	0	0.2748942180018217	0.2100595569165085	4	ATF4,DNAJB1,HSP90AA1,KLF6	1.0	0	0.0	0.0	0.0	0.0	0.2748942180018217	0.2748942180018217	-0.12370239810081975
GSE281048_Mixscale	IFNG	IRF2	MCF7	-0.2234973912670737	-0.327582586076278	3	CD74,CIITA,HLA-DMA	0.6666666666666666	0	-0.11243898667940984	-0.162163242081166	3	GBP1,IRF1,STAT1	0.6666666666666666	0	0.171938706686803	0.17151332629990235	6	ATF4,DNAJB1,FOS,HSP90AA1,JUN,KLF6	0.5	0	0.2234973912670737	0.11243898667940984	0.11105840458766385	1.9877215000551156	0.171938706686803	0.171938706686803	0.0336859865786025
GSE281048_Mixscale	IFNG	IRF5	A549	-0.1970048997613934	-0.16191046967139	5	CD74,CIITA,CTSS,HLA-DMA,RFX5	0.8	0	-0.07759538249891366	-0.0858073671959878	3	GBP1,IRF1,STAT1	1.0	0	-0.21034598936252275	-0.192011278161417	4	FOS,HSP90AA1,JUN,KLF6	0.0	0	0.1970048997613934	0.07759538249891366	0.11940951726247974	1.970048997613934	0.0	0.21034598936252275	0.09837491832622747
GSE281048_Mixscale	IFNG	IRF5	BXPC3	0.4008781754521493	0.478917536897021	3	CIITA,CTSS,IFI30	0.0	0	0.14307024946677246	0.12239300187078014	4	CXCL10,GBP1,IRF1,STAT1	0.0	0	0.02730667200908174	0.024001311218052747	6	ATF4,DNAJB1,FOS,HSP90AA1,JUN,KLF6	0.5	0	0.0	0.0	0.0	0.0	0.02730667200908174	0.02730667200908174	-0.012288002404086782
GSE281048_Mixscale	IFNG	IRF5	HAP1	0.455520739083321	0.455520739083321	1	IFI30	0.0	0	0.0003679093724883037	-0.0144688285570105	3	GBP1,IRF1,STAT1	0.6666666666666666	0	-0.1322725160022514	-0.0777093231124995	3	ATF4,DNAJB1,HSP90AA1	0.0	0	0.0	0.0	0.0	0.0	0.0	0.1322725160022514	-0.013227251600225141
GSE281048_Mixscale	IFNG	IRF5	HT29	0.016962904336034496	0.0168819875423791	6	CD74,CIITA,CTSS,HLA-DMA,IFI30,RFX5	0.3333333333333333	0	0.07634866491991202	0.0436293508069594	4	CXCL10,GBP1,IRF1,STAT1	0.0	0	0.04709820335830007	0.02955562913978525	6	ATF4,DNAJB1,FOS,HSP90AA1,JUN,KLF6	0.6666666666666666	0	0.0	0.0	0.0	0.0	0.04709820335830007	0.04709820335830007	-0.021194191511235028
GSE281048_Mixscale	IFNG	IRF5	K562			0			0	-0.02016718141403215	-0.02016718141403215	2	IRF1,STAT1	0.5	0	0.09997043124790946	0.03768026775822505	4	ATF4,DNAJB1,HSP90AA1,KLF6	0.75	0	0.0	0.02016718141403215	-0.02016718141403215	0.0	0.09997043124790946	0.09997043124790946	-0.0651538754755914
GSE281048_Mixscale	IFNG	IRF5	MCF7	-0.011071812452827323	-0.03508657828941465	4	CD74,CIITA,HLA-DMA,RFX5	0.75	0	-0.0680802069584978	-0.0659148152566467	3	GBP1,IRF1,STAT1	1.0	0	-0.0493319124740164	-0.053765451830496	5	ATF4,DNAJB1,HSP90AA1,JUN,KLF6	0.4	0	0.011071812452827323	0.0680802069584978	-0.057008394505670475	0.11071812452827322	0.0	0.0493319124740164	-0.06194158575307211
GSE281048_Mixscale	IFNG	IRF7	A549	-0.10695508918985405	-0.072324040591347	5	CD74,CIITA,CTSS,HLA-DMA,RFX5	0.8	0	-0.092450996564997	-0.111556784507442	3	GBP1,IRF1,STAT1	1.0	0	-0.1297354214212289	-0.1025784696440888	4	FOS,HSP90AA1,JUN,KLF6	0.25	0	0.10695508918985405	0.092450996564997	0.014504092624857051	1.0695508918985404	0.0	0.1297354214212289	0.0015305504827341603
GSE281048_Mixscale	IFNG	IRF7	BXPC3	-0.1258662742482225	-0.1258662742482225	2	CIITA,CTSS	0.5	0	0.03738820381506425	0.0202890584968665	4	CXCL10,GBP1,IRF1,STAT1	0.5	0	-0.039171988578766054	-0.03426474430315695	6	ATF4,DNAJB1,FOS,HSP90AA1,JUN,KLF6	0.3333333333333333	0	0.1258662742482225	0.0	0.1258662742482225	1.258662742482225	0.0	0.039171988578766054	0.1219490753903459
GSE281048_Mixscale	IFNG	IRF7	HAP1	0.0927419636144808	0.0927419636144808	1	IFI30	0.0	0	-0.07081381240522643	-0.0426176719157175	3	GBP1,IRF1,STAT1	1.0	0	-0.1380899466769449	-0.11692759552454991	4	ATF4,DNAJB1,HSP90AA1,KLF6	0.5	0	0.0	0.07081381240522643	-0.07081381240522643	0.0	0.0	0.1380899466769449	-0.08462280707292091
GSE281048_Mixscale	IFNG	IRF7	HT29	-0.06039754024791577	-0.053437933818541256	6	CD74,CIITA,CTSS,HLA-DMA,IFI30,RFX5	1.0	0	-0.05477795888058065	-0.08552532734061605	4	CXCL10,GBP1,IRF1,STAT1	0.75	0	0.0030093247308374976	-0.02050938047033965	6	ATF4,DNAJB1,FOS,HSP90AA1,JUN,KLF6	0.3333333333333333	0	0.06039754024791577	0.05477795888058065	0.005619581367335119	0.6039754024791577	0.0030093247308374976	0.0030093247308374976	0.004265385238458245
GSE281048_Mixscale	IFNG	IRF7	K562			0			0	0.0307469038574906	0.0307469038574906	2	IRF1,STAT1	0.5	0	-0.06612558185943937	0.0005693156653929499	4	ATF4,DNAJB1,HSP90AA1,KLF6	0.5	0	0.0	0.0	0.0	0.0	0.0	0.06612558185943937	-0.0066125581859439375
GSE281048_Mixscale	IFNG	IRF7	MCF7	0.08226817043983412	0.0648652503458437	4	CD74,CIITA,HLA-DMA,RFX5	0.25	0	0.0071783292269060675	0.0218602578752752	3	GBP1,IRF1,STAT1	0.3333333333333333	0	0.030917102581437574	-0.0071035418866862	5	ATF4,DNAJB1,HSP90AA1,JUN,KLF6	0.4	0	0.0	0.0	0.0	0.0	0.030917102581437574	0.030917102581437574	-0.013912696161646908
GSE281048_Mixscale	IFNG	IRF9	A549	0.017900581777947448	0.011669692162196904	4	CD74,CIITA,CTSS,HLA-DMA	0.5	0	-0.0492909471921926	-0.0904101898563532	3	GBP1,IRF1,STAT1	0.6666666666666666	0	0.04003931491281028	-0.0281326529342216	5	ATF4,FOS,HSP90AA1,JUN,KLF6	0.4	0	0.0	0.0492909471921926	-0.0492909471921926	0.0	0.04003931491281028	0.04003931491281028	-0.06730863890295723
GSE281048_Mixscale	IFNG	IRF9	BXPC3	0.2002611788526733	0.2002611788526733	2	CIITA,CTSS	0.0	0	-0.0052012916518084235	-0.06882180329801135	4	CXCL10,GBP1,IRF1,STAT1	0.75	3	0.010025313489553002	0.06790977619992525	6	ATF4,DNAJB1,FOS,HSP90AA1,JUN,KLF6	0.8333333333333334	0	0.0	0.0052012916518084235	-0.0052012916518084235	0.0	0.010025313489553002	0.010025313489553002	-0.009712682722107274
GSE281048_Mixscale	IFNG	IRF9	HAP1	0.46284985589763	0.46284985589763	1	IFI30	0.0	0	0.062201525633828664	0.139258278880039	3	GBP1,IRF1,STAT1	0.3333333333333333	0	0.31119387679536725	0.3170954001686495	4	ATF4,DNAJB1,HSP90AA1,KLF6	1.0	0	0.0	0.0	0.0	0.0	0.31119387679536725	0.31119387679536725	-0.14003724455791525
GSE281048_Mixscale	IFNG	IRF9	HT29	-0.16062150949256643	-0.0890174152835247	5	CD74,CIITA,CTSS,HLA-DMA,IFI30	0.8	0	-0.2758719447684924	-0.24393400894451744	4	CXCL10,GBP1,IRF1,STAT1	1.0	1	-0.07033956649002056	-0.0711718793044591	6	ATF4,DNAJB1,FOS,HSP90AA1,JUN,KLF6	0.16666666666666666	0	0.16062150949256643	0.2758719447684924	-0.11525043527592599	0.5822321281250893	0.0	0.07033956649002056	-0.12228439192492804
GSE281048_Mixscale	IFNG	IRF9	K562			0			0	0.0024725093215002512	0.0024725093215002512	2	IRF1,STAT1	0.5	0	0.0071441526316282505	-0.003464059376271998	4	ATF4,DNAJB1,HSP90AA1,KLF6	0.5	0	0.0	0.0	0.0	0.0	0.0071441526316282505	0.0071441526316282505	-0.0032148686842327127
GSE281048_Mixscale	IFNG	IRF9	MCF7	0.546915949235479	0.391264990354315	5	CD74,CIITA,CTSS,HLA-DMA,IFI30	0.0	0	0.22707993458975959	0.314575298798709	3	GBP1,IRF1,STAT1	0.0	0	-0.09944421906426082	-0.0347851838817661	5	ATF4,DNAJB1,HSP90AA1,JUN,KLF6	0.4	0	0.0	0.0	0.0	0.0	0.0	0.09944421906426082	-0.009944421906426082
GSE281048_Mixscale	IFNG	JAK1	A549	-0.9827336888630188	-0.9844444282428426	4	CD74,CIITA,CTSS,HLA-DMA	1.0	4	-0.7296189240807349	-0.745103710059742	3	GBP1,IRF1,STAT1	1.0	3	-0.0135130569358758	0.03329697887440475	4	FOS,HSP90AA1,JUN,KLF6	0.75	1	0.9827336888630188	0.7296189240807349	0.2531147647822839	1.3469136509873143	0.0	0.0135130569358758	0.2517634590886963
GSE281048_Mixscale	IFNG	JAK1	BXPC3	-1.3221085717313126	-1.3221085717313126	2	CIITA,CTSS	1.0	2	-0.871327328567213	-0.8891888737545774	4	CXCL10,GBP1,IRF1,STAT1	1.0	4	-0.17842599137972792	-0.1292330559773991	6	ATF4,DNAJB1,FOS,HSP90AA1,JUN,KLF6	0.16666666666666666	0	1.3221085717313126	0.871327328567213	0.4507812431640996	1.5173500570736742	0.0	0.17842599137972792	0.4329386440261268
GSE281048_Mixscale	IFNG	JAK1	HAP1			0			0	-0.8707798943780757	-0.765773408444032	3	GBP1,IRF1,STAT1	1.0	3	-0.23578680064222315	-0.191200112603447	4	ATF4,DNAJB1,HSP90AA1,KLF6	0.25	0	0.0	0.8707798943780757	-0.8707798943780757	0.0	0.0	0.23578680064222315	-0.894358574442298
GSE281048_Mixscale	IFNG	JAK1	HT29	-1.275315840876066	-1.27089159445615	5	CD74,CIITA,CTSS,HLA-DMA,IFI30	1.0	5	-1.229455715798115	-1.253376537301925	4	CXCL10,GBP1,IRF1,STAT1	1.0	4	-0.06411906035214888	-0.05585603444799125	6	ATF4,DNAJB1,FOS,HSP90AA1,JUN,KLF6	0.3333333333333333	0	1.275315840876066	1.229455715798115	0.04586012507795112	1.0373011605775329	0.0	0.06411906035214888	0.03944821904273623
GSE281048_Mixscale	IFNG	JAK1	K562			0			0	-1.11544653794288	-1.11544653794288	2	IRF1,STAT1	1.0	2	0.132405499796571	0.08793387886109391	4	ATF4,DNAJB1,HSP90AA1,KLF6	1.0	0	0.0	1.11544653794288	-1.11544653794288	0.0	0.132405499796571	0.132405499796571	-1.1750290128513368
GSE281048_Mixscale	IFNG	JAK1	MCF7	-0.548478371797961	-0.620854029794284	3	CD74,CIITA,HLA-DMA	1.0	3	-0.42068466358073664	-0.393947108991962	3	GBP1,IRF1,STAT1	1.0	3	-0.06396448694693856	-0.0928122688623048	5	ATF4,DNAJB1,HSP90AA1,JUN,KLF6	0.2	0	0.548478371797961	0.42068466358073664	0.12779370821722436	1.3037755337441688	0.0	0.06396448694693856	0.1213972595225305
GSE281048_Mixscale	IFNG	JAK2	A549	-1.214263349175041	-1.229366373892645	4	CD74,CIITA,CTSS,HLA-DMA	1.0	4	-0.9914759626738117	-1.16928450359024	3	GBP1,IRF1,STAT1	1.0	3	0.22839465002505283	0.227844979293366	5	DNAJB1,FOS,HSP90AA1,JUN,KLF6	0.8	4	1.214263349175041	0.9914759626738117	0.2227873865012293	1.2247027612252106	0.22839465002505283	0.22839465002505283	0.12000979398995554
GSE281048_Mixscale	IFNG	JAK2	BXPC3	-1.03079169489523	-1.03079169489523	2	CIITA,CTSS	1.0	2	-0.7876134537563599	-0.849409755525051	4	CXCL10,GBP1,IRF1,STAT1	1.0	4	-0.1769168982057323	-0.15779656090147226	6	ATF4,DNAJB1,FOS,HSP90AA1,JUN,KLF6	0.16666666666666666	0	1.03079169489523	0.7876134537563599	0.2431782411388701	1.3087532849763823	0.0	0.1769168982057323	0.22548655131829687
GSE281048_Mixscale	IFNG	JAK2	HAP1			0			0	-1.7516330190012133	-1.76097457335149	3	GBP1,IRF1,STAT1	1.0	3	-0.18829847305299025	-0.30510504401943	4	ATF4,DNAJB1,HSP90AA1,KLF6	0.25	0	0.0	1.7516330190012133	-1.7516330190012133	0.0	0.0	0.18829847305299025	-1.7704628663065123
