truth	pathology	severity	replicate	seed	n	b_plasma_auc	b_plasma_hedges_g	b_plasma_auc_ci_low	b_plasma_auc_ci_high	t_cell_auc	t_cell_hedges_g	b_plasma_residual_auc	t_cell_residual_auc	batch_guard_flag	coverage_flag	raw_pass	composition_adjusted_pass	guarded_clean_pass
synthetic_null	composition_shift_only	0.25	5	45340	60	0.48444444444444446	-0.05981662247721793	0.354819551890235	0.621345833142307	0.3888888888888889	-0.34255743691844226	0.5077777777777778	0.5588888888888889	False	False	False	False	False
synthetic_null	composition_shift_only	0.25	6	45341	60	0.49777777777777776	-0.09185760226380923	0.34827731092436975	0.6522797688993341	0.6255555555555555	0.47241432036078207	0.5011111111111111	0.5333333333333333	True	False	False	False	False
synthetic_null	composition_shift_only	0.25	7	45342	60	0.55	0.14779856223509877	0.42797998573641105	0.7036729524345624	0.45666666666666667	-0.1431256162909902	0.5355555555555556	0.5866666666666667	False	False	False	False	False
synthetic_null	composition_shift_only	0.25	8	45343	60	0.41555555555555557	-0.29571802306115386	0.27746305156831474	0.5606382463650088	0.5166666666666667	0.10191440756858178	0.5622222222222222	0.5144444444444445	False	False	False	False	False
synthetic_null	composition_shift_only	0.25	9	45344	60	0.5588888888888889	0.25441541056065975	0.4053893178893179	0.7082473640910174	0.24666666666666667	-0.8441515571196271	0.5511111111111111	0.71	False	False	False	False	False
synthetic_null	composition_shift_only	0.25	10	45345	60	0.4577777777777778	-0.12634560143106038	0.31145462805640783	0.6218293427414673	0.43333333333333335	-0.2580010510664858	0.5122222222222222	0.5566666666666666	False	False	False	False	False
synthetic_null	composition_shift_only	0.25	11	45346	60	0.5688888888888889	0.2837615006276393	0.42408333333333337	0.7128297247596469	0.5044444444444445	0.06263211291164252	0.6055555555555555	0.5233333333333333	True	False	False	False	False
synthetic_null	composition_shift_only	0.25	12	45347	60	0.5788888888888889	0.30611118230991813	0.45052910052910056	0.7183221099887767	0.4777777777777778	-0.014275122449810536	0.6188888888888889	0.5211111111111111	False	False	False	False	False
synthetic_null	composition_shift_only	0.25	13	45348	60	0.45666666666666667	-0.14829963500324606	0.3125610948191594	0.5786227872238997	0.5011111111111111	0.041553193958813885	0.5733333333333334	0.5166666666666667	False	False	False	False	False
synthetic_null	composition_shift_only	0.25	14	45349	60	0.5788888888888889	0.3175041743860434	0.4003339850114044	0.7094436026936027	0.47555555555555556	-0.11162856804347172	0.6377777777777778	0.5233333333333333	True	False	False	False	False
synthetic_null	composition_shift_only	0.25	15	45350	60	0.5477777777777778	0.12387820899210245	0.38209747023809526	0.6931339260885111	0.5022222222222222	0.004237309997182103	0.52	0.5544444444444444	False	False	False	False	False
synthetic_null	composition_shift_only	0.25	16	45351	60	0.5777777777777777	0.2871677141200327	0.4225250278086763	0.7066767676767677	0.5544444444444444	0.22873097846362853	0.5166666666666667	0.5044444444444445	False	False	False	False	False
synthetic_null	composition_shift_only	0.25	17	45352	60	0.43555555555555553	-0.23580853738991672	0.2719484805648251	0.5989023994914985	0.5077777777777778	-0.00998508605563162	0.5111111111111111	0.5477777777777778	False	False	False	False	False
synthetic_null	composition_shift_only	0.25	18	45353	60	0.5922222222222222	0.2748859186206383	0.4523833671399594	0.7329160159249147	0.4811111111111111	-0.011531144281630675	0.6233333333333333	0.5455555555555556	True	False	False	False	False
synthetic_null	composition_shift_only	0.25	19	45354	60	0.5455555555555556	0.21151934832347588	0.42377046383842126	0.6764274099062703	0.5355555555555556	0.12602998506719332	0.5555555555555556	0.5022222222222222	True	False	False	False	False
synthetic_null	composition_shift_only	0.25	20	45355	60	0.41555555555555557	-0.2797463494735269	0.27753582202111615	0.5329057788364426	0.54	0.05458816097168201	0.6244444444444445	0.5188888888888888	False	False	False	False	False
synthetic_null	composition_shift_only	0.25	21	45356	60	0.47444444444444445	-0.14113839871223888	0.33827413820747154	0.6033734567901236	0.4288888888888889	-0.21925301320743396	0.5111111111111111	0.5655555555555556	False	False	False	False	False
synthetic_null	composition_shift_only	0.25	22	45357	60	0.5744444444444444	0.2307622472778321	0.42081067821067825	0.7275245098039216	0.6188888888888889	0.4020932467040419	0.5233333333333333	0.5355555555555556	False	False	False	False	False
synthetic_null	composition_shift_only	0.25	23	45358	60	0.4477777777777778	-0.10118525962116137	0.29916939456539016	0.5873226854844502	0.5144444444444445	0.02462588263668499	0.6322222222222222	0.5255555555555556	False	False	False	False	False
synthetic_null	composition_shift_only	0.25	24	45359	60	0.5711111111111111	0.25449086904688467	0.41781618265993264	0.727468954248366	0.5533333333333333	0.12883252572912984	0.5622222222222222	0.54	False	False	False	False	False
synthetic_null	composition_shift_only	0.25	25	45360	60	0.56	0.1675036839745794	0.4148894205209994	0.7033560267857143	0.4988888888888889	-0.004370664770421424	0.5088888888888888	0.5933333333333334	False	False	False	False	False
synthetic_null	composition_shift_only	0.25	26	45361	60	0.5822222222222222	0.29480218641268885	0.43774680010893247	0.7221290922619048	0.45222222222222225	-0.20078869297554147	0.5277777777777778	0.5133333333333333	True	False	False	False	False
synthetic_null	composition_shift_only	0.25	27	45362	60	0.59	0.2964824536938823	0.43302857142857143	0.7332607886904762	0.5377777777777778	0.15769825659960476	0.5555555555555556	0.5866666666666667	False	False	False	False	False
synthetic_null	composition_shift_only	0.25	28	45363	60	0.46	-0.15755313777081514	0.3092929359243698	0.5973215488215489	0.5833333333333334	0.1271406646211996	0.5644444444444444	0.5922222222222222	False	False	False	False	False
synthetic_null	composition_shift_only	0.25	29	45364	60	0.5244444444444445	0.06274318215606976	0.3544002976190476	0.6712013535428442	0.5444444444444444	0.178169997282686	0.5177777777777778	0.5855555555555556	False	False	False	False	False
synthetic_null	composition_shift_only	0.25	30	45365	60	0.6744444444444444	0.6043028313519981	0.528390692239413	0.8164977014544166	0.4622222222222222	-0.27653359677604816	0.6033333333333334	0.5177777777777778	False	False	False	False	False
synthetic_null	composition_shift_only	0.25	31	45366	60	0.36777777777777776	-0.40909071977941597	0.2271784060846561	0.5028468013468014	0.5755555555555556	0.42293021637419237	0.5911111111111111	0.5655555555555556	False	False	False	False	False
synthetic_null	composition_shift_only	0.25	32	45367	60	0.5	0.02061066583216638	0.3670701177748939	0.6448597081930416	0.49444444444444446	-0.10353861423949473	0.5	0.5066666666666667	False	False	False	False	False
synthetic_null	composition_shift_only	0.25	33	45368	60	0.4955555555555556	-0.09286378285951297	0.35884576128923956	0.6286259419592753	0.5144444444444445	-0.03710732132064377	0.53	0.5077777777777778	False	False	False	False	False
synthetic_null	composition_shift_only	0.25	34	45369	60	0.38333333333333336	-0.3697590091177166	0.24877855314053232	0.5306929934263268	0.5444444444444444	0.23063993280278677	0.5844444444444444	0.5011111111111111	False	False	False	False	False
synthetic_null	composition_shift_only	0.25	35	45370	60	0.4777777777777778	-0.2374442505869227	0.3403177699924519	0.6555693815987934	0.4822222222222222	-0.08438723477545833	0.5088888888888888	0.5144444444444445	False	False	False	False	False
synthetic_null	composition_shift_only	0.25	36	45371	60	0.5088888888888888	0.052726935698187954	0.36220148587593903	0.6396251911846496	0.4533333333333333	-0.1715976477402304	0.5555555555555556	0.5044444444444445	False	False	False	False	False
synthetic_null	composition_shift_only	0.25	37	45372	60	0.48333333333333334	-0.04406606916737914	0.3454633763227513	0.641930183531746	0.39666666666666667	-0.3339956082706291	0.51	0.6	False	False	False	False	False
