n_requested	molecular_progression_hr	post_switch_progression_hr	switch_mechanism	estimand	n_simulated_cohorts	n_valid_fits	valid_fit_rate	significant_count	significant_probability	significant_probability_ci_low	significant_probability_ci_high	positive_call_probability	negative_call_probability	median_score_z	median_one_step_log_hr	median_events	median_switches	seed
180	1.0	1.5	score_dependent	censor_at_switch	400	400	1.0	18	0.045	0.028651458653886006	0.07000472919032381	0.0275	0.0175	0.09816741229597623	0.01714268569209769	43.0	34.0	54103
180	1.0	1.5	progression_risk_dependent	treatment_policy	400	400	1.0	20	0.05	0.03259742983714726	0.07596363506371961	0.0175	0.0325	0.1041718204714226	0.01428590541907536	52.0	32.0	54103
180	1.0	1.5	progression_risk_dependent	censor_at_switch	400	400	1.0	19	0.0475	0.030617076962711882	0.07299154940982647	0.02	0.0275	-0.025827730230609337	-0.004039120223509856	40.0	32.0	54103
180	1.0	1.5	joint_score_progression_risk	treatment_policy	400	400	1.0	27	0.0675	0.04680146916375965	0.09642666543540682	0.06	0.0075	0.28931928426130027	0.04256767230003472	52.0	34.0	54103
180	1.0	1.5	joint_score_progression_risk	censor_at_switch	400	400	1.0	37	0.0925	0.06785393449857381	0.12489858538387784	0.0025	0.09	-0.5178390185876741	-0.08573547087499542	39.0	34.0	54103
180	1.7	0.5	none	treatment_policy	400	400	1.0	327	0.8175	0.7766870404912806	0.8522726526064411	0.8175	0.0	2.7170432829955447	0.3931943950243173	49.0	0.0	54103
180	1.7	0.5	none	censor_at_switch	400	400	1.0	327	0.8175	0.7766870404912806	0.8522726526064411	0.8175	0.0	2.7170432829955447	0.3931943950243173	49.0	0.0	54103
180	1.7	0.5	independent	treatment_policy	400	400	1.0	303	0.7575	0.7131775779269679	0.7969235904908692	0.7575	0.0	2.5932802876914973	0.3864223875768165	46.0	34.0	54103
180	1.7	0.5	independent	censor_at_switch	400	400	1.0	297	0.7425	0.697484812382584	0.7829017248652822	0.7425	0.0	2.530851517436414	0.38450298410638833	43.0	34.0	54103
180	1.7	0.5	score_dependent	treatment_policy	400	400	1.0	252	0.63	0.5816587842920732	0.6758680191810097	0.63	0.0	2.303947899825505	0.34374705134380196	46.0	33.0	54103
180	1.7	0.5	score_dependent	censor_at_switch	400	400	1.0	259	0.6475	0.5994805197681348	0.6927133534032477	0.6475	0.0	2.3641128470445105	0.39111608011287297	41.0	33.0	54103
180	1.7	0.5	progression_risk_dependent	treatment_policy	400	400	1.0	305	0.7625	0.7184235572819022	0.8015824881925919	0.7625	0.0	2.663557609462081	0.4015207913184173	45.0	32.0	54103
180	1.7	0.5	progression_risk_dependent	censor_at_switch	400	400	1.0	285	0.7125	0.6662901779980862	0.7546670969098378	0.7125	0.0	2.550707130337349	0.4009949056082074	40.0	32.0	54103
180	1.7	0.5	joint_score_progression_risk	treatment_policy	400	400	1.0	218	0.545	0.496002466449648	0.5931414270602654	0.545	0.0	2.0960232690407707	0.3166103217785945	44.0	33.0	54103
180	1.7	0.5	joint_score_progression_risk	censor_at_switch	400	400	1.0	159	0.3975	0.3507352396832797	0.4462147806552511	0.3975	0.0	1.69776138589007	0.28902715357433056	37.0	33.0	54103
180	1.7	1.0	none	treatment_policy	400	400	1.0	309	0.7725	0.7289390669951599	0.8108767325926485	0.7725	0.0	2.6771002764909078	0.3992573401010729	49.0	0.0	54103
180	1.7	1.0	none	censor_at_switch	400	400	1.0	309	0.7725	0.7289390669951599	0.8108767325926485	0.7725	0.0	2.6771002764909078	0.3992573401010729	49.0	0.0	54103
180	1.7	1.0	independent	treatment_policy	400	400	1.0	313	0.7825	0.7394871744110122	0.8201383792901101	0.7825	0.0	2.717032836155914	0.391279964317499	48.0	34.0	54103
180	1.7	1.0	independent	censor_at_switch	400	400	1.0	301	0.7525	0.7079392288053334	0.7922570625558467	0.7525	0.0	2.5744804929350957	0.4002529566367823	42.0	34.0	54103
180	1.7	1.0	score_dependent	treatment_policy	400	400	1.0	321	0.8025	0.7606877261203903	0.8385573358073602	0.8025	0.0	2.820199062799583	0.41407973803351233	48.0	32.0	54103
180	1.7	1.0	score_dependent	censor_at_switch	400	400	1.0	281	0.7025	0.6559450648860605	0.7452024559085495	0.7025	0.0	2.482944500657546	0.4142001319075823	40.0	32.0	54103
180	1.7	1.0	progression_risk_dependent	treatment_policy	400	400	1.0	316	0.79	0.7474205944599498	0.8270622748261584	0.79	0.0	2.7860136232539263	0.4083843029211325	48.5	32.0	54103
180	1.7	1.0	progression_risk_dependent	censor_at_switch	400	400	1.0	302	0.755	0.710557459419624	0.7945912704698848	0.755	0.0	2.6303937950190566	0.41085875762806284	41.0	32.0	54103
180	1.7	1.0	joint_score_progression_risk	treatment_policy	400	400	1.0	298	0.745	0.7000956766555838	0.785243299120611	0.745	0.0	2.5908679410383693	0.37842901563363224	49.0	33.0	54103
180	1.7	1.0	joint_score_progression_risk	censor_at_switch	400	400	1.0	155	0.3875	0.34104299567214824	0.43609727055306846	0.3875	0.0	1.6327268392272205	0.2873303263978031	37.0	33.0	54103
180	1.7	1.5	none	treatment_policy	400	400	1.0	321	0.8025	0.7606877261203903	0.8385573358073602	0.8025	0.0	2.7050559549772464	0.38799726230381926	49.0	0.0	54103
180	1.7	1.5	none	censor_at_switch	400	400	1.0	321	0.8025	0.7606877261203903	0.8385573358073602	0.8025	0.0	2.7050559549772464	0.38799726230381926	49.0	0.0	54103
180	1.7	1.5	independent	treatment_policy	400	400	1.0	308	0.77	0.7263071915784445	0.8085561694810355	0.77	0.0	2.722705438412933	0.38900282396663	51.0	34.0	54103
180	1.7	1.5	independent	censor_at_switch	400	400	1.0	285	0.7125	0.6662901779980862	0.7546670969098378	0.7125	0.0	2.4935853012818487	0.3892478772958796	43.0	34.0	54103
180	1.7	1.5	score_dependent	treatment_policy	400	400	1.0	358	0.895	0.8611090149132419	0.921376272562664	0.895	0.0	2.9957312102658307	0.432635892425131	51.0	33.0	54103
180	1.7	1.5	score_dependent	censor_at_switch	400	400	1.0	259	0.6475	0.5994805197681348	0.6927133534032477	0.6475	0.0	2.3990872982813585	0.38777326229693	41.0	33.0	54103
180	1.7	1.5	progression_risk_dependent	treatment_policy	400	400	1.0	315	0.7875	0.7447739406814162	0.8247564900763633	0.7875	0.0	2.7079138000897363	0.3857639839063667	51.0	32.0	54103
180	1.7	1.5	progression_risk_dependent	censor_at_switch	400	400	1.0	282	0.705	0.658528950995276	0.7475710083276624	0.705	0.0	2.5112472383790223	0.40219429558545994	40.0	32.0	54103
180	1.7	1.5	joint_score_progression_risk	treatment_policy	400	400	1.0	353	0.8825	0.8472450357843669	0.9104780590498961	0.8825	0.0	3.0898454503249098	0.4379698396255568	51.0	33.0	54103
180	1.7	1.5	joint_score_progression_risk	censor_at_switch	400	400	1.0	170	0.425	0.3774943812405543	0.4739324629095902	0.425	0.0	1.7884574410550838	0.307792658857429	36.0	33.0	54103
320	1.0	0.5	none	treatment_policy	400	400	1.0	17	0.0425	0.026701694991131116	0.06700205432475019	0.0175	0.025	-0.02190361977783849	-0.002300987436942298	87.0	0.0	54103
320	1.0	0.5	none	censor_at_switch	400	400	1.0	17	0.0425	0.026701694991131116	0.06700205432475019	0.0175	0.025	-0.02190361977783849	-0.002300987436942298	87.0	0.0	54103
320	1.0	0.5	independent	treatment_policy	400	400	1.0	23	0.0575	0.038617542757733075	0.08480083772811935	0.02	0.0375	0.08480952360627371	0.01007760464513914	82.0	61.0	54103
320	1.0	0.5	independent	censor_at_switch	400	400	1.0	19	0.0475	0.030617076962711882	0.07299154940982647	0.0175	0.03	0.013816088719221133	0.0015508673370251552	76.0	61.0	54103
320	1.0	0.5	score_dependent	treatment_policy	400	400	1.0	34	0.085	0.0614630200239382	0.11643218427352792	0.0125	0.0725	-0.5108082282670443	-0.0569434709338964	81.0	62.0	54103
320	1.0	0.5	score_dependent	censor_at_switch	400	400	1.0	19	0.0475	0.030617076962711882	0.07299154940982647	0.025	0.0225	-0.09462431007968392	-0.011660906575344797	75.0	62.0	54103
320	1.0	0.5	progression_risk_dependent	treatment_policy	400	400	1.0	23	0.0575	0.038617542757733075	0.08480083772811935	0.03	0.0275	-0.05834403915010192	-0.006330939916595521	78.0	57.0	54103
320	1.0	0.5	progression_risk_dependent	censor_at_switch	400	400	1.0	21	0.0525	0.034591528357920405	0.07892197507127496	0.0275	0.025	-0.029470022028842108	-0.003474311537614146	70.0	57.0	54103
320	1.0	0.5	joint_score_progression_risk	treatment_policy	400	400	1.0	35	0.0875	0.06358691021150324	0.11926073261429136	0.0025	0.085	-0.616768574524197	-0.06809415378090641	79.0	61.0	54103
320	1.0	0.5	joint_score_progression_risk	censor_at_switch	400	400	1.0	44	0.11	0.08296867911910685	0.1444509104616444	0.005	0.105	-0.7234832438141283	-0.08947310238578735	69.0	61.0	54103
320	1.0	1.0	none	treatment_policy	400	400	1.0	22	0.055	0.03659849414955068	0.08186744780797323	0.0275	0.0275	0.0918378839482008	0.009664543460658686	85.0	0.0	54103
320	1.0	1.0	none	censor_at_switch	400	400	1.0	22	0.055	0.03659849414955068	0.08186744780797323	0.0275	0.0275	0.0918378839482008	0.009664543460658686	85.0	0.0	54103
320	1.0	1.0	independent	treatment_policy	400	400	1.0	23	0.0575	0.038617542757733075	0.08480083772811935	0.0225	0.035	-0.06990603865317217	-0.007744511852628078	86.0	61.0	54103
320	1.0	1.0	independent	censor_at_switch	400	400	1.0	28	0.07	0.04887162669974449	0.09930894642775051	0.0325	0.0375	-0.054918690876486466	-0.006690968627259409	76.0	61.0	54103
320	1.0	1.0	score_dependent	treatment_policy	400	400	1.0	25	0.0625	0.04268914141220244	0.09063411613030699	0.04	0.0225	0.06499415156425231	0.007015046833859504	86.0	61.0	54103
320	1.0	1.0	score_dependent	censor_at_switch	400	400	1.0	24	0.06	0.040647970113724695	0.0877228489004562	0.0325	0.0275	-0.008002172313150665	-0.00093971908605364	74.0	61.0	54103
320	1.0	1.0	progression_risk_dependent	treatment_policy	400	400	1.0	20	0.05	0.03259742983714726	0.07596363506371961	0.0225	0.0275	0.02494737246733629	0.0026295952450270874	86.0	57.0	54103
320	1.0	1.0	progression_risk_dependent	censor_at_switch	400	400	1.0	19	0.0475	0.030617076962711882	0.07299154940982647	0.0275	0.02	0.09444933279065407	0.01089249574457137	70.0	57.0	54103
320	1.0	1.0	joint_score_progression_risk	treatment_policy	400	400	1.0	12	0.03	0.017243020965143054	0.05169853570909567	0.0125	0.0175	-0.1099447031951039	-0.01185445267053921	86.0	61.0	54103
320	1.0	1.0	joint_score_progression_risk	censor_at_switch	400	400	1.0	57	0.1425	0.1116383145426319	0.18016297590639008	0.0	0.1425	-0.8430476133888434	-0.10637060130169593	69.0	61.0	54103
320	1.0	1.5	none	treatment_policy	400	400	1.0	19	0.0475	0.030617076962711882	0.07299154940982647	0.025	0.0225	0.027204331374458497	0.002921734078750078	86.5	0.0	54103
320	1.0	1.5	none	censor_at_switch	400	400	1.0	19	0.0475	0.030617076962711882	0.07299154940982647	0.025	0.0225	0.027204331374458497	0.002921734078750078	86.5	0.0	54103
320	1.0	1.5	independent	treatment_policy	400	400	1.0	15	0.0375	0.022855029814710867	0.060943842444513396	0.0225	0.015	0.04764140531145572	0.0050308736767402	90.0	61.0	54103
320	1.0	1.5	independent	censor_at_switch	400	400	1.0	15	0.0375	0.022855029814710867	0.060943842444513396	0.0225	0.015	0.015207912321610909	0.001683529753466037	76.0	61.0	54103
320	1.0	1.5	score_dependent	treatment_policy	400	400	1.0	21	0.0525	0.034591528357920405	0.07892197507127496	0.04	0.0125	0.3165187482080027	0.033664458854391274	90.0	61.0	54103
320	1.0	1.5	score_dependent	censor_at_switch	400	400	1.0	26	0.065	0.04474048189620036	0.09353521417463759	0.025	0.04	-0.08375810604493314	-0.010407613282381939	76.0	61.0	54103
320	1.0	1.5	progression_risk_dependent	treatment_policy	400	400	1.0	18	0.045	0.028651458653886006	0.07000472919032381	0.02	0.025	0.054223531473558476	0.0059320698121168814	92.0	57.0	54103
320	1.0	1.5	progression_risk_dependent	censor_at_switch	400	400	1.0	18	0.045	0.028651458653886006	0.07000472919032381	0.02	0.025	0.012904941235087262	0.0014792231109036866	70.5	57.0	54103
320	1.0	1.5	joint_score_progression_risk	treatment_policy	400	400	1.0	44	0.11	0.08296867911910685	0.1444509104616444	0.1	0.01	0.5612764562775694	0.059633360009085284	92.0	61.0	54103
320	1.0	1.5	joint_score_progression_risk	censor_at_switch	400	400	1.0	37	0.0925	0.06785393449857381	0.12489858538387784	0.005	0.0875	-0.675333460552614	-0.08285137336652915	69.0	61.0	54103
320	1.7	0.5	none	treatment_policy	400	400	1.0	377	0.9425	0.9151991622718807	0.9613824572422669	0.9425	0.0	3.662827201692801	0.3954715099671068	87.0	0.0	54103
320	1.7	0.5	none	censor_at_switch	400	400	1.0	377	0.9425	0.9151991622718807	0.9613824572422669	0.9425	0.0	3.662827201692801	0.3954715099671068	87.0	0.0	54103
320	1.7	0.5	independent	treatment_policy	400	400	1.0	375	0.9375	0.9093658838696931	0.9573108585877975	0.9375	0.0	3.5208965404870556	0.39164985569594724	83.0	61.0	54103
320	1.7	0.5	independent	censor_at_switch	400	400	1.0	370	0.925	0.8949522937386957	0.9469622560771523	0.925	0.0	3.3866596338680504	0.3900625034764832	77.0	61.0	54103
320	1.7	0.5	score_dependent	treatment_policy	400	400	1.0	345	0.8625	0.8252880733424808	0.8928155132651543	0.8625	0.0	3.0063708829971083	0.3359082539889084	80.0	57.0	54103
320	1.7	0.5	score_dependent	censor_at_switch	400	400	1.0	348	0.87	0.8334921544792615	0.8994687477133592	0.87	0.0	3.168393465522307	0.3931698668815925	72.0	57.0	54103
320	1.7	0.5	progression_risk_dependent	treatment_policy	400	400	1.0	379	0.9475	0.921078024928725	0.9654084716420795	0.9475	0.0	3.6269189234678367	0.40606970136766	80.0	57.0	54103
320	1.7	0.5	progression_risk_dependent	censor_at_switch	400	400	1.0	365	0.9125	0.8807392673857086	0.9364130897884968	0.9125	0.0	3.436565580000897	0.41522271243248593	71.0	57.0	54103
320	1.7	0.5	joint_score_progression_risk	treatment_policy	400	400	1.0	335	0.8375	0.7981666097704109	0.870412591553939	0.8375	0.0	2.9006654035412396	0.33079307636549005	78.0	58.0	54103
320	1.7	0.5	joint_score_progression_risk	censor_at_switch	400	400	1.0	248	0.62	0.5715045437377642	0.6662125056220047	0.62	0.0	2.2676388607231988	0.293531258161636	65.0	58.0	54103
320	1.7	1.0	none	treatment_policy	400	400	1.0	373	0.9325	0.9035733345645931	0.9531985308362403	0.9325	0.0	3.611207887058973	0.39690964616100377	86.0	0.0	54103
320	1.7	1.0	none	censor_at_switch	400	400	1.0	373	0.9325	0.9035733345645931	0.9531985308362403	0.9325	0.0	3.611207887058973	0.39690964616100377	86.0	0.0	54103
320	1.7	1.0	independent	treatment_policy	400	400	1.0	377	0.9425	0.9151991622718807	0.9613824572422669	0.9425	0.0	3.6576273874159093	0.39970288754923144	86.0	60.0	54103
320	1.7	1.0	independent	censor_at_switch	400	400	1.0	366	0.915	0.8835678157264721	0.9385369799760619	0.915	0.0	3.517230715564024	0.40597576343474756	77.0	60.0	54103
320	1.7	1.0	score_dependent	treatment_policy	400	400	1.0	385	0.9625	0.9390561575554867	0.9771449701852891	0.9625	0.0	3.6441657254484503	0.3991121391860545	86.0	58.0	54103
320	1.7	1.0	score_dependent	censor_at_switch	400	400	1.0	371	0.9275	0.8978175067464532	0.9490494815977232	0.9275	0.0	3.2273063517152263	0.396807634220068	72.0	58.0	54103
320	1.7	1.0	progression_risk_dependent	treatment_policy	400	400	1.0	383	0.9575	0.9329979456752499	0.9732983050088689	0.9575	0.0	3.648507616028391	0.3938875925314203	88.0	56.0	54103
320	1.7	1.0	progression_risk_dependent	censor_at_switch	400	400	1.0	378	0.945	0.9181325521920267	0.9634015058504493	0.945	0.0	3.303724353387369	0.3963346432797653	73.0	56.0	54103
320	1.7	1.0	joint_score_progression_risk	treatment_policy	400	400	1.0	383	0.9575	0.9329979456752499	0.9732983050088689	0.9575	0.0	3.5528381928393324	0.3890971448514856	86.0	58.0	54103
320	1.7	1.0	joint_score_progression_risk	censor_at_switch	400	400	1.0	256	0.64	0.591834465196668	0.685502092389729	0.64	0.0	2.2213789773992216	0.2871707398961145	65.0	58.0	54103
320	1.7	1.5	none	treatment_policy	400	400	1.0	376	0.94	0.9122771510995438	0.9593520298862752	0.94	0.0	3.672290628894217	0.39931628777717687	85.0	0.0	54103
320	1.7	1.5	none	censor_at_switch	400	400	1.0	376	0.94	0.9122771510995438	0.9593520298862752	0.94	0.0	3.672290628894217	0.39931628777717687	85.0	0.0	54103
320	1.7	1.5	independent	treatment_policy	400	400	1.0	381	0.9525	0.9270084505901734	0.9693829230372881	0.9525	0.0	3.6985505059963524	0.39425543407060837	90.0	60.0	54103
320	1.7	1.5	independent	censor_at_switch	400	400	1.0	375	0.9375	0.9093658838696931	0.9573108585877975	0.9375	0.0	3.428783717992473	0.4000746644294563	76.0	60.0	54103
320	1.7	1.5	score_dependent	treatment_policy	400	400	1.0	394	0.985	0.9676653664151732	0.9931077080805591	0.985	0.0	4.030920023995021	0.43229156992250006	91.0	58.0	54103
320	1.7	1.5	score_dependent	censor_at_switch	400	400	1.0	360	0.9	0.8666894236725972	0.9257007408599657	0.9	0.0	3.1153841187856974	0.382448053625271	73.0	58.0	54103
320	1.7	1.5	progression_risk_dependent	treatment_policy	400	400	1.0	382	0.955	0.9299952708096761	0.971348541346114	0.955	0.0	3.6771300775785267	0.3936453852430061	90.0	56.0	54103
320	1.7	1.5	progression_risk_dependent	censor_at_switch	400	400	1.0	378	0.945	0.9181325521920267	0.9634015058504493	0.945	0.0	3.3904887604064857	0.4116373248155621	70.0	56.0	54103
320	1.7	1.5	joint_score_progression_risk	treatment_policy	400	400	1.0	394	0.985	0.9676653664151732	0.9931077080805591	0.985	0.0	4.133635181199143	0.43978264292320723	91.0	58.0	54103
320	1.7	1.5	joint_score_progression_risk	censor_at_switch	400	400	1.0	259	0.6475	0.5994805197681348	0.6927133534032477	0.6475	0.0	2.332007272683464	0.30393679291797204	64.5	58.0	54103
180	1.0	0.5	none	treatment_policy	400	400	1.0	22	0.055	0.03659849414955068	0.08186744780797323	0.0225	0.0325	0.020646645117958586	0.0028806067681427456	48.0	0.0	54107
180	1.0	0.5	none	censor_at_switch	400	400	1.0	22	0.055	0.03659849414955068	0.08186744780797323	0.0225	0.0325	0.020646645117958586	0.0028806067681427456	48.0	0.0	54107
180	1.0	0.5	independent	treatment_policy	400	400	1.0	28	0.07	0.04887162669974449	0.09930894642775051	0.0375	0.0325	-0.029228386992760442	-0.004407907084543918	46.0	34.0	54107
180	1.0	0.5	independent	censor_at_switch	400	400	1.0	29	0.0725	0.05095051840227673	0.10218249325354675	0.0375	0.035	-0.051133542017410036	-0.008216757064831649	43.0	34.0	54107
180	1.0	0.5	score_dependent	treatment_policy	400	400	1.0	26	0.065	0.04474048189620036	0.09353521417463759	0.0125	0.0525	-0.32768846420518155	-0.04731453711774543	46.0	35.0	54107
180	1.0	0.5	score_dependent	censor_at_switch	400	400	1.0	25	0.0625	0.04268914141220244	0.09063411613030699	0.0275	0.035	0.029686314353778793	0.0045749001369574365	42.0	35.0	54107
180	1.0	0.5	progression_risk_dependent	treatment_policy	400	400	1.0	8	0.02	0.010168386791664645	0.03896341576926	0.0125	0.0075	-0.0050817630498983446	-0.000664344011414676	44.5	32.0	54107
180	1.0	0.5	progression_risk_dependent	censor_at_switch	400	400	1.0	11	0.0275	0.015423636260295411	0.048565481885614784	0.015	0.0125	0.005345681688137784	0.0008177097522582247	39.0	32.0	54107
180	1.0	0.5	joint_score_progression_risk	treatment_policy	400	400	1.0	37	0.0925	0.06785393449857381	0.12489858538387784	0.005	0.0875	-0.49396582573332015	-0.07420417172639163	44.0	34.5	54107
180	1.0	0.5	joint_score_progression_risk	censor_at_switch	400	400	1.0	40	0.1	0.07429925914003437	0.13331057632740284	0.0025	0.0975	-0.5765368940956472	-0.09603823186774774	38.0	34.5	54107
180	1.0	1.0	none	treatment_policy	400	400	1.0	25	0.0625	0.04268914141220244	0.09063411613030699	0.025	0.0375	-0.03393643545766507	-0.005028982634441513	49.0	0.0	54107
180	1.0	1.0	none	censor_at_switch	400	400	1.0	25	0.0625	0.04268914141220244	0.09063411613030699	0.025	0.0375	-0.03393643545766507	-0.005028982634441513	49.0	0.0	54107
180	1.0	1.0	independent	treatment_policy	400	400	1.0	26	0.065	0.04474048189620036	0.09353521417463759	0.0375	0.0275	-0.07976879967795067	-0.0123687069951987	49.0	34.0	54107
180	1.0	1.0	independent	censor_at_switch	400	400	1.0	21	0.0525	0.034591528357920405	0.07892197507127496	0.0275	0.025	-0.07706569131710576	-0.012421425685470213	43.0	34.0	54107
180	1.0	1.0	score_dependent	treatment_policy	400	400	1.0	19	0.0475	0.030617076962711882	0.07299154940982647	0.0225	0.025	-0.0013130621313644651	-0.00019745005024256	49.0	34.0	54107
180	1.0	1.0	score_dependent	censor_at_switch	400	400	1.0	28	0.07	0.04887162669974449	0.09930894642775051	0.0325	0.0375	0.03949210651991179	0.00625381313269209	43.0	34.0	54107
180	1.0	1.0	progression_risk_dependent	treatment_policy	400	400	1.0	19	0.0475	0.030617076962711882	0.07299154940982647	0.025	0.0225	-0.04911335416093551	-0.006872369213139042	49.0	32.0	54107
180	1.0	1.0	progression_risk_dependent	censor_at_switch	400	400	1.0	20	0.05	0.03259742983714726	0.07596363506371961	0.025	0.025	0.0425964898734219	0.006449590457007676	40.0	32.0	54107
180	1.0	1.0	joint_score_progression_risk	treatment_policy	400	400	1.0	17	0.0425	0.026701694991131116	0.06700205432475019	0.02	0.0225	-0.1805153780436673	-0.026823126865057896	49.0	34.0	54107
180	1.0	1.0	joint_score_progression_risk	censor_at_switch	400	400	1.0	41	0.1025	0.07645885298219338	0.1361034210135723	0.01	0.0925	-0.7303355380749834	-0.11944167014038438	39.0	34.0	54107
180	1.0	1.5	none	treatment_policy	400	400	1.0	15	0.0375	0.022855029814710867	0.060943842444513396	0.0125	0.025	-0.05372884489126818	-0.007785561591454177	48.0	0.0	54107
180	1.0	1.5	none	censor_at_switch	400	400	1.0	15	0.0375	0.022855029814710867	0.060943842444513396	0.0125	0.025	-0.05372884489126818	-0.007785561591454177	48.0	0.0	54107
180	1.0	1.5	independent	treatment_policy	400	400	1.0	28	0.07	0.04887162669974449	0.09930894642775051	0.0425	0.0275	0.05098290002541399	0.0072979568510754544	50.0	34.0	54107
180	1.0	1.5	independent	censor_at_switch	400	400	1.0	29	0.0725	0.05095051840227673	0.10218249325354675	0.0475	0.025	-0.0366365476735115	-0.005816769581553836	42.0	34.0	54107
180	1.0	1.5	score_dependent	treatment_policy	400	400	1.0	25	0.0625	0.04268914141220244	0.09063411613030699	0.0525	0.01	0.2681676068252391	0.03890143481664816	51.0	34.0	54107
180	1.0	1.5	score_dependent	censor_at_switch	400	400	1.0	17	0.0425	0.026701694991131116	0.06700205432475019	0.01	0.0325	-0.08337094034382572	-0.014701540825486815	42.5	34.0	54107
180	1.0	1.5	progression_risk_dependent	treatment_policy	400	400	1.0	20	0.05	0.03259742983714726	0.07596363506371961	0.0225	0.0275	-0.023918269839722395	-0.003429128625992711	51.5	31.0	54107
180	1.0	1.5	progression_risk_dependent	censor_at_switch	400	400	1.0	26	0.065	0.04474048189620036	0.09353521417463759	0.0225	0.0425	-0.026720323930825428	-0.00415336250336582	40.0	31.0	54107
180	1.0	1.5	joint_score_progression_risk	treatment_policy	400	400	1.0	16	0.04	0.024769063069711758	0.06398224771784103	0.0325	0.0075	0.1782375441016812	0.025228196549180466	51.5	34.0	54107
180	1.0	1.5	joint_score_progression_risk	censor_at_switch	400	400	1.0	35	0.0875	0.06358691021150324	0.11926073261429136	0.0025	0.085	-0.697373810061962	-0.11118065472554498	38.0	34.0	54107
180	1.7	0.5	none	treatment_policy	400	400	1.0	312	0.78	0.7368470079068086	0.8178261072659854	0.78	0.0	2.7567571454223945	0.39829635811280373	48.0	0.0	54107
180	1.7	0.5	none	censor_at_switch	400	400	1.0	312	0.78	0.7368470079068086	0.8178261072659854	0.78	0.0	2.7567571454223945	0.39829635811280373	48.0	0.0	54107
180	1.7	0.5	independent	treatment_policy	400	400	1.0	311	0.7775	0.7342089511162986	0.8155117255281668	0.7775	0.0	2.6692909030718397	0.3912782047742598	46.0	34.0	54107
180	1.7	0.5	independent	censor_at_switch	400	400	1.0	292	0.73	0.684457128728908	0.7711672158773156	0.73	0.0	2.5201854060245363	0.38374610510209295	43.0	34.0	54107
180	1.7	0.5	score_dependent	treatment_policy	400	400	1.0	246	0.615	0.5664353568701253	0.6613768154329864	0.615	0.0	2.2477013407850235	0.33724660994709604	45.0	33.0	54107
180	1.7	0.5	score_dependent	censor_at_switch	400	400	1.0	260	0.65	0.6020319607074738	0.6951143509922373	0.65	0.0	2.3074128257293562	0.377262676677297	41.0	33.0	54107
180	1.7	0.5	progression_risk_dependent	treatment_policy	400	400	1.0	310	0.775	0.7315729789411186	0.8131952591750183	0.775	0.0	2.6820338177373007	0.4034301371738405	45.5	32.0	54107
180	1.7	0.5	progression_risk_dependent	censor_at_switch	400	400	1.0	285	0.7125	0.6662901779980862	0.7546670969098378	0.7125	0.0	2.5689360180720566	0.40573013303105004	40.0	32.0	54107
180	1.7	0.5	joint_score_progression_risk	treatment_policy	400	400	1.0	223	0.5575	0.5085079945949651	0.6053980915565909	0.5575	0.0	2.1417174146683715	0.3320761015171109	44.0	33.0	54107
180	1.7	0.5	joint_score_progression_risk	censor_at_switch	400	400	1.0	156	0.39	0.34346411119977976	0.43862859355376554	0.39	0.0	1.7071553219468751	0.2921881762668435	36.0	33.0	54107
180	1.7	1.0	none	treatment_policy	400	400	1.0	306	0.765	0.7210494588154521	0.8039090251873708	0.765	0.0	2.7336003046957194	0.39928165090167	48.0	0.0	54107
180	1.7	1.0	none	censor_at_switch	400	400	1.0	306	0.765	0.7210494588154521	0.8039090251873708	0.765	0.0	2.7336003046957194	0.39928165090167	48.0	0.0	54107
180	1.7	1.0	independent	treatment_policy	400	400	1.0	323	0.8075	0.7660109641776837	0.8431389748067241	0.8075	0.0	2.7617679154821912	0.3998538273530592	49.0	34.0	54107
180	1.7	1.0	independent	censor_at_switch	400	400	1.0	309	0.7725	0.7289390669951599	0.8108767325926485	0.7725	0.0	2.604694821953516	0.4057550534597597	43.0	34.0	54107
180	1.7	1.0	score_dependent	treatment_policy	400	400	1.0	319	0.7975	0.7553739799055185	0.833966204965575	0.7975	0.0	2.8936635190813247	0.41732067077903745	48.0	32.0	54107
180	1.7	1.0	score_dependent	censor_at_switch	400	400	1.0	270	0.675	0.6276239644145414	0.7190467325684549	0.675	0.0	2.3704737454429905	0.3854403112968982	41.0	32.0	54107
180	1.7	1.0	progression_risk_dependent	treatment_policy	400	400	1.0	308	0.77	0.7263071915784445	0.8085561694810355	0.77	0.0	2.6826457850913625	0.3851330020506494	48.0	31.0	54107
180	1.7	1.0	progression_risk_dependent	censor_at_switch	400	400	1.0	280	0.7	0.6533627542224784	0.7428323280438028	0.7	0.0	2.5270172916827796	0.40261169626516524	40.0	31.0	54107
180	1.7	1.0	joint_score_progression_risk	treatment_policy	400	400	1.0	322	0.805	0.7633481418022936	0.8408493586537855	0.805	0.0	2.8045748620879576	0.4044803001828955	48.0	33.0	54107
180	1.7	1.0	joint_score_progression_risk	censor_at_switch	400	400	1.0	187	0.4675	0.4191457978919653	0.516472501239764	0.4675	0.0	1.8504940555077893	0.32132728608856753	37.0	33.0	54107
180	1.7	1.5	none	treatment_policy	400	400	1.0	316	0.79	0.7474205944599498	0.8270622748261584	0.79	0.0	2.8431896159647545	0.41255025261406253	48.0	0.0	54107
