n_requested	molecular_progression_hr	post_switch_progression_hr	switch_mechanism	estimand	n_simulated_cohorts	n_valid_fits	valid_fit_rate	significant_count	significant_probability	significant_probability_ci_low	significant_probability_ci_high	minimum_seed_probability	maximum_seed_probability	positive_call_probability	negative_call_probability	median_score_z_across_seeds	median_one_step_log_hr_across_seeds	median_events_across_seeds	median_switches_across_seeds
180	1.0	1.0	independent	treatment_policy	1200	1200	1.0	65	0.05416666666666667	0.04272435599457301	0.06845428620953228	0.045	0.065	0.0275	0.02666666666666667	-0.005515271372584809	-0.0007799891275572591	48.0	34.0
180	1.0	1.0	joint_score_progression_risk	censor_at_switch	1200	1200	1.0	113	0.09416666666666666	0.07891274764505815	0.11201061451082833	0.08	0.1025	0.009166666666666667	0.085	-0.6115237739149487	-0.10109438288357939	39.0	34.0
180	1.0	1.0	joint_score_progression_risk	treatment_policy	1200	1200	1.0	52	0.043333333333333335	0.03319710174469772	0.0563840121391335	0.035	0.0525	0.02	0.023333333333333334	-0.12037599729623094	-0.017119821923984625	49.0	34.0
180	1.0	1.0	none	censor_at_switch	1200	1200	1.0	69	0.0575	0.04568605530313232	0.07213798023028808	0.0525	0.0625	0.024166666666666666	0.03333333333333333	0.03326941858226341	0.004893839716480735	49.0	0.0
180	1.0	1.0	none	treatment_policy	1200	1200	1.0	69	0.0575	0.04568605530313232	0.07213798023028808	0.0525	0.0625	0.024166666666666666	0.03333333333333333	0.03326941858226341	0.004893839716480735	49.0	0.0
180	1.0	1.0	progression_risk_dependent	censor_at_switch	1200	1200	1.0	54	0.045	0.034651851044372725	0.058251959504116047	0.0425	0.05	0.0225	0.0225	0.04041808294409756	0.006128444653470734	40.0	32.0
180	1.0	1.0	progression_risk_dependent	treatment_policy	1200	1200	1.0	58	0.04833333333333333	0.037574011009416555	0.06197519286838732	0.0475	0.05	0.02666666666666667	0.021666666666666667	-0.04911335416093551	-0.006872369213139042	49.0	32.0
180	1.0	1.0	score_dependent	censor_at_switch	1200	1200	1.0	59	0.049166666666666664	0.03830703804746354	0.06290351416266911	0.0275	0.07	0.025833333333333333	0.023333333333333334	0.025822850761189717	0.004361660174159768	43.0	34.0
180	1.0	1.0	score_dependent	treatment_policy	1200	1200	1.0	56	0.04666666666666667	0.03611089196253996	0.060115615250606366	0.035	0.0575	0.025	0.021666666666666667	-0.0013130621313644651	-0.00019745005024256	49.0	34.0
180	1.0	1.5	independent	censor_at_switch	1200	1200	1.0	63	0.0525	0.041248404856606004	0.06660754068284175	0.04	0.0725	0.03333333333333333	0.019166666666666665	0.0648429085957016	0.010063609353029527	42.0	34.0
180	1.0	1.5	independent	treatment_policy	1200	1200	1.0	65	0.05416666666666667	0.04272435599457301	0.06845428620953228	0.045	0.07	0.0325	0.021666666666666667	0.09842546438837319	0.013959479327927427	50.0	34.0
180	1.0	1.5	joint_score_progression_risk	censor_at_switch	1200	1200	1.0	110	0.09166666666666666	0.07661750558495797	0.10932181157394219	0.0875	0.095	0.0016666666666666668	0.09	-0.6532912832329552	-0.10889180346089711	38.0	34.0
180	1.0	1.5	joint_score_progression_risk	treatment_policy	1200	1200	1.0	61	0.050833333333333335	0.0397759124281339	0.0647573364466563	0.04	0.0675	0.045	0.005833333333333334	0.28931928426130027	0.04256767230003472	52.0	34.0
180	1.0	1.5	none	censor_at_switch	1200	1200	1.0	57	0.0475	0.03684195434139706	0.06104590120407803	0.0375	0.0625	0.020833333333333332	0.02666666666666667	0.027963593001772015	0.00401980792244483	49.0	0.0
180	1.0	1.5	none	treatment_policy	1200	1200	1.0	57	0.0475	0.03684195434139706	0.06104590120407803	0.0375	0.0625	0.020833333333333332	0.02666666666666667	0.027963593001772015	0.00401980792244483	49.0	0.0
180	1.0	1.5	progression_risk_dependent	censor_at_switch	1200	1200	1.0	59	0.049166666666666664	0.03830703804746354	0.06290351416266911	0.035	0.065	0.018333333333333333	0.030833333333333334	-0.025827730230609337	-0.004039120223509856	40.0	32.0
180	1.0	1.5	progression_risk_dependent	treatment_policy	1200	1200	1.0	60	0.05	0.039041012521836546	0.06383088802062488	0.05	0.05	0.0175	0.0325	0.03938453938195835	0.00594520654310593	51.5	32.0
180	1.0	1.5	score_dependent	censor_at_switch	1200	1200	1.0	51	0.0425	0.032471408616991965	0.05544835693451049	0.04	0.045	0.0175	0.025	-0.00582140539464697	-0.0009704453666780173	43.0	34.0
180	1.0	1.5	score_dependent	treatment_policy	1200	1200	1.0	72	0.06	0.04791538714265024	0.07489269338775648	0.0475	0.07	0.0475	0.0125	0.2681676068252391	0.03890143481664816	51.0	34.0
180	1.7	0.5	independent	censor_at_switch	1200	1200	1.0	882	0.735	0.7093083933836204	0.7591918363330941	0.73	0.7425	0.735	0.0	2.530851517436414	0.38450298410638833	43.0	34.0
180	1.7	0.5	independent	treatment_policy	1200	1200	1.0	916	0.7633333333333333	0.7384685055984792	0.7865175674174136	0.755	0.7775	0.7633333333333333	0.0	2.6564689819897596	0.3912782047742598	46.0	34.0
180	1.7	0.5	joint_score_progression_risk	censor_at_switch	1200	1200	1.0	473	0.39416666666666667	0.366897809598573	0.4221109521956725	0.39	0.3975	0.39416666666666667	0.0	1.69776138589007	0.28902715357433056	37.0	33.0
180	1.7	0.5	joint_score_progression_risk	treatment_policy	1200	1200	1.0	662	0.5516666666666666	0.5234080421732913	0.5795955544310928	0.545	0.5575	0.5516666666666666	0.0	2.0960232690407707	0.32197273432686135	44.0	33.0
180	1.7	0.5	none	censor_at_switch	1200	1200	1.0	935	0.7791666666666667	0.7548268332524293	0.8017248580777103	0.74	0.8175	0.7791666666666667	0.0	2.7170432829955447	0.3931943950243173	48.0	0.0
180	1.7	0.5	none	treatment_policy	1200	1200	1.0	935	0.7791666666666667	0.7548268332524293	0.8017248580777103	0.74	0.8175	0.7791666666666667	0.0	2.7170432829955447	0.3931943950243173	48.0	0.0
180	1.7	0.5	progression_risk_dependent	censor_at_switch	1200	1200	1.0	868	0.7233333333333334	0.6973402886503763	0.7479010644137354	0.7125	0.745	0.7233333333333334	0.0	2.5689360180720566	0.4044386796714384	40.0	32.0
180	1.7	0.5	progression_risk_dependent	treatment_policy	1200	1200	1.0	918	0.765	0.7401882170541015	0.7881205526264489	0.7575	0.775	0.765	0.0	2.6820338177373007	0.4034301371738405	45.0	32.0
180	1.7	0.5	score_dependent	censor_at_switch	1200	1200	1.0	781	0.6508333333333334	0.6234190641641458	0.6772849839873626	0.6475	0.655	0.6508333333333334	0.0	2.3578803564496114	0.3802307426548573	41.0	33.0
180	1.7	0.5	score_dependent	treatment_policy	1200	1200	1.0	754	0.6283333333333333	0.6006224691795303	0.6552251739991009	0.615	0.64	0.6283333333333333	0.0	2.284277886524949	0.3374872733016199	45.0	33.0
180	1.7	1.0	independent	censor_at_switch	1200	1200	1.0	907	0.7558333333333334	0.7307360424245776	0.7792978956003563	0.7425	0.7725	0.7558333333333334	0.0	2.594069357581535	0.4057550534597597	43.0	34.0
180	1.7	1.0	independent	treatment_policy	1200	1200	1.0	949	0.7908333333333334	0.7669117252706292	0.8128988427121133	0.7825	0.8075	0.7908333333333334	0.0	2.7434949930701347	0.3998538273530592	48.0	34.0
180	1.7	1.0	joint_score_progression_risk	censor_at_switch	1200	1200	1.0	512	0.4266666666666667	0.39896065874449904	0.45484068801056865	0.3875	0.4675	0.4266666666666667	0.0	1.7409710962174134	0.2976762891525533	37.0	33.0
180	1.7	1.0	joint_score_progression_risk	treatment_policy	1200	1200	1.0	941	0.7841666666666667	0.7600027008326123	0.8065170804915	0.745	0.805	0.7841666666666667	0.0	2.8045748620879576	0.4044803001828955	49.0	33.0
180	1.7	1.0	none	censor_at_switch	1200	1200	1.0	935	0.7791666666666667	0.7548268332524293	0.8017248580777103	0.765	0.8	0.7791666666666667	0.0	2.7336003046957194	0.39928165090167	49.0	0.0
180	1.7	1.0	none	treatment_policy	1200	1200	1.0	935	0.7791666666666667	0.7548268332524293	0.8017248580777103	0.765	0.8	0.7791666666666667	0.0	2.7336003046957194	0.39928165090167	49.0	0.0
180	1.7	1.0	progression_risk_dependent	censor_at_switch	1200	1200	1.0	867	0.7225	0.6964862521747632	0.7470937525570198	0.7	0.755	0.7225	0.0	2.5270172916827796	0.40261169626516524	40.0	32.0
180	1.7	1.0	progression_risk_dependent	treatment_policy	1200	1200	1.0	943	0.7858333333333334	0.7617291045184298	0.8081133734703401	0.77	0.7975	0.7858333333333334	0.0	2.6889906526269787	0.39993457326299686	48.0	32.0
180	1.7	1.0	score_dependent	censor_at_switch	1200	1200	1.0	805	0.6708333333333333	0.6437378544167508	0.696838553710648	0.635	0.7025	0.6708333333333333	0.0	2.3893654259447006	0.39948296868895317	41.0	32.0
180	1.7	1.0	score_dependent	treatment_policy	1200	1200	1.0	956	0.7966666666666666	0.7729647221435999	0.818475284165444	0.79	0.8025	0.7966666666666666	0.0	2.820199062799583	0.41407973803351233	48.0	32.0
180	1.7	1.5	independent	censor_at_switch	1200	1200	1.0	874	0.7283333333333334	0.7024668086509754	0.752742634407109	0.7125	0.745	0.7283333333333334	0.0	2.5150308234506085	0.39745548318016644	42.0	34.0
180	1.7	1.5	independent	treatment_policy	1200	1200	1.0	943	0.7858333333333334	0.7617291045184298	0.8081133734703401	0.77	0.795	0.7858333333333334	0.0	2.722705438412933	0.3950620956187282	51.0	34.0
180	1.7	1.5	joint_score_progression_risk	censor_at_switch	1200	1200	1.0	499	0.41583333333333333	0.3882591876050876	0.44394463082970603	0.4025	0.425	0.415	0.0008333333333333334	1.7412518303998121	0.2994761246845581	36.0	33.0
180	1.7	1.5	joint_score_progression_risk	treatment_policy	1200	1200	1.0	1048	0.8733333333333333	0.8533161190293275	0.8909679338539636	0.865	0.8825	0.8733333333333333	0.0	3.0756941257894184	0.4379698396255568	52.0	33.0
180	1.7	1.5	none	censor_at_switch	1200	1200	1.0	964	0.8033333333333333	0.7798914217260317	0.8248393712416425	0.79	0.8175	0.8033333333333333	0.0	2.76072106440811	0.4085680522911771	49.0	0.0
180	1.7	1.5	none	treatment_policy	1200	1200	1.0	964	0.8033333333333333	0.7798914217260317	0.8248393712416425	0.79	0.8175	0.8033333333333333	0.0	2.76072106440811	0.4085680522911771	49.0	0.0
180	1.7	1.5	progression_risk_dependent	censor_at_switch	1200	1200	1.0	867	0.7225	0.6964862521747632	0.7470937525570198	0.705	0.755	0.7225	0.0	2.527367982105864	0.40219429558545994	40.0	32.0
180	1.7	1.5	progression_risk_dependent	treatment_policy	1200	1200	1.0	950	0.7916666666666666	0.7677759990870984	0.8136959172279729	0.77	0.8175	0.7916666666666666	0.0	2.7195258352524405	0.3857639839063667	51.0	32.0
180	1.7	1.5	score_dependent	censor_at_switch	1200	1200	1.0	792	0.66	0.6327252622239514	0.6862536175831735	0.6325	0.7	0.66	0.0	2.3990872982813585	0.38777326229693	41.0	33.0
180	1.7	1.5	score_dependent	treatment_policy	1200	1200	1.0	1043	0.8691666666666666	0.8489031782536971	0.8870741329679501	0.8525	0.895	0.8691666666666666	0.0	3.038239151065598	0.432635892425131	51.0	33.0
320	1.0	0.5	independent	censor_at_switch	1200	1200	1.0	57	0.0475	0.03684195434139706	0.06104590120407803	0.045	0.05	0.020833333333333332	0.02666666666666667	-0.04387419876287652	-0.0050903033404388585	76.0	61.0
320	1.0	0.5	independent	treatment_policy	1200	1200	1.0	62	0.051666666666666666	0.04051171663917239	0.06568288056794659	0.0425	0.0575	0.021666666666666667	0.03	-0.03745721555929765	-0.0040440526278109025	81.0	61.0
320	1.0	0.5	joint_score_progression_risk	censor_at_switch	1200	1200	1.0	135	0.1125	0.09584432365090222	0.13162870181621736	0.105	0.1225	0.0025	0.11	-0.8230636556258677	-0.09830069121169925	69.0	61.0
320	1.0	0.5	joint_score_progression_risk	treatment_policy	1200	1200	1.0	116	0.09666666666666666	0.08121148963232573	0.11469591752054707	0.0875	0.105	0.0008333333333333334	0.09583333333333334	-0.6597802975701939	-0.07378302764169263	79.0	61.0
320	1.0	0.5	none	censor_at_switch	1200	1200	1.0	57	0.0475	0.03684195434139706	0.06104590120407803	0.0425	0.055	0.018333333333333333	0.029166666666666667	-0.02190361977783849	-0.0022748744419526725	87.0	0.0
320	1.0	0.5	none	treatment_policy	1200	1200	1.0	57	0.0475	0.03684195434139706	0.06104590120407803	0.0425	0.055	0.018333333333333333	0.029166666666666667	-0.02190361977783849	-0.0022748744419526725	87.0	0.0
320	1.0	0.5	progression_risk_dependent	censor_at_switch	1200	1200	1.0	58	0.04833333333333333	0.037574011009416555	0.06197519286838732	0.0425	0.0525	0.024166666666666666	0.024166666666666666	0.002181973065355071	0.00027712677584041545	71.0	57.0
320	1.0	0.5	progression_risk_dependent	treatment_policy	1200	1200	1.0	63	0.0525	0.041248404856606004	0.06660754068284175	0.0375	0.0625	0.025833333333333333	0.02666666666666667	-0.016092358793560916	-0.001839622510668604	79.5	57.0
320	1.0	0.5	score_dependent	censor_at_switch	1200	1200	1.0	65	0.05416666666666667	0.04272435599457301	0.06845428620953228	0.0475	0.06	0.029166666666666667	0.025	-0.048334462899998765	-0.006027599975892927	76.0	61.0
320	1.0	0.5	score_dependent	treatment_policy	1200	1200	1.0	94	0.07833333333333334	0.0644410291037636	0.09491671473787618	0.0575	0.0925	0.0075	0.07083333333333333	-0.44795261984789336	-0.05008921372278034	81.0	61.0
320	1.0	1.0	independent	censor_at_switch	1200	1200	1.0	74	0.06166666666666667	0.04940522288254483	0.07672555431251947	0.05	0.07	0.025833333333333333	0.035833333333333335	-0.03459947951196784	-0.00395090848054023	76.0	61.0
320	1.0	1.0	independent	treatment_policy	1200	1200	1.0	67	0.05583333333333333	0.04420361839753011	0.07029772047123273	0.045	0.065	0.024166666666666666	0.03166666666666667	-0.0465486701163382	-0.00510449321364276	86.0	61.0
320	1.0	1.0	joint_score_progression_risk	censor_at_switch	1200	1200	1.0	153	0.1275	0.1098103067827544	0.14756698866628315	0.1	0.1425	0.0025	0.125	-0.7785300766029035	-0.09614315499589804	69.0	61.0
320	1.0	1.0	joint_score_progression_risk	treatment_policy	1200	1200	1.0	48	0.04	0.030301435740345037	0.05263428481417108	0.03	0.0525	0.019166666666666665	0.020833333333333332	-0.04663970551083966	-0.005024467060588095	86.0	61.0
320	1.0	1.0	none	censor_at_switch	1200	1200	1.0	59	0.049166666666666664	0.03830703804746354	0.06290351416266911	0.035	0.0575	0.025	0.024166666666666666	0.01840196411059661	0.0019285898081928365	86.0	0.0
320	1.0	1.0	none	treatment_policy	1200	1200	1.0	59	0.049166666666666664	0.03830703804746354	0.06290351416266911	0.035	0.0575	0.025	0.024166666666666666	0.01840196411059661	0.0019285898081928365	86.0	0.0
320	1.0	1.0	progression_risk_dependent	censor_at_switch	1200	1200	1.0	52	0.043333333333333335	0.03319710174469772	0.0563840121391335	0.035	0.0475	0.021666666666666667	0.021666666666666667	0.010581172915728083	0.0012713964112107967	70.0	57.0
320	1.0	1.0	progression_risk_dependent	treatment_policy	1200	1200	1.0	52	0.043333333333333335	0.03319710174469772	0.0563840121391335	0.0375	0.05	0.018333333333333333	0.025	0.02494737246733629	0.0026295952450270874	86.0	57.0
320	1.0	1.0	score_dependent	censor_at_switch	1200	1200	1.0	53	0.04416666666666667	0.03392392584061023	0.05731853637554976	0.0325	0.06	0.02	0.024166666666666666	-0.008002172313150665	-0.00093971908605364	75.0	61.0
320	1.0	1.0	score_dependent	treatment_policy	1200	1200	1.0	67	0.05583333333333333	0.04420361839753011	0.07029772047123273	0.0525	0.0625	0.02666666666666667	0.029166666666666667	0.027659147932080144	0.0029984770198530986	86.0	61.0
320	1.0	1.5	independent	censor_at_switch	1200	1200	1.0	51	0.0425	0.032471408616991965	0.05544835693451049	0.0375	0.05	0.020833333333333332	0.021666666666666667	0.015207912321610909	0.001683529753466037	76.0	60.0
320	1.0	1.5	independent	treatment_policy	1200	1200	1.0	56	0.04666666666666667	0.03611089196253996	0.060115615250606366	0.0375	0.0575	0.024166666666666666	0.0225	0.009637731822806486	0.0010258968381069056	90.0	60.0
320	1.0	1.5	joint_score_progression_risk	censor_at_switch	1200	1200	1.0	135	0.1125	0.09584432365090222	0.13162870181621736	0.0925	0.14	0.0033333333333333335	0.10916666666666666	-0.7420320299060192	-0.09090721288771392	69.0	61.0
320	1.0	1.5	joint_score_progression_risk	treatment_policy	1200	1200	1.0	115	0.09583333333333334	0.08044486097890009	0.11380119784164396	0.0775	0.11	0.0875	0.008333333333333333	0.5174015869914705	0.054126835026278894	92.0	61.0
320	1.0	1.5	none	censor_at_switch	1200	1200	1.0	56	0.04666666666666667	0.03611089196253996	0.060115615250606366	0.0375	0.055	0.0225	0.024166666666666666	0.027204331374458497	0.002921734078750078	86.5	0.0
320	1.0	1.5	none	treatment_policy	1200	1200	1.0	56	0.04666666666666667	0.03611089196253996	0.060115615250606366	0.0375	0.055	0.0225	0.024166666666666666	0.027204331374458497	0.002921734078750078	86.5	0.0
320	1.0	1.5	progression_risk_dependent	censor_at_switch	1200	1200	1.0	53	0.04416666666666667	0.03392392584061023	0.05731853637554976	0.0425	0.045	0.024166666666666666	0.02	0.025048368054451653	0.003072751293790015	70.0	57.0
320	1.0	1.5	progression_risk_dependent	treatment_policy	1200	1200	1.0	44	0.03666666666666667	0.027426059843153	0.048864267382048014	0.025	0.045	0.020833333333333332	0.015833333333333335	0.031245541062612174	0.003126185800555881	91.0	57.0
320	1.0	1.5	score_dependent	censor_at_switch	1200	1200	1.0	68	0.056666666666666664	0.044944448197728686	0.07121823900336294	0.045	0.065	0.025	0.03166666666666667	0.002344318155447355	0.0002903601256526956	76.0	61.0
320	1.0	1.5	score_dependent	treatment_policy	1200	1200	1.0	70	0.058333333333333334	0.0464284241141606	0.07305695975158857	0.05	0.0725	0.04666666666666667	0.011666666666666667	0.3165187482080027	0.033664458854391274	91.0	61.0
320	1.7	0.5	independent	censor_at_switch	1200	1200	1.0	1116	0.93	0.9141497179013733	0.9431060215802747	0.925	0.9325	0.93	0.0	3.3866596338680504	0.3950227694451036	77.0	61.0
320	1.7	0.5	independent	treatment_policy	1200	1200	1.0	1133	0.9441666666666667	0.9297022795287673	0.9557963816024699	0.9375	0.955	0.9441666666666667	0.0	3.5208965404870556	0.39164985569594724	82.0	61.0
320	1.7	0.5	joint_score_progression_risk	censor_at_switch	1200	1200	1.0	786	0.655	0.6276477889931396	0.6813630008200127	0.62	0.69	0.655	0.0	2.3273543797086624	0.30407270904227374	65.0	58.0
320	1.7	0.5	joint_score_progression_risk	treatment_policy	1200	1200	1.0	1004	0.8366666666666667	0.8146825068843054	0.8565022193765196	0.8325	0.84	0.8366666666666667	0.0	2.9198877463506983	0.33161649900678025	78.0	58.0
320	1.7	0.5	none	censor_at_switch	1200	1200	1.0	1154	0.9616666666666667	0.9492480348033656	0.9711389413067757	0.9425	0.9725	0.9616666666666667	0.0	3.662827201692801	0.4000742783297735	86.0	0.0
320	1.7	0.5	none	treatment_policy	1200	1200	1.0	1154	0.9616666666666667	0.9492480348033656	0.9711389413067757	0.9425	0.9725	0.9616666666666667	0.0	3.662827201692801	0.4000742783297735	86.0	0.0
320	1.7	0.5	progression_risk_dependent	censor_at_switch	1200	1200	1.0	1113	0.9275	0.911424091414884	0.9408476030697775	0.9125	0.9525	0.9275	0.0	3.4087832812415075	0.4132831571809069	71.0	57.0
320	1.7	0.5	progression_risk_dependent	treatment_policy	1200	1200	1.0	1148	0.9566666666666667	0.9436159878608664	0.9668028982553022	0.9475	0.975	0.9566666666666667	0.0	3.6221631815606408	0.40606970136766	80.0	57.0
320	1.7	0.5	score_dependent	censor_at_switch	1200	1200	1.0	1048	0.8733333333333333	0.8533161190293275	0.8909679338539636	0.8475	0.9025	0.8733333333333333	0.0	3.0991403655149132	0.3819926627113124	72.0	58.0
320	1.7	0.5	score_dependent	treatment_policy	1200	1200	1.0	1036	0.8633333333333333	0.842735654201061	0.8816122186942849	0.835	0.8925	0.8633333333333333	0.0	3.0063708829971083	0.3359082539889084	81.0	58.0
320	1.7	1.0	independent	censor_at_switch	1200	1200	1.0	1109	0.9241666666666667	0.9077976336455506	0.9378286675097959	0.915	0.9375	0.9241666666666667	0.0	3.517230715564024	0.40597576343474756	76.0	61.0
320	1.7	1.0	independent	treatment_policy	1200	1200	1.0	1139	0.9491666666666667	0.9352426635533437	0.9602240875718662	0.9425	0.9575	0.9491666666666667	0.0	3.6576273874159093	0.39970288754923144	86.0	61.0
320	1.7	1.0	joint_score_progression_risk	censor_at_switch	1200	1200	1.0	779	0.6491666666666667	0.6217282066677037	0.675653144819147	0.64	0.655	0.6491666666666667	0.0	2.358920036067214	0.3050146117667108	65.0	58.0
320	1.7	1.0	joint_score_progression_risk	treatment_policy	1200	1200	1.0	1145	0.9541666666666667	0.9408156899571744	0.964619151162008	0.945	0.96	0.9541666666666667	0.0	3.6538156870554843	0.40250890587240346	86.0	58.0
320	1.7	1.0	none	censor_at_switch	1200	1200	1.0	1145	0.9541666666666667	0.9408156899571744	0.964619151162008	0.9325	0.9725	0.9541666666666667	0.0	3.633524135724091	0.39707325974788377	86.0	0.0
320	1.7	1.0	none	treatment_policy	1200	1200	1.0	1145	0.9541666666666667	0.9408156899571744	0.964619151162008	0.9325	0.9725	0.9541666666666667	0.0	3.633524135724091	0.39707325974788377	86.0	0.0
320	1.7	1.0	progression_risk_dependent	censor_at_switch	1200	1200	1.0	1130	0.9416666666666667	0.9269430402484113	0.9535715758858394	0.925	0.955	0.9416666666666667	0.0	3.43092482709057	0.41413483266156703	72.0	57.0
320	1.7	1.0	progression_risk_dependent	treatment_policy	1200	1200	1.0	1153	0.9608333333333333	0.9483062230574887	0.970419404720324	0.9475	0.9775	0.9608333333333333	0.0	3.6712332475880785	0.4005980664596931	86.0	57.0
320	1.7	1.0	score_dependent	censor_at_switch	1200	1200	1.0	1062	0.885	0.8657084255674209	0.9018345039684731	0.8575	0.9275	0.885	0.0	3.0915980688051974	0.3772248907063691	72.0	58.0
320	1.7	1.0	score_dependent	treatment_policy	1200	1200	1.0	1148	0.9566666666666667	0.9436159878608664	0.9668028982553022	0.95	0.9625	0.9566666666666667	0.0	3.59482079265886	0.3914326335898022	87.0	58.0
320	1.7	1.5	independent	censor_at_switch	1200	1200	1.0	1132	0.9433333333333334	0.928781760996637	0.9550555518022713	0.9375	0.95	0.9433333333333334	0.0	3.428783717992473	0.4000746644294563	76.0	60.0
320	1.7	1.5	independent	treatment_policy	1200	1200	1.0	1158	0.965	0.9530291568689337	0.9740032125705227	0.9525	0.975	0.965	0.0	3.6985505059963524	0.3927607104056873	90.0	60.0
320	1.7	1.5	joint_score_progression_risk	censor_at_switch	1200	1200	1.0	766	0.6383333333333333	0.6107463472724182	0.6650374758941584	0.605	0.6625	0.6383333333333333	0.0	2.3298049452734846	0.3010832435979469	65.0	58.0
320	1.7	1.5	joint_score_progression_risk	treatment_policy	1200	1200	1.0	1180	0.9833333333333333	0.974396714790915	0.9891853179597744	0.98	0.985	0.9833333333333333	0.0	4.065512011124399	0.4305728283535518	92.0	58.0
320	1.7	1.5	none	censor_at_switch	1200	1200	1.0	1136	0.9466666666666667	0.9324686636941517	0.9580140424340717	0.94	0.955	0.9466666666666667	0.0	3.672290628894217	0.39931628777717687	86.0	0.0
320	1.7	1.5	none	treatment_policy	1200	1200	1.0	1136	0.9466666666666667	0.9324686636941517	0.9580140424340717	0.94	0.955	0.9466666666666667	0.0	3.672290628894217	0.39931628777717687	86.0	0.0
320	1.7	1.5	progression_risk_dependent	censor_at_switch	1200	1200	1.0	1130	0.9416666666666667	0.9269430402484113	0.9535715758858394	0.9225	0.9575	0.9416666666666667	0.0	3.3904887604064857	0.4116373248155621	71.0	56.0
320	1.7	1.5	progression_risk_dependent	treatment_policy	1200	1200	1.0	1155	0.9625	0.9501911905534889	0.9718571338889813	0.95	0.9825	0.9625	0.0	3.6771300775785267	0.3936453852430061	90.0	56.0
320	1.7	1.5	score_dependent	censor_at_switch	1200	1200	1.0	1070	0.8916666666666667	0.8728156133744084	0.9080181028201159	0.8825	0.9	0.8916666666666667	0.0	3.1153841187856974	0.382448053625271	73.0	58.0
320	1.7	1.5	score_dependent	treatment_policy	1200	1200	1.0	1173	0.9775	0.9674613844297888	0.9844912099945993	0.97	0.985	0.9775	0.0	4.030920023995021	0.43099635815024223	91.0	58.0
