contrast	module	omitted_donor	estimate	same_sign_as_full
brl_vs_active	receptor_cd44_cxcr4	MS4	-0.15521612076578384	True
brl_vs_active	receptor_cd44_cxcr4	MS9	-0.2559519721405232	True
brl_vs_active	receptor_cd44_cxcr4	MS1	-0.3494204849196672	True
brl_vs_active	receptor_cd44_cxcr4	MS13	-0.1648474216677725	True
brl_vs_active	receptor_cd44_cxcr4	MS27	-0.3253082805403495	True
brl_vs_active	receptor_cd44_cxcr4	MS28	-0.2764836430392668	True
brl_vs_active	receptor_cd44_cxcr4	MS8	-0.17074903485416298	True
brl_vs_active	hla_regulatory	MS16	-0.1671279832527477	True
brl_vs_active	hla_regulatory	MS17	-0.14298469525995	True
brl_vs_active	hla_regulatory	MS21	-0.4765991981234137	True
brl_vs_active	hla_regulatory	MS3	-0.10438482008403865	True
brl_vs_active	hla_regulatory	MS4	-0.0962381283939289	True
brl_vs_active	hla_regulatory	MS9	0.1026823440696199	False
brl_vs_active	hla_regulatory	MS1	-0.043889577234506975	True
brl_vs_active	hla_regulatory	MS13	-0.13836317259492922	True
brl_vs_active	hla_regulatory	MS27	-0.17661635632134623	True
brl_vs_active	hla_regulatory	MS28	-0.20640340322434048	True
brl_vs_active	hla_regulatory	MS8	-0.17193789149525968	True
brl_vs_active	mif_ligand	MS16	0.0044712705972081435	False
brl_vs_active	mif_ligand	MS17	-0.023993975210162055	True
brl_vs_active	mif_ligand	MS21	0.28302860779023764	False
brl_vs_active	mif_ligand	MS3	-0.227759809997373	True
brl_vs_active	mif_ligand	MS4	-0.02908935133041271	True
brl_vs_active	mif_ligand	MS9	-0.11104467306630966	True
brl_vs_active	mif_ligand	MS1	0.10294529018993119	False
brl_vs_active	mif_ligand	MS13	-0.06632715794549196	True
brl_vs_active	mif_ligand	MS27	0.04369196891298957	False
brl_vs_active	mif_ligand	MS28	-0.03374553489982171	True
brl_vs_active	mif_ligand	MS8	-0.13355450893828355	True
brl_vs_active	lysosomal_unique	MS16	-0.6731285140537175	True
brl_vs_active	lysosomal_unique	MS17	-0.6719246108927384	True
brl_vs_active	lysosomal_unique	MS21	-0.6703247730703252	True
brl_vs_active	lysosomal_unique	MS3	-0.6518076883630778	True
brl_vs_active	lysosomal_unique	MS4	-0.5445231964885883	True
brl_vs_active	lysosomal_unique	MS9	-0.6558232832686135	True
brl_vs_active	lysosomal_unique	MS1	-0.6035443879627357	True
brl_vs_active	lysosomal_unique	MS13	-0.7112012500214788	True
brl_vs_active	lysosomal_unique	MS27	-0.6315831387633917	True
brl_vs_active	lysosomal_unique	MS28	-0.5359160690856858	True
brl_vs_active	lysosomal_unique	MS8	-0.7406985426142587	True
brl_vs_active	oxphos	MS16	-0.11531279890983243	True
brl_vs_active	oxphos	MS17	-0.21378083195217779	True
brl_vs_active	oxphos	MS21	-0.3094078509127812	True
brl_vs_active	oxphos	MS3	-0.15363897292496276	True
brl_vs_active	oxphos	MS4	-0.0942121362918513	True
brl_vs_active	oxphos	MS9	-0.14079938066340247	True
brl_vs_active	oxphos	MS1	-0.2095797499162447	True
brl_vs_active	oxphos	MS13	-0.1729733382546403	True
brl_vs_active	oxphos	MS27	-0.11985792465360753	True
brl_vs_active	oxphos	MS28	-0.15073675331449077	True
brl_vs_active	oxphos	MS8	-0.20281221024019003	True
brl_vs_active	lipid_repair	MS16	-0.44548862843549475	True
brl_vs_active	lipid_repair	MS17	-0.6027022051916886	True
brl_vs_active	lipid_repair	MS21	-0.5834068084519914	True
brl_vs_active	lipid_repair	MS3	-0.571861744565446	True
brl_vs_active	lipid_repair	MS4	-0.5337277956865885	True
brl_vs_active	lipid_repair	MS9	-0.5151537363597315	True
brl_vs_active	lipid_repair	MS1	-0.5075847487048027	True
brl_vs_active	lipid_repair	MS13	-0.5867343874067157	True
brl_vs_active	lipid_repair	MS27	-0.5493644302281386	True
brl_vs_active	lipid_repair	MS28	-0.4749455386614966	True
brl_vs_active	lipid_repair	MS8	-0.5916549939079636	True
brl_vs_active	resolution_efferocytosis_proxy	MS16	0.029630279046379382	False
brl_vs_active	resolution_efferocytosis_proxy	MS17	-0.02771444391322231	True
brl_vs_active	resolution_efferocytosis_proxy	MS21	-0.017669908403531775	True
brl_vs_active	resolution_efferocytosis_proxy	MS3	-0.020788989644301176	True
brl_vs_active	resolution_efferocytosis_proxy	MS4	-0.09601177580403596	True
brl_vs_active	resolution_efferocytosis_proxy	MS9	0.009676900231188168	False
brl_vs_active	resolution_efferocytosis_proxy	MS1	0.038510463609736006	False
brl_vs_active	resolution_efferocytosis_proxy	MS13	-0.05738813184011801	True
brl_vs_active	resolution_efferocytosis_proxy	MS27	-0.05445864789949664	True
brl_vs_active	resolution_efferocytosis_proxy	MS28	-0.03446634224797765	True
brl_vs_active	resolution_efferocytosis_proxy	MS8	0.005404376304919883	False
brl_vs_active	mocci_inflammatory_switch	MS16	-0.019961285922172778	False
brl_vs_active	mocci_inflammatory_switch	MS17	0.3115413830217859	True
brl_vs_active	mocci_inflammatory_switch	MS21	0.09702704249229077	True
brl_vs_active	mocci_inflammatory_switch	MS3	0.07713719722010548	True
brl_vs_active	mocci_inflammatory_switch	MS4	0.039343158297262426	True
brl_vs_active	mocci_inflammatory_switch	MS9	0.18348392413781223	True
brl_vs_active	mocci_inflammatory_switch	MS1	0.6095480072736107	True
brl_vs_active	mocci_inflammatory_switch	MS13	-0.05009336230879213	False
brl_vs_active	mocci_inflammatory_switch	MS27	0.05103990384557433	True
brl_vs_active	mocci_inflammatory_switch	MS28	0.100540033585243	True
brl_vs_active	mocci_inflammatory_switch	MS8	-0.13722506635639942	False
post_result_common_slide_brl_vs_mixed	receptor_cd44_cxcr4	MS2	1.6101706050108548	True
post_result_common_slide_brl_vs_mixed	receptor_cd44_cxcr4	MS21	0.9367388177706046	True
post_result_common_slide_brl_vs_mixed	receptor_cd44_cxcr4	MS4	1.4536411880348323	True
post_result_common_slide_brl_vs_mixed	receptor_cd44_cxcr4	MS5	1.2391214657834122	True
post_result_common_slide_brl_vs_mixed	receptor_cd44_cxcr4	MS1	1.265578902592901	True
post_result_common_slide_brl_vs_mixed	receptor_cd44_cxcr4	MS19	1.2196113810347469	True
post_result_common_slide_brl_vs_mixed	receptor_cd44_cxcr4	MS25	1.3484344486023507	True
post_result_common_slide_brl_vs_mixed	receptor_cd44_cxcr4	MS26	1.2927739877935935	True
post_result_common_slide_brl_vs_mixed	receptor_cd44_cxcr4	MS27	1.3334474339542832	True
post_result_common_slide_brl_vs_mixed	receptor_cd44_cxcr4	MS28	1.3996619609216803	True
post_result_common_slide_brl_vs_mixed	hla_regulatory	MS2	0.13566072765011766	True
post_result_common_slide_brl_vs_mixed	hla_regulatory	MS21	-0.36886701046129255	False
post_result_common_slide_brl_vs_mixed	hla_regulatory	MS4	0.2650681057545154	True
post_result_common_slide_brl_vs_mixed	hla_regulatory	MS5	0.26636215860220397	True
post_result_common_slide_brl_vs_mixed	hla_regulatory	MS1	0.04171462898798872	True
post_result_common_slide_brl_vs_mixed	hla_regulatory	MS19	0.11992799093264239	True
post_result_common_slide_brl_vs_mixed	hla_regulatory	MS25	-0.13537846249545554	False
post_result_common_slide_brl_vs_mixed	hla_regulatory	MS26	0.08616437871597066	True
post_result_common_slide_brl_vs_mixed	hla_regulatory	MS27	0.07880841552121373	True
post_result_common_slide_brl_vs_mixed	hla_regulatory	MS28	0.2560990206559567	True
post_result_common_slide_brl_vs_mixed	mif_ligand	MS2	0.6701740709893566	True
post_result_common_slide_brl_vs_mixed	mif_ligand	MS21	1.087285338454348	True
post_result_common_slide_brl_vs_mixed	mif_ligand	MS4	0.5670887399199308	True
post_result_common_slide_brl_vs_mixed	mif_ligand	MS5	0.3779743219453676	True
post_result_common_slide_brl_vs_mixed	mif_ligand	MS1	0.7567273111081494	True
post_result_common_slide_brl_vs_mixed	mif_ligand	MS19	0.6852830677252439	True
post_result_common_slide_brl_vs_mixed	mif_ligand	MS25	0.5022996898871901	True
post_result_common_slide_brl_vs_mixed	mif_ligand	MS26	0.6409365044053418	True
post_result_common_slide_brl_vs_mixed	mif_ligand	MS27	0.5825703495900871	True
post_result_common_slide_brl_vs_mixed	mif_ligand	MS28	0.885966784247492	True
post_result_common_slide_brl_vs_mixed	lysosomal_unique	MS2	0.6828785846301931	True
post_result_common_slide_brl_vs_mixed	lysosomal_unique	MS21	0.6657986563788795	True
post_result_common_slide_brl_vs_mixed	lysosomal_unique	MS4	0.8754679506817744	True
post_result_common_slide_brl_vs_mixed	lysosomal_unique	MS5	0.7350083749180906	True
post_result_common_slide_brl_vs_mixed	lysosomal_unique	MS1	0.7406261988508691	True
post_result_common_slide_brl_vs_mixed	lysosomal_unique	MS19	0.6934675755943245	True
post_result_common_slide_brl_vs_mixed	lysosomal_unique	MS25	0.7563301776719007	True
post_result_common_slide_brl_vs_mixed	lysosomal_unique	MS26	0.6413686066219304	True
post_result_common_slide_brl_vs_mixed	lysosomal_unique	MS27	0.8392364378882529	True
post_result_common_slide_brl_vs_mixed	lysosomal_unique	MS28	0.7677013532861283	True
post_result_common_slide_brl_vs_mixed	oxphos	MS2	-0.0007760596594381293	True
post_result_common_slide_brl_vs_mixed	oxphos	MS21	-0.24689660678614445	True
post_result_common_slide_brl_vs_mixed	oxphos	MS4	0.11176291758207209	False
post_result_common_slide_brl_vs_mixed	oxphos	MS5	-0.01673193511206715	True
post_result_common_slide_brl_vs_mixed	oxphos	MS1	-0.0885264744936923	True
post_result_common_slide_brl_vs_mixed	oxphos	MS19	-0.03974353602189943	True
post_result_common_slide_brl_vs_mixed	oxphos	MS25	-0.041217681118530185	True
post_result_common_slide_brl_vs_mixed	oxphos	MS26	-0.042421639439344384	True
post_result_common_slide_brl_vs_mixed	oxphos	MS27	-0.007097799790729831	True
post_result_common_slide_brl_vs_mixed	oxphos	MS28	-0.009955395099170341	True
post_result_common_slide_brl_vs_mixed	lipid_repair	MS2	0.09929123006153964	True
post_result_common_slide_brl_vs_mixed	lipid_repair	MS21	0.27988569850628475	True
post_result_common_slide_brl_vs_mixed	lipid_repair	MS4	0.3626840531152899	True
post_result_common_slide_brl_vs_mixed	lipid_repair	MS5	0.44514260531593	True
post_result_common_slide_brl_vs_mixed	lipid_repair	MS1	0.40116974584838794	True
post_result_common_slide_brl_vs_mixed	lipid_repair	MS19	0.28728818153457114	True
post_result_common_slide_brl_vs_mixed	lipid_repair	MS25	0.186739390532629	True
post_result_common_slide_brl_vs_mixed	lipid_repair	MS26	0.17551848316173668	True
post_result_common_slide_brl_vs_mixed	lipid_repair	MS27	0.3612221803698566	True
post_result_common_slide_brl_vs_mixed	lipid_repair	MS28	0.368567399051385	True
post_result_common_slide_brl_vs_mixed	resolution_efferocytosis_proxy	MS2	0.5296220877014672	True
post_result_common_slide_brl_vs_mixed	resolution_efferocytosis_proxy	MS21	0.5550401732947607	True
post_result_common_slide_brl_vs_mixed	resolution_efferocytosis_proxy	MS4	0.4244703942939205	True
post_result_common_slide_brl_vs_mixed	resolution_efferocytosis_proxy	MS5	0.6361766441647916	True
post_result_common_slide_brl_vs_mixed	resolution_efferocytosis_proxy	MS1	0.5531900482487531	True
post_result_common_slide_brl_vs_mixed	resolution_efferocytosis_proxy	MS19	0.5427352686816259	True
post_result_common_slide_brl_vs_mixed	resolution_efferocytosis_proxy	MS25	0.48861577999392775	True
post_result_common_slide_brl_vs_mixed	resolution_efferocytosis_proxy	MS26	0.5153055032649317	True
post_result_common_slide_brl_vs_mixed	resolution_efferocytosis_proxy	MS27	0.5342346321375605	True
post_result_common_slide_brl_vs_mixed	resolution_efferocytosis_proxy	MS28	0.5838827168556113	True
post_result_common_slide_brl_vs_mixed	mocci_inflammatory_switch	MS2	1.084346143528496	True
post_result_common_slide_brl_vs_mixed	mocci_inflammatory_switch	MS21	1.580422910807424	True
post_result_common_slide_brl_vs_mixed	mocci_inflammatory_switch	MS4	1.4842831038157098	True
post_result_common_slide_brl_vs_mixed	mocci_inflammatory_switch	MS5	1.8725414203310469	True
post_result_common_slide_brl_vs_mixed	mocci_inflammatory_switch	MS1	1.9625349832163321	True
post_result_common_slide_brl_vs_mixed	mocci_inflammatory_switch	MS19	1.6374601202677768	True
post_result_common_slide_brl_vs_mixed	mocci_inflammatory_switch	MS25	1.4712050340916942	True
post_result_common_slide_brl_vs_mixed	mocci_inflammatory_switch	MS26	1.5149713734802366	True
post_result_common_slide_brl_vs_mixed	mocci_inflammatory_switch	MS27	1.241030860454424	True
post_result_common_slide_brl_vs_mixed	mocci_inflammatory_switch	MS28	1.2051879962135508	True
