gene	n_contexts_compared	c15_trend_contexts_tested	c15_trend_positive_context_count	c15_trend_positive_disease_count	c15_trend_negative_context_count	c15_strict_positive_context_count	c15_strict_positive_disease_count	c15_myeloid_positive_context_count	c15_state_pearson_r	c15_state_pearson_p	c15_state_spearman_r	c15_state_spearman_p	best_c15_context_delta	best_c15_context	positive_c15_contexts	negative_c15_contexts	contrast_state_score
AC100791.2	1	0	0	0	0	0	0	0									0.0
AC120024.1	4	0	0	0	0	0	0	0	-0.2274350584848675	0.7725649415151326	-0.7999999999999999	0.2000000000000001					-0.454870116969735
NPTX1	13	4	0	0	0	0	0	0	0.49937105817240546	0.08231089915034734	0.4835164835164835	0.09413469259693931					0.9987421163448109
AC127496.2	2	0	0	0	0	0	0	0									0.0
TMEM105	6	1	1	1	0	0	0	0	0.09050177347858523	0.8646179703828983	0.028571428571428574	0.9571545189504373	0.8484082323980289	t1d_ductal_cell	t1d_ductal_cell		1.1810035469571705
AC110285.1	6	0	0	0	0	0	0	0	-0.4610186407370315	0.35746407195684826	-0.6	0.208					-0.922037281474063
AC110285.5	7	0	0	0	0	0	0	0	-0.858328645843678	0.01342381470185149	-0.9642857142857145	0.0004541491691941692					-1.716657291687356
AC110285.2	7	0	0	0	0	0	0	0	-0.48609589397709024	0.26871330389022774	-0.10714285714285716	0.8191508555699912					-0.9721917879541805
AC139149.1	2	0	0	0	0	0	0	0									0.0
FSCN2	10	4	0	0	0	0	0	0	0.5088498988597149	0.1330903990237005	0.6121212121212121	0.05997214247725529					1.0176997977194298
AC139530.3	3	0	0	0	0	0	0	0									0.0
GCGR	7	3	0	0	1	0	0	0	-0.1721653657485028	0.712035348295296	-0.21428571428571433	0.6445115810207203				t1d_acinar_cell	-1.8443307314970057
PPP1R27	13	5	0	0	0	0	0	0	0.29010217322727433	0.33631019326862005	0.34615384615384615	0.24662526251007164					0.5802043464545487
AC145207.6	4	0	0	0	0	0	0	0	-0.3089056160999223	0.6910943839000776	-0.316227766016838	0.683772233983162					-0.6178112321998446
NPB	13	4	0	0	0	0	0	0	0.17082990691643968	0.5768423886437744	0.26373626373626374	0.3839365166506742					0.34165981383287936
AC145207.8	4	0	0	0	0	0	0	0	0.14439264276572272	0.8556073572342773	0.0	1.0					0.28878528553144545
AC145207.4	1	0	0	0	0	0	0	0									0.0
MYADML2	4	0	0	0	0	0	0	0	0.40951320158646887	0.5904867984135311	0.19999999999999998	0.8					0.8190264031729377
NOTUM	12	2	0	0	0	0	0	0	0.3867566202214961	0.2142533730359571	0.23076923076923078	0.470531995381542					0.7735132404429922
RAC3	15	5	1	1	0	1	1	0	0.2440687674578738	0.3806850079229079	0.07857142857142857	0.7807545523090464	1.7939705470803426	t1d_endothelial_cell	t1d_endothelial_cell		2.9881375349157477
AC137723.1	4	0	0	0	0	0	0	0	0.5740374334524785	0.4259625665475215	0.7999999999999999	0.2000000000000001					1.148074866904957
AC129510.2	3	0	0	0	0	0	0	0									0.0
AC132938.1	3	0	0	0	0	0	0	0									0.0
AC132938.3	3	0	0	0	0	0	0	0									0.0
AC124283.2	1	0	0	0	0	0	0	0									0.0
TUBB8P12	1	0	0	0	0	0	0	0									0.0
CLUL1	11	3	0	0	1	0	0	0	-0.07983758575864867	0.8154970492797741	-0.1272727272727273	0.709214625773305				t1d_acinar_cell	-1.6596751715172973
AP001178.3	2	0	0	0	0	0	0	0									0.0
AP000894.4	6	0	0	0	0	0	0	0	-0.10735178618633517	0.8395909035047758	-0.2571428571428572	0.6227871720116619					-0.21470357237267035
AP005328.2	2	0	0	0	0	0	0	0									0.0
AP005329.2	5	0	0	0	0	0	0	0	0.29148655979854365	0.6341923908904618	0.09999999999999999	0.8728885715695384					0.5829731195970873
DLGAP1	12	3	0	0	0	0	0	0	0.22658814540764732	0.47883207882481393	0.16083916083916086	0.6175234895401425					0.45317629081529465
AP002478.1	5	0	0	0	0	0	0	0	-0.048288887531057985	0.9385405818276051	-0.09999999999999999	0.8728885715695384					-0.09657777506211597
DLGAP1-AS5	7	2	0	0	0	0	0	0	0.3734527623150858	0.4092765412062758	0.39285714285714296	0.3833168704269725					0.7469055246301716
ARHGAP28	14	4	1	1	2	1	1	0	0.0816946625984613	0.7812903197225227	0.221978021978022	0.445629657953609	1.1303907765321206	t1d_stellate_cell	t1d_stellate_cell	t1d_ductal_cell;t1d_acinar_cell	-0.33661067480307727
AP001033.1	6	0	0	0	0	0	0	0	-0.46452226087223275	0.35333413161646554	-0.3142857142857143	0.5440932944606415					-0.9290445217444655
PPP4R1-AS1	10	3	0	0	0	0	0	0	0.2991790105636218	0.4010459160232509	0.29696969696969694	0.40470167127015694					0.5983580211272436
CHMP1B-AS1	9	3	1	1	0	0	0	0	0.712080950716622	0.03138552430685391	0.7833333333333333	0.012519873019449885	0.8086646112020804	t1d_ductal_cell	t1d_ductal_cell		2.4241619014332443
AP005137.2	2	0	0	0	0	0	0	0									0.0
AP001269.4	4	0	0	0	0	0	0	0	-0.6257114320315382	0.37428856796846177	-0.7999999999999999	0.2000000000000001					-1.2514228640630765
AP001269.1	1	0	0	0	0	0	0	0									0.0
AP001542.3	4	0	0	0	0	0	0	0	0.4657055264667864	0.5342944735332136	0.39999999999999997	0.6					0.9314110529335728
ANKRD62	12	4	0	0	1	0	0	0	0.46468344697716957	0.12800115452935795	0.3356643356643357	0.28612290291498743				t1d_acinar_cell	-0.5706331060456609
AP005482.1	5	0	0	0	0	0	0	0	-0.3720947019330535	0.5374059034913546	0.09999999999999999	0.8728885715695384					-0.744189403866107
LDLRAD4-AS1	3	0	0	0	0	0	0	0									0.0
AP001010.1	3	0	0	0	0	0	0	0									0.0
POTEC	4	0	0	0	0	0	0	0	-0.6041285958368419	0.39587140416315814	-0.7999999999999999	0.2000000000000001					-1.2082571916736837
ANKRD30B	10	3	0	0	0	0	0	0	0.3610031664809518	0.3054234736407262	0.13939393939393938	0.7009318849100583					0.7220063329619036
AP006565.1	2	0	0	0	0	0	0	0									0.0
GREB1L	14	4	0	0	0	0	0	0	0.10919876341301049	0.7101870116481938	-0.002197802197802198	0.9940505286658997					0.21839752682602098
AC106037.2	5	0	0	0	0	0	0	0	-0.637516380771522	0.24723762149499018	-0.49999999999999994	0.3910022189557703					-1.275032761543044
GATA6-AS1	11	4	0	0	0	0	0	0	0.42890251126050616	0.18807542167692484	0.4090909090909091	0.211545010342096					0.8578050225210123
LAMA3	15	5	1	1	0	1	1	0	-0.045452336928466106	0.8722147001925346	-0.075	0.7905107941552678	0.7330874959547747	t1d_stellate_cell	t1d_stellate_cell		2.409095326143068
CABYR	15	5	0	0	0	0	0	0	-0.09074449195836073	0.7477358958427073	-0.014285714285714282	0.9596997645989475					-0.18148898391672147
AQP4-AS1	9	1	0	0	0	0	0	0	-0.1963542293251584	0.6126204656958595	-0.15062893357603013	0.6988841292948215					-0.3927084586503168
PCAT18	5	1	0	0	0	0	0	0	-0.4485406875367504	0.4486740979989714	-0.49999999999999994	0.3910022189557703					-0.8970813750735008
CHST9	13	5	0	0	0	0	0	0	-0.04028600405902602	0.8960374361862161	0.024759308154632828	0.9360090189501213					-0.08057200811805204
DSC3	9	2	0	0	0	0	0	0	0.4899927039964491	0.18056744678188733	0.5166666666666667	0.15439012098622507					0.9799854079928982
DSCAS	9	2	0	0	0	0	0	0	-0.12472199150052296	0.7491890864059718	0.049999999999999996	0.8983528043506303					-0.24944398300104592
DSG1-AS1	5	0	0	0	0	0	0	0	0.003308993177143088	0.9957868667222014	0.3	0.623837664781073					0.006617986354286176
DSG4	4	0	0	0	0	0	0	0	0.281210203334774	0.7187897966652259	0.6000000000000001	0.4					0.562420406669548
DSG3	9	2	0	0	0	0	0	0	-0.36917725499894705	0.32818442723731805	-0.41666666666666663	0.26458604674749636					-0.7383545099978941
DSG2-AS1	8	1	0	0	0	0	0	0	-0.4089321137359617	0.3144437980863872	-0.4047619047619048	0.3198886412288164					-0.8178642274719234
TTR	15	5	0	0	0	0	0	0	0.006590733020406553	0.981401957561271	0.1714285714285714	0.5412721760996332					0.013181466040813106
MEP1B	7	0	0	0	0	0	0	0	0.3131002456302252	0.49413047741570876	0.4642857142857144	0.29393410760025185					0.6262004912604504
ASXL3	14	4	0	0	0	0	0	0	0.19872348321092942	0.4958250543789807	0.21318681318681318	0.46430282003974443					0.39744696642185884
NOL4	11	4	0	0	2	0	0	0	-0.05112644350518399	0.8813292190816561	-0.07272727272727274	0.831716405381337				t1d_ductal_cell;t1d_stellate_cell	-3.102252887010368
AC104985.2	1	0	0	0	0	0	0	0									0.0
FHOD3	14	4	0	0	1	0	0	0	0.5303078939944545	0.05108470460572294	0.6351648351648352	0.014657881327289134				t1d_acinar_cell	-0.4393842120110909
CELF4	14	4	0	0	0	0	0	0	0.1919440361688498	0.5109330368009728	0.23076923076923075	0.4273358616774502					0.3838880723376996
SYT4	8	4	0	0	3	0	0	0	-0.1513294349682524	0.7205594665531715	-0.04761904761904763	0.9108491685195836				t1d_ductal_cell;t1d_acinar_cell;t1d_stellate_cell	-4.802658869936505
SLC14A2	14	4	3	1	0	2	1	0	0.6493022812527034	0.011976732650077431	0.389010989010989	0.16921738979769022	1.3964994565568116	t1d_stellate_cell	t1d_ductal_cell;t1d_stellate_cell;t1d_endothelial_cell		5.798604562505407
ST8SIA5	13	4	0	0	0	0	0	0	0.1468536715703794	0.6321188403341513	0.22283377339169547	0.4643133492111078					0.2937073431407588
ZBTB7C	15	5	0	0	1	0	0	0	0.28029917909987	0.31159165215894546	0.3178571428571428	0.24829056581701822				t1d_acinar_cell	-0.93940164180026
CFAP53	14	4	3	1	0	2	1	0	0.579144234702609	0.029987207148902927	0.3142857142857143	0.27380490296286775	1.8665515349641484	t1d_ductal_cell	t1d_ductal_cell;t1d_stellate_cell;t1d_endothelial_cell		5.658288469405218
AC105227.1	1	0	0	0	0	0	0	0									0.0
DCC	10	1	0	0	0	0	0	0	-0.08234181465835694	0.8210935836870936	-0.16363636363636364	0.6514773427962428					-0.16468362931671388
ONECUT2	12	4	0	0	0	0	0	0	0.5905311056740483	0.043212913057493724	0.6503496503496504	0.022034190932365322					1.1810622113480966
SERPINB5	9	2	0	0	1	0	0	0	0.01585515259847914	0.9677069140310932	0.13333333333333333	0.7323675052362973				t1d_ductal_cell	-1.4682896948030417
SERPINB4	6	1	0	0	0	0	0	0	-0.7428713515253644	0.0906726642636819	-0.7142857142857143	0.11078717201166179					-1.4857427030507289
SERPINB3	6	0	0	0	0	0	0	0	-0.8322879882873454	0.03983233369294606	-0.6	0.208					-1.6645759765746908
SERPINB7	9	2	0	0	0	0	0	0	0.2373963961103755	0.5385207349909852	0.16666666666666669	0.668231040071504					0.474792792220751
CDH7	4	0	0	0	0	0	0	0	0.2485718342407789	0.7514281657592212	-0.19999999999999998	0.8					0.4971436684815578
LIVAR	4	0	0	0	0	0	0	0	-0.3030345985724301	0.6969654014275699	-0.7999999999999999	0.2000000000000001					-0.6060691971448602
FBXO15	10	2	1	1	0	0	0	0	0.3836671202575125	0.27374059239074333	0.19999999999999998	0.5795840000000001	0.9621284785600336	t1d_ductal_cell	t1d_ductal_cell		1.767334240515025
CNDP1	12	4	0	0	0	0	0	0	0.4337889895307156	0.15886775646803603	0.3076923076923077	0.33058925941210965					0.8675779790614312
GALR1	9	2	0	0	0	0	0	0	0.5795833902823166	0.10190881168215041	0.6166666666666666	0.07692880993776312					1.1591667805646333
AC124254.1	5	0	0	0	0	0	0	0	0.050968138151754744	0.9351334586331123	-0.09999999999999999	0.8728885715695384					0.10193627630350949
SALL3	6	2	0	0	0	0	0	0	0.7425103201740196	0.09091549953474937	0.48571428571428577	0.3287230320699708					1.4850206403480393
SLC52A3	12	2	1	1	0	0	0	0	0.011749070857511645	0.9710915919693757	0.39860139860139865	0.19933549461780897	0.9209261167549516	t1d_ductal_cell	t1d_ductal_cell		1.0234981417150233
RSPO4	7	0	0	0	0	0	0	0	0.15371786984914476	0.7421126111105864	0.21428571428571433	0.6445115810207203					0.3074357396982895
C20ORF202	7	0	0	0	0	0	0	0	0.48817203041447477	0.2663656418186353	0.6071428571428572	0.14823116148116158					0.9763440608289495
SNPH	15	5	0	0	0	0	0	0	-0.05966737240098413	0.8327081656142383	-0.06071428571428571	0.8298120954425187					-0.11933474480196826
AL136531.2	2	0	0	0	0	0	0	0									0.0
AL136531.1	4	0	0	0	0	0	0	0	-0.10014417788161795	0.8998558221183821	0.19999999999999998	0.8					-0.2002883557632359
SIRPG	4	0	0	0	0	0	0	0	0.13987262954792157	0.8601273704520784	-0.19999999999999998	0.8					0.27974525909584314
ZNF343	15	5	1	1	0	0	0	0	0.20718561145512096	0.45874801315984665	0.14285714285714282	0.6115222287644656	1.0432346629055245	t1d_ductal_cell	t1d_ductal_cell		1.4143712229102419
CPXM1	13	4	0	0	0	0	0	0	-0.2921147985306585	0.3328149007861119	-0.2802197802197803	0.3537636356336791					-0.584229597061317
GNRH2	7	2	0	0	0	0	0	0	-0.05152952176911073	0.912636862047031	0.14285714285714288	0.7599453002180928					-0.10305904353822146
LZTS3	15	5	0	0	0	0	0	0	-0.49300339612356414	0.06186172483181768	-0.6107142857142855	0.015592831421175636					-0.9860067922471283
SLC4A11	12	4	1	1	1	1	1	0	-0.00722414534428991	0.9822230668414185	-0.1398601398601399	0.6646331617926677	1.588896410721954	t1d_endothelial_cell	t1d_endothelial_cell	t1d_acinar_cell	0.9855517093114203
AL109976.1	6	0	0	0	0	0	0	0	-0.8778102635081393	0.021483330907604653	-1.0	0.0					-1.7556205270162786
HSPA12B	12	4	0	0	0	0	0	0	0.24309011538291558	0.44646810750440236	0.3076923076923077	0.33058925941210965					0.48618023076583117
SPEF1	10	4	0	0	0	0	0	0	0.03673463337243964	0.9197513381543405	0.006060606060606061	0.9867429111949892					0.07346926674487927
AL121890.4	4	0	0	0	0	0	0	0	-0.6943796790041612	0.3056203209958388	-0.7999999999999999	0.2000000000000001					-1.3887593580083224
AL118505.1	4	0	0	0	0	0	0	0	0.6902224928921699	0.30977750710783014	0.7999999999999999	0.2000000000000001					1.3804449857843397
ANKEF1	12	3	0	0	0	0	0	0	0.4010140097120314	0.19637732390436904	0.4685314685314686	0.12445479118883407					0.8020280194240628
SNAP25	12	4	0	0	1	0	0	0	-0.07932517076951673	0.8064143082009163	0.055944055944055944	0.8628980736949713				t1d_ductal_cell	-1.6586503415390335
AL158042.1	5	0	0	0	0	0	0	0	-0.37827345969326936	0.5301135651052823	0.0	1.0					-0.7565469193865387
AL161938.1	2	0	0	0	0	0	0	0									0.0
AL121782.1	2	0	0	0	0	0	0	0									0.0
SEL1L2	6	0	0	0	0	0	0	0	0.468202938044457	0.34901391030192974	0.7714285714285715	0.07239650145772594					0.936405876088914
FLRT3	13	4	0	0	0	0	0	0	0.12225083629584466	0.6907287911229516	0.16483516483516483	0.590478988652005					0.2445016725916893
BFSP1	15	5	0	0	1	0	0	0	-0.4016180983453373	0.13785225342304677	-0.4035714285714285	0.13576799650365626				t1d_acinar_cell	-2.3032361966906745
OVOL2	13	5	1	1	1	1	1	0	0.268345034193474	0.3753680849423116	0.054945054945054944	0.8585042942308734	1.58614688262413	t1d_endothelial_cell	t1d_endothelial_cell	t1d_stellate_cell	1.5366900683869478
AL121761.2	4	0	0	0	0	0	0	0	-0.965459775155207	0.03454022484479302	-1.0	0.0					-1.930919550310414
CFAP61	9	2	0	0	0	0	0	0	-0.3498324804454103	0.3560657713157927	-0.3666666666666667	0.3317398014330152					-0.6996649608908206
AL133325.3	3	0	0	0	0	0	0	0									0.0
NKX2-2	8	4	0	0	0	0	0	0	-0.4887708462605428	0.2190513603062056	-0.2380952380952381	0.5701563208157682					-0.9775416925210856
AL133464.1	4	0	0	0	0	0	0	0	-0.23487774486134874	0.7651222551386512	0.0	1.0					-0.4697554897226975
FOXA2	7	4	1	1	1	1	1	0	0.645408232164488	0.11745411453314412	0.5714285714285715	0.18020198891152753	0.937745404806998	t1d_stellate_cell	t1d_stellate_cell	t1d_acinar_cell	2.2908164643289757
AL121894.2	5	0	0	0	0	0	0	0	0.5991875974508033	0.2855848012104812	0.7999999999999999	0.10408803866182788					1.1983751949016066
VSX1	5	1	0	0	0	0	0	0	-0.1903124984516137	0.7591573711088115	0.19999999999999998	0.7470600781046621					-0.3806249969032274
AL121772.1	5	0	0	0	0	0	0	0	-0.30379185459084734	0.6192349962618797	-0.09999999999999999	0.8728885715695384					-0.6075837091816947
AL121772.3	7	0	0	0	0	0	0	0	0.23126541031115233	0.6178059432252213	0.14285714285714288	0.7599453002180928					0.46253082062230466
AL390198.1	7	0	0	0	0	0	0	0	-0.22469240314417735	0.6281060264198816	-0.28571428571428575	0.5345092286010408					-0.4493848062883547
HM13-AS1	7	1	1	1	0	0	0	0	0.8184056378698357	0.024411672802362394	0.8928571428571429	0.006807187408935391	0.3098811281681262	t1d_acinar_cell	t1d_acinar_cell		2.6368112757396713
AL110115.2	6	0	0	0	0	0	0	0	-0.3315585547937026	0.520886462028992	-0.14285714285714288	0.7871720116618076					-0.6631171095874052
MYLK2	6	1	0	0	0	0	0	0	-0.4743278286294938	0.3418670283234305	-0.2571428571428572	0.6227871720116619					-0.9486556572589876
AL121583.1	4	0	0	0	0	0	0	0	-0.22789517511391325	0.7721048248860867	-0.7999999999999999	0.2000000000000001					-0.4557903502278265
DNMT3B	15	5	1	1	1	0	0	0	0.2462227874745591	0.37636210476744714	0.30357142857142855	0.27135583600386837	0.8731258543989862	t1d_ductal_cell	t1d_ductal_cell	t1d_acinar_cell	-0.0075544250508818855
SNTA1	15	5	0	0	0	0	0	0	0.10721373189448863	0.7037133024719916	0.049999999999999996	0.859540943467457					0.21442746378897726
AL121906.2	4	0	0	0	0	0	0	0	0.08057460900644722	0.9194253909935528	0.0	1.0					0.16114921801289445
C20ORF144	14	4	0	0	1	0	0	0	0.48934707510419806	0.07574421595552978	0.3230769230769231	0.2598736195087899				t1d_acinar_cell	-0.5213058497916039
AL121906.1	4	0	0	0	0	0	0	0	-0.6393277351346383	0.36067226486536175	-0.19999999999999998	0.8					-1.2786554702692765
ZNF341-AS1	14	4	0	0	0	0	0	0	0.5603132297864344	0.03715642321763609	0.5428571428571429	0.04486396643924868					1.1206264595728688
AL356652.1	4	0	0	0	0	0	0	0	-0.8587735232699641	0.14122647673003597	-0.7999999999999999	0.2000000000000001					-1.7175470465399283
MMP24	12	3	1	1	0	1	1	0	0.3832135352106241	0.21884329435397232	0.17482517482517487	0.5868236643627043	1.2580124336304832	t1d_stellate_cell	t1d_stellate_cell		3.266427070421248
AL121753.1	2	0	0	0	0	0	0	0									0.0
FAM83C-AS1	6	0	0	0	0	0	0	0	0.798662674763838	0.0567243005582101	0.7714285714285715	0.07239650145772594					1.597325349527676
FAM83C	7	0	0	0	0	0	0	0	0.7978671296671944	0.031537113751927144	0.7142857142857144	0.07134356146753763					1.5957342593343888
GDF5	9	3	0	0	0	0	0	0	0.31951945781154234	0.40194581052980677	0.3	0.43284532670948234					0.6390389156230847
AL121895.1	2	0	0	0	0	0	0	0									0.0
AL121895.2	2	0	0	0	0	0	0	0									0.0
AL136172.1	4	0	0	0	0	0	0	0	-0.3476041320082361	0.6523958679917639	0.0	1.0					-0.6952082640164722
NNAT	9	2	0	0	0	0	0	0	-0.2472519703791879	0.5212623417668848	-0.26666666666666666	0.48792227483870076					-0.4945039407583758
AL391095.3	2	0	0	0	0	0	0	0									0.0
FAM83D	15	5	0	0	0	0	0	0	-0.11740108819340657	0.6769036047825606	-0.2785714285714285	0.3147094732307908					-0.23480217638681314
PLCG1-AS1	9	0	0	0	0	0	0	0	0.2503555216971134	0.5158733526936703	0.2333333333333333	0.5456987782182728					0.5007110433942268
EMILIN3	9	1	0	0	0	0	0	0	-0.016646503496083542	0.9660958515838717	0.09999999999999999	0.797971695234851					-0.033293006992167085
PTPRT	13	3	0	0	0	0	0	0	0.004311272403575123	0.9888474829799022	0.18131868131868134	0.5532950092839335					0.008622544807150245
SGK2	13	3	0	0	0	0	0	0	0.5828216478368135	0.03657959342922371	0.6703296703296703	0.01216622031995202					1.165643295673627
Z98752.4	5	0	0	0	0	0	0	0	0.0788444584911559	0.8997162241195761	0.0	1.0					0.1576889169823118
AL117382.1	4	0	0	0	0	0	0	0	0.07392543310885234	0.9260745668911476	0.6000000000000001	0.4					0.14785086621770469
HNF4A	11	4	1	1	0	1	1	0	0.7589024667560152	0.006764371115120152	0.7454545454545456	0.008454728885061566	1.4756108742719158	t1d_endothelial_cell	t1d_endothelial_cell		4.01780493351203
HNF4A-AS1	3	0	0	0	0	0	0	0									0.0
KCNK15	12	4	0	0	0	0	0	0	0.30902579737334873	0.3283887628159854	0.2556921609434964	0.4224811423333079					0.6180515947466975
RIMS4	9	2	0	0	1	0	0	0	0.03463629836258324	0.9295100155794893	0.25	0.5164895523012261				t1d_ductal_cell	-1.4307274032748336
STK4-AS1	7	0	0	0	0	0	0	0	0.6393084693017423	0.12211571235008986	0.7500000000000002	0.05218140045705777					1.2786169386034847
WFDC12	7	2	0	0	0	0	0	0	0.7160425965266622	0.07032510604665392	0.5357142857142858	0.21521745567801284					1.4320851930533245
SEMG1	3	0	0	0	0	0	0	0									0.0
MATN4	11	4	0	0	0	0	0	0	0.09260855430458242	0.7865314118675378	-0.10909090909090911	0.7495085962341483					0.18521710860916485
TP53TG5	13	5	0	0	0	0	0	0	0.6005293179535042	0.02998742190975584	0.7802197802197801	0.0016525006574429554					1.2010586359070083
DBNDD2	9	2	0	0	0	0	0	0	0.6232763582976139	0.07292451801014851	0.5333333333333333	0.13922686754397814					1.2465527165952277
WFDC10B	4	0	0	0	0	0	0	0	0.6505593964258161	0.34944060357418394	0.7999999999999999	0.2000000000000001					1.3011187928516321
WFDC3	15	5	0	0	0	0	0	0	0.8273974192107868	0.00014095598008402534	0.8357142857142855	0.00010444687327713345					1.6547948384215736
SPATA25	8	1	0	0	0	0	0	0	-0.02443306981061423	0.9542062232515804	0.023809523809523815	0.9553740118158806					-0.04886613962122846
AL133227.1	4	0	0	0	0	0	0	0	0.401529265940751	0.598470734059249	0.19999999999999998	0.8					0.803058531881502
SLC13A3	13	4	0	0	0	0	0	0	0.417265414366668	0.15602123433745022	0.2692307692307692	0.37373304228189164					0.834530828733336
CSE1L-AS1	4	0	0	0	0	0	0	0	-0.41214709508256175	0.5878529049174381	-0.39999999999999997	0.6					-0.8242941901651235
KCNB1	15	5	0	0	0	0	0	0	-0.001179946571014688	0.9966701142438577	0.06785714285714285	0.8101088187105132					-0.002359893142029376
PTGIS	15	5	1	1	0	1	1	0	0.6104748273352598	0.015644763243842372	0.5464285714285714	0.03506666021670983	1.5033254372254476	t1d_stellate_cell	t1d_stellate_cell		3.7209496546705196
AL161937.2	2	0	0	0	0	0	0	0									0.0
KCNG1	12	4	0	0	0	0	0	0	0.6952663006763498	0.012066129619317596	0.7762237762237763	0.0029928636801859823					1.3905326013526995
TSHZ2	15	5	1	1	0	0	0	0	-0.030673521404353823	0.9135862365901204	0.06428571428571428	0.8199479653196375	0.9245501881002902	t1d_acinar_cell	t1d_acinar_cell		0.9386529571912924
AL109930.1	3	0	0	0	0	0	0	0									0.0
AL354993.1	4	0	0	0	0	0	0	0	-0.35435897821380086	0.6456410217861992	-0.19999999999999998	0.8					-0.7087179564276017
AL354993.2	5	0	0	0	0	0	0	0	0.5740602611781317	0.31149314627424374	0.6	0.28475697986529386					1.1481205223562634
CTCFL	7	1	0	0	0	0	0	0	0.09625904139123104	0.8373416054731435	-0.14285714285714288	0.7599453002180928					0.19251808278246207
AL132655.2	3	0	0	0	0	0	0	0									0.0
GNAS-AS1	13	3	0	0	0	0	0	0	-0.30837070806414857	0.305326490339489	-0.39560439560439564	0.1808891631049407					-0.6167414161282971
AL121917.1	5	0	0	0	0	0	0	0	-0.3238555156481534	0.5949801937420948	-0.7	0.1881204043741873					-0.6477110312963068
TUBB1	9	3	0	0	0	0	0	0	0.08024419304038145	0.8374025144882444	-0.08333333333333334	0.831214097710308					0.1604883860807629
EDN3	10	3	0	0	0	0	0	0	0.14072702445458335	0.6981840341650978	0.309090909090909	0.3848412302612833					0.2814540489091667
PHACTR3	12	2	0	0	1	0	0	0	-0.3084190689670159	0.3293889814297726	-0.25874125874125875	0.41677476889913817				t1d_ductal_cell	-2.1168381379340317
AL137077.2	7	0	0	0	0	0	0	0	-0.5653889746515354	0.18591221202189206	-0.21428571428571433	0.6445115810207203					-1.1307779493030707
RBBP8NL	10	3	0	0	0	0	0	0	0.23299994154505113	0.5170933634474708	0.18787878787878787	0.6032176100292089					0.46599988309010226
AL121832.1	2	0	0	0	0	0	0	0									0.0
AL357033.1	5	0	0	0	0	0	0	0	0.4339887621279451	0.4653005504068512	0.09999999999999999	0.8728885715695384					0.8679775242558903
AL357033.3	4	0	0	0	0	0	0	0	0.28560387320317887	0.7143961267968211	0.6000000000000001	0.4					0.5712077464063577
SLCO4A1-AS1	10	4	0	0	0	0	0	0	0.258700057207293	0.4704707158442814	0.0303030303030303	0.9337729580941466					0.517400114414586
HAR1B	11	4	0	0	0	0	0	0	0.32351823994325024	0.33180311715300975	0.27272727272727276	0.41714143714253127					0.6470364798865005
EEF1A2	12	4	0	0	1	0	0	0	-0.09518474256604695	0.7685630293527952	-0.20979020979020982	0.512840943181826				t1d_ductal_cell	-1.6903694851320938
SRMS	2	0	0	0	0	0	0	0									0.0
AL121829.2	4	0	0	0	0	0	0	0	0.020121398465120593	0.9798786015348795	0.39999999999999997	0.6					0.04024279693024119
FNDC11	11	4	1	1	1	1	1	0	0.6092766553439075	0.04661040603906856	0.27272727272727276	0.41714143714253127	0.8766746147953675	t1d_endothelial_cell	t1d_endothelial_cell	t1d_ductal_cell	2.218553310687815
RTEL1	7	0	0	0	0	0	0	0	-0.420733368622202	0.34724276513462476	-0.3571428571428572	0.43161135203832796					-0.841466737244404
RTEL1-TNFRSF6B	4	0	0	0	0	0	0	0	-0.687359131306513	0.31264086869348695	-0.7999999999999999	0.2000000000000001					-1.374718262613026
AL121845.3	1	0	0	0	0	0	0	0									0.0
LIME1	4	0	0	0	0	0	0	0	0.2534242129254541	0.746575787074546	0.7999999999999999	0.2000000000000001					0.5068484258509082
AL121845.1	7	0	0	0	0	0	0	0	-0.6516666045553419	0.11276839697786414	-0.39285714285714296	0.3833168704269725					-1.3033332091106837
C20ORF204	13	4	0	0	1	0	0	0	0.13096067323257235	0.6697780808991746	0.005494505494505494	0.9857869107140622				t1d_stellate_cell	-1.2380786535348554
SOX18	14	5	0	0	0	0	0	0	-0.41963563514389535	0.13524961390611304	-0.3406593406593406	0.23331605103682382					-0.8392712702877907
C2CD4C	11	4	2	1	0	1	1	0	0.45281935634658504	0.16193930001287854	0.48181818181818187	0.13343383825682875	1.0153828081975853	t1d_stellate_cell	t1d_ductal_cell;t1d_stellate_cell		4.40563871269317
SHC2	15	5	0	0	0	0	0	0	-0.08361832654727772	0.7670195898377442	0.05357142857142857	0.8496099367776072					-0.16723665309455543
MADCAM1	15	5	1	1	0	1	1	0	0.232493137141906	0.4043701959075729	0.014285714285714282	0.9596997645989475	1.7725945065138489	t1d_endothelial_cell	t1d_endothelial_cell		2.9649862742838122
HCN2	11	4	0	0	2	0	0	0	-0.11324297538519068	0.7402534658050363	-0.15454545454545454	0.6500339654975801				t1d_ductal_cell;t1d_acinar_cell	-3.2264859507703814
PALM	15	5	0	0	0	0	0	0	0.29018477385673613	0.2940988944801099	0.3142857142857143	0.2539400163236716					0.5803695477134723
KISS1R	8	2	0	0	1	0	0	0	-0.5056048524888948	0.20116411269596018	-0.6666666666666669	0.07098765432098757				t1d_acinar_cell	-2.5112097049777895
EFNA2	5	0	0	0	0	0	0	0	0.30642134879325034	0.6160466588863291	-0.09999999999999999	0.8728885715695384					0.6128426975865007
