pathway	perturbation	cell_type	gene	log2fc	p	fdr
TNFA	IKBKB	A549	NLRC5	-0.19448600130528	0.0995065979529795	0.5835747543889237
TNFA	IKBKB	A549	TAP1	-0.56724428342478	0.000690927741312	0.040370652025696716
TNFA	IKBKB	A549	B2M	-0.305838502564354	0.130348514203153	0.6325903241852774
TNFA	IKBKB	A549	RFX5	-0.0410032627921733	0.446667405131695	0.8612758045629857
TNFA	IKBKB	A549	TAP2	-0.239693450289219	0.036521204542123	0.3946291252442003
TNFA	IKBKB	A549	CTSB	-0.0535682904712844	0.195264556566151	0.7045959845351323
TNFA	IKBKB	A549	CTSL	-0.564543083020281	0.0267642548864193	0.3457984960884098
TNFA	IKBKB	A549	CTSD	0.339112192902912	0.182643698510773	0.6937864387395563
TNFA	IKBKB	A549	LAMP2	0.0039510423278552	0.168042634821332	0.6808013885314159
TNFA	IKBKB	A549	LAMP1	-0.276526326621377	0.552114649737969	0.8964428805840309
TNFA	IKBKB	BXPC3	CD44	0.250466341385851	0.323442812674582	0.8439112341076098
TNFA	IKBKB	BXPC3	CTSS	0.0919247098368825	0.506527440568725	0.9181206888198592
TNFA	IKBKB	BXPC3	STAT1	0.241301147793725	0.713406511194327	0.9737445572051368
TNFA	IKBKB	BXPC3	GBP1	-4.04727160888059	0.0254122834227797	0.37964411295243616
TNFA	IKBKB	BXPC3	IRF1	-0.400529684400261	0.296407106339554	0.8279269661488248
TNFA	IKBKB	BXPC3	NLRC5	-0.247962511818114	0.532889863997127	0.9269366173695585
TNFA	IKBKB	BXPC3	TAP1		0.579520538573917	0.9417507227587676
TNFA	IKBKB	BXPC3	B2M	0.338501711047149	0.386379436211186	0.8715295422146465
TNFA	IKBKB	BXPC3	RFX5		0.524872391501221	0.9254055441167437
TNFA	IKBKB	BXPC3	TAP2	0.331808105202224	0.182607005213798	0.7367275514185021
TNFA	IKBKB	BXPC3	CTSB	-0.114582011885177	0.712561764989655	0.9737445572051368
TNFA	IKBKB	BXPC3	CTSL	0.30020586350218	0.828832379860737	0.9877700780839012
TNFA	IKBKB	BXPC3	CTSD	0.229702352204391	0.411227387766302	0.8815568145363339
TNFA	IKBKB	BXPC3	LAMP2	-0.0497603261420354	0.552600131149022	0.9352809690378011
TNFA	IKBKB	BXPC3	LAMP1	0.245760726756273	0.973275381746275	0.9996628017263204
TNFA	IKBKB	HAP1	CD44		0.955560860802041	0.999757456759205
TNFA	IKBKB	HAP1	CTSS		0.511740445404425	0.9907707449352041
TNFA	IKBKB	HAP1	STAT1	0.293946175609785	0.682748035802019	0.9982298329911743
TNFA	IKBKB	HAP1	GBP1		0.516303716267749	0.991084544084651
TNFA	IKBKB	HAP1	IRF1		0.885492137651353	0.999757456759205
TNFA	IKBKB	HAP1	NLRC5		0.300777901161741	0.9867839566606396
TNFA	IKBKB	HAP1	TAP1		0.311071508704897	0.9867839566606396
TNFA	IKBKB	HAP1	B2M	0.406624563355146	0.411038642869325	0.9867839566606396
TNFA	IKBKB	HAP1	RFX5		0.150596632089245	0.9774291381428595
TNFA	IKBKB	HAP1	TAP2	-0.325393870775849	0.0825392353195547	0.9409604463985819
TNFA	IKBKB	HAP1	CTSB	0.0435068842051698	0.86323409379079	0.999757456759205
TNFA	IKBKB	HAP1	CTSL		0.25977485227957	0.9867839566606396
TNFA	IKBKB	HAP1	CTSD		0.122478559657697	0.9717815734240549
TNFA	IKBKB	HAP1	LAMP2	-0.124390494652561	0.463177693555697	0.9867839566606396
TNFA	IKBKB	HAP1	LAMP1	-0.0204622078375598	0.276062206442008	0.9867839566606396
TNFA	IKBKB	HT29	CD44	-0.0016857443549329	0.220334972008245	0.8933201447648131
TNFA	IKBKB	HT29	CTSS	-0.472640208931722	0.0061424375159677	0.46144330596145916
TNFA	IKBKB	HT29	STAT1	-0.289846033141357	0.0002111810541602	0.12611376445056371
TNFA	IKBKB	HT29	GBP1	-0.791642151135972	0.0002374466425666	0.12611376445056371
TNFA	IKBKB	HT29	IRF1	-0.341122184367735	0.0021173749415118	0.3372060737707148
TNFA	IKBKB	HT29	NLRC5	-0.394486100278022	0.0004860653704251	0.1742765291778722
TNFA	IKBKB	HT29	TAP1	-0.350762707853668	0.209951104888254	0.8912386345878921
TNFA	IKBKB	HT29	B2M	-0.153323054690629	0.175705512587819	0.8733699940108853
TNFA	IKBKB	HT29	RFX5		0.103982176959923	0.7991551302901041
TNFA	IKBKB	HT29	TAP2	-0.194934134733009	0.0395568008655945	0.6812752079209813
TNFA	IKBKB	HT29	CTSB	-0.354034715000206	0.0230774570477008	0.6255497635472987
TNFA	IKBKB	HT29	CTSL		0.423663808328496	0.9393602795951067
TNFA	IKBKB	HT29	CTSD	0.0023134728259822	0.360734614224549	0.9347637496182124
TNFA	IKBKB	HT29	LAMP2	-0.143865038978728	0.146586147586115	0.8469626488582922
TNFA	IKBKB	HT29	LAMP1	0.123111124883493	0.821151737091806	0.9921913994459689
TNFA	IKBKB	K562	CD44	-0.715942280573428	0.349394459500322	0.925461214418583
TNFA	IKBKB	K562	CTSS	0.216954700187961	0.0486614470380585	0.7120431179463663
TNFA	IKBKB	K562	STAT1	0.0036212008202377	0.741562927471961	0.9899621939227159
TNFA	IKBKB	K562	GBP1		0.0137891389602058	0.5409679443158465
TNFA	IKBKB	K562	IRF1	-1.16762789876092	0.237987807444756	0.9001238884891907
TNFA	IKBKB	K562	NLRC5		0.759447304501384	0.9919492078015864
TNFA	IKBKB	K562	TAP1		0.113279603159483	0.8145521846538116
TNFA	IKBKB	K562	B2M	-0.315292333607904	0.354342575053166	0.9262290482188653
TNFA	IKBKB	K562	RFX5		0.308600623222172	0.9173068309125082
TNFA	IKBKB	K562	TAP2	-0.300894999131751	0.270196677151906	0.907040065825048
TNFA	IKBKB	K562	CTSB	0.158573014618535	0.166612566031832	0.8674850962766276
TNFA	IKBKB	K562	CTSL	-0.314030280158336	0.559808720266814	0.9693020516309556
TNFA	IKBKB	K562	CTSD	0.190930212196932	0.506478731972698	0.9614216961909432
TNFA	IKBKB	K562	LAMP2	-0.0201475339634479	0.77536526255789	0.9961044285108528
TNFA	IKBKB	K562	LAMP1	0.289154630283329	0.153544759009327	0.8559442113537606
TNFA	IKBKB	MCF7	CD44	-0.381744617278375	1.96355848757596e-06	0.0005162849783333057
TNFA	IKBKB	MCF7	CTSS		0.395679252372317	0.7956971006031315
TNFA	IKBKB	MCF7	STAT1	-0.0309161095639117	0.106626002357981	0.520783843095823
TNFA	IKBKB	MCF7	GBP1		0.829247205117172	0.9567390564725452
TNFA	IKBKB	MCF7	IRF1	-0.089612122469251	0.0239238923771071	0.27468946589610016
TNFA	IKBKB	MCF7	NLRC5		0.0648493715370904	0.42134494110767456
TNFA	IKBKB	MCF7	TAP1	-0.0215475966783607	0.752624402528885	0.9383700366448432
TNFA	IKBKB	MCF7	B2M	-0.188848871338052	0.0043824222074511	0.10702336338196371
TNFA	IKBKB	MCF7	RFX5	-0.420422430277916	0.004475497249298	0.10829055921000805
TNFA	IKBKB	MCF7	TAP2	-0.354191915888886	0.0100895623965449	0.1760762570441287
TNFA	IKBKB	MCF7	CTSB	-0.0933884556449258	0.37310061757688	0.7860728680809085
TNFA	IKBKB	MCF7	CTSL	0.294256177061146	0.957884862691349	0.9968249885595566
TNFA	IKBKB	MCF7	CTSD	0.347075707854721	0.238516738717017	0.6854620335815766
TNFA	IKBKB	MCF7	LAMP2	0.185143790793806	0.699316009254093	0.9236214107511131
TNFA	IKBKB	MCF7	LAMP1	0.402039265624409	0.624331573217796	0.8954049908258136
TNFA	IKBKG	A549	STAT1	0.0697527808078195	0.329179296192075	0.9217062281885585
TNFA	IKBKG	A549	B2M	0.085098212798116	0.0710028521984265	0.7998411351763861
TNFA	IKBKG	A549	IRF1	-0.111435844469965	0.691488922996076	0.963637861889768
TNFA	IKBKG	A549	TAP1	0.137365153590405	0.0787510897897818	0.8144559206628721
TNFA	IKBKG	A549	NLRC5	-0.085851994239679	0.721409729485825	0.9678230144728408
TNFA	IKBKG	A549	CTSS	-0.0053972728827399	0.698553816198409	0.963637861889768
TNFA	IKBKG	A549	GBP1	0.0048081748941358	0.503772808573941	0.9476937929697802
TNFA	IKBKG	A549	TAP2	0.17570363570275	0.0750640924256769	0.8052138325658427
TNFA	IKBKG	A549	CTSB	0.060244462885422	0.0146401954825313	0.7126375033454891
TNFA	IKBKG	A549	RFX5	0.160630903861081	0.16911253911203	0.8623589434968935
TNFA	IKBKG	A549	LAMP2	0.127628141257766	0.503661789929116	0.9476937929697802
TNFA	IKBKG	A549	CTSD	0.134431417493891	0.262701257850911	0.9012196599935183
TNFA	IKBKG	A549	LAMP1	-0.147310900626827	0.723755678916813	0.9678230144728408
TNFA	IKBKG	A549	CTSL	0.0733857182781887	0.211668773677811	0.8661116223678964
TNFA	IKBKG	BXPC3	STAT1	0.0034626731430921	0.389715615579438	0.9318466316371847
TNFA	IKBKG	BXPC3	B2M	0.148521748673783	0.149828541736978	0.8659243222469137
TNFA	IKBKG	BXPC3	IRF1	-0.419818715765182	0.553785709522381	0.9549545722062058
TNFA	IKBKG	BXPC3	TAP1		0.568181695317437	0.9591405643582694
TNFA	IKBKG	BXPC3	NLRC5	-0.250889722781927	0.29977500926983	0.9145224601260923
TNFA	IKBKG	BXPC3	CTSS	-0.367008918638322	0.335314090956269	0.9203072231624772
TNFA	IKBKG	BXPC3	GBP1	0.0650330196116515	0.292150895972195	0.9143006413104183
TNFA	IKBKG	BXPC3	TAP2	-0.0211240727722197	0.532403946275041	0.9491065186614147
TNFA	IKBKG	BXPC3	CTSB	0.303469629029086	0.180070463972175	0.872105972571122
TNFA	IKBKG	BXPC3	RFX5		0.28971972069563	0.9143006413104183
TNFA	IKBKG	BXPC3	LAMP2	0.122213365653143	0.230295293420961	0.8807182245178694
TNFA	IKBKG	BXPC3	CTSD	0.145847330587611	0.535203345608677	0.9491065186614147
TNFA	IKBKG	BXPC3	LAMP1	0.111675554646266	0.817367075876844	0.983794628667695
TNFA	IKBKG	BXPC3	CTSL	0.0171037748803395	0.0595406484809174	0.7740284302519261
TNFA	IKBKG	HAP1	STAT1	-0.0109791457440847	0.422102596968743	0.9456144197438833
TNFA	IKBKG	HAP1	B2M	-0.50358800498843	0.0786325103456411	0.848316532831244
TNFA	IKBKG	HAP1	IRF1		0.637338062724237	0.9668691310147703
TNFA	IKBKG	HAP1	TAP1		0.537130701163534	0.9613520531896651
TNFA	IKBKG	HAP1	NLRC5		0.450953497997088	0.9514211450246605
TNFA	IKBKG	HAP1	CTSS		0.186006869030002	0.9014029752600181
TNFA	IKBKG	HAP1	GBP1		0.0407152248367814	0.7773137617600709
TNFA	IKBKG	HAP1	TAP2	-0.241915327407989	0.0139886146173021	0.6116405690050817
TNFA	IKBKG	HAP1	CTSB	0.218218789168325	0.0787640721441155	0.848316532831244
TNFA	IKBKG	HAP1	RFX5		0.0753100243081527	0.8465106253160838
TNFA	IKBKG	HAP1	LAMP2	-0.0916249828799041	0.69455952519204	0.9738074118553338
TNFA	IKBKG	HAP1	CTSD		0.0936023893496891	0.8540716110605383
TNFA	IKBKG	HAP1	LAMP1	-0.0359772390036652	0.980491480540242	0.9989094329880022
TNFA	IKBKG	HAP1	CTSL		0.620678008702222	0.9660797868313249
TNFA	IKBKG	HT29	STAT1	-0.158031833152942	8.13705592886548e-20	5.024632036074434e-17
TNFA	IKBKG	HT29	B2M	-0.212896906917594	3.2934739350138295e-11	6.101160464613119e-09
TNFA	IKBKG	HT29	IRF1	-0.273087911749544	7.6564000941404e-11	1.319393597618148e-08
TNFA	IKBKG	HT29	TAP1	-0.385283884784975	1.1427384988845001e-10	1.88170939482981e-08
TNFA	IKBKG	HT29	NLRC5	-0.25137399910536	1.71018766301613e-08	1.8365928381086267e-06
TNFA	IKBKG	HT29	CTSS	-0.577810404999566	2.76453456080262e-08	2.7682704183172184e-06
TNFA	IKBKG	HT29	GBP1	-0.25914203804507	1.9650236534772e-07	1.7130382673254176e-05
TNFA	IKBKG	HT29	TAP2	-0.108338739657721	4.64757867368024e-06	0.00027773030622556917
TNFA	IKBKG	HT29	CTSB	0.283428101340365	0.005451551655259	0.08380912399474935
TNFA	IKBKG	HT29	RFX5		0.012511496075317	0.14715902526682376
TNFA	IKBKG	HT29	LAMP2	-0.0477161837041318	0.0215467501399303	0.2018475582008641
TNFA	IKBKG	HT29	CTSD	0.0279273065987884	0.480470333089747	0.8159620956058058
TNFA	IKBKG	HT29	LAMP1	-0.0355747638920026	0.66487302257119	0.9029209459588301
TNFA	IKBKG	HT29	CTSL		0.960020116027341	0.9892525043922518
TNFA	IKBKG	K562	STAT1	-0.210619557931996	0.338510814674648	0.8607979192653197
TNFA	IKBKG	K562	B2M	-0.218962225943695	0.592102730810599	0.9348616293270963
TNFA	IKBKG	K562	IRF1	-0.440480653383446	0.213503791220284	0.7936516615161469
TNFA	IKBKG	K562	TAP1		0.112259124497313	0.6990253046429322
TNFA	IKBKG	K562	NLRC5		0.608060923906277	0.9351971032205249
TNFA	IKBKG	K562	CTSS		0.113621425321815	0.7030969930385407
TNFA	IKBKG	K562	GBP1		0.743897989550029	0.9641095394294241
TNFA	IKBKG	K562	TAP2	-0.335771936778268	0.10190745945497	0.6821447828015607
TNFA	IKBKG	K562	CTSB	-0.0416978514435988	0.764267524057993	0.965913893159952
TNFA	IKBKG	K562	RFX5		0.701844312050429	0.9547762717631134
TNFA	IKBKG	K562	LAMP2	0.0868460297823814	0.389822679516879	0.8826559924415681
TNFA	IKBKG	K562	CTSD	-0.232167210287289	0.654673109723569	0.9421680742059163
TNFA	IKBKG	K562	LAMP1	0.40972748191401	0.0325757636064751	0.4886364540971265
TNFA	IKBKG	K562	CTSL	0.0045011083072483	0.573499476902834	0.933390829954285
TNFA	IKBKG	MCF7	STAT1	0.0376047078870236	0.0808969690438965	0.6328675398635536
TNFA	IKBKG	MCF7	B2M	0.217528517164297	0.0102333549926968	0.37362377601070434
TNFA	IKBKG	MCF7	IRF1	0.0217565495606666	0.337879670627082	0.8666094495621948
TNFA	IKBKG	MCF7	TAP1	0.0240735100108682	0.278912070169717	0.8463222553072226
TNFA	IKBKG	MCF7	NLRC5		0.000513419533024	0.08560021053150621
TNFA	IKBKG	MCF7	CTSS		0.161242492151569	0.7457814658974998
TNFA	IKBKG	MCF7	GBP1		0.0001318287820568	0.034887545537174575
TNFA	IKBKG	MCF7	TAP2	0.238738423436609	0.07427755907845	0.630330397075238
TNFA	IKBKG	MCF7	CTSB	0.0883424571268452	0.861170137142211	0.9769649251932093
TNFA	IKBKG	MCF7	RFX5	0.135846678636934	0.970156217171752	0.9951264815015608
TNFA	IKBKG	MCF7	LAMP2	0.0124843116976004	0.97910978608202	0.9961161319135368
TNFA	IKBKG	MCF7	CTSD	-0.0153699903944764	0.0236281555847145	0.4686186964306004
TNFA	IKBKG	MCF7	LAMP1	-0.171951883061384	0.039571140213312	0.5556117288764498
TNFA	IKBKG	MCF7	CTSL	-0.177749546430246	0.13948158206057	0.7209872211876229
TNFA	IRF1	A549	IRF1	-0.906465599898912	7.69581411754084e-51	5.6248705385106e-47
TNFA	IRF1	A549	CTSS	-0.644277893933877	3.7073510558003397e-34	6.848433711966627e-31
TNFA	IRF1	A549	TAP2	-0.317378584301112	6.82959036166584e-17	2.6272355764955593e-14
TNFA	IRF1	A549	GBP1	-0.55876036070463	1.2496310755089e-23	9.13355353089455e-21
TNFA	IRF1	A549	B2M	-0.246684538596762	8.70835743470382e-10	1.2989670304132697e-07
TNFA	IRF1	A549	NLRC5	-0.229365819050501	1.58448428754153e-08	1.930165942940174e-06
TNFA	IRF1	A549	TAP1	-0.0474577729576992	1.80908792707399e-06	0.00013137961915924844
TNFA	IRF1	A549	CTSD	0.0635780065091631	0.650237672409852	0.8646961050920063
TNFA	IRF1	A549	CD44	0.179991233783889	0.0811670571367086	0.35882189441605156
TNFA	IRF1	A549	STAT1	0.0761989329152901	0.651070316860436	0.8646961050920063
TNFA	IRF1	A549	CTSL	-0.142747629566656	0.128801439993423	0.44665973572477585
TNFA	IRF1	A549	RFX5	0.0583579382334865	0.434243829792766	0.7446945452734225
TNFA	IRF1	A549	CTSB	-0.126300506402121	0.0988761170879181	0.39260690087531175
TNFA	IRF1	A549	LAMP2	0.115719319077132	0.219936002793134	0.5678248832267808
TNFA	IRF1	BXPC3	IRF1	-0.344452832406431	0.0001854118021639	0.014892031450724671
TNFA	IRF1	BXPC3	CTSS	-0.0538089584016623	9.19812865224417e-05	0.009114603876560387
TNFA	IRF1	BXPC3	TAP2	0.0095142214437624	0.001407393907211	0.053023928184562884
TNFA	IRF1	BXPC3	GBP1	-0.176653445844167	0.000200547228205	0.015269187160925781
TNFA	IRF1	BXPC3	B2M	0.168910999779928	0.637802003045756	0.8839024678094812
TNFA	IRF1	BXPC3	NLRC5	-0.0257033538563478	0.6127222541545	0.8700356834173111
TNFA	IRF1	BXPC3	TAP1		0.912789124841571	0.977625166837364
TNFA	IRF1	BXPC3	CTSD	0.0896895918495192	0.0044264553825131	0.10712901453903395
TNFA	IRF1	BXPC3	CD44	0.104750194460081	0.103565180025598	0.4834627763059046
TNFA	IRF1	BXPC3	STAT1	0.146550605053456	0.876214844500959	0.9666798941067938
TNFA	IRF1	BXPC3	CTSL	0.27940276568037	0.0124200397771489	0.187739943570593
TNFA	IRF1	BXPC3	RFX5		0.548770757935904	0.8484954789774167
TNFA	IRF1	BXPC3	CTSB	0.193984494480186	0.0684826546192944	0.41943612882031256
TNFA	IRF1	BXPC3	LAMP2	0.083674919367448	0.777395568651999	0.9411693890763291
TNFA	IRF1	HAP1	IRF1		0.0001265706023256	0.09251045323978103
TNFA	IRF1	HAP1	CTSS		0.220715793625103	0.9516831077171631
TNFA	IRF1	HAP1	TAP2	-0.261776408334099	0.688133423746254	0.9935020286641602
TNFA	IRF1	HAP1	GBP1		0.0330372668671467	0.7665694715300799
TNFA	IRF1	HAP1	B2M	-0.0283975861867947	0.354454958367007	0.974283784660988
TNFA	IRF1	HAP1	NLRC5		0.700405451832896	0.9935020286641602
TNFA	IRF1	HAP1	TAP1		0.701600899094632	0.9935020286641602
TNFA	IRF1	HAP1	CTSD		0.650228405465865	0.9935020286641602
TNFA	IRF1	HAP1	CD44		0.0089627434037978	0.5922627869071785
TNFA	IRF1	HAP1	STAT1	-0.0325539639432282	0.758280485782301	0.9935020286641602
TNFA	IRF1	HAP1	CTSL		0.192072661605964	0.9497021872232259
TNFA	IRF1	HAP1	RFX5		0.642490339540027	0.9935020286641602
TNFA	IRF1	HAP1	CTSB	0.0317545669636932	0.551723194820906	0.9918929813540801
TNFA	IRF1	HAP1	LAMP2	-0.0361679022182257	0.603309592586352	0.9918929813540801
TNFA	IRF1	HT29	IRF1	-0.31624375416687	2.79652361780257e-16	1.1355439512510547e-13
TNFA	IRF1	HT29	CTSS	-0.0527039879453728	8.55314439296297e-08	1.1795270258144595e-05
TNFA	IRF1	HT29	TAP2	-0.132210992646008	1.8447689529583801e-32	4.494472092390933e-29
TNFA	IRF1	HT29	GBP1	-0.170729962484101	1.17584530808635e-30	1.7188506713606266e-27
TNFA	IRF1	HT29	B2M	-0.0606475807605062	1.17391429135447e-21	6.862676189592553e-19
TNFA	IRF1	HT29	NLRC5	-0.0810399166847354	1.75339219444036e-15	6.745022920612942e-13
TNFA	IRF1	HT29	TAP1	-0.157766135692046	4.11498599786884e-14	1.3671105753828796e-11
TNFA	IRF1	HT29	CTSD	0.0510646478243597	0.229007065858755	0.693952174279287
TNFA	IRF1	HT29	CD44	0.0214176886131296	0.522071058510002	0.8636981006314827
TNFA	IRF1	HT29	STAT1	0.106428646224339	0.0218828132151582	0.2777513606730916
TNFA	IRF1	HT29	CTSL		0.21113217433185	0.6765300579533063
TNFA	IRF1	HT29	RFX5		0.219445957355305	0.6871237108885273
TNFA	IRF1	HT29	CTSB	0.181971717306854	0.107078877786236	0.5357143576491495
TNFA	IRF1	HT29	LAMP2	0.0061366036567982	0.468935778566829	0.8383631345436102
TNFA	IRF1	K562	IRF1	-0.458805318758288	0.0001828728707099	0.010281675477066609
TNFA	IRF1	K562	CTSS		0.0830343801097464	0.38754679707671547
TNFA	IRF1	K562	TAP2	-0.292609788453318	0.0001046467033277	0.006427418106068565
TNFA	IRF1	K562	GBP1		0.209241290972659	0.5832740639661192
TNFA	IRF1	K562	B2M	0.0177623740541101	0.665365269225646	0.8886667505917667
TNFA	IRF1	K562	NLRC5		0.136376994931798	0.4803756414248249
TNFA	IRF1	K562	TAP1		0.149548878728649	0.5018607688832395
TNFA	IRF1	K562	CTSD	0.14841367211232	0.0053859956942266	0.08787107707388889
TNFA	IRF1	K562	CD44	-0.0909364388775817	0.0475871296425758	0.2967586759329181
TNFA	IRF1	K562	STAT1	-0.0530601619315956	0.0502937202552834	0.30578112214481956
TNFA	IRF1	K562	CTSL	-0.0640556469345315	0.668787786229381	0.8889266834311798
TNFA	IRF1	K562	RFX5		0.318651719507602	0.6822334681963917
TNFA	IRF1	K562	CTSB	-0.0804520831067592	0.841186705400602	0.952029924304386
TNFA	IRF1	K562	LAMP2	-0.0556715246258745	0.518383578331279	0.817538507479267
TNFA	IRF1	MCF7	IRF1	-1.59046071358382	4.05258482225468e-34	9.873447488619818e-31
TNFA	IRF1	MCF7	CTSS		0.134626810205003	0.4690907842172387
TNFA	IRF1	MCF7	TAP2	-0.792801818632982	5.25473517858514e-17	2.4004287137674242e-14
TNFA	IRF1	MCF7	GBP1		9.31236450644422e-08	9.075209623680107e-06
TNFA	IRF1	MCF7	B2M	-0.62496555100977	4.37722528194285e-14	1.4542336175327405e-11
TNFA	IRF1	MCF7	NLRC5		0.0101661982923205	0.11344235621155808
TNFA	IRF1	MCF7	TAP1	-0.327655494221947	0.0025055597574316	0.044341734302827035
TNFA	IRF1	MCF7	CTSD	-0.247912705105418	1.40334611937019e-08	1.6281042518217014e-06
TNFA	IRF1	MCF7	CD44	-0.0359697747531103	0.0004779379780957	0.012438775848392543
TNFA	IRF1	MCF7	STAT1	-0.144371444978634	0.0079440221312553	0.09677142959557498
TNFA	IRF1	MCF7	CTSL	-0.0452354395698995	0.61166631332574	0.8614005942385035
TNFA	IRF1	MCF7	RFX5	-0.184849599438239	0.0211449202674659	0.18013526567186477
TNFA	IRF1	MCF7	CTSB	-0.107381266809965	0.184656024581667	0.5403078953499074
TNFA	IRF1	MCF7	LAMP2	-0.0473153941695943	0.363868297608308	0.7172366200698823
TNFA	MAP3K7	A549	CTSS	-0.746627215149449	4.89417696085408e-33	9.11988097095736e-31
TNFA	MAP3K7	A549	IRF1	-0.669161303875701	3.33618887824757e-24	3.4915730177823887e-22
TNFA	MAP3K7	A549	GBP1	-0.745583551227852	7.454360526967791e-23	6.700154638356932e-21
TNFA	MAP3K7	A549	NLRC5	-0.372956268569901	1.2371843427052102e-09	3.039256713269391e-08
TNFA	MAP3K7	A549	TAP1	-0.317005035553653	3.30658728221064e-08	6.268567453123893e-07
TNFA	MAP3K7	A549	B2M	-0.316925869669945	1.36212459767196e-07	2.23798536047608e-06
TNFA	MAP3K7	A549	STAT1	-0.104614737691615	0.0004457548026652	0.003051583057672158
TNFA	MAP3K7	A549	TAP2	-0.268928781806575	0.0004517174481872	0.003081358307276972
TNFA	MAP3K7	A549	CD44	-0.0665644424944791	0.976219158477859	0.9856126241973724
TNFA	MAP3K7	A549	RFX5	-0.17296570527307	0.0222772910931034	0.07406375280735857
TNFA	MAP3K7	A549	CTSL	-0.182259546717599	0.324230570490349	0.5096957939395609
TNFA	MAP3K7	A549	LAMP1	-0.0362814937731102	0.372938403787382	0.5537899718047811
TNFA	MAP3K7	A549	CTSB	0.0059651454616918	0.0879856614011934	0.20960725073436784
TNFA	MAP3K7	A549	LAMP2	-0.19594548719819	0.237049714758622	0.41566670203256184
TNFA	MAP3K7	A549	CTSD	-0.0797016208879355	0.659918360975645	0.7907428290235144
TNFA	MAP3K7	BXPC3	CTSS	-0.188291458693276	0.330512973830311	0.8102217075323612
TNFA	MAP3K7	BXPC3	IRF1	-0.184960980003414	0.860025792298799	0.9733607057944479
TNFA	MAP3K7	BXPC3	GBP1	-0.323034501499789	0.200355410041283	0.7235173989820283
TNFA	MAP3K7	BXPC3	NLRC5	-0.368016874489131	0.0086746385895808	0.25050965843906764
TNFA	MAP3K7	BXPC3	TAP1		0.821868561533144	0.9681555030331402
TNFA	MAP3K7	BXPC3	B2M	-0.0648424079877044	0.403423286540288	0.8346420537978052
TNFA	MAP3K7	BXPC3	STAT1	-0.0986382187399476	0.608727120898999	0.91374546557443
TNFA	MAP3K7	BXPC3	TAP2	0.0164148786048695	0.206520416514499	0.729657762136535
TNFA	MAP3K7	BXPC3	CD44	-0.113395336143614	0.602201354612657	0.9135485158570098
TNFA	MAP3K7	BXPC3	RFX5		0.322581786707228	0.8063324100263596
TNFA	MAP3K7	BXPC3	CTSL	0.0160815611543821	0.542704159246023	0.8920395177356286
TNFA	MAP3K7	BXPC3	LAMP1	-0.239068894193499	0.0721643468491847	0.5270385815626671
TNFA	MAP3K7	BXPC3	CTSB	-0.213247717356009	0.883488649434957	0.9796534823567015
TNFA	MAP3K7	BXPC3	LAMP2	-0.104057507592958	0.851139700076838	0.9703574824502772
TNFA	MAP3K7	BXPC3	CTSD	0.0447907039971082	0.386597068213575	0.830820805330634
TNFA	MAP3K7	HAP1	CTSS		0.268432624697314	0.8715511004288372
TNFA	MAP3K7	HAP1	IRF1		0.718459978237191	0.9697292263314261
TNFA	MAP3K7	HAP1	GBP1		0.2114320239659	0.8414348182784753
TNFA	MAP3K7	HAP1	NLRC5		0.682943005302435	0.9663407368066563
TNFA	MAP3K7	HAP1	TAP1		0.0636070696562629	0.6521026792225195
TNFA	MAP3K7	HAP1	B2M	-0.300686629317649	0.0047339412255591	0.26413065626758464
TNFA	MAP3K7	HAP1	STAT1	-0.217282775299419	0.000230823394445	0.04007933485363182
TNFA	MAP3K7	HAP1	TAP2	-0.233295147526884	0.0754918019008497	0.6777407362191442
TNFA	MAP3K7	HAP1	CD44		0.280118456348645	0.8720884297080881
TNFA	MAP3K7	HAP1	RFX5		0.240623771534358	0.8525539355293734
TNFA	MAP3K7	HAP1	CTSL		0.633314317130127	0.963441546450138
TNFA	MAP3K7	HAP1	LAMP1	-0.103205108604561	0.0862106319366413	0.7036850726452346
TNFA	MAP3K7	HAP1	CTSB	0.0691579855804854	0.453725589080254	0.9244735675496287
TNFA	MAP3K7	HAP1	LAMP2	0.0351971811927998	0.601372269154906	0.95539283350873
TNFA	MAP3K7	HAP1	CTSD		0.697436022063734	0.9674612169183049
TNFA	MAP3K7	HT29	CTSS	-0.0436401890189952	0.0010346589658354	0.03528926115617168
TNFA	MAP3K7	HT29	IRF1	-0.205998752861085	5.61114015715537e-08	1.2459721107851222e-05
TNFA	MAP3K7	HT29	GBP1	-0.0645553676401871	0.0379815374756919	0.30567873615991414
TNFA	MAP3K7	HT29	NLRC5	-0.0499764461995167	0.0039038809327322	0.08060986574614595
TNFA	MAP3K7	HT29	TAP1	-0.149075896652782	6.10780908333015e-05	0.00402272943074503
TNFA	MAP3K7	HT29	B2M	-0.0191716012990483	0.0002148395239141	0.01087002624307102
TNFA	MAP3K7	HT29	STAT1	-0.0369463929064988	1.74412636110506e-05	0.0014805694887602952
TNFA	MAP3K7	HT29	TAP2	-0.022754874896793	0.00305116808162	0.06917188173168191
TNFA	MAP3K7	HT29	CD44	0.109710500329175	0.0700091456052054	0.41336390958848823
TNFA	MAP3K7	HT29	RFX5		0.292345022293683	0.7091783181422456
TNFA	MAP3K7	HT29	CTSL		0.958042423000676	0.987124207806166
TNFA	MAP3K7	HT29	LAMP1	-0.0719008949170243	0.474504405552598	0.8174968703689811
