seed	cluster_size	within_cluster_correlation	beta_shape	n_sequences	cluster_arrivals	maximum_p_ever_crossing	maximum_p_final_e_q90	bonferroni_ever_crossing	bonferroni_final_e_q90	bonferroni_minus_maximum_crossing
57151	4	0.75	0.25	50000	3	0.2177	113.54561180490553	0.66172	1008427.6481797517	0.44401999999999997
57152	2	0.25	1.0	50000	6	0.0	0.3011649460291593	0.00524	0.8924709646408128	0.00524
57152	2	0.25	0.5	50000	6	0.02066	2.1569424516509543	0.3887	530.1971292677986	0.36804
57152	2	0.25	0.25	50000	6	0.39826	979.3487456123205	0.95186	42579983201.372765	0.5536000000000001
57152	2	0.5	1.0	50000	6	0.00018	0.39078586225856343	0.00548	0.7795027983680023	0.0053
57152	2	0.5	0.5	50000	6	0.04898	4.228844790950978	0.33536	306.31181486666014	0.28637999999999997
57152	2	0.5	0.25	50000	6	0.51948	8083.310479981185	0.92338	10205342861.853794	0.4038999999999999
57152	2	0.75	1.0	50000	6	0.00082	0.5497812221801617	0.00394	0.6356267650997856	0.00312
57152	2	0.75	0.5	50000	6	0.10484	11.12743649422603	0.2753	134.31850967275278	0.17046
57152	2	0.75	0.25	50000	6	0.63848	115077.22661908835	0.87564	1347797078.2060556	0.23715999999999993
57152	3	0.25	1.0	50000	4	0.0	0.30862613206268863	0.0039	1.0012971416973786	0.0039
57152	3	0.25	0.5	50000	4	0.00174	0.850862440522809	0.30912	231.36897582094505	0.30738
57152	3	0.25	0.25	50000	4	0.1024	13.533517456708976	0.9118	531913826.2006156	0.8094
57152	3	0.5	1.0	50000	4	6e-05	0.3900167646999539	0.00308	0.8448097860789275	0.0030199999999999997
57152	3	0.5	0.5	50000	4	0.01022	1.5215270913087824	0.25292	122.62759793818066	0.24269999999999997
57152	3	0.5	0.25	50000	4	0.21014	74.05166966492047	0.85132	124421372.49161793	0.64118
57152	3	0.75	1.0	50000	4	0.00022	0.546474971207064	0.00228	0.6696477019072827	0.0020599999999999998
57152	3	0.75	0.5	50000	4	0.03738	3.765051459104969	0.19022	51.130564109705766	0.15284
57152	3	0.75	0.25	50000	4	0.3571	854.640289931948	0.76018	13261647.332480526	0.40308
57152	4	0.25	1.0	50000	3	0.0	0.34405312556462103	0.00316	1.078050127314488	0.00316
57152	4	0.25	0.5	50000	3	0.0002	0.6750489931337075	0.25808	129.42701026504318	0.25788
57152	4	0.25	0.25	50000	3	0.03022	3.5937397007506933	0.86676	44530523.67004772	0.83654
57152	4	0.5	1.0	50000	3	0.0	0.4270679103741504	0.00294	0.9287498027833305	0.00294
57152	4	0.5	0.5	50000	3	0.00378	1.1294018761991833	0.20494	70.50482921581323	0.20116
57152	4	0.5	0.25	50000	3	0.0976	13.608185564222744	0.78182	9652703.055285111	0.6842199999999999
57152	4	0.75	1.0	50000	3	0.00014	0.5788695084534248	0.00186	0.7224686225278218	0.0017200000000000002
57152	4	0.75	0.5	50000	3	0.01944	2.4244213847780416	0.14434	28.47444901054253	0.1249
57152	4	0.75	0.25	50000	3	0.21974	118.93443376700189	0.65732	1054955.3292494884	0.43758
57153	2	0.25	1.0	50000	6	2e-05	0.3011358569835845	0.00564	0.8936199894845522	0.00562
57153	2	0.25	0.5	50000	6	0.02112	2.133680535882997	0.39064	596.31620614318	0.36951999999999996
57153	2	0.25	0.25	50000	6	0.39806	896.2290470794695	0.95042	40648158201.34843	0.55236
57153	2	0.5	1.0	50000	6	0.00012	0.3884380923107986	0.00496	0.7772121332997257	0.00484
57153	2	0.5	0.5	50000	6	0.0519	4.372370940951424	0.34378	327.98353607084897	0.29188
57153	2	0.5	0.25	50000	6	0.51466	8228.690167505209	0.92274	11462501761.059912	0.40808
57153	2	0.75	1.0	50000	6	0.00094	0.5453047880719232	0.00422	0.6428855742235073	0.00328
57153	2	0.75	0.5	50000	6	0.10618	11.685841979778852	0.28108	145.69763280202145	0.1749
57153	2	0.75	0.25	50000	6	0.64298	135048.93051803028	0.88122	1427365531.2515097	0.23824
57153	3	0.25	1.0	50000	4	0.0	0.3086199783445031	0.0041	0.9976978843776722	0.0041
57153	3	0.25	0.5	50000	4	0.00162	0.8585818235739975	0.31414	251.01736005943226	0.31251999999999996
57153	3	0.25	0.25	50000	4	0.10166	13.119803375459284	0.91206	614771680.7584311	0.8104
57153	3	0.5	1.0	50000	4	2e-05	0.3911209661437171	0.00332	0.8512710514434463	0.0033
57153	3	0.5	0.5	50000	4	0.00956	1.5427660083556858	0.2558	136.88680022207325	0.24624000000000001
57153	3	0.5	0.25	50000	4	0.20502	70.87510251030933	0.85008	121243242.87141068	0.64506
57153	3	0.75	1.0	50000	4	0.00016	0.5462361527649544	0.00252	0.6587558930047903	0.00236
57153	3	0.75	0.5	50000	4	0.03678	3.7242485516637545	0.18806	45.77880773556919	0.15128
57153	3	0.75	0.25	50000	4	0.35852	907.4206658927807	0.7616	13373724.387423804	0.40308000000000005
57153	4	0.25	1.0	50000	3	0.0	0.3444009557495452	0.00342	1.1004714169525978	0.00342
57153	4	0.25	0.5	50000	3	0.0004	0.6742038842916283	0.2592	127.95699386536812	0.2588
57153	4	0.25	0.25	50000	3	0.02936	3.486926166341878	0.86774	37687288.127291575	0.8383799999999999
57153	4	0.5	1.0	50000	3	0.0	0.4261513645158691	0.00278	0.920603057624271	0.00278
57153	4	0.5	0.5	50000	3	0.00358	1.1264932087689992	0.2023	69.25122049702021	0.19872
57153	4	0.5	0.25	50000	3	0.09546	13.142184640849257	0.77896	8517141.944046477	0.6835
57153	4	0.75	1.0	50000	3	6e-05	0.5831026229655493	0.00194	0.7333413178979541	0.0018800000000000002
57153	4	0.75	0.5	50000	3	0.0189	2.4014269970521487	0.14714	28.292336094307757	0.12824
57153	4	0.75	0.25	50000	3	0.22108	113.8856500897779	0.6642	1027241.3278768007	0.44312
