analysis	disease_name	donor_id	disease	group	marker_compartment	module	n_cells	mean_score	high_fraction
gse315138_celiac_marker	celiac disease	celiac1	celiac disease	case	myeloid_apc_like	hla_ii_apc	1709	-0.03935502047184523	0.05968402574605032
gse315138_celiac_marker	celiac disease	celiac1	celiac disease	case	myeloid_apc_like	ifn_apc	1709	-0.16594100993307717	0.12873025160912815
gse315138_celiac_marker	celiac disease	celiac1	celiac disease	case	myeloid_apc_like	lysosomal_apc	1709	-0.011916745001237414	0.24107665301345815
gse315138_celiac_marker	celiac disease	celiac1	celiac disease	case	myeloid_apc_like	mif_cd74_receptor_state	1709	0.028202705529590553	0.13165593914569923
gse315138_celiac_marker	celiac disease	celiac1	celiac disease	case	stromal_endothelial_like	hla_ii_apc	165	-0.0782051296131646	0.05454545454545454
gse315138_celiac_marker	celiac disease	celiac1	celiac disease	case	stromal_endothelial_like	ifn_apc	165	-0.369902820854466	0.07878787878787878
gse315138_celiac_marker	celiac disease	celiac1	celiac disease	case	stromal_endothelial_like	lysosomal_apc	165	-0.06025600519204088	0.21212121212121213
gse315138_celiac_marker	celiac disease	celiac1	celiac disease	case	stromal_endothelial_like	mif_cd74_receptor_state	165	-0.145443241425284	0.1696969696969697
gse315138_celiac_marker	celiac disease	celiac1	celiac disease	case	t_cell_like	hla_ii_apc	1349	-0.022070407284571485	0.04373610081541883
gse315138_celiac_marker	celiac disease	celiac1	celiac disease	case	t_cell_like	ifn_apc	1349	-0.13715058582905015	0.1356560415122313
gse315138_celiac_marker	celiac disease	celiac1	celiac disease	case	t_cell_like	lysosomal_apc	1349	0.0293789332367151	0.28687916975537436
gse315138_celiac_marker	celiac disease	celiac1	celiac disease	case	t_cell_like	mif_cd74_receptor_state	1349	0.48296435685511746	0.5018532246108228
gse315138_celiac_marker	celiac disease	celiac2	celiac disease	case	b_plasma_like	hla_ii_apc	6524	-0.031655666875014525	0.022378908645003064
gse315138_celiac_marker	celiac disease	celiac2	celiac disease	case	b_plasma_like	ifn_apc	6524	-0.010957417602939442	0.19987737584304108
gse315138_celiac_marker	celiac disease	celiac2	celiac disease	case	b_plasma_like	lysosomal_apc	6524	-0.040959131719913826	0.21321275291232372
gse315138_celiac_marker	celiac disease	celiac2	celiac disease	case	b_plasma_like	mif_cd74_receptor_state	6524	-0.10171543110636652	0.1732066217044758
gse315138_celiac_marker	celiac disease	celiac2	celiac disease	case	epithelial_like	hla_ii_apc	8317	0.23690180065731078	0.22291691715762896
gse315138_celiac_marker	celiac disease	celiac2	celiac disease	case	epithelial_like	ifn_apc	8317	0.4619567601426105	0.554887579656126
gse315138_celiac_marker	celiac disease	celiac2	celiac disease	case	epithelial_like	lysosomal_apc	8317	0.10803201611535346	0.3079235301190333
gse315138_celiac_marker	celiac disease	celiac2	celiac disease	case	epithelial_like	mif_cd74_receptor_state	8317	0.04267682035937037	0.23842731754238308
gse315138_celiac_marker	celiac disease	celiac2	celiac disease	case	myeloid_apc_like	hla_ii_apc	2835	0.07815916685965227	0.12275132275132275
gse315138_celiac_marker	celiac disease	celiac2	celiac disease	case	myeloid_apc_like	ifn_apc	2835	0.144821808949934	0.37319223985890654
gse315138_celiac_marker	celiac disease	celiac2	celiac disease	case	myeloid_apc_like	lysosomal_apc	2835	0.010080580796267877	0.24268077601410934
gse315138_celiac_marker	celiac disease	celiac2	celiac disease	case	myeloid_apc_like	mif_cd74_receptor_state	2835	0.09385966652373033	0.23985890652557318
gse315138_celiac_marker	celiac disease	celiac2	celiac disease	case	stromal_endothelial_like	hla_ii_apc	1457	-0.03807119524471356	0.04804392587508579
gse315138_celiac_marker	celiac disease	celiac2	celiac disease	case	stromal_endothelial_like	ifn_apc	1457	0.0961405158794149	0.3088538091969801
gse315138_celiac_marker	celiac disease	celiac2	celiac disease	case	stromal_endothelial_like	lysosomal_apc	1457	-0.12099675702415034	0.1702127659574468
gse315138_celiac_marker	celiac disease	celiac2	celiac disease	case	stromal_endothelial_like	mif_cd74_receptor_state	1457	-0.033970408122871325	0.273850377487989
gse315138_celiac_marker	celiac disease	celiac2	celiac disease	case	t_cell_like	hla_ii_apc	5506	0.010111132047534867	0.0370504903741373
gse315138_celiac_marker	celiac disease	celiac2	celiac disease	case	t_cell_like	ifn_apc	5506	-0.05546396865294682	0.18470759171812567
gse315138_celiac_marker	celiac disease	celiac2	celiac disease	case	t_cell_like	lysosomal_apc	5506	-0.006221658803889899	0.287686160552125
gse315138_celiac_marker	celiac disease	celiac2	celiac disease	case	t_cell_like	mif_cd74_receptor_state	5506	-0.47211372113285605	0.06483835815474029
gse315138_celiac_marker	celiac disease	celiac304	celiac disease	case	b_plasma_like	hla_ii_apc	2833	0.559495356627673	0.22237910342393222
gse315138_celiac_marker	celiac disease	celiac304	celiac disease	case	b_plasma_like	ifn_apc	2833	0.09944367916737223	0.3653370984821744
gse315138_celiac_marker	celiac disease	celiac304	celiac disease	case	b_plasma_like	lysosomal_apc	2833	0.03991218336385459	0.25132368513942815
gse315138_celiac_marker	celiac disease	celiac304	celiac disease	case	b_plasma_like	mif_cd74_receptor_state	2833	0.605201696905821	0.5887751500176491
gse315138_celiac_marker	celiac disease	celiac304	celiac disease	case	epithelial_like	hla_ii_apc	3889	0.5140534314811636	0.3111339676009257
gse315138_celiac_marker	celiac disease	celiac304	celiac disease	case	epithelial_like	ifn_apc	3889	0.3665944005523588	0.5291848804319876
gse315138_celiac_marker	celiac disease	celiac304	celiac disease	case	epithelial_like	lysosomal_apc	3889	0.021421350633504314	0.18539470300848548
gse315138_celiac_marker	celiac disease	celiac304	celiac disease	case	epithelial_like	mif_cd74_receptor_state	3889	0.1897032897585559	0.2149652867060941
gse315138_celiac_marker	celiac disease	celiac304	celiac disease	case	myeloid_apc_like	hla_ii_apc	844	0.26361289662575144	0.23696682464454977
gse315138_celiac_marker	celiac disease	celiac304	celiac disease	case	myeloid_apc_like	ifn_apc	844	0.1383426841471094	0.3957345971563981
gse315138_celiac_marker	celiac disease	celiac304	celiac disease	case	myeloid_apc_like	lysosomal_apc	844	0.045766067694965995	0.23459715639810427
gse315138_celiac_marker	celiac disease	celiac304	celiac disease	case	myeloid_apc_like	mif_cd74_receptor_state	844	0.6409971020847977	0.523696682464455
gse315138_celiac_marker	celiac disease	celiac304	celiac disease	case	stromal_endothelial_like	hla_ii_apc	152	0.414000894606328	0.23026315789473684
gse315138_celiac_marker	celiac disease	celiac304	celiac disease	case	stromal_endothelial_like	ifn_apc	152	-0.11186703486214435	0.18421052631578946
gse315138_celiac_marker	celiac disease	celiac304	celiac disease	case	stromal_endothelial_like	lysosomal_apc	152	0.023140026199600712	0.29605263157894735
gse315138_celiac_marker	celiac disease	celiac304	celiac disease	case	stromal_endothelial_like	mif_cd74_receptor_state	152	0.01703539197233949	0.17763157894736842
gse315138_celiac_marker	celiac disease	celiac304	celiac disease	case	t_cell_like	hla_ii_apc	8211	0.03852327367310765	0.07051516258677384
gse315138_celiac_marker	celiac disease	celiac304	celiac disease	case	t_cell_like	ifn_apc	8211	-0.11005637032101596	0.1610035318475216
gse315138_celiac_marker	celiac disease	celiac304	celiac disease	case	t_cell_like	lysosomal_apc	8211	-0.08959159192758522	0.16965046888320545
gse315138_celiac_marker	celiac disease	celiac304	celiac disease	case	t_cell_like	mif_cd74_receptor_state	8211	-0.03919622803423857	0.1991231275118743
gse315138_celiac_marker	celiac disease	celiac_a2	celiac disease	case	b_plasma_like	hla_ii_apc	7890	0.7501474909320757	0.2679340937896071
gse315138_celiac_marker	celiac disease	celiac_a2	celiac disease	case	b_plasma_like	ifn_apc	7890	0.18366409910815706	0.3467680608365019
gse315138_celiac_marker	celiac disease	celiac_a2	celiac disease	case	b_plasma_like	lysosomal_apc	7890	0.09047659460033054	0.28517110266159695
gse315138_celiac_marker	celiac disease	celiac_a2	celiac disease	case	b_plasma_like	mif_cd74_receptor_state	7890	0.656371720390934	0.5986058301647655
gse315138_celiac_marker	celiac disease	celiac_a2	celiac disease	case	epithelial_like	hla_ii_apc	3338	0.4296688664920098	0.2998801677651288
gse315138_celiac_marker	celiac disease	celiac_a2	celiac disease	case	epithelial_like	ifn_apc	3338	0.8264069584647765	0.6009586578789694
gse315138_celiac_marker	celiac disease	celiac_a2	celiac disease	case	epithelial_like	lysosomal_apc	3338	0.1733542322785129	0.3331336129418814
gse315138_celiac_marker	celiac disease	celiac_a2	celiac disease	case	epithelial_like	mif_cd74_receptor_state	3338	0.23766138786951593	0.2645296584781306
gse315138_celiac_marker	celiac disease	celiac_a2	celiac disease	case	myeloid_apc_like	hla_ii_apc	1652	0.48859649493469887	0.3855932203389831
gse315138_celiac_marker	celiac disease	celiac_a2	celiac disease	case	myeloid_apc_like	ifn_apc	1652	0.23409062864593452	0.5078692493946732
gse315138_celiac_marker	celiac disease	celiac_a2	celiac disease	case	myeloid_apc_like	lysosomal_apc	1652	0.3752223802021035	0.5060532687651331
gse315138_celiac_marker	celiac disease	celiac_a2	celiac disease	case	myeloid_apc_like	mif_cd74_receptor_state	1652	1.0262895802816714	0.6180387409200968
gse315138_celiac_marker	celiac disease	celiac_a2	celiac disease	case	stromal_endothelial_like	hla_ii_apc	478	0.0071251668826585604	0.1108786610878661
gse315138_celiac_marker	celiac disease	celiac_a2	celiac disease	case	stromal_endothelial_like	ifn_apc	478	0.05046110431867781	0.28451882845188287
gse315138_celiac_marker	celiac disease	celiac_a2	celiac disease	case	stromal_endothelial_like	lysosomal_apc	478	0.0024160354615361925	0.22594142259414227
gse315138_celiac_marker	celiac disease	celiac_a2	celiac disease	case	stromal_endothelial_like	mif_cd74_receptor_state	478	0.1295024248265238	0.29497907949790797
gse315138_celiac_marker	celiac disease	celiac_a2	celiac disease	case	t_cell_like	hla_ii_apc	7552	0.03876033690346344	0.0658103813559322
gse315138_celiac_marker	celiac disease	celiac_a2	celiac disease	case	t_cell_like	ifn_apc	7552	-0.040347248038604094	0.170948093220339
gse315138_celiac_marker	celiac disease	celiac_a2	celiac disease	case	t_cell_like	lysosomal_apc	7552	-0.005089726460676666	0.2386122881355932
gse315138_celiac_marker	celiac disease	celiac_a2	celiac disease	case	t_cell_like	mif_cd74_receptor_state	7552	0.09629927897824449	0.2705243644067797
