dataset	contrast	contrast_type	case_group	control_group	submodule	delta_case_minus_control	hedges_g	p	n_case	n_control	statistical_status	note	target_route	therapeutic_multiplier	submodule_class	fdr
GSE156234_Mertk_scRNA_pseudobulk	Mertk_dependency_2h_interaction	interaction	WT_2h_AC_vs_WT_Ctrl	MertkKO_2h_AC_vs_MertkKO_Ctrl	repair_cytokine_matrix	-0.8984554928098497					descriptive_interaction_from_gene_or_submodule_deltas	MERTK-dependent component of 2h efferocytosis response; descriptive	MERTK_TAM_activation	1.0	resolution	
GSE156234_Mertk_scRNA_pseudobulk	Mertk_dependency_2h_interaction	interaction	WT_2h_AC_vs_WT_Ctrl	MertkKO_2h_AC_vs_MertkKO_Ctrl	scavenger_receptors	0.3805637891158785					descriptive_interaction_from_gene_or_submodule_deltas	MERTK-dependent component of 2h efferocytosis response; descriptive	MERTK_TAM_activation	1.0	resolution	
GSE156234_Mertk_scRNA_pseudobulk	Mertk_dependency_2h_interaction	interaction	WT_2h_AC_vs_WT_Ctrl	MertkKO_2h_AC_vs_MertkKO_Ctrl	stress_core	0.40223681486753493					descriptive_interaction_from_gene_or_submodule_deltas	MERTK-dependent component of 2h efferocytosis response; descriptive	MERTK_TAM_activation	1.0	guardrail	
GSE156234_Mertk_scRNA_pseudobulk	Mertk_dependency_2h_interaction	interaction	WT_2h_AC_vs_WT_Ctrl	MertkKO_2h_AC_vs_MertkKO_Ctrl	tam_receptor_ligand	0.42407223908668246					descriptive_interaction_from_gene_or_submodule_deltas	MERTK-dependent component of 2h efferocytosis response; descriptive	MERTK_TAM_activation	1.0	resolution	
GSE156234_Mertk_scRNA_pseudobulk	Mertk_dependency_2h_interaction	interaction	WT_2h_AC_vs_WT_Ctrl	MertkKO_2h_AC_vs_MertkKO_Ctrl	trem2_lipid_sensing	0.34397439391437734					descriptive_interaction_from_gene_or_submodule_deltas	MERTK-dependent component of 2h efferocytosis response; descriptive	MERTK_TAM_activation	1.0	resolution	
GSE156234_Mertk_scRNA_pseudobulk	Mertk_dependency_6h_interaction	interaction	WT_6h_AC_vs_WT_Ctrl	MertkKO_6h_AC_vs_MertkKO_Ctrl	cathepsin_lysosome	-1.2171042608834255					descriptive_interaction_from_gene_or_submodule_deltas	MERTK-dependent component of 6h efferocytosis response; descriptive	MERTK_TAM_activation	1.0	lipid_apc	
GSE156234_Mertk_scRNA_pseudobulk	Mertk_dependency_6h_interaction	interaction	WT_6h_AC_vs_WT_Ctrl	MertkKO_6h_AC_vs_MertkKO_Ctrl	complement_efferocytosis	-1.2276085183434602					descriptive_interaction_from_gene_or_submodule_deltas	MERTK-dependent component of 6h efferocytosis response; descriptive	MERTK_TAM_activation	1.0	resolution	
GSE156234_Mertk_scRNA_pseudobulk	Mertk_dependency_6h_interaction	interaction	WT_6h_AC_vs_WT_Ctrl	MertkKO_6h_AC_vs_MertkKO_Ctrl	fibrosis_core	1.0883159090449475					descriptive_interaction_from_gene_or_submodule_deltas	MERTK-dependent component of 6h efferocytosis response; descriptive	MERTK_TAM_activation	1.0	guardrail	
GSE156234_Mertk_scRNA_pseudobulk	Mertk_dependency_6h_interaction	interaction	WT_6h_AC_vs_WT_Ctrl	MertkKO_6h_AC_vs_MertkKO_Ctrl	foam_dam_lipid	-1.0947220962781214					descriptive_interaction_from_gene_or_submodule_deltas	MERTK-dependent component of 6h efferocytosis response; descriptive	MERTK_TAM_activation	1.0	lipid_apc	
GSE156234_Mertk_scRNA_pseudobulk	Mertk_dependency_6h_interaction	interaction	WT_6h_AC_vs_WT_Ctrl	MertkKO_6h_AC_vs_MertkKO_Ctrl	fpr2_anxa1_axis	-1.2792238910908076					descriptive_interaction_from_gene_or_submodule_deltas	MERTK-dependent component of 6h efferocytosis response; descriptive	MERTK_TAM_activation	1.0	resolution	
GSE156234_Mertk_scRNA_pseudobulk	Mertk_dependency_6h_interaction	interaction	WT_6h_AC_vs_WT_Ctrl	MertkKO_6h_AC_vs_MertkKO_Ctrl	ifn_core	-0.729372247138496					descriptive_interaction_from_gene_or_submodule_deltas	MERTK-dependent component of 6h efferocytosis response; descriptive	MERTK_TAM_activation	1.0	guardrail	
GSE156234_Mertk_scRNA_pseudobulk	Mertk_dependency_6h_interaction	interaction	WT_6h_AC_vs_WT_Ctrl	MertkKO_6h_AC_vs_MertkKO_Ctrl	lxr_efflux	-1.1259067292746798					descriptive_interaction_from_gene_or_submodule_deltas	MERTK-dependent component of 6h efferocytosis response; descriptive	MERTK_TAM_activation	1.0	resolution	
GSE156234_Mertk_scRNA_pseudobulk	Mertk_dependency_6h_interaction	interaction	WT_6h_AC_vs_WT_Ctrl	MertkKO_6h_AC_vs_MertkKO_Ctrl	mhcII_ciita	-0.5022692823892472					descriptive_interaction_from_gene_or_submodule_deltas	MERTK-dependent component of 6h efferocytosis response; descriptive	MERTK_TAM_activation	1.0	lipid_apc	
GSE156234_Mertk_scRNA_pseudobulk	Mertk_dependency_6h_interaction	interaction	WT_6h_AC_vs_WT_Ctrl	MertkKO_6h_AC_vs_MertkKO_Ctrl	repair_cytokine_matrix	-0.5464407857391124					descriptive_interaction_from_gene_or_submodule_deltas	MERTK-dependent component of 6h efferocytosis response; descriptive	MERTK_TAM_activation	1.0	resolution	
GSE156234_Mertk_scRNA_pseudobulk	Mertk_dependency_6h_interaction	interaction	WT_6h_AC_vs_WT_Ctrl	MertkKO_6h_AC_vs_MertkKO_Ctrl	scavenger_receptors	-1.0882336670418447					descriptive_interaction_from_gene_or_submodule_deltas	MERTK-dependent component of 6h efferocytosis response; descriptive	MERTK_TAM_activation	1.0	resolution	
GSE156234_Mertk_scRNA_pseudobulk	Mertk_dependency_6h_interaction	interaction	WT_6h_AC_vs_WT_Ctrl	MertkKO_6h_AC_vs_MertkKO_Ctrl	stress_core	-1.5859003011397301					descriptive_interaction_from_gene_or_submodule_deltas	MERTK-dependent component of 6h efferocytosis response; descriptive	MERTK_TAM_activation	1.0	guardrail	
GSE156234_Mertk_scRNA_pseudobulk	Mertk_dependency_6h_interaction	interaction	WT_6h_AC_vs_WT_Ctrl	MertkKO_6h_AC_vs_MertkKO_Ctrl	tam_receptor_ligand	-0.44855858940629345					descriptive_interaction_from_gene_or_submodule_deltas	MERTK-dependent component of 6h efferocytosis response; descriptive	MERTK_TAM_activation	1.0	resolution	
GSE156234_Mertk_scRNA_pseudobulk	Mertk_dependency_6h_interaction	interaction	WT_6h_AC_vs_WT_Ctrl	MertkKO_6h_AC_vs_MertkKO_Ctrl	trem2_lipid_sensing	-0.5383608121574365					descriptive_interaction_from_gene_or_submodule_deltas	MERTK-dependent component of 6h efferocytosis response; descriptive	MERTK_TAM_activation	1.0	resolution	
GSE274954_GpnmbR150X_BMDM_OxLDL	GpnmbR150X_OxLDL_interaction	interaction	GpnmbR150X_OxLDL_vs_WT_OxLDL	GpnmbR150X_BMDM_vs_WT_BMDM	cathepsin_lysosome	-0.25337575805575385					descriptive_interaction_from_gene_or_submodule_deltas	GPNMB mutation effect under OxLDL beyond baseline genotype effect	GPNMB_restoration	-1.0	lipid_apc	
GSE274954_GpnmbR150X_BMDM_OxLDL	GpnmbR150X_OxLDL_interaction	interaction	GpnmbR150X_OxLDL_vs_WT_OxLDL	GpnmbR150X_BMDM_vs_WT_BMDM	complement_efferocytosis	-0.9559592108064876					descriptive_interaction_from_gene_or_submodule_deltas	GPNMB mutation effect under OxLDL beyond baseline genotype effect	GPNMB_restoration	-1.0	resolution	
GSE274954_GpnmbR150X_BMDM_OxLDL	GpnmbR150X_OxLDL_interaction	interaction	GpnmbR150X_OxLDL_vs_WT_OxLDL	GpnmbR150X_BMDM_vs_WT_BMDM	fibrosis_core	0.7625673702649325					descriptive_interaction_from_gene_or_submodule_deltas	GPNMB mutation effect under OxLDL beyond baseline genotype effect	GPNMB_restoration	-1.0	guardrail	
GSE274954_GpnmbR150X_BMDM_OxLDL	GpnmbR150X_OxLDL_interaction	interaction	GpnmbR150X_OxLDL_vs_WT_OxLDL	GpnmbR150X_BMDM_vs_WT_BMDM	foam_dam_lipid	-0.6570418590966984					descriptive_interaction_from_gene_or_submodule_deltas	GPNMB mutation effect under OxLDL beyond baseline genotype effect	GPNMB_restoration	-1.0	lipid_apc	
GSE274954_GpnmbR150X_BMDM_OxLDL	GpnmbR150X_OxLDL_interaction	interaction	GpnmbR150X_OxLDL_vs_WT_OxLDL	GpnmbR150X_BMDM_vs_WT_BMDM	fpr2_anxa1_axis	-0.4015185352213383					descriptive_interaction_from_gene_or_submodule_deltas	GPNMB mutation effect under OxLDL beyond baseline genotype effect	GPNMB_restoration	-1.0	resolution	
GSE274954_GpnmbR150X_BMDM_OxLDL	GpnmbR150X_OxLDL_interaction	interaction	GpnmbR150X_OxLDL_vs_WT_OxLDL	GpnmbR150X_BMDM_vs_WT_BMDM	ifn_core	0.0877806624748182					descriptive_interaction_from_gene_or_submodule_deltas	GPNMB mutation effect under OxLDL beyond baseline genotype effect	GPNMB_restoration	-1.0	guardrail	
GSE274954_GpnmbR150X_BMDM_OxLDL	GpnmbR150X_OxLDL_interaction	interaction	GpnmbR150X_OxLDL_vs_WT_OxLDL	GpnmbR150X_BMDM_vs_WT_BMDM	lxr_efflux	0.0741276709927774					descriptive_interaction_from_gene_or_submodule_deltas	GPNMB mutation effect under OxLDL beyond baseline genotype effect	GPNMB_restoration	-1.0	resolution	
GSE274954_GpnmbR150X_BMDM_OxLDL	GpnmbR150X_OxLDL_interaction	interaction	GpnmbR150X_OxLDL_vs_WT_OxLDL	GpnmbR150X_BMDM_vs_WT_BMDM	mhcII_ciita	-1.2800310848062113					descriptive_interaction_from_gene_or_submodule_deltas	GPNMB mutation effect under OxLDL beyond baseline genotype effect	GPNMB_restoration	-1.0	lipid_apc	
GSE274954_GpnmbR150X_BMDM_OxLDL	GpnmbR150X_OxLDL_interaction	interaction	GpnmbR150X_OxLDL_vs_WT_OxLDL	GpnmbR150X_BMDM_vs_WT_BMDM	repair_cytokine_matrix	0.3827987162087426					descriptive_interaction_from_gene_or_submodule_deltas	GPNMB mutation effect under OxLDL beyond baseline genotype effect	GPNMB_restoration	-1.0	resolution	
GSE274954_GpnmbR150X_BMDM_OxLDL	GpnmbR150X_OxLDL_interaction	interaction	GpnmbR150X_OxLDL_vs_WT_OxLDL	GpnmbR150X_BMDM_vs_WT_BMDM	scavenger_receptors	0.6909436563356848					descriptive_interaction_from_gene_or_submodule_deltas	GPNMB mutation effect under OxLDL beyond baseline genotype effect	GPNMB_restoration	-1.0	resolution	
GSE274954_GpnmbR150X_BMDM_OxLDL	GpnmbR150X_OxLDL_interaction	interaction	GpnmbR150X_OxLDL_vs_WT_OxLDL	GpnmbR150X_BMDM_vs_WT_BMDM	stress_core	0.4454887530787639					descriptive_interaction_from_gene_or_submodule_deltas	GPNMB mutation effect under OxLDL beyond baseline genotype effect	GPNMB_restoration	-1.0	guardrail	
GSE274954_GpnmbR150X_BMDM_OxLDL	GpnmbR150X_OxLDL_interaction	interaction	GpnmbR150X_OxLDL_vs_WT_OxLDL	GpnmbR150X_BMDM_vs_WT_BMDM	tam_receptor_ligand	0.4114059228710662					descriptive_interaction_from_gene_or_submodule_deltas	GPNMB mutation effect under OxLDL beyond baseline genotype effect	GPNMB_restoration	-1.0	resolution	
GSE274954_GpnmbR150X_BMDM_OxLDL	GpnmbR150X_OxLDL_interaction	interaction	GpnmbR150X_OxLDL_vs_WT_OxLDL	GpnmbR150X_BMDM_vs_WT_BMDM	trem2_lipid_sensing	-0.7493160538605179					descriptive_interaction_from_gene_or_submodule_deltas	GPNMB mutation effect under OxLDL beyond baseline genotype effect	GPNMB_restoration	-1.0	resolution	
